,JPMORGAN US GOVT MMKT FUN,TDG,F,CHTR,NFLX,OMF,THC,CQP,POST,YUM,CHTR.1,WCC,DISH,SFRFP,CSCHLD,NGLS,HCA,NSM,BHCCN,CNC,RCL,F.1,VST,CNC.1,QUICKN,BMCAUS,S,TITIM,OMF.1,LB,OXY,ACI,BHCCN.1,URI,BHCCN.2,NGL,F.2,IHRT,EQM,BPL,HCA.1,PCG,LYV,NRG,BHCCN.3,CCO,CCO.1,NCR,EQM.1,CHTR.2,FCX,NLSN,COMM,NGLS.1,NFLX.1,PFGC,CNC.2,URI.1,UNSEAM,AAL,RHP,FCX.1,AAL.1,HLT,HWM,APA,SSNC,OGN,WYNNLV,TDG.1,OGN.1,PRSESE,OXY.1,CPN,ENDP,NXST,NSUS,NGLS.2,BYD,PK,S.1,SGMS,IHRT.1,COMM.1,NCR.1,BCULC,LW,RAD,WYNMAC,VICI,AXL,MPW,IEP,LPLA,TEP,FYBR,WCC.1,JBSSBZ,DTMINC,FCX.2,PETM,NXST.1,DVA,PETM.1,SSP,SFRFP.1,THC.1,IT,UNIT,ST,HWM.1,MGMGPO,ARGID,RDN,VICI.1,CSCHLD.1,MGMGPO.1,ARGID.1,THC.2,IM,NAVI,SIRI,TROX,AM,IGT,LB.1,BWY,ACI.1,MGM,SIRI.1,AR,HLT.1,GEL,NAVI.1,SFRFP.2,CSTM,MSCI,CGPHLC,EQT,HRI,OVV,QUICKN.1,HCA.2,WES,CCL,STAR,SPLS,KHC,HCA.3,CGPHLC.1,WYNFIN,FUN,UNIT.1,AXL.1,MDP,IQV,TEP.1,OVV.1,IGT.1,ARNC,OXY.2,CIT,JBSSBZ.1,SIRI.2,GT,CHTR.3,THYELE,AM.1,GFLCN,JELD,NMG,FCX.3,HEES,MSCI.1,FYBR.1,POST.1,COMM.2,IEP.1,CNC.3,M,CC,ST.1,ARGIHC,WAIR,ZIGGO,NRG.1,LILAPR,AVTR,EHC,RDN.1,ATI,CSCHLD.2,BLDR,GFLCN.1,DISH.1,EPC,ALSN,CCL.1,DB,ACI.2,F 4.125 08.17.27,n/a,CHTR 4.75 03.01.30 144A,THC 5.125 11.01.27 144A,OMF 7.125 03.15.26,CQP 4.5 10.01.29,CNC 4.625 12.15.29,F 5.125 06.16.25,BHCCN 6.125 04.15.25 144A,TDG 6.25 03.15.26 144A,OXY 6.45 09.15.36,CHTR 5.375 06.01.29 144A,CSCHLD 6.5 02.01.29 144A,NFLX 5.875 11.15.28,CCL 9.875 08.01.27 144A,DB V5.882 07.08.31,VST 5.625 02.15.27 144A,HCA 5.625 09.01.28,VICI 5.625 05.01.24 144A,POST 5.5 12.15.29 144A,OXY 3.4 04.15.26,SFRFP 5.5 01.15.28 144a,PRSESE 5.75 04.15.26 144A,YUM 4.75 01.15.30 144A,VICI 5.75 02.01.27 144A,S 6.875 11.15.28,DISH 5.875 11.15.24,VENTGL 3.875 08.15.29 144A,HNDLIN 4.75 01.30.30 144A,OMF 6.125 03.15.24,CYH 5.625 03.15.27 144A,CNC 4.25 12.15.27,NSM 5.5 08.15.28 144A,SWN 5.375 03.15.30,BMCAUS 4.75 01.15.28 144A,HCA 5.875 02.01.29,AAL 5.5 04.20.26 144A,AAL 5.75 04.20.29 144A,TEP 5.5 01.15.28 144A,PK 5.875 10.01.28 144A,CNC 2.5 03.01.31,WES 4.75 08.15.28,BPL 4.5 03.01.28 144A,BHCCN 7.25 05.30.29 144A,SIRI 5.5 07.01.29 144A,RCL 11.5 06.01.25 144A,NLSN 5.625 10.01.28 144A,CZR 8.125 07.01.27 144A,BBWI 6.875 11.01.35,UNSEAM 6.625 07.15.26 144A,UCGIM V5.861 06.19.32 144A,NRG 5.25 06.15.29 144A,MPW 4.625 08.01.29,URI 5.25 01.15.30,MSCI 4 11.15.29 144A,HLT 4.875 01.15.30,EQM 5.5 07.15.28,CRK 6.75 03.01.29 144A,MEDIND 3.875 04.01.29 144A,TDG 5.5 11.15.27,BHCCN 5 01.30.28 144A,WYNNLV 5.5 03.01.25 144A,BCULC 3.875 01.15.28 144A,INTEL 6.5 03.15.30 144A,DTV 5.875 08.15.27 144A,NCR 6.125 09.01.29 144A,CNC 3.375 02.15.30,APA 5.1 09.01.40,CC 5.75 11.15.28 144A,RCL 5.5 08.31.26 144A,SIRI 4.125 07.01.30 144A,LUMN 4 02.15.27 144A,CPN 4.5 02.15.28 144A,GALCLD 6.5 09.15.24 144A,TGNA 5 09.15.29,S 8.75 03.15.32,LPLA 4.625 11.15.27 144A,PCG 5.25 07.01.30,COMM 8.25 03.01.27 144A,F 4 11.13.30,RKTRM 2.875 10.15.26 144A,LADR 4.25 02.01.27 144A,NAVI 5.875 10.25.24,AR 8.375 07.15.26 144A,DCP 5.125 05.15.29,URI 4.875 01.15.28,BBDBCN 7.875 04.15.27 144A,HLT 4.875 04.01.27,DTMINC 4.125 06.15.29 144A,THC 6.25 02.01.27 144A,ST 4.375 02.15.30 144A,ENDP 7.5 04.01.27 144A,DVA 4.625 06.01.30 144A,WYNMAC 5.625 08.26.28 144A,LYV 6.5 05.15.27 144A,TMUS 2.875 02.15.31,ARNC 6.125 02.15.28 144A,SPR 7.5 04.15.25 144A,OI 6.625 05.13.27 144A,CGPHLC 5.75 07.01.25 144A,RKTRM 4 10.15.33 144A,CCO 7.5 06.01.29 144A,NSUS 5.625 04.28.27,PFGC 5.5 10.15.27 144A,RRC 8.25 01.15.29,UAL 4.625 04.15.29 144A,SSNC 5.5 09.30.27 144A,UAL 4.375 04.15.26 144a,BCULC 4.375 01.15.28 144A,IHRT 6.375 05.01.26,NEP 4.5 09.15.27 144A,WES 5.45 04.01.44,FMGAU 4.5 09.15.27 144A,RHP 4.75 10.15.27,VOD V7 04.04.79,CHTR 5.125 05.01.27 144A,HCA 5.375 09.01.26,CCL 5.75 03.01.27 144A,SPLS 7.5 04.15.26 144A,BYD 4.75 12.01.27,SIRI 5 08.01.27 144A,IM 4.75 05.15.29 144A,IGT 6.5 02.15.25 144A,AM 5.75 01.15.28 144A,AM 5.75 03.01.27 144A,NXST 5.625 07.15.27 144A,LW 4.875 05.15.28 144A,IEP 6.25 05.15.26,ARGID 4.125 08.15.26 144A,UNIT 7.875 02.15.25 144A,COMM 6 03.01.26 144A,CMLP 5.625 05.01.27 144A,TMUS 3.5 04.15.31,CSCHLD 5.75 01.15.30 144A,LVLT 4.625 09.15.27 144A,GTN 4.75 10.15.30 144A,IQV 5 05.15.27 144A,IRM 4.875 09.15.27 144A,BALL 3.125 09.15.31,NFE 6.75 09.15.25 144A,CHK 5.5 02.01.26 144A,VMED 5.5 05.15.29 144A,IEP 5.25 05.15.27,NGL 7.5 02.01.26 144A,AVTR 4.625 07.15.28 144A,ATHENA 6.5 02.15.30 144A,HWM 5.95 02.01.37,MEDIND 5.25 10.01.29 144A,TITIM 7.721 06.04.38,MOH 4.375 06.15.28 144A,GFLCN 4.75 06.15.29 144A,CCO 5.125 08.15.27 144A,ACI 4.625 01.15.27 144A,THYELE 5.25 07.15.27 144A,RKTRM 3.875 03.01.31 144A,TITIM 5.303 05.30.24,BLDR 6.75 06.01.27 144A,LILAPR 6.75 10.15.27 144A,MGMCHI 5.875 05.15.26 144A,CLF 4.625 03.01.29 144A,CSCHLD 7.5 04.01.28 144a,AXTA 4.75 06.15.27 144A,OGN 4.125 04.30.28 144a,OMF 3.875 09.15.28,S 7.125 06.15.24,NRG 3.625 02.15.31 144A,IRM 5 07.15.28 144A,WCC 7.25 06.15.28 144A,OGN 5.125 04.30.31 144A,GRA 4.875 06.15.27 144a,GFLCN 5.125 12.15.26 144A,SIX 7 07.01.25 144A,GTN 7 05.15.27 144A,CYH 8 03.15.26 144A,DAN 5.375 11.15.27,GT 4.875 03.15.27,CZR 4.625 10.15.29 144A,QVCN 4.75 02.15.27,EQM 4 08.01.24,CYH 6.875 04.15.29 144A,PRGO 3.15 06.15.30,STAR 4.75 10.01.24,APU 5.875 08.20.26,ATI 5.875 12.01.27,ACI 5.875 02.15.28 144A,TMHC 5.875 06.15.27 144A,PETM 4.75 02.15.28 144A,VMED 4.25 01.31.31 144A,GPS 3.625 10.01.29 144A,STX 4.875 06.01.27,BBWI 7.5 06.15.29,OTEXCN 4.125 02.15.30 144A,ARGID 5.25 08.15.27 144a,ARMK 5 02.01.28 144A,FYBR 6.75 05.01.29 144A,DAL 7.375 01.15.26,PPC 5.875 09.30.27 144A,TROX 4.625 03.15.29 144A,LYV 4.875 11.01.24 144A,ZIGGO 5.125 02.28.30 144a,SUM
07/09/2021,1.72,1.21,1.19,0.99,0.83,0.8,0.76,0.76,0.74,0.7,0.67,0.6,0.6,0.59,0.58,0.58,0.57,0.56,0.56,0.56,0.55,0.54,0.54,0.53,0.53,0.5,0.49,0.49,0.49,0.49,0.48,0.48,0.47,0.46,0.46,0.44,0.43,0.43,0.42,0.42,0.41,0.41,0.4,0.4,0.4,0.39,0.38,0.37,0.37,0.37,0.36,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.22999999999999
05/18/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,1.48,0.99,0.78,0.76,0.74,0.73,0.72,0.72,0.71,0.69,0.68,0.67,0.61,0.6,0.57,0.56,0.54,0.54,0.54,0.52,0.5,0.5,0.5,0.49,0.47,0.44,0.43,0.43,0.43,0.42,0.42,0.41,0.41,0.41,0.4,0.4,0.39,0.38,0.37,0.37,0.37,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.34,0.34,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,60.0
