,CM.TO,NESN.SW,L.TO,RY.TO,688208.SS,FTS.TO,6.HK,WN.TO,BCE.TO,EMA.TO,MRU.TO,KNIN.SW,3.HK,SCMN.SW,GEBN.SW,2.HK,H.TO,NA.TO,BARN.SW,WCN.TO,GIVN.SW,T.TO,PGHN.SW,RMS.PA,AI.PA,JMT.LS,LISP.SW,POW.TO,SGSN.SW,TD.TO,ORK.OL,WKL.AS,INVE B.ST,O39.SI,EMSN.SW,BNS.TO,AD.AS,NOVN.SW,DTE.DE,DPW.DE,ABBN.SW,WES.AX,KESKOB.HE,LUND B.ST,SOF.BR,SY1.DE,OR.PA,GWO.TO,ASX.AX,688208.SS.1,IFC.TO,LEG.DE,U11.SI,DOL.TO,4901.T,BMO.TO,OTEX.TO,SPX.L,ROG.SW,LR.PA,SIKA.SW,TLS.AX,TEL.OL,SCHP.SW,TRI.TO,HEXA B.ST,WSP.TO,CBA.AX,8001.T,IBE.MC,KRZ.IR,DSM.AS,CP.TO,7203.T,ESSITY B.ST,BEI.DE,SHL.AX,NZYM B.CO,SLF.TO,NOVO B.CO,D05.SI,AKZA.AS,SAN.PA,CPR.MI,CRDA.L,RI.PA,BXB.AX,KNEBV.HE,RCI/A.NE,ELISA.HE,033780.KS,MRK.DE,INDUC.ST,GBLB.BR,TRN.MI,DWNI.DE,GIB.A.TO,12.HK,GSK.L,ENB.TO,9434.T,HLMA.L,CNR.TO,DSV.CO,COL.AX,YAR.OL,1038.HK,NG.L,ADM.L,ICA.ST,AQN.TO,2914.T,SRG.MI,TSCO.L,KER.PA,CARL B.CO,POLI.TA,BVI.PA,DSY.PA,4151.T,SAP.TO,9432.T,2802.T,ATD/A.NE,ZURN.SW,Z74.SI,AZN.L,AHT.L,NDA SE.ST,KINV B.ST,9433.T,NIBE B.ST,ULVR.L,CHR.CO,HOLN.SW,ELE.MC,MC.PA,FERG.L,WOW.AX,SGO.PA,8058.T,SCA B.ST,G.MI,66.HK,REC.MI,SOON.SW,SU.PA,RKT.L,EPI A.ST,TRP.TO,1113.HK,1928.T,4502.T,4578.T,BNR.DE,STMN.SW,8725.T,6702.T,FNV.TO,4503.T,DB1.DE,017670.KS,INW.MI,VNA.DE,BMW.DE,AMUN.PA,RCO.PA,CSU.TO,MQG.AX,ATCO A.ST,ASSA B.ST,FME.DE,11.HK,035720.KS,COLO B.CO,ASML.AS,LONN.SW,EXPN.L,GJF.OL,REL.L,BN.PA,FRE.DE,AFX.DE,DGE.L,ML.PA,4507.T,BATS.L,8306.T,FORTUM.HE,CAP.PA,6869.T,SWMA.ST,SEB A.ST,16.HK,TEP.PA,SHB A.ST,PST.MI,CSL.AX,RITN.,4684.T,FRGXX,MPFXX,CJPXX,EOAN.DE,RCI.B.TO,DASTF,ATD.B.TO,CFR.SW,4543.T,n/a,7741.T,ILD.PA,6367.T,8630.T,6273.T,RTO.L,ERF.PA,8113.T,6861.T,6645.T,ALFA.ST,9843.T,NICE.TA,UPM.HE,6920.T,6586.T,6981.T,BNZL.L,7309.T,NHY.OL,ALL.AX,VER.VI,NN.AS,8697.T,ASM.AS,4063.T,SSE.L,SUM
07/09/2021,0.43,0.42,0.4,0.4,0.39,0.39,0.39,0.39,0.37,0.37,0.36,0.36,0.36,0.36,0.36,0.36,0.35,0.34,0.34,0.34,0.34,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.56
08/31/2021,0.43,0.42,0.4,0.39,0.0,0.39,0.39,0.38,0.37,0.37,0.36,0.36,0.36,0.36,0.36,0.36,0.35,0.34,0.34,0.34,0.33,0.33,0.32,0.33,0.32,0.31,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.0,0.28,0.28,0.28,0.28,0.29,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.28,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.0,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.25,0.24,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.0,0.24,0.24,0.24,0.24,0.0,0.24,0.24,0.23,0.23,0.24,0.23,0.24,0.23,0.23,0.23,0.24,0.23,0.23,0.23,0.24,0.23,0.23,0.22,0.23,0.23,0.23,0.22,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.23,0.23,0.22,0.22,0.22,0.22,0.23,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.0,0.21,0.21,0.0,0.21,0.21,0.21,0.0,0.0,2.24,1.48,0.33,0.29,0.25,0.24,0.23,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.690000000000005
09/01/2021,0.43,0.42,0.4,0.39,0.0,0.39,0.39,0.38,0.37,0.37,0.36,0.36,0.36,0.36,0.36,0.36,0.35,0.34,0.34,0.34,0.33,0.33,0.32,0.33,0.32,0.31,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.0,0.28,0.28,0.28,0.28,0.29,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.28,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.0,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.25,0.24,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.0,0.24,0.24,0.24,0.24,0.0,0.24,0.24,0.23,0.23,0.24,0.23,0.24,0.23,0.23,0.23,0.24,0.23,0.23,0.23,0.24,0.23,0.23,0.22,0.23,0.23,0.23,0.22,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.23,0.23,0.22,0.22,0.22,0.22,0.23,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.0,0.21,0.21,0.0,0.21,0.21,0.21,0.0,0.0,2.24,1.48,0.33,0.29,0.25,0.24,0.23,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.690000000000005
09/02/2021,0.43,0.42,0.4,0.39,0.0,0.39,0.39,0.38,0.37,0.37,0.36,0.36,0.36,0.36,0.36,0.36,0.35,0.34,0.34,0.34,0.33,0.33,0.32,0.33,0.32,0.31,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.0,0.28,0.28,0.28,0.28,0.29,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.28,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.0,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.25,0.24,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.0,0.24,0.24,0.24,0.24,0.0,0.24,0.24,0.23,0.23,0.24,0.23,0.24,0.23,0.23,0.23,0.24,0.23,0.23,0.23,0.24,0.23,0.23,0.22,0.23,0.23,0.23,0.22,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.23,0.23,0.22,0.22,0.22,0.22,0.23,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.0,0.21,0.21,0.0,0.21,0.21,0.21,0.0,0.0,2.24,1.48,0.33,0.29,0.25,0.24,0.23,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.690000000000005
09/14/2021,0.42,0.41,0.45,0.39,0.0,0.4,0.38,0.42,0.39,0.36,0.37,0.38,0.37,0.35,0.38,0.34,0.35,0.34,0.35,0.37,0.35,0.33,0.36,0.33,0.31,0.34,0.36,0.34,0.31,0.28,0.26,0.34,0.31,0.3,0.32,0.28,0.32,0.27,0.28,0.29,0.31,0.27,0.3,0.27,0.28,0.29,0.3,0.29,0.3,0.0,0.28,0.28,0.28,0.26,0.33,0.27,0.28,0.33,0.27,0.29,0.29,0.27,0.27,0.27,0.31,0.31,0.29,0.26,0.29,0.25,0.27,0.29,0.23,0.27,0.24,0.26,0.27,0.25,0.25,0.3,0.26,0.25,0.23,0.26,0.31,0.25,0.26,0.24,0.22,0.26,0.23,0.31,0.23,0.25,0.26,0.0,0.24,0.23,0.24,0.24,0.27,0.27,0.27,0.26,0.24,0.0,0.22,0.24,0.27,0.24,0.24,0.25,0.23,0.27,0.22,0.21,0.25,0.25,0.27,0.24,0.21,0.27,0.28,0.24,0.25,0.24,0.21,0.25,0.25,0.22,0.25,0.32,0.21,0.22,0.0,0.22,0.23,0.24,0.23,0.24,0.27,0.23,0.23,0.23,0.24,0.23,0.25,0.0,0.22,0.21,0.0,0.23,0.22,0.24,0.24,0.27,0.26,0.23,0.21,0.22,0.0,0.0,0.22,0.0,0.0,0.23,0.21,0.24,0.23,0.24,0.22,0.0,0.0,0.0,0.22,0.26,0.25,0.24,0.21,0.23,0.0,0.0,0.25,0.21,0.0,0.27,0.0,0.22,0.23,0.24,0.23,0.22,0.22,0.0,0.22,0.0,0.0,0.21,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.31,0.25,0.25,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.5
09/15/2021,0.42,0.41,0.45,0.39,0.0,0.4,0.38,0.42,0.39,0.36,0.37,0.38,0.37,0.35,0.38,0.34,0.35,0.34,0.35,0.37,0.35,0.33,0.36,0.33,0.31,0.34,0.36,0.34,0.31,0.28,0.26,0.34,0.31,0.3,0.32,0.28,0.32,0.27,0.28,0.29,0.31,0.27,0.3,0.27,0.28,0.29,0.3,0.29,0.3,0.0,0.28,0.28,0.28,0.26,0.33,0.27,0.28,0.33,0.27,0.29,0.29,0.27,0.27,0.27,0.31,0.31,0.29,0.26,0.29,0.25,0.27,0.29,0.23,0.27,0.24,0.26,0.27,0.25,0.25,0.3,0.26,0.25,0.23,0.26,0.31,0.25,0.26,0.24,0.22,0.26,0.23,0.31,0.23,0.25,0.26,0.0,0.24,0.23,0.24,0.24,0.27,0.27,0.27,0.26,0.24,0.0,0.22,0.24,0.27,0.24,0.24,0.25,0.23,0.27,0.22,0.21,0.25,0.25,0.27,0.24,0.21,0.27,0.28,0.24,0.25,0.24,0.21,0.25,0.25,0.22,0.25,0.32,0.21,0.22,0.0,0.22,0.23,0.24,0.23,0.24,0.27,0.23,0.23,0.23,0.24,0.23,0.25,0.0,0.22,0.21,0.0,0.23,0.22,0.24,0.24,0.27,0.26,0.23,0.21,0.22,0.0,0.0,0.22,0.0,0.0,0.23,0.21,0.24,0.23,0.24,0.22,0.0,0.0,0.0,0.22,0.26,0.25,0.24,0.21,0.23,0.0,0.0,0.25,0.21,0.0,0.27,0.0,0.22,0.23,0.24,0.23,0.22,0.22,0.0,0.22,0.0,0.0,0.21,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.31,0.25,0.25,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.5
09/16/2021,0.43,0.41,0.44,0.39,0.0,0.4,0.38,0.42,0.39,0.37,0.36,0.37,0.37,0.35,0.38,0.34,0.35,0.35,0.34,0.37,0.34,0.33,0.36,0.33,0.31,0.34,0.36,0.34,0.31,0.28,0.26,0.34,0.3,0.29,0.32,0.28,0.32,0.27,0.28,0.29,0.31,0.27,0.29,0.27,0.27,0.29,0.3,0.29,0.3,0.0,0.28,0.28,0.27,0.26,0.33,0.27,0.28,0.32,0.26,0.29,0.29,0.27,0.27,0.27,0.32,0.31,0.29,0.26,0.29,0.25,0.27,0.29,0.23,0.26,0.24,0.26,0.28,0.25,0.26,0.3,0.26,0.25,0.23,0.26,0.31,0.26,0.26,0.24,0.22,0.26,0.23,0.31,0.22,0.25,0.26,0.0,0.24,0.23,0.24,0.24,0.27,0.27,0.26,0.26,0.24,0.21,0.22,0.25,0.27,0.24,0.24,0.25,0.24,0.27,0.22,0.21,0.25,0.25,0.27,0.24,0.21,0.26,0.29,0.24,0.25,0.24,0.21,0.25,0.25,0.21,0.25,0.31,0.21,0.22,0.0,0.22,0.22,0.24,0.23,0.24,0.27,0.22,0.23,0.23,0.24,0.22,0.25,0.0,0.22,0.22,0.0,0.23,0.22,0.24,0.24,0.26,0.26,0.23,0.0,0.22,0.0,0.0,0.22,0.0,0.0,0.22,0.0,0.24,0.23,0.24,0.22,0.0,0.0,0.0,0.22,0.27,0.24,0.24,0.21,0.23,0.0,0.0,0.25,0.21,0.0,0.27,0.0,0.22,0.23,0.24,0.23,0.21,0.22,0.0,0.22,0.0,0.0,0.21,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.32,0.26,0.25,0.24,0.24,0.23,0.23,0.22,0.22,0.23,0.23,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.0,0.0,0.22,0.21,0.21,0.0,0.0,0.0,0.0,53.38
09/17/2021,0.42,0.41,0.43,0.38,0.0,0.4,0.37,0.41,0.38,0.36,0.36,0.38,0.36,0.36,0.39,0.34,0.35,0.34,0.34,0.36,0.35,0.33,0.36,0.33,0.31,0.34,0.35,0.34,0.31,0.28,0.26,0.34,0.3,0.29,0.31,0.28,0.32,0.27,0.28,0.29,0.31,0.27,0.3,0.27,0.27,0.29,0.3,0.29,0.3,0.0,0.28,0.28,0.28,0.26,0.34,0.27,0.28,0.32,0.27,0.29,0.29,0.27,0.26,0.27,0.31,0.31,0.28,0.26,0.29,0.25,0.26,0.3,0.23,0.26,0.24,0.26,0.27,0.25,0.25,0.3,0.26,0.25,0.23,0.26,0.31,0.25,0.24,0.24,0.22,0.27,0.23,0.3,0.22,0.25,0.26,0.0,0.24,0.23,0.24,0.24,0.27,0.27,0.26,0.26,0.24,0.21,0.22,0.25,0.27,0.24,0.24,0.25,0.24,0.27,0.21,0.0,0.26,0.25,0.28,0.25,0.0,0.27,0.28,0.24,0.25,0.24,0.21,0.25,0.25,0.22,0.26,0.32,0.21,0.22,0.0,0.21,0.22,0.24,0.23,0.24,0.27,0.22,0.23,0.23,0.24,0.23,0.25,0.0,0.22,0.22,0.0,0.23,0.22,0.24,0.24,0.27,0.26,0.23,0.0,0.22,0.0,0.0,0.22,0.0,0.0,0.22,0.0,0.24,0.24,0.24,0.22,0.0,0.0,0.0,0.22,0.27,0.25,0.24,0.21,0.23,0.0,0.0,0.25,0.0,0.0,0.28,0.0,0.22,0.24,0.24,0.23,0.21,0.22,0.0,0.22,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.32,0.27,0.25,0.24,0.25,0.24,0.23,0.22,0.22,0.23,0.23,0.22,0.22,0.21,0.0,0.21,0.22,0.22,0.21,0.21,0.0,0.21,0.22,0.21,0.21,0.21,0.21,0.21,53.400000000000006
09/20/2021,0.43,0.4,0.44,0.39,0.0,0.4,0.38,0.42,0.38,0.37,0.36,0.39,0.37,0.36,0.38,0.35,0.35,0.35,0.34,0.36,0.35,0.33,0.36,0.32,0.31,0.34,0.36,0.34,0.31,0.28,0.27,0.34,0.3,0.29,0.31,0.28,0.33,0.27,0.28,0.3,0.3,0.27,0.29,0.26,0.27,0.29,0.3,0.3,0.3,0.0,0.28,0.28,0.28,0.26,0.35,0.27,0.28,0.32,0.27,0.29,0.29,0.27,0.27,0.27,0.32,0.31,0.29,0.26,0.29,0.24,0.26,0.31,0.23,0.26,0.24,0.26,0.28,0.25,0.25,0.3,0.26,0.24,0.23,0.26,0.31,0.25,0.24,0.23,0.22,0.27,0.23,0.3,0.23,0.24,0.26,0.0,0.24,0.23,0.24,0.24,0.27,0.27,0.26,0.26,0.24,0.22,0.22,0.25,0.27,0.24,0.25,0.25,0.24,0.27,0.0,0.0,0.26,0.25,0.28,0.25,0.0,0.27,0.29,0.24,0.25,0.24,0.21,0.25,0.25,0.22,0.27,0.31,0.21,0.22,0.0,0.0,0.21,0.24,0.23,0.24,0.27,0.22,0.23,0.23,0.23,0.23,0.25,0.0,0.22,0.22,0.0,0.23,0.22,0.24,0.24,0.27,0.26,0.23,0.21,0.21,0.0,0.0,0.22,0.0,0.0,0.22,0.0,0.24,0.24,0.24,0.22,0.0,0.0,0.0,0.22,0.27,0.25,0.24,0.22,0.23,0.0,0.0,0.25,0.0,0.0,0.28,0.0,0.22,0.24,0.24,0.23,0.22,0.22,0.0,0.22,0.0,0.21,0.21,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.31,0.26,0.25,0.24,0.25,0.24,0.24,0.22,0.22,0.23,0.23,0.22,0.22,0.22,0.0,0.22,0.21,0.21,0.0,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.0,53.540000000000006
