,AMC,OVV,THC,STAG,EME,SSB,CHK,VLY,M,ADC,ESNT,CIT,NVTA,SIGI,GT,TRNO,GBCI,PDCE,UBSI,HR,XTSLA,BXMT,RDN,HASI,PNM,ROLL,BKH,POR,CHX,CAR,TGNA,SBRA,AIMC,DOC,UMBF,OGS,ARNA,NJR,APG,SWX,ARNC,REZI,HOMB,RRC,HWC,ELY,DBRG,AVNT,SR,WCC,CBU,ENS,ALE,CMC,KFY,AR,BNL,LXP,CIM,ETRN,ADNT,MAC,PACB,BKU,AGIO,PCH,NAVI,EPRT,ESGR,TRTN,UNF,HP,MUR,NWE,CNO,ORA,QTS,EQC,APLE,FHI,MTH,PPBI,TPTX,RAMP,CNNE,SAVE,PEB,CATY,EBS,GATX,ITGR,ABCB,ASB,NHI,TMHC,AUB,RXN,VRNT,FCFS,NOVA,AVA,CWT,OUT,CNX,KMT,BIPC,ABM,KBH,SMPL,BBBY,EBC,KTOS,FUL,SJI,CVET,MGEE,VCYT,ACA,MATX,UFS,HL,MAXR,MPLN,REGI,IBTX,MLHR,SFNC,SM,PBH,VSH,MTX,SITC,MDRX,FULT,CVBF,ANF,PRMW.TO,JW.A,MARA,ONB,SHO,BRC,WD,AEL,GPI,BXS,RMBS,PRG,BCRX,OPCH,AX,PDM,MOG.A,CRC,RLJ,VSTO,FLOW,MYGN,SANM,WERN,KW,TROX,ASO,RPAI,GHC,FRME,PIPR,CSTM,IBOC,WAFD,TDS,TRN,HUBG,ODP,NSIT,BBIO,ABR,TPH,FLR,BDN,COOP,EPC,B,AMWL,SCL,MANT,AMRS,COLB,THS,IIPR,HTH,WSBC,ONTO,CTRE,AIN,PFSI,SKYW,PRLB,RLGY,MGLN,WSFS,XPER,ARI,GDOT,TWNK,WOR,FBC,LILAK,XHR,TOWN,MWA,OFC,FBP,ESE,UCBI,BIG,USD,INDB,OTTR,UNIT,BHVN,FCPT,UE,GTLS,BDC,MIC,CPK,JACK,WRE,SYKE,MDC,LC,ISBC,KAR,FFBC,AMKR,SASR,AAWW,TCBI,GMS,MFA,WTS,IRT,INT,GSHD,PDCO,WLL,CXP,MSGE,UNFI,AVIR,RXNEUR,WIRE,GNW,ARCB,KRG,FMBI,CADE,MLKN,CIVI,NTCT,CWEN,ARRY,RUSHA,BJ,DDS,BCC,NPO,ROIC,ETWO,n/a,HTLF,EPAY,RNST,HCC,PSMT,FBNC,VRTV,DLX,FIBK,NMIH,PTEN,SUM
08/31/2021,1.14,0.46,0.48,0.46,0.41,0.34,0.38,0.37,0.47,0.34,0.36,0.37,0.3,0.35,0.31,0.31,0.31,0.28,0.32,0.29,0.0,0.32,0.32,0.29,0.29,0.34,0.31,0.31,0.28,0.32,0.27,0.23,0.27,0.27,0.28,0.26,0.2,0.25,0.29,0.28,0.27,0.28,0.24,0.25,0.28,0.23,0.23,0.29,0.23,0.3,0.27,0.23,0.25,0.28,0.26,0.24,0.26,0.25,0.24,0.25,0.24,0.23,0.22,0.26,0.19,0.24,0.28,0.26,0.23,0.26,0.24,0.2,0.22,0.22,0.23,0.22,0.21,0.21,0.22,0.23,0.27,0.22,0.22,0.21,0.19,0.17,0.2,0.21,0.22,0.22,0.22,0.22,0.22,0.18,0.22,0.21,0.24,0.2,0.22,0.18,0.2,0.22,0.2,0.17,0.21,0.16,0.23,0.22,0.19,0.19,0.19,0.16,0.2,0.17,0.16,0.2,0.22,0.17,0.23,0.19,0.16,0.0,0.0,0.16,0.19,0.22,0.21,0.0,0.19,0.18,0.18,0.19,0.0,0.18,0.19,0.0,0.19,0.17,0.25,0.18,0.17,0.17,0.19,0.19,0.2,0.2,0.19,0.19,0.17,0.22,0.18,0.0,0.16,0.19,0.16,0.17,0.21,0.19,0.17,0.18,0.18,0.17,0.18,0.19,0.16,0.16,0.18,0.17,0.16,0.17,0.0,0.18,0.16,0.16,0.16,0.0,0.16,0.18,0.16,0.16,0.19,0.16,0.16,0.0,0.16,0.15,0.16,0.17,0.0,0.19,0.0,0.16,0.17,0.0,0.0,0.16,0.17,0.0,0.0,0.16,0.0,0.16,0.15,0.17,0.0,0.0,0.18,0.0,0.0,0.15,0.17,0.22,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.16,0.0,0.0,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.69
09/01/2021,1.14,0.46,0.48,0.46,0.41,0.34,0.38,0.37,0.47,0.34,0.36,0.37,0.3,0.35,0.31,0.31,0.31,0.28,0.32,0.29,0.0,0.32,0.32,0.29,0.29,0.34,0.31,0.31,0.28,0.32,0.27,0.23,0.27,0.27,0.28,0.26,0.2,0.25,0.29,0.28,0.27,0.28,0.24,0.25,0.28,0.23,0.23,0.29,0.23,0.3,0.27,0.23,0.25,0.28,0.26,0.24,0.26,0.25,0.24,0.25,0.24,0.23,0.22,0.26,0.19,0.24,0.28,0.26,0.23,0.26,0.24,0.2,0.22,0.22,0.23,0.22,0.21,0.21,0.22,0.23,0.27,0.22,0.22,0.21,0.19,0.17,0.2,0.21,0.22,0.22,0.22,0.22,0.22,0.18,0.22,0.21,0.24,0.2,0.22,0.18,0.2,0.22,0.2,0.17,0.21,0.16,0.23,0.22,0.19,0.19,0.19,0.16,0.2,0.17,0.16,0.2,0.22,0.17,0.23,0.19,0.16,0.0,0.0,0.16,0.19,0.22,0.21,0.0,0.19,0.18,0.18,0.19,0.0,0.18,0.19,0.0,0.19,0.17,0.25,0.18,0.17,0.17,0.19,0.19,0.2,0.2,0.19,0.19,0.17,0.22,0.18,0.0,0.16,0.19,0.16,0.17,0.21,0.19,0.17,0.18,0.18,0.17,0.18,0.19,0.16,0.16,0.18,0.17,0.16,0.17,0.0,0.18,0.16,0.16,0.16,0.0,0.16,0.18,0.16,0.16,0.19,0.16,0.16,0.0,0.16,0.15,0.16,0.17,0.0,0.19,0.0,0.16,0.17,0.0,0.0,0.16,0.17,0.0,0.0,0.16,0.0,0.16,0.15,0.17,0.0,0.0,0.18,0.0,0.0,0.15,0.17,0.22,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.16,0.0,0.0,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.69
09/02/2021,1.22,0.46,0.49,0.47,0.42,0.33,0.38,0.36,0.46,0.35,0.36,0.38,0.3,0.34,0.3,0.32,0.31,0.28,0.31,0.3,0.0,0.32,0.31,0.3,0.29,0.34,0.31,0.32,0.27,0.32,0.27,0.24,0.27,0.27,0.28,0.26,0.2,0.25,0.29,0.28,0.28,0.29,0.23,0.24,0.28,0.23,0.23,0.3,0.23,0.3,0.26,0.23,0.25,0.28,0.26,0.24,0.27,0.26,0.24,0.26,0.23,0.23,0.22,0.26,0.19,0.24,0.28,0.26,0.22,0.26,0.24,0.2,0.22,0.23,0.23,0.22,0.22,0.21,0.21,0.22,0.28,0.22,0.22,0.22,0.19,0.16,0.19,0.21,0.22,0.22,0.22,0.22,0.22,0.18,0.22,0.21,0.24,0.2,0.22,0.19,0.2,0.22,0.2,0.17,0.22,0.16,0.23,0.22,0.2,0.19,0.19,0.16,0.2,0.17,0.16,0.2,0.23,0.17,0.24,0.19,0.16,0.16,0.0,0.0,0.18,0.22,0.2,0.0,0.2,0.18,0.18,0.19,0.0,0.18,0.19,0.0,0.19,0.17,0.25,0.18,0.17,0.17,0.19,0.19,0.2,0.2,0.19,0.19,0.17,0.23,0.17,0.0,0.16,0.2,0.16,0.17,0.22,0.19,0.18,0.18,0.18,0.17,0.19,0.2,0.16,0.16,0.18,0.17,0.16,0.17,0.0,0.18,0.16,0.16,0.16,0.0,0.16,0.18,0.16,0.16,0.19,0.16,0.16,0.0,0.16,0.0,0.16,0.17,0.0,0.19,0.0,0.16,0.17,0.0,0.0,0.16,0.16,0.0,0.0,0.16,0.0,0.16,0.0,0.17,0.0,0.0,0.18,0.0,0.0,0.0,0.17,0.22,0.17,0.15,0.0,0.0,0.0,0.17,0.16,0.18,0.16,0.0,0.0,0.19,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.89
09/03/2021,1.32,0.47,0.49,0.47,0.41,0.33,0.38,0.36,0.46,0.34,0.36,0.38,0.3,0.34,0.3,0.31,0.31,0.29,0.31,0.29,0.0,0.32,0.31,0.3,0.29,0.34,0.31,0.32,0.27,0.32,0.27,0.24,0.26,0.27,0.28,0.26,0.2,0.25,0.29,0.28,0.26,0.28,0.24,0.24,0.28,0.22,0.23,0.29,0.23,0.3,0.26,0.22,0.24,0.27,0.26,0.24,0.27,0.25,0.24,0.25,0.23,0.23,0.23,0.26,0.19,0.24,0.28,0.26,0.22,0.25,0.24,0.2,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.22,0.27,0.22,0.22,0.22,0.19,0.17,0.2,0.21,0.21,0.22,0.22,0.22,0.22,0.18,0.22,0.21,0.24,0.2,0.22,0.18,0.2,0.22,0.2,0.17,0.21,0.16,0.23,0.22,0.2,0.18,0.19,0.16,0.2,0.18,0.16,0.2,0.22,0.17,0.23,0.19,0.16,0.16,0.0,0.0,0.18,0.22,0.21,0.0,0.2,0.17,0.18,0.19,0.15,0.18,0.19,0.0,0.19,0.17,0.25,0.18,0.17,0.17,0.2,0.19,0.2,0.2,0.18,0.19,0.17,0.24,0.17,0.0,0.16,0.2,0.16,0.16,0.21,0.19,0.17,0.18,0.18,0.17,0.19,0.2,0.16,0.16,0.17,0.17,0.16,0.17,0.0,0.17,0.16,0.16,0.16,0.0,0.16,0.18,0.16,0.16,0.19,0.16,0.16,0.0,0.16,0.0,0.0,0.17,0.0,0.19,0.0,0.16,0.17,0.0,0.0,0.16,0.16,0.0,0.0,0.16,0.15,0.0,0.0,0.17,0.0,0.0,0.18,0.0,0.0,0.0,0.17,0.22,0.17,0.0,0.0,0.0,0.0,0.17,0.16,0.18,0.16,0.15,0.0,0.19,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.75
09/06/2021,1.24,0.48,0.49,0.47,0.41,0.33,0.39,0.36,0.46,0.34,0.36,0.38,0.32,0.34,0.31,0.32,0.3,0.3,0.31,0.3,0.0,0.32,0.31,0.3,0.29,0.34,0.31,0.32,0.27,0.33,0.27,0.24,0.26,0.28,0.27,0.27,0.22,0.25,0.29,0.29,0.26,0.28,0.23,0.27,0.27,0.22,0.22,0.28,0.23,0.29,0.26,0.22,0.24,0.26,0.26,0.26,0.27,0.26,0.24,0.26,0.21,0.23,0.23,0.25,0.2,0.24,0.28,0.26,0.21,0.25,0.24,0.2,0.22,0.23,0.22,0.22,0.0,0.21,0.22,0.21,0.27,0.21,0.23,0.23,0.2,0.17,0.2,0.2,0.21,0.22,0.22,0.22,0.21,0.18,0.21,0.2,0.24,0.2,0.22,0.19,0.2,0.22,0.2,0.18,0.22,0.16,0.23,0.22,0.19,0.18,0.18,0.16,0.2,0.18,0.16,0.2,0.24,0.17,0.24,0.19,0.16,0.16,0.0,0.0,0.18,0.22,0.2,0.16,0.2,0.17,0.18,0.19,0.15,0.18,0.18,0.0,0.19,0.17,0.26,0.18,0.17,0.17,0.2,0.19,0.19,0.2,0.19,0.19,0.17,0.24,0.17,0.0,0.16,0.21,0.16,0.16,0.21,0.19,0.17,0.18,0.18,0.16,0.19,0.2,0.16,0.16,0.17,0.18,0.0,0.17,0.0,0.17,0.16,0.0,0.16,0.0,0.16,0.18,0.16,0.16,0.19,0.16,0.0,0.0,0.16,0.0,0.0,0.17,0.0,0.19,0.15,0.0,0.17,0.0,0.0,0.16,0.16,0.0,0.15,0.16,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.17,0.22,0.17,0.0,0.0,0.0,0.2,0.16,0.16,0.17,0.17,0.15,0.0,0.19,0.18,0.0,0.0,0.0,0.15,0.0,0.0,0.21,0.15,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.78
09/07/2021,1.23,0.49,0.49,0.48,0.41,0.34,0.4,0.36,0.45,0.34,0.36,0.37,0.32,0.34,0.31,0.32,0.3,0.3,0.31,0.3,0.0,0.32,0.31,0.3,0.29,0.34,0.31,0.32,0.26,0.33,0.27,0.24,0.26,0.28,0.28,0.26,0.23,0.25,0.29,0.29,0.26,0.28,0.23,0.28,0.27,0.22,0.23,0.28,0.23,0.29,0.26,0.22,0.24,0.26,0.26,0.28,0.27,0.26,0.24,0.26,0.21,0.23,0.23,0.26,0.2,0.25,0.28,0.26,0.21,0.25,0.24,0.2,0.21,0.23,0.22,0.22,0.0,0.21,0.22,0.21,0.26,0.22,0.22,0.23,0.19,0.17,0.19,0.21,0.21,0.22,0.22,0.22,0.21,0.18,0.21,0.2,0.25,0.2,0.23,0.18,0.21,0.22,0.2,0.18,0.22,0.16,0.23,0.22,0.19,0.18,0.18,0.16,0.2,0.18,0.0,0.2,0.24,0.17,0.25,0.19,0.17,0.16,0.0,0.0,0.18,0.22,0.2,0.16,0.2,0.17,0.18,0.19,0.15,0.18,0.18,0.0,0.19,0.17,0.27,0.18,0.17,0.17,0.2,0.19,0.2,0.2,0.19,0.18,0.17,0.25,0.17,0.0,0.16,0.21,0.16,0.16,0.21,0.19,0.17,0.18,0.18,0.16,0.19,0.2,0.16,0.0,0.17,0.18,0.16,0.17,0.0,0.17,0.16,0.0,0.16,0.0,0.16,0.18,0.16,0.16,0.2,0.0,0.0,0.0,0.16,0.15,0.0,0.17,0.0,0.2,0.15,0.0,0.18,0.0,0.0,0.16,0.16,0.0,0.15,0.16,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.17,0.22,0.17,0.0,0.0,0.0,0.0,0.16,0.16,0.18,0.17,0.0,0.0,0.19,0.18,0.0,0.0,0.0,0.15,0.0,0.0,0.21,0.15,0.0,0.15,0.16,0.0,0.0,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.85
09/08/2021,1.23,0.49,0.49,0.48,0.41,0.34,0.4,0.36,0.45,0.34,0.36,0.37,0.32,0.34,0.31,0.32,0.3,0.3,0.31,0.3,0.0,0.32,0.31,0.3,0.29,0.34,0.31,0.32,0.26,0.33,0.27,0.24,0.26,0.28,0.28,0.26,0.23,0.25,0.29,0.29,0.26,0.28,0.23,0.28,0.27,0.22,0.23,0.28,0.23,0.29,0.26,0.22,0.24,0.26,0.26,0.28,0.27,0.26,0.24,0.26,0.21,0.23,0.23,0.26,0.2,0.25,0.28,0.26,0.21,0.25,0.24,0.2,0.21,0.23,0.22,0.22,0.0,0.21,0.22,0.21,0.26,0.22,0.22,0.23,0.19,0.17,0.19,0.21,0.21,0.22,0.22,0.22,0.21,0.18,0.21,0.2,0.25,0.2,0.23,0.18,0.21,0.22,0.2,0.18,0.22,0.16,0.23,0.22,0.19,0.18,0.18,0.16,0.2,0.18,0.0,0.2,0.24,0.17,0.25,0.19,0.17,0.16,0.0,0.0,0.18,0.22,0.2,0.16,0.2,0.17,0.18,0.19,0.15,0.18,0.18,0.0,0.19,0.17,0.27,0.18,0.17,0.17,0.2,0.19,0.2,0.2,0.19,0.18,0.17,0.25,0.17,0.0,0.16,0.21,0.16,0.16,0.21,0.19,0.17,0.18,0.18,0.16,0.19,0.2,0.16,0.0,0.17,0.18,0.16,0.17,0.0,0.17,0.16,0.0,0.16,0.0,0.16,0.18,0.16,0.16,0.2,0.0,0.0,0.0,0.16,0.15,0.0,0.17,0.0,0.2,0.15,0.0,0.18,0.0,0.0,0.16,0.16,0.0,0.15,0.16,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.17,0.22,0.17,0.0,0.0,0.0,0.0,0.16,0.16,0.18,0.17,0.0,0.0,0.19,0.18,0.0,0.0,0.0,0.15,0.0,0.0,0.21,0.15,0.0,0.15,0.16,0.0,0.0,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.85
09/09/2021,1.23,0.49,0.49,0.48,0.41,0.34,0.4,0.36,0.45,0.34,0.36,0.38,0.32,0.34,0.31,0.33,0.3,0.3,0.31,0.3,0.0,0.32,0.31,0.3,0.29,0.34,0.31,0.32,0.26,0.33,0.27,0.24,0.26,0.28,0.28,0.26,0.23,0.25,0.29,0.29,0.26,0.28,0.23,0.28,0.27,0.22,0.23,0.28,0.23,0.29,0.26,0.22,0.24,0.26,0.26,0.28,0.27,0.26,0.24,0.26,0.21,0.23,0.23,0.26,0.2,0.25,0.28,0.26,0.21,0.25,0.24,0.2,0.21,0.23,0.22,0.22,0.0,0.21,0.22,0.21,0.26,0.22,0.23,0.23,0.2,0.17,0.19,0.21,0.21,0.22,0.22,0.22,0.21,0.18,0.21,0.2,0.25,0.2,0.23,0.18,0.21,0.22,0.2,0.18,0.22,0.16,0.23,0.22,0.19,0.18,0.18,0.16,0.2,0.18,0.0,0.2,0.24,0.17,0.25,0.19,0.17,0.16,0.0,0.0,0.18,0.22,0.2,0.16,0.2,0.17,0.18,0.19,0.15,0.18,0.18,0.0,0.19,0.17,0.27,0.18,0.17,0.17,0.2,0.19,0.2,0.2,0.19,0.18,0.17,0.25,0.17,0.0,0.16,0.21,0.16,0.16,0.21,0.19,0.17,0.18,0.18,0.16,0.19,0.2,0.16,0.0,0.18,0.18,0.16,0.17,0.0,0.17,0.16,0.0,0.16,0.0,0.16,0.18,0.16,0.16,0.2,0.0,0.0,0.0,0.16,0.15,0.0,0.17,0.0,0.2,0.15,0.0,0.18,0.0,0.0,0.16,0.16,0.0,0.15,0.16,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.17,0.22,0.17,0.0,0.0,0.0,0.0,0.16,0.16,0.18,0.17,0.0,0.0,0.19,0.18,0.0,0.0,0.0,0.15,0.0,0.0,0.21,0.15,0.0,0.15,0.16,0.0,0.0,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.9
09/10/2021,1.35,0.49,0.49,0.48,0.4,0.33,0.41,0.35,0.45,0.34,0.35,0.38,0.33,0.34,0.31,0.32,0.3,0.29,0.31,0.3,0.15,0.31,0.3,0.29,0.29,0.33,0.31,0.32,0.26,0.33,0.26,0.24,0.26,0.28,0.27,0.26,0.23,0.25,0.29,0.28,0.27,0.27,0.23,0.28,0.27,0.23,0.22,0.27,0.23,0.29,0.26,0.22,0.24,0.27,0.27,0.28,0.27,0.26,0.24,0.26,0.22,0.24,0.22,0.26,0.19,0.24,0.28,0.26,0.21,0.25,0.24,0.2,0.21,0.23,0.22,0.23,0.0,0.21,0.22,0.21,0.26,0.22,0.23,0.23,0.2,0.17,0.2,0.21,0.21,0.22,0.22,0.21,0.22,0.18,0.22,0.2,0.25,0.2,0.23,0.18,0.21,0.23,0.2,0.18,0.22,0.16,0.22,0.22,0.19,0.17,0.18,0.16,0.19,0.17,0.0,0.2,0.24,0.17,0.25,0.19,0.16,0.16,0.0,0.0,0.18,0.22,0.2,0.16,0.19,0.17,0.18,0.19,0.15,0.18,0.18,0.0,0.19,0.18,0.24,0.18,0.18,0.17,0.2,0.19,0.19,0.21,0.19,0.18,0.17,0.25,0.17,0.0,0.16,0.22,0.16,0.16,0.21,0.19,0.18,0.18,0.18,0.17,0.19,0.2,0.16,0.0,0.17,0.18,0.0,0.17,0.0,0.17,0.16,0.15,0.16,0.0,0.16,0.18,0.16,0.16,0.2,0.0,0.0,0.0,0.16,0.15,0.0,0.17,0.0,0.2,0.0,0.0,0.18,0.0,0.0,0.16,0.16,0.0,0.15,0.16,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.16,0.22,0.17,0.0,0.0,0.0,0.0,0.16,0.16,0.17,0.16,0.15,0.0,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.15,0.0,0.15,0.16,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.86
09/13/2021,1.38,0.48,0.49,0.47,0.4,0.33,0.42,0.35,0.45,0.34,0.36,0.37,0.33,0.34,0.31,0.32,0.3,0.29,0.3,0.3,0.0,0.32,0.3,0.29,0.3,0.33,0.31,0.33,0.26,0.33,0.26,0.25,0.26,0.28,0.27,0.26,0.23,0.25,0.28,0.29,0.27,0.26,0.23,0.29,0.27,0.23,0.22,0.27,0.23,0.29,0.25,0.21,0.24,0.26,0.28,0.28,0.27,0.26,0.24,0.26,0.21,0.24,0.22,0.25,0.2,0.24,0.29,0.26,0.23,0.25,0.24,0.2,0.21,0.23,0.22,0.23,0.0,0.22,0.22,0.21,0.26,0.21,0.22,0.23,0.19,0.17,0.19,0.21,0.2,0.22,0.22,0.21,0.22,0.18,0.21,0.2,0.25,0.2,0.23,0.18,0.21,0.23,0.19,0.18,0.21,0.16,0.22,0.22,0.19,0.17,0.18,0.0,0.2,0.17,0.0,0.2,0.23,0.17,0.26,0.19,0.16,0.16,0.15,0.0,0.18,0.21,0.2,0.16,0.19,0.17,0.18,0.19,0.0,0.18,0.18,0.0,0.19,0.17,0.24,0.18,0.18,0.17,0.21,0.18,0.2,0.21,0.18,0.18,0.17,0.23,0.17,0.0,0.16,0.23,0.16,0.16,0.21,0.18,0.18,0.18,0.18,0.17,0.19,0.2,0.16,0.0,0.17,0.18,0.16,0.17,0.0,0.17,0.16,0.0,0.0,0.0,0.16,0.17,0.16,0.16,0.2,0.0,0.0,0.15,0.16,0.0,0.0,0.17,0.0,0.19,0.0,0.0,0.18,0.0,0.0,0.16,0.16,0.0,0.0,0.16,0.0,0.15,0.0,0.17,0.0,0.0,0.18,0.15,0.0,0.0,0.16,0.22,0.17,0.0,0.0,0.0,0.16,0.16,0.17,0.18,0.16,0.0,0.15,0.2,0.18,0.0,0.16,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.16,0.0,0.15,0.0,0.15,0.0,0.15,0.0,0.0,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.83
09/14/2021,1.45,0.5,0.48,0.47,0.4,0.33,0.42,0.35,0.43,0.33,0.35,0.37,0.33,0.34,0.31,0.32,0.3,0.3,0.3,0.3,0.19,0.3,0.3,0.28,0.3,0.32,0.3,0.32,0.26,0.31,0.26,0.25,0.26,0.28,0.28,0.26,0.23,0.25,0.28,0.28,0.27,0.26,0.23,0.29,0.27,0.23,0.22,0.27,0.23,0.29,0.25,0.21,0.24,0.26,0.27,0.28,0.26,0.26,0.24,0.26,0.22,0.24,0.22,0.25,0.2,0.24,0.29,0.26,0.23,0.25,0.24,0.2,0.21,0.23,0.22,0.23,0.0,0.21,0.21,0.21,0.26,0.21,0.23,0.23,0.19,0.17,0.19,0.22,0.2,0.22,0.22,0.21,0.23,0.18,0.21,0.2,0.25,0.2,0.23,0.18,0.2,0.22,0.18,0.18,0.21,0.24,0.22,0.22,0.2,0.17,0.18,0.0,0.2,0.17,0.0,0.2,0.23,0.17,0.26,0.2,0.16,0.16,0.0,0.0,0.18,0.21,0.2,0.16,0.19,0.17,0.18,0.19,0.0,0.18,0.18,0.0,0.19,0.17,0.23,0.18,0.18,0.17,0.21,0.18,0.2,0.21,0.19,0.18,0.17,0.24,0.17,0.15,0.16,0.23,0.16,0.17,0.21,0.18,0.18,0.18,0.18,0.17,0.2,0.19,0.16,0.0,0.17,0.18,0.16,0.17,0.0,0.17,0.16,0.0,0.0,0.0,0.16,0.17,0.16,0.16,0.21,0.15,0.0,0.15,0.16,0.0,0.0,0.16,0.0,0.19,0.0,0.15,0.18,0.0,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.15,0.15,0.17,0.15,0.0,0.18,0.15,0.0,0.0,0.16,0.21,0.17,0.0,0.0,0.0,0.0,0.16,0.17,0.17,0.17,0.0,0.0,0.2,0.18,0.15,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.88
