,AAPL,MSFT,GOOGL,AMZN,FB,PYPL,ADBE,JPM,INTC,JNJ,CSCO,CRM,VZ,ORCL,PG,CMCSA,UNH,BAC,HD,T,QCOM,INTU,IBM,UPS,AMAT,ABT,LLY,PFE,ABBV,PEP,TMO,SRE,ADP,C,MCD,ADSK,LOW,TGT,VMW,MS,CHTR,AWK,DE,AMGN,CAT,UNP,DHR,BMY,MMM,LRCX,SBUX,GS,HPQ,AXP,EXC,SHW,CSX,ED,CBRE,MRK,ES,MSI,GM,CL,FDX,FSLR,CVS,COF,MMC,HPE,NEM,CTSH,EW,EIX,HSY,JNPR,KEYS,REGN,A,ANTM,EA,ALL,NSC,HUM,MET,F,GWW,EBAY,JLL,PSA,AFL,PGR,IRM,BAX,GIS,GILD,USB,MRNA,IPG,NTAP,BDX,AKAM,HIG,TRV,BBY,KSU,OC,KEY,BXP,CCK,KRC,MDLZ,ARW,CIEN,JBL,MTD,MCO,BIIB,K,URI,RF,LDOS,CTXS,DD,EMR,WM,SEE,WST,DRI,LB,LECO,SWK,VOYA,HCA,EPAM,MAS,BK,CDW,STZ,IT,ALLY,HAS,TAP,CHD,MKC,HRL,NWSA,GPS,AGCO,VRSN,OMC,ETSY,DGX,BEN,KMB,MOS,CUBE,ATVI,TSCO,ADM,YUM,RSG,CAG,EXPD,DECK,PRU,CLX,RHI,MCK,CAH,WAT,CMG,BR,KHC,SON,AZO,LII,NTRS,WHR,ABC,IQV,COLM,CRL,BERY,NWL,AIZ,CERN,BWA,BRX,WSM,ALXN,XRAY,CPB,CNC,MAN,DVA,FHN,BAH,SJM,DFS,MHK,DPZ,EME,NYT,KSS,HOLX,BBWI WI,STLD,HBAN,THC,V,NKE,SPGI,EL,PNC,ZI,NLOK,DOW,SNPS,TFC,BSX,AVB,CI,AGR,KDP,DXC,FITB,AMKR,AVY,KIM,NUAN,AIG,LNC,VIAC,CMA,CARR,NUE,SYF,WU,LEA,RMD,M,DOV,ATO,TPR,VRTX,NVDA,TSLA,AMD,NFLX,WDAY,WY,FIS,PEAK,HUN,WMG,CF,AYI,KLAC,TTC,ZBH,OTIS,RRX,WDC,CAR,CLF,CDNS,WTS,XPO,SUM
08/25/2021,6.63,6.22,4.64,2.94,2.55,1.03,1.15,1.04,0.86,0.99,1.01,0.91,0.85,0.91,0.88,0.81,0.82,0.74,0.74,0.67,0.65,0.69,0.61,0.55,0.55,0.59,0.61,0.64,0.54,0.54,0.54,0.49,0.51,0.47,0.48,0.53,0.49,0.48,0.46,0.49,0.49,0.53,0.45,0.4,0.41,0.43,0.51,0.44,0.41,0.38,0.41,0.43,0.37,0.38,0.44,0.44,0.4,0.41,0.42,0.37,0.42,0.39,0.3,0.34,0.31,0.35,0.35,0.36,0.37,0.33,0.3,0.36,0.36,0.33,0.33,0.33,0.34,0.35,0.35,0.3,0.3,0.31,0.29,0.27,0.3,0.25,0.28,0.3,0.35,0.31,0.3,0.28,0.31,0.26,0.28,0.3,0.27,0.46,0.31,0.27,0.27,0.26,0.29,0.28,0.26,0.27,0.24,0.25,0.25,0.27,0.24,0.26,0.26,0.24,0.26,0.28,0.26,0.25,0.26,0.26,0.24,0.23,0.21,0.23,0.25,0.26,0.24,0.29,0.22,0.0,0.24,0.21,0.24,0.27,0.28,0.24,0.24,0.25,0.21,0.27,0.23,0.22,0.2,0.22,0.22,0.22,0.19,0.19,0.22,0.2,0.19,0.22,0.25,0.21,0.22,0.21,0.23,0.19,0.22,0.21,0.24,0.23,0.2,0.2,0.23,0.21,0.2,0.24,0.21,0.18,0.23,0.24,0.21,0.18,0.19,0.2,0.18,0.19,0.19,0.2,0.19,0.19,0.21,0.18,0.16,0.19,0.18,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.17,0.18,0.0,0.0,0.16,0.17,0.16,0.16,0.19,0.2,0.18,0.16,0.21,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.7
08/26/2021,6.63,6.22,4.64,2.94,2.55,1.03,1.15,1.04,0.86,0.99,1.01,0.91,0.85,0.91,0.88,0.81,0.82,0.74,0.74,0.67,0.65,0.69,0.61,0.55,0.55,0.59,0.61,0.64,0.54,0.54,0.54,0.49,0.51,0.47,0.48,0.53,0.49,0.48,0.46,0.49,0.49,0.53,0.45,0.4,0.41,0.43,0.51,0.44,0.41,0.38,0.41,0.43,0.37,0.38,0.44,0.44,0.4,0.41,0.42,0.37,0.42,0.39,0.3,0.34,0.31,0.35,0.35,0.36,0.37,0.33,0.3,0.36,0.36,0.33,0.33,0.33,0.34,0.35,0.35,0.3,0.3,0.31,0.29,0.27,0.3,0.25,0.28,0.3,0.35,0.31,0.3,0.28,0.31,0.26,0.28,0.3,0.27,0.46,0.31,0.27,0.27,0.26,0.29,0.28,0.26,0.27,0.24,0.25,0.25,0.27,0.24,0.26,0.26,0.24,0.26,0.28,0.26,0.25,0.26,0.26,0.24,0.23,0.21,0.23,0.25,0.26,0.24,0.29,0.22,0.0,0.24,0.21,0.24,0.27,0.28,0.24,0.24,0.25,0.21,0.27,0.23,0.22,0.2,0.22,0.22,0.22,0.19,0.19,0.22,0.2,0.19,0.22,0.25,0.21,0.22,0.21,0.23,0.19,0.22,0.21,0.24,0.23,0.2,0.2,0.23,0.21,0.2,0.24,0.21,0.18,0.23,0.24,0.21,0.18,0.19,0.2,0.18,0.19,0.19,0.2,0.19,0.19,0.21,0.18,0.16,0.19,0.18,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.17,0.18,0.0,0.0,0.16,0.17,0.16,0.16,0.19,0.2,0.18,0.16,0.21,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.7
08/27/2021,6.66,6.19,4.7,2.98,2.56,1.04,1.16,1.04,0.87,0.97,1.01,0.92,0.84,0.9,0.87,0.81,0.81,0.74,0.74,0.67,0.65,0.69,0.6,0.55,0.56,0.58,0.6,0.65,0.53,0.53,0.54,0.48,0.51,0.48,0.48,0.53,0.49,0.47,0.46,0.5,0.49,0.52,0.46,0.4,0.42,0.43,0.5,0.44,0.41,0.39,0.41,0.43,0.37,0.38,0.43,0.43,0.4,0.41,0.42,0.36,0.41,0.39,0.29,0.34,0.31,0.36,0.34,0.36,0.36,0.33,0.3,0.36,0.35,0.33,0.32,0.33,0.34,0.35,0.35,0.29,0.3,0.31,0.29,0.27,0.3,0.25,0.28,0.3,0.36,0.3,0.3,0.28,0.3,0.26,0.28,0.3,0.27,0.49,0.31,0.26,0.27,0.26,0.29,0.28,0.25,0.27,0.24,0.25,0.25,0.27,0.24,0.25,0.26,0.24,0.26,0.27,0.26,0.25,0.26,0.26,0.25,0.23,0.21,0.23,0.25,0.25,0.24,0.29,0.22,0.0,0.24,0.21,0.24,0.27,0.28,0.24,0.24,0.25,0.21,0.27,0.23,0.23,0.2,0.22,0.22,0.21,0.19,0.19,0.22,0.2,0.19,0.21,0.24,0.21,0.22,0.21,0.23,0.18,0.22,0.21,0.24,0.23,0.19,0.2,0.23,0.21,0.19,0.24,0.21,0.18,0.23,0.24,0.21,0.18,0.19,0.2,0.18,0.19,0.19,0.19,0.19,0.19,0.21,0.18,0.16,0.19,0.18,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.17,0.18,0.0,0.0,0.16,0.17,0.16,0.16,0.19,0.2,0.18,0.16,0.21,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.6
08/30/2021,6.57,6.11,4.74,3.0,2.59,1.04,1.15,1.07,0.88,0.95,1.02,0.92,0.83,0.9,0.85,0.8,0.79,0.76,0.72,0.66,0.65,0.69,0.6,0.55,0.57,0.58,0.59,0.62,0.54,0.52,0.53,0.47,0.5,0.49,0.48,0.53,0.49,0.47,0.46,0.51,0.49,0.51,0.47,0.39,0.43,0.42,0.5,0.43,0.41,0.39,0.41,0.44,0.38,0.39,0.43,0.43,0.4,0.4,0.42,0.36,0.41,0.39,0.3,0.33,0.31,0.34,0.34,0.37,0.36,0.34,0.3,0.36,0.35,0.32,0.32,0.34,0.35,0.35,0.36,0.29,0.3,0.31,0.28,0.26,0.3,0.26,0.28,0.3,0.36,0.3,0.3,0.28,0.3,0.25,0.27,0.29,0.28,0.47,0.31,0.27,0.27,0.26,0.29,0.28,0.27,0.27,0.25,0.26,0.25,0.27,0.24,0.25,0.26,0.24,0.26,0.28,0.25,0.24,0.25,0.27,0.25,0.23,0.21,0.23,0.26,0.25,0.24,0.28,0.24,0.0,0.24,0.21,0.24,0.27,0.27,0.24,0.25,0.25,0.21,0.27,0.24,0.23,0.2,0.21,0.21,0.21,0.19,0.18,0.23,0.2,0.19,0.22,0.24,0.22,0.21,0.22,0.23,0.18,0.22,0.21,0.24,0.23,0.19,0.2,0.23,0.21,0.19,0.24,0.21,0.18,0.23,0.24,0.2,0.18,0.19,0.2,0.18,0.19,0.19,0.19,0.2,0.19,0.21,0.18,0.17,0.19,0.17,0.0,0.18,0.19,0.0,0.0,0.0,0.0,0.17,0.18,0.0,0.0,0.0,0.17,0.16,0.16,0.2,0.2,0.18,0.16,0.21,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.49
08/31/2021,6.56,6.05,4.8,3.03,2.61,1.04,1.15,1.08,0.88,0.94,1.01,0.93,0.83,0.9,0.85,0.8,0.79,0.77,0.72,0.65,0.65,0.7,0.6,0.55,0.58,0.57,0.58,0.6,0.53,0.52,0.53,0.47,0.5,0.49,0.47,0.49,0.48,0.46,0.43,0.51,0.49,0.51,0.48,0.39,0.42,0.42,0.5,0.42,0.41,0.4,0.41,0.45,0.38,0.39,0.43,0.42,0.4,0.4,0.43,0.35,0.4,0.39,0.3,0.33,0.31,0.35,0.34,0.37,0.36,0.35,0.3,0.36,0.35,0.32,0.32,0.33,0.35,0.35,0.36,0.29,0.3,0.31,0.28,0.26,0.3,0.26,0.28,0.31,0.36,0.3,0.3,0.28,0.31,0.25,0.27,0.29,0.28,0.45,0.31,0.28,0.27,0.25,0.29,0.28,0.26,0.27,0.25,0.26,0.25,0.27,0.24,0.25,0.27,0.25,0.26,0.28,0.26,0.24,0.24,0.27,0.25,0.23,0.21,0.23,0.26,0.26,0.24,0.28,0.24,0.0,0.24,0.21,0.24,0.27,0.28,0.24,0.25,0.25,0.21,0.27,0.24,0.23,0.19,0.21,0.21,0.21,0.19,0.17,0.23,0.2,0.19,0.23,0.24,0.22,0.21,0.22,0.24,0.18,0.21,0.21,0.23,0.23,0.19,0.2,0.22,0.21,0.19,0.24,0.21,0.18,0.23,0.24,0.2,0.17,0.19,0.19,0.18,0.2,0.19,0.19,0.2,0.19,0.21,0.18,0.17,0.19,0.17,0.0,0.18,0.2,0.0,0.16,0.0,0.0,0.17,0.18,0.0,0.0,0.0,0.17,0.16,0.0,0.2,0.2,0.18,0.17,0.21,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.41
09/01/2021,6.56,6.05,4.8,3.03,2.61,1.04,1.15,1.08,0.88,0.94,1.01,0.93,0.83,0.9,0.85,0.8,0.79,0.77,0.72,0.65,0.65,0.7,0.6,0.55,0.58,0.57,0.58,0.6,0.53,0.52,0.53,0.47,0.5,0.49,0.47,0.49,0.48,0.46,0.43,0.51,0.49,0.51,0.48,0.39,0.42,0.42,0.5,0.42,0.41,0.4,0.41,0.45,0.38,0.39,0.43,0.42,0.4,0.4,0.43,0.35,0.4,0.39,0.3,0.33,0.31,0.35,0.34,0.37,0.36,0.35,0.3,0.36,0.35,0.32,0.32,0.33,0.35,0.35,0.36,0.29,0.3,0.31,0.28,0.26,0.3,0.26,0.28,0.31,0.36,0.3,0.3,0.28,0.31,0.25,0.27,0.29,0.28,0.45,0.31,0.28,0.27,0.25,0.29,0.28,0.26,0.27,0.25,0.26,0.25,0.27,0.24,0.25,0.27,0.25,0.26,0.28,0.26,0.24,0.24,0.27,0.25,0.23,0.21,0.23,0.26,0.26,0.24,0.28,0.24,0.0,0.24,0.21,0.24,0.27,0.28,0.24,0.25,0.25,0.21,0.27,0.24,0.23,0.19,0.21,0.21,0.21,0.19,0.17,0.23,0.2,0.19,0.23,0.24,0.22,0.21,0.22,0.24,0.18,0.21,0.21,0.23,0.23,0.19,0.2,0.22,0.21,0.19,0.24,0.21,0.18,0.23,0.24,0.2,0.17,0.19,0.19,0.18,0.2,0.19,0.19,0.2,0.19,0.21,0.18,0.17,0.19,0.17,0.0,0.18,0.2,0.0,0.16,0.0,0.0,0.17,0.18,0.0,0.0,0.0,0.17,0.16,0.0,0.2,0.2,0.18,0.17,0.21,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.41
09/02/2021,6.56,6.05,4.8,3.03,2.61,1.04,1.15,1.08,0.88,0.94,1.01,0.93,0.83,0.9,0.85,0.8,0.79,0.77,0.72,0.65,0.65,0.7,0.6,0.55,0.58,0.57,0.58,0.6,0.53,0.52,0.53,0.47,0.5,0.49,0.47,0.49,0.48,0.46,0.43,0.51,0.49,0.51,0.48,0.39,0.42,0.42,0.5,0.42,0.41,0.4,0.41,0.45,0.38,0.39,0.43,0.42,0.4,0.4,0.43,0.35,0.4,0.39,0.3,0.33,0.31,0.35,0.34,0.37,0.36,0.35,0.3,0.36,0.35,0.32,0.32,0.33,0.35,0.35,0.36,0.29,0.3,0.31,0.28,0.26,0.3,0.26,0.28,0.31,0.36,0.3,0.3,0.28,0.31,0.25,0.27,0.29,0.28,0.45,0.31,0.28,0.27,0.25,0.29,0.28,0.26,0.27,0.25,0.26,0.25,0.27,0.24,0.25,0.27,0.25,0.26,0.28,0.26,0.24,0.24,0.27,0.25,0.23,0.21,0.23,0.26,0.26,0.24,0.28,0.24,0.0,0.24,0.21,0.24,0.27,0.28,0.24,0.25,0.25,0.21,0.27,0.24,0.23,0.19,0.21,0.21,0.21,0.19,0.17,0.23,0.2,0.19,0.23,0.24,0.22,0.21,0.22,0.24,0.18,0.21,0.21,0.23,0.23,0.19,0.2,0.22,0.21,0.19,0.24,0.21,0.18,0.23,0.24,0.2,0.17,0.19,0.19,0.18,0.2,0.19,0.19,0.2,0.19,0.21,0.18,0.17,0.19,0.17,0.0,0.18,0.2,0.0,0.16,0.0,0.0,0.17,0.18,0.0,0.0,0.0,0.17,0.16,0.0,0.2,0.2,0.18,0.17,0.21,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.41
09/03/2021,6.74,6.1,4.8,3.09,2.66,1.08,1.16,1.06,0.87,0.94,1.01,0.92,0.83,0.9,0.85,0.8,0.78,0.75,0.73,0.65,0.65,0.7,0.6,0.55,0.58,0.58,0.58,0.6,0.53,0.52,0.54,0.47,0.5,0.48,0.47,0.49,0.48,0.46,0.43,0.5,0.49,0.51,0.48,0.39,0.42,0.42,0.51,0.42,0.41,0.4,0.41,0.44,0.38,0.38,0.43,0.43,0.39,0.4,0.43,0.35,0.41,0.39,0.29,0.33,0.3,0.35,0.34,0.35,0.36,0.34,0.3,0.35,0.35,0.32,0.32,0.33,0.36,0.35,0.36,0.29,0.3,0.3,0.28,0.26,0.3,0.25,0.28,0.32,0.36,0.3,0.29,0.27,0.31,0.26,0.27,0.29,0.27,0.44,0.3,0.29,0.27,0.25,0.29,0.27,0.26,0.26,0.25,0.25,0.24,0.27,0.24,0.25,0.27,0.25,0.27,0.28,0.26,0.24,0.24,0.27,0.24,0.23,0.21,0.23,0.26,0.26,0.24,0.29,0.23,0.0,0.24,0.21,0.24,0.27,0.28,0.24,0.24,0.25,0.21,0.27,0.23,0.23,0.19,0.21,0.21,0.21,0.19,0.17,0.23,0.2,0.19,0.23,0.24,0.21,0.21,0.21,0.24,0.18,0.21,0.21,0.23,0.23,0.19,0.2,0.22,0.21,0.19,0.24,0.21,0.18,0.23,0.24,0.2,0.17,0.19,0.19,0.18,0.19,0.19,0.19,0.2,0.19,0.21,0.18,0.17,0.19,0.17,0.0,0.18,0.2,0.0,0.16,0.0,0.0,0.17,0.18,0.0,0.0,0.0,0.17,0.16,0.16,0.2,0.2,0.18,0.17,0.21,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.56
09/06/2021,6.72,6.07,4.82,3.14,2.67,1.07,1.16,1.06,0.87,0.94,1.0,0.94,0.83,0.9,0.86,0.82,0.78,0.74,0.72,0.65,0.65,0.7,0.6,0.55,0.57,0.58,0.57,0.59,0.5,0.53,0.54,0.48,0.49,0.47,0.47,0.47,0.48,0.46,0.42,0.5,0.5,0.52,0.47,0.39,0.41,0.41,0.51,0.42,0.4,0.39,0.42,0.44,0.38,0.38,0.43,0.43,0.38,0.4,0.43,0.35,0.41,0.39,0.29,0.34,0.3,0.34,0.35,0.34,0.37,0.34,0.3,0.35,0.36,0.32,0.32,0.33,0.36,0.36,0.36,0.29,0.31,0.3,0.27,0.26,0.3,0.26,0.28,0.31,0.36,0.31,0.29,0.27,0.32,0.27,0.27,0.29,0.27,0.46,0.31,0.29,0.27,0.26,0.29,0.27,0.26,0.26,0.25,0.24,0.25,0.27,0.24,0.25,0.26,0.24,0.26,0.28,0.26,0.24,0.24,0.27,0.24,0.23,0.21,0.23,0.25,0.26,0.24,0.29,0.24,0.0,0.23,0.21,0.23,0.27,0.28,0.24,0.24,0.25,0.21,0.27,0.23,0.23,0.19,0.22,0.22,0.21,0.19,0.17,0.22,0.2,0.19,0.23,0.24,0.21,0.22,0.21,0.24,0.18,0.22,0.21,0.23,0.23,0.19,0.2,0.22,0.21,0.19,0.24,0.21,0.18,0.23,0.24,0.2,0.17,0.19,0.19,0.18,0.19,0.19,0.2,0.2,0.19,0.21,0.18,0.17,0.19,0.17,0.0,0.18,0.2,0.0,0.16,0.0,0.0,0.17,0.18,0.0,0.0,0.0,0.16,0.0,0.16,0.19,0.21,0.17,0.17,0.21,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.54
09/07/2021,6.78,6.05,4.76,3.14,2.62,1.08,1.16,1.05,0.87,0.95,1.01,0.93,0.83,0.9,0.86,0.83,0.79,0.74,0.73,0.66,0.65,0.7,0.6,0.56,0.57,0.59,0.58,0.6,0.49,0.52,0.54,0.48,0.5,0.47,0.47,0.45,0.48,0.45,0.42,0.5,0.49,0.52,0.49,0.39,0.42,0.41,0.52,0.41,0.4,0.4,0.41,0.44,0.39,0.37,0.43,0.43,0.38,0.4,0.44,0.35,0.41,0.39,0.29,0.33,0.3,0.34,0.35,0.33,0.37,0.35,0.31,0.35,0.36,0.32,0.32,0.33,0.36,0.35,0.36,0.29,0.3,0.3,0.27,0.27,0.29,0.25,0.28,0.31,0.36,0.31,0.29,0.27,0.32,0.28,0.27,0.29,0.27,0.49,0.31,0.3,0.28,0.26,0.29,0.27,0.25,0.26,0.24,0.24,0.25,0.27,0.24,0.25,0.25,0.24,0.26,0.28,0.26,0.24,0.24,0.27,0.24,0.23,0.21,0.22,0.26,0.26,0.24,0.29,0.23,0.0,0.23,0.21,0.23,0.27,0.28,0.23,0.24,0.26,0.2,0.28,0.23,0.23,0.19,0.22,0.22,0.2,0.19,0.16,0.23,0.2,0.19,0.24,0.25,0.21,0.22,0.21,0.24,0.18,0.22,0.21,0.23,0.23,0.19,0.2,0.21,0.21,0.19,0.24,0.21,0.18,0.23,0.24,0.2,0.17,0.19,0.19,0.18,0.19,0.19,0.2,0.2,0.19,0.21,0.18,0.17,0.19,0.17,0.0,0.18,0.19,0.0,0.16,0.0,0.0,0.17,0.18,0.0,0.0,0.0,0.16,0.0,0.16,0.19,0.21,0.17,0.17,0.2,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.52
09/08/2021,6.78,6.05,4.76,3.14,2.62,1.08,1.16,1.05,0.87,0.95,1.01,0.93,0.83,0.9,0.86,0.83,0.79,0.74,0.73,0.66,0.65,0.7,0.6,0.56,0.57,0.59,0.58,0.6,0.49,0.52,0.54,0.48,0.5,0.47,0.47,0.45,0.48,0.45,0.42,0.5,0.49,0.52,0.49,0.39,0.42,0.41,0.52,0.41,0.4,0.4,0.41,0.44,0.39,0.37,0.43,0.43,0.38,0.4,0.44,0.35,0.41,0.39,0.29,0.33,0.3,0.34,0.35,0.33,0.37,0.35,0.31,0.35,0.36,0.32,0.32,0.33,0.36,0.35,0.36,0.29,0.3,0.3,0.27,0.27,0.29,0.25,0.28,0.31,0.36,0.31,0.29,0.27,0.32,0.28,0.27,0.29,0.27,0.49,0.31,0.3,0.28,0.26,0.29,0.27,0.25,0.26,0.24,0.24,0.25,0.27,0.24,0.25,0.25,0.24,0.26,0.28,0.26,0.24,0.24,0.27,0.24,0.23,0.21,0.22,0.26,0.26,0.24,0.29,0.23,0.0,0.23,0.21,0.23,0.27,0.28,0.23,0.24,0.26,0.2,0.28,0.23,0.23,0.19,0.22,0.22,0.2,0.19,0.16,0.23,0.2,0.19,0.24,0.25,0.21,0.22,0.21,0.24,0.18,0.22,0.21,0.23,0.23,0.19,0.2,0.21,0.21,0.19,0.24,0.21,0.18,0.23,0.24,0.2,0.17,0.19,0.19,0.18,0.19,0.19,0.2,0.2,0.19,0.21,0.18,0.17,0.19,0.17,0.0,0.18,0.19,0.0,0.16,0.0,0.0,0.17,0.18,0.0,0.0,0.0,0.16,0.0,0.16,0.19,0.21,0.17,0.17,0.2,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.52
