,AAPL,XOM,MSFT,JPM,WFC,T,BRK.B,CVX,VZ,BAC,C,INTC,JNJ,WMT,UNH,CSCO,PFE,CMCSA,GE,IBM,PG,CVS,DIS,GOOG,GOOGL,HD,F,GM,FB,MRK,GME,GILD,ORCL,VLO,ABBV,PSX,AMZN,BA,GS,PEP,COF,AIG,COP,PM,WBA,ANTM,TGT,MPC,COST,AMGN,UNP,KO,RTX,MDT,AXP,MCD,QCOM,MMM,MO,HON,SLB,MS,LOW,USB,TXN,CAT,ADM,KR,OXY,V,PNC,TRV,MU,DUK,FDX,SBUX,ACN,NKE,MDLZ,DD,MCK,PRU,DFS,EXC,LIN,UPS,HUM,AMAT,SYF,MET,HPE,BMY,AVGO,TJX,ABT,DE,LMT,CHTR,GD,ALL,NEE,ETN,SO,MA,BK,HCA,NUE,CSX,LLY,LUMN,EMR,LYB,BKNG,KMI,CAH,BLK,M,CB,CI,KSS,AFL,EOG,TMO,NSC,NOC,ITW,GLW,HPQ,BIIB,JCI,EBAY,D,TSN,WDC,NVDA,DG,WM,AEP,ALLY,TFC,IP,BG,CMI,BKR,MMC,CTSH,SYY,SPG,ADP,CL,PPG,AMP,CCL,DHR,FITB,PYPL,CNC,DXC,TMUS,BBY,TROW,STX,AON,VIAC,TEL,LRCX,NXPI,DOW,PCAR,HAL,MRO,KHC,WMB,S+p500 Emini Fut Sep21 Xcme 20210917,PGR,OKE,CARR,GIS,SCHW,ADBE,FE,SYK,ED,PEG,HIG,WRK,SRE,APTV,BBBY,PPL,WELL,INTU,AVT,SPGI,PH,TT,AMT,STT,YUM,XEL,031330.KQ,CCI,ECL,ORLY,URI,ABC,002270.KS,GE.,581.HK,BTU,ROST,806.HK,KMB,688180.SS,ADI,n/a,NTAP,AA,CAR,GT,WY,BHGE,APD,SUM
09/24/2021,4.17,2.22,2.08,1.71,1.57,1.44,1.43,1.27,1.16,1.1,1.1,1.04,1.08,1.06,1.0,1.02,1.07,0.86,0.78,0.75,0.81,0.77,0.75,0.79,0.8,0.73,0.59,0.58,0.69,0.55,0.54,0.59,0.62,0.45,0.51,0.41,0.53,0.47,0.57,0.55,0.52,0.59,0.45,0.52,0.51,0.46,0.48,0.44,0.55,0.4,0.43,0.47,0.42,0.45,0.4,0.43,0.41,0.37,0.42,0.38,0.31,0.41,0.38,0.34,0.34,0.32,0.33,0.36,0.25,0.31,0.32,0.33,0.29,0.32,0.26,0.32,0.34,0.3,0.28,0.25,0.3,0.28,0.28,0.3,0.29,0.24,0.24,0.26,0.25,0.26,0.25,0.24,0.27,0.25,0.27,0.25,0.22,0.26,0.25,0.23,0.27,0.25,0.25,0.21,0.23,0.26,0.26,0.21,0.22,0.19,0.22,0.19,0.22,0.18,0.19,0.21,0.23,0.23,0.17,0.19,0.19,0.15,0.21,0.17,0.18,0.18,0.18,0.17,0.16,0.2,0.18,0.18,0.17,0.14,0.18,0.16,0.17,0.16,0.16,0.15,0.14,0.14,0.15,0.15,0.17,0.16,0.14,0.14,0.14,0.13,0.13,0.15,0.12,0.17,0.14,0.14,0.11,0.12,0.12,0.13,0.14,0.13,0.16,0.11,0.13,0.12,0.13,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.14,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.0,0.0,0.12,0.11,0.12,0.0,0.12,0.0,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.13,0.14,0.11,0.11,0.0,0.0,0.0,0.0,0.0,76.29
09/27/2021,4.17,2.22,2.08,1.71,1.57,1.44,1.43,1.27,1.16,1.1,1.1,1.04,1.08,1.06,1.0,1.02,1.07,0.86,0.78,0.75,0.81,0.77,0.75,0.79,0.8,0.73,0.59,0.58,0.69,0.55,0.54,0.59,0.62,0.45,0.51,0.41,0.53,0.47,0.57,0.55,0.52,0.59,0.45,0.52,0.51,0.46,0.48,0.44,0.55,0.4,0.43,0.47,0.42,0.45,0.4,0.43,0.41,0.37,0.42,0.38,0.31,0.41,0.38,0.34,0.34,0.32,0.33,0.36,0.25,0.31,0.32,0.33,0.29,0.32,0.26,0.32,0.34,0.3,0.28,0.25,0.3,0.28,0.28,0.3,0.29,0.24,0.24,0.26,0.25,0.26,0.25,0.24,0.27,0.25,0.27,0.25,0.22,0.26,0.25,0.23,0.27,0.25,0.25,0.21,0.23,0.26,0.26,0.21,0.22,0.19,0.22,0.19,0.22,0.18,0.19,0.21,0.23,0.23,0.17,0.19,0.19,0.15,0.21,0.17,0.18,0.18,0.18,0.17,0.16,0.2,0.18,0.18,0.17,0.14,0.18,0.16,0.17,0.16,0.16,0.15,0.14,0.14,0.15,0.15,0.17,0.16,0.14,0.14,0.14,0.13,0.13,0.15,0.12,0.17,0.14,0.14,0.11,0.12,0.12,0.13,0.14,0.13,0.16,0.11,0.13,0.12,0.13,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.14,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.0,0.0,0.12,0.11,0.12,0.0,0.12,0.0,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.13,0.14,0.11,0.11,0.0,0.0,0.0,0.0,0.0,76.29
09/28/2021,4.17,2.22,2.08,1.71,1.57,1.44,1.43,1.27,1.16,1.1,1.1,1.04,1.08,1.06,1.0,1.02,1.07,0.86,0.78,0.75,0.81,0.77,0.75,0.79,0.8,0.73,0.59,0.58,0.69,0.55,0.54,0.59,0.62,0.45,0.51,0.41,0.53,0.47,0.57,0.55,0.52,0.59,0.45,0.52,0.51,0.46,0.48,0.44,0.55,0.4,0.43,0.47,0.42,0.45,0.4,0.43,0.41,0.37,0.42,0.38,0.31,0.41,0.38,0.34,0.34,0.32,0.33,0.36,0.25,0.31,0.32,0.33,0.29,0.32,0.26,0.32,0.34,0.3,0.28,0.25,0.3,0.28,0.28,0.3,0.29,0.24,0.24,0.26,0.25,0.26,0.25,0.24,0.27,0.25,0.27,0.25,0.22,0.26,0.25,0.23,0.27,0.25,0.25,0.21,0.23,0.26,0.26,0.21,0.22,0.19,0.22,0.19,0.22,0.18,0.19,0.21,0.23,0.23,0.17,0.19,0.19,0.15,0.21,0.17,0.18,0.18,0.18,0.17,0.16,0.2,0.18,0.18,0.17,0.14,0.18,0.16,0.17,0.16,0.16,0.15,0.14,0.14,0.15,0.15,0.17,0.16,0.14,0.14,0.14,0.13,0.13,0.15,0.12,0.17,0.14,0.14,0.11,0.12,0.12,0.13,0.14,0.13,0.16,0.11,0.13,0.12,0.13,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.14,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.0,0.0,0.12,0.11,0.12,0.0,0.12,0.0,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.13,0.14,0.11,0.11,0.0,0.0,0.0,0.0,0.0,76.29
09/29/2021,4.17,2.22,2.08,1.71,1.57,1.44,1.43,1.27,1.16,1.1,1.1,1.04,1.08,1.06,1.0,1.02,1.07,0.86,0.78,0.75,0.81,0.77,0.75,0.79,0.8,0.73,0.59,0.58,0.69,0.55,0.54,0.59,0.62,0.45,0.51,0.41,0.53,0.47,0.57,0.55,0.52,0.59,0.45,0.52,0.51,0.46,0.48,0.44,0.55,0.4,0.43,0.47,0.42,0.45,0.4,0.43,0.41,0.37,0.42,0.38,0.31,0.41,0.38,0.34,0.34,0.32,0.33,0.36,0.25,0.31,0.32,0.33,0.29,0.32,0.26,0.32,0.34,0.3,0.28,0.25,0.3,0.28,0.28,0.3,0.29,0.24,0.24,0.26,0.25,0.26,0.25,0.24,0.27,0.25,0.27,0.25,0.22,0.26,0.25,0.23,0.27,0.25,0.25,0.21,0.23,0.26,0.26,0.21,0.22,0.19,0.22,0.19,0.22,0.18,0.19,0.21,0.23,0.23,0.17,0.19,0.19,0.15,0.21,0.17,0.18,0.18,0.18,0.17,0.16,0.2,0.18,0.18,0.17,0.14,0.18,0.16,0.17,0.16,0.16,0.15,0.14,0.14,0.15,0.15,0.17,0.16,0.14,0.14,0.14,0.13,0.13,0.15,0.12,0.17,0.14,0.14,0.11,0.12,0.12,0.13,0.14,0.13,0.16,0.11,0.13,0.12,0.13,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.14,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.0,0.0,0.12,0.11,0.12,0.0,0.12,0.0,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.13,0.14,0.11,0.11,0.0,0.0,0.0,0.0,0.0,76.29
09/30/2021,4.17,2.22,2.08,1.71,1.57,1.44,1.43,1.27,1.16,1.1,1.1,1.04,1.08,1.06,1.0,1.02,1.07,0.86,0.78,0.75,0.81,0.77,0.75,0.79,0.8,0.73,0.59,0.58,0.69,0.55,0.54,0.59,0.62,0.45,0.51,0.41,0.53,0.47,0.57,0.55,0.52,0.59,0.45,0.52,0.51,0.46,0.48,0.44,0.55,0.4,0.43,0.47,0.42,0.45,0.4,0.43,0.41,0.37,0.42,0.38,0.31,0.41,0.38,0.34,0.34,0.32,0.33,0.36,0.25,0.31,0.32,0.33,0.29,0.32,0.26,0.32,0.34,0.3,0.28,0.25,0.3,0.28,0.28,0.3,0.29,0.24,0.24,0.26,0.25,0.26,0.25,0.24,0.27,0.25,0.27,0.25,0.22,0.26,0.25,0.23,0.27,0.25,0.25,0.21,0.23,0.26,0.26,0.21,0.22,0.19,0.22,0.19,0.22,0.18,0.19,0.21,0.23,0.23,0.17,0.19,0.19,0.15,0.21,0.17,0.18,0.18,0.18,0.17,0.16,0.2,0.18,0.18,0.17,0.14,0.18,0.16,0.17,0.16,0.16,0.15,0.14,0.14,0.15,0.15,0.17,0.16,0.14,0.14,0.14,0.13,0.13,0.15,0.12,0.17,0.14,0.14,0.11,0.12,0.12,0.13,0.14,0.13,0.16,0.11,0.13,0.12,0.13,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.14,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.0,0.0,0.12,0.11,0.12,0.0,0.12,0.0,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.13,0.14,0.11,0.11,0.0,0.0,0.0,0.0,0.0,76.29
10/01/2021,4.17,2.22,2.08,1.71,1.57,1.44,1.43,1.27,1.16,1.1,1.1,1.04,1.08,1.06,1.0,1.02,1.07,0.86,0.78,0.75,0.81,0.77,0.75,0.79,0.8,0.73,0.59,0.58,0.69,0.55,0.54,0.59,0.62,0.45,0.51,0.41,0.53,0.47,0.57,0.55,0.52,0.59,0.45,0.52,0.51,0.46,0.48,0.44,0.55,0.4,0.43,0.47,0.42,0.45,0.4,0.43,0.41,0.37,0.42,0.38,0.31,0.41,0.38,0.34,0.34,0.32,0.33,0.36,0.25,0.31,0.32,0.33,0.29,0.32,0.26,0.32,0.34,0.3,0.28,0.25,0.3,0.28,0.28,0.3,0.29,0.24,0.24,0.26,0.25,0.26,0.25,0.24,0.27,0.25,0.27,0.25,0.22,0.26,0.25,0.23,0.27,0.25,0.25,0.21,0.23,0.26,0.26,0.21,0.22,0.19,0.22,0.19,0.22,0.18,0.19,0.21,0.23,0.23,0.17,0.19,0.19,0.15,0.21,0.17,0.18,0.18,0.18,0.17,0.16,0.2,0.18,0.18,0.17,0.14,0.18,0.16,0.17,0.16,0.16,0.15,0.14,0.14,0.15,0.15,0.17,0.16,0.14,0.14,0.14,0.13,0.13,0.15,0.12,0.17,0.14,0.14,0.11,0.12,0.12,0.13,0.14,0.13,0.16,0.11,0.13,0.12,0.13,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.14,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.0,0.0,0.12,0.11,0.12,0.0,0.12,0.0,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.13,0.14,0.11,0.11,0.0,0.0,0.0,0.0,0.0,76.29
10/04/2021,4.17,2.22,2.08,1.71,1.57,1.44,1.43,1.27,1.16,1.1,1.1,1.04,1.08,1.06,1.0,1.02,1.07,0.86,0.78,0.75,0.81,0.77,0.75,0.79,0.8,0.73,0.59,0.58,0.69,0.55,0.54,0.59,0.62,0.45,0.51,0.41,0.53,0.47,0.57,0.55,0.52,0.59,0.45,0.52,0.51,0.46,0.48,0.44,0.55,0.4,0.43,0.47,0.42,0.45,0.4,0.43,0.41,0.37,0.42,0.38,0.31,0.41,0.38,0.34,0.34,0.32,0.33,0.36,0.25,0.31,0.32,0.33,0.29,0.32,0.26,0.32,0.34,0.3,0.28,0.25,0.3,0.28,0.28,0.3,0.29,0.24,0.24,0.26,0.25,0.26,0.25,0.24,0.27,0.25,0.27,0.25,0.22,0.26,0.25,0.23,0.27,0.25,0.25,0.21,0.23,0.26,0.26,0.21,0.22,0.19,0.22,0.19,0.22,0.18,0.19,0.21,0.23,0.23,0.17,0.19,0.19,0.15,0.21,0.17,0.18,0.18,0.18,0.17,0.16,0.2,0.18,0.18,0.17,0.14,0.18,0.16,0.17,0.16,0.16,0.15,0.14,0.14,0.15,0.15,0.17,0.16,0.14,0.14,0.14,0.13,0.13,0.15,0.12,0.17,0.14,0.14,0.11,0.12,0.12,0.13,0.14,0.13,0.16,0.11,0.13,0.12,0.13,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.14,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.0,0.0,0.12,0.11,0.12,0.0,0.12,0.0,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.13,0.14,0.11,0.11,0.0,0.0,0.0,0.0,0.0,76.29
10/05/2021,4.17,2.22,2.08,1.71,1.57,1.44,1.43,1.27,1.16,1.1,1.1,1.04,1.08,1.06,1.0,1.02,1.07,0.86,0.78,0.75,0.81,0.77,0.75,0.79,0.8,0.73,0.59,0.58,0.69,0.55,0.54,0.59,0.62,0.45,0.51,0.41,0.53,0.47,0.57,0.55,0.52,0.59,0.45,0.52,0.51,0.46,0.48,0.44,0.55,0.4,0.43,0.47,0.42,0.45,0.4,0.43,0.41,0.37,0.42,0.38,0.31,0.41,0.38,0.34,0.34,0.32,0.33,0.36,0.25,0.31,0.32,0.33,0.29,0.32,0.26,0.32,0.34,0.3,0.28,0.25,0.3,0.28,0.28,0.3,0.29,0.24,0.24,0.26,0.25,0.26,0.25,0.24,0.27,0.25,0.27,0.25,0.22,0.26,0.25,0.23,0.27,0.25,0.25,0.21,0.23,0.26,0.26,0.21,0.22,0.19,0.22,0.19,0.22,0.18,0.19,0.21,0.23,0.23,0.17,0.19,0.19,0.15,0.21,0.17,0.18,0.18,0.18,0.17,0.16,0.2,0.18,0.18,0.17,0.14,0.18,0.16,0.17,0.16,0.16,0.15,0.14,0.14,0.15,0.15,0.17,0.16,0.14,0.14,0.14,0.13,0.13,0.15,0.12,0.17,0.14,0.14,0.11,0.12,0.12,0.13,0.14,0.13,0.16,0.11,0.13,0.12,0.13,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.14,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.0,0.0,0.12,0.11,0.12,0.0,0.12,0.0,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.13,0.14,0.11,0.11,0.0,0.0,0.0,0.0,0.0,76.29
10/06/2021,4.17,2.22,2.08,1.71,1.57,1.44,1.43,1.27,1.16,1.1,1.1,1.04,1.08,1.06,1.0,1.02,1.07,0.86,0.78,0.75,0.81,0.77,0.75,0.79,0.8,0.73,0.59,0.58,0.69,0.55,0.54,0.59,0.62,0.45,0.51,0.41,0.53,0.47,0.57,0.55,0.52,0.59,0.45,0.52,0.51,0.46,0.48,0.44,0.55,0.4,0.43,0.47,0.42,0.45,0.4,0.43,0.41,0.37,0.42,0.38,0.31,0.41,0.38,0.34,0.34,0.32,0.33,0.36,0.25,0.31,0.32,0.33,0.29,0.32,0.26,0.32,0.34,0.3,0.28,0.25,0.3,0.28,0.28,0.3,0.29,0.24,0.24,0.26,0.25,0.26,0.25,0.24,0.27,0.25,0.27,0.25,0.22,0.26,0.25,0.23,0.27,0.25,0.25,0.21,0.23,0.26,0.26,0.21,0.22,0.19,0.22,0.19,0.22,0.18,0.19,0.21,0.23,0.23,0.17,0.19,0.19,0.15,0.21,0.17,0.18,0.18,0.18,0.17,0.16,0.2,0.18,0.18,0.17,0.14,0.18,0.16,0.17,0.16,0.16,0.15,0.14,0.14,0.15,0.15,0.17,0.16,0.14,0.14,0.14,0.13,0.13,0.15,0.12,0.17,0.14,0.14,0.11,0.12,0.12,0.13,0.14,0.13,0.16,0.11,0.13,0.12,0.13,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.14,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.0,0.0,0.12,0.11,0.12,0.0,0.12,0.0,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.13,0.14,0.11,0.11,0.0,0.0,0.0,0.0,0.0,76.29
10/07/2021,4.17,2.22,2.08,1.71,1.57,1.44,1.43,1.27,1.16,1.1,1.1,1.04,1.08,1.06,1.0,1.02,1.07,0.86,0.78,0.75,0.81,0.77,0.75,0.79,0.8,0.73,0.59,0.58,0.69,0.55,0.54,0.59,0.62,0.45,0.51,0.41,0.53,0.47,0.57,0.55,0.52,0.59,0.45,0.52,0.51,0.46,0.48,0.44,0.55,0.4,0.43,0.47,0.42,0.45,0.4,0.43,0.41,0.37,0.42,0.38,0.31,0.41,0.38,0.34,0.34,0.32,0.33,0.36,0.25,0.31,0.32,0.33,0.29,0.32,0.26,0.32,0.34,0.3,0.28,0.25,0.3,0.28,0.28,0.3,0.29,0.24,0.24,0.26,0.25,0.26,0.25,0.24,0.27,0.25,0.27,0.25,0.22,0.26,0.25,0.23,0.27,0.25,0.25,0.21,0.23,0.26,0.26,0.21,0.22,0.19,0.22,0.19,0.22,0.18,0.19,0.21,0.23,0.23,0.17,0.19,0.19,0.15,0.21,0.17,0.18,0.18,0.18,0.17,0.16,0.2,0.18,0.18,0.17,0.14,0.18,0.16,0.17,0.16,0.16,0.15,0.14,0.14,0.15,0.15,0.17,0.16,0.14,0.14,0.14,0.13,0.13,0.15,0.12,0.17,0.14,0.14,0.11,0.12,0.12,0.13,0.14,0.13,0.16,0.11,0.13,0.12,0.13,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.14,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.0,0.0,0.12,0.11,0.12,0.0,0.12,0.0,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.13,0.14,0.11,0.11,0.0,0.0,0.0,0.0,0.0,76.29
10/08/2021,4.17,2.22,2.08,1.71,1.57,1.44,1.43,1.27,1.16,1.1,1.1,1.04,1.08,1.06,1.0,1.02,1.07,0.86,0.78,0.75,0.81,0.77,0.75,0.79,0.8,0.73,0.59,0.58,0.69,0.55,0.54,0.59,0.62,0.45,0.51,0.41,0.53,0.47,0.57,0.55,0.52,0.59,0.45,0.52,0.51,0.46,0.48,0.44,0.55,0.4,0.43,0.47,0.42,0.45,0.4,0.43,0.41,0.37,0.42,0.38,0.31,0.41,0.38,0.34,0.34,0.32,0.33,0.36,0.25,0.31,0.32,0.33,0.29,0.32,0.26,0.32,0.34,0.3,0.28,0.25,0.3,0.28,0.28,0.3,0.29,0.24,0.24,0.26,0.25,0.26,0.25,0.24,0.27,0.25,0.27,0.25,0.22,0.26,0.25,0.23,0.27,0.25,0.25,0.21,0.23,0.26,0.26,0.21,0.22,0.19,0.22,0.19,0.22,0.18,0.19,0.21,0.23,0.23,0.17,0.19,0.19,0.15,0.21,0.17,0.18,0.18,0.18,0.17,0.16,0.2,0.18,0.18,0.17,0.14,0.18,0.16,0.17,0.16,0.16,0.15,0.14,0.14,0.15,0.15,0.17,0.16,0.14,0.14,0.14,0.13,0.13,0.15,0.12,0.17,0.14,0.14,0.11,0.12,0.12,0.13,0.14,0.13,0.16,0.11,0.13,0.12,0.13,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.14,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.0,0.0,0.12,0.11,0.12,0.0,0.12,0.0,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.13,0.14,0.11,0.11,0.0,0.0,0.0,0.0,0.0,76.29
10/11/2021,4.17,2.22,2.08,1.71,1.57,1.44,1.43,1.27,1.16,1.1,1.1,1.04,1.08,1.06,1.0,1.02,1.07,0.86,0.78,0.75,0.81,0.77,0.75,0.79,0.8,0.73,0.59,0.58,0.69,0.55,0.54,0.59,0.62,0.45,0.51,0.41,0.53,0.47,0.57,0.55,0.52,0.59,0.45,0.52,0.51,0.46,0.48,0.44,0.55,0.4,0.43,0.47,0.42,0.45,0.4,0.43,0.41,0.37,0.42,0.38,0.31,0.41,0.38,0.34,0.34,0.32,0.33,0.36,0.25,0.31,0.32,0.33,0.29,0.32,0.26,0.32,0.34,0.3,0.28,0.25,0.3,0.28,0.28,0.3,0.29,0.24,0.24,0.26,0.25,0.26,0.25,0.24,0.27,0.25,0.27,0.25,0.22,0.26,0.25,0.23,0.27,0.25,0.25,0.21,0.23,0.26,0.26,0.21,0.22,0.19,0.22,0.19,0.22,0.18,0.19,0.21,0.23,0.23,0.17,0.19,0.19,0.15,0.21,0.17,0.18,0.18,0.18,0.17,0.16,0.2,0.18,0.18,0.17,0.14,0.18,0.16,0.17,0.16,0.16,0.15,0.14,0.14,0.15,0.15,0.17,0.16,0.14,0.14,0.14,0.13,0.13,0.15,0.12,0.17,0.14,0.14,0.11,0.12,0.12,0.13,0.14,0.13,0.16,0.11,0.13,0.12,0.13,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.14,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.0,0.0,0.12,0.11,0.12,0.0,0.12,0.0,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.13,0.14,0.11,0.11,0.0,0.0,0.0,0.0,0.0,76.29
10/12/2021,4.17,2.22,2.08,1.71,1.57,1.44,1.43,1.27,1.16,1.1,1.1,1.04,1.08,1.06,1.0,1.02,1.07,0.86,0.78,0.75,0.81,0.77,0.75,0.79,0.8,0.73,0.59,0.58,0.69,0.55,0.54,0.59,0.62,0.45,0.51,0.41,0.53,0.47,0.57,0.55,0.52,0.59,0.45,0.52,0.51,0.46,0.48,0.44,0.55,0.4,0.43,0.47,0.42,0.45,0.4,0.43,0.41,0.37,0.42,0.38,0.31,0.41,0.38,0.34,0.34,0.32,0.33,0.36,0.25,0.31,0.32,0.33,0.29,0.32,0.26,0.32,0.34,0.3,0.28,0.25,0.3,0.28,0.28,0.3,0.29,0.24,0.24,0.26,0.25,0.26,0.25,0.24,0.27,0.25,0.27,0.25,0.22,0.26,0.25,0.23,0.27,0.25,0.25,0.21,0.23,0.26,0.26,0.21,0.22,0.19,0.22,0.19,0.22,0.18,0.19,0.21,0.23,0.23,0.17,0.19,0.19,0.15,0.21,0.17,0.18,0.18,0.18,0.17,0.16,0.2,0.18,0.18,0.17,0.14,0.18,0.16,0.17,0.16,0.16,0.15,0.14,0.14,0.15,0.15,0.17,0.16,0.14,0.14,0.14,0.13,0.13,0.15,0.12,0.17,0.14,0.14,0.11,0.12,0.12,0.13,0.14,0.13,0.16,0.11,0.13,0.12,0.13,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.14,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.0,0.0,0.12,0.11,0.12,0.0,0.12,0.0,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.13,0.14,0.11,0.11,0.0,0.0,0.0,0.0,0.0,76.29
10/13/2021,4.17,2.22,2.08,1.71,1.57,1.44,1.43,1.27,1.16,1.1,1.1,1.04,1.08,1.06,1.0,1.02,1.07,0.86,0.78,0.75,0.81,0.77,0.75,0.79,0.8,0.73,0.59,0.58,0.69,0.55,0.54,0.59,0.62,0.45,0.51,0.41,0.53,0.47,0.57,0.55,0.52,0.59,0.45,0.52,0.51,0.46,0.48,0.44,0.55,0.4,0.43,0.47,0.42,0.45,0.4,0.43,0.41,0.37,0.42,0.38,0.31,0.41,0.38,0.34,0.34,0.32,0.33,0.36,0.25,0.31,0.32,0.33,0.29,0.32,0.26,0.32,0.34,0.3,0.28,0.25,0.3,0.28,0.28,0.3,0.29,0.24,0.24,0.26,0.25,0.26,0.25,0.24,0.27,0.25,0.27,0.25,0.22,0.26,0.25,0.23,0.27,0.25,0.25,0.21,0.23,0.26,0.26,0.21,0.22,0.19,0.22,0.19,0.22,0.18,0.19,0.21,0.23,0.23,0.17,0.19,0.19,0.15,0.21,0.17,0.18,0.18,0.18,0.17,0.16,0.2,0.18,0.18,0.17,0.14,0.18,0.16,0.17,0.16,0.16,0.15,0.14,0.14,0.15,0.15,0.17,0.16,0.14,0.14,0.14,0.13,0.13,0.15,0.12,0.17,0.14,0.14,0.11,0.12,0.12,0.13,0.14,0.13,0.16,0.11,0.13,0.12,0.13,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.14,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.0,0.0,0.12,0.11,0.12,0.0,0.12,0.0,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.13,0.14,0.11,0.11,0.0,0.0,0.0,0.0,0.0,76.29
