,ACO.X.TO,ACO.X.TO,ACO.X.TO,ACO.X.TO,ACO.X.TO,ACO.X.TO,Us Dollars,ACO.X.TO,ACO.X.TO,ACO.X.TO,ACO.X.TO,ACO.X.TO,ACO.X.TO,ACO.X.TO,ACO.X.TO,SUM
07/09/2021,90.22,13.46,5.7,1.69,0.85,0.11,0.03,-0.02,-0.03,-0.03,-0.31,-0.45,-0.51,-0.64,-10.07,100.0
