,MSFT,AMZN,AAPL,TSLA,NVDA,PYPL,TMO,NFLX,QCOM,DHR,ABT,LLY,AVGO,NKE,ABBV,TGT,UPS,DE,TXN,AMD,AMAT,LOW,COST,NOW,CAT,TMUS,ATVI,IDXX,FCX,LRCX,ISRG,FDX,CARR,MU,EBAY,ILMN,REGN,GM,SNPS,CDNS,ALGN,CMG,ADSK,EQIX,KLAC,A,WST,TWTR,ETSY,ENPH,DG,DD,DXCM,MTD,NEM,TT,CMI,EA,MSCI,APTV,ZBRA,SIVB,KEYS,OTIS,ALB,SWKS,MNST,CTLT,TSCO,FAST,ODFL,KR,TER,TTWO,ABMD,MPWR,URI,PKI,ROK,CLX,QRVO,PCAR,POOL,TRMB,MKTX,BIO,HOLX,PWR,TYL,FFIV,DPZ,LB,NLOK,EMN,PKG,IPGP,DVA,NWSA,ROL,Cash/Receivables/Payables,Securities Lending - Bnym,Interest/Overdraft,BBWI WI,n/a,AGPXX,CENCOSHOPP.SN,BBWI,GOOGL,GOOG,BRK.B,MRNA,MS,WFC,GS,INTU,HON,SCHW,ORCL,SBUX,GE,COF,AXP,ADP,JCI,ETN,HCA,PNC,EL,DFS,PSA,F,EMR,TEL,NUE,FTNT,MSI,CBRE,PAYX,IQV,GNRC,IT,SPG,PH,FRC,WAT,SYF,CRL,YUM,XYL,GRMN,CZR,EXR,HPQ,AMP,MAA,DOV,CPRT,FITB,AVY,OKE,IP,EXPD,TPR,RJF,MLM,STX,EXPE,DVN,NTAP,DRI,MGM,IPG,TXT,MHK,PNR,HWM,LKQ,IVZ,RHI,MOS,DXC,SEE,NWS,SUM
08/23/2021,9.99,8.07,9.46,7.8,6.85,4.31,2.57,2.04,1.87,2.08,1.89,1.89,1.59,1.6,1.56,1.52,1.36,1.44,1.29,1.24,1.03,1.09,1.18,1.04,0.85,0.85,0.67,0.74,0.63,0.65,0.8,0.6,0.72,0.54,0.6,0.55,0.59,0.44,0.57,0.52,0.51,0.53,0.49,0.44,0.45,0.48,0.52,0.36,0.38,0.33,0.41,0.34,0.37,0.36,0.29,0.34,0.3,0.29,0.33,0.28,0.28,0.26,0.28,0.28,0.3,0.22,0.25,0.24,0.23,0.23,0.23,0.26,0.19,0.19,0.2,0.24,0.21,0.22,0.21,0.18,0.17,0.17,0.19,0.18,0.15,0.18,0.16,0.15,0.13,0.13,0.12,0.0,0.1,0.1,0.11,0.06,0.08,0.06,0.07,0.0,0.0,0.0,0.1,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/24/2021,10.13,8.01,9.44,7.79,7.12,4.29,2.55,2.02,1.87,2.07,1.88,1.87,1.58,1.6,1.56,1.55,1.34,1.39,1.28,1.23,1.0,1.1,1.18,1.05,0.84,0.84,0.66,0.73,0.63,0.63,0.78,0.59,0.71,0.53,0.6,0.56,0.59,0.43,0.57,0.52,0.51,0.53,0.49,0.44,0.44,0.48,0.51,0.35,0.39,0.34,0.41,0.34,0.38,0.35,0.28,0.33,0.29,0.29,0.33,0.28,0.28,0.26,0.28,0.28,0.3,0.22,0.24,0.24,0.23,0.22,0.23,0.26,0.18,0.19,0.21,0.24,0.2,0.22,0.21,0.18,0.17,0.17,0.19,0.18,0.15,0.17,0.16,0.15,0.13,0.13,0.12,0.0,0.1,0.1,0.11,0.06,0.08,0.06,0.07,0.0,0.0,0.0,0.1,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/25/2021,10.13,8.01,9.44,7.79,7.12,4.29,2.55,2.02,1.87,2.07,1.88,1.87,1.58,1.6,1.56,1.55,1.34,1.39,1.28,1.23,1.0,1.1,1.18,1.05,0.84,0.84,0.66,0.73,0.63,0.63,0.78,0.59,0.71,0.53,0.6,0.56,0.59,0.43,0.57,0.52,0.51,0.53,0.49,0.44,0.44,0.48,0.51,0.35,0.39,0.34,0.41,0.34,0.38,0.35,0.28,0.33,0.29,0.29,0.33,0.28,0.28,0.26,0.28,0.28,0.3,0.22,0.24,0.24,0.23,0.22,0.23,0.26,0.18,0.19,0.21,0.24,0.2,0.22,0.21,0.18,0.17,0.17,0.19,0.18,0.15,0.17,0.16,0.15,0.13,0.13,0.12,0.0,0.1,0.1,0.11,0.06,0.08,0.06,0.07,0.0,0.0,0.0,0.1,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/26/2021,9.99,8.06,9.41,7.97,7.41,4.3,2.51,2.02,1.87,2.02,1.85,1.82,1.58,1.6,1.54,1.52,1.32,1.42,1.28,1.27,1.02,1.08,1.16,1.07,0.85,0.83,0.65,0.71,0.65,0.64,0.77,0.59,0.71,0.54,0.59,0.54,0.58,0.42,0.57,0.52,0.51,0.53,0.48,0.43,0.44,0.48,0.5,0.36,0.38,0.34,0.4,0.34,0.37,0.35,0.29,0.33,0.29,0.29,0.32,0.27,0.28,0.26,0.28,0.27,0.31,0.22,0.24,0.24,0.22,0.22,0.23,0.25,0.19,0.19,0.21,0.25,0.21,0.22,0.21,0.17,0.17,0.16,0.18,0.18,0.15,0.17,0.16,0.15,0.13,0.13,0.12,0.0,0.1,0.1,0.11,0.06,0.08,0.06,0.07,0.0,0.0,0.0,0.1,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/27/2021,9.92,8.15,9.39,7.99,7.34,4.33,2.5,2.02,1.87,2.03,1.84,1.79,1.58,1.6,1.54,1.51,1.32,1.43,1.28,1.25,1.02,1.06,1.15,1.07,0.86,0.83,0.64,0.71,0.67,0.64,0.77,0.59,0.71,0.54,0.59,0.54,0.58,0.43,0.57,0.52,0.52,0.53,0.49,0.43,0.44,0.48,0.5,0.36,0.39,0.34,0.4,0.34,0.37,0.34,0.28,0.33,0.3,0.29,0.32,0.28,0.28,0.27,0.28,0.27,0.31,0.22,0.24,0.25,0.22,0.22,0.23,0.25,0.19,0.19,0.21,0.25,0.21,0.22,0.21,0.17,0.17,0.17,0.18,0.18,0.15,0.17,0.16,0.15,0.13,0.13,0.12,0.0,0.1,0.1,0.11,0.06,0.08,0.06,0.07,0.0,0.0,0.0,0.11,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/30/2021,9.84,8.2,9.3,7.93,7.46,4.26,2.51,2.01,1.85,2.03,1.85,1.78,1.6,1.58,1.56,1.51,1.32,1.49,1.28,1.25,1.03,1.08,1.14,1.08,0.86,0.81,0.64,0.71,0.66,0.65,0.77,0.59,0.73,0.55,0.61,0.54,0.58,0.42,0.58,0.52,0.51,0.53,0.45,0.43,0.45,0.49,0.5,0.35,0.41,0.34,0.39,0.34,0.37,0.35,0.28,0.34,0.3,0.29,0.32,0.27,0.28,0.27,0.29,0.28,0.31,0.22,0.24,0.25,0.21,0.22,0.23,0.25,0.19,0.19,0.21,0.25,0.21,0.22,0.21,0.17,0.17,0.17,0.18,0.18,0.15,0.17,0.16,0.16,0.13,0.13,0.12,0.0,0.11,0.1,0.11,0.06,0.08,0.06,0.07,0.0,0.0,0.0,0.1,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/31/2021,9.76,8.2,9.27,7.98,7.58,4.29,2.47,2.02,1.86,2.01,1.82,1.76,1.61,1.57,1.53,1.49,1.31,1.47,1.29,1.29,1.05,1.07,1.14,1.08,0.85,0.8,0.65,0.7,0.69,0.67,0.76,0.58,0.73,0.55,0.61,0.52,0.57,0.43,0.58,0.53,0.51,0.53,0.45,0.42,0.46,0.49,0.5,0.35,0.41,0.35,0.38,0.34,0.37,0.35,0.29,0.34,0.3,0.29,0.32,0.27,0.28,0.27,0.29,0.28,0.32,0.22,0.24,0.25,0.21,0.22,0.23,0.25,0.2,0.19,0.21,0.25,0.22,0.22,0.21,0.17,0.17,0.17,0.18,0.18,0.15,0.17,0.16,0.16,0.13,0.13,0.12,0.0,0.1,0.11,0.11,0.06,0.08,0.06,0.07,0.0,0.0,0.0,0.1,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/01/2021,9.76,8.2,9.27,7.98,7.58,4.29,2.47,2.02,1.86,2.01,1.82,1.76,1.61,1.57,1.53,1.49,1.31,1.47,1.29,1.29,1.05,1.07,1.14,1.08,0.85,0.8,0.65,0.7,0.69,0.67,0.76,0.58,0.73,0.55,0.61,0.52,0.57,0.43,0.58,0.53,0.51,0.53,0.45,0.42,0.46,0.49,0.5,0.35,0.41,0.35,0.38,0.34,0.37,0.35,0.29,0.34,0.3,0.29,0.32,0.27,0.28,0.27,0.29,0.28,0.32,0.22,0.24,0.25,0.21,0.22,0.23,0.25,0.2,0.19,0.21,0.25,0.22,0.22,0.21,0.17,0.17,0.17,0.18,0.18,0.15,0.17,0.16,0.16,0.13,0.13,0.12,0.0,0.1,0.11,0.11,0.06,0.08,0.06,0.07,0.0,0.0,0.0,0.1,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/02/2021,9.76,8.27,9.43,8.08,7.5,4.39,2.48,2.02,1.85,2.03,1.81,1.75,1.6,1.55,1.53,1.48,1.3,1.46,1.28,1.27,1.04,1.05,1.14,1.08,0.84,0.79,0.63,0.71,0.68,0.66,0.76,0.57,0.72,0.54,0.61,0.51,0.58,0.42,0.58,0.53,0.51,0.52,0.44,0.43,0.45,0.49,0.5,0.35,0.42,0.35,0.38,0.33,0.37,0.35,0.28,0.33,0.29,0.28,0.32,0.27,0.28,0.26,0.29,0.27,0.31,0.22,0.24,0.25,0.21,0.22,0.23,0.25,0.19,0.18,0.21,0.25,0.21,0.22,0.21,0.17,0.17,0.16,0.18,0.18,0.15,0.17,0.16,0.16,0.13,0.13,0.12,0.0,0.1,0.1,0.11,0.06,0.08,0.06,0.07,0.0,0.0,0.0,0.1,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/03/2021,9.73,8.41,9.37,8.16,7.42,4.4,2.47,2.04,1.87,2.02,1.82,1.73,1.6,1.53,1.53,1.46,1.31,1.45,1.28,1.27,1.03,1.05,1.14,1.09,0.84,0.79,0.64,0.7,0.68,0.65,0.76,0.57,0.71,0.54,0.61,0.51,0.58,0.42,0.58,0.53,0.51,0.52,0.44,0.43,0.45,0.49,0.5,0.35,0.41,0.34,0.37,0.33,0.37,0.34,0.28,0.33,0.29,0.29,0.32,0.26,0.28,0.26,0.29,0.27,0.32,0.21,0.24,0.25,0.21,0.22,0.23,0.25,0.19,0.19,0.21,0.25,0.21,0.22,0.21,0.17,0.17,0.16,0.19,0.18,0.15,0.17,0.16,0.15,0.13,0.13,0.12,0.0,0.1,0.1,0.11,0.06,0.08,0.06,0.07,0.0,0.0,0.0,0.1,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/06/2021,9.68,8.37,9.46,8.1,7.4,4.34,2.51,2.1,1.84,2.06,1.85,1.73,1.58,1.51,1.42,1.45,1.33,1.47,1.26,1.25,1.02,1.06,1.15,1.11,0.84,0.78,0.63,0.71,0.68,0.65,0.77,0.58,0.72,0.54,0.6,0.52,0.58,0.42,0.58,0.53,0.52,0.52,0.4,0.44,0.45,0.49,0.51,0.35,0.41,0.35,0.38,0.33,0.38,0.35,0.28,0.34,0.29,0.29,0.33,0.26,0.28,0.26,0.29,0.27,0.32,0.21,0.24,0.27,0.22,0.22,0.24,0.25,0.19,0.19,0.22,0.25,0.21,0.22,0.21,0.17,0.17,0.17,0.19,0.18,0.15,0.18,0.16,0.17,0.13,0.13,0.12,0.0,0.1,0.1,0.11,0.06,0.08,0.06,0.07,0.0,0.0,0.0,0.1,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/07/2021,9.64,8.37,9.46,8.08,7.52,4.38,2.52,2.1,1.83,2.06,1.85,1.73,1.59,1.5,1.41,1.44,1.32,1.48,1.26,1.25,1.03,1.05,1.15,1.14,0.83,0.78,0.62,0.71,0.67,0.66,0.77,0.57,0.71,0.54,0.6,0.52,0.58,0.41,0.58,0.53,0.52,0.52,0.4,0.45,0.45,0.49,0.51,0.35,0.42,0.34,0.37,0.32,0.38,0.35,0.29,0.33,0.29,0.29,0.33,0.26,0.28,0.26,0.29,0.27,0.32,0.21,0.24,0.27,0.22,0.22,0.24,0.25,0.19,0.18,0.22,0.25,0.21,0.22,0.21,0.17,0.17,0.17,0.19,0.18,0.15,0.18,0.16,0.17,0.13,0.13,0.12,0.0,0.1,0.1,0.11,0.06,0.08,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.08
09/08/2021,9.64,8.37,9.46,8.08,7.52,4.38,2.52,2.1,1.83,2.06,1.85,1.73,1.59,1.5,1.41,1.44,1.32,1.48,1.26,1.25,1.03,1.05,1.15,1.14,0.83,0.78,0.62,0.71,0.67,0.66,0.77,0.57,0.71,0.54,0.6,0.52,0.58,0.41,0.58,0.53,0.52,0.52,0.4,0.45,0.45,0.49,0.51,0.35,0.42,0.34,0.37,0.32,0.38,0.35,0.29,0.33,0.29,0.29,0.33,0.26,0.28,0.26,0.29,0.27,0.32,0.21,0.24,0.27,0.22,0.22,0.24,0.25,0.19,0.18,0.22,0.25,0.21,0.22,0.21,0.17,0.17,0.17,0.19,0.18,0.15,0.18,0.16,0.17,0.13,0.13,0.12,0.0,0.1,0.1,0.11,0.06,0.08,0.06,0.07,0.0,0.0,0.0,0.1,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.08
09/09/2021,9.64,8.37,9.46,8.08,7.52,4.38,2.51,2.1,1.83,2.06,1.85,1.72,1.59,1.5,1.41,1.44,1.32,1.48,1.26,1.25,1.03,1.05,1.15,1.14,0.83,0.78,0.62,0.71,0.67,0.66,0.77,0.57,0.71,0.54,0.6,0.52,0.58,0.41,0.58,0.53,0.52,0.52,0.4,0.45,0.45,0.49,0.51,0.35,0.42,0.34,0.37,0.32,0.38,0.35,0.29,0.33,0.29,0.29,0.33,0.26,0.28,0.26,0.29,0.27,0.32,0.21,0.24,0.27,0.22,0.22,0.24,0.25,0.19,0.18,0.22,0.25,0.21,0.22,0.21,0.17,0.16,0.17,0.18,0.18,0.15,0.17,0.16,0.17,0.13,0.13,0.12,0.0,0.1,0.1,0.11,0.06,0.08,0.06,0.07,0.0,0.0,0.0,0.1,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/10/2021,9.61,8.45,9.61,8.29,7.46,4.44,2.52,2.16,1.82,2.04,1.84,1.69,1.59,1.5,1.37,1.43,1.31,1.42,1.26,1.24,1.04,1.05,1.14,1.11,0.82,0.77,0.6,0.7,0.68,0.64,0.77,0.57,0.69,0.54,0.59,0.51,0.57,0.41,0.58,0.53,0.51,0.52,0.4,0.45,0.45,0.49,0.51,0.36,0.41,0.33,0.37,0.32,0.39,0.35,0.28,0.32,0.29,0.29,0.33,0.26,0.28,0.27,0.29,0.26,0.32,0.21,0.23,0.27,0.22,0.21,0.24,0.24,0.19,0.18,0.22,0.25,0.21,0.22,0.21,0.17,0.16,0.16,0.18,0.18,0.14,0.17,0.16,0.17,0.13,0.13,0.12,0.0,0.1,0.1,0.11,0.06,0.08,0.06,0.07,0.0,0.0,0.0,0.1,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.09
09/13/2021,9.62,8.48,9.55,8.4,7.38,4.39,2.54,2.15,1.81,2.06,1.85,1.61,1.6,1.52,1.37,1.46,1.27,1.4,1.26,1.22,1.04,1.05,1.17,1.1,0.82,0.76,0.61,0.7,0.65,0.64,0.78,0.56,0.71,0.54,0.58,0.51,0.56,0.41,0.58,0.54,0.53,0.52,0.41,0.44,0.46,0.49,0.51,0.34,0.42,0.32,0.37,0.32,0.39,0.35,0.28,0.32,0.29,0.28,0.33,0.26,0.28,0.27,0.29,0.27,0.32,0.21,0.24,0.27,0.22,0.21,0.23,0.25,0.19,0.18,0.21,0.24,0.21,0.22,0.2,0.17,0.16,0.17,0.18,0.18,0.14,0.17,0.16,0.17,0.13,0.13,0.12,0.0,0.11,0.1,0.11,0.06,0.08,0.06,0.07,0.0,0.0,0.0,0.1,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/14/2021,9.61,8.49,9.28,8.24,7.51,4.37,2.57,2.16,1.83,2.07,1.87,1.62,1.62,1.53,1.37,1.46,1.31,1.4,1.29,1.21,1.06,1.06,1.17,1.1,0.82,0.76,0.62,0.71,0.67,0.65,0.74,0.56,0.71,0.54,0.58,0.52,0.57,0.42,0.58,0.54,0.52,0.52,0.4,0.44,0.47,0.49,0.51,0.34,0.42,0.31,0.37,0.32,0.39,0.36,0.28,0.32,0.29,0.29,0.34,0.26,0.28,0.28,0.29,0.27,0.32,0.21,0.24,0.27,0.23,0.21,0.24,0.23,0.19,0.18,0.21,0.25,0.21,0.22,0.21,0.17,0.16,0.17,0.19,0.18,0.14,0.18,0.16,0.18,0.13,0.13,0.12,0.0,0.11,0.1,0.11,0.06,0.07,0.06,0.07,0.0,0.0,0.0,0.1,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
