,iShares MSCI South Korea ETF,Nestle SA ADR,ASML,Roche Holding AG ADR,NVSN.MX,TM,LVMUY,SHOP,R6C2.,AZN,SAP SE ADR,UL,AIA Group Ltd ADR,RY.TO,NVO,CBA.AX,TD.TO,Siemens AG ADR,SONY,HBC2.,SNY,TTE,DGE$.L,OR.PA,BHP,ALV.DE,SE,GSK,6861.T,CSL.AX,BP,BMTA.,RIO,SoftBank Group Corp ADR,SU.PA,6098.T,AI.PA,Airbus SE ADR,ENB.TO,4338.SR,BNS.TO,CNR.TO,DAI.DE,ADYEY,IBE.MC,BNP.PA,BAS.DE,BAM.A.TO,WBC.AX,ENEL.MI,388.HK,Nintendo Co Ltd ADR,SAN,8306.T,DPW.DE,ADS.DE,BMO.TO,DTE.DE,8035.T,4063.T,ABJA.,KER.PA,RKT.L,NAB.AX,BUD,RITN.,6594.T,Bayer AG ADR,BBL,ZURN.SW,ANZ.AX,UBSG.SW,Honda Motor Co Ltd ADR,RELX PLC ADR,EL.PA,CS.PA,6501.T,6367.T,AAL.L,ING,CM.TO,DG.PA,TAK,PUKN.MX,CP.TO,IFX.DE,RMS.PA,LONN.SW,9433.T,NGG,7741.T,WES.AX,DSV.CO,SAF.PA,9983.T,ISP.MI,TRP.TO,6981.T,GLEN.L,BN.PA,8316.T,Lloyds Banking Group PLC ADR,VOW3.DE,6954.T,CNQ.TO,VOD,PHIA.AS,BBVA,INVE B.ST,UG,RI.PA,CRH,8001.T,D05.SI,ATCO A.ST,PRX.AS,CPG.L,BCS,VWS.CO,MFC.TO,MQG.AX,4568.T,ITX.MC,3382.T,MUV2.DE,SU.TO,ABX.TO,8411.T,NDA SE.ST,VOLV B.ST,8058.T,EXPN.L,WOW.AX,6902.T,VNA.DE,RIO.AX,NTR.TO,6273.T,O39.SI,CLNX.MC,ALC.SW,BMW.DE,8031.T,DSY.PA,ERIC,9432.T,TEAM,DB1.DE,KNEBV.HE,6702.T,FERG.L,LSEG.L,8766.T,SPOT,4661.T,AHT.L,GIVN.SW,AMS.MC,9022.T,WCN.TO,AD.AS,2413.T,E,4503.T,SLF.TO,ASSA B.ST,NOK,FMG.AX,ATD.B.TO,4452.T,4911.T,HEXA B.ST,6503.T,4523.T,TCL.AX,HEIA.AS,669.HK,CSU.TO,5108.T,4901.T,4543.T,FNV.TO,VIV.PA,9020.T,GMAB,SAND.ST,6752.T,NESTE.HE,U11.SI,FLTR.L,KBC.BR,PKX,UCG.MI,GMG.AX,4338.SR.1,7733.T,NA.TO,EVO.ST,MRK.DE,4519.T,EWY,NSRGY,RHHBY,SAP,SIEB.,AAGIY,BAM,EADSY,CFR.SW,RELX,SFTBY,SIKA.SW,n/a,NTDOY,BAYA.,HMC,LYG,STLA.MI,DSM.AS,SGO.PA,UMG.AS,ATD.TO,PGHN.SW,STM.PA,RACE.MI,TSCO.L,9434.T,EOAN.DE,EQNR,SSE.L,ENGI.PA,G.MI,SAMPO.HE,B 0 10.20.22,B 0 11.03.22,B 0 08.18.22,IVG.MI,ALIZY,BPYPM,SUM
07/09/2021,5.72,2.08,1.68,1.6,1.3,1.29,1.21,0.97,0.92,0.92,0.89,0.89,0.88,0.84,0.79,0.76,0.75,0.75,0.71,0.7,0.7,0.65,0.65,0.63,0.63,0.6,0.58,0.57,0.57,0.56,0.53,0.52,0.5,0.5,0.49,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.43,0.42,0.42,0.41,0.41,0.41,0.4,0.4,0.4,0.4,0.39,0.39,0.39,0.39,0.39,0.39,0.38,0.38,0.37,0.37,0.37,0.36,0.36,0.35,0.35,0.35,0.35,0.34,0.34,0.33,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.57
01/07/2022,0.0,0.0,1.77,0.0,1.16,1.39,1.23,0.75,0.97,0.95,0.0,0.76,0.0,0.83,0.95,0.71,0.77,0.0,0.88,0.72,0.62,0.69,0.7,0.67,0.49,0.56,0.35,0.58,0.69,0.54,0.53,0.46,0.39,0.0,0.65,0.58,0.47,0.0,0.43,0.0,0.47,0.4,0.38,0.43,0.38,0.46,0.38,0.0,0.32,0.35,0.39,0.0,0.33,0.41,0.36,0.3,0.39,0.35,0.52,0.4,0.38,0.34,0.35,0.4,0.3,0.0,0.37,0.0,0.35,0.38,0.33,0.38,0.0,0.0,0.38,0.36,0.3,0.37,0.32,0.31,0.29,0.32,0.24,0.27,0.37,0.33,0.35,0.32,0.27,0.3,0.32,0.28,0.27,0.25,0.2,0.26,0.25,0.29,0.34,0.24,0.27,0.0,0.22,0.23,0.27,0.23,0.19,0.22,0.26,0.0,0.27,0.23,0.25,0.25,0.25,0.4,0.25,0.23,0.17,0.21,0.3,0.26,0.2,0.2,0.24,0.21,0.18,0.18,0.25,0.21,0.27,0.26,0.19,0.24,0.24,0.15,0.22,0.24,0.2,0.17,0.25,0.19,0.21,0.24,0.17,0.18,0.25,0.17,0.16,0.18,0.25,0.17,0.22,0.18,0.21,0.21,0.24,0.18,0.15,0.19,0.2,0.0,0.2,0.17,0.18,0.17,0.19,0.0,0.0,0.0,0.0,0.18,0.15,0.0,0.16,0.15,0.18,0.2,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.18,0.15,0.0,0.17,0.15,0.17,0.0,0.2,0.18,0.0,0.17,0.15,0.0,0.18,0.0,4.8,2.16,1.61,0.84,0.76,0.67,0.48,0.45,0.45,0.35,0.32,0.32,0.3,0.29,0.29,0.28,0.26,0.25,0.21,0.21,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.16,0.15,0.15,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,76.2
01/12/2022,0.0,0.0,1.73,0.0,1.19,1.41,1.2,0.71,1.01,0.96,0.0,0.77,0.0,0.87,0.92,0.71,0.79,0.0,0.86,0.75,0.63,0.72,0.67,0.65,0.52,0.59,0.33,0.59,0.64,0.52,0.56,0.47,0.42,0.0,0.63,0.53,0.48,0.0,0.45,0.0,0.48,0.41,0.39,0.41,0.38,0.48,0.39,0.0,0.32,0.34,0.39,0.0,0.35,0.44,0.35,0.3,0.4,0.35,0.5,0.39,0.37,0.35,0.36,0.4,0.3,0.0,0.35,0.0,0.37,0.39,0.33,0.4,0.0,0.0,0.35,0.38,0.32,0.37,0.34,0.32,0.3,0.32,0.24,0.27,0.38,0.34,0.33,0.31,0.28,0.3,0.3,0.27,0.27,0.25,0.19,0.27,0.26,0.29,0.35,0.24,0.28,0.0,0.22,0.23,0.3,0.23,0.19,0.24,0.25,0.0,0.26,0.23,0.25,0.26,0.25,0.39,0.25,0.25,0.16,0.21,0.3,0.24,0.2,0.2,0.24,0.21,0.18,0.19,0.25,0.21,0.28,0.25,0.18,0.25,0.23,0.16,0.22,0.23,0.2,0.16,0.23,0.19,0.22,0.22,0.18,0.19,0.23,0.18,0.16,0.17,0.24,0.17,0.24,0.17,0.2,0.21,0.23,0.18,0.15,0.19,0.2,0.0,0.2,0.17,0.18,0.17,0.18,0.0,0.0,0.0,0.0,0.18,0.16,0.0,0.16,0.15,0.18,0.18,0.15,0.17,0.16,0.0,0.0,0.0,0.0,0.17,0.15,0.0,0.17,0.15,0.17,0.0,0.2,0.17,0.0,0.16,0.15,0.0,0.17,0.0,4.83,2.09,1.66,0.83,0.76,0.69,0.46,0.45,0.44,0.33,0.33,0.3,0.34,0.3,0.3,0.28,0.28,0.26,0.2,0.21,0.2,0.19,0.18,0.2,0.18,0.19,0.19,0.17,0.16,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,76.28999999999999
08/18/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.95,39.92,8.03,0.01,0.0,0.0,100.00000000000001
