,2330.TW,700.HK,Alibaba Group Holding Ltd.,005930.KS,3690.HK,NPN.JO,INFY.NS,China Construction Bank Corporation Class H,000660.KS,JD,NIO,HDFC.NS,Ping An Insurance (Group) Company of China Ltd. Class H,2317.TW,Sberbank Russia PJSC Sponsored ADR,BIDU,2454.TW,TCS.NS,Samsung Electronics Co Ltd Pfd  Non-Voting,035420.KS,2269.HK,NTES,PDD,1810.HK,006400.KS,051910.KS,ICICIBANK.NS,1120.SR,1398.HK,005380.KS,2020.HK,035720.KS,China Merchants Bank Co. Ltd. Class H,YUMC,1180.SR,005490.KS,Bank of China Limited Class H,HINDUNILVR.NS,AMXL.MX,ITUB4.SA,2303.TW,BBDC4.SA,BYD Company Limited Class H,000270.KS,068270.KS,2002.TW,B3SA3.SA,AXISBANK.NS,105560.KS,1303.TW,2331.HK,2382.HK,066570.KS,BBCA.JK,012330.KS,2885.TW,BABA,FEMSAUBD.MX,2010.SR,055550.KS,2881.TW,YNDX,BAJFINANCE.NS,175.HK,051900.KS,3711.TW,1216.TW,GFNORTEO.MX,2313.HK,QNBK.QA,HCLTECH.NS,1301.TW,Kweichow Moutai Co. Ltd. Class A,WALMEX.MX,FSR.JO,China Life Insurance Co. Ltd. Class H,TCOM,2882.TW,OTP.BD,036570.KS,Contemporary Amperex Technology Co. Ltd. Class A,1101.TW,WEGE3.SA,BILI,Great Wall Motor Co. Ltd. Class H,2891.TW,MGLU3.SA,6098.HK,BBRI.JK,Airports of Thailand Public Co. Ltd. NVDR,TLKM.JK,086790.KS,PBBANK.KL,ABEV3.SA,2603.TW,EDU,2886.TW,Wuliangye Yibin Co. Ltd. Class A,2357.TW,1093.HK,1109.HK,992.HK,2412.TW,2883.TW,CP All Public Co. Ltd. NVDR,KGH.WA,2319.HK,STATE STREET INSTITUTIONAL LIQ STATE STR,1177.HK,PZU.WA,MARUTI.NS,2688.HK,LI,ASIANPAINT.NS,SBK.JO,LREN3.SA,BHARTIARTL.NS,2890.TW,2301.TW,1066.HK,MTN.JO,XPEV,2887.TW,SBIN.NS,EQTL3.SA,BEKE,Advanced Info Service Public Co. Ltd. NVDR,Aldar Properties - P J S C,5880.TW,033780.KS,SMPH.PM,LT.NS,1801.HK,2884.TW,China Vanke Co. Ltd Class H,ITSA4.SA,2880.TW,ITC.NS,TATASTEEL.NS,BID.JO,2892.TW,MARK.QA,2324.TW,000720.KS,BeiGene Ltd. Sponsored ADR,IQCD.QA,Emirates Telecommunications Group Company PJSC,2382.TW,CSNA3.SA,ZTO Express (Cayman) Inc. Sponsored ADR Class A,028260.KS,SUNPHARMA.NS,018260.KS,VIPS,BMRI.JK,TENAGA.KL,Bangkok Dusit Medical Services Public Co. Ltd. NVDR,1326.TW,Kuwait Finance House K.S.C.,7010.SR,RENT3.SA,Zai Lab Ltd. Sponsored ADR,CITIC Securities Co. Ltd. Class H,PKO.WA,003550.KS,6415.TW,China Merchants Bank Co. Ltd. Class A,IMP.JO,BVT.JO,UPL.NS,010950.KS,DRREDDY.NS,Abu Dhabi Commercial Bank,CIMB.KL,151.HK,2007.HK,2609.TW,M&M.NS,Weichai Power Co. Ltd. Class A,011200.KS,1918.HK,960.HK,PTT Global Chemical Plc NVDR,Siam Cement Public Co. Ltd.(Alien Mkt),207940.KS,BAP,MAYBANK.KL,HINDALCO.NS,ULTRACEMCO.NS,916.HK,WIPRO.NS,CSAN3.SA,3888.HK,GFI.JO,TCS.L,Mobile TeleSystems PJSC Sponsored ADR,010130.KQ,PCHEM.KL,Anhui Conch Cement Company Limited Class H,Agricultural Bank of China Limited Class H,2823.TW,1211.SR,TAL,WuXi AppTec Co. Ltd. Class A,656.HK,010130.KS,Industrial and Commercial Bank of China Limited Class H,Shanghai Fosun Pharmaceutical (Group) Co. Ltd. Class A,3898.HK,914.HK,Hangzhou Silan Microelectronics Co. Ltd. Class A,SUM
07/09/2021,6.82,5.45,4.9,4.47,1.82,1.16,1.01,1.0,0.9,0.87,0.84,0.84,0.83,0.72,0.72,0.71,0.7,0.68,0.67,0.66,0.66,0.65,0.62,0.59,0.56,0.54,0.52,0.5,0.47,0.46,0.44,0.42,0.41,0.41,0.41,0.38,0.38,0.38,0.38,0.37,0.37,0.36,0.36,0.36,0.35,0.32,0.32,0.32,0.31,0.31,0.3,0.3,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.9
07/12/2021,6.9,5.27,4.72,4.44,1.72,1.17,1.03,0.93,0.89,0.87,0.78,0.86,0.82,0.73,0.73,0.69,0.71,0.7,0.67,0.69,0.68,0.64,0.61,0.59,0.55,0.54,0.53,0.5,0.47,0.46,0.44,0.44,0.4,0.41,0.41,0.38,0.39,0.38,0.38,0.38,0.38,0.36,0.36,0.35,0.35,0.32,0.33,0.33,0.3,0.31,0.31,0.3,0.28,0.29,0.29,0.29,0.27,0.28,0.28,0.27,0.28,0.28,0.27,0.28,0.27,0.27,0.27,0.26,0.25,0.26,0.26,0.25,0.25,0.26,0.26,0.23,0.23,0.25,0.25,0.24,0.27,0.25,0.24,0.22,0.23,0.23,0.23,0.22,0.22,0.21,0.22,0.21,0.21,0.21,0.2,0.17,0.21,0.2,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.19,0.19,0.2,0.19,0.19,0.19,0.19,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.19,0.17,0.18,0.18,0.18,0.17,0.17,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.16,0.15,0.16,0.15,0.15,0.15,0.16,0.15,0.14,0.15,0.14,0.16,0.14,0.14,0.15,0.15,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.0,0.13,0.13,0.0,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.66
07/13/2021,6.9,5.27,4.72,4.44,1.72,1.17,1.03,0.93,0.89,0.87,0.78,0.86,0.82,0.73,0.73,0.69,0.71,0.7,0.67,0.69,0.68,0.64,0.61,0.59,0.55,0.54,0.53,0.5,0.47,0.46,0.44,0.44,0.4,0.41,0.41,0.38,0.39,0.38,0.38,0.38,0.38,0.36,0.36,0.35,0.35,0.32,0.33,0.33,0.3,0.31,0.31,0.3,0.28,0.29,0.29,0.29,0.27,0.28,0.28,0.27,0.28,0.28,0.27,0.28,0.27,0.27,0.27,0.26,0.25,0.26,0.26,0.25,0.25,0.26,0.26,0.23,0.23,0.25,0.25,0.24,0.27,0.25,0.24,0.22,0.23,0.23,0.23,0.22,0.22,0.21,0.22,0.21,0.21,0.21,0.2,0.17,0.21,0.2,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.19,0.19,0.2,0.19,0.19,0.19,0.19,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.19,0.17,0.18,0.18,0.18,0.17,0.17,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.16,0.15,0.16,0.15,0.15,0.15,0.16,0.15,0.14,0.15,0.14,0.16,0.14,0.14,0.15,0.15,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.0,0.13,0.13,0.0,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.66
07/16/2021,7.0,5.45,4.82,4.35,1.87,1.15,1.01,0.91,0.88,0.93,0.76,0.86,0.81,0.73,0.72,0.71,0.7,0.67,0.65,0.71,0.69,0.67,0.62,0.61,0.55,0.52,0.54,0.48,0.46,0.45,0.46,0.42,0.4,0.4,0.39,0.38,0.38,0.37,0.38,0.39,0.38,0.37,0.38,0.35,0.34,0.3,0.35,0.33,0.3,0.31,0.3,0.29,0.28,0.29,0.29,0.27,0.28,0.28,0.28,0.27,0.28,0.27,0.27,0.29,0.27,0.27,0.26,0.26,0.25,0.26,0.26,0.25,0.25,0.25,0.24,0.23,0.23,0.25,0.24,0.22,0.27,0.24,0.25,0.24,0.25,0.23,0.24,0.21,0.22,0.21,0.22,0.2,0.21,0.21,0.15,0.19,0.21,0.21,0.21,0.22,0.2,0.2,0.2,0.21,0.2,0.19,0.19,0.0,0.19,0.19,0.19,0.19,0.18,0.19,0.18,0.2,0.19,0.19,0.18,0.18,0.18,0.16,0.19,0.18,0.18,0.17,0.17,0.18,0.17,0.17,0.16,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.17,0.16,0.15,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.14,0.14,0.15,0.14,0.15,0.14,0.15,0.13,0.14,0.14,0.14,0.14,0.14,0.0,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.13,0.12,0.0,0.12,0.13,0.0,0.12,0.12,0.0,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,76.7
07/19/2021,7.05,5.49,4.91,4.37,1.82,1.19,1.02,0.91,0.88,0.92,0.73,0.85,0.81,0.74,0.71,0.71,0.72,0.67,0.66,0.72,0.71,0.68,0.61,0.61,0.55,0.5,0.54,0.48,0.46,0.45,0.47,0.42,0.41,0.4,0.39,0.38,0.38,0.37,0.4,0.38,0.38,0.37,0.34,0.35,0.34,0.3,0.35,0.33,0.29,0.31,0.32,0.29,0.27,0.29,0.29,0.27,0.29,0.28,0.28,0.27,0.29,0.27,0.27,0.27,0.26,0.28,0.26,0.26,0.24,0.26,0.27,0.25,0.25,0.26,0.24,0.22,0.22,0.26,0.24,0.23,0.27,0.24,0.25,0.24,0.24,0.23,0.25,0.22,0.21,0.21,0.22,0.2,0.21,0.21,0.15,0.19,0.21,0.21,0.21,0.23,0.2,0.19,0.2,0.21,0.19,0.19,0.19,0.0,0.19,0.19,0.18,0.21,0.17,0.18,0.18,0.19,0.18,0.19,0.18,0.18,0.18,0.16,0.18,0.18,0.18,0.16,0.17,0.18,0.17,0.17,0.16,0.18,0.17,0.17,0.15,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.14,0.14,0.15,0.14,0.15,0.14,0.15,0.13,0.14,0.14,0.14,0.14,0.14,0.0,0.14,0.14,0.12,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.14,0.14,0.13,0.13,0.0,0.0,0.0,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.12,0.14,0.0,0.0,0.0,0.0,0.0,76.82000000000001
07/27/2021,6.87,5.37,4.91,4.36,1.78,1.23,1.05,0.91,0.86,0.93,0.78,0.85,0.82,0.69,0.71,0.69,0.7,0.68,0.66,0.71,0.7,0.68,0.58,0.62,0.55,0.51,0.54,0.49,0.0,0.45,0.45,0.39,0.41,0.41,0.4,0.39,0.38,0.37,0.4,0.38,0.37,0.36,0.37,0.35,0.35,0.29,0.34,0.32,0.3,0.32,0.31,0.31,0.28,0.3,0.29,0.27,0.29,0.28,0.28,0.27,0.31,0.27,0.28,0.27,0.25,0.28,0.27,0.26,0.24,0.26,0.26,0.25,0.25,0.26,0.24,0.22,0.21,0.27,0.24,0.23,0.26,0.25,0.25,0.24,0.28,0.23,0.25,0.21,0.22,0.2,0.23,0.21,0.21,0.2,0.14,0.18,0.21,0.21,0.2,0.22,0.2,0.19,0.21,0.22,0.19,0.19,0.19,0.0,0.19,0.19,0.19,0.21,0.19,0.19,0.18,0.19,0.19,0.19,0.19,0.17,0.18,0.18,0.19,0.18,0.19,0.16,0.18,0.18,0.18,0.17,0.16,0.19,0.17,0.17,0.15,0.17,0.17,0.17,0.18,0.16,0.17,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.15,0.13,0.14,0.14,0.14,0.14,0.14,0.0,0.14,0.15,0.0,0.14,0.14,0.13,0.13,0.14,0.14,0.13,0.14,0.14,0.13,0.14,0.15,0.0,0.13,0.13,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.13,0.13,0.15,0.46,0.14,0.13,0.13,0.12,76.85
