,MORN,POOL,MCY,MSFT,WST,DGX,TGT,TTC,INTU,TROW,UPS,OKE,AOS,EXR,LAD,LOW,TSCO,LECO,LII,NDAQ,SYK,MDT,GGG,ETN,PM,XYL,HRC,CMCSA,TXN,UNH,CSL,RSG,AXP,WM,HUBB,AGO,EXPD,JNJ,ADI,JBHT,ALB,SBUX,NEE,PEP,RJF,AFG,ALL,ANTM,EMR,CUBE,BLK,EVR,CPT,HSY,MAA,UDR,SHW,DOV,GPC,NSC,BMY,ELS,AVB,RHI,GD,TRV,MPC,DUK,UGI,HON,JPM,ABC,PEG,CSCO,BOKF,ATR,ESS,RBC,IPG,CINF,AJG,CMA,IDA,KO,WHR,INGR,PPG,IP,OMC,MO,USB,SO,SYY,CMI,MAN,XEL,AMP,MCHP,SLGN,CFR,LNT,FRT,SJM,ORI,GLW,AVY,AIZ,MDU,CASY,NFG,NNN,LEG,STLD,WSM,SNA,FHN,PBCT,IRM,ADM,LNC,NUE,BEN,WLK,WBA,RS,DTE,DTM WI,Cash,n/a,DTM,AON,XLNX,HD,STE,NDSN,APH,MMC,MCO,PG,COST,BR,BRO,NKE,CE,CBOE,PAYX,ADP,CB,ROP,SCI,PFE,ARE,THG,ROK,WTRG,LHX,DCI,AEP,EVRG,KR,SLVM WI,RRX,SLVM,SUM
09/20/2021,0.92,0.86,0.75,0.91,1.03,0.96,0.82,0.78,0.94,0.87,0.74,0.75,0.78,0.9,0.75,0.84,0.88,0.8,0.73,0.89,0.85,0.83,0.81,0.84,0.81,0.88,1.04,0.77,0.81,0.81,0.81,0.89,0.76,0.87,0.81,0.78,0.8,0.78,0.81,0.8,1.06,0.83,0.9,0.83,0.8,0.81,0.79,0.75,0.79,0.89,0.81,0.77,0.88,0.78,0.88,0.84,0.85,0.86,0.73,0.71,0.72,0.86,0.82,0.88,0.81,0.8,0.71,0.78,0.72,0.77,0.77,0.81,0.79,0.83,0.74,0.67,0.81,0.85,0.85,0.76,0.79,0.76,0.81,0.78,0.75,0.72,0.67,0.71,0.68,0.76,0.74,0.81,0.74,0.73,0.75,0.75,0.81,0.82,0.74,0.75,0.79,0.76,0.71,0.69,0.7,0.8,0.8,0.72,0.73,0.72,0.72,0.68,0.75,0.83,0.71,0.65,0.67,0.77,0.72,0.76,0.78,0.71,0.67,0.69,0.66,0.66,0.0,0.0,0.18,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/21/2021,0.92,0.85,0.74,0.92,1.03,0.95,0.83,0.77,0.95,0.88,0.74,0.78,0.75,0.9,0.8,0.85,0.89,0.81,0.72,0.88,0.84,0.82,0.81,0.85,0.81,0.88,1.03,0.79,0.82,0.82,0.82,0.88,0.77,0.86,0.79,0.77,0.79,0.78,0.81,0.81,1.06,0.79,0.89,0.82,0.8,0.83,0.78,0.76,0.79,0.89,0.79,0.77,0.87,0.78,0.87,0.83,0.84,0.85,0.75,0.71,0.71,0.85,0.81,0.89,0.79,0.79,0.73,0.78,0.71,0.76,0.77,0.81,0.79,0.82,0.74,0.66,0.82,0.84,0.85,0.76,0.81,0.78,0.79,0.77,0.74,0.74,0.66,0.71,0.68,0.76,0.75,0.8,0.75,0.72,0.74,0.73,0.82,0.83,0.75,0.75,0.78,0.76,0.7,0.69,0.7,0.79,0.78,0.71,0.73,0.74,0.71,0.67,0.76,0.87,0.72,0.65,0.69,0.76,0.75,0.77,0.81,0.71,0.66,0.71,0.66,0.66,0.0,0.0,0.24,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
09/22/2021,0.92,0.85,0.74,0.92,1.03,0.95,0.83,0.77,0.95,0.88,0.74,0.78,0.75,0.9,0.8,0.85,0.89,0.81,0.72,0.88,0.84,0.82,0.81,0.85,0.81,0.88,1.03,0.79,0.82,0.82,0.82,0.88,0.77,0.86,0.79,0.77,0.79,0.78,0.81,0.81,1.06,0.79,0.89,0.82,0.8,0.83,0.78,0.76,0.79,0.89,0.79,0.77,0.87,0.78,0.87,0.83,0.84,0.85,0.75,0.71,0.71,0.85,0.81,0.89,0.79,0.79,0.73,0.78,0.71,0.76,0.77,0.81,0.79,0.82,0.74,0.66,0.82,0.84,0.85,0.76,0.81,0.78,0.79,0.77,0.74,0.74,0.66,0.71,0.68,0.76,0.75,0.8,0.75,0.72,0.74,0.73,0.82,0.83,0.75,0.75,0.78,0.76,0.7,0.69,0.7,0.79,0.78,0.71,0.73,0.74,0.71,0.67,0.76,0.87,0.72,0.65,0.69,0.76,0.75,0.77,0.81,0.71,0.66,0.71,0.66,0.66,0.0,0.0,0.24,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
09/23/2021,0.92,0.85,0.74,0.92,1.03,0.95,0.83,0.77,0.95,0.88,0.74,0.78,0.75,0.9,0.8,0.85,0.89,0.81,0.72,0.88,0.84,0.82,0.81,0.85,0.81,0.88,1.03,0.79,0.82,0.82,0.82,0.88,0.77,0.86,0.79,0.77,0.79,0.78,0.81,0.81,1.06,0.79,0.89,0.82,0.8,0.83,0.78,0.76,0.79,0.89,0.79,0.77,0.87,0.78,0.87,0.83,0.84,0.85,0.75,0.71,0.71,0.85,0.81,0.89,0.79,0.79,0.73,0.78,0.71,0.76,0.77,0.81,0.79,0.82,0.74,0.66,0.82,0.84,0.85,0.76,0.81,0.78,0.79,0.77,0.74,0.74,0.66,0.71,0.68,0.76,0.75,0.8,0.75,0.72,0.74,0.73,0.82,0.83,0.75,0.75,0.78,0.76,0.7,0.69,0.7,0.79,0.78,0.71,0.73,0.74,0.71,0.67,0.76,0.87,0.72,0.65,0.69,0.76,0.75,0.77,0.81,0.71,0.66,0.71,0.66,0.66,0.0,0.0,0.24,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
09/24/2021,0.93,0.85,0.74,0.92,1.02,0.96,0.84,0.77,0.94,0.88,0.74,0.78,0.74,0.89,0.8,0.87,0.89,0.81,0.71,0.88,0.84,0.83,0.8,0.85,0.81,0.88,1.04,0.79,0.82,0.83,0.83,0.89,0.79,0.86,0.79,0.78,0.78,0.79,0.81,0.8,1.05,0.79,0.87,0.82,0.8,0.83,0.78,0.78,0.78,0.88,0.79,0.77,0.87,0.79,0.86,0.83,0.84,0.85,0.75,0.71,0.72,0.85,0.81,0.88,0.8,0.8,0.73,0.77,0.71,0.76,0.78,0.82,0.79,0.82,0.75,0.66,0.81,0.82,0.85,0.75,0.81,0.79,0.81,0.76,0.74,0.73,0.65,0.7,0.69,0.77,0.76,0.79,0.75,0.72,0.71,0.72,0.82,0.83,0.73,0.76,0.78,0.76,0.71,0.69,0.7,0.77,0.78,0.71,0.73,0.73,0.71,0.67,0.75,0.86,0.71,0.66,0.69,0.77,0.75,0.79,0.78,0.71,0.66,0.71,0.66,0.65,0.0,0.0,0.25,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/27/2021,0.82,0.77,0.0,0.83,0.82,0.81,0.81,0.76,0.86,0.79,0.78,0.89,0.73,0.76,0.0,0.82,0.89,0.8,0.0,0.82,0.82,0.8,0.77,0.78,0.79,0.81,0.81,0.75,0.86,0.78,0.8,0.82,0.88,0.81,0.76,0.82,0.84,0.0,0.0,0.77,0.79,0.8,0.78,0.81,0.81,0.79,0.81,0.8,0.77,0.77,0.77,0.82,0.81,0.79,0.8,0.8,0.79,0.77,0.84,0.0,0.0,0.77,0.81,0.82,0.8,0.0,0.88,0.76,0.74,0.78,0.82,0.8,0.77,0.79,0.0,0.0,0.81,0.8,0.84,0.78,0.85,0.0,0.79,0.79,0.0,0.0,0.77,0.79,0.0,0.78,0.86,0.78,0.85,0.0,0.77,0.0,0.81,0.0,0.0,0.0,0.76,0.0,0.8,0.79,0.0,0.81,0.78,0.0,0.0,0.0,0.0,0.0,0.74,0.87,0.8,0.0,0.0,0.74,0.83,0.0,0.74,0.8,0.0,0.77,0.81,0.0,0.0,0.0,0.1,0.0,0.85,0.84,0.84,0.83,0.83,0.83,0.82,0.82,0.82,0.81,0.81,0.81,0.8,0.8,0.8,0.8,0.8,0.8,0.79,0.79,0.78,0.78,0.77,0.77,0.77,0.77,0.75,0.75,0.75,0.69,0.0,0.0,0.0,99.96999999999996
09/28/2021,0.82,0.77,0.0,0.83,0.82,0.81,0.81,0.76,0.86,0.79,0.78,0.89,0.73,0.76,0.0,0.82,0.89,0.8,0.0,0.82,0.82,0.8,0.77,0.78,0.79,0.81,0.81,0.75,0.86,0.78,0.8,0.82,0.88,0.81,0.76,0.82,0.84,0.0,0.0,0.77,0.79,0.8,0.78,0.81,0.81,0.79,0.81,0.8,0.77,0.77,0.77,0.82,0.81,0.79,0.8,0.8,0.79,0.77,0.84,0.0,0.0,0.77,0.81,0.82,0.8,0.0,0.88,0.76,0.74,0.78,0.82,0.8,0.77,0.79,0.0,0.0,0.81,0.8,0.84,0.78,0.85,0.0,0.79,0.79,0.0,0.0,0.77,0.79,0.0,0.78,0.86,0.78,0.85,0.0,0.77,0.0,0.81,0.0,0.0,0.0,0.76,0.0,0.8,0.79,0.0,0.81,0.78,0.0,0.0,0.0,0.0,0.0,0.74,0.87,0.8,0.0,0.0,0.74,0.83,0.0,0.74,0.8,0.0,0.77,0.81,0.0,0.0,0.0,0.1,0.0,0.85,0.84,0.84,0.83,0.83,0.83,0.82,0.82,0.82,0.81,0.81,0.81,0.8,0.8,0.8,0.8,0.8,0.8,0.79,0.79,0.78,0.78,0.77,0.77,0.77,0.77,0.75,0.75,0.75,0.69,0.0,0.0,0.0,99.96999999999996
09/29/2021,0.83,0.77,0.0,0.83,0.82,0.81,0.8,0.75,0.86,0.79,0.78,0.89,0.73,0.74,0.0,0.82,0.89,0.8,0.0,0.82,0.82,0.8,0.77,0.77,0.79,0.81,0.81,0.75,0.87,0.78,0.8,0.82,0.89,0.82,0.75,0.81,0.84,0.0,0.0,0.79,0.78,0.8,0.77,0.81,0.83,0.79,0.8,0.8,0.77,0.76,0.77,0.82,0.8,0.8,0.8,0.79,0.78,0.76,0.84,0.0,0.0,0.76,0.8,0.83,0.8,0.0,0.88,0.76,0.74,0.78,0.83,0.8,0.77,0.79,0.0,0.0,0.8,0.8,0.85,0.79,0.86,0.0,0.78,0.79,0.0,0.0,0.78,0.79,0.0,0.78,0.87,0.78,0.85,0.0,0.76,0.0,0.82,0.0,0.0,0.0,0.76,0.0,0.79,0.79,0.0,0.8,0.78,0.0,0.0,0.0,0.0,0.0,0.75,0.88,0.79,0.0,0.0,0.73,0.82,0.0,0.75,0.81,0.0,0.77,0.8,0.0,0.0,0.0,0.1,0.0,0.85,0.85,0.84,0.83,0.83,0.83,0.83,0.82,0.81,0.84,0.82,0.82,0.75,0.82,0.81,0.8,0.8,0.8,0.79,0.78,0.78,0.77,0.78,0.77,0.77,0.78,0.76,0.75,0.75,0.69,0.0,0.0,0.0,99.96999999999996
09/30/2021,0.83,0.77,0.0,0.83,0.82,0.81,0.8,0.75,0.86,0.79,0.78,0.89,0.73,0.74,0.0,0.82,0.89,0.8,0.0,0.82,0.82,0.8,0.77,0.77,0.79,0.81,0.81,0.75,0.87,0.78,0.8,0.82,0.89,0.82,0.75,0.81,0.84,0.0,0.0,0.79,0.78,0.8,0.77,0.81,0.83,0.79,0.8,0.8,0.77,0.76,0.77,0.82,0.8,0.8,0.8,0.79,0.78,0.76,0.84,0.0,0.0,0.76,0.8,0.83,0.8,0.0,0.88,0.76,0.74,0.78,0.83,0.8,0.77,0.79,0.0,0.0,0.8,0.8,0.85,0.79,0.86,0.0,0.78,0.79,0.0,0.0,0.78,0.79,0.0,0.78,0.87,0.78,0.85,0.0,0.76,0.0,0.82,0.0,0.0,0.0,0.76,0.0,0.79,0.79,0.0,0.8,0.78,0.0,0.0,0.0,0.0,0.0,0.75,0.88,0.79,0.0,0.0,0.73,0.82,0.0,0.75,0.81,0.0,0.77,0.8,0.0,0.0,0.0,0.1,0.0,0.85,0.85,0.84,0.83,0.83,0.83,0.83,0.82,0.81,0.84,0.82,0.82,0.75,0.82,0.81,0.8,0.8,0.8,0.79,0.78,0.78,0.77,0.78,0.77,0.77,0.78,0.76,0.75,0.75,0.69,0.0,0.0,0.0,99.96999999999996
10/01/2021,0.81,0.75,0.0,0.8,0.78,0.78,0.79,0.77,0.82,0.76,0.79,0.92,0.73,0.75,0.0,0.83,0.89,0.8,0.0,0.81,0.81,0.79,0.77,0.77,0.78,0.79,0.82,0.74,0.86,0.78,0.8,0.8,0.89,0.81,0.77,0.8,0.83,0.0,0.0,0.79,0.76,0.8,0.75,0.81,0.84,0.77,0.8,0.83,0.77,0.76,0.77,0.83,0.81,0.79,0.8,0.79,0.76,0.76,0.85,0.0,0.0,0.75,0.8,0.83,0.81,0.0,0.9,0.76,0.75,0.78,0.86,0.81,0.78,0.78,0.0,0.0,0.8,0.84,0.84,0.8,0.85,0.0,0.8,0.78,0.0,0.0,0.78,0.81,0.0,0.79,0.89,0.78,0.87,0.0,0.78,0.0,0.83,0.0,0.0,0.0,0.75,0.0,0.81,0.8,0.0,0.8,0.79,0.0,0.0,0.0,0.0,0.0,0.79,0.9,0.81,0.0,0.0,0.74,0.85,0.0,0.78,0.8,0.0,0.78,0.83,0.0,0.0,0.0,0.1,0.0,0.83,0.83,0.85,0.81,0.84,0.83,0.81,0.78,0.81,0.82,0.82,0.8,0.74,0.84,0.81,0.79,0.8,0.8,0.78,0.78,0.77,0.77,0.78,0.77,0.77,0.78,0.77,0.75,0.75,0.71,0.0,0.0,0.0,99.99999999999996
10/04/2021,0.81,0.75,0.0,0.8,0.78,0.78,0.79,0.77,0.82,0.76,0.79,0.92,0.73,0.75,0.0,0.83,0.89,0.8,0.0,0.81,0.81,0.79,0.77,0.77,0.78,0.79,0.82,0.74,0.86,0.78,0.8,0.8,0.89,0.81,0.77,0.8,0.83,0.0,0.0,0.79,0.76,0.8,0.75,0.81,0.84,0.77,0.8,0.83,0.77,0.76,0.77,0.83,0.81,0.79,0.8,0.79,0.76,0.76,0.85,0.0,0.0,0.75,0.8,0.83,0.81,0.0,0.9,0.76,0.75,0.78,0.86,0.81,0.78,0.78,0.0,0.0,0.8,0.84,0.84,0.8,0.85,0.0,0.8,0.78,0.0,0.0,0.78,0.81,0.0,0.79,0.89,0.78,0.87,0.0,0.78,0.0,0.83,0.0,0.0,0.0,0.75,0.0,0.81,0.8,0.0,0.8,0.79,0.0,0.0,0.0,0.0,0.0,0.79,0.9,0.81,0.0,0.0,0.74,0.85,0.0,0.78,0.8,0.0,0.78,0.83,0.0,0.0,0.0,0.1,0.0,0.83,0.83,0.85,0.81,0.84,0.83,0.81,0.78,0.81,0.82,0.82,0.8,0.74,0.84,0.81,0.79,0.8,0.8,0.78,0.78,0.77,0.77,0.78,0.77,0.77,0.78,0.77,0.75,0.75,0.71,0.0,0.0,0.0,99.99999999999996
10/05/2021,0.79,0.74,0.0,0.8,0.78,0.79,0.78,0.76,0.82,0.75,0.78,0.92,0.71,0.74,0.0,0.82,0.88,0.79,0.0,0.83,0.81,0.79,0.75,0.76,0.76,0.76,0.83,0.77,0.86,0.77,0.79,0.81,0.87,0.81,0.76,0.83,0.83,0.0,0.0,0.78,0.78,0.8,0.77,0.81,0.84,0.77,0.81,0.81,0.77,0.76,0.76,0.82,0.81,0.8,0.81,0.81,0.77,0.76,0.85,0.0,0.0,0.76,0.81,0.83,0.82,0.0,0.9,0.78,0.76,0.78,0.86,0.8,0.8,0.78,0.0,0.0,0.81,0.87,0.83,0.79,0.86,0.0,0.81,0.79,0.0,0.0,0.78,0.8,0.0,0.75,0.89,0.79,0.86,0.0,0.77,0.0,0.82,0.0,0.0,0.0,0.76,0.0,0.82,0.82,0.0,0.79,0.79,0.0,0.0,0.0,0.0,0.0,0.75,0.84,0.79,0.0,0.0,0.74,0.85,0.0,0.76,0.78,0.0,0.77,0.82,0.0,0.0,0.0,0.15,0.0,0.83,0.84,0.84,0.79,0.83,0.81,0.81,0.79,0.81,0.83,0.83,0.81,0.75,0.83,0.82,0.84,0.82,0.8,0.78,0.79,0.78,0.78,0.78,0.77,0.77,0.79,0.75,0.76,0.76,0.72,0.0,0.0,0.0,99.96999999999996
10/06/2021,0.79,0.74,0.0,0.8,0.78,0.79,0.78,0.76,0.82,0.75,0.78,0.92,0.71,0.74,0.0,0.82,0.88,0.79,0.0,0.83,0.81,0.79,0.75,0.76,0.76,0.76,0.83,0.77,0.86,0.77,0.79,0.81,0.87,0.81,0.76,0.83,0.83,0.0,0.0,0.78,0.78,0.8,0.77,0.81,0.84,0.77,0.81,0.81,0.77,0.76,0.76,0.82,0.81,0.8,0.81,0.81,0.77,0.76,0.85,0.0,0.0,0.76,0.81,0.83,0.82,0.0,0.9,0.78,0.76,0.78,0.86,0.8,0.8,0.78,0.0,0.0,0.81,0.87,0.83,0.79,0.86,0.0,0.81,0.79,0.0,0.0,0.78,0.8,0.0,0.75,0.89,0.79,0.86,0.0,0.77,0.0,0.82,0.0,0.0,0.0,0.76,0.0,0.82,0.82,0.0,0.79,0.79,0.0,0.0,0.0,0.0,0.0,0.75,0.84,0.79,0.0,0.0,0.74,0.85,0.0,0.76,0.78,0.0,0.77,0.82,0.0,0.0,0.0,0.15,0.0,0.83,0.84,0.84,0.79,0.83,0.81,0.81,0.79,0.81,0.83,0.83,0.81,0.75,0.83,0.82,0.84,0.82,0.8,0.78,0.79,0.78,0.78,0.78,0.77,0.77,0.79,0.75,0.76,0.76,0.72,0.0,0.0,0.0,99.96999999999996
10/07/2021,0.78,0.74,0.0,0.8,0.75,0.76,0.77,0.77,0.8,0.74,0.76,0.95,0.71,0.74,0.0,0.83,0.85,0.81,0.0,0.81,0.8,0.79,0.75,0.75,0.77,0.73,0.83,0.78,0.84,0.76,0.8,0.8,0.89,0.81,0.76,0.84,0.79,0.0,0.0,0.77,0.76,0.8,0.78,0.81,0.85,0.78,0.8,0.8,0.76,0.75,0.75,0.86,0.83,0.81,0.82,0.82,0.78,0.76,0.85,0.0,0.0,0.76,0.82,0.84,0.82,0.0,0.92,0.8,0.79,0.78,0.87,0.79,0.8,0.77,0.0,0.0,0.82,0.87,0.84,0.78,0.86,0.0,0.81,0.79,0.0,0.0,0.78,0.77,0.0,0.76,0.9,0.79,0.88,0.0,0.79,0.0,0.82,0.0,0.0,0.0,0.77,0.0,0.83,0.83,0.0,0.79,0.78,0.0,0.0,0.0,0.0,0.0,0.75,0.8,0.81,0.0,0.0,0.75,0.86,0.0,0.74,0.77,0.0,0.76,0.82,0.0,0.0,0.0,0.19,0.0,0.83,0.82,0.84,0.8,0.84,0.81,0.81,0.78,0.81,0.81,0.81,0.83,0.76,0.84,0.82,0.86,0.81,0.8,0.78,0.8,0.77,0.79,0.78,0.76,0.78,0.78,0.76,0.78,0.76,0.7,0.04,0.0,0.0,100.02999999999996
10/08/2021,0.78,0.74,0.0,0.8,0.75,0.76,0.77,0.77,0.8,0.74,0.76,0.95,0.71,0.74,0.0,0.83,0.85,0.81,0.0,0.81,0.8,0.79,0.75,0.75,0.77,0.73,0.83,0.78,0.84,0.76,0.8,0.8,0.89,0.81,0.76,0.84,0.79,0.0,0.0,0.77,0.76,0.8,0.78,0.81,0.85,0.78,0.8,0.8,0.76,0.75,0.75,0.86,0.83,0.81,0.82,0.82,0.78,0.76,0.85,0.0,0.0,0.76,0.82,0.84,0.82,0.0,0.92,0.8,0.79,0.78,0.87,0.79,0.8,0.77,0.0,0.0,0.82,0.87,0.84,0.78,0.86,0.0,0.81,0.79,0.0,0.0,0.78,0.77,0.0,0.76,0.9,0.79,0.88,0.0,0.79,0.0,0.82,0.0,0.0,0.0,0.77,0.0,0.83,0.83,0.0,0.79,0.78,0.0,0.0,0.0,0.0,0.0,0.75,0.8,0.81,0.0,0.0,0.75,0.86,0.0,0.74,0.77,0.0,0.76,0.82,0.0,0.0,0.0,0.19,0.0,0.83,0.82,0.84,0.8,0.84,0.81,0.81,0.78,0.81,0.81,0.81,0.83,0.76,0.84,0.82,0.86,0.81,0.8,0.78,0.8,0.77,0.79,0.78,0.76,0.78,0.78,0.76,0.78,0.76,0.7,0.04,0.0,0.0,100.02999999999996
10/11/2021,0.8,0.74,0.0,0.82,0.75,0.76,0.76,0.76,0.8,0.73,0.76,0.94,0.73,0.74,0.0,0.82,0.84,0.81,0.0,0.82,0.79,0.78,0.75,0.76,0.76,0.74,0.83,0.77,0.85,0.76,0.79,0.82,0.88,0.81,0.76,0.84,0.79,0.0,0.0,0.79,0.78,0.8,0.79,0.82,0.85,0.81,0.79,0.79,0.77,0.75,0.75,0.86,0.83,0.83,0.82,0.81,0.8,0.76,0.85,0.0,0.0,0.76,0.81,0.84,0.82,0.0,0.9,0.8,0.77,0.78,0.87,0.77,0.78,0.76,0.0,0.0,0.82,0.78,0.83,0.8,0.87,0.0,0.81,0.79,0.0,0.0,0.78,0.76,0.0,0.75,0.9,0.79,0.87,0.0,0.78,0.0,0.84,0.0,0.0,0.0,0.76,0.0,0.83,0.83,0.0,0.79,0.79,0.0,0.0,0.0,0.0,0.0,0.73,0.78,0.81,0.0,0.0,0.74,0.87,0.0,0.72,0.78,0.0,0.75,0.8,0.0,0.0,0.0,0.28,0.0,0.83,0.84,0.83,0.81,0.82,0.81,0.81,0.79,0.81,0.82,0.82,0.84,0.76,0.86,0.8,0.87,0.82,0.8,0.78,0.8,0.75,0.78,0.8,0.76,0.77,0.8,0.74,0.78,0.76,0.69,0.03,0.0,0.0,99.98
10/12/2021,0.8,0.74,0.0,0.82,0.75,0.76,0.76,0.76,0.8,0.73,0.76,0.94,0.73,0.74,0.0,0.82,0.84,0.81,0.0,0.82,0.79,0.78,0.75,0.76,0.76,0.74,0.83,0.77,0.85,0.76,0.79,0.82,0.88,0.81,0.76,0.84,0.79,0.0,0.0,0.79,0.78,0.8,0.79,0.82,0.85,0.81,0.79,0.79,0.77,0.75,0.75,0.86,0.83,0.83,0.82,0.81,0.8,0.76,0.85,0.0,0.0,0.76,0.81,0.84,0.82,0.0,0.9,0.8,0.77,0.78,0.87,0.77,0.78,0.76,0.0,0.0,0.82,0.78,0.83,0.8,0.87,0.0,0.81,0.79,0.0,0.0,0.78,0.76,0.0,0.75,0.9,0.79,0.87,0.0,0.78,0.0,0.84,0.0,0.0,0.0,0.76,0.0,0.83,0.83,0.0,0.79,0.79,0.0,0.0,0.0,0.0,0.0,0.73,0.78,0.81,0.0,0.0,0.74,0.87,0.0,0.72,0.78,0.0,0.75,0.8,0.0,0.0,0.0,0.28,0.0,0.83,0.84,0.83,0.81,0.82,0.81,0.81,0.79,0.81,0.82,0.82,0.84,0.76,0.86,0.8,0.87,0.82,0.8,0.78,0.8,0.75,0.78,0.8,0.76,0.77,0.8,0.74,0.78,0.76,0.69,0.03,0.0,0.0,99.98
10/13/2021,0.8,0.74,0.0,0.82,0.75,0.76,0.76,0.76,0.8,0.73,0.76,0.94,0.73,0.74,0.0,0.82,0.84,0.81,0.0,0.82,0.79,0.78,0.75,0.76,0.76,0.74,0.83,0.77,0.85,0.76,0.79,0.82,0.88,0.81,0.76,0.84,0.79,0.0,0.0,0.79,0.78,0.8,0.79,0.82,0.85,0.81,0.79,0.79,0.77,0.75,0.75,0.86,0.83,0.83,0.82,0.81,0.8,0.76,0.85,0.0,0.0,0.76,0.81,0.84,0.82,0.0,0.9,0.8,0.77,0.78,0.87,0.77,0.78,0.76,0.0,0.0,0.82,0.78,0.83,0.8,0.87,0.0,0.81,0.79,0.0,0.0,0.78,0.76,0.0,0.75,0.9,0.79,0.87,0.0,0.78,0.0,0.84,0.0,0.0,0.0,0.76,0.0,0.83,0.83,0.0,0.79,0.79,0.0,0.0,0.0,0.0,0.0,0.73,0.78,0.81,0.0,0.0,0.74,0.87,0.0,0.72,0.78,0.0,0.75,0.8,0.0,0.0,0.0,0.28,0.0,0.83,0.84,0.83,0.81,0.82,0.81,0.81,0.79,0.81,0.82,0.82,0.84,0.76,0.86,0.8,0.87,0.82,0.8,0.78,0.8,0.75,0.78,0.8,0.76,0.77,0.8,0.74,0.78,0.76,0.69,0.03,0.0,0.0,99.98
10/14/2021,0.8,0.74,0.0,0.82,0.75,0.76,0.76,0.76,0.8,0.73,0.76,0.94,0.73,0.74,0.0,0.82,0.84,0.81,0.0,0.82,0.79,0.78,0.75,0.76,0.76,0.74,0.83,0.77,0.85,0.76,0.79,0.82,0.88,0.81,0.76,0.84,0.79,0.0,0.0,0.79,0.78,0.8,0.79,0.82,0.85,0.81,0.79,0.79,0.77,0.75,0.75,0.86,0.83,0.83,0.82,0.81,0.8,0.76,0.85,0.0,0.0,0.76,0.81,0.84,0.82,0.0,0.9,0.8,0.77,0.78,0.87,0.77,0.78,0.76,0.0,0.0,0.82,0.78,0.83,0.8,0.87,0.0,0.81,0.79,0.0,0.0,0.78,0.76,0.0,0.75,0.9,0.79,0.87,0.0,0.78,0.0,0.84,0.0,0.0,0.0,0.76,0.0,0.83,0.83,0.0,0.79,0.79,0.0,0.0,0.0,0.0,0.0,0.73,0.78,0.81,0.0,0.0,0.74,0.87,0.0,0.72,0.78,0.0,0.75,0.8,0.0,0.0,0.0,0.28,0.0,0.83,0.84,0.83,0.81,0.82,0.81,0.81,0.79,0.81,0.82,0.82,0.84,0.76,0.86,0.8,0.87,0.82,0.8,0.78,0.8,0.75,0.78,0.8,0.76,0.77,0.8,0.74,0.78,0.76,0.69,0.03,0.0,0.0,99.98
10/15/2021,0.8,0.74,0.0,0.81,0.73,0.74,0.77,0.72,0.79,0.71,0.76,0.98,0.73,0.77,0.0,0.84,0.82,0.79,0.0,0.83,0.77,0.76,0.73,0.76,0.75,0.72,0.82,0.7,0.82,0.78,0.8,0.83,0.89,0.83,0.74,0.88,0.79,0.0,0.0,0.78,0.75,0.79,0.76,0.83,0.87,0.81,0.79,0.8,0.74,0.77,0.74,0.89,0.83,0.83,0.82,0.8,0.79,0.75,0.86,0.0,0.0,0.79,0.81,0.85,0.83,0.0,0.93,0.78,0.77,0.77,0.85,0.79,0.76,0.76,0.0,0.0,0.82,0.0,0.82,0.8,0.89,0.0,0.77,0.8,0.0,0.0,0.81,0.78,0.0,0.76,0.9,0.77,0.89,0.0,0.78,0.0,0.85,0.0,0.0,0.0,0.73,0.0,0.82,0.85,0.0,0.77,0.79,0.0,0.0,0.0,0.0,0.0,0.78,0.8,0.8,0.0,0.0,0.72,0.88,0.0,0.75,0.74,0.0,0.76,0.81,0.0,0.0,0.0,0.3,0.0,0.85,0.85,0.85,0.83,0.81,0.8,0.82,0.79,0.81,0.81,0.83,0.87,0.78,0.86,0.82,0.86,0.82,0.82,0.78,0.79,0.75,0.78,0.79,0.76,0.76,0.83,0.72,0.76,0.74,0.69,0.0,0.76,0.04,99.96
