,State Street Instl US Govt MMkt Premier,JPMorgan Chase & Co. 1.04%,GE Capital International Funding Company Unlimited Company 4.42%,CVS Health Corp 5.05%,Verizon Communications Inc. 3.55%,Aercap Ireland Capital DAC 3.15%,Barclays PLC 4.84%,HSBC Holdings plc 1.59%,Santander UK Group Holdings plc 1.53%,Bank of America Corporation 4.25%,The Boeing Company 2.2%,Costar Group Inc 2.8%,Wells Fargo & Company 2.39%,Ally Financial Inc. 8%,ViacomCBS Inc 2.9%,Spirit Realty LP 3.2%,Boston Scientific Corporation 2.65%,T 3.5 09/15/53 144A,Credit Suisse Group AG 5.25%,First Republic Bank San Francisco 4.62%,Citigroup Inc. 1.12%,Morgan Stanley 3.59%,Anheuser-Busch InBev Worldwide Inc. 4.38%,VMware Inc 4.5%,XLIT Ltd. 4.45%,Lennar Corporation 4.75%,Skymiles Ip Limited & Delta Air Lines Incorporated 4.5%,General Motors Company 5%,Aviation Capital Group LLC 1.95%,L3 Harris Technologies Inc 1.8%,Bayer US Finance II LLC 4.38%,Bank of America Corporation 2.83%,Energy Transfer LP 3.75%,AT&T Inc 3.5%,Cigna Corporation 4.38%,"Regency Centers, L.P. 3.7%",Credit Suisse Group AG 1.3%,Comcast Corporation 3.97%,The Boeing Company 2.7%,B.A.T. Capital Corporation 3.56%,B.A.T. Capital Corporation 3.22%,Equitable Financial Life Global Funding 1.8%,B.A.T. Capital Corporation 2.26%,Wells Fargo & Company 4.9%,NatWest Group plc 6%,"Goldman Sachs Group, Inc. 3.85%",Athene Global Funding 2015-1 2.5%,Berry Global Inc 0.95%,Broadcom Inc 3.42%,Avolon Holdings Funding Limited 4.25%,The Boeing Company 5.7%,AbbVie Inc. 4.25%,Bank of America Corporation 2.09%,Oracle Corporation 4%,Teck Resources Limited 5.4%,F&G Global Funding 1.75%,XLIT Ltd. 5.5%,Sysco Corporation 6.6%,Southern Company 5.5%,Micron Technology Inc. 4.18%,Expedia Group Inc 3.8%,General Electric Company 3.45%,Nvidia Corp 3.5%,Standard Chartered plc 2.82%,National Australia Bank Limited 2.33%,Masco Corporation 1.5%,Newmont Corporation 2.25%,Martin Marietta Materials Inc 2.5%,Commonwealth Edison Company 4%,Enterprise Products Operating LP 4.2%,Credit Suisse Group AG 3.09%,FedEx Corporation 4.1%,CenterPoint Energy Resources Corp. 1.75%,MS 5 11/24/25,FiServ Inc. 4.4%,Spectrum Management Holding Company LLC 5.88%,Anheuser-Busch Companies LLC / Anheuser-Busch InBev Worldwide Inc 4.9%,Southwest Airlines Co. 5.25%,VEREIT Operating Partnership L.P 3.1%,NextEra Energy Capital Holdings Inc 2.75%,"Becton, Dickinson and Company 4.68%","Amazon.com, Inc. 2.1%",Oracle Corporation 2.8%,Willis North American Inc. 3.88%,Marathon Oil Corporation 4.4%,Markel Corporation 4.3%,Essential Utilities Inc 2.4%,CMS Energy Corporation 3%,AT&T Inc 3.55%,Martin Marietta Materials Inc 2.4%,Bristol-Myers Squibb Company 4.12%,Standard Chartered plc 3.26%,"Banco Santander, S.A. 2.75%",NiSource Inc. 0.95%,"American Electric Power Co, Inc. 1%","T-Mobile USA, Inc. 2.05%","BP Capital Markets America, Inc. 3.59%",Shell International Finance B.V. 3.12%,Devon Energy Corporation 4.5%,General Motors Financial Company Inc 2.7%,Standard Chartered plc 6%,Macquarie Group Limited 1.63%,Zoetis Inc. 3.9%,"Sabine Pass Liquefaction, LLC 5%","Charter Communications Operating, LLC/Charter Communications Operating Capi",DTE Energy Company 3.4%,Morgan Stanley 2.8%,"Salesforce.com, Inc. 3.7%","Becton, Dickinson and Company 3.7%","Charter Communications Operating, LLC/Charter Communications Operating Capi","Piedmont Natural Gas Company, Inc. 3.5%",General Motors Company 6.25%,New York Life Insurance Company 3.75%,Brookfield Finance Inc. 4.85%,Southwest Airlines Co. 5.12%,Midamerican Energy Company 3.15%,Enbridge Incorporation 2.5%,"Charter Communications Operating, LLC/Charter Communications Operating Capi",Spectrum Management Holding Company LLC 5.5%,Morgan Stanley 1.59%,Athene Global Funding 2015-1 1.45%,Activision Blizzard Inc 4.5%,Chevron Corporation 2%,Virginia Electric and Power Company 3.8%,"Waste Management, Inc. 1.15%",Macquarie Group Limited 2.69%,The Boeing Company 3.25%,Southern Power Company 0.9%,KKR Group Finance Co VIII LLC 3.5%,Athene Global Funding 2015-1 2.55%,Dupont De Nemours Inc 5.32%,"AIA Group Ltd, Hong Kong 3.2%",eBay Inc. 3.65%,Gallagher Aj &Co 2.5%,Brookfield Finance Inc. 2.72%,Anheuser-Busch Companies LLC / Anheuser-Busch InBev Worldwide Inc 3.65%,Amgen Inc. 2.2%,"American Campus Communities Operating Partnership, L.P. 3.88%",Dell International L.L.C. and EMC Corporation 4.9%,Expedia Group Inc 4.62%,"Macquarie Bank Limited, London Branch 3.05%",Southern California Edison Company 4.88%,Philip Morris International Inc. 0.88%,Comcast Corporation 3.95%,"Becton, Dickinson and Company 4.67%",Commonwealth Edison Company 3.12%,Air Lease Corporation 2.88%,Hormel Foods Corp 1.7%,"Simon Property Group, L.P. 1.75%",Commonwealth Bank of Australia 3.3%,Jbs Usa Lux SA/Jbs Usa Food Company/Jbs Usa Finance Inc 3.75%,"Altria Group, Inc. 2.35%",Fidelity National Information Services Inc 1.65%,Wec Energy Group Incorporation 1.38%,Amer Homes 4 Rent L P 3.38%,AT&T Inc 4.5%,Lam Research Corporation 3.75%,Swiss Re Finance (Luxembourg) S.A. 5%,NXP B V / NXP Funding LLC & NXP USA Inc 3.15%,Exxon Mobil Corporation 3%,Exxon Mobil Corporation 2.44%,Nvidia Corp 3.5%,Energy Transfer LP 5.15%,HSBC Holdings plc 2.8%,"Duke Energy Florida, LLC 3.8%",Arch Capital Group Ltd. 3.64%,Crown Castle International Corp. 2.9%,Healthcare Trust of America Holdings LP 3.1%,Avolon Holdings Funding Limited 4.38%,United Health Group Incorporated 2.75%,United Health Group Incorporated 3.25%,Pacific Gas and Electric Company 1.75%,Raytheon Technologies Corporation 5.4%,JPMorgan Chase & Co. 5.5%,American Water Capital Corp 2.3%,Expedia Group Inc 3.6%,Avolon Holdings Funding Limited 5.5%,Pioneer Natural Resources Company 0.75%,"Kinder Morgan, Inc. 3.6%",Duke Energy Ohio 4.3%,"Netflix, Inc. 4.88%",Evergy Inc 2.9%,"American International Group, Inc. 4.5%",Australia and New Zealand Banking Group Limited 2.57%,Southern Company 1.75%,Xcel Energy Inc 2.6%,WRKCO Inc 3%,Virginia Electric and Power Company 4.6%,Ally Financial Inc. 5.75%,Viacom Inc 5.25%,Ally Financial Inc. 4.62%,Blackstone Holdings Finance Co. L.L.C. 2.8%,Comcast Corporation 4.6%,Lam Research Corporation 4%,"NRG Energy, Inc. 2%",GE Cap Funding LLC 4.4%,"Altria Group, Inc. 3.4%",Entergy Corporation 1.9%,Teck Resources Limited 3.9%,"United Air Lines, Inc. 3.1%",SUM
07/09/2021,2.07,1.58,1.54,1.53,1.48,1.45,1.45,1.44,1.3,1.28,1.26,1.21,1.14,1.11,1.1,1.06,1.03,1.0,0.99,0.97,0.94,0.93,0.93,0.92,0.9,0.89,0.87,0.83,0.82,0.81,0.79,0.78,0.77,0.77,0.76,0.75,0.73,0.72,0.72,0.7,0.7,0.7,0.69,0.68,0.67,0.66,0.63,0.62,0.62,0.62,0.61,0.6,0.6,0.59,0.59,0.59,0.59,0.59,0.58,0.57,0.57,0.56,0.56,0.55,0.53,0.53,0.51,0.5,0.5,0.5,0.49,0.49,0.49,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.45,0.44,0.44,0.44,0.44,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.41,0.41,0.41,0.4,0.4,0.4,0.4,0.39,0.39,0.39,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.3,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,103.11
