,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,T,TMO,ABBV,NKE,PEP,CVX,MRK,ACN,AVGO,WMT,LLY,WFC,COST,TXN,DHR,MCD,MDT,QCOM,PM,UPS,HON,ORCL,LIN,NEE,UNP,BMY,C,AMGN,LOW,INTU,SBUX,MS,RTX,BA,AMT,AMAT,GS,BLK,IBM,TGT,CAT,AMD,MMM,GE,DE,NOW,AXP,ISRG,CVS,SCHW,CHTR,XTSLA,SPGI,SQ,ANTM,LMT,ZTS,FIS,LRCX,MU,BKNG,PLD,MDLZ,SYK,MO,CCI,TMUS,GILD,ADP,ZM,PNC,TJX,CI,COP,DUK,USB,TFC,FDX,CB,MMC,BDX,CSX,GM,ATVI,EQIX,EL,CME,UBER,MELI,MRNA,COF,CL,ILMN,ADSK,APD,TWLO,FISV,SNAP,ITW,SO,EW,ICE,NSC,BX,SHW,ETN,MCO,REGN,D,BSX,ADI,IDXX,WM,NXPI,TWTR,DOCU,EMR,HCA,F,GPN,PGR,HUM,BIIB,NEM,DG,VRTX,AON,ECL,CRWD,NOC,FCX,IQV,KLAC,MRVL,EOG,JCI,ROP,ROKU,VEEV,ALGN,MTCH,PINS,MET,EXC,LULU,CMG,TT,SLB,EBAY,KMB,DOW,TROW,PSA,TEL,MSCI,A,ROST,WDAY,LHX,ALXN,PH,CARR,ALL,PRU,MCHP,BK,AIG,PPG,ORLY,BAX,DLR,DXCM,GD,INFO,DD,EA,CNC,AEP,TRV,SRE,SNPS,SPG,APH,CDNS,PANW,APTV,RMD,GE.,YUM,FTNT,SYY,DFS,CTSH,MSI,SBAC,USD,SNOW,ABNB,PLTR,MPC,PXD,MAR,NET,KKR,XLNX,DDOG,TTD,HPQ,AZO,PAYX,SUM
08/31/2021,5.5,5.33,3.39,2.11,2.04,1.94,1.28,1.33,1.29,1.16,1.07,0.93,0.93,0.77,0.81,0.82,0.73,0.77,0.76,0.74,0.64,0.56,0.58,0.54,0.61,0.51,0.59,0.62,0.52,0.51,0.46,0.51,0.5,0.5,0.51,0.45,0.46,0.5,0.48,0.47,0.49,0.49,0.47,0.42,0.48,0.42,0.42,0.39,0.38,0.33,0.38,0.38,0.39,0.39,0.35,0.35,0.36,0.3,0.34,0.36,0.32,0.37,0.31,0.29,0.31,0.3,0.34,0.32,0.29,0.29,0.28,0.32,0.27,0.27,0.28,0.29,0.26,0.29,0.26,0.27,0.26,0.23,0.25,0.25,0.22,0.21,0.23,0.19,0.21,0.2,0.22,0.23,0.21,0.21,0.22,0.2,0.19,0.21,0.21,0.17,0.2,0.21,0.17,0.18,0.19,0.19,0.18,0.15,0.2,0.19,0.17,0.18,0.15,0.15,0.17,0.19,0.17,0.14,0.2,0.28,0.19,0.16,0.16,0.16,0.14,0.14,0.17,0.16,0.16,0.17,0.17,0.16,0.15,0.2,0.17,0.16,0.14,0.16,0.15,0.15,0.21,0.13,0.14,0.15,0.12,0.14,0.15,0.16,0.12,0.11,0.13,0.12,0.12,0.11,0.13,0.12,0.15,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.1,0.13,0.12,0.0,0.11,0.12,0.0,0.0,0.11,0.11,0.11,0.13,0.11,0.1,0.12,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.0,0.12,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.12,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.48000000000002
09/01/2021,5.5,5.33,3.39,2.11,2.04,1.94,1.28,1.33,1.29,1.16,1.07,0.93,0.93,0.77,0.81,0.82,0.73,0.77,0.76,0.74,0.64,0.56,0.58,0.54,0.61,0.51,0.59,0.62,0.52,0.51,0.46,0.51,0.5,0.5,0.51,0.45,0.46,0.5,0.48,0.47,0.49,0.49,0.47,0.42,0.48,0.42,0.42,0.39,0.38,0.33,0.38,0.38,0.39,0.39,0.35,0.35,0.36,0.3,0.34,0.36,0.32,0.37,0.31,0.29,0.31,0.3,0.34,0.32,0.29,0.29,0.28,0.32,0.27,0.27,0.28,0.29,0.26,0.29,0.26,0.27,0.26,0.23,0.25,0.25,0.22,0.21,0.23,0.19,0.21,0.2,0.22,0.23,0.21,0.21,0.22,0.2,0.19,0.21,0.21,0.17,0.2,0.21,0.17,0.18,0.19,0.19,0.18,0.15,0.2,0.19,0.17,0.18,0.15,0.15,0.17,0.19,0.17,0.14,0.2,0.28,0.19,0.16,0.16,0.16,0.14,0.14,0.17,0.16,0.16,0.17,0.17,0.16,0.15,0.2,0.17,0.16,0.14,0.16,0.15,0.15,0.21,0.13,0.14,0.15,0.12,0.14,0.15,0.16,0.12,0.11,0.13,0.12,0.12,0.11,0.13,0.12,0.15,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.1,0.13,0.12,0.0,0.11,0.12,0.0,0.0,0.11,0.11,0.11,0.13,0.11,0.1,0.12,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.0,0.12,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.12,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.48000000000002
09/02/2021,5.64,5.37,3.45,2.14,2.04,1.95,1.27,1.33,1.32,1.14,1.07,0.92,0.93,0.8,0.82,0.82,0.73,0.77,0.74,0.75,0.64,0.55,0.59,0.53,0.6,0.51,0.59,0.61,0.53,0.51,0.46,0.52,0.5,0.5,0.51,0.45,0.46,0.5,0.48,0.48,0.49,0.47,0.47,0.42,0.49,0.41,0.42,0.39,0.38,0.33,0.38,0.38,0.39,0.39,0.34,0.35,0.35,0.3,0.34,0.36,0.32,0.36,0.3,0.28,0.31,0.29,0.33,0.31,0.29,0.29,0.27,0.32,0.27,0.27,0.28,0.3,0.25,0.29,0.26,0.26,0.26,0.23,0.25,0.25,0.21,0.21,0.23,0.19,0.2,0.19,0.22,0.23,0.21,0.21,0.22,0.2,0.19,0.21,0.21,0.17,0.19,0.21,0.17,0.18,0.19,0.18,0.18,0.15,0.19,0.19,0.17,0.18,0.15,0.15,0.18,0.19,0.17,0.14,0.2,0.27,0.18,0.15,0.16,0.16,0.14,0.14,0.16,0.16,0.16,0.16,0.17,0.16,0.15,0.2,0.17,0.16,0.14,0.17,0.15,0.15,0.21,0.14,0.14,0.15,0.12,0.14,0.15,0.16,0.12,0.11,0.13,0.12,0.12,0.11,0.12,0.12,0.15,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.13,0.12,0.1,0.11,0.12,0.0,0.0,0.11,0.11,0.12,0.13,0.11,0.0,0.12,0.11,0.11,0.12,0.11,0.12,0.12,0.13,0.0,0.12,0.11,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.11,0.0,0.1,0.0,0.11,0.12,0.11,0.11,0.0,0.1,0.0,0.0,0.0,0.1,0.12,0.0,0.11,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.57000000000001
09/03/2021,5.61,5.35,3.5,2.14,2.05,1.95,1.27,1.31,1.33,1.14,1.07,0.91,0.92,0.8,0.82,0.82,0.71,0.78,0.74,0.75,0.65,0.54,0.59,0.54,0.6,0.51,0.59,0.61,0.53,0.51,0.46,0.51,0.5,0.49,0.51,0.44,0.45,0.5,0.48,0.48,0.48,0.44,0.47,0.42,0.48,0.42,0.42,0.39,0.38,0.33,0.38,0.38,0.39,0.39,0.34,0.35,0.35,0.31,0.34,0.36,0.33,0.37,0.3,0.28,0.31,0.29,0.33,0.31,0.3,0.29,0.27,0.32,0.27,0.27,0.28,0.3,0.25,0.29,0.27,0.26,0.27,0.23,0.25,0.25,0.22,0.21,0.23,0.19,0.2,0.19,0.22,0.23,0.21,0.21,0.22,0.2,0.19,0.22,0.21,0.15,0.19,0.21,0.17,0.18,0.19,0.18,0.18,0.15,0.2,0.19,0.17,0.17,0.15,0.15,0.18,0.19,0.17,0.14,0.2,0.27,0.18,0.16,0.16,0.16,0.14,0.14,0.17,0.17,0.16,0.16,0.17,0.16,0.15,0.2,0.17,0.16,0.14,0.17,0.15,0.15,0.21,0.13,0.14,0.14,0.12,0.14,0.15,0.16,0.12,0.11,0.13,0.12,0.12,0.11,0.12,0.12,0.15,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.13,0.12,0.1,0.11,0.12,0.0,0.0,0.11,0.11,0.11,0.13,0.11,0.0,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.11,0.12,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.11,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.56
09/06/2021,5.65,5.32,3.48,2.11,2.02,1.93,1.27,1.31,1.32,1.14,1.08,0.89,0.94,0.79,0.82,0.83,0.7,0.77,0.73,0.74,0.66,0.55,0.61,0.54,0.6,0.51,0.59,0.61,0.54,0.52,0.46,0.52,0.46,0.49,0.51,0.44,0.46,0.51,0.47,0.48,0.48,0.43,0.48,0.41,0.49,0.42,0.42,0.38,0.39,0.34,0.38,0.38,0.38,0.4,0.34,0.35,0.35,0.3,0.34,0.36,0.32,0.37,0.3,0.28,0.32,0.29,0.33,0.32,0.29,0.29,0.27,0.31,0.27,0.27,0.28,0.31,0.25,0.3,0.27,0.26,0.27,0.25,0.25,0.24,0.22,0.21,0.23,0.18,0.2,0.19,0.22,0.24,0.2,0.21,0.22,0.2,0.19,0.21,0.21,0.15,0.19,0.2,0.18,0.18,0.19,0.18,0.18,0.15,0.19,0.19,0.17,0.17,0.15,0.15,0.18,0.19,0.17,0.14,0.21,0.28,0.17,0.16,0.16,0.15,0.14,0.14,0.16,0.16,0.16,0.17,0.18,0.16,0.15,0.21,0.17,0.16,0.15,0.17,0.15,0.15,0.21,0.14,0.14,0.14,0.12,0.13,0.15,0.16,0.12,0.11,0.13,0.13,0.12,0.11,0.12,0.12,0.15,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.0,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.11,0.11,0.11,0.13,0.11,0.0,0.12,0.11,0.11,0.12,0.12,0.12,0.13,0.13,0.0,0.12,0.11,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.1,0.11,0.12,0.11,0.11,0.0,0.1,0.0,0.11,0.0,0.0,0.12,0.0,0.11,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.51
09/07/2021,5.68,5.32,3.5,2.11,2.03,1.93,1.25,1.33,1.33,1.13,1.08,0.89,0.94,0.8,0.82,0.83,0.7,0.77,0.73,0.75,0.66,0.54,0.61,0.54,0.6,0.51,0.59,0.61,0.54,0.52,0.46,0.52,0.46,0.49,0.51,0.44,0.46,0.51,0.48,0.48,0.48,0.43,0.48,0.41,0.49,0.42,0.42,0.38,0.39,0.33,0.37,0.38,0.38,0.39,0.33,0.34,0.35,0.3,0.34,0.36,0.32,0.36,0.3,0.28,0.32,0.29,0.33,0.31,0.29,0.28,0.27,0.31,0.26,0.27,0.29,0.31,0.24,0.3,0.27,0.25,0.26,0.27,0.26,0.25,0.22,0.2,0.23,0.18,0.2,0.19,0.22,0.24,0.2,0.21,0.22,0.2,0.19,0.21,0.21,0.15,0.19,0.2,0.17,0.18,0.19,0.18,0.18,0.15,0.19,0.19,0.18,0.17,0.15,0.15,0.19,0.19,0.16,0.14,0.21,0.3,0.17,0.15,0.16,0.15,0.14,0.14,0.16,0.16,0.15,0.17,0.18,0.16,0.15,0.21,0.17,0.16,0.15,0.17,0.15,0.15,0.21,0.14,0.14,0.14,0.12,0.14,0.15,0.16,0.12,0.11,0.13,0.13,0.12,0.11,0.12,0.12,0.15,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.0,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.11,0.11,0.11,0.13,0.11,0.0,0.12,0.11,0.11,0.12,0.12,0.12,0.13,0.13,0.1,0.12,0.11,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.11,0.0,0.1,0.1,0.11,0.12,0.11,0.11,0.0,0.1,0.0,0.11,0.0,0.0,0.12,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.49000000000001
09/08/2021,5.68,5.32,3.5,2.11,2.03,1.93,1.25,1.33,1.33,1.13,1.08,0.89,0.94,0.8,0.82,0.83,0.7,0.77,0.73,0.75,0.66,0.54,0.61,0.54,0.6,0.51,0.59,0.61,0.54,0.52,0.46,0.52,0.46,0.49,0.51,0.44,0.46,0.51,0.48,0.48,0.48,0.43,0.48,0.41,0.49,0.42,0.42,0.38,0.39,0.33,0.37,0.38,0.38,0.39,0.33,0.34,0.35,0.3,0.34,0.36,0.32,0.36,0.3,0.28,0.32,0.29,0.33,0.31,0.29,0.28,0.27,0.31,0.26,0.27,0.29,0.31,0.24,0.3,0.27,0.25,0.26,0.27,0.26,0.25,0.22,0.2,0.23,0.18,0.2,0.19,0.22,0.24,0.2,0.21,0.22,0.2,0.19,0.21,0.21,0.15,0.19,0.2,0.17,0.18,0.19,0.18,0.18,0.15,0.19,0.19,0.18,0.17,0.15,0.15,0.19,0.19,0.16,0.14,0.21,0.3,0.17,0.15,0.16,0.15,0.14,0.14,0.16,0.16,0.15,0.17,0.18,0.16,0.15,0.21,0.17,0.16,0.15,0.17,0.15,0.15,0.21,0.14,0.14,0.14,0.12,0.14,0.15,0.16,0.12,0.11,0.13,0.13,0.12,0.11,0.12,0.12,0.15,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.0,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.11,0.11,0.11,0.13,0.11,0.0,0.12,0.11,0.11,0.12,0.12,0.12,0.13,0.13,0.1,0.12,0.11,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.11,0.0,0.1,0.1,0.11,0.12,0.11,0.11,0.0,0.1,0.0,0.11,0.0,0.0,0.12,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.49000000000001
09/09/2021,5.68,5.32,3.5,2.12,2.03,1.94,1.25,1.34,1.33,1.13,1.08,0.89,0.94,0.8,0.82,0.83,0.7,0.77,0.73,0.75,0.66,0.55,0.61,0.54,0.61,0.51,0.59,0.62,0.54,0.52,0.46,0.52,0.46,0.49,0.51,0.44,0.46,0.51,0.48,0.48,0.48,0.43,0.48,0.41,0.5,0.42,0.43,0.38,0.39,0.34,0.37,0.38,0.38,0.39,0.34,0.34,0.35,0.31,0.34,0.36,0.32,0.36,0.3,0.28,0.32,0.29,0.33,0.31,0.29,0.28,0.27,0.31,0.26,0.27,0.29,0.31,0.24,0.3,0.27,0.25,0.26,0.28,0.26,0.25,0.22,0.2,0.23,0.18,0.2,0.19,0.22,0.24,0.2,0.21,0.22,0.2,0.19,0.21,0.21,0.15,0.19,0.2,0.18,0.18,0.19,0.18,0.18,0.15,0.19,0.19,0.18,0.17,0.15,0.15,0.19,0.19,0.17,0.14,0.21,0.3,0.17,0.16,0.16,0.15,0.14,0.14,0.16,0.16,0.15,0.17,0.18,0.16,0.15,0.21,0.17,0.16,0.15,0.17,0.15,0.15,0.21,0.14,0.14,0.14,0.12,0.14,0.15,0.16,0.12,0.11,0.13,0.13,0.12,0.11,0.12,0.12,0.15,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.0,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.11,0.11,0.11,0.13,0.11,0.0,0.12,0.11,0.11,0.12,0.12,0.12,0.13,0.13,0.1,0.12,0.11,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.11,0.0,0.1,0.1,0.11,0.12,0.11,0.11,0.0,0.1,0.0,0.11,0.0,0.0,0.12,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.64
09/10/2021,5.8,5.33,3.55,2.16,2.05,1.96,1.25,1.33,1.37,1.14,1.07,0.9,0.94,0.81,0.83,0.83,0.71,0.79,0.74,0.75,0.65,0.54,0.63,0.54,0.6,0.51,0.59,0.62,0.54,0.51,0.46,0.53,0.45,0.49,0.5,0.44,0.45,0.51,0.48,0.48,0.48,0.43,0.48,0.41,0.49,0.42,0.43,0.38,0.39,0.33,0.37,0.38,0.39,0.39,0.33,0.34,0.35,0.3,0.34,0.36,0.32,0.37,0.3,0.28,0.32,0.3,0.33,0.31,0.29,0.28,0.27,0.31,0.25,0.27,0.27,0.31,0.24,0.3,0.27,0.25,0.26,0.29,0.25,0.25,0.22,0.2,0.23,0.18,0.2,0.19,0.23,0.24,0.2,0.22,0.22,0.2,0.19,0.21,0.2,0.15,0.19,0.2,0.18,0.18,0.19,0.18,0.18,0.15,0.19,0.19,0.18,0.17,0.15,0.14,0.19,0.18,0.16,0.14,0.21,0.31,0.17,0.15,0.16,0.15,0.14,0.14,0.16,0.17,0.15,0.17,0.18,0.16,0.15,0.21,0.17,0.15,0.15,0.17,0.15,0.15,0.21,0.14,0.14,0.14,0.12,0.13,0.15,0.16,0.12,0.11,0.13,0.13,0.12,0.11,0.12,0.12,0.15,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.12,0.12,0.0,0.0,0.12,0.0,0.0,0.11,0.11,0.11,0.13,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.12,0.13,0.13,0.1,0.12,0.11,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.11,0.0,0.1,0.1,0.11,0.13,0.11,0.11,0.0,0.1,0.0,0.0,0.0,0.1,0.12,0.0,0.11,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.87
09/13/2021,5.74,5.31,3.54,2.15,2.05,1.96,1.25,1.31,1.38,1.14,1.05,0.91,0.93,0.8,0.84,0.84,0.73,0.8,0.73,0.75,0.65,0.54,0.63,0.53,0.6,0.51,0.59,0.61,0.54,0.51,0.46,0.53,0.45,0.49,0.51,0.44,0.44,0.51,0.48,0.48,0.45,0.44,0.49,0.41,0.49,0.42,0.43,0.38,0.38,0.32,0.37,0.39,0.39,0.4,0.33,0.34,0.35,0.29,0.34,0.37,0.33,0.37,0.3,0.28,0.32,0.29,0.33,0.31,0.29,0.29,0.27,0.31,0.26,0.27,0.27,0.3,0.25,0.3,0.27,0.26,0.26,0.29,0.26,0.23,0.22,0.2,0.23,0.19,0.2,0.19,0.23,0.24,0.2,0.22,0.22,0.2,0.18,0.21,0.21,0.15,0.19,0.2,0.17,0.18,0.19,0.18,0.18,0.15,0.19,0.19,0.18,0.17,0.15,0.14,0.18,0.19,0.16,0.14,0.21,0.33,0.17,0.16,0.16,0.15,0.14,0.14,0.16,0.17,0.15,0.17,0.18,0.16,0.15,0.21,0.17,0.15,0.15,0.16,0.15,0.15,0.22,0.14,0.14,0.14,0.12,0.13,0.14,0.16,0.12,0.12,0.13,0.13,0.11,0.11,0.12,0.12,0.16,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.0,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.11,0.12,0.12,0.13,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.11,0.13,0.13,0.1,0.12,0.11,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.11,0.0,0.1,0.1,0.11,0.13,0.11,0.11,0.0,0.1,0.0,0.11,0.0,0.0,0.12,0.0,0.11,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.82000000000001
09/14/2021,5.59,5.33,3.56,2.17,2.03,1.93,1.26,1.34,1.36,1.14,1.05,0.91,0.91,0.8,0.84,0.84,0.73,0.8,0.73,0.75,0.65,0.55,0.63,0.54,0.59,0.52,0.58,0.61,0.55,0.52,0.46,0.54,0.45,0.5,0.51,0.44,0.44,0.52,0.49,0.48,0.46,0.44,0.49,0.42,0.5,0.43,0.42,0.39,0.39,0.33,0.37,0.39,0.39,0.4,0.33,0.34,0.34,0.29,0.35,0.37,0.34,0.37,0.3,0.28,0.32,0.3,0.33,0.31,0.29,0.29,0.27,0.31,0.26,0.27,0.27,0.31,0.25,0.29,0.26,0.26,0.26,0.14,0.26,0.23,0.21,0.2,0.23,0.18,0.2,0.2,0.23,0.24,0.2,0.21,0.22,0.19,0.18,0.21,0.2,0.15,0.19,0.2,0.17,0.18,0.19,0.18,0.18,0.15,0.19,0.2,0.18,0.17,0.15,0.15,0.18,0.19,0.16,0.14,0.2,0.33,0.17,0.16,0.16,0.15,0.14,0.13,0.16,0.17,0.15,0.17,0.18,0.16,0.15,0.21,0.17,0.15,0.15,0.16,0.15,0.15,0.22,0.14,0.14,0.14,0.12,0.13,0.14,0.16,0.12,0.12,0.13,0.12,0.11,0.11,0.12,0.12,0.16,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.0,0.13,0.12,0.0,0.0,0.12,0.11,0.0,0.11,0.12,0.12,0.13,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.12,0.13,0.13,0.1,0.12,0.11,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.11,0.0,0.1,0.1,0.0,0.13,0.11,0.11,0.0,0.1,0.0,0.11,0.0,0.0,0.12,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.63000000000001
09/15/2021,5.59,5.33,3.56,2.17,2.03,1.93,1.26,1.34,1.36,1.14,1.05,0.91,0.91,0.8,0.84,0.84,0.73,0.8,0.73,0.75,0.65,0.55,0.63,0.54,0.59,0.52,0.58,0.61,0.55,0.52,0.46,0.54,0.45,0.5,0.51,0.44,0.44,0.52,0.49,0.48,0.46,0.44,0.49,0.42,0.5,0.43,0.42,0.39,0.39,0.33,0.37,0.39,0.39,0.4,0.33,0.34,0.34,0.29,0.35,0.37,0.34,0.37,0.3,0.28,0.32,0.3,0.33,0.31,0.29,0.29,0.27,0.31,0.26,0.27,0.27,0.31,0.25,0.29,0.26,0.26,0.26,0.14,0.26,0.23,0.21,0.2,0.23,0.18,0.2,0.2,0.23,0.24,0.2,0.21,0.22,0.19,0.18,0.21,0.2,0.15,0.19,0.2,0.17,0.18,0.19,0.18,0.18,0.15,0.19,0.2,0.18,0.17,0.15,0.15,0.18,0.19,0.16,0.14,0.2,0.33,0.17,0.16,0.16,0.15,0.14,0.13,0.16,0.17,0.15,0.17,0.18,0.16,0.15,0.21,0.17,0.15,0.15,0.16,0.15,0.15,0.22,0.14,0.14,0.14,0.12,0.13,0.14,0.16,0.12,0.12,0.13,0.12,0.11,0.11,0.12,0.12,0.16,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.0,0.13,0.12,0.0,0.0,0.12,0.11,0.0,0.11,0.12,0.12,0.13,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.12,0.13,0.13,0.1,0.12,0.11,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.11,0.0,0.1,0.1,0.0,0.13,0.11,0.11,0.0,0.1,0.0,0.11,0.0,0.0,0.12,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.63000000000001
09/16/2021,5.6,5.34,3.54,2.15,2.04,1.95,1.27,1.32,1.37,1.16,1.04,0.91,0.93,0.79,0.85,0.85,0.73,0.8,0.74,0.74,0.66,0.56,0.62,0.54,0.59,0.53,0.58,0.6,0.54,0.52,0.47,0.52,0.45,0.49,0.51,0.45,0.44,0.52,0.49,0.48,0.45,0.45,0.49,0.43,0.49,0.43,0.42,0.39,0.38,0.34,0.37,0.39,0.39,0.4,0.33,0.34,0.35,0.3,0.35,0.36,0.34,0.37,0.3,0.28,0.32,0.3,0.33,0.31,0.29,0.29,0.27,0.3,0.26,0.27,0.27,0.3,0.25,0.29,0.27,0.26,0.26,0.14,0.26,0.23,0.22,0.2,0.23,0.18,0.21,0.2,0.23,0.23,0.2,0.21,0.22,0.2,0.18,0.21,0.2,0.15,0.2,0.2,0.17,0.19,0.19,0.18,0.18,0.15,0.2,0.19,0.18,0.17,0.16,0.15,0.18,0.18,0.16,0.14,0.2,0.31,0.17,0.16,0.16,0.15,0.14,0.13,0.16,0.16,0.15,0.17,0.18,0.16,0.15,0.21,0.17,0.15,0.15,0.16,0.15,0.15,0.22,0.13,0.14,0.14,0.11,0.13,0.14,0.16,0.12,0.12,0.13,0.13,0.11,0.11,0.12,0.12,0.16,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.1,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.11,0.12,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.12,0.13,0.13,0.1,0.12,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.1,0.1,0.0,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.11,0.11,0.11,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.63
