,688202.SS,Cash,688202.SS,688202.SS,688202.SS,688202.SS,688202.SS,688202.SS,688202.SS,SUM
07/09/2021,113.4,100.0,56.43,28.49,1.11,-1.11,-28.49,-56.43,-113.4,99.99999999999997
