,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,TSLA,NVDA,BRK.B,JPM,JNJ,UNH,V,PG,HD,PYPL,DIS,ADBE,BAC,MA,CMCSA,PFE,NFLX,CRM,CSCO,XOM,VZ,ABT,TMO,KO,INTC,PEP,ACN,DHR,LLY,NKE,WMT,COST,AVGO,ABBV,T,MRK,CVX,WFC,MDT,MCD,TXN,NEE,PM,LIN,QCOM,ORCL,HON,MS,INTU,C,BMY,LOW,UNP,UPS,GS,SBUX,AMT,BLK,AMD,NOW,AMGN,ISRG,RTX,IBM,AMAT,BA,TGT,MRNA,DE,GE,CAT,CHTR,CVS,MMM,SCHW,SPGI,AXP,SQ,PLD,ZTS,BKNG,ANTM,MO,SYK,GILD,ADP,LMT,BX,MELI,MDLZ,ADI,TJX,LRCX,CCI,MU,DUK,CB,MMC,PNC,TMUS,EL,FIS,EQIX,USB,COP,TFC,EW,BDX,CI,CSX,SHW,REGN,COF,CME,SO,SNAP,FISV,ILMN,ICE,ETN,ITW,CL,FDX,HCA,AON,NSC,BSX,D,ZM,ADSK,EMR,ATVI,GM,UBER,MCO,APD,WM,IDXX,NXPI,TWLO,ECL,JCI,DOCU,PGR,CMG,HUM,NOC,DXCM,CRWD,A,FCX,ALGN,MSCI,DG,ROP,TWTR,VRTX,KLAC,SNPS,F,WDAY,BIIB,IQV,MRVL,TEL,PSA,TROW,LHX,PLLDA.AX,EBAY,EXC,MET,DLR,TT,AIG,NEM,CARR,KMB,PANW,DOW,GPN,GD,APH,INFO,CDNS,LULU,AEP,SRE,SPG,VEEV,BK,FTNT,RMD,MSI,n/a,MTCH,MCHP,EOG,ORLY,BAX,SNOW,ABNB,PLTR,SLB,MAR,SYY,APTV,PRU,PXD,NET,SIVB,KKR,XLNX,SUM
09/22/2021,5.9,5.81,3.83,2.24,2.17,2.08,1.5,1.41,1.36,1.22,1.11,1.02,0.96,0.91,0.92,0.83,0.85,0.8,0.78,0.77,0.67,0.63,0.67,0.65,0.62,0.6,0.58,0.58,0.61,0.54,0.56,0.55,0.55,0.53,0.47,0.51,0.52,0.52,0.53,0.49,0.5,0.47,0.48,0.5,0.45,0.46,0.47,0.41,0.41,0.41,0.39,0.4,0.39,0.39,0.39,0.37,0.35,0.38,0.34,0.35,0.34,0.34,0.34,0.32,0.32,0.33,0.32,0.32,0.32,0.31,0.33,0.3,0.31,0.33,0.28,0.28,0.28,0.28,0.29,0.27,0.27,0.27,0.28,0.26,0.25,0.24,0.25,0.24,0.23,0.23,0.23,0.22,0.22,0.24,0.21,0.22,0.23,0.22,0.23,0.21,0.21,0.2,0.21,0.2,0.2,0.19,0.19,0.2,0.2,0.2,0.2,0.19,0.19,0.2,0.18,0.18,0.18,0.18,0.19,0.18,0.17,0.18,0.17,0.17,0.17,0.16,0.16,0.17,0.16,0.17,0.17,0.16,0.16,0.15,0.16,0.16,0.15,0.16,0.17,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.15,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.14,0.13,0.14,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.0,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.11,0.13,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.79
09/23/2021,5.9,5.81,3.83,2.24,2.17,2.08,1.5,1.41,1.36,1.22,1.11,1.02,0.96,0.91,0.92,0.83,0.85,0.8,0.78,0.77,0.67,0.63,0.67,0.65,0.62,0.6,0.58,0.58,0.61,0.54,0.56,0.55,0.55,0.53,0.47,0.51,0.52,0.52,0.53,0.49,0.5,0.47,0.48,0.5,0.45,0.46,0.47,0.41,0.41,0.41,0.39,0.4,0.39,0.39,0.39,0.37,0.35,0.38,0.34,0.35,0.34,0.34,0.34,0.32,0.32,0.33,0.32,0.32,0.32,0.31,0.33,0.3,0.31,0.33,0.28,0.28,0.28,0.28,0.29,0.27,0.27,0.27,0.28,0.26,0.25,0.24,0.25,0.24,0.23,0.23,0.23,0.22,0.22,0.24,0.21,0.22,0.23,0.22,0.23,0.21,0.21,0.2,0.21,0.2,0.2,0.19,0.19,0.2,0.2,0.2,0.2,0.19,0.19,0.2,0.18,0.18,0.18,0.18,0.19,0.18,0.17,0.18,0.17,0.17,0.17,0.16,0.16,0.17,0.16,0.17,0.17,0.16,0.16,0.15,0.16,0.16,0.15,0.16,0.17,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.15,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.14,0.13,0.14,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.0,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.11,0.13,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.79
09/24/2021,5.84,5.74,3.77,2.21,2.17,2.04,1.55,1.37,1.31,1.18,1.12,1.01,0.96,0.9,0.92,0.82,0.81,0.8,0.75,0.76,0.67,0.64,0.66,0.65,0.6,0.59,0.58,0.57,0.61,0.54,0.56,0.55,0.54,0.53,0.47,0.51,0.53,0.52,0.52,0.49,0.5,0.47,0.48,0.49,0.45,0.47,0.46,0.42,0.41,0.41,0.39,0.37,0.38,0.37,0.39,0.35,0.35,0.38,0.33,0.36,0.33,0.34,0.34,0.31,0.32,0.34,0.32,0.31,0.32,0.31,0.32,0.3,0.31,0.39,0.25,0.28,0.27,0.25,0.29,0.27,0.27,0.28,0.27,0.26,0.25,0.25,0.25,0.24,0.23,0.23,0.23,0.22,0.21,0.23,0.22,0.22,0.24,0.22,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.2,0.2,0.21,0.19,0.19,0.19,0.18,0.17,0.18,0.18,0.18,0.17,0.18,0.21,0.16,0.17,0.17,0.16,0.16,0.17,0.16,0.16,0.17,0.15,0.16,0.16,0.16,0.16,0.15,0.15,0.19,0.19,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.12,0.13,0.14,0.13,0.13,0.13,0.12,0.14,0.13,0.13,0.13,0.11,0.13,0.13,0.12,0.12,0.12,0.11,0.0,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.0,0.12,0.11,0.11,0.13,0.12,0.13,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.35,0.11,0.11,0.11,0.11,0.0,0.19,0.15,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54
09/30/2021,5.82,5.64,3.79,2.15,2.17,2.04,1.64,1.38,1.32,1.27,1.1,0.97,0.99,0.88,0.93,0.82,0.83,0.73,0.82,0.79,0.66,0.62,0.67,0.69,0.6,0.64,0.57,0.55,0.6,0.53,0.57,0.54,0.54,0.51,0.46,0.48,0.52,0.52,0.53,0.49,0.5,0.47,0.51,0.5,0.44,0.47,0.47,0.39,0.41,0.41,0.38,0.38,0.38,0.39,0.39,0.37,0.34,0.38,0.34,0.35,0.34,0.34,0.32,0.32,0.33,0.33,0.31,0.31,0.34,0.32,0.33,0.32,0.3,0.37,0.26,0.29,0.28,0.24,0.29,0.27,0.3,0.27,0.29,0.26,0.24,0.24,0.26,0.24,0.23,0.23,0.23,0.22,0.22,0.22,0.2,0.21,0.24,0.22,0.22,0.2,0.22,0.19,0.2,0.2,0.22,0.19,0.19,0.2,0.18,0.21,0.23,0.2,0.19,0.18,0.18,0.18,0.18,0.17,0.19,0.18,0.17,0.21,0.17,0.16,0.17,0.16,0.16,0.16,0.14,0.16,0.17,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.2,0.2,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.13,0.13,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.14,0.12,0.14,0.13,0.11,0.12,0.13,0.12,0.12,0.12,0.11,0.0,0.12,0.12,0.12,0.0,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.13,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.12,0.12,0.12,0.11,0.0,0.18,0.15,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.39
10/01/2021,5.82,5.64,3.79,2.15,2.17,2.04,1.64,1.38,1.32,1.27,1.1,0.97,0.99,0.88,0.93,0.82,0.83,0.73,0.82,0.79,0.66,0.62,0.67,0.69,0.6,0.64,0.57,0.55,0.6,0.53,0.57,0.54,0.54,0.51,0.46,0.48,0.52,0.52,0.53,0.49,0.5,0.47,0.51,0.5,0.44,0.47,0.47,0.39,0.41,0.41,0.38,0.38,0.38,0.39,0.39,0.37,0.34,0.38,0.34,0.35,0.34,0.34,0.32,0.32,0.33,0.33,0.31,0.31,0.34,0.32,0.33,0.32,0.3,0.37,0.26,0.29,0.28,0.24,0.29,0.27,0.3,0.27,0.29,0.26,0.24,0.24,0.26,0.24,0.23,0.23,0.23,0.22,0.22,0.22,0.2,0.21,0.24,0.22,0.22,0.2,0.22,0.19,0.2,0.2,0.22,0.19,0.19,0.2,0.18,0.21,0.23,0.2,0.19,0.18,0.18,0.18,0.18,0.17,0.19,0.18,0.17,0.21,0.17,0.16,0.17,0.16,0.16,0.16,0.14,0.16,0.17,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.2,0.2,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.13,0.13,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.14,0.12,0.14,0.13,0.11,0.12,0.13,0.12,0.12,0.12,0.11,0.0,0.12,0.12,0.12,0.0,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.13,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.12,0.12,0.12,0.11,0.0,0.18,0.15,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.39
10/04/2021,5.84,5.56,3.74,2.11,2.1,1.98,1.65,1.33,1.34,1.29,1.12,0.98,1.0,0.9,0.93,0.79,0.82,0.72,0.83,0.8,0.67,0.64,0.69,0.68,0.61,0.66,0.59,0.55,0.59,0.54,0.56,0.55,0.53,0.51,0.48,0.49,0.52,0.52,0.52,0.5,0.51,0.49,0.52,0.5,0.44,0.47,0.46,0.4,0.4,0.4,0.38,0.39,0.39,0.38,0.39,0.38,0.35,0.38,0.34,0.35,0.34,0.34,0.32,0.32,0.32,0.32,0.32,0.31,0.34,0.32,0.31,0.32,0.3,0.35,0.26,0.3,0.28,0.24,0.3,0.27,0.29,0.27,0.29,0.24,0.24,0.24,0.25,0.25,0.23,0.23,0.23,0.22,0.23,0.21,0.2,0.21,0.24,0.22,0.21,0.2,0.21,0.2,0.2,0.2,0.22,0.2,0.18,0.2,0.19,0.21,0.24,0.21,0.18,0.19,0.18,0.18,0.18,0.17,0.19,0.18,0.17,0.2,0.17,0.16,0.17,0.16,0.16,0.17,0.14,0.16,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.16,0.2,0.19,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.14,0.13,0.14,0.14,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.15,0.12,0.11,0.12,0.13,0.12,0.12,0.12,0.12,0.0,0.12,0.12,0.12,0.0,0.11,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.13,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.11,0.11,0.13,0.11,0.0,0.17,0.15,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.23000000000002
10/05/2021,6.16,5.98,3.94,2.25,2.26,2.12,1.73,1.42,1.41,1.37,1.16,1.02,1.07,0.93,0.97,0.86,0.88,0.76,0.88,0.86,0.72,0.66,0.75,0.74,0.64,0.71,0.62,0.57,0.62,0.57,0.6,0.57,0.57,0.53,0.5,0.52,0.54,0.55,0.55,0.53,0.53,0.57,0.56,0.53,0.47,0.5,0.49,0.43,0.41,0.42,0.4,0.41,0.41,0.4,0.41,0.4,0.36,0.4,0.36,0.36,0.36,0.37,0.33,0.33,0.34,0.35,0.33,0.33,0.36,0.35,0.33,0.34,0.31,0.33,0.27,0.32,0.29,0.25,0.3,0.28,0.31,0.28,0.31,0.26,0.26,0.26,0.27,0.25,0.23,0.25,0.24,0.23,0.24,0.22,0.21,0.22,0.25,0.22,0.22,0.21,0.22,0.21,0.21,0.22,0.23,0.2,0.2,0.21,0.19,0.23,0.26,0.22,0.19,0.19,0.19,0.19,0.19,0.17,0.2,0.19,0.18,0.22,0.18,0.16,0.18,0.17,0.16,0.18,0.15,0.17,0.18,0.17,0.17,0.16,0.16,0.17,0.16,0.17,0.21,0.21,0.16,0.16,0.16,0.14,0.14,0.15,0.15,0.14,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.13,0.13,0.13,0.14,0.14,0.13,0.14,0.13,0.14,0.13,0.15,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.12,0.13,0.13,0.0,0.0,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.13,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.11,0.14,0.12,0.0,0.19,0.16,0.0,0.12,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.97
10/06/2021,6.16,5.98,3.94,2.25,2.26,2.12,1.73,1.42,1.41,1.37,1.16,1.02,1.07,0.93,0.97,0.86,0.88,0.76,0.88,0.86,0.72,0.66,0.75,0.74,0.64,0.71,0.62,0.57,0.62,0.57,0.6,0.57,0.57,0.53,0.5,0.52,0.54,0.55,0.55,0.53,0.53,0.57,0.56,0.53,0.47,0.5,0.49,0.43,0.41,0.42,0.4,0.41,0.41,0.4,0.41,0.4,0.36,0.4,0.36,0.36,0.36,0.37,0.33,0.33,0.34,0.35,0.33,0.33,0.36,0.35,0.33,0.34,0.31,0.33,0.27,0.32,0.29,0.25,0.3,0.28,0.31,0.28,0.31,0.26,0.26,0.26,0.27,0.25,0.23,0.25,0.24,0.23,0.24,0.22,0.21,0.22,0.25,0.22,0.22,0.21,0.22,0.21,0.21,0.22,0.23,0.2,0.2,0.21,0.19,0.23,0.26,0.22,0.19,0.19,0.19,0.19,0.19,0.17,0.2,0.19,0.18,0.22,0.18,0.16,0.18,0.17,0.16,0.18,0.15,0.17,0.18,0.17,0.17,0.16,0.16,0.17,0.16,0.17,0.21,0.21,0.16,0.16,0.16,0.14,0.14,0.15,0.15,0.14,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.13,0.13,0.13,0.14,0.14,0.13,0.14,0.13,0.14,0.13,0.15,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.12,0.13,0.13,0.0,0.0,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.13,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.11,0.14,0.12,0.0,0.19,0.16,0.0,0.12,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.97
10/07/2021,5.86,5.71,3.73,2.08,2.15,2.03,1.7,1.32,1.36,1.34,1.12,0.98,1.02,0.9,0.93,0.8,0.85,0.71,0.86,0.8,0.7,0.64,0.72,0.71,0.61,0.7,0.6,0.55,0.6,0.55,0.58,0.56,0.54,0.51,0.48,0.5,0.52,0.52,0.52,0.51,0.52,0.56,0.54,0.52,0.45,0.49,0.47,0.42,0.4,0.41,0.39,0.39,0.4,0.38,0.38,0.39,0.35,0.39,0.36,0.35,0.34,0.35,0.32,0.32,0.33,0.33,0.32,0.31,0.35,0.35,0.31,0.33,0.3,0.31,0.26,0.31,0.28,0.25,0.3,0.27,0.29,0.27,0.3,0.24,0.25,0.25,0.27,0.24,0.23,0.24,0.23,0.23,0.23,0.2,0.19,0.22,0.24,0.21,0.21,0.2,0.21,0.21,0.2,0.21,0.22,0.2,0.19,0.2,0.19,0.22,0.26,0.21,0.18,0.19,0.18,0.18,0.18,0.16,0.2,0.19,0.18,0.2,0.17,0.15,0.17,0.16,0.16,0.17,0.14,0.16,0.17,0.17,0.16,0.16,0.15,0.16,0.15,0.16,0.21,0.2,0.15,0.15,0.15,0.14,0.13,0.14,0.14,0.13,0.13,0.14,0.14,0.13,0.15,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.15,0.13,0.11,0.12,0.13,0.12,0.12,0.12,0.12,0.0,0.12,0.13,0.12,0.0,0.0,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.11,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.14,0.11,0.0,0.18,0.15,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,82.39
10/08/2021,5.79,5.67,3.66,2.07,2.14,2.0,1.66,1.33,1.35,1.32,1.1,0.97,0.99,0.88,0.92,0.8,0.83,0.71,0.86,0.78,0.68,0.62,0.73,0.69,0.6,0.68,0.59,0.54,0.59,0.54,0.57,0.55,0.54,0.5,0.48,0.5,0.51,0.52,0.52,0.5,0.51,0.54,0.53,0.51,0.44,0.48,0.47,0.41,0.39,0.4,0.38,0.39,0.39,0.38,0.38,0.38,0.34,0.38,0.36,0.34,0.34,0.34,0.31,0.31,0.32,0.33,0.31,0.31,0.35,0.33,0.31,0.32,0.29,0.3,0.25,0.3,0.28,0.25,0.29,0.27,0.3,0.27,0.29,0.25,0.24,0.24,0.26,0.24,0.22,0.23,0.22,0.22,0.23,0.21,0.19,0.21,0.23,0.2,0.21,0.2,0.21,0.2,0.2,0.21,0.22,0.19,0.19,0.19,0.18,0.22,0.25,0.21,0.18,0.18,0.18,0.18,0.18,0.15,0.2,0.19,0.17,0.2,0.17,0.15,0.17,0.16,0.16,0.16,0.14,0.16,0.17,0.17,0.16,0.15,0.15,0.16,0.15,0.16,0.21,0.19,0.15,0.15,0.15,0.14,0.13,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.15,0.14,0.13,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.15,0.12,0.11,0.12,0.13,0.12,0.12,0.12,0.12,0.0,0.12,0.12,0.12,0.0,0.11,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.13,0.11,0.0,0.18,0.14,0.0,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,81.21000000000001
10/11/2021,5.8,5.71,3.71,2.02,2.16,2.02,1.66,1.35,1.35,1.31,1.1,0.98,1.0,0.89,0.93,0.8,0.83,0.71,0.84,0.79,0.68,0.62,0.72,0.69,0.6,0.66,0.57,0.54,0.59,0.54,0.57,0.56,0.53,0.5,0.48,0.5,0.51,0.52,0.52,0.5,0.5,0.53,0.53,0.51,0.44,0.48,0.47,0.41,0.38,0.4,0.37,0.39,0.39,0.37,0.38,0.38,0.34,0.38,0.35,0.34,0.34,0.34,0.31,0.31,0.33,0.33,0.31,0.31,0.35,0.33,0.3,0.32,0.29,0.28,0.25,0.3,0.28,0.25,0.29,0.27,0.3,0.27,0.29,0.26,0.25,0.24,0.26,0.24,0.22,0.23,0.22,0.23,0.22,0.2,0.18,0.22,0.23,0.2,0.21,0.19,0.2,0.2,0.2,0.21,0.22,0.19,0.19,0.19,0.18,0.21,0.25,0.21,0.18,0.18,0.18,0.19,0.18,0.15,0.19,0.19,0.17,0.21,0.17,0.15,0.18,0.16,0.16,0.16,0.14,0.15,0.17,0.17,0.16,0.15,0.14,0.16,0.15,0.16,0.21,0.2,0.15,0.15,0.15,0.14,0.13,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.15,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.15,0.13,0.11,0.12,0.14,0.12,0.12,0.11,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.13,0.11,0.12,0.12,0.13,0.11,0.12,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.13,0.11,0.0,0.19,0.15,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,81.26
10/12/2021,5.8,5.72,3.7,2.03,2.17,2.04,1.65,1.34,1.36,1.32,1.09,0.99,1.0,0.89,0.92,0.79,0.83,0.71,0.85,0.8,0.65,0.61,0.72,0.68,0.6,0.68,0.57,0.54,0.6,0.54,0.56,0.56,0.53,0.49,0.48,0.5,0.52,0.52,0.52,0.51,0.49,0.53,0.54,0.51,0.43,0.48,0.47,0.41,0.38,0.4,0.37,0.4,0.39,0.38,0.37,0.38,0.33,0.38,0.36,0.35,0.34,0.34,0.31,0.31,0.33,0.32,0.31,0.3,0.36,0.33,0.3,0.32,0.29,0.28,0.25,0.3,0.28,0.23,0.29,0.27,0.3,0.27,0.29,0.25,0.25,0.24,0.26,0.25,0.22,0.23,0.22,0.22,0.23,0.21,0.18,0.21,0.23,0.2,0.2,0.19,0.2,0.2,0.21,0.21,0.22,0.18,0.19,0.19,0.17,0.22,0.26,0.21,0.18,0.18,0.18,0.19,0.18,0.15,0.19,0.19,0.17,0.2,0.17,0.16,0.19,0.16,0.16,0.16,0.14,0.15,0.17,0.17,0.16,0.15,0.14,0.16,0.15,0.16,0.22,0.2,0.15,0.15,0.15,0.14,0.13,0.14,0.14,0.13,0.13,0.14,0.13,0.14,0.15,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.13,0.11,0.15,0.12,0.11,0.12,0.14,0.12,0.12,0.11,0.12,0.0,0.13,0.12,0.12,0.0,0.0,0.13,0.11,0.12,0.12,0.13,0.11,0.12,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.14,0.11,0.0,0.18,0.15,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,81.25999999999999
10/13/2021,5.8,5.72,3.7,2.03,2.17,2.04,1.65,1.34,1.36,1.32,1.09,0.99,1.0,0.89,0.92,0.79,0.83,0.71,0.85,0.8,0.65,0.61,0.72,0.68,0.6,0.68,0.57,0.54,0.6,0.54,0.56,0.56,0.53,0.49,0.48,0.5,0.52,0.52,0.52,0.51,0.49,0.53,0.54,0.51,0.43,0.48,0.47,0.41,0.38,0.4,0.37,0.4,0.39,0.38,0.37,0.38,0.33,0.38,0.36,0.35,0.34,0.34,0.31,0.31,0.33,0.32,0.31,0.3,0.36,0.33,0.3,0.32,0.29,0.28,0.25,0.3,0.28,0.23,0.29,0.27,0.3,0.27,0.29,0.25,0.25,0.24,0.26,0.25,0.22,0.23,0.22,0.22,0.23,0.21,0.18,0.21,0.23,0.2,0.2,0.19,0.2,0.2,0.21,0.21,0.22,0.18,0.19,0.19,0.17,0.22,0.26,0.21,0.18,0.18,0.18,0.19,0.18,0.15,0.19,0.19,0.17,0.2,0.17,0.16,0.19,0.16,0.16,0.16,0.14,0.15,0.17,0.17,0.16,0.15,0.14,0.16,0.15,0.16,0.22,0.2,0.15,0.15,0.15,0.14,0.13,0.14,0.14,0.13,0.13,0.14,0.13,0.14,0.15,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.13,0.11,0.15,0.12,0.11,0.12,0.14,0.12,0.12,0.11,0.12,0.0,0.13,0.12,0.12,0.0,0.0,0.13,0.11,0.12,0.12,0.13,0.11,0.12,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.14,0.11,0.0,0.18,0.15,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,81.25999999999999
10/14/2021,5.84,5.75,3.68,2.02,2.18,2.04,1.67,1.34,1.35,1.3,1.1,0.99,0.99,0.9,0.93,0.78,0.82,0.71,0.84,0.79,0.62,0.61,0.72,0.69,0.6,0.68,0.56,0.54,0.59,0.55,0.56,0.56,0.54,0.49,0.48,0.5,0.52,0.52,0.53,0.51,0.48,0.53,0.54,0.5,0.43,0.48,0.46,0.4,0.39,0.4,0.37,0.41,0.39,0.37,0.37,0.38,0.33,0.38,0.36,0.35,0.34,0.34,0.31,0.31,0.33,0.32,0.3,0.3,0.36,0.33,0.3,0.32,0.29,0.28,0.25,0.3,0.28,0.23,0.29,0.27,0.3,0.27,0.29,0.24,0.25,0.24,0.26,0.24,0.23,0.23,0.22,0.22,0.23,0.2,0.17,0.22,0.23,0.2,0.21,0.19,0.2,0.2,0.21,0.21,0.22,0.18,0.19,0.19,0.18,0.22,0.26,0.21,0.18,0.18,0.18,0.19,0.18,0.15,0.19,0.19,0.17,0.2,0.16,0.15,0.19,0.16,0.16,0.17,0.14,0.15,0.17,0.17,0.16,0.15,0.14,0.16,0.15,0.15,0.22,0.19,0.15,0.15,0.15,0.14,0.13,0.14,0.14,0.13,0.13,0.14,0.13,0.14,0.15,0.14,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.13,0.11,0.15,0.12,0.11,0.12,0.14,0.12,0.12,0.11,0.12,0.0,0.13,0.12,0.12,0.0,0.0,0.13,0.11,0.12,0.12,0.13,0.11,0.12,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.14,0.0,0.0,0.18,0.15,0.0,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,81.22
