,2330.TW,700.HK,9988.HK,3690.HK,939.HK,2382.HK,2454.TW,006400.KS,INFY.NS,2308.TW,2688.HK,066570.KS,NPN.JO,035420.KS,017670.KS,TCS.NS,FEMSAUBD.MX,NIO,HINDUNILVR.NS,2318.HK,003550.KS,YUMC,AXISBANK.NS,300750.SZ,2269.HK,2327.TW,1211.SR,055550.KS,105560.KS,POWERGRID.NS,BY6.,GGBR4.SA,2020.SR,PLZL.L,000810.KS,2359.HK,NAUKRI.NS,AOT/F.BK,2018.HK,KFH.,GRASIM.NS,034220.KS,CSAN3.SA,FAB.,BBDC4.SA,BGNE,688.HK,2881.TW,FSR.JO,LI,OMU.JO,FIVE.L,2882.TW,WEGE3.SA,VIVT3.SA,2280.SR,010950.KS,2357.TW,601318.SS,B3SA3.SA,NTES,002594.SZ,601166.SS,021240.KS,6618.HK,WIPRO.NS,603259.SS,M4B.,PTTGC/F.BK,IMP.JO,992.HK,SBIN.NS,BBCA.JK,UPL.NS,4190.SR,PEL.NS,JGS.PM,ENELAM.SN,KIO.JO,2050.SR,267250.KS,PBBANK.KL,010130.KS,BANDHANBNK.NS,ISA.BC,DIALOG.KL,UGPA3.SA,UNVR.JK,2202.HK,MTN.JO,2128.HK,KOFUBL.MX,KOTAKBANK.NS,AXIATA.KL,2319.HK,KGH.WA,489.HK,QFLS.QA,DLF.NS,DELTA/F.BK,4013.SR,006360.KS,TCELL.IS,005830.KS,PEO.WA,KLBN11.SA,QGTS.QA,600887.SS,241.HK,SMPH.PM,6185.HK,KLBF.JK,GAPB.MX,TOP/F.BK,011170.KS,XPEV,2238.HK,Federal Agricultural Mortgage Corporation,POLY.L,2060.SR,152.HK,2777.HK,ASIANPAINT.NS,BRPT.JK,SLM.JO,ORDS.QA,BAP,BTOW3.SA,BBDC3.SA,D7N.,ALE.WA,000538.SZ,PETDAG.KL,220.HK,1303.TW,4.HK,GNDI3.SA,603799.SS,002460.SZ,300759.SZ,HCM,3799.HK,3319.HK,282330.KS,6098.HK,CCRO3.SA,2208.HK,ETISALAT.,839.HK,051905.KQ,601688.SS,000625.SZ,OTP.BD,TIMS3.SA,000100.SZ,018260.KS,MDKA.JK,PPB.KL,603659.SS,000002.SZ,604.HK,001979.SZ,CENCOSHOPP.SN,NESTLEIND.NS,300595.SZ,011780.KS,GFNORTEO.MX,HEROMOTOCO.NS,CMPC.SN,VIPS,M&M.NS,009830.KS,SUPERMX.KL,AGRO,BELA.AT,ADANIGREEN.NS,601939.SS,688208.SS,000069.SZ,600176.SS,000157.SZ,000938.SZ,600219.SS,300144.SZ,HTO.AT,600196.SS,813.HK,6186.HK,601360.SS,HARTA.KL,1157.HK,RENT3.SA,BRITANNIA.NS,1530.HK,600066.SS,688208.SS.1,SIEMENS.NS,BCOLOMBIA.BC,603993.SS,2324.TW,FAMCDN 0 07/09/13,URC.V,601598.SS,FAMCDN 0 07/12/17,FAMCDN 0 07/13/17,FFCBDN 0 07/14/17,Us Dollars,FHLBDN 0 07/23/13,AMER3.SA,000629.SZ,FAMCDN 0 07/26/17,1164.HK,Federal Home Loan Banks,FHLBDN 0 08/11/17,n/a,TCELL.E.IS,BIDI11.SA,FHLBDN 0 09/02/09,1288.HK,2301.TW,3231.TW,2353.TW,6886.HK,5M71.,RAIL3.SA,6837.HK,BZUN,ALPHA.AT,2356.TW,036570.KS,QNBK.QA,136.HK,1093.HK,2603.TW,AOT.F.BK,PTTGC.F.BK,TOP.F.BK,DELTA.F.BK,NED.JO,SUM
10/27/2021,7.9,6.16,4.99,2.84,1.89,0.0,0.0,1.57,1.97,1.31,1.0,1.14,0.67,1.33,0.28,1.36,1.25,0.93,1.18,0.0,0.87,1.02,1.17,1.21,0.79,0.7,1.27,0.87,0.91,0.97,1.15,0.0,1.26,0.87,0.8,0.66,0.81,0.0,0.4,0.75,0.62,0.44,0.47,0.66,0.43,0.65,0.61,0.65,0.59,0.54,0.61,0.52,0.57,0.97,0.49,0.45,0.49,1.09,0.0,0.35,0.45,0.61,0.48,0.48,0.36,0.61,0.42,0.47,0.0,0.38,0.51,0.51,0.54,0.37,0.0,0.43,0.39,0.31,0.27,0.33,0.31,0.38,0.46,0.34,0.33,0.35,0.21,0.33,0.29,0.41,0.23,0.33,0.4,0.33,0.31,0.29,0.33,0.3,0.42,0.0,0.31,0.26,0.0,0.0,0.33,0.22,0.28,0.28,0.69,0.24,0.0,0.27,0.28,0.0,0.2,0.23,0.25,0.0,0.11,0.0,0.19,0.13,0.2,0.24,0.19,0.19,0.19,0.0,0.13,0.28,0.13,0.14,0.18,0.13,0.91,0.0,0.11,0.15,0.22,0.14,0.12,0.14,0.11,0.14,0.12,0.11,0.19,0.16,0.12,0.12,0.14,0.14,0.14,0.11,0.1,0.09,0.13,0.11,0.13,0.09,0.08,0.11,0.06,0.11,0.06,0.08,0.1,0.09,0.13,0.06,0.09,0.56,0.05,0.07,0.07,0.0,0.07,0.0,0.07,0.09,0.07,0.09,0.06,0.04,0.0,0.03,0.0,0.04,0.04,0.04,0.15,0.23,0.04,0.05,0.03,0.0,0.03,0.03,0.13,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.16,0.25,0.0,0.0,0.75,0.58,0.36,0.34,0.29,0.38,0.18,0.2,0.1,0.1,0.1,0.07,0.07,0.05,0.04,0.0,0.8,0.48,0.24,0.23,0.0,99.39
10/28/2021,7.81,6.1,4.97,2.81,1.88,0.0,0.0,1.57,1.95,1.3,1.03,1.14,0.65,1.32,0.28,1.36,1.24,0.98,1.17,0.0,0.87,1.02,1.21,1.23,0.82,0.71,1.19,0.88,0.94,0.95,1.17,0.0,1.24,0.85,0.81,0.66,0.76,0.0,0.4,0.75,0.61,0.44,0.5,0.67,0.45,0.66,0.6,0.65,0.58,0.57,0.61,0.54,0.57,1.01,0.51,0.44,0.51,1.08,0.0,0.37,0.45,0.65,0.48,0.49,0.35,0.59,0.42,0.47,0.0,0.38,0.51,0.51,0.54,0.36,0.0,0.43,0.39,0.31,0.27,0.32,0.33,0.38,0.47,0.33,0.33,0.35,0.22,0.31,0.29,0.41,0.22,0.33,0.39,0.33,0.32,0.29,0.32,0.3,0.41,0.0,0.3,0.26,0.0,0.0,0.33,0.22,0.29,0.29,0.67,0.23,0.0,0.27,0.28,0.0,0.21,0.25,0.25,0.0,0.11,0.0,0.19,0.12,0.2,0.24,0.2,0.19,0.19,0.0,0.13,0.29,0.12,0.14,0.18,0.13,0.91,0.0,0.11,0.15,0.22,0.14,0.12,0.14,0.11,0.14,0.11,0.11,0.19,0.16,0.12,0.12,0.14,0.15,0.14,0.12,0.1,0.1,0.13,0.11,0.14,0.09,0.08,0.1,0.06,0.1,0.07,0.08,0.1,0.09,0.14,0.06,0.09,0.58,0.05,0.07,0.07,0.0,0.07,0.0,0.07,0.09,0.06,0.09,0.06,0.04,0.0,0.03,0.0,0.03,0.04,0.04,0.14,0.24,0.04,0.04,0.03,0.0,0.03,0.04,0.13,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.16,0.25,0.0,0.0,0.75,0.57,0.36,0.34,0.29,0.39,0.19,0.2,0.1,0.1,0.1,0.07,0.07,0.05,0.04,0.0,0.79,0.48,0.24,0.22,0.0,99.35
10/29/2021,7.81,6.1,4.97,2.81,1.88,0.0,0.0,1.57,1.95,1.3,1.03,1.14,0.65,1.32,0.28,1.36,1.24,0.98,1.17,0.0,0.87,1.02,1.21,1.23,0.82,0.71,1.19,0.88,0.94,0.95,1.17,0.0,1.24,0.85,0.81,0.66,0.76,0.0,0.4,0.75,0.61,0.44,0.5,0.67,0.45,0.66,0.6,0.65,0.58,0.57,0.61,0.54,0.57,1.01,0.51,0.44,0.51,1.08,0.0,0.37,0.45,0.65,0.48,0.49,0.35,0.59,0.42,0.47,0.0,0.38,0.51,0.51,0.54,0.36,0.0,0.43,0.39,0.31,0.27,0.32,0.33,0.38,0.47,0.33,0.33,0.35,0.22,0.31,0.29,0.41,0.22,0.33,0.39,0.33,0.32,0.29,0.32,0.3,0.41,0.0,0.3,0.26,0.0,0.0,0.33,0.22,0.29,0.29,0.67,0.23,0.0,0.27,0.28,0.0,0.21,0.25,0.25,0.0,0.11,0.0,0.19,0.12,0.2,0.24,0.2,0.19,0.19,0.0,0.13,0.29,0.12,0.14,0.18,0.13,0.91,0.0,0.11,0.15,0.22,0.14,0.12,0.14,0.11,0.14,0.11,0.11,0.19,0.16,0.12,0.12,0.14,0.15,0.14,0.12,0.1,0.1,0.13,0.11,0.14,0.09,0.08,0.1,0.06,0.1,0.07,0.08,0.1,0.09,0.14,0.06,0.09,0.58,0.05,0.07,0.07,0.0,0.07,0.0,0.07,0.09,0.06,0.09,0.06,0.04,0.0,0.03,0.0,0.03,0.04,0.04,0.14,0.24,0.04,0.04,0.03,0.0,0.03,0.04,0.13,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.16,0.25,0.0,0.0,0.75,0.57,0.36,0.34,0.29,0.39,0.19,0.2,0.1,0.1,0.1,0.07,0.07,0.05,0.04,0.0,0.79,0.48,0.24,0.22,0.0,99.35
11/01/2021,7.99,5.95,4.75,2.66,1.88,0.0,0.0,1.62,2.0,1.33,1.13,1.13,0.65,1.37,0.29,1.37,1.26,0.95,1.16,0.0,0.88,1.0,1.14,1.25,0.83,0.73,1.22,0.87,0.94,0.95,1.21,0.0,1.22,0.86,0.83,0.64,0.8,0.0,0.4,0.76,0.63,0.46,0.48,0.66,0.45,0.64,0.58,0.66,0.59,0.55,0.61,0.54,0.58,1.02,0.51,0.45,0.52,1.11,0.0,0.35,0.45,0.66,0.47,0.48,0.33,0.6,0.41,0.48,0.0,0.37,0.53,0.53,0.54,0.39,0.0,0.45,0.38,0.31,0.26,0.33,0.33,0.38,0.46,0.32,0.34,0.36,0.22,0.31,0.27,0.41,0.22,0.34,0.4,0.33,0.33,0.28,0.32,0.3,0.43,0.0,0.3,0.26,0.0,0.0,0.34,0.22,0.28,0.29,0.57,0.23,0.0,0.29,0.28,0.0,0.2,0.24,0.25,0.0,0.11,0.0,0.19,0.12,0.21,0.24,0.2,0.18,0.19,0.0,0.13,0.28,0.12,0.14,0.19,0.13,0.92,0.0,0.11,0.15,0.23,0.13,0.12,0.14,0.1,0.14,0.11,0.11,0.21,0.16,0.11,0.11,0.14,0.15,0.15,0.11,0.1,0.1,0.13,0.11,0.15,0.09,0.08,0.1,0.06,0.11,0.07,0.08,0.1,0.09,0.14,0.05,0.09,0.57,0.05,0.07,0.07,0.0,0.07,0.0,0.06,0.09,0.06,0.09,0.06,0.04,0.0,0.03,0.0,0.03,0.04,0.03,0.14,0.23,0.04,0.04,0.03,0.0,0.03,0.04,0.13,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.16,0.25,0.0,0.0,0.75,0.59,0.37,0.35,0.29,0.4,0.18,0.2,0.09,0.1,0.1,0.07,0.07,0.05,0.04,0.0,0.79,0.49,0.24,0.23,0.0,99.37
11/08/2021,7.92,5.95,4.84,2.87,1.87,0.0,0.0,1.63,2.01,1.39,1.15,1.14,0.66,1.36,0.29,1.41,1.23,1.05,1.19,0.0,0.87,0.98,1.11,1.33,0.75,0.72,1.16,0.84,0.91,0.95,1.25,0.0,1.22,0.86,0.76,0.62,0.81,0.0,0.38,0.79,0.66,0.51,0.48,0.69,0.42,0.65,0.56,0.67,0.6,0.55,0.55,0.53,0.58,0.99,0.57,0.44,0.48,1.13,0.0,0.35,0.46,0.68,0.45,0.47,0.33,0.6,0.39,0.46,0.0,0.37,0.53,0.55,0.53,0.39,0.0,0.47,0.36,0.32,0.23,0.32,0.32,0.37,0.42,0.33,0.34,0.35,0.2,0.3,0.24,0.44,0.2,0.34,0.39,0.32,0.34,0.28,0.32,0.31,0.45,0.0,0.31,0.27,0.0,0.0,0.36,0.21,0.29,0.31,0.5,0.23,0.0,0.3,0.3,0.0,0.2,0.26,0.25,0.0,0.11,0.0,0.18,0.1,0.22,0.23,0.2,0.18,0.19,0.0,0.13,0.25,0.12,0.14,0.18,0.13,0.9,0.0,0.12,0.15,0.21,0.13,0.12,0.14,0.08,0.14,0.1,0.11,0.24,0.17,0.11,0.11,0.14,0.16,0.15,0.12,0.1,0.1,0.12,0.11,0.14,0.08,0.08,0.09,0.07,0.11,0.06,0.07,0.1,0.09,0.13,0.05,0.09,0.5,0.05,0.07,0.07,0.0,0.07,0.0,0.06,0.09,0.06,0.09,0.06,0.04,0.0,0.03,0.0,0.03,0.04,0.03,0.12,0.24,0.04,0.04,0.0,0.0,0.04,0.03,0.12,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.15,0.27,0.0,0.0,0.75,0.59,0.38,0.35,0.29,0.4,0.2,0.19,0.09,0.1,0.1,0.07,0.08,0.04,0.04,0.0,0.81,0.46,0.23,0.23,0.09,99.37
11/09/2021,8.12,5.8,4.69,2.79,1.84,0.0,0.0,1.64,2.02,1.44,1.14,1.14,0.64,1.36,0.29,1.41,1.24,1.03,1.2,0.0,0.87,0.99,1.11,1.3,0.73,0.73,1.16,0.83,0.89,0.95,1.24,0.0,1.22,0.89,0.75,0.61,0.81,0.0,0.38,0.79,0.67,0.51,0.49,0.7,0.45,0.64,0.55,0.67,0.6,0.53,0.56,0.53,0.59,1.0,0.59,0.44,0.49,1.15,0.0,0.37,0.46,0.66,0.45,0.46,0.33,0.6,0.39,0.45,0.0,0.36,0.52,0.55,0.54,0.39,0.0,0.47,0.37,0.32,0.23,0.33,0.32,0.37,0.42,0.33,0.33,0.34,0.21,0.3,0.23,0.5,0.2,0.34,0.39,0.33,0.34,0.28,0.32,0.31,0.46,0.0,0.31,0.26,0.0,0.0,0.36,0.21,0.29,0.31,0.51,0.24,0.0,0.3,0.31,0.0,0.19,0.25,0.25,0.0,0.11,0.0,0.17,0.09,0.22,0.24,0.2,0.18,0.19,0.0,0.14,0.24,0.13,0.14,0.18,0.13,0.9,0.0,0.13,0.16,0.22,0.13,0.11,0.14,0.08,0.14,0.1,0.11,0.23,0.17,0.1,0.11,0.14,0.16,0.15,0.13,0.1,0.1,0.12,0.11,0.14,0.08,0.08,0.09,0.07,0.11,0.06,0.08,0.1,0.09,0.13,0.05,0.09,0.49,0.05,0.07,0.07,0.0,0.07,0.0,0.06,0.09,0.06,0.1,0.06,0.04,0.0,0.03,0.0,0.03,0.04,0.03,0.11,0.26,0.04,0.04,0.0,0.0,0.04,0.03,0.11,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.16,0.27,0.0,0.0,0.74,0.6,0.37,0.35,0.29,0.41,0.2,0.19,0.09,0.1,0.1,0.07,0.08,0.04,0.04,0.0,0.81,0.46,0.23,0.23,0.09,99.34
11/10/2021,8.12,5.8,4.69,2.79,1.84,0.0,0.0,1.64,2.02,1.44,1.14,1.14,0.64,1.36,0.29,1.41,1.24,1.03,1.2,0.0,0.87,0.99,1.11,1.3,0.73,0.73,1.16,0.83,0.89,0.95,1.24,0.0,1.22,0.89,0.75,0.61,0.81,0.0,0.38,0.79,0.67,0.51,0.49,0.7,0.45,0.64,0.55,0.67,0.6,0.53,0.56,0.53,0.59,1.0,0.59,0.44,0.49,1.15,0.0,0.37,0.46,0.66,0.45,0.46,0.33,0.6,0.39,0.45,0.0,0.36,0.52,0.55,0.54,0.39,0.0,0.47,0.37,0.32,0.23,0.33,0.32,0.37,0.42,0.33,0.33,0.34,0.21,0.3,0.23,0.5,0.2,0.34,0.39,0.33,0.34,0.28,0.32,0.31,0.46,0.0,0.31,0.26,0.0,0.0,0.36,0.21,0.29,0.31,0.51,0.24,0.0,0.3,0.31,0.0,0.19,0.25,0.25,0.0,0.11,0.0,0.17,0.09,0.22,0.24,0.2,0.18,0.19,0.0,0.14,0.24,0.13,0.14,0.18,0.13,0.9,0.0,0.13,0.16,0.22,0.13,0.11,0.14,0.08,0.14,0.1,0.11,0.23,0.17,0.1,0.11,0.14,0.16,0.15,0.13,0.1,0.1,0.12,0.11,0.14,0.08,0.08,0.09,0.07,0.11,0.06,0.08,0.1,0.09,0.13,0.05,0.09,0.49,0.05,0.07,0.07,0.0,0.07,0.0,0.06,0.09,0.06,0.1,0.06,0.04,0.0,0.03,0.0,0.03,0.04,0.03,0.11,0.26,0.04,0.04,0.0,0.0,0.04,0.03,0.11,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.16,0.27,0.0,0.0,0.74,0.6,0.37,0.35,0.29,0.41,0.2,0.19,0.09,0.1,0.1,0.07,0.08,0.04,0.04,0.0,0.81,0.46,0.23,0.23,0.09,99.34
11/11/2021,8.14,5.73,4.6,2.72,1.87,0.0,0.0,1.62,2.06,1.43,1.13,1.14,0.64,1.35,0.29,1.41,1.25,1.05,1.21,0.0,0.87,0.98,1.11,1.36,0.66,0.72,1.12,0.83,0.89,0.97,1.2,0.0,1.25,0.91,0.75,0.59,0.82,0.0,0.38,0.79,0.69,0.51,0.49,0.72,0.43,0.62,0.56,0.68,0.6,0.54,0.56,0.53,0.59,0.98,0.59,0.45,0.49,1.17,0.0,0.36,0.47,0.66,0.45,0.48,0.33,0.61,0.38,0.46,0.0,0.36,0.52,0.55,0.55,0.4,0.0,0.48,0.38,0.32,0.23,0.32,0.31,0.37,0.41,0.33,0.33,0.35,0.21,0.3,0.25,0.52,0.2,0.34,0.4,0.33,0.34,0.29,0.32,0.32,0.47,0.0,0.31,0.27,0.0,0.0,0.36,0.21,0.29,0.31,0.5,0.25,0.0,0.3,0.31,0.0,0.19,0.25,0.26,0.0,0.11,0.0,0.17,0.1,0.22,0.24,0.2,0.18,0.19,0.0,0.13,0.25,0.13,0.13,0.19,0.13,0.91,0.0,0.13,0.18,0.23,0.13,0.11,0.14,0.08,0.14,0.1,0.11,0.22,0.17,0.1,0.11,0.14,0.16,0.14,0.13,0.1,0.1,0.12,0.11,0.15,0.08,0.08,0.09,0.06,0.11,0.06,0.07,0.1,0.09,0.13,0.05,0.09,0.5,0.04,0.07,0.07,0.0,0.07,0.0,0.06,0.09,0.06,0.09,0.06,0.05,0.0,0.03,0.0,0.03,0.04,0.03,0.12,0.25,0.04,0.04,0.0,0.0,0.04,0.03,0.12,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.17,0.27,0.0,0.0,0.75,0.6,0.36,0.35,0.29,0.41,0.19,0.19,0.09,0.1,0.1,0.07,0.08,0.04,0.04,0.0,0.85,0.46,0.24,0.2,0.09,99.37
11/12/2021,8.24,5.71,4.57,2.7,1.85,0.0,0.0,1.62,2.06,1.46,1.15,1.14,0.64,1.38,0.29,1.41,1.24,0.99,1.2,0.0,0.88,0.95,1.1,1.36,0.73,0.73,1.15,0.83,0.9,0.96,1.22,0.0,1.26,0.9,0.74,0.62,0.82,0.0,0.38,0.78,0.69,0.51,0.5,0.72,0.43,0.65,0.56,0.67,0.6,0.51,0.56,0.54,0.59,0.98,0.58,0.44,0.49,1.18,0.0,0.38,0.46,0.67,0.45,0.48,0.35,0.61,0.39,0.45,0.0,0.34,0.51,0.55,0.56,0.4,0.0,0.48,0.38,0.33,0.22,0.32,0.31,0.37,0.41,0.34,0.33,0.35,0.22,0.3,0.25,0.51,0.2,0.34,0.4,0.33,0.34,0.28,0.32,0.32,0.46,0.0,0.3,0.26,0.0,0.0,0.35,0.21,0.29,0.31,0.51,0.24,0.0,0.3,0.32,0.0,0.19,0.24,0.25,0.0,0.11,0.0,0.18,0.09,0.22,0.24,0.19,0.18,0.19,0.0,0.13,0.25,0.11,0.13,0.18,0.12,0.91,0.0,0.13,0.18,0.23,0.14,0.11,0.14,0.08,0.14,0.1,0.11,0.22,0.17,0.1,0.11,0.14,0.16,0.14,0.13,0.1,0.1,0.13,0.11,0.15,0.08,0.08,0.09,0.07,0.11,0.06,0.07,0.1,0.09,0.15,0.05,0.09,0.49,0.04,0.07,0.07,0.0,0.07,0.0,0.06,0.09,0.06,0.09,0.06,0.05,0.0,0.03,0.0,0.03,0.04,0.03,0.11,0.25,0.04,0.04,0.0,0.0,0.04,0.03,0.12,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.18,0.26,0.0,0.0,0.74,0.6,0.36,0.35,0.29,0.4,0.2,0.19,0.09,0.1,0.1,0.07,0.08,0.04,0.04,0.0,0.84,0.47,0.24,0.2,0.09,99.43
11/15/2021,8.25,5.95,4.69,2.77,1.84,0.0,0.0,1.62,2.04,1.45,1.13,1.11,0.63,1.37,0.29,1.39,1.23,0.96,1.18,0.0,0.85,0.95,1.1,1.32,0.74,0.74,1.14,0.82,0.9,0.94,1.18,0.0,1.27,0.92,0.74,0.63,0.81,0.0,0.38,0.79,0.69,0.5,0.51,0.71,0.46,0.64,0.6,0.67,0.58,0.5,0.55,0.54,0.59,0.97,0.58,0.44,0.47,1.19,0.0,0.38,0.47,0.65,0.45,0.47,0.35,0.6,0.39,0.44,0.0,0.35,0.52,0.54,0.55,0.41,0.0,0.48,0.37,0.33,0.22,0.31,0.31,0.36,0.4,0.34,0.33,0.35,0.22,0.3,0.26,0.49,0.2,0.34,0.39,0.32,0.32,0.28,0.31,0.31,0.46,0.0,0.3,0.26,0.0,0.0,0.34,0.21,0.29,0.3,0.53,0.24,0.0,0.3,0.31,0.0,0.18,0.24,0.25,0.0,0.12,0.0,0.18,0.1,0.22,0.24,0.19,0.18,0.19,0.0,0.14,0.24,0.11,0.13,0.19,0.12,0.9,0.0,0.13,0.17,0.22,0.14,0.11,0.13,0.09,0.14,0.1,0.11,0.22,0.17,0.1,0.11,0.13,0.15,0.14,0.13,0.1,0.1,0.13,0.11,0.15,0.08,0.08,0.09,0.07,0.11,0.06,0.07,0.09,0.09,0.15,0.05,0.1,0.47,0.04,0.07,0.07,0.0,0.07,0.0,0.06,0.08,0.06,0.09,0.06,0.05,0.0,0.03,0.0,0.03,0.04,0.03,0.11,0.26,0.04,0.04,0.0,0.0,0.04,0.03,0.11,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.18,0.26,0.0,0.0,0.74,0.59,0.36,0.35,0.28,0.4,0.2,0.19,0.09,0.1,0.1,0.07,0.08,0.03,0.04,0.0,0.84,0.47,0.24,0.2,0.08,99.32
11/16/2021,8.25,5.95,4.69,2.77,1.84,0.0,0.0,1.62,2.04,1.45,1.13,1.11,0.63,1.37,0.29,1.39,1.23,0.96,1.18,0.0,0.85,0.95,1.1,1.32,0.74,0.74,1.14,0.82,0.9,0.94,1.18,0.0,1.27,0.92,0.74,0.63,0.81,0.0,0.38,0.79,0.69,0.5,0.51,0.71,0.46,0.64,0.6,0.67,0.58,0.5,0.55,0.54,0.59,0.97,0.58,0.44,0.47,1.19,0.0,0.38,0.47,0.65,0.45,0.47,0.35,0.6,0.39,0.44,0.0,0.35,0.52,0.54,0.55,0.41,0.0,0.48,0.37,0.33,0.22,0.31,0.31,0.36,0.4,0.34,0.33,0.35,0.22,0.3,0.26,0.49,0.2,0.34,0.39,0.32,0.32,0.28,0.31,0.31,0.46,0.0,0.3,0.26,0.0,0.0,0.34,0.21,0.29,0.3,0.53,0.24,0.0,0.3,0.31,0.0,0.18,0.24,0.25,0.0,0.12,0.0,0.18,0.1,0.22,0.24,0.19,0.18,0.19,0.0,0.14,0.24,0.11,0.13,0.19,0.12,0.9,0.0,0.13,0.17,0.22,0.14,0.11,0.13,0.09,0.14,0.1,0.11,0.22,0.17,0.1,0.11,0.13,0.15,0.14,0.13,0.1,0.1,0.13,0.11,0.15,0.08,0.08,0.09,0.07,0.11,0.06,0.07,0.09,0.09,0.15,0.05,0.1,0.47,0.04,0.07,0.07,0.0,0.07,0.0,0.06,0.08,0.06,0.09,0.06,0.05,0.0,0.03,0.0,0.03,0.04,0.03,0.11,0.26,0.04,0.04,0.0,0.0,0.04,0.03,0.11,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.18,0.26,0.0,0.0,0.74,0.59,0.36,0.35,0.28,0.4,0.2,0.19,0.09,0.1,0.1,0.07,0.08,0.03,0.04,0.0,0.84,0.47,0.24,0.2,0.08,99.32
11/17/2021,8.07,5.93,4.69,2.87,1.84,0.0,0.0,1.62,2.08,1.42,1.18,1.12,0.64,1.34,0.3,1.4,1.21,1.03,1.17,0.0,0.83,0.94,1.07,1.31,0.74,0.73,1.12,0.82,0.9,0.92,1.17,0.0,1.32,0.94,0.74,0.62,0.84,0.0,0.39,0.78,0.68,0.5,0.51,0.72,0.46,0.66,0.62,0.67,0.57,0.51,0.54,0.51,0.58,0.95,0.58,0.44,0.47,1.12,0.0,0.39,0.5,0.64,0.46,0.46,0.35,0.6,0.39,0.46,0.0,0.36,0.52,0.52,0.54,0.41,0.0,0.45,0.37,0.32,0.22,0.31,0.31,0.36,0.41,0.34,0.32,0.35,0.23,0.31,0.27,0.47,0.21,0.33,0.39,0.33,0.32,0.28,0.32,0.32,0.45,0.0,0.3,0.26,0.0,0.0,0.34,0.22,0.28,0.3,0.55,0.24,0.0,0.29,0.3,0.0,0.19,0.26,0.26,0.0,0.12,0.0,0.18,0.1,0.22,0.24,0.18,0.18,0.19,0.0,0.14,0.24,0.1,0.13,0.18,0.14,0.9,0.0,0.13,0.17,0.21,0.14,0.12,0.13,0.09,0.14,0.11,0.12,0.22,0.17,0.11,0.11,0.14,0.16,0.14,0.13,0.1,0.09,0.14,0.11,0.15,0.09,0.08,0.1,0.07,0.11,0.06,0.07,0.09,0.09,0.14,0.06,0.1,0.49,0.04,0.08,0.07,0.0,0.07,0.0,0.06,0.08,0.06,0.09,0.06,0.05,0.0,0.03,0.0,0.03,0.04,0.03,0.12,0.27,0.04,0.04,0.0,0.0,0.04,0.03,0.11,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.19,0.26,0.0,0.0,0.74,0.59,0.36,0.35,0.29,0.38,0.2,0.19,0.1,0.1,0.1,0.08,0.08,0.03,0.04,0.0,0.83,0.46,0.23,0.21,0.08,99.36
