,Broadcom Inc Broadcom Inc 8 % Mandatory Convertible Preferred Stock Ser A,Danaher Corp 5% PRF PERPETUAL USD 1000 - Ser B,Wells Fargo & Company 5.9%,Citigroup Inc Repr 1/100th 7 1/8 Non-Cum Perp Pfd Shs Series J,APO 6.375 PERP A,Wells Fargo & Co Deposit Shs Repr 1/1000th 5.85 % Non-Cum Perp Pfd Shs -A-,Capital One Financial Corp 4.375% PRF PERPETUAL USD 25 - Ser L 1/40th Int,U.S. Bancorp Shs Repr 1/1000th Non Cum Perp Pfd Shs Series-F,"The Hartford Financial Services Group, Inc. 0%",688065.SS,Citigroup Inc Deposit Shs Repr 1/1000th 6 7/8 % Non-Cum Perp Pfd Shs Series,JPMorgan Chase & Co DR,Enbridge Incorporation 0%,Bank of America Corp Deposit Shs Repr 1/1200th Fltg Rate Non Cum Pfd Shs Se,Morgan Stanley Deposit Shs Repr 1/1000th Non-Cum Pfd Shs Series -E-,Morgan Stanley Deposit Shs Repr 1/1000th Non-Cum Pfd Shs Series -F-,New Residential Investment Corp FXDFR PRF PERPETUAL USD 25 - Ser C,DTE Energy Company 0%,KKR & Co Inc PRF CONVERT 15/09/2023 USD 50 - Ser C,NiSource Inc Pfd,Duke Energy Corp 0%,"Reinsurance Group of America, Incorporated 0%",International Flavors & Fragrances Inc Unit,Goldman Sachs Group Inc Deposit Shs Repr 1/1000th Non-Cum Perp Pfd Shs Ser,AT&T Inc 0%,Avantor Inc Ser A,ArcelorMittal S.A. 0%,Wells Fargo & Co 7 1/2 % Non Cum Perp Conv Pfd Shs -A- Series -L-,AGNC Investment Corp FXDFR PRF PERPETUAL USD 25 Ser E 1/1000,NuStar Energy LP Pfd,AGNC Investment Corp FXDFR PRF PERPETUAL USD 25 Series F,CHS Inc Pfd Shs -B- Series 3,Goldman Sachs Group Inc Deposit Shs Repr 1/1000th Perp Fltg Rate Non Cum Pf,"Becton, Dickinson and Co PRF PERPETUAL USD 50 - 1/20TH INT Ser B",Southern Company 0%,688065.SS,Goldman Sachs Group Inc Repr 1/1000th Flt Rt Non-Cum Pfd Series -C-,Aptiv Plc 0%,Bank of America Corp Pfd,Morgan Stanley Deposit Shs Repr 1/1000th Flt Rate Non Cum Pfd Shs Series -,NextEra Energy Inc Unit (Corporate Unit 09/01/2023),PNC Financial Services Group Inc Perpetual Preferred Share class-P,U.S. Bancorp Shs Repr 1/1000th Non-Cum Perpetual Pfd Shs Series -B-,State Street Corporation Deposit Shs Repr 1/4000th Non-Cum Perp Pfd Shs Ser,NextEra Energy Inc Unit,Synovus Financial Corp Pfd,United States Cellular Corporation 0%,Southern Co Unit - Series A (2019),Stanley Black & Decker Inc Unit,MFA Financial Inc FXDFR PRF PERPETUAL USD 25 Ser C,Brighthouse Financial Inc 6.60% PRF PERPETUAL USD 25 - Ser A 1/1000th int,Oaktree Capital Group LLC 6.55% PRF PERPETUAL USD 25 - Ser B,Oaktree Capital Group LLC Pfd,Boston Scientific Corp PRF PERPETUAL USD 100 - Ser A,Algonquin Power & Utilities Corporation 0%,Annaly Capital Management Inc FXDFR PRF PERPETUAL USD 25 - Ser G,NYCB PR U,Truist Financial Corp PRF PERPETUAL USD 25 - 1/4000 Series I,JPMorgan Chase & Co Pfd,JPMorgan Chase & Co 6% PRF PERPETUAL USD 25 - Dep rep 1/400 Ser EE,CMS Energy Corporation 0%,Public Storage Deposit Shs Repr 1/1000th 5.15 % Cum Pfd Shs of Benef Int Se,D 7.25 06/01/22 A,Qwest Corporation 0%,Citizens Financial Group Inc FXDFR PRF PERPETUAL USD 25 - Ser D,Elanco Animal Health Inc Units ( Purchase Contract & Senior Amortizing Note,DCP Midstream LP Pfd,Algonquin Power & Utilities Corporation 0%,SCE Trust VI 5% Cum Red Pfd Secs Series -L-,688065.SS,Enstar Group Ltd Ser E,Diversified Healthcare Trust 0%,EPR Properties 5.70% PRF PERPETUAL USD 25 - Ser G,Athene Holding Ltd PRF PERPETUAL USD 25 Ser B 1/1000th Int,First Republic Bank Deposit Shs Repr 1/40th Non Cum Perp Pfd Shs Series -H-,Colfax Corp Unit,Braemar Hotels & Resorts Inc B,KeyCorp Pfd,Regions Financial Corp Deposit Shs Repr 1/40th Non-Cum Perp Pfd Shs Series,Hersha Hospitality Trust D,American Equity Investment Life Holding Co Series A,Liberty Broadband Corp PRF PERPETUAL USD - Series A,Brunswick Corporation 0%,ViacomCBS Inc 5.75% PRF CONVERT 01/04/2024 USD 100,American Homes 4 Rent 0%,American Homes 4 Rent 5.875 % Cum Conv Red Pfd Registered Shs of BenefInter,AT&T Inc 5% PRF PERPETUAL USD 25 1/1000th Int Ser A,Sempra 0%,688065.SS,Chimera Investment Corp Pfd,Chimera Investment Corp Series C,CHS Inc Pfd Shs -B- Series -2-,Fifth Third Bancorp 6% PRF PERPETUAL USD 1000 - Sr A Rp 1/40 Dp Cl B,Regions Financial Corp Pfd,CMS Energy Corporation 0%,Bank of America Corporation 6.25%,First Horizon Corp FXDFR PRF PERPETUAL USD 25 - Ser D 1/400 Dep Sh,Ford Motor Company 0%,Ford Motor Company 0%,JPMorgan Chase & Co Deposit Shs Repr 1/10th Non-Cum Perp Pfd Shs Series -S-,Allstate Corp Pfd,First Midwest Bancorp Inc 7% PRF PERPETUAL USD 25 - Ser C 1/40 Int,Bank of America Corp 7 1/4 % Non-Cum Perp Conv Pfd Shs Series -L-,Bank of America Corp Pfd,Public Storage Deposit Shs Repr 1/1000th 5.05 % Cum Red Pfd Shs Series -G-,Energizer Holdings Inc Energizer Holdings Inc 7.50% Series A Mandatory Conv,Public Storage 4% PRF PERPETUAL USD 25 - Ser P 1/1000th Int,Athene Hldg,WCC V10.625 PERP A,MetLife Inc Pfd,"Affiliated Managers Group, Inc. 0%",Athene Holding Ltd PRF PERPETUAL USD 25 - Ser D 1/1000th Int,Stifel Financial Corp Ser B,Digital Realty Trust Inc 5.25 % Cum Conv Red Pfd Registered Shs Series -J-,Brookfield Property Partners LP Cls A Ser 1,Aspen Insurance Holdings Ltd 5.95 % Non-Cum Perp Pref Shs,Citizens Financial Group Inc PRF PERPETUAL USD 25 Dp Rp1/10th Int Ser E,"Allstate Corp 5.625% PRF PERPETUAL USD 25 - Ser G, 1/1000th Int",NuStar Energy LP A,WR Berkley Corp 5.70% SUBORDINATED DEBENTURES DUE 2058,W.R. Berkley Corporation 0%,RNR 5.75 PERP F,First Citizens BancShares Inc PRF PERPETUAL USD - Ser A,AT&T Inc 4.75% PRF PERPETUAL USD 25 - 1/1000th Int Ser C,First Republic Bank PRF PERPETUAL USD - Dp Sh Rp1/40th Ser J,II-VI Inc 6% PRF PERPETUAL USD - Ser A,Brookfield Infrastructure Finance ULC 0%,"MetLife Inc Floating Rate NonCumulative Preferred Stock, Series A",EPR Properties 5.75% Series C Cumulative Convertible Preferred Shares,688065.SS,American Equity Investment Life Holding Co PRF PERPETUAL USD 25 - Ser B 1/1,"Affiliated Managers Group, Inc. 0%",Sabre Corp 6.50% PRF CONVERT 01/09/2023 USD 100 - Ser A,Pennsylvania Real Estate Investment Trust 7.20% Cum Red Perp Pfd Shs,SUM
07/09/2021,2.39,2.16,1.75,1.57,1.54,1.52,1.49,1.45,1.43,1.41,1.4,1.4,1.4,1.35,1.31,1.3,1.28,1.25,1.19,1.17,1.16,1.06,1.04,1.02,1.02,0.99,0.98,0.98,0.98,0.97,0.96,0.95,0.94,0.94,0.93,0.93,0.93,0.9,0.89,0.88,0.87,0.87,0.87,0.86,0.86,0.85,0.85,0.85,0.84,0.81,0.81,0.78,0.78,0.76,0.76,0.75,0.75,0.74,0.74,0.74,0.71,0.71,0.68,0.67,0.67,0.67,0.66,0.66,0.66,0.65,0.6,0.6,0.6,0.6,0.6,0.59,0.58,0.58,0.58,0.57,0.57,0.56,0.56,0.55,0.55,0.54,0.54,0.53,0.5,0.5,0.49,0.49,0.48,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.43,0.42,0.42,0.42,0.41,0.39,0.38,0.38,0.37,0.35,0.35,0.34,0.32,0.32,0.31,0.31,0.31,0.31,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.25,0.23,0.17,99.99000000000001
