,AM,BEN,IPG,NWL,FANG,WSO,FNF,NLOK,CNA,WU,PNW,ARES,WSM,FHN,HUBB,NRG,UGI,NI,OGE,PBCT,CF,SNA,JNPR,STLD,MDU,RS,IRM,HRB,TFSL,NYCB,ORI,SON,GLPI,WRK,OMF,VST,HBI,FLO,APAM,AOS,LEG,OLN,ACI,WTRG,SCI,UNM,DKS,SNV,BWA,IDA,PII,HII,CC,LII,R,RHI,VLY,MPW,XRX,CBOE,FAF,SMG,AFG,SBNY,LECO,UMPQ,CFR,NFG,EWBC,SEE,TTC,INGR,UBSI,CWEN,MRO,REYN,JEF,DCI,ERIE,CCOI,PAG,MAN,GNTX,UDR,CUBE,EVR,NWSA,XEC,BC,PB,COG,BPOP,HE,WBS,POR,BKH,OZK,NJR,BOKF,RGA,TNL,AIZ,SR,ATR,WLK,ALE,HUN,FHB,LPX,TRGP,NATI,MSM,NXST,THG,TKR,WAL,NNN,LW,OC,CSL,SWX,STOR,CPT,PPBI,NWE,VVV,OSK,GBCI,CBSH,CR,MDC,VIRT,SXT,KIM,LAMR,COR,LCII,ESI,FLS,LSI,MSA,EHC,MOS,SRC,OGS,AGCO,ITT,THO,XRAY,SLM,AVT,BRX,HOMB,HLI,AVNT,BWXT,BOH,NEU,SLG,ELS,NSP,CBU,SLGN,WOR,LPLA,RDN,SEIC,DLB,FFIN,LANC,FL,KMPR,ACC,STAG,CONE,PINC,AAP,GPK,KRC,PRI,AIT,SPB,HR,CNO,WEN,FR,RGLD,TTEC,VMI,HTA,MMS,ENR,KBR,TGNA,EGP,MTG,CASY,AWR,SSD,SBRA,SAIC,RXN,SF,DLN,WisdomTree US LargeCap Dividend ETF,HRC,JBL,UMBF,TOL,n/a,ASH,LXP,EXPO,WH,RBC,CTRA,RRX,CNS,SUM
09/22/2021,1.67,1.41,1.48,1.14,0.94,1.05,1.05,0.94,0.92,0.84,0.84,1.13,1.04,0.79,0.89,0.9,0.81,0.82,0.82,0.76,0.77,0.76,0.81,0.81,0.75,0.69,0.76,0.76,0.66,0.8,0.62,0.62,0.69,0.64,0.62,0.62,0.68,0.63,0.66,0.58,0.57,0.62,0.89,0.57,0.65,0.48,0.74,0.49,0.47,0.56,0.47,0.48,0.44,0.46,0.54,0.58,0.46,0.49,0.44,0.52,0.54,0.37,0.52,0.51,0.48,0.49,0.47,0.46,0.47,0.45,0.43,0.44,0.41,0.54,0.39,0.41,0.48,0.41,0.42,0.42,0.54,0.4,0.41,0.45,0.47,0.41,0.36,0.43,0.4,0.37,0.43,0.39,0.38,0.35,0.4,0.37,0.36,0.32,0.36,0.36,0.34,0.38,0.31,0.31,0.34,0.31,0.36,0.32,0.36,0.35,0.34,0.3,0.33,0.32,0.28,0.34,0.31,0.25,0.31,0.34,0.33,0.31,0.35,0.28,0.31,0.29,0.27,0.27,0.26,0.28,0.28,0.25,0.29,0.29,0.29,0.31,0.28,0.24,0.23,0.3,0.24,0.24,0.27,0.26,0.22,0.24,0.23,0.24,0.24,0.21,0.23,0.25,0.22,0.27,0.23,0.23,0.22,0.24,0.2,0.25,0.27,0.21,0.22,0.2,0.24,0.22,0.21,0.2,0.2,0.19,0.0,0.19,0.22,0.24,0.23,0.24,0.21,0.23,0.2,0.21,0.19,0.23,0.21,0.2,0.2,0.2,0.0,0.19,0.2,0.22,0.0,0.0,0.19,0.2,0.19,0.2,0.0,0.2,0.0,0.0,0.0,0.22,0.19,0.41,0.0,0.22,0.19,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.66000000000001
09/23/2021,1.67,1.41,1.48,1.14,0.94,1.05,1.05,0.94,0.92,0.84,0.84,1.13,1.04,0.79,0.89,0.9,0.81,0.82,0.82,0.76,0.77,0.76,0.81,0.81,0.75,0.69,0.76,0.76,0.66,0.8,0.62,0.62,0.69,0.64,0.62,0.62,0.68,0.63,0.66,0.58,0.57,0.62,0.89,0.57,0.65,0.48,0.74,0.49,0.47,0.56,0.47,0.48,0.44,0.46,0.54,0.58,0.46,0.49,0.44,0.52,0.54,0.37,0.52,0.51,0.48,0.49,0.47,0.46,0.47,0.45,0.43,0.44,0.41,0.54,0.39,0.41,0.48,0.41,0.42,0.42,0.54,0.4,0.41,0.45,0.47,0.41,0.36,0.43,0.4,0.37,0.43,0.39,0.38,0.35,0.4,0.37,0.36,0.32,0.36,0.36,0.34,0.38,0.31,0.31,0.34,0.31,0.36,0.32,0.36,0.35,0.34,0.3,0.33,0.32,0.28,0.34,0.31,0.25,0.31,0.34,0.33,0.31,0.35,0.28,0.31,0.29,0.27,0.27,0.26,0.28,0.28,0.25,0.29,0.29,0.29,0.31,0.28,0.24,0.23,0.3,0.24,0.24,0.27,0.26,0.22,0.24,0.23,0.24,0.24,0.21,0.23,0.25,0.22,0.27,0.23,0.23,0.22,0.24,0.2,0.25,0.27,0.21,0.22,0.2,0.24,0.22,0.21,0.2,0.2,0.19,0.0,0.19,0.22,0.24,0.23,0.24,0.21,0.23,0.2,0.21,0.19,0.23,0.21,0.2,0.2,0.2,0.0,0.19,0.2,0.22,0.0,0.0,0.19,0.2,0.19,0.2,0.0,0.2,0.0,0.0,0.0,0.22,0.19,0.41,0.0,0.22,0.19,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.66000000000001
09/24/2021,1.66,1.36,1.47,1.11,0.93,1.08,1.04,0.93,0.91,0.82,0.85,1.12,1.06,0.79,0.88,0.91,0.81,0.83,0.82,0.75,0.79,0.76,0.81,0.77,0.75,0.68,0.77,0.77,0.68,0.8,0.62,0.62,0.7,0.63,0.62,0.62,0.67,0.64,0.64,0.58,0.57,0.58,0.91,0.59,0.65,0.48,0.75,0.49,0.46,0.57,0.46,0.48,0.41,0.47,0.54,0.59,0.46,0.52,0.43,0.53,0.54,0.39,0.52,0.5,0.48,0.49,0.47,0.46,0.45,0.45,0.42,0.45,0.41,0.54,0.38,0.42,0.48,0.41,0.43,0.41,0.55,0.39,0.41,0.46,0.48,0.4,0.36,0.43,0.39,0.37,0.43,0.39,0.39,0.35,0.41,0.37,0.36,0.33,0.36,0.35,0.34,0.38,0.31,0.31,0.33,0.31,0.35,0.33,0.35,0.36,0.34,0.31,0.33,0.32,0.28,0.34,0.32,0.26,0.3,0.35,0.33,0.31,0.36,0.28,0.31,0.3,0.26,0.28,0.27,0.28,0.27,0.25,0.3,0.29,0.31,0.31,0.26,0.24,0.23,0.3,0.24,0.24,0.27,0.27,0.22,0.24,0.23,0.24,0.24,0.21,0.23,0.25,0.22,0.27,0.22,0.23,0.23,0.25,0.2,0.26,0.27,0.21,0.22,0.2,0.24,0.22,0.21,0.2,0.2,0.19,0.0,0.2,0.23,0.24,0.24,0.24,0.21,0.23,0.2,0.2,0.19,0.23,0.21,0.19,0.2,0.21,0.0,0.0,0.2,0.23,0.19,0.0,0.19,0.22,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.22,0.0,0.41,0.0,0.22,0.18,0.0,0.0,0.0,0.19,0.18,0.19,0.0,0.0,0.0,0.0,0.0,87.69000000000001
09/27/2021,1.66,1.39,1.49,1.11,0.97,1.07,1.04,0.92,0.9,0.81,0.83,1.11,1.07,0.8,0.88,0.91,0.81,0.83,0.82,0.76,0.8,0.76,0.81,0.76,0.74,0.69,0.77,0.77,0.67,0.79,0.63,0.62,0.7,0.63,0.62,0.61,0.66,0.63,0.65,0.57,0.57,0.61,0.9,0.58,0.65,0.47,0.76,0.49,0.47,0.57,0.46,0.48,0.4,0.46,0.55,0.59,0.46,0.51,0.42,0.53,0.54,0.38,0.52,0.5,0.48,0.49,0.47,0.46,0.46,0.45,0.42,0.45,0.41,0.55,0.39,0.41,0.48,0.41,0.42,0.41,0.56,0.39,0.41,0.46,0.47,0.4,0.37,0.43,0.4,0.37,0.44,0.39,0.38,0.35,0.41,0.37,0.36,0.33,0.37,0.35,0.35,0.38,0.31,0.31,0.33,0.31,0.35,0.33,0.35,0.36,0.34,0.31,0.34,0.32,0.28,0.34,0.32,0.25,0.29,0.35,0.33,0.31,0.36,0.28,0.3,0.3,0.26,0.27,0.27,0.28,0.27,0.25,0.3,0.3,0.31,0.31,0.26,0.24,0.23,0.3,0.23,0.24,0.27,0.27,0.22,0.24,0.23,0.24,0.23,0.21,0.23,0.25,0.22,0.27,0.23,0.22,0.23,0.25,0.21,0.26,0.27,0.2,0.22,0.2,0.24,0.22,0.21,0.2,0.2,0.19,0.0,0.2,0.23,0.24,0.24,0.24,0.22,0.23,0.21,0.2,0.2,0.23,0.21,0.2,0.19,0.21,0.0,0.0,0.2,0.22,0.18,0.0,0.19,0.22,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.22,0.18,0.41,0.0,0.22,0.19,0.0,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.0,87.71000000000001
09/28/2021,1.68,1.41,1.54,1.07,1.0,1.06,1.04,0.93,0.88,0.81,0.81,1.1,1.06,0.83,0.87,0.91,0.79,0.81,0.81,0.78,0.86,0.76,0.82,0.77,0.73,0.67,0.74,0.76,0.67,0.79,0.62,0.61,0.68,0.64,0.63,0.61,0.66,0.63,0.65,0.57,0.57,0.63,0.91,0.57,0.64,0.48,0.73,0.52,0.47,0.56,0.46,0.48,0.4,0.46,0.56,0.59,0.5,0.51,0.43,0.52,0.53,0.37,0.52,0.5,0.47,0.51,0.5,0.46,0.48,0.45,0.41,0.44,0.41,0.54,0.41,0.4,0.48,0.41,0.41,0.41,0.59,0.39,0.42,0.45,0.45,0.4,0.38,0.45,0.4,0.37,0.45,0.4,0.38,0.37,0.4,0.35,0.37,0.32,0.38,0.35,0.36,0.37,0.3,0.3,0.34,0.3,0.36,0.35,0.36,0.37,0.33,0.31,0.35,0.32,0.28,0.35,0.31,0.25,0.29,0.35,0.32,0.3,0.35,0.29,0.3,0.3,0.26,0.28,0.27,0.29,0.27,0.24,0.29,0.29,0.31,0.3,0.27,0.25,0.23,0.28,0.22,0.24,0.29,0.26,0.21,0.23,0.23,0.24,0.23,0.21,0.23,0.25,0.23,0.28,0.23,0.22,0.23,0.25,0.21,0.25,0.28,0.2,0.21,0.2,0.25,0.22,0.21,0.2,0.2,0.19,0.0,0.2,0.22,0.23,0.22,0.23,0.22,0.23,0.21,0.21,0.2,0.23,0.21,0.2,0.2,0.2,0.0,0.0,0.2,0.22,0.0,0.0,0.19,0.21,0.19,0.2,0.0,0.2,0.0,0.0,0.0,0.22,0.19,0.41,0.0,0.21,0.19,0.19,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.0,87.78000000000002
09/29/2021,1.68,1.41,1.54,1.07,1.0,1.06,1.04,0.93,0.88,0.81,0.81,1.1,1.06,0.83,0.87,0.91,0.79,0.81,0.81,0.78,0.86,0.76,0.82,0.77,0.73,0.67,0.74,0.76,0.67,0.79,0.62,0.61,0.68,0.64,0.63,0.61,0.66,0.63,0.65,0.57,0.57,0.63,0.91,0.57,0.64,0.48,0.73,0.52,0.47,0.56,0.46,0.48,0.4,0.46,0.56,0.59,0.5,0.51,0.43,0.52,0.53,0.37,0.52,0.5,0.47,0.51,0.5,0.46,0.48,0.45,0.41,0.44,0.41,0.54,0.41,0.4,0.48,0.41,0.41,0.41,0.59,0.39,0.42,0.45,0.45,0.4,0.38,0.45,0.4,0.37,0.45,0.4,0.38,0.37,0.4,0.35,0.37,0.32,0.38,0.35,0.36,0.37,0.3,0.3,0.34,0.3,0.36,0.35,0.36,0.37,0.33,0.31,0.35,0.32,0.28,0.35,0.31,0.25,0.29,0.35,0.32,0.3,0.35,0.29,0.3,0.3,0.26,0.28,0.27,0.29,0.27,0.24,0.29,0.29,0.31,0.3,0.27,0.25,0.23,0.28,0.22,0.24,0.29,0.26,0.21,0.23,0.23,0.24,0.23,0.21,0.23,0.25,0.23,0.28,0.23,0.22,0.23,0.25,0.21,0.25,0.28,0.2,0.21,0.2,0.25,0.22,0.21,0.2,0.2,0.19,0.0,0.2,0.22,0.23,0.22,0.23,0.22,0.23,0.21,0.21,0.2,0.23,0.21,0.2,0.2,0.2,0.0,0.0,0.2,0.22,0.0,0.0,0.19,0.21,0.19,0.2,0.0,0.2,0.0,0.0,0.0,0.22,0.19,0.41,0.0,0.21,0.19,0.19,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.0,87.78000000000002
09/30/2021,1.68,1.41,1.54,1.07,1.0,1.06,1.04,0.93,0.88,0.81,0.81,1.1,1.06,0.83,0.87,0.91,0.79,0.81,0.81,0.78,0.86,0.76,0.82,0.77,0.73,0.67,0.74,0.76,0.67,0.79,0.62,0.61,0.68,0.64,0.63,0.61,0.66,0.63,0.65,0.57,0.57,0.63,0.91,0.57,0.64,0.48,0.73,0.52,0.47,0.56,0.46,0.48,0.4,0.46,0.56,0.59,0.5,0.51,0.43,0.52,0.53,0.37,0.52,0.5,0.47,0.51,0.5,0.46,0.48,0.45,0.41,0.44,0.41,0.54,0.41,0.4,0.48,0.41,0.41,0.41,0.59,0.39,0.42,0.45,0.45,0.4,0.38,0.45,0.4,0.37,0.45,0.4,0.38,0.37,0.4,0.35,0.37,0.32,0.38,0.35,0.36,0.37,0.3,0.3,0.34,0.3,0.36,0.35,0.36,0.37,0.33,0.31,0.35,0.32,0.28,0.35,0.31,0.25,0.29,0.35,0.32,0.3,0.35,0.29,0.3,0.3,0.26,0.28,0.27,0.29,0.27,0.24,0.29,0.29,0.31,0.3,0.27,0.25,0.23,0.28,0.22,0.24,0.29,0.26,0.21,0.23,0.23,0.24,0.23,0.21,0.23,0.25,0.23,0.28,0.23,0.22,0.23,0.25,0.21,0.25,0.28,0.2,0.21,0.2,0.25,0.22,0.21,0.2,0.2,0.19,0.0,0.2,0.22,0.23,0.22,0.23,0.22,0.23,0.21,0.21,0.2,0.23,0.21,0.2,0.2,0.2,0.0,0.0,0.2,0.22,0.0,0.0,0.19,0.21,0.19,0.2,0.0,0.2,0.0,0.0,0.0,0.22,0.19,0.41,0.0,0.21,0.19,0.19,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.0,87.78000000000002
10/01/2021,1.71,1.42,1.52,1.08,1.07,1.04,1.04,0.92,0.9,0.82,0.8,1.06,1.07,0.85,0.87,0.88,0.79,0.79,0.79,0.82,0.86,0.76,0.82,0.79,0.74,0.68,0.73,0.75,0.67,0.81,0.62,0.61,0.67,0.65,0.63,0.58,0.65,0.62,0.65,0.56,0.56,0.64,0.89,0.56,0.63,0.49,0.71,0.53,0.47,0.55,0.46,0.48,0.43,0.45,0.58,0.58,0.5,0.49,0.43,0.51,0.53,0.37,0.5,0.53,0.47,0.51,0.51,0.48,0.5,0.45,0.4,0.45,0.42,0.52,0.43,0.39,0.48,0.4,0.41,0.41,0.58,0.39,0.41,0.44,0.44,0.4,0.38,0.48,0.4,0.39,0.48,0.41,0.38,0.39,0.39,0.35,0.38,0.31,0.38,0.35,0.35,0.37,0.3,0.3,0.36,0.3,0.37,0.35,0.36,0.38,0.34,0.31,0.35,0.32,0.28,0.36,0.3,0.25,0.3,0.34,0.32,0.29,0.34,0.3,0.29,0.3,0.26,0.29,0.27,0.28,0.27,0.24,0.29,0.28,0.3,0.28,0.27,0.25,0.24,0.27,0.22,0.24,0.29,0.25,0.21,0.24,0.23,0.24,0.23,0.21,0.23,0.24,0.23,0.28,0.23,0.22,0.23,0.25,0.21,0.24,0.28,0.21,0.21,0.2,0.26,0.22,0.21,0.2,0.2,0.19,0.0,0.2,0.22,0.22,0.22,0.23,0.22,0.23,0.2,0.21,0.2,0.23,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.21,0.18,0.0,0.2,0.21,0.19,0.2,0.0,0.19,0.0,0.0,0.0,0.22,0.19,0.4,0.0,0.21,0.19,0.19,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,87.79000000000002
10/04/2021,1.74,1.35,1.48,1.08,1.08,1.03,1.03,0.92,0.9,0.83,0.81,1.04,1.06,0.85,0.88,0.87,0.8,0.81,0.8,0.83,0.88,0.76,0.81,0.76,0.74,0.68,0.74,0.75,0.67,0.8,0.62,0.61,0.68,0.65,0.61,0.58,0.65,0.64,0.63,0.56,0.57,0.62,0.93,0.57,0.63,0.49,0.7,0.54,0.47,0.57,0.47,0.48,0.43,0.45,0.58,0.58,0.51,0.5,0.42,0.52,0.53,0.38,0.49,0.53,0.47,0.52,0.51,0.48,0.51,0.44,0.41,0.45,0.44,0.52,0.44,0.41,0.49,0.4,0.4,0.4,0.59,0.39,0.42,0.45,0.45,0.4,0.37,0.49,0.4,0.39,0.5,0.41,0.38,0.39,0.39,0.36,0.38,0.32,0.39,0.35,0.33,0.37,0.3,0.3,0.36,0.3,0.39,0.36,0.37,0.38,0.32,0.31,0.34,0.32,0.27,0.37,0.3,0.25,0.29,0.34,0.32,0.29,0.35,0.3,0.3,0.3,0.25,0.3,0.28,0.29,0.26,0.24,0.29,0.28,0.3,0.28,0.28,0.25,0.24,0.28,0.22,0.24,0.29,0.25,0.21,0.24,0.23,0.28,0.22,0.2,0.23,0.24,0.24,0.27,0.23,0.22,0.23,0.25,0.21,0.24,0.28,0.21,0.21,0.2,0.25,0.22,0.21,0.19,0.2,0.19,0.0,0.2,0.22,0.23,0.23,0.23,0.22,0.23,0.2,0.21,0.21,0.23,0.2,0.2,0.19,0.2,0.0,0.0,0.2,0.22,0.19,0.0,0.2,0.21,0.19,0.2,0.0,0.19,0.0,0.0,0.0,0.23,0.19,0.22,0.0,0.21,0.0,0.19,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,87.83000000000001
10/05/2021,1.75,1.34,1.5,1.02,1.12,1.02,1.03,0.92,0.9,0.82,0.81,1.06,0.97,0.86,0.85,0.86,0.81,0.82,0.79,0.83,0.95,0.74,0.81,0.75,0.75,0.67,0.74,0.76,0.68,0.83,0.63,0.61,0.68,0.64,0.63,0.58,0.62,0.64,0.63,0.54,0.55,0.62,0.87,0.56,0.63,0.51,0.67,0.55,0.47,0.56,0.47,0.48,0.44,0.44,0.57,0.59,0.51,0.49,0.43,0.51,0.53,0.38,0.5,0.55,0.46,0.52,0.51,0.48,0.51,0.43,0.41,0.45,0.45,0.51,0.46,0.4,0.49,0.4,0.41,0.41,0.56,0.4,0.42,0.45,0.44,0.4,0.37,0.0,0.4,0.4,0.98,0.41,0.38,0.4,0.39,0.36,0.38,0.32,0.38,0.36,0.34,0.37,0.3,0.31,0.37,0.3,0.41,0.36,0.36,0.39,0.33,0.31,0.34,0.32,0.27,0.38,0.31,0.25,0.29,0.34,0.32,0.29,0.35,0.31,0.29,0.3,0.26,0.3,0.28,0.3,0.25,0.25,0.3,0.29,0.3,0.28,0.28,0.25,0.23,0.28,0.23,0.23,0.3,0.25,0.22,0.23,0.23,0.28,0.23,0.21,0.23,0.25,0.24,0.27,0.23,0.22,0.23,0.25,0.21,0.24,0.29,0.21,0.21,0.2,0.26,0.23,0.21,0.19,0.21,0.19,0.0,0.2,0.22,0.23,0.23,0.23,0.21,0.22,0.2,0.21,0.21,0.24,0.21,0.21,0.19,0.2,0.0,0.0,0.2,0.22,0.19,0.0,0.2,0.2,0.19,0.2,0.0,0.19,0.0,0.0,0.0,0.23,0.19,0.22,0.0,0.21,0.0,0.19,0.0,0.0,0.19,0.0,0.18,0.18,0.0,0.0,0.0,0.0,88.07
10/06/2021,1.75,1.34,1.5,1.02,1.12,1.02,1.03,0.92,0.9,0.82,0.81,1.06,0.97,0.86,0.85,0.86,0.81,0.82,0.79,0.83,0.95,0.74,0.81,0.75,0.75,0.67,0.74,0.76,0.68,0.83,0.63,0.61,0.68,0.64,0.63,0.58,0.62,0.64,0.63,0.54,0.55,0.62,0.87,0.56,0.63,0.51,0.67,0.55,0.47,0.56,0.47,0.48,0.44,0.44,0.57,0.59,0.51,0.49,0.43,0.51,0.53,0.38,0.5,0.55,0.46,0.52,0.51,0.48,0.51,0.43,0.41,0.45,0.45,0.51,0.46,0.4,0.49,0.4,0.41,0.41,0.56,0.4,0.42,0.45,0.44,0.4,0.37,0.0,0.4,0.4,0.98,0.41,0.38,0.4,0.39,0.36,0.38,0.32,0.38,0.36,0.34,0.37,0.3,0.31,0.37,0.3,0.41,0.36,0.36,0.39,0.33,0.31,0.34,0.32,0.27,0.38,0.31,0.25,0.29,0.34,0.32,0.29,0.35,0.31,0.29,0.3,0.26,0.3,0.28,0.3,0.25,0.25,0.3,0.29,0.3,0.28,0.28,0.25,0.23,0.28,0.23,0.23,0.3,0.25,0.22,0.23,0.23,0.28,0.23,0.21,0.23,0.25,0.24,0.27,0.23,0.22,0.23,0.25,0.21,0.24,0.29,0.21,0.21,0.2,0.26,0.23,0.21,0.19,0.21,0.19,0.0,0.2,0.22,0.23,0.23,0.23,0.21,0.22,0.2,0.21,0.21,0.24,0.21,0.21,0.19,0.2,0.0,0.0,0.2,0.22,0.19,0.0,0.2,0.2,0.19,0.2,0.0,0.19,0.0,0.0,0.0,0.23,0.19,0.22,0.0,0.21,0.0,0.19,0.0,0.0,0.19,0.0,0.18,0.18,0.0,0.0,0.0,0.0,88.07
10/07/2021,1.75,1.34,1.5,1.02,1.12,1.02,1.03,0.92,0.9,0.82,0.81,1.06,0.97,0.86,0.85,0.86,0.81,0.82,0.79,0.83,0.95,0.74,0.81,0.75,0.75,0.67,0.74,0.76,0.68,0.83,0.63,0.61,0.68,0.64,0.63,0.58,0.62,0.64,0.63,0.54,0.55,0.62,0.87,0.56,0.63,0.51,0.67,0.55,0.47,0.56,0.47,0.48,0.44,0.44,0.57,0.59,0.51,0.49,0.43,0.51,0.53,0.38,0.5,0.55,0.46,0.52,0.51,0.48,0.51,0.43,0.41,0.45,0.45,0.51,0.46,0.4,0.49,0.4,0.41,0.41,0.56,0.4,0.42,0.45,0.44,0.4,0.37,0.0,0.4,0.4,0.98,0.41,0.38,0.4,0.39,0.36,0.38,0.32,0.38,0.36,0.34,0.37,0.3,0.31,0.37,0.3,0.41,0.36,0.36,0.39,0.33,0.31,0.34,0.32,0.27,0.38,0.31,0.25,0.29,0.34,0.32,0.29,0.35,0.31,0.29,0.3,0.26,0.3,0.28,0.3,0.25,0.25,0.3,0.29,0.3,0.28,0.28,0.25,0.23,0.28,0.23,0.23,0.3,0.25,0.22,0.23,0.23,0.28,0.23,0.21,0.23,0.25,0.24,0.27,0.23,0.22,0.23,0.25,0.21,0.24,0.29,0.21,0.21,0.2,0.26,0.23,0.21,0.19,0.21,0.19,0.0,0.2,0.22,0.23,0.23,0.23,0.21,0.22,0.2,0.21,0.21,0.24,0.21,0.21,0.19,0.2,0.0,0.0,0.2,0.22,0.19,0.0,0.2,0.2,0.19,0.2,0.0,0.19,0.0,0.0,0.0,0.23,0.19,0.22,0.0,0.21,0.0,0.19,0.0,0.0,0.19,0.0,0.18,0.18,0.0,0.0,0.0,0.0,88.07
10/08/2021,1.77,1.32,1.48,1.0,1.17,1.02,1.03,0.9,0.9,0.82,0.83,1.04,0.94,0.86,0.86,0.85,0.82,0.82,0.8,0.84,0.94,0.75,0.8,0.75,0.75,0.67,0.74,0.76,0.68,0.83,0.63,0.61,0.68,0.65,0.63,0.59,0.61,0.64,0.61,0.54,0.56,0.62,0.87,0.57,0.64,0.51,0.67,0.55,0.48,0.57,0.47,0.48,0.43,0.44,0.57,0.58,0.51,0.49,0.43,0.51,0.54,0.37,0.5,0.56,0.47,0.52,0.51,0.5,0.51,0.44,0.41,0.46,0.45,0.51,0.48,0.4,0.49,0.39,0.41,0.41,0.56,0.39,0.42,0.45,0.43,0.41,0.37,0.0,0.4,0.4,1.0,0.42,0.38,0.4,0.4,0.36,0.38,0.33,0.39,0.37,0.33,0.36,0.31,0.31,0.37,0.3,0.4,0.35,0.35,0.4,0.32,0.31,0.34,0.32,0.27,0.37,0.31,0.25,0.29,0.34,0.31,0.29,0.35,0.31,0.3,0.3,0.26,0.3,0.28,0.29,0.25,0.25,0.29,0.29,0.31,0.29,0.28,0.25,0.23,0.28,0.23,0.23,0.31,0.25,0.22,0.24,0.23,0.28,0.22,0.21,0.23,0.25,0.24,0.28,0.23,0.23,0.23,0.26,0.21,0.24,0.29,0.21,0.21,0.2,0.25,0.23,0.21,0.19,0.21,0.19,0.0,0.2,0.23,0.23,0.23,0.23,0.21,0.22,0.2,0.21,0.21,0.24,0.21,0.21,0.19,0.2,0.0,0.0,0.2,0.22,0.19,0.0,0.2,0.2,0.19,0.2,0.0,0.2,0.0,0.0,0.0,0.23,0.19,0.22,0.0,0.21,0.0,0.19,0.0,0.0,0.18,0.0,0.18,0.18,0.0,0.0,0.0,0.0,88.19
10/11/2021,1.75,1.34,1.47,1.0,1.17,1.03,1.04,0.91,0.92,0.82,0.75,1.08,0.94,0.84,0.86,0.86,0.81,0.81,0.79,0.83,0.93,0.75,0.81,0.75,0.75,0.66,0.73,0.75,0.68,0.83,0.65,0.61,0.68,0.63,0.62,0.61,0.59,0.65,0.62,0.56,0.54,0.62,0.8,0.56,0.64,0.53,0.65,0.54,0.48,0.55,0.47,0.49,0.44,0.45,0.56,0.6,0.51,0.47,0.43,0.51,0.55,0.37,0.52,0.56,0.48,0.52,0.5,0.5,0.51,0.44,0.4,0.47,0.44,0.53,0.48,0.39,0.5,0.39,0.41,0.41,0.56,0.4,0.43,0.45,0.43,0.41,0.37,0.0,0.4,0.39,0.96,0.42,0.37,0.4,0.4,0.36,0.38,0.33,0.39,0.37,0.33,0.37,0.31,0.31,0.38,0.3,0.41,0.35,0.35,0.4,0.32,0.31,0.33,0.33,0.28,0.37,0.3,0.23,0.29,0.34,0.31,0.29,0.35,0.31,0.3,0.29,0.25,0.29,0.28,0.29,0.26,0.25,0.28,0.28,0.3,0.28,0.28,0.25,0.23,0.28,0.23,0.22,0.31,0.25,0.22,0.24,0.23,0.27,0.22,0.2,0.22,0.24,0.24,0.29,0.23,0.23,0.23,0.25,0.21,0.24,0.29,0.21,0.22,0.2,0.26,0.22,0.21,0.19,0.21,0.19,0.0,0.2,0.22,0.23,0.23,0.23,0.21,0.22,0.2,0.21,0.21,0.23,0.21,0.21,0.19,0.2,0.0,0.0,0.2,0.22,0.18,0.0,0.2,0.19,0.19,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.36,0.0,0.21,0.19,0.19,0.0,0.0,0.19,0.0,0.0,0.19,0.25,0.0,0.0,0.0,88.10000000000001
