,WSM,RH,DECK,TPL,RS,NTLA,LAD,CIEN,AMED,UTHR,PWR,JBL,EHC,CHE,YETI,XTSLA,LSCC,CROX,CNXC,AMG,JEF,NVST,FAF,DLB,OMCL,DKS,LHCG,GMED,JCOM,AYI,THC,LPX,JHG,EVR,APPS,FL,UNM,SAIA,SYNA,STAA,MMS,RBC,AN,SNX,MEDP,CRUS,QRTEA,QDEL,OMF,CRNC,MTG,AMN,ENSG,PDCE,SEM,SSD,AL,UFPI,CDNA,PINC,HLI,VNT,SONO,MSM,RDN,SIG,XRX,MTDR,CNMD,R,AVT,TGNA,AR,DEN,STMP,CMC,KFY,DIOD,NAVI,MTH,NSIT,KLIC,NUVA,FN,MUSA,TRTN,LXP,APAM,ABG,KBH,HAE,EQC,MC,MMSI,MED,ATKR,FHI,PRG,AGO,SFM,BMI,MDRX,OMI,YELP,CNX,VSH,EBS,NUS,ANF,MDC,FORM,KTB,REGI,JW.A,CALX,RCII,EVTC,WERN,FIX,PRFT,ACA,SNBR,BRC,PDCO,AEL,INOV,MTX,PBH,GPI,DOOR,AMKR,RPAI,ODP,SANM,SCL,IRBT,PLXS,SPWR,TPH,SSTK,MYGN,VSTO,BOOT,PCRX,TROX,SBH,FWRD,EXPI,CORT,HRI,PDM,THRM,HCSG,RVLV,HTH,PIPR,DY,HUBG,BIG,BCC,TDS,GHC,VCEL,VCYT,MGLN,ROIC,NTCT,UCTT,HSKA,RLGY,MLI,SYKE,MODV,PRGS,WOR,OAS,PHR,UNFI,CENTA,NMRK,MGRC,TTEC,CCS,TTGT,INT,MCY,CSWI,MEI,RUSHA,HNI,EVH,KN,GMS,DLX,LNTH,LZB,HOPE,SWBI,ICFI,OSIS,ILPT,LMNX,CYH,TSE,OXM,CLDX,MHO,MBUU,XPEL,SITM,CWH,WIRE,ARCB,CDMO,PJT,MYRG,USD,ACLS,BSIG,ASO,HIBB,CRC,CRVL,STC,BISXX,n/a,RRX,ZD,-,CIVI,VRTV,SMCI,ECPG,DDS,SUPN,CUBI,CSGS,MRO,JLL,HRC,OVV,AA,OGN,BC,OLN,SPSC,TDC,CHK,RRC,EXLS,MUR,ALKS,ADS,PAG,SM,ITGR,AMEH,CVLT,WLL,WGO,BDN,WWE,CXP,WHD,VCRA,GNW,IRWD,LGF.B,JOE,FLGT,GDYN,SUM
08/09/2021,1.14,1.07,1.21,0.9,0.95,1.0,0.97,0.87,0.65,0.9,0.85,0.83,0.8,0.74,0.86,0.63,0.81,0.92,0.73,0.7,0.72,0.64,0.74,0.63,0.65,0.7,0.56,0.61,0.61,0.63,0.62,0.58,0.63,0.55,0.55,0.5,0.51,0.62,0.51,0.57,0.51,0.59,0.63,0.53,0.51,0.46,0.45,0.55,0.46,0.42,0.47,0.5,0.43,0.37,0.42,0.45,0.46,0.44,0.4,0.42,0.44,0.42,0.4,0.4,0.43,0.32,0.39,0.34,0.36,0.41,0.4,0.37,0.35,0.34,0.59,0.38,0.36,0.38,0.38,0.4,0.35,0.37,0.31,0.34,0.39,0.34,0.36,0.32,0.37,0.34,0.29,0.31,0.34,0.33,0.29,0.39,0.3,0.3,0.31,0.28,0.29,0.27,0.27,0.27,0.26,0.29,0.29,0.28,0.22,0.29,0.29,0.27,0.27,0.26,0.25,0.29,0.28,0.27,0.27,0.33,0.24,0.25,0.26,0.25,0.27,0.3,0.26,0.28,0.28,0.26,0.29,0.27,0.24,0.25,0.24,0.24,0.25,0.2,0.28,0.24,0.26,0.25,0.25,0.25,0.2,0.21,0.24,0.31,0.24,0.25,0.23,0.27,0.19,0.2,0.21,0.24,0.23,0.21,0.19,0.2,0.19,0.22,0.2,0.25,0.21,0.21,0.2,0.19,0.23,0.2,0.22,0.21,0.23,0.2,0.2,0.18,0.22,0.19,0.17,0.21,0.0,0.2,0.21,0.21,0.21,0.0,0.18,0.17,0.19,0.0,0.2,0.18,0.18,0.18,0.17,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.19,0.18,0.17,0.0,0.22,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.75999999999999
08/10/2021,1.12,1.06,1.2,0.9,0.96,1.0,0.95,0.87,0.62,0.93,0.85,0.84,0.79,0.73,0.82,0.58,0.82,0.91,0.71,0.69,0.73,0.65,0.74,0.63,0.67,0.7,0.56,0.61,0.59,0.63,0.61,0.59,0.63,0.55,0.55,0.5,0.53,0.63,0.59,0.55,0.51,0.59,0.62,0.53,0.5,0.45,0.43,0.47,0.47,0.39,0.48,0.49,0.43,0.38,0.39,0.45,0.45,0.44,0.39,0.43,0.44,0.43,0.4,0.39,0.43,0.32,0.4,0.34,0.37,0.41,0.41,0.36,0.36,0.34,0.59,0.38,0.36,0.39,0.39,0.4,0.34,0.4,0.3,0.34,0.38,0.35,0.36,0.33,0.37,0.34,0.29,0.31,0.34,0.33,0.29,0.39,0.3,0.29,0.31,0.28,0.29,0.27,0.27,0.28,0.26,0.29,0.29,0.28,0.22,0.28,0.3,0.28,0.26,0.26,0.25,0.29,0.28,0.27,0.27,0.33,0.24,0.25,0.26,0.25,0.28,0.3,0.27,0.29,0.28,0.26,0.3,0.27,0.24,0.25,0.24,0.24,0.25,0.2,0.28,0.24,0.25,0.25,0.26,0.25,0.2,0.21,0.24,0.3,0.24,0.25,0.23,0.27,0.19,0.21,0.22,0.25,0.23,0.21,0.19,0.21,0.18,0.22,0.19,0.24,0.2,0.21,0.2,0.19,0.23,0.2,0.22,0.21,0.22,0.2,0.2,0.18,0.21,0.18,0.17,0.21,0.17,0.2,0.21,0.2,0.21,0.0,0.19,0.18,0.19,0.0,0.2,0.18,0.19,0.17,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.18,0.17,0.0,0.22,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.59
08/11/2021,1.12,1.06,1.2,0.9,0.96,1.0,0.95,0.87,0.62,0.93,0.85,0.84,0.79,0.73,0.82,0.58,0.82,0.91,0.71,0.69,0.73,0.65,0.74,0.63,0.67,0.7,0.56,0.61,0.59,0.63,0.61,0.59,0.63,0.55,0.55,0.5,0.53,0.63,0.59,0.55,0.51,0.59,0.62,0.53,0.5,0.45,0.43,0.47,0.47,0.39,0.48,0.49,0.43,0.38,0.39,0.45,0.45,0.44,0.39,0.43,0.44,0.43,0.4,0.39,0.43,0.32,0.4,0.34,0.37,0.41,0.41,0.36,0.36,0.34,0.59,0.38,0.36,0.39,0.39,0.4,0.34,0.4,0.3,0.34,0.38,0.35,0.36,0.33,0.37,0.34,0.29,0.31,0.34,0.33,0.29,0.39,0.3,0.29,0.31,0.28,0.29,0.27,0.27,0.28,0.26,0.29,0.29,0.28,0.22,0.28,0.3,0.28,0.26,0.26,0.25,0.29,0.28,0.27,0.27,0.33,0.24,0.25,0.26,0.25,0.28,0.3,0.27,0.29,0.28,0.26,0.3,0.27,0.24,0.25,0.24,0.24,0.25,0.2,0.28,0.24,0.25,0.25,0.26,0.25,0.2,0.21,0.24,0.3,0.24,0.25,0.23,0.27,0.19,0.21,0.22,0.25,0.23,0.21,0.19,0.21,0.18,0.22,0.19,0.24,0.2,0.21,0.2,0.19,0.23,0.2,0.22,0.21,0.22,0.2,0.2,0.18,0.21,0.18,0.17,0.21,0.17,0.2,0.21,0.2,0.21,0.0,0.19,0.18,0.19,0.0,0.2,0.18,0.19,0.17,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.18,0.17,0.0,0.22,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.59
08/13/2021,1.14,1.13,1.19,0.92,0.98,0.93,0.96,0.86,0.63,0.89,0.86,0.84,0.78,0.72,0.83,0.61,0.81,0.91,0.7,0.7,0.74,0.63,0.73,0.62,0.64,0.7,0.54,0.58,0.58,0.63,0.58,0.6,0.64,0.56,0.5,0.52,0.54,0.63,0.59,0.52,0.49,0.59,0.62,0.54,0.49,0.45,0.43,0.49,0.47,0.44,0.48,0.49,0.43,0.39,0.38,0.45,0.45,0.44,0.36,0.43,0.45,0.43,0.41,0.39,0.44,0.35,0.4,0.34,0.35,0.4,0.41,0.36,0.37,0.33,0.58,0.41,0.36,0.39,0.4,0.4,0.33,0.43,0.29,0.34,0.38,0.35,0.36,0.33,0.37,0.34,0.29,0.31,0.35,0.32,0.26,0.42,0.31,0.29,0.31,0.29,0.29,0.26,0.26,0.29,0.26,0.29,0.28,0.27,0.24,0.28,0.29,0.27,0.25,0.26,0.25,0.3,0.28,0.27,0.27,0.33,0.24,0.25,0.25,0.25,0.28,0.28,0.27,0.29,0.29,0.27,0.29,0.27,0.24,0.24,0.24,0.24,0.25,0.2,0.28,0.25,0.25,0.26,0.25,0.23,0.2,0.22,0.24,0.31,0.23,0.25,0.22,0.27,0.19,0.22,0.21,0.25,0.22,0.21,0.19,0.21,0.19,0.21,0.18,0.22,0.2,0.2,0.2,0.19,0.23,0.19,0.22,0.21,0.23,0.2,0.21,0.18,0.2,0.19,0.0,0.21,0.17,0.19,0.21,0.2,0.21,0.0,0.19,0.18,0.19,0.0,0.21,0.18,0.19,0.0,0.17,0.0,0.17,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.24,0.0,0.18,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.48
08/16/2021,1.17,1.15,1.18,0.91,0.98,0.95,0.97,0.85,0.59,0.88,0.89,0.84,0.76,0.71,0.82,0.61,0.79,0.92,0.71,0.71,0.73,0.62,0.73,0.63,0.64,0.7,0.53,0.58,0.58,0.64,0.62,0.63,0.64,0.57,0.47,0.52,0.54,0.64,0.58,0.5,0.49,0.61,0.61,0.54,0.48,0.45,0.42,0.47,0.46,0.44,0.49,0.48,0.43,0.4,0.37,0.45,0.46,0.45,0.34,0.43,0.44,0.44,0.44,0.39,0.45,0.35,0.4,0.33,0.35,0.41,0.41,0.36,0.36,0.34,0.58,0.42,0.36,0.39,0.4,0.41,0.33,0.39,0.29,0.33,0.38,0.36,0.36,0.33,0.37,0.35,0.31,0.32,0.36,0.32,0.26,0.44,0.31,0.3,0.32,0.28,0.3,0.26,0.27,0.28,0.26,0.29,0.29,0.26,0.24,0.28,0.27,0.28,0.24,0.25,0.25,0.33,0.28,0.27,0.27,0.33,0.24,0.25,0.25,0.25,0.28,0.29,0.27,0.29,0.29,0.28,0.28,0.26,0.24,0.24,0.23,0.25,0.25,0.2,0.28,0.24,0.25,0.25,0.25,0.24,0.21,0.21,0.24,0.33,0.22,0.27,0.22,0.27,0.2,0.21,0.21,0.26,0.23,0.21,0.2,0.22,0.19,0.21,0.18,0.21,0.2,0.2,0.19,0.0,0.23,0.2,0.22,0.21,0.23,0.2,0.21,0.18,0.21,0.19,0.17,0.21,0.17,0.19,0.21,0.2,0.21,0.0,0.19,0.18,0.19,0.0,0.2,0.18,0.19,0.0,0.17,0.0,0.17,0.0,0.18,0.17,0.17,0.0,0.0,0.0,0.0,0.17,0.18,0.17,0.0,0.24,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.60000000000001
08/17/2021,1.15,1.13,1.2,0.9,0.98,0.93,0.97,0.85,0.58,0.89,0.89,0.85,0.77,0.72,0.83,0.63,0.79,0.94,0.72,0.71,0.73,0.63,0.74,0.64,0.64,0.7,0.53,0.58,0.57,0.64,0.62,0.62,0.64,0.57,0.46,0.52,0.54,0.63,0.59,0.51,0.5,0.61,0.61,0.54,0.5,0.46,0.42,0.46,0.46,0.43,0.5,0.49,0.43,0.39,0.37,0.45,0.46,0.45,0.33,0.43,0.45,0.44,0.45,0.39,0.45,0.35,0.4,0.32,0.35,0.42,0.4,0.35,0.34,0.33,0.58,0.43,0.36,0.39,0.4,0.42,0.34,0.39,0.3,0.33,0.39,0.36,0.36,0.33,0.37,0.35,0.31,0.32,0.35,0.32,0.26,0.43,0.31,0.3,0.32,0.28,0.3,0.26,0.26,0.28,0.25,0.3,0.29,0.27,0.23,0.28,0.27,0.28,0.23,0.26,0.25,0.32,0.28,0.28,0.27,0.33,0.24,0.25,0.26,0.25,0.28,0.29,0.27,0.29,0.29,0.28,0.28,0.27,0.24,0.25,0.23,0.25,0.25,0.19,0.28,0.25,0.24,0.25,0.25,0.24,0.21,0.21,0.24,0.3,0.23,0.26,0.23,0.27,0.2,0.2,0.21,0.26,0.23,0.22,0.2,0.22,0.19,0.21,0.18,0.21,0.2,0.2,0.19,0.17,0.23,0.2,0.23,0.21,0.23,0.2,0.21,0.17,0.2,0.19,0.0,0.21,0.17,0.19,0.21,0.19,0.21,0.0,0.19,0.18,0.19,0.17,0.2,0.18,0.19,0.0,0.0,0.0,0.17,0.0,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.17,0.18,0.17,0.0,0.24,0.0,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.64
08/18/2021,1.15,1.13,1.2,0.9,0.98,0.93,0.97,0.85,0.58,0.89,0.89,0.85,0.77,0.72,0.83,0.63,0.79,0.94,0.72,0.71,0.73,0.63,0.74,0.64,0.64,0.7,0.53,0.58,0.57,0.64,0.62,0.62,0.65,0.57,0.46,0.52,0.54,0.63,0.59,0.51,0.5,0.61,0.61,0.54,0.5,0.46,0.42,0.46,0.46,0.43,0.5,0.49,0.43,0.39,0.37,0.45,0.46,0.45,0.33,0.43,0.45,0.44,0.45,0.39,0.45,0.35,0.4,0.32,0.35,0.42,0.4,0.35,0.34,0.33,0.58,0.43,0.36,0.39,0.4,0.42,0.34,0.39,0.3,0.33,0.39,0.36,0.36,0.33,0.37,0.35,0.31,0.32,0.35,0.32,0.26,0.43,0.31,0.3,0.4,0.28,0.3,0.26,0.26,0.28,0.25,0.3,0.29,0.27,0.23,0.28,0.27,0.28,0.23,0.26,0.25,0.32,0.28,0.28,0.27,0.33,0.24,0.25,0.26,0.25,0.28,0.29,0.27,0.29,0.29,0.28,0.28,0.27,0.24,0.25,0.23,0.25,0.25,0.19,0.28,0.25,0.24,0.25,0.25,0.24,0.21,0.21,0.24,0.3,0.23,0.26,0.23,0.27,0.2,0.2,0.21,0.26,0.23,0.22,0.2,0.22,0.19,0.21,0.18,0.21,0.2,0.2,0.19,0.17,0.23,0.2,0.23,0.21,0.23,0.2,0.21,0.17,0.2,0.19,0.17,0.21,0.0,0.19,0.21,0.19,0.21,0.0,0.19,0.18,0.19,0.0,0.2,0.18,0.19,0.17,0.0,0.0,0.17,0.0,0.18,0.17,0.17,0.0,0.0,0.0,0.0,0.17,0.18,0.0,0.0,0.24,0.0,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.73
08/19/2021,1.19,1.12,1.2,0.89,0.97,0.92,0.98,0.86,0.59,0.88,0.89,0.85,0.77,0.72,0.83,0.66,0.78,0.94,0.72,0.71,0.73,0.64,0.74,0.66,0.64,0.72,0.53,0.59,0.56,0.65,0.63,0.61,0.65,0.57,0.44,0.52,0.53,0.64,0.59,0.52,0.51,0.62,0.64,0.54,0.52,0.46,0.41,0.45,0.46,0.42,0.5,0.51,0.43,0.38,0.38,0.45,0.46,0.45,0.34,0.43,0.45,0.44,0.47,0.39,0.45,0.35,0.4,0.31,0.36,0.42,0.4,0.36,0.34,0.33,0.58,0.41,0.36,0.4,0.4,0.42,0.34,0.4,0.3,0.32,0.39,0.36,0.37,0.33,0.38,0.35,0.29,0.32,0.35,0.33,0.26,0.43,0.31,0.3,0.32,0.28,0.3,0.26,0.26,0.27,0.24,0.3,0.28,0.26,0.23,0.29,0.27,0.28,0.23,0.26,0.24,0.32,0.28,0.28,0.27,0.34,0.24,0.25,0.26,0.25,0.27,0.29,0.27,0.29,0.3,0.28,0.28,0.26,0.24,0.24,0.24,0.24,0.25,0.18,0.28,0.24,0.25,0.24,0.25,0.24,0.21,0.21,0.25,0.27,0.22,0.26,0.22,0.28,0.19,0.19,0.22,0.26,0.23,0.22,0.2,0.21,0.19,0.21,0.19,0.2,0.2,0.2,0.2,0.17,0.24,0.2,0.23,0.21,0.23,0.2,0.2,0.17,0.2,0.19,0.17,0.21,0.17,0.19,0.21,0.19,0.21,0.0,0.19,0.18,0.19,0.0,0.2,0.18,0.19,0.0,0.0,0.0,0.0,0.0,0.18,0.17,0.17,0.0,0.0,0.0,0.0,0.17,0.19,0.17,0.0,0.24,0.0,0.18,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.74000000000001
08/20/2021,1.18,1.1,1.19,0.88,0.97,0.94,0.9,0.86,0.61,0.91,0.89,0.85,0.78,0.73,0.81,0.66,0.77,0.91,0.72,0.7,0.74,0.66,0.75,0.65,0.65,0.7,0.54,0.6,0.56,0.65,0.64,0.6,0.65,0.56,0.43,0.51,0.54,0.64,0.59,0.54,0.53,0.61,0.61,0.54,0.51,0.46,0.41,0.46,0.46,0.42,0.5,0.5,0.43,0.39,0.37,0.45,0.46,0.45,0.34,0.45,0.45,0.44,0.46,0.4,0.45,0.34,0.4,0.32,0.37,0.41,0.4,0.36,0.34,0.33,0.59,0.41,0.37,0.39,0.41,0.41,0.34,0.39,0.31,0.36,0.4,0.36,0.37,0.32,0.37,0.34,0.3,0.32,0.36,0.33,0.25,0.42,0.31,0.3,0.32,0.29,0.3,0.27,0.27,0.27,0.24,0.3,0.3,0.26,0.22,0.28,0.27,0.28,0.23,0.26,0.24,0.31,0.28,0.28,0.27,0.35,0.24,0.24,0.26,0.26,0.28,0.29,0.27,0.3,0.28,0.27,0.27,0.26,0.24,0.25,0.24,0.24,0.25,0.18,0.28,0.24,0.25,0.24,0.25,0.24,0.21,0.2,0.24,0.27,0.23,0.26,0.23,0.27,0.19,0.19,0.22,0.26,0.22,0.22,0.2,0.21,0.19,0.21,0.19,0.2,0.21,0.2,0.2,0.17,0.24,0.19,0.23,0.21,0.23,0.2,0.2,0.0,0.2,0.2,0.0,0.21,0.17,0.19,0.2,0.19,0.2,0.17,0.19,0.18,0.19,0.17,0.2,0.18,0.18,0.0,0.0,0.0,0.17,0.0,0.18,0.17,0.18,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.24,0.0,0.18,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.68
08/23/2021,1.19,1.1,1.23,0.84,0.97,0.9,0.9,0.87,0.6,0.91,0.91,0.85,0.78,0.75,0.81,0.69,0.79,0.93,0.73,0.69,0.74,0.66,0.76,0.65,0.66,0.7,0.54,0.61,0.57,0.65,0.64,0.62,0.64,0.56,0.41,0.52,0.53,0.65,0.59,0.53,0.53,0.61,0.62,0.55,0.51,0.46,0.41,0.45,0.45,0.42,0.51,0.51,0.42,0.37,0.36,0.46,0.44,0.46,0.35,0.47,0.45,0.45,0.45,0.4,0.45,0.36,0.38,0.31,0.37,0.4,0.4,0.36,0.31,0.31,0.61,0.4,0.37,0.4,0.41,0.41,0.34,0.4,0.3,0.38,0.41,0.36,0.38,0.32,0.37,0.35,0.3,0.33,0.35,0.35,0.25,0.41,0.31,0.3,0.32,0.3,0.3,0.26,0.26,0.27,0.24,0.29,0.3,0.26,0.24,0.29,0.28,0.28,0.22,0.26,0.25,0.32,0.29,0.29,0.27,0.35,0.24,0.24,0.25,0.26,0.28,0.32,0.26,0.29,0.28,0.27,0.27,0.27,0.23,0.24,0.24,0.23,0.25,0.18,0.28,0.24,0.26,0.24,0.24,0.23,0.21,0.2,0.24,0.26,0.23,0.25,0.23,0.27,0.19,0.19,0.22,0.26,0.22,0.22,0.2,0.21,0.19,0.21,0.2,0.2,0.21,0.21,0.2,0.0,0.24,0.19,0.23,0.22,0.24,0.19,0.2,0.17,0.2,0.19,0.17,0.2,0.17,0.19,0.2,0.19,0.19,0.0,0.2,0.18,0.19,0.0,0.2,0.18,0.18,0.17,0.0,0.0,0.17,0.0,0.18,0.17,0.18,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.25,0.0,0.18,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.83000000000001
08/24/2021,1.2,1.11,1.23,0.83,0.96,0.91,0.87,0.86,0.58,0.91,0.9,0.86,0.78,0.75,0.82,0.66,0.78,0.93,0.73,0.69,0.74,0.66,0.76,0.65,0.66,0.73,0.53,0.6,0.57,0.66,0.66,0.63,0.65,0.56,0.42,0.55,0.52,0.66,0.6,0.49,0.53,0.6,0.61,0.55,0.51,0.47,0.41,0.46,0.45,0.41,0.51,0.51,0.43,0.36,0.35,0.46,0.44,0.45,0.36,0.46,0.46,0.45,0.45,0.39,0.45,0.37,0.38,0.3,0.37,0.4,0.4,0.36,0.32,0.31,0.6,0.39,0.36,0.4,0.41,0.41,0.34,0.4,0.3,0.39,0.41,0.35,0.38,0.32,0.36,0.35,0.3,0.32,0.35,0.35,0.25,0.4,0.32,0.3,0.32,0.3,0.31,0.25,0.26,0.28,0.23,0.29,0.3,0.26,0.24,0.29,0.27,0.26,0.21,0.26,0.24,0.33,0.28,0.29,0.27,0.35,0.24,0.24,0.25,0.26,0.28,0.31,0.26,0.29,0.27,0.27,0.27,0.27,0.24,0.24,0.24,0.23,0.25,0.18,0.28,0.24,0.26,0.24,0.24,0.24,0.21,0.2,0.24,0.26,0.23,0.25,0.23,0.28,0.19,0.19,0.22,0.26,0.22,0.23,0.2,0.21,0.19,0.21,0.2,0.2,0.21,0.2,0.2,0.17,0.24,0.2,0.23,0.21,0.24,0.2,0.2,0.0,0.21,0.19,0.17,0.21,0.17,0.2,0.2,0.19,0.19,0.0,0.2,0.18,0.19,0.0,0.21,0.18,0.19,0.17,0.0,0.0,0.17,0.0,0.18,0.17,0.18,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.25,0.0,0.18,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.79000000000002
