,V,UNH,NVDA,ADBE,ABT,MA,CB,SBUX,9020.T,ASML.AS,DHR,AXP,TSM,RO.SW,SSU.,ADP,CRM,CME,NOVN.SW,INTU,IEX,PAYX,GGG,MXIM,9432.T,DPW.DE,ISRG,APTV,7182.T,KEYS,SAP.DE,6178.T,TRMB,LNC,G.MI,390.HK,ITX.MC,MCO,ROP,D05.SI,ALLE,RE,INFO,BIIB,3690.HK,WN.TO,AON,VRTX,OTIS,HUM,6902.T,ACGL,HEK.SW,EWBC,SIVB,1299.HK,9433.T,XLNX,SKA B.ST,788.HK,MUV2.DE,FBHS,SYF,9984.T,WLTW,VRSK,AJG,Z74.SI,FFIV,SIRI,QRVO,ATD.B.TO,EXO.MI,SNPS,CGNX,BBD,SCMN.SW,ALLY,DNB.OL,DOX,POOL,CDW,VRSN,O39.SI,MG.TO,ADSK,ALXN,WAL,OTP.BD,7270.T,LH,SCB-R.BK,SBNY,3382.T,MRU.TO,ADVANC.BK,TER,U11.SI,1988.HK,IHG.L,TEL.OL,9434.T,BBCA.JK,GNRC,SCHN.SW,AENA.MC,NOVO B.CO,6752.T,HAS,TELIA.ST,GBLB.BR,RMD,FLTR.L,ANSS,CABO,BRO,4452.T,INVEA.ST,SREN.SW,CHKP,ENTG,RNO.PA,CSGP,STE,AGS.BR,BMRN,5802.T,RPRX,KBANK/F.BK,INCY,4661.T,175.HK,DOCU,11.HK,KNEBV.HE,PUB.PA,4901.T,BR,7269.T,1810.HK,OLED,8TRA.DE,MSCI,First American Government Obligs X,BBRI.JK,INF.L,SPOT,IT,STM.PA,FTNT,SAP.TO,TYL,ACKB.BR,UU.L,INW.MI,QSR,SPLK,TEAM,9983.T,SVT.L,IAC,XRAY,CDNS,PRAH,CREE,2238.HK,MTN.JO,BMRI.JK,ARW,ALFA.ST,SM.PM,HEXA B.ST,BY6.,2338.HK,2388.HK,PENN,DAR,CNP.PA,IDXX,SYKE,DXCM,MRNA,SGEN,FND,2611.HK,KN,BAP,4188.T,TTMI,EL.PA,6837.HK,4612.T,2601.HK,TLKM.JK,FDS,SY1.DE,6030.HK,WAT,NWBI,ORK.OL,RH,G,ALGN,4755.T,2427.T,FGXXX,ALNY,AZN,ARE.TO,RHI,n/a,600104.SS,600519.SS,000651.SZ,002475.SZ,HOPE,ADI,600741.SS,TTEK,HRC,9042.T,6098.T,KBANK.F.BK,CREEEUR,WOLF,CHH,PFS,MMI,MBT,SUM
09/01/2021,1.65,1.37,1.43,1.34,1.21,1.07,1.1,0.95,0.66,1.09,1.05,0.89,0.85,0.91,0.74,0.84,0.84,0.71,0.72,0.81,0.7,0.68,0.65,0.0,0.48,0.61,0.67,0.59,0.43,0.61,0.55,0.53,0.59,0.56,0.5,0.37,0.46,0.49,0.49,0.48,0.48,0.5,0.49,0.45,0.22,0.49,0.53,0.42,0.47,0.38,0.42,0.44,0.4,0.42,0.41,0.3,0.4,0.44,0.42,0.28,0.41,0.4,0.41,0.3,0.36,0.42,0.39,0.37,0.39,0.34,0.36,0.38,0.35,0.41,0.36,0.31,0.34,0.36,0.33,0.32,0.34,0.36,0.3,0.31,0.27,0.34,0.0,0.32,0.32,0.28,0.32,0.31,0.32,0.27,0.31,0.31,0.27,0.28,0.2,0.26,0.29,0.28,0.29,0.28,0.29,0.25,0.32,0.26,0.27,0.25,0.26,0.3,0.26,0.25,0.26,0.25,0.22,0.23,0.23,0.24,0.22,0.19,0.22,0.22,0.19,0.21,0.18,0.19,0.2,0.18,0.21,0.16,0.21,0.13,0.2,0.19,0.21,0.21,0.19,0.13,0.18,0.17,0.21,0.0,0.18,0.19,0.15,0.22,0.21,0.23,0.16,0.19,0.17,0.18,0.18,0.17,0.18,0.23,0.14,0.18,0.14,0.16,0.19,0.0,0.14,0.13,0.19,0.15,0.16,0.17,0.14,0.17,0.12,0.13,0.0,0.16,0.16,0.14,0.15,0.14,0.17,0.23,0.14,0.15,0.0,0.13,0.0,0.13,0.12,0.13,0.0,0.11,0.0,0.13,0.13,0.12,0.0,0.13,0.0,0.0,0.12,0.12,0.13,0.0,0.0,0.15,0.13,0.0,0.11,0.12,0.0,0.33,0.14,0.13,0.12,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.47
09/02/2021,1.65,1.37,1.43,1.34,1.21,1.07,1.1,0.95,0.66,1.09,1.05,0.89,0.85,0.91,0.74,0.84,0.84,0.71,0.72,0.81,0.7,0.68,0.65,0.0,0.48,0.61,0.67,0.59,0.43,0.61,0.55,0.53,0.59,0.56,0.5,0.37,0.46,0.49,0.49,0.48,0.48,0.5,0.49,0.45,0.22,0.49,0.53,0.42,0.47,0.38,0.42,0.44,0.4,0.42,0.41,0.3,0.4,0.44,0.42,0.28,0.41,0.4,0.41,0.3,0.36,0.42,0.39,0.37,0.39,0.34,0.36,0.38,0.35,0.41,0.36,0.31,0.34,0.36,0.33,0.32,0.34,0.36,0.3,0.31,0.27,0.34,0.0,0.32,0.32,0.28,0.32,0.31,0.32,0.27,0.31,0.31,0.27,0.28,0.2,0.26,0.29,0.28,0.29,0.28,0.29,0.25,0.32,0.26,0.27,0.25,0.26,0.3,0.26,0.25,0.26,0.25,0.22,0.23,0.23,0.24,0.22,0.19,0.22,0.22,0.19,0.21,0.18,0.19,0.2,0.18,0.21,0.16,0.21,0.13,0.2,0.19,0.21,0.21,0.19,0.13,0.18,0.17,0.21,0.0,0.18,0.19,0.15,0.22,0.21,0.23,0.16,0.19,0.17,0.18,0.18,0.17,0.18,0.23,0.14,0.18,0.14,0.16,0.19,0.0,0.14,0.13,0.19,0.15,0.16,0.17,0.14,0.17,0.12,0.13,0.0,0.16,0.16,0.14,0.15,0.14,0.17,0.23,0.14,0.15,0.0,0.13,0.0,0.13,0.12,0.13,0.0,0.11,0.0,0.13,0.13,0.12,0.0,0.13,0.0,0.0,0.12,0.12,0.13,0.0,0.0,0.15,0.13,0.0,0.11,0.12,0.0,0.33,0.14,0.13,0.12,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.47
09/03/2021,1.64,1.37,1.43,1.36,1.22,1.06,1.09,0.95,0.67,1.1,1.07,0.87,0.86,0.91,0.74,0.84,0.83,0.71,0.71,0.81,0.7,0.68,0.65,0.0,0.48,0.62,0.68,0.58,0.44,0.61,0.55,0.54,0.59,0.55,0.5,0.38,0.46,0.5,0.49,0.48,0.48,0.49,0.49,0.45,0.22,0.49,0.53,0.42,0.47,0.38,0.42,0.43,0.4,0.41,0.4,0.29,0.4,0.44,0.42,0.28,0.4,0.39,0.38,0.3,0.35,0.42,0.39,0.37,0.39,0.34,0.36,0.39,0.35,0.41,0.36,0.3,0.34,0.35,0.33,0.32,0.34,0.36,0.3,0.31,0.27,0.34,0.0,0.31,0.33,0.28,0.32,0.32,0.31,0.27,0.32,0.31,0.27,0.29,0.2,0.26,0.29,0.28,0.3,0.29,0.29,0.25,0.32,0.27,0.27,0.25,0.26,0.3,0.26,0.25,0.26,0.25,0.22,0.24,0.23,0.24,0.22,0.19,0.22,0.22,0.19,0.21,0.19,0.19,0.21,0.18,0.22,0.17,0.21,0.13,0.2,0.19,0.21,0.21,0.19,0.13,0.18,0.17,0.22,0.0,0.18,0.19,0.15,0.21,0.21,0.23,0.16,0.19,0.17,0.18,0.18,0.17,0.18,0.24,0.14,0.18,0.14,0.15,0.19,0.0,0.14,0.14,0.19,0.15,0.16,0.17,0.14,0.17,0.12,0.13,0.0,0.15,0.16,0.14,0.16,0.0,0.17,0.22,0.14,0.16,0.0,0.13,0.0,0.13,0.12,0.13,0.0,0.11,0.0,0.13,0.13,0.12,0.0,0.14,0.0,0.0,0.12,0.12,0.13,0.0,0.0,0.0,0.13,0.0,0.11,0.12,0.15,0.34,0.14,0.13,0.12,0.0,0.64,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.5
09/06/2021,1.61,1.4,1.43,1.35,1.24,1.04,1.09,0.98,0.61,1.12,1.1,0.86,0.87,0.9,0.75,0.82,0.84,0.71,0.71,0.8,0.71,0.67,0.66,0.0,0.49,0.62,0.71,0.57,0.44,0.62,0.55,0.55,0.59,0.54,0.51,0.41,0.48,0.51,0.5,0.48,0.49,0.49,0.5,0.44,0.24,0.49,0.54,0.43,0.48,0.39,0.43,0.41,0.39,0.41,0.41,0.29,0.4,0.43,0.43,0.29,0.4,0.38,0.37,0.3,0.37,0.43,0.39,0.37,0.39,0.34,0.34,0.38,0.35,0.42,0.36,0.3,0.34,0.35,0.33,0.32,0.35,0.37,0.31,0.31,0.27,0.31,0.0,0.32,0.33,0.28,0.33,0.31,0.31,0.28,0.31,0.32,0.27,0.28,0.2,0.27,0.29,0.29,0.29,0.3,0.28,0.26,0.31,0.27,0.27,0.25,0.26,0.3,0.26,0.25,0.27,0.26,0.22,0.24,0.22,0.24,0.23,0.18,0.23,0.23,0.19,0.22,0.19,0.2,0.2,0.19,0.21,0.17,0.21,0.13,0.19,0.19,0.22,0.2,0.19,0.13,0.18,0.17,0.23,0.0,0.18,0.19,0.17,0.22,0.21,0.23,0.16,0.19,0.18,0.18,0.18,0.17,0.19,0.24,0.14,0.18,0.14,0.16,0.2,0.0,0.14,0.14,0.19,0.16,0.15,0.17,0.14,0.17,0.12,0.13,0.0,0.16,0.16,0.14,0.15,0.0,0.18,0.23,0.13,0.16,0.0,0.13,0.0,0.13,0.12,0.13,0.0,0.11,0.0,0.13,0.14,0.12,0.0,0.14,0.0,0.0,0.12,0.12,0.14,0.0,0.0,0.16,0.12,0.0,0.11,0.13,0.0,0.35,0.14,0.13,0.11,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.33
09/07/2021,1.61,1.4,1.43,1.35,1.24,1.04,1.09,0.98,0.61,1.12,1.1,0.86,0.87,0.9,0.75,0.82,0.84,0.71,0.71,0.8,0.71,0.67,0.66,0.0,0.49,0.62,0.71,0.57,0.44,0.62,0.55,0.55,0.59,0.54,0.51,0.41,0.48,0.51,0.5,0.48,0.49,0.49,0.5,0.44,0.24,0.49,0.54,0.43,0.48,0.39,0.43,0.41,0.39,0.41,0.41,0.29,0.4,0.43,0.43,0.29,0.4,0.38,0.37,0.3,0.37,0.43,0.39,0.37,0.39,0.34,0.34,0.38,0.35,0.42,0.36,0.3,0.34,0.35,0.33,0.32,0.35,0.37,0.31,0.31,0.27,0.31,0.0,0.32,0.33,0.28,0.33,0.31,0.31,0.28,0.31,0.32,0.27,0.28,0.2,0.27,0.29,0.29,0.29,0.3,0.28,0.26,0.31,0.27,0.27,0.25,0.26,0.3,0.26,0.25,0.27,0.26,0.22,0.24,0.22,0.24,0.23,0.18,0.23,0.23,0.19,0.22,0.19,0.2,0.2,0.19,0.21,0.17,0.21,0.13,0.19,0.19,0.22,0.2,0.19,0.13,0.18,0.17,0.23,0.0,0.18,0.19,0.17,0.22,0.21,0.23,0.16,0.19,0.18,0.18,0.18,0.17,0.19,0.24,0.14,0.18,0.14,0.16,0.2,0.0,0.14,0.14,0.19,0.16,0.15,0.17,0.14,0.17,0.12,0.13,0.0,0.16,0.16,0.14,0.15,0.0,0.18,0.23,0.13,0.16,0.0,0.13,0.0,0.13,0.12,0.13,0.0,0.11,0.0,0.13,0.14,0.12,0.0,0.14,0.0,0.0,0.12,0.12,0.14,0.0,0.0,0.16,0.12,0.0,0.11,0.13,0.0,0.35,0.14,0.13,0.11,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.33
09/08/2021,1.61,1.4,1.43,1.35,1.24,1.04,1.09,0.98,0.61,1.12,1.1,0.86,0.87,0.9,0.75,0.82,0.84,0.71,0.71,0.8,0.71,0.67,0.66,0.0,0.49,0.62,0.71,0.57,0.44,0.62,0.55,0.55,0.59,0.54,0.51,0.41,0.48,0.51,0.5,0.48,0.49,0.49,0.5,0.44,0.24,0.49,0.54,0.43,0.48,0.39,0.43,0.41,0.39,0.41,0.41,0.29,0.4,0.43,0.43,0.29,0.4,0.38,0.37,0.3,0.37,0.43,0.39,0.37,0.39,0.34,0.34,0.38,0.35,0.42,0.36,0.3,0.34,0.35,0.33,0.32,0.35,0.37,0.31,0.31,0.27,0.31,0.0,0.32,0.33,0.28,0.33,0.31,0.31,0.28,0.31,0.32,0.27,0.28,0.2,0.27,0.29,0.29,0.29,0.3,0.28,0.26,0.31,0.27,0.27,0.25,0.26,0.3,0.26,0.25,0.27,0.26,0.22,0.24,0.22,0.24,0.23,0.18,0.23,0.23,0.19,0.22,0.19,0.2,0.2,0.19,0.21,0.17,0.21,0.13,0.19,0.19,0.22,0.2,0.19,0.13,0.18,0.17,0.23,0.0,0.18,0.19,0.17,0.22,0.21,0.23,0.16,0.19,0.18,0.18,0.18,0.17,0.19,0.24,0.14,0.18,0.14,0.16,0.2,0.0,0.14,0.14,0.19,0.16,0.15,0.17,0.14,0.17,0.12,0.13,0.0,0.16,0.16,0.14,0.15,0.0,0.18,0.23,0.13,0.16,0.0,0.13,0.0,0.13,0.12,0.13,0.0,0.11,0.0,0.13,0.14,0.12,0.0,0.14,0.0,0.0,0.12,0.12,0.14,0.0,0.0,0.16,0.12,0.0,0.11,0.13,0.0,0.35,0.14,0.13,0.11,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.33
09/09/2021,1.61,1.4,1.46,1.35,1.24,1.04,1.09,0.98,0.61,1.12,1.1,0.84,0.89,0.89,0.75,0.82,0.85,0.7,0.7,0.81,0.7,0.67,0.66,0.0,0.51,0.61,0.71,0.56,0.44,0.62,0.55,0.55,0.59,0.54,0.51,0.43,0.47,0.51,0.5,0.48,0.5,0.48,0.5,0.44,0.24,0.49,0.54,0.42,0.48,0.39,0.44,0.41,0.39,0.41,0.41,0.29,0.41,0.44,0.42,0.29,0.39,0.38,0.37,0.3,0.37,0.43,0.39,0.37,0.39,0.34,0.34,0.38,0.35,0.42,0.36,0.29,0.34,0.34,0.33,0.32,0.35,0.37,0.31,0.31,0.27,0.31,0.0,0.31,0.34,0.28,0.33,0.31,0.31,0.28,0.31,0.32,0.27,0.28,0.21,0.26,0.28,0.29,0.3,0.3,0.28,0.25,0.31,0.28,0.27,0.25,0.26,0.3,0.27,0.25,0.26,0.26,0.23,0.23,0.22,0.24,0.23,0.18,0.23,0.23,0.19,0.22,0.19,0.2,0.2,0.18,0.21,0.17,0.22,0.13,0.19,0.19,0.22,0.2,0.2,0.13,0.18,0.17,0.23,0.0,0.18,0.19,0.16,0.22,0.21,0.23,0.16,0.19,0.18,0.18,0.18,0.17,0.19,0.25,0.14,0.18,0.14,0.16,0.2,0.0,0.14,0.14,0.19,0.16,0.15,0.17,0.14,0.17,0.12,0.13,0.0,0.15,0.16,0.14,0.15,0.0,0.18,0.25,0.13,0.16,0.0,0.13,0.0,0.13,0.12,0.13,0.0,0.11,0.0,0.13,0.14,0.12,0.0,0.14,0.0,0.0,0.12,0.12,0.13,0.0,0.0,0.16,0.12,0.0,0.12,0.13,0.0,0.34,0.14,0.13,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.32999999999998
09/10/2021,1.62,1.39,1.45,1.34,1.24,1.05,1.09,0.97,0.63,1.13,1.1,0.85,0.9,0.89,0.75,0.81,0.85,0.7,0.69,0.81,0.69,0.65,0.65,0.0,0.53,0.62,0.71,0.57,0.44,0.62,0.55,0.55,0.59,0.53,0.51,0.44,0.48,0.51,0.49,0.48,0.48,0.47,0.49,0.43,0.25,0.49,0.53,0.41,0.47,0.39,0.45,0.41,0.39,0.41,0.42,0.29,0.43,0.43,0.42,0.29,0.39,0.37,0.36,0.34,0.37,0.43,0.38,0.37,0.38,0.33,0.34,0.37,0.34,0.42,0.36,0.29,0.34,0.34,0.33,0.32,0.35,0.37,0.31,0.31,0.27,0.31,0.0,0.31,0.34,0.29,0.33,0.3,0.32,0.29,0.31,0.33,0.27,0.28,0.21,0.26,0.28,0.3,0.3,0.29,0.28,0.25,0.31,0.29,0.27,0.25,0.26,0.3,0.27,0.25,0.25,0.26,0.23,0.23,0.22,0.24,0.23,0.18,0.23,0.23,0.19,0.2,0.2,0.19,0.2,0.18,0.21,0.18,0.21,0.13,0.19,0.19,0.22,0.2,0.2,0.13,0.18,0.17,0.23,0.0,0.18,0.19,0.17,0.22,0.21,0.23,0.16,0.19,0.18,0.18,0.17,0.17,0.19,0.25,0.14,0.18,0.14,0.16,0.2,0.0,0.14,0.16,0.19,0.16,0.15,0.17,0.14,0.17,0.12,0.13,0.0,0.16,0.16,0.14,0.15,0.0,0.18,0.26,0.13,0.16,0.0,0.13,0.0,0.13,0.12,0.13,0.0,0.12,0.0,0.13,0.14,0.11,0.0,0.14,0.0,0.0,0.11,0.12,0.13,0.0,0.0,0.17,0.12,0.0,0.12,0.13,0.0,0.37,0.14,0.13,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.35999999999999
09/13/2021,1.65,1.38,1.43,1.35,1.25,1.08,1.09,0.99,0.63,1.12,1.1,0.85,0.89,0.89,0.74,0.82,0.84,0.7,0.68,0.82,0.7,0.66,0.66,0.0,0.53,0.6,0.72,0.56,0.44,0.63,0.54,0.56,0.59,0.53,0.52,0.44,0.48,0.51,0.5,0.48,0.49,0.5,0.5,0.42,0.25,0.49,0.53,0.41,0.47,0.39,0.45,0.42,0.38,0.41,0.42,0.29,0.43,0.43,0.41,0.3,0.39,0.37,0.36,0.36,0.37,0.44,0.39,0.37,0.39,0.33,0.33,0.37,0.34,0.42,0.35,0.27,0.34,0.34,0.33,0.32,0.35,0.37,0.31,0.31,0.27,0.31,0.0,0.31,0.34,0.29,0.33,0.3,0.31,0.29,0.31,0.32,0.27,0.28,0.21,0.26,0.28,0.3,0.29,0.29,0.27,0.25,0.31,0.3,0.27,0.25,0.26,0.31,0.26,0.25,0.25,0.26,0.23,0.23,0.22,0.24,0.22,0.18,0.24,0.23,0.18,0.2,0.2,0.19,0.2,0.18,0.21,0.17,0.2,0.13,0.19,0.19,0.23,0.21,0.21,0.13,0.18,0.16,0.23,0.0,0.17,0.19,0.17,0.23,0.21,0.22,0.16,0.19,0.18,0.18,0.18,0.17,0.19,0.25,0.14,0.18,0.14,0.16,0.2,0.0,0.14,0.15,0.19,0.16,0.15,0.17,0.14,0.17,0.12,0.13,0.0,0.16,0.16,0.14,0.16,0.0,0.18,0.25,0.13,0.16,0.0,0.13,0.0,0.14,0.12,0.13,0.0,0.12,0.0,0.13,0.14,0.12,0.0,0.14,0.0,0.0,0.12,0.12,0.14,0.0,0.0,0.17,0.12,0.0,0.12,0.13,0.0,0.37,0.14,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.49
09/14/2021,1.64,1.38,1.43,1.35,1.24,1.08,1.09,1.0,0.63,1.12,1.1,0.85,0.89,0.87,0.74,0.81,0.84,0.7,0.67,0.82,0.69,0.66,0.65,0.0,0.53,0.6,0.71,0.56,0.44,0.63,0.54,0.55,0.59,0.54,0.52,0.45,0.47,0.51,0.5,0.48,0.48,0.49,0.49,0.39,0.24,0.49,0.54,0.4,0.47,0.4,0.44,0.42,0.38,0.41,0.43,0.29,0.44,0.43,0.41,0.29,0.4,0.37,0.36,0.35,0.39,0.44,0.39,0.37,0.39,0.33,0.33,0.38,0.34,0.41,0.36,0.28,0.34,0.34,0.33,0.32,0.35,0.37,0.31,0.31,0.27,0.31,0.0,0.32,0.35,0.29,0.33,0.31,0.31,0.29,0.31,0.32,0.27,0.28,0.2,0.26,0.28,0.3,0.3,0.3,0.27,0.25,0.31,0.29,0.27,0.25,0.26,0.31,0.27,0.25,0.25,0.26,0.23,0.23,0.22,0.24,0.22,0.18,0.24,0.23,0.18,0.21,0.2,0.19,0.2,0.18,0.21,0.17,0.2,0.13,0.19,0.19,0.23,0.2,0.2,0.12,0.18,0.16,0.23,0.0,0.17,0.19,0.16,0.23,0.21,0.23,0.16,0.19,0.18,0.18,0.18,0.17,0.19,0.25,0.14,0.18,0.14,0.16,0.2,0.0,0.14,0.15,0.19,0.16,0.15,0.16,0.14,0.17,0.12,0.13,0.0,0.16,0.15,0.14,0.15,0.0,0.18,0.27,0.13,0.16,0.0,0.12,0.0,0.14,0.12,0.13,0.0,0.11,0.0,0.13,0.14,0.12,0.0,0.14,0.0,0.0,0.13,0.12,0.14,0.0,0.0,0.17,0.12,0.0,0.12,0.13,0.0,0.37,0.14,0.13,0.12,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.38999999999999
09/15/2021,1.63,1.35,1.45,1.35,1.25,1.07,1.08,1.01,0.63,1.14,1.11,0.85,0.9,0.86,0.74,0.81,0.83,0.69,0.67,0.82,0.69,0.65,0.65,0.0,0.54,0.61,0.68,0.55,0.44,0.63,0.54,0.56,0.59,0.53,0.51,0.45,0.47,0.51,0.49,0.49,0.49,0.48,0.5,0.4,0.25,0.5,0.54,0.41,0.48,0.38,0.45,0.41,0.38,0.41,0.43,0.3,0.44,0.44,0.41,0.29,0.4,0.37,0.37,0.36,0.39,0.44,0.39,0.38,0.39,0.33,0.34,0.37,0.34,0.41,0.36,0.28,0.33,0.35,0.33,0.32,0.35,0.37,0.31,0.32,0.27,0.31,0.0,0.31,0.35,0.29,0.33,0.31,0.32,0.3,0.31,0.32,0.27,0.29,0.21,0.26,0.28,0.31,0.3,0.3,0.27,0.25,0.31,0.3,0.27,0.25,0.26,0.31,0.27,0.26,0.25,0.26,0.24,0.23,0.22,0.23,0.23,0.18,0.24,0.23,0.18,0.2,0.2,0.19,0.2,0.17,0.21,0.17,0.2,0.13,0.19,0.19,0.23,0.2,0.21,0.13,0.18,0.17,0.23,0.0,0.18,0.19,0.17,0.23,0.22,0.23,0.16,0.19,0.18,0.18,0.17,0.17,0.19,0.25,0.15,0.18,0.14,0.16,0.2,0.0,0.14,0.15,0.19,0.16,0.15,0.17,0.14,0.17,0.12,0.13,0.0,0.15,0.15,0.14,0.15,0.0,0.18,0.27,0.13,0.17,0.0,0.12,0.0,0.14,0.12,0.13,0.0,0.11,0.0,0.13,0.14,0.12,0.0,0.14,0.0,0.0,0.12,0.12,0.13,0.0,0.0,0.18,0.12,0.0,0.12,0.13,0.0,0.37,0.15,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.56
09/17/2021,1.63,1.35,1.45,1.35,1.25,1.07,1.08,1.01,0.63,1.14,1.11,0.85,0.9,0.86,0.74,0.81,0.83,0.69,0.67,0.82,0.69,0.65,0.65,0.0,0.54,0.61,0.68,0.55,0.44,0.63,0.54,0.56,0.59,0.53,0.51,0.45,0.47,0.51,0.49,0.49,0.49,0.48,0.5,0.4,0.25,0.5,0.54,0.41,0.48,0.38,0.45,0.41,0.38,0.41,0.43,0.3,0.44,0.44,0.41,0.29,0.4,0.37,0.37,0.36,0.39,0.44,0.39,0.38,0.39,0.33,0.34,0.37,0.34,0.41,0.36,0.28,0.33,0.35,0.33,0.32,0.35,0.37,0.31,0.32,0.27,0.31,0.0,0.31,0.35,0.29,0.33,0.31,0.32,0.3,0.31,0.32,0.27,0.29,0.21,0.26,0.28,0.31,0.3,0.3,0.27,0.25,0.31,0.3,0.27,0.25,0.26,0.31,0.27,0.26,0.25,0.26,0.24,0.23,0.22,0.23,0.23,0.18,0.24,0.23,0.18,0.2,0.2,0.19,0.2,0.17,0.21,0.17,0.2,0.13,0.19,0.19,0.23,0.2,0.21,0.13,0.18,0.17,0.23,0.0,0.18,0.19,0.17,0.23,0.22,0.23,0.16,0.19,0.18,0.18,0.17,0.17,0.19,0.25,0.15,0.18,0.14,0.16,0.2,0.0,0.14,0.15,0.19,0.16,0.15,0.17,0.14,0.17,0.12,0.13,0.0,0.15,0.15,0.14,0.15,0.0,0.18,0.27,0.13,0.17,0.0,0.12,0.0,0.14,0.12,0.13,0.0,0.11,0.0,0.13,0.14,0.12,0.0,0.14,0.0,0.0,0.12,0.12,0.13,0.0,0.0,0.18,0.12,0.0,0.12,0.13,0.0,0.37,0.15,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.56
09/20/2021,1.63,1.35,1.45,1.35,1.25,1.07,1.08,1.01,0.63,1.14,1.11,0.85,0.9,0.86,0.74,0.81,0.83,0.69,0.67,0.82,0.69,0.65,0.65,0.0,0.54,0.61,0.68,0.55,0.44,0.63,0.54,0.56,0.59,0.53,0.51,0.45,0.47,0.51,0.49,0.49,0.49,0.48,0.5,0.4,0.25,0.5,0.54,0.41,0.48,0.38,0.45,0.41,0.38,0.41,0.43,0.3,0.44,0.44,0.41,0.29,0.4,0.37,0.37,0.36,0.39,0.44,0.39,0.38,0.39,0.33,0.34,0.37,0.34,0.41,0.36,0.28,0.33,0.35,0.33,0.32,0.35,0.37,0.31,0.32,0.27,0.31,0.0,0.31,0.35,0.29,0.33,0.31,0.32,0.3,0.31,0.32,0.27,0.29,0.21,0.26,0.28,0.31,0.3,0.3,0.27,0.25,0.31,0.3,0.27,0.25,0.26,0.31,0.27,0.26,0.25,0.26,0.24,0.23,0.22,0.23,0.23,0.18,0.24,0.23,0.18,0.2,0.2,0.19,0.2,0.17,0.21,0.17,0.2,0.13,0.19,0.19,0.23,0.2,0.21,0.13,0.18,0.17,0.23,0.0,0.18,0.19,0.17,0.23,0.22,0.23,0.16,0.19,0.18,0.18,0.17,0.17,0.19,0.25,0.15,0.18,0.14,0.16,0.2,0.0,0.14,0.15,0.19,0.16,0.15,0.17,0.14,0.17,0.12,0.13,0.0,0.15,0.15,0.14,0.15,0.0,0.18,0.27,0.13,0.17,0.0,0.12,0.0,0.14,0.12,0.13,0.0,0.11,0.0,0.13,0.14,0.12,0.0,0.14,0.0,0.0,0.12,0.12,0.13,0.0,0.0,0.18,0.12,0.0,0.12,0.13,0.0,0.37,0.15,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.56
