,KWEB,KRANESHARES CSI CHINA INTERNET ETF SWAP,KRANESHARES CSI CHINA INTERNET ETF SWAP,KRANESHARES CSI CHINA INTERNET ETF SWAP,GOLDMAN FINL SQ TRSRY INST 506,DREYFUS GOVT CASH MGMT,BANK OF NEW YORK CASH RESERVE,DREYFUS GOVT CASH MGMT,GOLDMAN FINL SQ TRSRY INS,DREYFUS GOVT CASH MGMT,SUM
07/09/2021,23.58,18.97,18.82,16.52,6.08,5.15,3.81,3.08,2.7,1.3,100.01
