,TQQQ,AAPL,MSFT,AMZN,FB,TSLA,NVDA,GOOG,GOOGL,ProShares Ultra QQQ,PYPL,ADBE,CMCSA,INTC,NFLX,CSCO,PEP,AVGO,TXN,COST,QCOM,AMGN,SBUX,CHTR,AMAT,INTU,AMD,ISRG,BKNG,LRCX,GILD,MDLZ,MU,ADP,CSX,ATVI,MELI,ILMN,ADSK,ADI,FISV,BIIB,TMUS,NXPI,EBAY,IDXX,VRTX,KLAC,REGN,ZM,ALGN,ROST,LULU,EXC,ORLY,MRNA,DOCU,ALXN,SNPS,EA,WDAY,CTSH,DXCM,CDNS,MAR,XLNX,CRWD,WBA,XEL,PAYX,FTNT,MNST,MCHP,CTAS,ROKU,SWKS,PCAR,TEAM,FAST,CSGP,ANSS,MXIM,MRVL,CPRT,AEP,KHC,LBRDK,ODFL,MTCH,CERN,TTD,PTON,DLTR,VRSN,OKTA,SPLK,KDP,Us Dollars,TCOM,SGEN,SIRI,AZN,QLD,n/a,HON,CEGVV,SUM
09/16/2021,18.95,9.09,9.1,5.77,4.4,3.42,3.13,2.46,2.44,0.0,1.97,1.84,1.65,1.41,1.54,1.38,1.31,1.17,1.09,1.2,0.97,0.76,0.84,0.82,0.76,0.83,0.74,0.69,0.57,0.52,0.55,0.52,0.49,0.48,0.43,0.35,0.49,0.4,0.37,0.55,0.37,0.31,0.3,0.35,0.33,0.32,0.29,0.33,0.29,0.2,0.3,0.24,0.3,0.3,0.26,0.47,0.31,0.0,0.29,0.24,0.26,0.25,0.28,0.27,0.22,0.29,0.22,0.22,0.21,0.21,0.25,0.22,0.22,0.21,0.15,0.18,0.17,0.26,0.18,0.19,0.18,0.0,0.18,0.17,0.16,0.14,0.16,0.17,0.15,0.13,0.13,0.13,0.0,0.13,0.13,0.13,0.12,0.0,0.0,0.1,0.04,0.0,1.9,0.04,0.0,0.0,100.0
09/17/2021,18.87,9.04,9.23,5.79,4.42,3.44,3.15,2.47,2.46,0.0,1.99,1.85,1.54,1.41,1.52,1.38,1.31,1.18,1.1,1.2,0.96,0.76,0.84,0.79,0.76,0.85,0.75,0.7,0.57,0.51,0.55,0.52,0.49,0.48,0.43,0.35,0.49,0.39,0.37,0.55,0.36,0.3,0.3,0.35,0.33,0.32,0.29,0.33,0.3,0.19,0.3,0.24,0.3,0.3,0.26,0.48,0.3,0.0,0.29,0.25,0.27,0.25,0.28,0.27,0.22,0.29,0.22,0.22,0.21,0.21,0.25,0.22,0.22,0.21,0.14,0.17,0.17,0.27,0.18,0.19,0.18,0.0,0.18,0.18,0.16,0.14,0.16,0.17,0.14,0.13,0.13,0.13,0.0,0.13,0.13,0.13,0.12,0.0,0.0,0.1,0.04,0.0,1.89,0.04,0.0,0.0,99.99000000000002
09/20/2021,19.08,9.0,9.28,5.77,4.34,3.45,3.13,2.47,2.46,0.0,1.97,1.88,1.56,1.41,1.51,1.36,1.3,1.18,1.1,1.2,0.93,0.76,0.8,0.78,0.76,0.84,0.74,0.7,0.58,0.51,0.55,0.51,0.49,0.48,0.43,0.35,0.49,0.39,0.37,0.55,0.36,0.3,0.29,0.35,0.34,0.32,0.29,0.33,0.3,0.19,0.3,0.24,0.3,0.3,0.27,0.48,0.31,0.0,0.29,0.23,0.27,0.25,0.29,0.27,0.22,0.29,0.22,0.22,0.2,0.21,0.25,0.22,0.22,0.21,0.14,0.17,0.17,0.27,0.18,0.19,0.18,0.0,0.18,0.18,0.16,0.14,0.16,0.17,0.14,0.13,0.13,0.12,0.0,0.13,0.13,0.13,0.12,0.0,0.0,0.1,0.04,0.0,1.9,0.04,0.0,0.0,99.99000000000002
09/21/2021,19.09,8.98,9.28,5.78,4.33,3.45,3.11,2.46,2.45,0.0,1.97,1.88,1.57,1.4,1.52,1.35,1.29,1.18,1.1,1.2,0.93,0.75,0.8,0.78,0.77,0.84,0.75,0.69,0.57,0.52,0.55,0.51,0.49,0.47,0.43,0.35,0.49,0.39,0.38,0.55,0.36,0.3,0.29,0.35,0.34,0.32,0.28,0.34,0.3,0.19,0.31,0.24,0.3,0.29,0.27,0.49,0.31,0.0,0.29,0.23,0.27,0.25,0.29,0.27,0.22,0.29,0.22,0.22,0.2,0.21,0.25,0.22,0.23,0.21,0.14,0.17,0.17,0.27,0.18,0.19,0.18,0.0,0.18,0.18,0.16,0.14,0.16,0.17,0.14,0.13,0.13,0.12,0.0,0.13,0.13,0.14,0.12,0.0,0.0,0.1,0.04,0.0,1.9,0.05,0.0,0.0,99.97
09/22/2021,18.73,8.96,9.28,5.84,4.3,3.52,3.12,2.45,2.44,0.0,1.96,1.89,1.59,1.41,1.56,1.37,1.3,1.19,1.11,1.21,0.91,0.77,0.8,0.79,0.77,0.84,0.74,0.7,0.57,0.52,0.56,0.52,0.5,0.48,0.43,0.36,0.5,0.4,0.38,0.55,0.36,0.31,0.3,0.35,0.34,0.32,0.29,0.34,0.3,0.2,0.31,0.24,0.31,0.29,0.27,0.48,0.32,0.0,0.29,0.23,0.27,0.25,0.3,0.27,0.23,0.29,0.23,0.22,0.2,0.21,0.25,0.22,0.23,0.21,0.15,0.17,0.17,0.28,0.18,0.19,0.18,0.0,0.18,0.18,0.16,0.14,0.16,0.18,0.14,0.14,0.13,0.12,0.0,0.13,0.14,0.14,0.12,0.0,0.0,0.11,0.04,0.0,1.89,0.05,0.0,0.0,100.02
09/23/2021,18.73,8.96,9.28,5.84,4.3,3.52,3.12,2.45,2.44,0.0,1.96,1.89,1.59,1.41,1.56,1.37,1.3,1.19,1.11,1.21,0.91,0.77,0.8,0.79,0.77,0.84,0.74,0.7,0.57,0.52,0.56,0.52,0.5,0.48,0.43,0.36,0.5,0.4,0.38,0.55,0.36,0.31,0.3,0.35,0.34,0.32,0.29,0.34,0.3,0.2,0.31,0.24,0.31,0.29,0.27,0.48,0.32,0.0,0.29,0.23,0.27,0.25,0.3,0.27,0.23,0.29,0.23,0.22,0.2,0.21,0.25,0.22,0.23,0.21,0.15,0.17,0.17,0.28,0.18,0.19,0.18,0.0,0.18,0.18,0.16,0.14,0.16,0.18,0.14,0.14,0.13,0.12,0.0,0.13,0.14,0.14,0.12,0.0,0.0,0.11,0.04,0.0,1.89,0.05,0.0,0.0,100.02
09/24/2021,18.73,8.96,9.28,5.84,4.3,3.52,3.12,2.45,2.44,0.0,1.96,1.89,1.59,1.41,1.56,1.37,1.3,1.19,1.11,1.21,0.91,0.77,0.8,0.79,0.77,0.84,0.74,0.7,0.57,0.52,0.56,0.52,0.5,0.48,0.43,0.36,0.5,0.4,0.38,0.55,0.36,0.31,0.3,0.35,0.34,0.32,0.29,0.34,0.3,0.2,0.31,0.24,0.31,0.29,0.27,0.48,0.32,0.0,0.29,0.23,0.27,0.25,0.3,0.27,0.23,0.29,0.23,0.22,0.2,0.21,0.25,0.22,0.23,0.21,0.15,0.17,0.17,0.28,0.18,0.19,0.18,0.0,0.18,0.18,0.16,0.14,0.16,0.18,0.14,0.14,0.13,0.12,0.0,0.13,0.14,0.14,0.12,0.0,0.0,0.11,0.04,0.0,1.89,0.05,0.0,0.0,100.02
09/27/2021,18.39,9.09,9.38,5.78,4.11,3.54,3.17,2.48,2.47,0.0,1.96,1.83,1.58,1.41,1.58,1.35,1.32,1.2,1.13,1.21,0.92,0.76,0.81,0.79,0.77,0.85,0.76,0.71,0.6,0.52,0.57,0.53,0.5,0.49,0.43,0.34,0.5,0.39,0.38,0.57,0.37,0.3,0.3,0.36,0.34,0.33,0.29,0.34,0.3,0.2,0.31,0.25,0.32,0.3,0.28,0.5,0.32,0.0,0.29,0.22,0.27,0.25,0.3,0.27,0.23,0.3,0.23,0.22,0.2,0.22,0.26,0.22,0.23,0.21,0.15,0.17,0.17,0.28,0.19,0.19,0.18,0.0,0.18,0.18,0.16,0.14,0.16,0.18,0.14,0.13,0.14,0.11,0.0,0.13,0.14,0.14,0.12,0.0,0.0,0.12,0.04,0.0,1.88,0.05,0.0,0.0,99.97
09/28/2021,18.68,9.02,9.27,5.78,4.17,3.6,3.15,2.47,2.47,0.0,1.97,1.8,1.57,1.41,1.56,1.36,1.31,1.19,1.14,1.23,0.92,0.75,0.81,0.77,0.78,0.87,0.76,0.71,0.61,0.52,0.56,0.52,0.5,0.49,0.43,0.34,0.49,0.38,0.39,0.57,0.37,0.3,0.3,0.36,0.34,0.33,0.28,0.34,0.29,0.19,0.31,0.25,0.31,0.29,0.28,0.48,0.31,0.0,0.29,0.22,0.27,0.26,0.3,0.27,0.24,0.3,0.22,0.22,0.2,0.21,0.26,0.21,0.23,0.21,0.15,0.17,0.17,0.28,0.19,0.19,0.18,0.0,0.18,0.18,0.15,0.14,0.16,0.18,0.15,0.13,0.14,0.11,0.0,0.13,0.14,0.14,0.11,0.0,0.0,0.11,0.04,0.0,1.89,0.06,0.0,0.0,100.03000000000002
09/29/2021,18.68,9.02,9.27,5.78,4.17,3.6,3.15,2.47,2.47,0.0,1.97,1.8,1.57,1.41,1.56,1.36,1.31,1.19,1.14,1.23,0.92,0.75,0.81,0.77,0.78,0.87,0.76,0.71,0.61,0.52,0.56,0.52,0.5,0.49,0.43,0.34,0.49,0.38,0.39,0.57,0.37,0.3,0.3,0.36,0.34,0.33,0.28,0.34,0.29,0.19,0.31,0.25,0.31,0.29,0.28,0.48,0.31,0.0,0.29,0.22,0.27,0.26,0.3,0.27,0.24,0.3,0.22,0.22,0.2,0.21,0.26,0.21,0.23,0.21,0.15,0.17,0.17,0.28,0.19,0.19,0.18,0.0,0.18,0.18,0.15,0.14,0.16,0.18,0.15,0.13,0.14,0.11,0.0,0.13,0.14,0.14,0.11,0.0,0.0,0.11,0.04,0.0,1.89,0.06,0.0,0.0,100.03000000000002
09/30/2021,18.68,9.02,9.27,5.78,4.17,3.6,3.15,2.47,2.47,0.0,1.97,1.8,1.57,1.41,1.56,1.36,1.31,1.19,1.14,1.23,0.92,0.75,0.81,0.77,0.78,0.87,0.76,0.71,0.61,0.52,0.56,0.52,0.5,0.49,0.43,0.34,0.49,0.38,0.39,0.57,0.37,0.3,0.3,0.36,0.34,0.33,0.28,0.34,0.29,0.19,0.31,0.25,0.31,0.29,0.28,0.48,0.31,0.0,0.29,0.22,0.27,0.26,0.3,0.27,0.24,0.3,0.22,0.22,0.2,0.21,0.26,0.21,0.23,0.21,0.15,0.17,0.17,0.28,0.19,0.19,0.18,0.0,0.18,0.18,0.15,0.14,0.16,0.18,0.15,0.13,0.14,0.11,0.0,0.13,0.14,0.14,0.11,0.0,0.0,0.11,0.04,0.0,1.89,0.06,0.0,0.0,100.03000000000002
10/01/2021,17.6,9.17,9.24,5.89,4.23,3.8,3.11,2.48,2.48,0.0,1.96,1.76,1.6,1.48,1.62,1.4,1.35,1.22,1.16,1.24,0.94,0.79,0.83,0.8,0.77,0.86,0.76,0.71,0.63,0.53,0.57,0.53,0.52,0.5,0.45,0.36,0.47,0.38,0.4,0.58,0.39,0.31,0.31,0.36,0.35,0.32,0.29,0.34,0.29,0.19,0.3,0.26,0.32,0.3,0.29,0.45,0.31,0.0,0.28,0.24,0.27,0.27,0.3,0.26,0.25,0.3,0.22,0.23,0.2,0.22,0.26,0.22,0.23,0.21,0.15,0.17,0.18,0.28,0.19,0.19,0.18,0.0,0.18,0.18,0.16,0.15,0.16,0.19,0.15,0.14,0.13,0.11,0.0,0.13,0.13,0.13,0.12,0.0,0.0,0.12,0.04,0.0,1.84,0.07,0.0,0.0,99.98
10/04/2021,17.51,9.25,9.27,5.87,4.23,3.83,3.08,2.46,2.46,0.0,1.94,1.76,1.64,1.47,1.67,1.41,1.36,1.22,1.15,1.26,0.93,0.8,0.84,0.8,0.74,0.86,0.76,0.71,0.62,0.51,0.58,0.54,0.51,0.51,0.45,0.37,0.46,0.38,0.4,0.57,0.39,0.31,0.31,0.35,0.34,0.33,0.3,0.33,0.3,0.19,0.3,0.26,0.31,0.3,0.3,0.45,0.31,0.0,0.28,0.25,0.26,0.26,0.3,0.26,0.25,0.3,0.22,0.23,0.21,0.22,0.26,0.22,0.23,0.22,0.14,0.17,0.18,0.28,0.19,0.19,0.18,0.0,0.18,0.18,0.16,0.16,0.16,0.19,0.15,0.14,0.13,0.11,0.0,0.13,0.13,0.13,0.12,0.0,0.0,0.12,0.04,0.0,1.84,0.08,0.0,0.0,100.01
10/05/2021,17.55,9.2,9.4,5.81,4.25,3.78,3.1,2.48,2.48,0.0,1.97,1.75,1.67,1.47,1.7,1.39,1.34,1.21,1.15,1.24,0.92,0.79,0.84,0.81,0.74,0.85,0.77,0.72,0.63,0.51,0.56,0.53,0.5,0.51,0.45,0.37,0.46,0.37,0.39,0.56,0.39,0.3,0.31,0.33,0.34,0.32,0.29,0.33,0.28,0.19,0.3,0.25,0.3,0.3,0.28,0.4,0.31,0.0,0.28,0.26,0.27,0.26,0.3,0.26,0.26,0.3,0.22,0.22,0.21,0.23,0.26,0.22,0.23,0.21,0.15,0.17,0.17,0.28,0.19,0.2,0.18,0.0,0.18,0.18,0.16,0.15,0.16,0.18,0.15,0.13,0.14,0.11,0.0,0.13,0.13,0.14,0.12,0.0,0.0,0.12,0.04,0.0,1.84,0.1,0.0,0.0,99.93000000000002
10/06/2021,17.55,9.2,9.4,5.81,4.25,3.78,3.1,2.48,2.48,0.0,1.97,1.75,1.67,1.47,1.7,1.39,1.34,1.21,1.15,1.24,0.92,0.79,0.84,0.81,0.74,0.85,0.77,0.72,0.63,0.51,0.56,0.53,0.5,0.51,0.45,0.37,0.46,0.37,0.39,0.56,0.39,0.3,0.31,0.33,0.34,0.32,0.29,0.33,0.28,0.19,0.3,0.25,0.3,0.3,0.28,0.4,0.31,0.0,0.28,0.26,0.27,0.26,0.3,0.26,0.26,0.3,0.22,0.22,0.21,0.23,0.26,0.22,0.23,0.21,0.15,0.17,0.17,0.28,0.19,0.2,0.18,0.0,0.18,0.18,0.16,0.15,0.16,0.18,0.15,0.13,0.14,0.11,0.0,0.13,0.13,0.14,0.12,0.0,0.0,0.12,0.04,0.0,1.84,0.1,0.0,0.0,99.93000000000002
10/07/2021,17.55,9.2,9.4,5.81,4.25,3.78,3.1,2.48,2.48,0.0,1.97,1.75,1.67,1.47,1.7,1.39,1.34,1.21,1.15,1.24,0.92,0.79,0.84,0.81,0.74,0.85,0.77,0.72,0.63,0.51,0.56,0.53,0.5,0.51,0.45,0.37,0.46,0.37,0.39,0.56,0.39,0.3,0.31,0.33,0.34,0.32,0.29,0.33,0.28,0.19,0.3,0.25,0.3,0.3,0.28,0.4,0.31,0.0,0.28,0.26,0.27,0.26,0.3,0.26,0.26,0.3,0.22,0.22,0.21,0.23,0.26,0.22,0.23,0.21,0.15,0.17,0.17,0.28,0.19,0.2,0.18,0.0,0.18,0.18,0.16,0.15,0.16,0.18,0.15,0.13,0.14,0.11,0.0,0.13,0.13,0.14,0.12,0.0,0.0,0.12,0.04,0.0,1.84,0.1,0.0,0.0,99.93000000000002
10/08/2021,16.97,9.24,9.48,5.82,4.17,3.93,3.04,2.51,2.51,0.0,1.96,1.74,1.71,1.5,1.72,1.41,1.38,1.22,1.17,1.26,0.94,0.8,0.85,0.83,0.74,0.85,0.78,0.71,0.65,0.51,0.57,0.54,0.51,0.52,0.46,0.38,0.45,0.36,0.39,0.57,0.39,0.31,0.32,0.34,0.34,0.33,0.29,0.33,0.28,0.19,0.3,0.25,0.31,0.31,0.29,0.39,0.3,0.0,0.28,0.26,0.27,0.27,0.3,0.26,0.26,0.3,0.22,0.23,0.22,0.24,0.26,0.22,0.22,0.22,0.15,0.17,0.18,0.28,0.19,0.2,0.18,0.0,0.18,0.18,0.17,0.16,0.17,0.19,0.15,0.14,0.13,0.11,0.0,0.14,0.13,0.14,0.12,0.0,0.0,0.13,0.04,0.0,1.82,0.11,0.0,0.0,100.01
10/11/2021,17.76,9.16,9.5,5.8,4.05,3.84,3.13,2.51,2.51,0.0,1.94,1.74,1.66,1.47,1.74,1.38,1.38,1.21,1.15,1.24,0.91,0.77,0.83,0.8,0.73,0.84,0.79,0.72,0.63,0.49,0.55,0.54,0.49,0.52,0.47,0.37,0.43,0.37,0.39,0.56,0.38,0.31,0.3,0.33,0.36,0.32,0.29,0.32,0.26,0.18,0.29,0.24,0.3,0.3,0.29,0.36,0.32,0.0,0.28,0.24,0.27,0.26,0.3,0.26,0.26,0.31,0.22,0.22,0.21,0.24,0.27,0.22,0.22,0.22,0.15,0.16,0.18,0.28,0.19,0.19,0.18,0.0,0.2,0.18,0.16,0.15,0.16,0.19,0.15,0.13,0.13,0.11,0.0,0.13,0.13,0.14,0.12,0.0,0.0,0.12,0.04,0.0,1.85,0.04,0.0,0.0,99.98
10/12/2021,17.68,9.23,9.61,5.84,4.1,3.84,3.12,2.38,2.38,0.0,1.94,1.75,1.6,1.47,1.76,1.39,1.39,1.22,1.17,1.25,0.91,0.77,0.83,0.77,0.73,0.84,0.79,0.7,0.64,0.49,0.56,0.54,0.49,0.53,0.48,0.37,0.42,0.38,0.39,0.57,0.38,0.31,0.3,0.33,0.36,0.32,0.29,0.32,0.27,0.19,0.29,0.24,0.3,0.3,0.29,0.36,0.32,0.0,0.27,0.25,0.27,0.26,0.29,0.26,0.26,0.31,0.22,0.22,0.21,0.24,0.27,0.22,0.22,0.22,0.15,0.17,0.19,0.28,0.19,0.19,0.18,0.0,0.2,0.18,0.17,0.15,0.16,0.18,0.15,0.14,0.14,0.11,0.0,0.13,0.13,0.14,0.12,0.0,0.0,0.12,0.04,0.0,1.85,0.04,0.0,0.0,99.98
10/13/2021,17.68,9.23,9.61,5.84,4.1,3.84,3.12,2.38,2.38,0.0,1.94,1.75,1.6,1.47,1.76,1.39,1.39,1.22,1.17,1.25,0.91,0.77,0.83,0.77,0.73,0.84,0.79,0.7,0.64,0.49,0.56,0.54,0.49,0.53,0.48,0.37,0.42,0.38,0.39,0.57,0.38,0.31,0.3,0.33,0.36,0.32,0.29,0.32,0.27,0.19,0.29,0.24,0.3,0.3,0.29,0.36,0.32,0.0,0.27,0.25,0.27,0.26,0.29,0.26,0.26,0.31,0.22,0.22,0.21,0.24,0.27,0.22,0.22,0.22,0.15,0.17,0.19,0.28,0.19,0.19,0.18,0.0,0.2,0.18,0.17,0.15,0.16,0.18,0.15,0.14,0.14,0.11,0.0,0.13,0.13,0.14,0.12,0.0,0.0,0.12,0.04,0.0,1.85,0.04,0.0,0.0,99.98
10/14/2021,17.46,9.32,9.68,5.82,4.08,3.91,3.13,2.38,2.39,0.0,1.92,1.76,1.55,1.48,1.76,1.4,1.41,1.23,1.17,1.26,0.91,0.77,0.84,0.77,0.74,0.84,0.8,0.7,0.64,0.5,0.56,0.54,0.49,0.52,0.49,0.37,0.41,0.38,0.39,0.57,0.37,0.31,0.29,0.33,0.37,0.32,0.29,0.32,0.27,0.19,0.29,0.24,0.3,0.3,0.29,0.36,0.32,0.0,0.27,0.25,0.27,0.27,0.3,0.26,0.26,0.31,0.22,0.23,0.21,0.24,0.28,0.22,0.21,0.23,0.15,0.17,0.19,0.28,0.19,0.2,0.18,0.0,0.19,0.18,0.17,0.15,0.16,0.18,0.15,0.14,0.14,0.11,0.0,0.13,0.13,0.14,0.13,0.0,0.0,0.12,0.04,0.0,1.84,0.04,0.0,0.0,100.03
10/15/2021,17.3,9.25,9.65,5.83,4.07,3.98,3.13,2.35,2.35,0.0,1.93,1.78,1.55,1.44,1.76,1.39,1.41,1.22,1.14,1.25,0.9,0.76,0.84,0.76,0.74,0.84,0.8,0.7,0.64,0.5,0.56,0.55,0.48,0.53,0.48,0.36,0.41,0.38,0.39,0.56,0.37,0.31,0.29,0.32,0.37,0.32,0.29,0.31,0.27,0.19,0.29,0.24,0.3,0.3,0.29,0.37,0.31,0.0,0.28,0.25,0.27,0.27,0.3,0.26,0.26,0.31,0.23,0.23,0.21,0.24,0.28,0.22,0.21,0.23,0.15,0.16,0.19,0.29,0.2,0.2,0.18,0.0,0.2,0.18,0.17,0.15,0.16,0.18,0.16,0.14,0.14,0.11,0.0,0.13,0.13,0.15,0.13,0.0,0.0,0.12,0.04,0.0,1.83,0.39,0.0,0.0,100.03000000000002
10/18/2021,18.03,9.07,9.63,5.71,3.98,3.9,3.18,2.35,2.34,0.0,1.94,1.8,1.54,1.44,1.72,1.37,1.39,1.21,1.12,1.22,0.9,0.75,0.81,0.75,0.74,0.84,0.82,0.69,0.63,0.5,0.55,0.54,0.47,0.52,0.48,0.35,0.41,0.37,0.39,0.55,0.37,0.3,0.28,0.32,0.35,0.32,0.29,0.31,0.26,0.19,0.26,0.24,0.3,0.3,0.29,0.38,0.31,0.0,0.28,0.24,0.28,0.26,0.3,0.27,0.25,0.32,0.24,0.23,0.21,0.24,0.27,0.2,0.21,0.23,0.15,0.16,0.19,0.29,0.2,0.2,0.18,0.0,0.19,0.18,0.16,0.15,0.15,0.18,0.15,0.13,0.15,0.1,0.0,0.13,0.14,0.15,0.12,0.0,0.0,0.12,0.04,0.0,1.86,0.38,0.0,0.0,99.95000000000002
10/19/2021,18.21,9.06,9.59,5.85,3.9,3.99,3.17,2.33,2.33,0.0,1.94,1.79,1.53,1.44,1.69,1.35,1.37,1.21,1.12,1.22,0.91,0.74,0.8,0.74,0.73,0.84,0.82,0.69,0.64,0.49,0.54,0.53,0.46,0.53,0.49,0.35,0.42,0.37,0.39,0.56,0.38,0.29,0.28,0.32,0.35,0.32,0.28,0.31,0.26,0.19,0.26,0.23,0.3,0.3,0.29,0.37,0.3,0.0,0.28,0.23,0.28,0.27,0.29,0.26,0.26,0.32,0.24,0.22,0.21,0.24,0.27,0.2,0.21,0.22,0.15,0.16,0.18,0.29,0.2,0.2,0.18,0.0,0.19,0.18,0.16,0.15,0.15,0.19,0.15,0.13,0.15,0.1,0.0,0.13,0.14,0.15,0.12,0.0,0.0,0.12,0.04,0.0,1.87,0.38,0.0,0.0,100.02
10/20/2021,18.21,9.06,9.59,5.85,3.9,3.99,3.17,2.33,2.33,0.0,1.94,1.79,1.53,1.44,1.69,1.35,1.37,1.21,1.12,1.22,0.91,0.74,0.8,0.74,0.73,0.84,0.82,0.69,0.64,0.49,0.54,0.53,0.46,0.53,0.49,0.35,0.42,0.37,0.39,0.56,0.38,0.29,0.28,0.32,0.35,0.32,0.28,0.31,0.26,0.19,0.26,0.23,0.3,0.3,0.29,0.37,0.3,0.0,0.28,0.23,0.28,0.27,0.29,0.26,0.26,0.32,0.24,0.22,0.21,0.24,0.27,0.2,0.21,0.22,0.15,0.16,0.18,0.29,0.2,0.2,0.18,0.0,0.19,0.18,0.16,0.15,0.15,0.19,0.15,0.13,0.15,0.1,0.0,0.13,0.14,0.15,0.12,0.0,0.0,0.12,0.04,0.0,1.87,0.38,0.0,0.0,100.02
10/21/2021,18.49,9.03,9.55,5.83,3.97,4.06,3.18,2.32,2.32,0.0,1.92,1.8,1.49,1.42,1.69,1.33,1.34,1.19,1.11,1.22,0.89,0.72,0.81,0.74,0.73,0.85,0.84,0.68,0.62,0.49,0.52,0.52,0.45,0.52,0.48,0.35,0.42,0.36,0.39,0.56,0.37,0.28,0.27,0.32,0.34,0.31,0.28,0.3,0.25,0.19,0.26,0.23,0.3,0.3,0.29,0.38,0.31,0.0,0.27,0.23,0.27,0.26,0.29,0.26,0.25,0.32,0.25,0.22,0.21,0.23,0.28,0.2,0.21,0.22,0.16,0.16,0.18,0.29,0.19,0.2,0.18,0.0,0.19,0.18,0.16,0.15,0.15,0.19,0.15,0.13,0.15,0.1,0.0,0.13,0.14,0.15,0.12,0.0,0.0,0.12,0.04,0.0,1.88,0.38,0.0,0.0,100.02
10/22/2021,18.71,9.08,9.48,5.77,3.99,3.99,3.16,2.31,2.3,0.0,1.91,1.82,1.5,1.43,1.68,1.33,1.35,1.2,1.12,1.23,0.9,0.72,0.8,0.74,0.73,0.85,0.83,0.68,0.6,0.48,0.52,0.51,0.45,0.51,0.48,0.35,0.42,0.36,0.39,0.56,0.37,0.27,0.27,0.32,0.34,0.31,0.28,0.3,0.25,0.19,0.25,0.23,0.3,0.3,0.28,0.37,0.31,0.0,0.27,0.23,0.27,0.26,0.29,0.26,0.24,0.32,0.24,0.21,0.2,0.24,0.28,0.19,0.21,0.22,0.15,0.16,0.18,0.28,0.19,0.2,0.18,0.0,0.19,0.18,0.16,0.14,0.15,0.19,0.15,0.13,0.15,0.1,0.0,0.13,0.14,0.15,0.12,0.0,0.0,0.12,0.04,0.0,1.89,0.38,0.0,0.0,99.96
10/25/2021,18.85,9.06,9.49,5.71,4.28,4.09,3.19,2.27,2.26,0.0,1.7,1.82,1.48,1.44,1.7,1.32,1.33,1.2,1.13,1.24,0.9,0.73,0.8,0.75,0.72,0.85,0.84,0.68,0.58,0.47,0.52,0.51,0.45,0.51,0.49,0.35,0.41,0.36,0.4,0.57,0.37,0.27,0.27,0.33,0.35,0.31,0.28,0.31,0.26,0.19,0.25,0.23,0.3,0.3,0.29,0.37,0.31,0.0,0.28,0.24,0.28,0.26,0.29,0.27,0.24,0.33,0.24,0.22,0.2,0.23,0.28,0.19,0.21,0.22,0.15,0.16,0.18,0.28,0.19,0.21,0.18,0.0,0.19,0.18,0.16,0.14,0.15,0.19,0.16,0.13,0.15,0.11,0.0,0.13,0.14,0.15,0.11,0.0,0.0,0.12,0.04,0.0,1.89,0.08,0.0,0.0,99.99
10/26/2021,18.59,9.12,9.56,5.61,4.11,4.22,3.23,2.23,2.22,0.0,1.7,1.85,1.51,1.28,1.75,1.32,1.35,1.21,1.13,1.27,0.9,0.74,0.81,0.76,0.74,0.88,0.86,0.69,0.59,0.48,0.52,0.52,0.45,0.53,0.5,0.36,0.39,0.36,0.41,0.57,0.37,0.27,0.27,0.33,0.37,0.32,0.28,0.32,0.26,0.19,0.25,0.23,0.3,0.3,0.3,0.36,0.31,0.0,0.28,0.24,0.28,0.26,0.3,0.27,0.24,0.33,0.24,0.22,0.21,0.24,0.28,0.19,0.21,0.22,0.15,0.16,0.18,0.29,0.19,0.21,0.18,0.0,0.19,0.19,0.16,0.14,0.16,0.19,0.16,0.13,0.14,0.11,0.0,0.13,0.14,0.15,0.12,0.0,0.0,0.12,0.04,0.0,1.88,0.09,0.0,0.0,99.96
10/27/2021,18.59,9.12,9.56,5.61,4.11,4.22,3.23,2.23,2.22,0.0,1.7,1.85,1.51,1.28,1.75,1.32,1.35,1.21,1.13,1.27,0.9,0.74,0.81,0.76,0.74,0.88,0.86,0.69,0.59,0.48,0.52,0.52,0.45,0.53,0.5,0.36,0.39,0.36,0.41,0.57,0.37,0.27,0.27,0.33,0.37,0.32,0.28,0.32,0.26,0.19,0.25,0.23,0.3,0.3,0.3,0.36,0.31,0.0,0.28,0.24,0.28,0.26,0.3,0.27,0.24,0.33,0.24,0.22,0.21,0.24,0.28,0.19,0.21,0.22,0.15,0.16,0.18,0.29,0.19,0.21,0.18,0.0,0.19,0.19,0.16,0.14,0.16,0.19,0.16,0.13,0.14,0.11,0.0,0.13,0.14,0.15,0.12,0.0,0.0,0.12,0.04,0.0,1.88,0.09,0.0,0.0,99.96
