,BIIB,ORCL,CHTR,EBAY,FTNT,ALL,HPQ,INTC,MCK,AMP,SYF,KSU,MOH,MAS,L,CTXS,DVA,EQH,SC,CSL,ATUS,SCI,ARW,JEF,CACC,VOYA,SLM,AMG,TOL,POST,FCNCA,HALO,JCOM,HLF,BPOP,AYI,LPX,SLG,CAR,GPK,TNL,MSTR,THG,DISCA,AM,FCN,XRX,ALSN,HRB,AR,PFSI,BHF,MUSA,AGO,SPB,NAVI,TRTN,DDS,COS.,EAF,TRN,NUS,GHC,TPH,SANM,MOG.A,FL2P.,AVYA,BALY,ARI,LGND,RILY,BSIG,AMCX,MTOR,CASH,LC,SBTA.,PRIM,EIG,WRLD,COWN,CAL,TBI,RFP,HMST,CTRN,HVT,ETH,MSGN,MBI,MSBI,LPG,CIO,DHIL,ACBI,WSBF,SGU,UVE,AGPXX,CATO,FRGI,PCSB,CVLG,FLXS,IMMR,ELVT,CARV,Cash/Receivables/Payables,CNO,FBC,SBGI,Carver Bancorp Inc,Interest/Overdraft,Securities Lending - Bnym,n/a,ETD,MOG/A,ZD,CCSI,CO2A.,A4S.,ALS.,TRL.,SUM
12/08/2021,3.92,5.02,4.48,4.71,5.21,4.19,5.7,4.51,4.48,4.42,3.42,0.0,2.21,2.19,1.86,1.31,1.35,1.69,0.0,1.59,0.6,1.48,1.16,1.26,1.32,0.95,0.74,0.93,1.1,0.82,0.93,0.62,0.0,0.57,0.85,0.94,0.88,0.63,2.34,0.81,0.57,0.77,0.6,0.52,0.61,0.66,0.47,0.5,0.57,0.67,0.56,0.54,0.62,0.47,0.57,0.44,0.51,0.6,0.39,0.41,0.34,0.29,0.31,0.39,0.33,0.27,0.0,0.21,0.22,0.25,0.34,0.29,0.31,0.15,0.24,0.25,0.41,0.0,0.16,0.15,0.19,0.14,0.12,0.13,0.12,0.14,0.1,0.07,0.0,0.0,0.08,0.07,0.07,0.1,0.08,0.0,0.07,0.05,0.06,0.14,0.0,0.03,0.04,0.05,0.03,0.03,0.01,0.01,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.7,0.0,0.05,0.0,0.0,0.0,100.08
12/09/2021,3.92,5.02,4.48,4.71,5.21,4.19,5.7,4.51,4.48,4.42,3.42,0.0,2.21,2.19,1.86,1.31,1.35,1.69,0.0,1.59,0.6,1.48,1.16,1.26,1.32,0.95,0.74,0.93,1.1,0.82,0.93,0.62,0.0,0.57,0.85,0.94,0.88,0.63,2.34,0.81,0.57,0.77,0.6,0.52,0.61,0.66,0.47,0.5,0.57,0.67,0.56,0.54,0.62,0.47,0.57,0.44,0.51,0.6,0.39,0.41,0.34,0.29,0.31,0.39,0.33,0.27,0.0,0.21,0.22,0.25,0.34,0.29,0.31,0.15,0.24,0.25,0.41,0.0,0.16,0.15,0.19,0.14,0.12,0.13,0.12,0.14,0.1,0.07,0.0,0.0,0.08,0.07,0.07,0.1,0.08,0.0,0.07,0.05,0.06,0.14,0.0,0.03,0.04,0.05,0.03,0.03,0.01,0.01,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.7,0.0,0.05,0.0,0.0,0.0,100.08
12/10/2021,3.92,5.02,4.48,4.71,5.21,4.19,5.7,4.51,4.48,4.42,3.42,0.0,2.21,2.19,1.86,1.31,1.35,1.69,0.0,1.59,0.6,1.48,1.16,1.26,1.32,0.95,0.74,0.93,1.1,0.82,0.93,0.62,0.0,0.57,0.85,0.94,0.88,0.63,2.34,0.81,0.57,0.77,0.6,0.52,0.61,0.66,0.47,0.5,0.57,0.67,0.56,0.54,0.62,0.47,0.57,0.44,0.51,0.6,0.39,0.41,0.34,0.29,0.31,0.39,0.33,0.27,0.0,0.21,0.22,0.25,0.34,0.29,0.31,0.15,0.24,0.25,0.41,0.0,0.16,0.15,0.19,0.14,0.12,0.13,0.12,0.14,0.1,0.07,0.0,0.0,0.08,0.07,0.07,0.1,0.08,0.0,0.07,0.05,0.06,0.14,0.0,0.03,0.04,0.05,0.03,0.03,0.01,0.01,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.7,0.0,0.05,0.0,0.0,0.0,100.08
12/13/2021,3.92,5.02,4.48,4.71,5.21,4.19,5.7,4.51,4.48,4.42,3.42,0.0,2.21,2.19,1.86,1.31,1.35,1.69,0.0,1.59,0.6,1.48,1.16,1.26,1.32,0.95,0.74,0.93,1.1,0.82,0.93,0.62,0.0,0.57,0.85,0.94,0.88,0.63,2.34,0.81,0.57,0.77,0.6,0.52,0.61,0.66,0.47,0.5,0.57,0.67,0.56,0.54,0.62,0.47,0.57,0.44,0.51,0.6,0.39,0.41,0.34,0.29,0.31,0.39,0.33,0.27,0.0,0.21,0.22,0.25,0.34,0.29,0.31,0.15,0.24,0.25,0.41,0.0,0.16,0.15,0.19,0.14,0.12,0.13,0.12,0.14,0.1,0.07,0.0,0.0,0.08,0.07,0.07,0.1,0.08,0.0,0.07,0.05,0.06,0.14,0.0,0.03,0.04,0.05,0.03,0.03,0.01,0.01,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.7,0.0,0.05,0.0,0.0,0.0,100.08
12/14/2021,3.92,5.02,4.48,4.71,5.21,4.19,5.7,4.51,4.48,4.42,3.42,0.0,2.21,2.19,1.86,1.31,1.35,1.69,0.0,1.59,0.6,1.48,1.16,1.26,1.32,0.95,0.74,0.93,1.1,0.82,0.93,0.62,0.0,0.57,0.85,0.94,0.88,0.63,2.34,0.81,0.57,0.77,0.6,0.52,0.61,0.66,0.47,0.5,0.57,0.67,0.56,0.54,0.62,0.47,0.57,0.44,0.51,0.6,0.39,0.41,0.34,0.29,0.31,0.39,0.33,0.27,0.0,0.21,0.22,0.25,0.34,0.29,0.31,0.15,0.24,0.25,0.41,0.0,0.16,0.15,0.19,0.14,0.12,0.13,0.12,0.14,0.1,0.07,0.0,0.0,0.08,0.07,0.07,0.1,0.08,0.0,0.07,0.05,0.06,0.14,0.0,0.03,0.04,0.05,0.03,0.03,0.01,0.01,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.7,0.0,0.05,0.0,0.0,0.0,100.08
12/15/2021,3.92,5.02,4.48,4.71,5.21,4.19,5.7,4.51,4.48,4.42,3.42,0.0,2.21,2.19,1.86,1.31,1.35,1.69,0.0,1.59,0.6,1.48,1.16,1.26,1.32,0.95,0.74,0.93,1.1,0.82,0.93,0.62,0.0,0.57,0.85,0.94,0.88,0.63,2.34,0.81,0.57,0.77,0.6,0.52,0.61,0.66,0.47,0.5,0.57,0.67,0.56,0.54,0.62,0.47,0.57,0.44,0.51,0.6,0.39,0.41,0.34,0.29,0.31,0.39,0.33,0.27,0.0,0.21,0.22,0.25,0.34,0.29,0.31,0.15,0.24,0.25,0.41,0.0,0.16,0.15,0.19,0.14,0.12,0.13,0.12,0.14,0.1,0.07,0.0,0.0,0.08,0.07,0.07,0.1,0.08,0.0,0.07,0.05,0.06,0.14,0.0,0.03,0.04,0.05,0.03,0.03,0.01,0.01,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.7,0.0,0.05,0.0,0.0,0.0,100.08
12/16/2021,3.92,5.02,4.48,4.71,5.21,4.19,5.7,4.51,4.48,4.42,3.42,0.0,2.21,2.19,1.86,1.31,1.35,1.69,0.0,1.59,0.6,1.48,1.16,1.26,1.32,0.95,0.74,0.93,1.1,0.82,0.93,0.62,0.0,0.57,0.85,0.94,0.88,0.63,2.34,0.81,0.57,0.77,0.6,0.52,0.61,0.66,0.47,0.5,0.57,0.67,0.56,0.54,0.62,0.47,0.57,0.44,0.51,0.6,0.39,0.41,0.34,0.29,0.31,0.39,0.33,0.27,0.0,0.21,0.22,0.25,0.34,0.29,0.31,0.15,0.24,0.25,0.41,0.0,0.16,0.15,0.19,0.14,0.12,0.13,0.12,0.14,0.1,0.07,0.0,0.0,0.08,0.07,0.07,0.1,0.08,0.0,0.07,0.05,0.06,0.14,0.0,0.03,0.04,0.05,0.03,0.03,0.01,0.01,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.7,0.0,0.05,0.0,0.0,0.0,100.08
12/17/2021,3.92,5.02,4.48,4.71,5.21,4.19,5.7,4.51,4.48,4.42,3.42,0.0,2.21,2.19,1.86,1.31,1.35,1.69,0.0,1.59,0.6,1.48,1.16,1.26,1.32,0.95,0.74,0.93,1.1,0.82,0.93,0.62,0.0,0.57,0.85,0.94,0.88,0.63,2.34,0.81,0.57,0.77,0.6,0.52,0.61,0.66,0.47,0.5,0.57,0.67,0.56,0.54,0.62,0.47,0.57,0.44,0.51,0.6,0.39,0.41,0.34,0.29,0.31,0.39,0.33,0.27,0.0,0.21,0.22,0.25,0.34,0.29,0.31,0.15,0.24,0.25,0.41,0.0,0.16,0.15,0.19,0.14,0.12,0.13,0.12,0.14,0.1,0.07,0.0,0.0,0.08,0.07,0.07,0.1,0.08,0.0,0.07,0.05,0.06,0.14,0.0,0.03,0.04,0.05,0.03,0.03,0.01,0.01,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.7,0.0,0.05,0.0,0.0,0.0,100.08
12/20/2021,3.92,5.02,4.48,4.71,5.21,4.19,5.7,4.51,4.48,4.42,3.42,0.0,2.21,2.19,1.86,1.31,1.35,1.69,0.0,1.59,0.6,1.48,1.16,1.26,1.32,0.95,0.74,0.93,1.1,0.82,0.93,0.62,0.0,0.57,0.85,0.94,0.88,0.63,2.34,0.81,0.57,0.77,0.6,0.52,0.61,0.66,0.47,0.5,0.57,0.67,0.56,0.54,0.62,0.47,0.57,0.44,0.51,0.6,0.39,0.41,0.34,0.29,0.31,0.39,0.33,0.27,0.0,0.21,0.22,0.25,0.34,0.29,0.31,0.15,0.24,0.25,0.41,0.0,0.16,0.15,0.19,0.14,0.12,0.13,0.12,0.14,0.1,0.07,0.0,0.0,0.08,0.07,0.07,0.1,0.08,0.0,0.07,0.05,0.06,0.14,0.0,0.03,0.04,0.05,0.03,0.03,0.01,0.01,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.7,0.0,0.05,0.0,0.0,0.0,100.08
12/21/2021,4.05,5.36,4.32,4.44,5.52,4.33,5.51,4.59,4.71,4.38,3.47,0.0,2.31,2.15,1.91,1.36,1.44,1.72,0.0,1.61,0.56,1.49,1.18,1.2,1.35,0.93,0.73,0.86,1.09,0.88,0.88,0.72,0.0,0.6,0.82,0.95,0.93,0.63,1.88,0.8,0.55,0.64,0.6,0.52,0.6,0.66,0.48,0.48,0.56,0.7,0.55,0.55,0.65,0.45,0.54,0.47,0.49,0.53,0.0,0.41,0.37,0.32,0.3,0.38,0.33,0.29,0.0,0.21,0.2,0.24,0.32,0.28,0.27,0.14,0.22,0.23,0.31,0.0,0.16,0.15,0.22,0.13,0.11,0.13,0.14,0.14,0.08,0.07,0.0,0.0,0.08,0.07,0.07,0.11,0.08,0.0,0.07,0.05,0.07,0.08,0.04,0.04,0.04,0.04,0.02,0.03,0.01,0.0,0.0,0.39,0.0,0.18,0.0,0.0,0.0,0.0,0.08,0.0,0.68,0.0,0.0,0.0,0.0,0.0,100.06000000000004
12/22/2021,4.05,5.36,4.32,4.44,5.52,4.33,5.51,4.59,4.71,4.38,3.47,0.0,2.31,2.15,1.91,1.36,1.44,1.72,0.0,1.61,0.56,1.49,1.18,1.2,1.35,0.93,0.73,0.86,1.09,0.88,0.88,0.72,0.0,0.6,0.81,0.95,0.93,0.63,1.88,0.79,0.55,0.64,0.6,0.51,0.6,0.66,0.48,0.48,0.56,0.7,0.55,0.55,0.65,0.45,0.54,0.47,0.49,0.53,0.0,0.41,0.37,0.32,0.3,0.38,0.33,0.29,0.0,0.21,0.2,0.24,0.32,0.27,0.27,0.14,0.21,0.23,0.31,0.0,0.16,0.15,0.22,0.13,0.11,0.13,0.13,0.14,0.08,0.07,0.0,0.0,0.08,0.07,0.07,0.1,0.08,0.0,0.07,0.05,0.07,0.08,0.04,0.04,0.04,0.04,0.02,0.03,0.01,0.0,0.0,0.39,0.0,0.18,0.0,0.0,0.0,0.0,0.08,0.0,0.68,0.0,0.0,0.0,0.0,0.0,99.99
12/23/2021,4.12,5.17,4.37,4.5,5.57,4.34,5.54,4.58,4.82,4.29,3.35,0.0,2.32,2.13,1.9,1.38,1.49,1.69,0.0,1.61,0.55,1.52,1.18,1.18,1.36,0.93,0.72,0.85,1.09,0.89,0.97,0.72,0.0,0.61,0.82,0.94,0.91,0.62,1.88,0.77,0.56,0.62,0.59,0.52,0.59,0.67,0.48,0.47,0.55,0.71,0.55,0.53,0.66,0.44,0.54,0.45,0.51,0.51,0.0,0.39,0.38,0.33,0.3,0.38,0.33,0.29,0.0,0.21,0.2,0.24,0.34,0.28,0.26,0.14,0.22,0.23,0.3,0.0,0.16,0.15,0.23,0.13,0.11,0.13,0.13,0.14,0.08,0.07,0.0,0.0,0.08,0.07,0.07,0.11,0.08,0.0,0.07,0.06,0.07,0.08,0.04,0.04,0.04,0.04,0.02,0.03,0.01,0.0,0.0,0.38,0.0,0.18,0.0,0.0,0.0,0.0,0.08,0.0,0.69,0.0,0.0,0.0,0.0,0.0,100.02000000000002
12/24/2021,3.98,5.04,4.25,4.39,5.58,4.27,5.54,4.58,4.74,4.35,3.41,0.0,2.34,2.13,1.9,1.53,1.48,1.71,0.0,1.6,0.56,1.47,1.18,1.2,1.36,0.93,0.73,0.84,1.08,0.88,0.97,0.73,0.0,0.6,0.83,0.97,0.91,0.62,1.95,0.76,0.58,0.63,0.59,0.52,0.59,0.66,0.5,0.47,0.55,0.74,0.55,0.55,0.66,0.45,0.54,0.46,0.51,0.54,0.0,0.4,0.38,0.32,0.31,0.39,0.34,0.3,0.0,0.21,0.22,0.24,0.33,0.28,0.26,0.14,0.22,0.23,0.31,0.0,0.16,0.15,0.22,0.13,0.11,0.13,0.13,0.14,0.09,0.07,0.0,0.0,0.09,0.07,0.07,0.11,0.08,0.0,0.07,0.05,0.07,0.18,0.04,0.04,0.04,0.04,0.02,0.03,0.01,0.01,0.0,0.39,0.0,0.18,0.0,0.0,0.0,0.0,0.08,0.0,0.68,0.0,0.0,0.0,0.0,0.0,100.04
12/27/2021,3.93,4.87,4.21,4.4,5.65,0.0,5.55,4.55,4.76,0.0,3.36,0.0,2.36,2.15,1.88,1.55,0.0,1.74,0.0,1.6,0.56,1.49,1.2,1.22,1.36,0.98,0.75,0.85,1.1,0.87,0.97,0.73,0.0,0.59,0.83,0.95,0.93,0.62,1.9,0.73,0.59,0.65,0.58,0.53,0.59,0.66,0.51,0.47,0.55,0.73,0.56,0.56,0.63,0.46,0.54,0.47,0.51,0.53,0.0,0.4,0.37,0.32,0.3,0.39,0.34,0.3,0.0,0.21,0.21,0.24,0.34,0.29,0.26,0.14,0.22,0.24,0.33,0.0,0.17,0.15,0.22,0.14,0.11,0.13,0.14,0.14,0.09,0.07,0.0,0.0,0.09,0.07,0.07,0.11,0.08,0.0,0.07,0.05,0.07,0.18,0.05,0.04,0.04,0.04,0.02,0.03,0.01,0.0,0.0,0.39,0.0,0.18,0.0,0.0,0.0,0.01,0.08,0.0,0.68,0.0,0.0,4.39,4.24,1.49,100.05
01/03/2022,3.97,4.73,4.23,4.49,5.77,0.0,5.51,4.55,4.87,0.0,3.34,0.0,2.37,2.18,1.88,1.51,0.0,1.71,0.0,1.62,0.57,1.5,1.22,1.21,1.33,0.96,0.75,0.86,1.11,0.9,0.91,0.73,0.0,0.6,0.84,0.96,0.94,0.62,1.73,0.75,0.6,0.61,0.6,0.52,0.58,0.67,0.52,0.48,0.54,0.71,0.55,0.55,0.65,0.46,0.54,0.45,0.51,0.53,0.0,0.4,0.37,0.32,0.3,0.4,0.34,0.3,0.0,0.21,0.21,0.23,0.33,0.31,0.26,0.14,0.22,0.24,0.31,0.0,0.16,0.15,0.21,0.13,0.11,0.12,0.15,0.14,0.11,0.07,0.0,0.0,0.09,0.07,0.07,0.11,0.08,0.0,0.07,0.05,0.07,0.2,0.05,0.04,0.04,0.05,0.02,0.02,0.01,0.0,0.0,0.39,0.0,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.68,0.0,0.0,4.35,4.33,1.5,100.07000000000002
01/03/2022,3.98,4.7,4.2,4.48,5.77,0.0,5.51,4.53,4.88,0.0,3.35,0.0,2.36,2.2,1.89,1.49,0.0,1.72,0.0,1.64,0.56,1.51,1.22,1.21,1.37,0.95,0.76,0.86,1.12,0.91,0.93,0.73,0.0,0.6,0.84,0.96,0.95,0.61,1.75,0.76,0.61,0.59,0.59,0.51,0.59,0.67,0.51,0.49,0.54,0.7,0.55,0.55,0.65,0.47,0.55,0.45,0.52,0.52,0.0,0.4,0.38,0.32,0.32,0.4,0.34,0.3,0.0,0.21,0.22,0.23,0.33,0.31,0.26,0.13,0.22,0.24,0.3,0.0,0.16,0.15,0.21,0.13,0.11,0.13,0.15,0.14,0.11,0.07,0.0,0.0,0.11,0.07,0.07,0.11,0.08,0.0,0.07,0.05,0.07,0.02,0.05,0.04,0.04,0.05,0.02,0.02,0.01,0.0,0.0,0.39,0.0,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.68,0.0,0.0,4.35,4.34,1.51,100.03000000000002
01/03/2022,3.98,4.7,4.2,4.48,5.77,0.0,5.51,4.53,4.88,0.0,3.35,0.0,2.36,2.2,1.89,1.49,0.0,1.72,0.0,1.64,0.56,1.51,1.22,1.21,1.37,0.95,0.76,0.86,1.12,0.91,0.93,0.73,0.0,0.6,0.84,0.96,0.95,0.61,1.75,0.76,0.61,0.59,0.59,0.51,0.59,0.67,0.51,0.49,0.54,0.7,0.55,0.55,0.65,0.47,0.55,0.45,0.52,0.52,0.0,0.4,0.38,0.32,0.32,0.4,0.34,0.3,0.0,0.21,0.22,0.23,0.33,0.31,0.26,0.13,0.22,0.24,0.3,0.0,0.16,0.15,0.21,0.13,0.11,0.13,0.15,0.14,0.11,0.07,0.0,0.0,0.11,0.07,0.07,0.11,0.08,0.0,0.07,0.05,0.07,0.02,0.05,0.04,0.04,0.05,0.02,0.02,0.01,0.0,0.0,0.39,0.0,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.68,0.0,0.0,4.35,4.34,1.51,100.03000000000002
01/04/2022,3.98,4.7,4.2,4.48,5.77,0.0,5.51,4.53,4.88,0.0,3.35,0.0,2.36,2.2,1.89,1.49,0.0,1.72,0.0,1.64,0.56,1.51,1.22,1.21,1.37,0.95,0.76,0.86,1.12,0.91,0.93,0.73,0.0,0.6,0.84,0.96,0.95,0.61,1.75,0.76,0.61,0.59,0.59,0.51,0.59,0.67,0.51,0.49,0.54,0.7,0.55,0.55,0.65,0.47,0.55,0.45,0.52,0.52,0.0,0.4,0.38,0.32,0.32,0.4,0.34,0.3,0.0,0.21,0.22,0.23,0.33,0.31,0.26,0.13,0.22,0.24,0.3,0.0,0.16,0.15,0.21,0.13,0.11,0.13,0.15,0.14,0.11,0.07,0.0,0.0,0.11,0.07,0.07,0.11,0.08,0.0,0.07,0.05,0.07,0.02,0.05,0.04,0.04,0.05,0.02,0.02,0.01,0.0,0.0,0.39,0.0,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.68,0.0,0.0,4.35,4.34,1.51,100.03000000000002
01/05/2022,3.98,4.7,4.2,4.48,5.77,0.0,5.51,4.53,4.88,0.0,3.35,0.0,2.36,2.2,1.89,1.49,0.0,1.72,0.0,1.64,0.56,1.51,1.22,1.21,1.37,0.95,0.76,0.86,1.12,0.91,0.93,0.73,0.0,0.6,0.84,0.96,0.95,0.61,1.75,0.76,0.61,0.59,0.59,0.51,0.59,0.67,0.51,0.49,0.54,0.7,0.55,0.55,0.65,0.47,0.55,0.45,0.52,0.52,0.0,0.4,0.38,0.32,0.32,0.4,0.34,0.3,0.0,0.21,0.22,0.23,0.33,0.31,0.26,0.13,0.22,0.24,0.3,0.0,0.16,0.15,0.21,0.13,0.11,0.13,0.15,0.14,0.11,0.07,0.0,0.0,0.11,0.07,0.07,0.11,0.08,0.0,0.07,0.05,0.07,0.02,0.05,0.04,0.04,0.05,0.02,0.02,0.01,0.0,0.0,0.39,0.0,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.68,0.0,0.0,4.35,4.34,1.51,100.03000000000002
01/06/2022,4.04,4.72,4.16,4.49,5.34,0.0,5.54,4.67,4.85,0.0,3.39,0.0,2.34,2.17,1.89,1.54,0.0,1.74,0.0,1.62,0.58,1.47,1.23,1.23,1.29,0.97,0.76,0.85,1.08,0.91,0.96,0.74,0.0,0.61,0.84,0.96,0.94,0.64,1.7,0.76,0.62,0.61,0.59,0.54,0.6,0.67,0.51,0.49,0.56,0.7,0.55,0.56,0.65,0.47,0.55,0.46,0.52,0.53,0.0,0.4,0.38,0.33,0.34,0.39,0.35,0.3,0.0,0.22,0.21,0.24,0.32,0.31,0.25,0.14,0.22,0.24,0.31,0.0,0.17,0.15,0.2,0.13,0.11,0.13,0.15,0.14,0.1,0.07,0.0,0.0,0.1,0.07,0.07,0.11,0.08,0.0,0.07,0.05,0.07,0.07,0.05,0.04,0.04,0.05,0.02,0.02,0.01,0.0,0.0,0.4,0.0,0.18,0.0,0.0,0.0,0.0,0.08,0.0,0.69,0.0,0.0,4.38,4.35,1.53,100.03
01/07/2022,3.97,4.73,4.09,4.34,5.12,0.0,5.67,4.63,4.82,0.0,3.44,0.0,2.23,2.18,1.92,1.55,0.0,1.78,0.0,1.63,0.58,1.45,1.23,1.25,1.24,1.0,0.77,0.86,1.09,0.91,0.98,0.72,0.0,0.61,0.87,0.97,0.92,0.66,1.69,0.78,0.64,0.59,0.6,0.57,0.6,0.67,0.53,0.5,0.57,0.71,0.54,0.59,0.64,0.48,0.55,0.46,0.53,0.55,0.0,0.41,0.39,0.34,0.33,0.39,0.35,0.3,0.0,0.23,0.21,0.24,0.31,0.3,0.25,0.15,0.23,0.24,0.31,0.0,0.17,0.15,0.19,0.13,0.11,0.13,0.14,0.14,0.1,0.07,0.0,0.0,0.1,0.07,0.07,0.11,0.08,0.0,0.07,0.05,0.07,0.03,0.05,0.04,0.04,0.05,0.02,0.02,0.01,0.0,0.0,0.4,0.0,0.17,0.0,0.0,0.0,0.0,0.09,0.0,0.69,0.0,0.0,4.54,4.42,1.52,100.02
01/10/2022,3.93,4.65,4.07,4.5,5.04,0.0,5.65,4.75,4.8,0.0,3.44,0.0,2.16,2.15,1.94,1.49,0.0,1.84,0.0,1.6,0.55,1.42,1.23,1.26,1.27,1.02,0.78,0.85,1.06,0.92,0.97,0.7,0.0,0.64,0.91,0.95,0.91,0.68,1.69,0.77,0.63,0.54,0.61,0.55,0.62,0.67,0.54,0.51,0.55,0.73,0.54,0.58,0.65,0.49,0.55,0.47,0.53,0.54,0.0,0.41,0.39,0.34,0.33,0.38,0.35,0.3,0.0,0.21,0.2,0.24,0.31,0.3,0.24,0.15,0.24,0.25,0.28,0.0,0.17,0.15,0.18,0.13,0.11,0.13,0.15,0.15,0.1,0.06,0.0,0.0,0.11,0.08,0.07,0.12,0.08,0.0,0.07,0.05,0.07,0.07,0.05,0.04,0.04,0.04,0.03,0.02,0.01,0.0,0.0,0.41,0.0,0.18,0.0,0.0,0.0,0.0,0.09,0.0,0.66,0.0,0.0,4.61,4.51,1.48,100.03
01/14/2022,3.96,4.71,3.9,4.42,5.14,0.0,5.66,4.87,4.94,0.0,3.48,0.0,2.15,2.09,1.97,1.53,0.0,1.85,0.0,1.57,0.55,1.4,1.2,1.28,1.22,1.04,0.78,0.85,1.02,0.92,1.0,0.65,0.0,0.64,0.94,0.94,0.89,0.67,1.66,0.75,0.62,0.54,0.61,0.61,0.62,0.65,0.53,0.51,0.52,0.76,0.53,0.6,0.63,0.5,0.54,0.46,0.54,0.53,0.0,0.4,0.38,0.34,0.32,0.37,0.33,0.3,0.0,0.21,0.21,0.24,0.29,0.3,0.25,0.16,0.22,0.24,0.3,0.0,0.17,0.15,0.18,0.13,0.11,0.12,0.15,0.14,0.08,0.06,0.0,0.0,0.11,0.08,0.07,0.11,0.08,0.0,0.07,0.05,0.08,0.07,0.05,0.04,0.04,0.04,0.02,0.02,0.01,0.0,0.0,0.41,0.0,0.19,0.0,0.0,0.0,0.0,0.09,0.0,0.66,0.0,0.0,4.65,4.51,1.5,100.04000000000002
01/17/2022,3.91,4.71,3.97,4.24,4.92,4.55,5.63,4.82,4.98,4.7,3.56,0.0,2.13,2.13,2.0,1.49,1.53,1.86,0.0,1.6,0.55,1.4,1.22,1.18,1.18,1.05,0.8,0.82,1.03,0.94,0.99,0.64,0.0,0.65,0.97,0.93,0.94,0.69,1.61,0.77,0.62,0.53,0.62,0.63,0.63,0.65,0.54,0.53,0.52,0.79,0.55,0.6,0.65,0.51,0.54,0.47,0.56,0.52,0.0,0.4,0.38,0.34,0.32,0.38,0.33,0.3,0.0,0.21,0.2,0.25,0.26,0.3,0.25,0.16,0.23,0.25,0.3,0.0,0.18,0.15,0.19,0.13,0.11,0.13,0.16,0.15,0.07,0.06,0.0,0.0,0.11,0.08,0.07,0.11,0.08,0.0,0.07,0.05,0.08,0.07,0.04,0.03,0.04,0.04,0.02,0.02,0.01,0.0,0.0,0.42,0.0,0.2,0.0,0.0,0.0,0.0,0.09,0.0,0.66,0.0,0.0,0.0,0.0,0.0,100.03000000000002
01/18/2022,3.95,4.7,3.9,4.25,5.0,4.55,5.59,4.88,5.01,4.72,3.5,0.0,2.11,2.1,2.0,1.5,1.54,1.87,0.0,1.56,0.54,1.38,1.22,1.17,1.14,1.07,0.8,0.81,1.02,0.95,1.01,0.64,0.0,0.66,1.0,0.93,0.91,0.69,1.64,0.76,0.61,0.54,0.63,0.67,0.64,0.66,0.54,0.55,0.51,0.79,0.54,0.61,0.63,0.51,0.54,0.46,0.56,0.53,0.0,0.4,0.39,0.34,0.32,0.38,0.34,0.3,0.0,0.21,0.19,0.25,0.26,0.28,0.25,0.16,0.24,0.25,0.3,0.0,0.19,0.15,0.19,0.13,0.11,0.13,0.16,0.15,0.07,0.06,0.0,0.0,0.11,0.08,0.07,0.11,0.07,0.0,0.07,0.05,0.08,0.04,0.04,0.03,0.04,0.04,0.02,0.02,0.01,0.0,0.0,0.42,0.0,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.66,0.0,0.0,0.0,0.0,0.0,100.03
01/19/2022,3.95,4.7,3.9,4.25,5.0,4.55,5.59,4.88,5.01,4.72,3.5,0.0,2.11,2.1,2.0,1.5,1.54,1.87,0.0,1.56,0.54,1.38,1.22,1.17,1.14,1.07,0.8,0.81,1.02,0.95,1.01,0.64,0.0,0.66,1.0,0.93,0.91,0.69,1.64,0.76,0.61,0.54,0.63,0.67,0.64,0.66,0.54,0.55,0.51,0.79,0.54,0.61,0.63,0.51,0.54,0.46,0.56,0.53,0.0,0.4,0.39,0.34,0.32,0.38,0.34,0.3,0.0,0.21,0.19,0.25,0.26,0.28,0.25,0.16,0.24,0.25,0.3,0.0,0.19,0.15,0.19,0.13,0.11,0.13,0.16,0.15,0.07,0.06,0.0,0.0,0.11,0.08,0.07,0.11,0.07,0.0,0.07,0.05,0.08,0.04,0.04,0.03,0.04,0.04,0.02,0.02,0.01,0.0,0.0,0.42,0.0,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.66,0.0,0.0,0.0,0.0,0.0,100.03
