,PSA,SJM,BMY,NUE,MRNA,TGT,KR,NET,UPS,KSU,JCI,UGI,EXC,ETN,ABBV,UHAL,TSN,GNRC,CARR,MAA,IRM,TXG,CVS,NRG,JAZZ,CRWD,BG,FFIV,STLD,KHC,MS,GS,DELL,NTAP,TAP,QRVO,ARW,SNA,MCK,LH,BEN,STX,LBTYK,DVA,INTC,VST,NWSA,KNX,F,DE,CNC,ALXN,CI,NXPI,FDX,S&P 500 Emini Fut Sep21,AES,CBRE,CTVA,TXT,LUMN,WBA,EQH,HPQ,DHI,HPE,AMAT,PRU,BWA,ORCL,AGNC,VICI,PXD,EMN,MET,WRK,WHR,LEN,HZNP,C,GM,OC,LEA,WAB,ALB,MOH,IVZ,COF,NWL,CFG,TER,KDP,DHR,VTRS,ATH,SIVB,AIG,MU,PHM,EXR,TMUS,CSCO,URI,RF,WST,JNPR,ALLY,DVN,T,FCX,TMO,TECH,GILD,VIAC,ADM,CPT,WDC,MOS,ABC,TT,IP,SPG,DISCA,PKI,MHK,DGX,GD,SWKS,CRL,PLTR,TEL,OMC,EBAY,BIO,AAPL,XOM,CMI,L,J,LNC,WMB,SNPS,KKR,ZBRA,CAH,SCHW,RJF,PCAR,TSLA,TRMB,RHI,CAG,DD,GLW,BAC,RTX,IAC,PYPL,IPG,IR,LKQ,AVGO,PH,HST,HCA,UHS,AMP,SWK,WFC,BIIB,ST,ZS,LRCX,PCG,AFG,VER,BBY,SYF,NLY,FITB,GE,REG,ZM,ON,PINS,EOG,FBHS,WY,DISH,LYB,NVAX,HBAN,BKR,PTON,PLUG,NVCR,LB,CHWY,CZR,ENPH,4338.SR,SUM
07/09/2021,1.12,1.06,0.96,0.91,0.9,0.88,0.86,0.86,0.85,0.84,0.84,0.84,0.83,0.81,0.81,0.8,0.79,0.79,0.78,0.77,0.77,0.76,0.75,0.74,0.74,0.73,0.73,0.73,0.72,0.71,0.71,0.71,0.7,0.7,0.7,0.69,0.69,0.69,0.69,0.68,0.68,0.67,0.67,0.67,0.67,0.67,0.67,0.66,0.66,0.66,0.65,0.65,0.65,0.64,0.64,0.63,0.63,0.63,0.63,0.63,0.62,0.62,0.62,0.62,0.61,0.61,0.61,0.6,0.58,0.58,0.58,0.57,0.57,0.57,0.56,0.56,0.55,0.55,0.55,0.54,0.54,0.54,0.54,0.53,0.53,0.53,0.52,0.52,0.52,0.51,0.51,0.51,0.5,0.5,0.5,0.5,0.49,0.49,0.48,0.48,0.48,0.48,0.48,0.46,0.46,0.45,0.45,0.45,0.44,0.44,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.41,0.41,0.41,0.4,0.4,0.39,0.39,0.39,0.39,0.39,0.38,0.38,0.37,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.21,0.2,0.19,0.19,0.18,0.16,0.13,0.0,99.86
07/12/2021,1.15,1.06,0.97,0.91,0.86,0.89,0.85,0.88,0.86,0.85,0.85,0.84,0.83,0.83,0.82,0.78,0.79,0.83,0.79,0.8,0.78,0.74,0.74,0.75,0.75,0.78,0.72,0.73,0.74,0.71,0.7,0.7,0.71,0.7,0.69,0.69,0.69,0.7,0.68,0.7,0.69,0.69,0.65,0.68,0.67,0.69,0.66,0.73,0.63,0.66,0.66,0.65,0.65,0.63,0.63,0.0,0.63,0.63,0.62,0.62,0.62,0.62,0.6,0.62,0.62,0.6,0.6,0.58,0.56,0.61,0.57,0.57,0.54,0.56,0.55,0.56,0.56,0.56,0.54,0.53,0.53,0.54,0.51,0.53,0.53,0.53,0.52,0.52,0.51,0.5,0.49,0.51,0.52,0.48,0.5,0.49,0.48,0.48,0.49,0.5,0.49,0.48,0.47,0.45,0.47,0.46,0.45,0.42,0.44,0.43,0.44,0.45,0.43,0.42,0.42,0.43,0.42,0.41,0.41,0.42,0.41,0.4,0.39,0.4,0.4,0.4,0.4,0.38,0.4,0.36,0.38,0.37,0.38,0.38,0.39,0.35,0.36,0.35,0.36,0.34,0.35,0.36,0.35,0.36,0.35,0.34,0.35,0.34,0.33,0.34,0.33,0.34,0.32,0.32,0.31,0.32,0.3,0.32,0.31,0.31,0.31,0.31,0.31,0.29,0.3,0.3,0.29,0.29,0.28,0.29,0.28,0.3,0.27,0.27,0.27,0.28,0.26,0.26,0.26,0.25,0.25,0.26,0.26,0.25,0.25,0.24,0.25,0.25,0.24,0.24,0.21,0.23,0.22,0.22,0.19,0.2,0.18,0.19,0.15,0.13,0.7,99.88
07/13/2021,1.15,1.06,0.97,0.91,0.86,0.89,0.85,0.88,0.86,0.85,0.85,0.84,0.83,0.83,0.82,0.78,0.79,0.83,0.79,0.8,0.78,0.74,0.74,0.75,0.75,0.78,0.72,0.73,0.74,0.71,0.7,0.7,0.71,0.7,0.69,0.69,0.69,0.7,0.68,0.7,0.69,0.69,0.65,0.68,0.67,0.69,0.66,0.73,0.63,0.66,0.66,0.65,0.65,0.63,0.63,0.0,0.63,0.63,0.62,0.62,0.62,0.62,0.6,0.62,0.62,0.6,0.6,0.58,0.56,0.61,0.57,0.57,0.54,0.56,0.55,0.56,0.56,0.56,0.54,0.53,0.53,0.54,0.51,0.53,0.53,0.53,0.52,0.52,0.51,0.5,0.49,0.51,0.52,0.48,0.5,0.49,0.48,0.48,0.49,0.5,0.49,0.48,0.47,0.45,0.47,0.46,0.45,0.42,0.44,0.43,0.44,0.45,0.43,0.42,0.42,0.43,0.42,0.41,0.41,0.42,0.41,0.4,0.39,0.4,0.4,0.4,0.4,0.38,0.4,0.36,0.38,0.37,0.38,0.38,0.39,0.35,0.36,0.35,0.36,0.34,0.35,0.36,0.35,0.36,0.35,0.34,0.35,0.34,0.33,0.34,0.33,0.34,0.32,0.32,0.31,0.32,0.3,0.32,0.31,0.31,0.31,0.31,0.31,0.29,0.3,0.3,0.29,0.29,0.28,0.29,0.28,0.3,0.27,0.27,0.27,0.28,0.26,0.26,0.26,0.25,0.25,0.26,0.26,0.25,0.25,0.24,0.25,0.25,0.24,0.24,0.21,0.23,0.22,0.22,0.19,0.2,0.18,0.19,0.15,0.13,0.7,99.88
07/14/2021,1.16,1.07,0.97,0.92,0.9,0.89,0.86,0.88,0.86,0.81,0.85,0.84,0.82,0.83,0.82,0.78,0.79,0.83,0.78,0.82,0.79,0.76,0.74,0.75,0.75,0.77,0.71,0.74,0.73,0.7,0.7,0.7,0.71,0.7,0.69,0.69,0.68,0.7,0.68,0.69,0.69,0.68,0.66,0.67,0.66,0.68,0.66,0.72,0.64,0.65,0.65,0.64,0.64,0.64,0.63,0.0,0.62,0.63,0.61,0.61,0.62,0.61,0.6,0.61,0.59,0.61,0.59,0.58,0.56,0.62,0.57,0.58,0.54,0.56,0.55,0.56,0.56,0.54,0.54,0.53,0.54,0.53,0.53,0.54,0.55,0.53,0.52,0.53,0.52,0.51,0.5,0.5,0.51,0.49,0.48,0.51,0.48,0.48,0.47,0.5,0.48,0.48,0.47,0.46,0.47,0.46,0.46,0.44,0.43,0.43,0.44,0.45,0.42,0.41,0.42,0.44,0.42,0.42,0.41,0.42,0.41,0.41,0.38,0.4,0.4,0.4,0.4,0.38,0.4,0.37,0.38,0.37,0.37,0.38,0.38,0.36,0.36,0.36,0.36,0.34,0.35,0.36,0.35,0.35,0.35,0.34,0.35,0.34,0.33,0.34,0.34,0.34,0.32,0.32,0.31,0.32,0.3,0.32,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.29,0.29,0.28,0.29,0.28,0.3,0.27,0.27,0.27,0.28,0.26,0.27,0.26,0.26,0.26,0.26,0.25,0.25,0.24,0.24,0.25,0.26,0.24,0.24,0.21,0.24,0.23,0.2,0.18,0.2,0.19,0.19,0.15,0.13,0.7,99.88
07/15/2021,1.16,1.07,0.97,0.93,0.93,0.9,0.86,0.87,0.85,0.8,0.86,0.84,0.83,0.84,0.82,0.77,0.78,0.85,0.79,0.83,0.8,0.74,0.74,0.74,0.75,0.76,0.71,0.73,0.75,0.7,0.72,0.72,0.69,0.7,0.69,0.69,0.68,0.7,0.68,0.69,0.69,0.69,0.66,0.68,0.67,0.68,0.67,0.72,0.64,0.66,0.66,0.65,0.64,0.65,0.64,0.0,0.63,0.63,0.62,0.62,0.61,0.62,0.6,0.59,0.59,0.6,0.6,0.59,0.57,0.61,0.57,0.59,0.54,0.56,0.56,0.56,0.56,0.53,0.55,0.54,0.54,0.53,0.53,0.54,0.58,0.53,0.53,0.55,0.52,0.51,0.5,0.5,0.51,0.48,0.48,0.53,0.49,0.49,0.47,0.51,0.48,0.48,0.48,0.46,0.47,0.45,0.46,0.44,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.45,0.42,0.42,0.41,0.42,0.41,0.41,0.39,0.4,0.4,0.4,0.39,0.39,0.4,0.36,0.38,0.37,0.37,0.38,0.38,0.36,0.36,0.36,0.37,0.35,0.35,0.35,0.36,0.35,0.35,0.34,0.35,0.34,0.34,0.35,0.33,0.34,0.33,0.32,0.31,0.32,0.3,0.33,0.31,0.31,0.31,0.32,0.31,0.3,0.3,0.3,0.29,0.29,0.28,0.28,0.28,0.3,0.27,0.27,0.28,0.28,0.26,0.27,0.26,0.26,0.25,0.27,0.25,0.25,0.23,0.24,0.25,0.25,0.24,0.24,0.21,0.24,0.23,0.21,0.18,0.2,0.19,0.19,0.15,0.13,0.3,99.83
07/16/2021,1.16,1.07,0.97,0.93,0.93,0.9,0.86,0.87,0.85,0.8,0.86,0.84,0.83,0.84,0.82,0.77,0.78,0.85,0.79,0.83,0.8,0.74,0.74,0.74,0.75,0.76,0.71,0.73,0.75,0.7,0.72,0.72,0.69,0.7,0.69,0.69,0.68,0.7,0.68,0.69,0.69,0.69,0.66,0.68,0.67,0.68,0.67,0.72,0.64,0.66,0.66,0.65,0.64,0.65,0.64,0.0,0.63,0.63,0.62,0.62,0.61,0.62,0.6,0.59,0.59,0.6,0.6,0.59,0.57,0.61,0.57,0.59,0.54,0.56,0.56,0.56,0.56,0.53,0.55,0.54,0.54,0.53,0.53,0.54,0.58,0.53,0.53,0.55,0.52,0.51,0.5,0.5,0.51,0.48,0.48,0.53,0.49,0.49,0.47,0.51,0.48,0.48,0.48,0.46,0.47,0.45,0.46,0.44,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.45,0.42,0.42,0.41,0.42,0.41,0.41,0.39,0.4,0.4,0.4,0.39,0.39,0.4,0.36,0.38,0.37,0.37,0.38,0.38,0.36,0.36,0.36,0.37,0.35,0.35,0.35,0.36,0.35,0.35,0.34,0.35,0.34,0.34,0.35,0.33,0.34,0.33,0.32,0.31,0.32,0.3,0.33,0.31,0.31,0.31,0.32,0.31,0.3,0.3,0.3,0.29,0.29,0.28,0.28,0.28,0.3,0.27,0.27,0.28,0.28,0.26,0.27,0.26,0.26,0.25,0.27,0.25,0.25,0.23,0.24,0.25,0.25,0.24,0.24,0.21,0.24,0.23,0.21,0.18,0.2,0.19,0.19,0.15,0.13,0.3,99.83000000000001
