,BRKR,PRGO,UHS,HRC,CHE,PINC,XRAY,EHC,ENSG,VRT,PEGA,BRKS,JBL,JNPR,CABO,SAIC,POWI,AEIS,SNX,NATI,XRX,AMKR,OLED,CDK,CCMP,DKS,AEO,WING,AAP,HOG,WEN,CHH,TPD.,IPG,LEG,FL,SCI,WMG,NXST,BWA,FUO.,FBHS,PHM,WH,NWL,NWSA,PII,TOL,WHR,PAG,TNL,LEA,COLM,ARMK,GNTX,HBI,KSS,SEB,TRGP,WSM,LANC,LAD,CHDN,KBH,NYT,DVN,LW,OVV,MRO,REYN,THO,INGR,FANG,ACI,FLO,ADT,BG,XEC,SEE,TXT,APA,AWI,AM,CSL,CASY,MAN,MSA,WSO,RHI,DCI,LII,ALLE,WMS,BAH,EME,G,GGG,JKHY,LECO,NDSN,SSD,TTC,WDFC,OSK,SON,OC,SC,EXP,BC,AYI,AOS,CCK,JBT,WWD,TPL,PWR,MSM,LPX,ITT,HII,FLS,ESI,CW,CR,ATR,MDU,WRK,VVV,VMI,CC,S9Q.,SNA,SLGN,RPM,COG,MMS,LSTR,KNX,KBR,HUBB,GPK,CHRW,APO,ALSN,NRG,UGI,WU,CG,TTEK,GRA,LFUS,HFC,EXPO,CNP,AGCO,LSI,NFG,VST,STLD,RBC,QTS,OLN,OGE,MKSI,EVRG,WTRG,CUBE,CPT,BWXT,LNT,AAON,NI,VER,RGLD,RXN,PNW,AFG,ELS,CBOE,AMH,AL,CF,SLG,POR,RYN,REXR,SAFE,STAG,SLM,SRC,TRNO,TW,UDR,ORI,OGS,MORN,IRM,COR,ARES,ATO,CLF,AMG,REG,LAMR,ACC,IFF,BRO,TPX,DLB,SPR,EGP,BKH,IDA,FR,FRT,HE,IIPR,LB,TXRH,CRI,RL,GPS,VNT,CLR,NEU,RS,ASH,KWR,TKR,SMG,HUN,MOS,WLK,X,WPC,ORA,COLD,HTA,CUZ,US Dollar,BBWI WI,NYCB,JEF,n/a,PSB,CONE,FDS,MTG,KIM,LPLA,ZION,WAL,CMA,LNC,SBNY,ZWS,CTRA,RRX,FAF,OGN,SEM,MCFE,CTXS,LUMN,M,HAS,TPR,VAC,HRB,SJM,CHK,CPB,TAP,WTS,ENS,TTEC,ADS,HWM,PKG,EXPI,AVNT,EVR,UFPI,IBKR,BCPC,HLI,AXS,VOYA,EQH,LAZ,NSA,ERIE,SUM
07/23/2021,1.44,1.35,1.41,1.4,1.34,1.38,1.33,1.38,1.35,0.73,0.72,0.68,0.7,0.82,0.83,0.74,0.72,0.65,0.69,0.73,0.71,0.69,0.7,0.72,0.68,0.4,0.38,0.41,0.42,0.39,0.39,0.4,0.0,0.39,0.38,0.38,0.44,0.42,0.39,0.4,0.0,0.27,0.39,0.39,0.4,0.39,0.4,0.39,0.4,0.43,0.38,0.39,0.42,0.38,0.4,0.39,0.37,0.34,0.3,0.41,0.34,0.43,0.38,0.41,0.4,0.28,0.32,0.26,0.27,0.32,0.41,0.33,0.25,0.35,0.34,0.27,0.32,0.0,0.26,0.27,0.26,0.28,0.3,0.29,0.34,0.26,0.28,0.28,0.27,0.29,0.26,0.29,0.29,0.29,0.28,0.3,0.29,0.3,0.29,0.29,0.28,0.29,0.33,0.27,0.28,0.27,0.0,0.27,0.28,0.25,0.27,0.28,0.27,0.27,0.3,0.27,0.28,0.24,0.29,0.27,0.29,0.25,0.28,0.28,0.27,0.28,0.26,0.24,0.27,0.23,0.0,0.28,0.27,0.28,0.28,0.28,0.27,0.3,0.76,0.3,0.27,0.28,0.0,0.28,0.23,0.23,0.28,0.0,0.29,0.0,0.27,0.27,0.3,0.24,0.27,0.0,0.0,0.23,0.25,0.27,0.0,0.23,0.23,0.25,0.25,0.24,0.0,0.23,0.28,0.24,0.28,0.24,0.0,0.25,0.28,0.24,0.0,0.23,0.0,0.23,0.28,0.23,0.0,0.24,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.23,0.24,0.0,0.41,0.74,0.25,0.0,0.24,0.25,0.0,0.0,0.24,0.23,0.42,0.4,0.39,0.38,0.35,0.28,0.27,0.24,0.25,0.25,0.25,0.24,0.24,0.24,0.23,0.0,0.23,0.0,0.23,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.11000000000001
07/26/2021,1.44,1.34,1.38,1.41,1.35,1.38,1.35,1.36,1.32,0.74,0.72,0.69,0.7,0.82,0.81,0.73,0.74,0.66,0.7,0.73,0.73,0.71,0.73,0.71,0.68,0.41,0.38,0.44,0.42,0.36,0.4,0.4,0.0,0.43,0.38,0.39,0.44,0.42,0.4,0.39,0.0,0.27,0.39,0.39,0.4,0.39,0.4,0.39,0.4,0.44,0.39,0.39,0.41,0.38,0.39,0.39,0.37,0.34,0.31,0.4,0.34,0.45,0.39,0.41,0.4,0.28,0.31,0.28,0.27,0.32,0.41,0.32,0.27,0.34,0.33,0.27,0.32,0.0,0.26,0.28,0.27,0.27,0.31,0.29,0.33,0.26,0.27,0.28,0.27,0.29,0.25,0.27,0.29,0.29,0.27,0.3,0.28,0.3,0.29,0.29,0.28,0.28,0.31,0.27,0.26,0.27,0.0,0.27,0.28,0.25,0.27,0.28,0.27,0.27,0.3,0.28,0.27,0.25,0.3,0.27,0.29,0.25,0.28,0.28,0.27,0.28,0.25,0.23,0.27,0.23,0.0,0.28,0.26,0.27,0.29,0.28,0.27,0.3,0.75,0.29,0.27,0.28,0.0,0.28,0.23,0.23,0.28,0.0,0.29,0.0,0.27,0.27,0.29,0.24,0.27,0.0,0.0,0.24,0.25,0.28,0.0,0.24,0.23,0.26,0.25,0.24,0.0,0.23,0.28,0.24,0.27,0.24,0.0,0.26,0.3,0.24,0.0,0.23,0.0,0.0,0.28,0.23,0.0,0.24,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.23,0.25,0.0,0.41,0.73,0.26,0.0,0.24,0.25,0.0,0.0,0.23,0.23,0.43,0.41,0.39,0.38,0.35,0.28,0.29,0.23,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.24,0.0,0.23,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.22
07/27/2021,1.44,1.35,1.39,1.42,1.35,1.35,1.34,1.36,1.33,0.74,0.72,0.69,0.71,0.82,0.83,0.73,0.75,0.66,0.7,0.73,0.73,0.71,0.73,0.71,0.69,0.42,0.37,0.44,0.42,0.36,0.4,0.4,0.0,0.44,0.38,0.38,0.44,0.42,0.4,0.39,0.0,0.27,0.4,0.39,0.4,0.39,0.4,0.4,0.41,0.44,0.38,0.39,0.41,0.38,0.4,0.39,0.36,0.33,0.3,0.4,0.34,0.45,0.39,0.41,0.4,0.28,0.31,0.27,0.27,0.31,0.41,0.32,0.26,0.34,0.33,0.27,0.32,0.0,0.26,0.28,0.27,0.27,0.3,0.29,0.33,0.26,0.27,0.29,0.29,0.29,0.25,0.28,0.29,0.29,0.27,0.3,0.28,0.3,0.29,0.28,0.28,0.28,0.31,0.27,0.26,0.27,0.0,0.27,0.28,0.25,0.27,0.26,0.27,0.27,0.3,0.28,0.27,0.25,0.29,0.27,0.29,0.25,0.27,0.28,0.27,0.28,0.25,0.23,0.27,0.23,0.0,0.28,0.26,0.28,0.28,0.28,0.27,0.3,0.75,0.29,0.27,0.28,0.0,0.28,0.23,0.23,0.28,0.0,0.3,0.0,0.27,0.27,0.3,0.24,0.27,0.23,0.0,0.24,0.25,0.28,0.0,0.23,0.23,0.26,0.25,0.25,0.0,0.23,0.28,0.24,0.27,0.24,0.0,0.25,0.29,0.24,0.0,0.23,0.0,0.23,0.27,0.23,0.0,0.24,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.41,0.73,0.25,0.0,0.24,0.25,0.0,0.0,0.24,0.23,0.44,0.41,0.39,0.38,0.35,0.28,0.29,0.23,0.25,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.24,0.0,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.21000000000001
07/28/2021,1.44,1.35,1.39,1.42,1.35,1.35,1.34,1.36,1.33,0.74,0.72,0.69,0.71,0.82,0.83,0.73,0.75,0.66,0.7,0.73,0.73,0.71,0.73,0.71,0.69,0.42,0.37,0.44,0.42,0.36,0.4,0.4,0.0,0.44,0.38,0.38,0.44,0.42,0.4,0.39,0.0,0.27,0.4,0.39,0.4,0.39,0.4,0.4,0.41,0.44,0.38,0.39,0.41,0.38,0.4,0.39,0.36,0.33,0.3,0.4,0.34,0.45,0.39,0.41,0.4,0.28,0.31,0.27,0.27,0.31,0.41,0.32,0.26,0.34,0.33,0.27,0.32,0.0,0.26,0.28,0.27,0.27,0.3,0.29,0.33,0.26,0.27,0.29,0.29,0.29,0.25,0.28,0.29,0.29,0.27,0.3,0.28,0.3,0.29,0.28,0.28,0.28,0.31,0.27,0.26,0.27,0.0,0.27,0.28,0.25,0.27,0.26,0.27,0.27,0.3,0.28,0.27,0.25,0.29,0.27,0.29,0.25,0.27,0.28,0.27,0.28,0.25,0.23,0.27,0.23,0.0,0.28,0.26,0.28,0.28,0.28,0.27,0.3,0.75,0.29,0.27,0.28,0.0,0.28,0.23,0.23,0.28,0.0,0.3,0.0,0.27,0.27,0.3,0.24,0.27,0.23,0.0,0.24,0.25,0.28,0.0,0.23,0.23,0.26,0.25,0.25,0.0,0.23,0.28,0.24,0.27,0.24,0.0,0.25,0.29,0.24,0.0,0.23,0.0,0.23,0.27,0.23,0.0,0.24,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.41,0.73,0.25,0.0,0.24,0.25,0.0,0.0,0.24,0.23,0.44,0.41,0.39,0.38,0.35,0.28,0.29,0.23,0.25,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.24,0.0,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.21000000000001
07/29/2021,1.41,1.34,1.4,1.42,1.34,1.35,1.34,1.37,1.31,0.73,0.71,0.68,0.72,0.82,0.82,0.73,0.75,0.65,0.71,0.72,0.73,0.7,0.71,0.71,0.67,0.42,0.38,0.43,0.42,0.36,0.4,0.41,0.0,0.44,0.38,0.38,0.44,0.42,0.4,0.4,0.0,0.27,0.4,0.39,0.4,0.39,0.41,0.39,0.41,0.43,0.39,0.39,0.41,0.38,0.39,0.4,0.38,0.33,0.31,0.4,0.34,0.44,0.39,0.41,0.4,0.29,0.31,0.28,0.27,0.32,0.41,0.32,0.27,0.34,0.33,0.27,0.32,0.0,0.26,0.27,0.27,0.27,0.31,0.29,0.34,0.26,0.27,0.28,0.29,0.28,0.26,0.28,0.29,0.29,0.27,0.3,0.28,0.3,0.29,0.28,0.28,0.28,0.31,0.27,0.26,0.26,0.0,0.26,0.28,0.25,0.27,0.27,0.27,0.27,0.3,0.27,0.27,0.25,0.29,0.27,0.29,0.25,0.27,0.28,0.27,0.28,0.26,0.23,0.27,0.23,0.0,0.27,0.26,0.27,0.29,0.28,0.27,0.3,0.75,0.29,0.27,0.27,0.0,0.28,0.23,0.23,0.28,0.0,0.3,0.0,0.27,0.28,0.3,0.24,0.27,0.0,0.23,0.24,0.25,0.28,0.0,0.24,0.23,0.25,0.25,0.25,0.0,0.23,0.28,0.24,0.27,0.24,0.0,0.25,0.3,0.24,0.0,0.23,0.0,0.22,0.28,0.23,0.0,0.24,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.41,0.72,0.26,0.0,0.24,0.25,0.0,0.0,0.23,0.23,0.44,0.43,0.39,0.38,0.36,0.28,0.29,0.23,0.25,0.25,0.25,0.24,0.24,0.25,0.24,0.23,0.25,0.0,0.23,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.18
07/30/2021,1.42,1.37,1.45,1.45,1.35,1.36,1.36,1.39,1.31,0.74,0.7,0.66,0.71,0.83,0.81,0.73,0.72,0.63,0.7,0.71,0.77,0.72,0.7,0.71,0.66,0.42,0.38,0.44,0.43,0.35,0.41,0.4,0.0,0.44,0.37,0.38,0.44,0.41,0.4,0.4,0.0,0.27,0.4,0.4,0.4,0.39,0.39,0.4,0.41,0.43,0.39,0.39,0.41,0.39,0.4,0.4,0.37,0.34,0.3,0.39,0.34,0.44,0.39,0.41,0.41,0.28,0.27,0.27,0.26,0.32,0.4,0.32,0.26,0.34,0.33,0.27,0.32,0.0,0.26,0.28,0.27,0.28,0.29,0.29,0.34,0.27,0.27,0.27,0.3,0.29,0.26,0.27,0.29,0.29,0.27,0.3,0.28,0.3,0.29,0.28,0.27,0.28,0.32,0.27,0.26,0.26,0.0,0.26,0.27,0.25,0.27,0.27,0.26,0.27,0.29,0.27,0.27,0.25,0.29,0.27,0.29,0.25,0.27,0.29,0.27,0.28,0.26,0.23,0.27,0.23,0.0,0.27,0.26,0.27,0.29,0.28,0.27,0.3,0.75,0.29,0.29,0.27,0.0,0.28,0.24,0.23,0.28,0.0,0.29,0.0,0.27,0.28,0.3,0.24,0.27,0.0,0.23,0.24,0.25,0.28,0.0,0.24,0.23,0.24,0.25,0.25,0.0,0.23,0.27,0.25,0.27,0.24,0.0,0.26,0.29,0.24,0.0,0.23,0.0,0.23,0.28,0.23,0.0,0.24,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.23,0.25,0.0,0.4,0.71,0.26,0.0,0.24,0.25,0.0,0.0,0.24,0.23,0.44,0.43,0.38,0.38,0.35,0.27,0.28,0.23,0.25,0.25,0.25,0.24,0.23,0.25,0.23,0.23,0.25,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.18
08/02/2021,1.41,1.37,1.43,1.58,1.3,1.35,1.36,1.39,1.26,0.74,0.66,0.67,0.73,0.81,0.79,0.72,0.74,0.65,0.7,0.72,0.74,0.74,0.75,0.7,0.68,0.42,0.37,0.44,0.42,0.35,0.4,0.41,0.0,0.43,0.37,0.37,0.46,0.42,0.4,0.4,0.0,0.27,0.4,0.41,0.4,0.38,0.38,0.41,0.41,0.46,0.36,0.4,0.41,0.38,0.41,0.39,0.36,0.34,0.3,0.39,0.33,0.44,0.38,0.42,0.4,0.28,0.27,0.26,0.27,0.31,0.42,0.32,0.26,0.36,0.32,0.27,0.33,0.0,0.26,0.28,0.27,0.28,0.29,0.29,0.33,0.27,0.27,0.27,0.3,0.28,0.26,0.27,0.29,0.29,0.27,0.3,0.28,0.29,0.29,0.28,0.28,0.28,0.32,0.26,0.26,0.27,0.0,0.28,0.28,0.25,0.27,0.27,0.28,0.27,0.29,0.28,0.27,0.26,0.29,0.27,0.29,0.24,0.28,0.28,0.27,0.28,0.25,0.23,0.27,0.23,0.0,0.27,0.26,0.27,0.28,0.28,0.27,0.3,0.73,0.29,0.29,0.26,0.0,0.27,0.23,0.23,0.28,0.0,0.29,0.0,0.29,0.28,0.31,0.24,0.27,0.23,0.23,0.24,0.27,0.3,0.0,0.25,0.23,0.24,0.25,0.25,0.0,0.23,0.27,0.24,0.27,0.23,0.0,0.26,0.31,0.24,0.0,0.23,0.0,0.0,0.28,0.23,0.0,0.24,0.0,0.0,0.24,0.23,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.44,0.7,0.26,0.0,0.24,0.25,0.0,0.0,0.24,0.23,0.44,0.41,0.38,0.37,0.34,0.27,0.28,0.24,0.26,0.24,0.26,0.24,0.23,0.24,0.24,0.23,0.26,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.25000000000001
08/03/2021,1.42,1.37,1.44,1.6,1.31,1.34,1.37,1.4,1.29,0.74,0.66,0.67,0.74,0.83,0.79,0.71,0.85,0.66,0.7,0.75,0.74,0.75,0.76,0.69,0.69,0.41,0.37,0.43,0.41,0.35,0.4,0.4,0.44,0.43,0.37,0.37,0.47,0.42,0.4,0.4,0.71,0.27,0.4,0.4,0.36,0.38,0.38,0.41,0.41,0.47,0.35,0.4,0.4,0.38,0.41,0.39,0.37,0.34,0.29,0.38,0.33,0.44,0.37,0.42,0.4,0.27,0.27,0.25,0.26,0.31,0.42,0.32,0.25,0.36,0.32,0.27,0.33,0.0,0.26,0.27,0.27,0.28,0.28,0.29,0.33,0.27,0.27,0.27,0.3,0.29,0.26,0.27,0.29,0.28,0.27,0.3,0.28,0.29,0.29,0.28,0.28,0.28,0.31,0.26,0.26,0.27,0.0,0.27,0.29,0.26,0.27,0.27,0.28,0.27,0.29,0.27,0.27,0.25,0.29,0.27,0.29,0.24,0.27,0.29,0.25,0.28,0.25,0.23,0.27,0.23,0.25,0.27,0.27,0.27,0.28,0.28,0.27,0.3,0.73,0.29,0.29,0.26,0.0,0.28,0.23,0.23,0.28,0.0,0.3,0.0,0.29,0.28,0.33,0.24,0.28,0.0,0.0,0.23,0.26,0.3,0.0,0.25,0.23,0.24,0.24,0.24,0.0,0.23,0.27,0.24,0.27,0.23,0.0,0.26,0.31,0.23,0.0,0.23,0.0,0.0,0.28,0.0,0.0,0.24,0.0,0.0,0.24,0.23,0.0,0.0,0.22,0.0,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.23,0.25,0.0,0.0,0.23,0.23,0.44,0.38,0.38,0.38,0.35,0.27,0.28,0.24,0.26,0.24,0.26,0.24,0.23,0.24,0.24,0.23,0.27,0.22,0.23,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.28999999999999
08/04/2021,1.42,1.37,1.44,1.6,1.31,1.34,1.37,1.4,1.29,0.74,0.66,0.67,0.74,0.83,0.79,0.71,0.85,0.66,0.7,0.75,0.74,0.75,0.76,0.69,0.69,0.41,0.37,0.43,0.41,0.35,0.4,0.4,0.44,0.43,0.37,0.37,0.47,0.42,0.4,0.4,0.71,0.27,0.4,0.4,0.36,0.38,0.38,0.41,0.41,0.47,0.35,0.4,0.4,0.38,0.41,0.39,0.37,0.34,0.29,0.38,0.33,0.44,0.37,0.42,0.4,0.27,0.27,0.25,0.26,0.31,0.42,0.32,0.25,0.36,0.32,0.27,0.33,0.0,0.26,0.27,0.27,0.28,0.28,0.29,0.33,0.27,0.27,0.27,0.3,0.29,0.26,0.27,0.29,0.28,0.27,0.3,0.28,0.29,0.29,0.28,0.28,0.28,0.31,0.26,0.26,0.27,0.0,0.27,0.29,0.26,0.27,0.27,0.28,0.27,0.29,0.27,0.27,0.25,0.29,0.27,0.29,0.24,0.27,0.29,0.25,0.28,0.25,0.23,0.27,0.23,0.25,0.27,0.27,0.27,0.28,0.28,0.27,0.3,0.73,0.29,0.29,0.26,0.0,0.28,0.23,0.23,0.28,0.0,0.3,0.0,0.29,0.28,0.33,0.24,0.28,0.0,0.0,0.23,0.26,0.3,0.0,0.25,0.23,0.24,0.24,0.24,0.0,0.23,0.27,0.24,0.27,0.23,0.0,0.26,0.31,0.23,0.0,0.23,0.0,0.0,0.28,0.0,0.0,0.24,0.0,0.0,0.24,0.23,0.0,0.0,0.22,0.0,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.23,0.25,0.0,0.0,0.23,0.23,0.44,0.38,0.38,0.38,0.35,0.27,0.28,0.24,0.26,0.24,0.26,0.24,0.23,0.24,0.24,0.23,0.27,0.22,0.23,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.28999999999999
08/05/2021,1.43,1.39,1.44,1.61,1.32,1.35,1.39,1.42,1.28,0.73,0.66,0.66,0.73,0.83,0.8,0.72,0.85,0.66,0.7,0.75,0.74,0.77,0.74,0.69,0.69,0.42,0.37,0.43,0.42,0.34,0.4,0.4,0.44,0.44,0.37,0.36,0.47,0.41,0.4,0.4,0.73,0.27,0.4,0.39,0.36,0.38,0.38,0.41,0.41,0.48,0.34,0.39,0.41,0.37,0.41,0.4,0.37,0.34,0.29,0.39,0.34,0.44,0.37,0.42,0.4,0.27,0.27,0.25,0.26,0.3,0.42,0.32,0.25,0.37,0.32,0.27,0.32,0.0,0.26,0.28,0.26,0.27,0.28,0.29,0.33,0.27,0.27,0.27,0.3,0.29,0.26,0.27,0.28,0.28,0.26,0.3,0.28,0.29,0.29,0.28,0.28,0.28,0.32,0.26,0.26,0.27,0.0,0.27,0.29,0.25,0.27,0.27,0.28,0.27,0.29,0.27,0.27,0.25,0.29,0.27,0.29,0.25,0.27,0.29,0.25,0.28,0.25,0.23,0.27,0.24,0.25,0.27,0.26,0.27,0.29,0.27,0.27,0.3,0.73,0.29,0.29,0.26,0.0,0.28,0.23,0.23,0.27,0.0,0.3,0.0,0.28,0.27,0.33,0.24,0.27,0.23,0.0,0.23,0.26,0.3,0.0,0.25,0.23,0.24,0.25,0.25,0.0,0.23,0.27,0.24,0.27,0.23,0.0,0.26,0.31,0.23,0.0,0.23,0.0,0.0,0.28,0.0,0.0,0.25,0.0,0.0,0.24,0.23,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.24,0.25,0.0,0.0,0.24,0.23,0.44,0.38,0.39,0.4,0.35,0.27,0.28,0.24,0.25,0.24,0.26,0.23,0.22,0.24,0.23,0.22,0.26,0.22,0.23,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.36
