,Us 2yr Note (Cbt) Sep21 Xcbt 20210930,Morgan Stanley 1.59%,JPMorgan Chase & Co. 1.58%,Bank of America Corporation 4.18%,Synchrony Financial 4.25%,United States Treasury Notes 0.12%,Us 10yr Note (Cbt)sep21 Xcbt 20210921,Sysco Corporation 3.3%,AbbVie Inc. 2.95%,"Universal Health Services, Inc. 5%","Goldman Sachs Group, Inc. 1.43%",Ssc Government Mm Gvmxx,HSBC Holdings plc 1.59%,Athene Global Funding 2015-1 1.45%,GE Cap Funding LLC 4.4%,Royalty Pharma plc 1.2%,CVS Health Corp 1.3%,LYB International Finance III LLC 1.25%,NextEra Energy Capital Holdings Inc 0.65%,Wells Fargo & Company 2.39%,WestRock Company 3%,"Omega Healthcare Investors, Inc. 3.38%",Ga Global Funding Trust 1.62%,"The Williams Companies, Inc. 4.55%",Truist Financial Corporation 2.64%,NiSource Inc. 3.49%,"BP Capital Markets America, Inc. 3.94%",AT&T Inc 1.7%,Bank of America Corporation 2.88%,Brighthouse Financial Global Funding 2%,Verizon Communications Inc. 4.33%,Daimler Finance North America LLC 0.75%,Morgan Stanley 2.19%,General Motors Company 4.2%,"National Health Investors, Inc. 3%",Teledyne Technologies Inc 0.95%,Triton Container International Limited 1.15%,Energy Transfer LP 3.6%,Sirius Xm Radio Inc 5%,Citigroup Inc. 1.46%,STORE Capital Corp 4.5%,"T-Mobile USA, Inc. 4.75%",Microchip Technology Incorporated 0.97%,Anheuser-Busch Companies LLC / Anheuser-Busch InBev Worldwide Inc 3.65%,Barclays PLC 5.2%,Huntington Bancshares Incorporated 4.35%,Laboratory Corp of America Holdings 1.55%,Emera US Finance LP 0.83%,Crown Castle International Corp. 3.8%,Equitable Financial Life Global Funding 1.8%,Capital One Financial Corporation 3.75%,"Sabine Pass Liquefaction, LLC 5.88%",KeyBank National Association 0.43%,Dell International L.L.C. and EMC Corporation 4.9%,Prospect Capital Corporation 3.36%,Lennox International Inc. 1.7%,"Host Hotels & Resorts, L.P. 4%","Steel Dynamics, Inc. 3.45%",AT&T Inc 4.35%,Cigna Corporation 1.25%,"Transcontinental Gas Pipe Line Company, LLC 3.25%",Office Properties Income Trust 2.65%,JPMorgan Chase & Co. 2.07%,Aercap Ireland Capital DAC 4.45%,Societe Generale S.A. 1.49%,Citigroup Inc. 3.52%,Intesa Sanpaolo S.p.A. 5.71%,Pulte Group Inc 5%,Comcast Corporation 3.4%,Diamondback Energy Inc 3.5%,Golub Cap Bdc Inc 2.5%,Spirit Realty LP 4%,Bank of America Corporation 3.42%,Athene Global Funding 2015-1 2.67%,UniCredit S.p.A. 3.75%,The Boeing Company 2.2%,UAL 4.875 01/15/26,Avolon Holdings Funding Limited 2.12%,"NRG Energy, Inc. 2%","Becton, Dickinson and Company 2.82%",Diamondback Energy Inc 0.9%,Berry Global Inc 1.57%,Security Benefit Global Funding 1.25%,Realogy Group LLC/Realogy Co-Issuer Corp 4.88%,Teledyne Technologies Inc 2.25%,Plains All American Pipeline L.P./PAA Finance Corp. 3.55%,Verizon Communications Inc. 1.75%,Mylan II B.V. 3.95%,EMC Corporation 3.38%,Sodexo Inc 1.63%,Centene Corporation 4.25%,Air Lease Corporation 1.88%,"Goldman Sachs Group, Inc. 0.67%",Cablevision Systems Corporation 5.88%,Ameren Corporation 1.75%,Fresenius Medical Care US Finance III Inc 1.88%,Lexington Realty Trust 2.7%,Citigroup Inc. 0.98%,"GLP Capital L.P. and GLP Financing II, Inc. 5.38%","Amazon.com, Inc. 2.1%",Flex Intermediate Holdco LLC 3.36%,"Charter Communications Operating, LLC/Charter Communications Operating Capi",Seagate HDD Cayman 4.88%,PNC Bank National Association Pittsburgh Pennsylvania 4.05%,Westinghouse Air Brake Technologies Corporation 4.95%,Protective Life Global Funding 1.62%,BNP Paribas 4.38%,DISH DBS Corporation 5.88%,Deutsche Bank AG New York Branch 2.13%,Seagate HDD Cayman 4.75%,Bank of America Corporation 2.09%,Ares Capital Corporation 2.88%,Wec Energy Group Incorporation 1.38%,EPR Properties 4.95%,The Boeing Company 3.62%,UniCredit S.p.A. 4.62%,Broadcom Corporation/Broadcom Cayman Finance Ltd 3.88%,Centerpoint Energy Inc 4.25%,WPP Finance 2010 3.75%,Duke Energy Corp 2.55%,General Motors Financial Company Inc 2.7%,Freeport-Mcmoran Inc 4.62%,HCA Inc. 2.38%,Eagle Materials Inc. 2.5%,Viatris Inc 1.65%,"Gilead Sciences, Inc. 3.65%","Penn National Gaming, Inc. 4.12%",Amcor Flexibles North America Inc 2.69%,Microchip Technology Incorporated 4.25%,National Australia Bank Limited 2.99%,Sammons Financial Group Inc 3.35%,Duke Energy Carolinas LLC 2.55%,Welltower Inc 2.8%,Toyota Motor Credit Corporation 1.9%,DAE Funding LLC 2.62%,"Salesforce.com, Inc. 1.5%",Hudson Pacific Properties LP 3.25%,Norfolk Southern Corporation 2.3%,Omnicom Group Inc 2.6%,"Quanta Services, Inc. 2.9%",Albertsons Cos Inc / Safeway Inc / New Albertsons LP / Albertsons LLC 3.5%,Berry Global Inc 0.95%,"Netflix, Inc. 4.88%",Boc Aviation Usa Corporation 1.62%,Blackstone Secured Lending Fund 2.75%,Essential Properties LP 2.95%,Societe Generale S.A. 1.79%,"Level 3 Financing, Inc. 4.62%","Lowes Companies, Inc. 2.62%","Catalent Pharma Solutions, Inc. 5%","Skyworks Solutions, Inc. 1.8%",Owl Rock Technology Finance Corporation 3.75%,Macquarie Group Limited 1.63%,Bpce Sa 4.5%,Vornado Realty Lp 3.4%,"Goldman Sachs Group, Inc. 3.69%",Western Digital Corp. 4.75%,Bain Capital Specialty Finance Inc 2.95%,AAdvantage Loyalty IP Ltd/ American Airlines Inc 5.5%,"Marriott International, Inc. 5.75%",Agree LP 2%,Abu Dhabi National Energy Company 2%,DAE Funding LLC 1.55%,"American International Group, Inc. 6.25%",Retail Properties of America Inc. 4%,Duke Realty Limited Partnership 3.62%,SVB Financial Group 2.1%,International Flavors & Fragrances Inc. 1.83%,Hess Corporation 3.5%,Sbl Holdings Inc 5%,"Netflix, Inc. 3.62%",Skymiles Ip Limited & Delta Air Lines Incorporated 4.5%,Huntsman International LLC 4.5%,Bank of Nova Scotia 1.35%,Union Pacific Corporation 2.38%,Blue Owl Finance Llc 3.12%,"Cox Communications, Inc. 2.6%",DAE Funding LLC 3.38%,Ameren Corporation 3.5%,Block Financial Llc 2.5%,Meritage Homes Corp 3.88%,"United Air Lines, Inc. 4.62%",General Motors Financial Company Inc 2.7%,Ford Motor Credit Company LLC 2.9%,Westinghouse Air Brake Technologies Corporation 3.2%,Gxo Logistics Incorporated 2.65%,Centerpoint Energy Inc 2.65%,Vontier Corporation 1.8%,HP Inc 2.65%,International Game Technology PLC 4.12%,HSBC Holdings plc 2.8%,Aircastle Limited 5.25%,Us Dollar,"Nordstrom, Inc. 4.25%",Owl Rock Technology Finance Corporation 4.75%,Global Atlantic Finance Company 3.12%,Truist Financial Corporation 1.89%,Energy Transfer LP 5.25%,Sun Communities Operating Limited Partnership 2.7%,Spirit Realty LP 3.2%,SUM
07/09/2021,15.37,1.5,1.48,1.3,1.27,1.15,1.12,1.12,1.02,0.99,0.99,0.98,0.98,0.97,0.95,0.95,0.94,0.93,0.9,0.89,0.89,0.89,0.88,0.85,0.83,0.82,0.8,0.79,0.78,0.76,0.76,0.75,0.75,0.73,0.72,0.71,0.69,0.69,0.69,0.68,0.68,0.68,0.68,0.68,0.67,0.66,0.66,0.65,0.65,0.65,0.63,0.62,0.62,0.62,0.62,0.61,0.61,0.61,0.6,0.6,0.59,0.58,0.58,0.57,0.57,0.57,0.56,0.55,0.55,0.55,0.53,0.53,0.53,0.52,0.52,0.52,0.52,0.52,0.51,0.51,0.51,0.51,0.51,0.5,0.5,0.5,0.5,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.44,0.44,0.43,0.43,0.41,0.41,0.41,0.41,0.41,0.41,0.4,0.4,0.4,0.4,0.4,0.39,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.32,0.31,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.26,0.26,0.26,0.26,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.22,0.22,0.22,0.21,0.2,0.2,0.2,0.2,0.19,0.17,0.17,0.17,0.17,0.16,0.16,0.15,0.14,0.14,0.14,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.1,0.1,0.09,114.69000000000003
