,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,T,KO,PEP,ABBV,NKE,TMO,MRK,ACN,AVGO,LLY,DHR,TXN,COST,MCD,MDT,QCOM,UPS,ORCL,LIN,BMY,UNP,NEE,C,AMGN,LOW,INTU,SBUX,MS,BLK,AMT,IBM,AMAT,GS,TGT,CAT,AMD,GE,AXP,ISRG,NOW,DE,CVS,SCHW,CHTR,SPGI,ANTM,PLD,FIS,ZTS,MU,BKNG,LRCX,MDLZ,SYK,CCI,TMUS,GILD,ADP,TJX,CI,PNC,USB,CME,EL,CSX,ATVI,TFC,EQIX,GM,BDX,CB,MMC,FDX,COF,CL,ILMN,EW,ICE,NSC,SHW,FISV,ADSK,ITW,APD,ADI,BSX,REGN,MCO,ETN,HCA,NXPI,TWTR,IDXX,GPN,EMR,F,HUM,PGR,WM,AON,XTSLA,FCX,NEM,ROP,JCI,DG,VRTX,BIIB,ECL,IQV,KLAC,PSA,DOW,TROW,EXC,APTV,DXCM,SNPS,INFO,DLR,ALGN,CNC,MET,ROST,CMG,KMB,A,SLB,MSCI,EBAY,TT,TEL,AIG,STZ,PH,CARR,ALL,PRU,MCHP,BK,ORLY,EA,ALXN,BAX,APH,SPG,SRE,PPG,CTSH,SBAC,WELL,DFS,TDG,RMD,KMI,HPQ,IFF,GIS,SYY,CDNS,MPC,MAR,TRV,MSI,PSX,OTIS,WMB,CTVA,ROK,MTD,AZO,MNST,FRC,PAYX,SWK,XLNX,AFL,127.HK,YUM,CMI,HLT,FTNT,CTAS,ZBH,ADM,WBA,AVB,GLW,CBRE,GE.,ANSS,MCK,SIVB,NUE,WST,AWK,KR,PEG,USD,EFX,VRSK,KEYS,MRNA,n/a,STT,AMP,O,ENPH,ETSY,MTCH,SUM
08/30/2021,6.67,6.49,4.1,2.52,2.45,2.33,1.56,1.59,1.56,1.41,1.12,1.13,0.93,0.99,1.01,0.89,0.92,0.91,0.9,0.78,0.7,0.65,0.75,0.62,0.72,0.76,0.64,0.56,0.62,0.62,0.61,0.61,0.63,0.56,0.61,0.57,0.6,0.58,0.5,0.57,0.51,0.52,0.46,0.4,0.46,0.47,0.43,0.42,0.47,0.43,0.37,0.42,0.44,0.39,0.45,0.38,0.37,0.36,0.35,0.4,0.36,0.33,0.38,0.33,0.31,0.36,0.36,0.34,0.31,0.32,0.32,0.3,0.26,0.28,0.23,0.28,0.23,0.27,0.24,0.25,0.26,0.24,0.23,0.26,0.25,0.26,0.21,0.23,0.22,0.21,0.23,0.22,0.18,0.22,0.21,0.18,0.21,0.24,0.23,0.19,0.22,0.19,0.2,0.21,0.19,0.19,0.21,0.2,0.2,0.19,0.17,0.26,0.18,0.2,0.17,0.19,0.19,0.18,0.14,0.16,0.14,0.18,0.15,0.15,0.16,0.17,0.18,0.2,0.15,0.13,0.15,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.14,0.14,0.14,0.14,0.12,0.15,0.15,0.13,0.13,0.15,0.11,0.13,0.12,0.15,0.13,0.15,0.11,0.15,0.14,0.14,0.14,0.13,0.0,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.0,0.11,0.13,0.12,0.12,0.11,0.12,0.11,0.1,0.11,0.1,0.12,0.0,0.1,0.11,0.1,0.12,0.13,0.11,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.1,0.0,0.12,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.91
08/31/2021,6.66,6.45,4.1,2.55,2.48,2.35,1.55,1.61,1.57,1.41,1.12,1.13,0.93,0.98,1.0,0.89,0.93,0.92,0.9,0.78,0.71,0.65,0.74,0.62,0.71,0.75,0.63,0.55,0.62,0.61,0.6,0.61,0.62,0.55,0.61,0.58,0.59,0.58,0.5,0.57,0.51,0.51,0.47,0.4,0.46,0.47,0.42,0.42,0.47,0.43,0.36,0.42,0.44,0.39,0.45,0.39,0.37,0.35,0.36,0.41,0.35,0.33,0.39,0.33,0.31,0.35,0.36,0.34,0.31,0.32,0.32,0.3,0.26,0.28,0.23,0.28,0.24,0.27,0.25,0.25,0.25,0.23,0.23,0.25,0.25,0.25,0.21,0.24,0.23,0.21,0.23,0.22,0.18,0.22,0.21,0.18,0.21,0.24,0.23,0.19,0.23,0.19,0.19,0.21,0.19,0.19,0.21,0.2,0.2,0.19,0.17,0.26,0.18,0.2,0.17,0.19,0.19,0.18,0.14,0.16,0.14,0.18,0.15,0.15,0.16,0.17,0.18,0.1,0.15,0.13,0.14,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.14,0.14,0.14,0.14,0.12,0.14,0.15,0.13,0.13,0.15,0.11,0.13,0.12,0.15,0.13,0.15,0.12,0.15,0.14,0.14,0.14,0.13,0.0,0.11,0.14,0.12,0.12,0.13,0.13,0.12,0.12,0.0,0.11,0.13,0.12,0.12,0.11,0.12,0.11,0.0,0.12,0.1,0.12,0.0,0.1,0.11,0.0,0.12,0.13,0.11,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.1,0.1,0.12,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.79000000000002
09/01/2021,6.66,6.45,4.1,2.55,2.48,2.35,1.55,1.61,1.57,1.41,1.12,1.13,0.93,0.98,1.0,0.89,0.93,0.92,0.9,0.78,0.71,0.65,0.74,0.62,0.71,0.75,0.63,0.55,0.62,0.61,0.6,0.61,0.62,0.55,0.61,0.58,0.59,0.58,0.5,0.57,0.51,0.51,0.47,0.4,0.46,0.47,0.42,0.42,0.47,0.43,0.36,0.42,0.44,0.39,0.45,0.39,0.37,0.35,0.36,0.41,0.35,0.33,0.39,0.33,0.31,0.35,0.36,0.34,0.31,0.32,0.32,0.3,0.26,0.28,0.23,0.28,0.24,0.27,0.25,0.25,0.25,0.23,0.23,0.25,0.25,0.25,0.21,0.24,0.23,0.21,0.23,0.22,0.18,0.22,0.21,0.18,0.21,0.24,0.23,0.19,0.23,0.19,0.19,0.21,0.19,0.19,0.21,0.2,0.2,0.19,0.17,0.26,0.18,0.2,0.17,0.19,0.19,0.18,0.14,0.16,0.14,0.18,0.15,0.15,0.16,0.17,0.18,0.1,0.15,0.13,0.14,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.14,0.14,0.14,0.14,0.12,0.14,0.15,0.13,0.13,0.15,0.11,0.13,0.12,0.15,0.13,0.15,0.12,0.15,0.14,0.14,0.14,0.13,0.0,0.11,0.14,0.12,0.12,0.13,0.13,0.12,0.12,0.0,0.11,0.13,0.12,0.12,0.11,0.12,0.11,0.0,0.12,0.1,0.12,0.0,0.1,0.11,0.0,0.12,0.13,0.11,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.1,0.1,0.12,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.79000000000002
09/02/2021,6.83,6.5,4.17,2.59,2.47,2.36,1.54,1.61,1.6,1.38,1.11,1.12,0.96,0.99,0.99,0.88,0.93,0.89,0.91,0.78,0.71,0.64,0.73,0.62,0.71,0.74,0.64,0.55,0.62,0.61,0.61,0.61,0.62,0.55,0.61,0.58,0.59,0.59,0.5,0.57,0.5,0.51,0.47,0.4,0.46,0.47,0.43,0.41,0.47,0.42,0.37,0.41,0.44,0.39,0.44,0.38,0.38,0.35,0.35,0.4,0.35,0.33,0.38,0.33,0.3,0.36,0.36,0.34,0.32,0.31,0.32,0.3,0.26,0.28,0.22,0.28,0.23,0.27,0.25,0.25,0.25,0.23,0.23,0.26,0.25,0.25,0.2,0.23,0.22,0.2,0.23,0.21,0.18,0.22,0.21,0.18,0.21,0.24,0.23,0.18,0.21,0.19,0.19,0.21,0.19,0.18,0.21,0.2,0.2,0.19,0.17,0.25,0.18,0.2,0.17,0.19,0.19,0.18,0.15,0.17,0.14,0.18,0.15,0.15,0.16,0.17,0.18,0.1,0.15,0.13,0.14,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.14,0.14,0.14,0.14,0.12,0.14,0.15,0.13,0.13,0.15,0.0,0.13,0.12,0.15,0.13,0.15,0.11,0.15,0.14,0.14,0.14,0.13,0.0,0.11,0.13,0.11,0.12,0.12,0.13,0.12,0.12,0.0,0.11,0.13,0.12,0.12,0.11,0.11,0.11,0.0,0.11,0.1,0.12,0.0,0.0,0.11,0.1,0.11,0.13,0.11,0.1,0.11,0.12,0.0,0.11,0.0,0.0,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.11,0.1,0.0,0.11,0.1,0.1,0.12,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.86
09/03/2021,6.78,6.47,4.23,2.59,2.48,2.36,1.54,1.59,1.61,1.38,1.1,1.12,0.96,0.99,0.99,0.86,0.94,0.9,0.9,0.79,0.72,0.65,0.73,0.62,0.71,0.73,0.64,0.56,0.62,0.62,0.61,0.6,0.62,0.55,0.61,0.58,0.58,0.59,0.5,0.57,0.5,0.51,0.47,0.4,0.46,0.47,0.42,0.41,0.47,0.42,0.37,0.41,0.44,0.39,0.44,0.38,0.38,0.36,0.35,0.4,0.35,0.33,0.38,0.33,0.31,0.36,0.36,0.34,0.32,0.31,0.32,0.3,0.26,0.28,0.23,0.28,0.23,0.27,0.24,0.25,0.26,0.24,0.23,0.26,0.25,0.25,0.21,0.23,0.22,0.21,0.23,0.21,0.18,0.22,0.21,0.18,0.21,0.24,0.23,0.18,0.21,0.19,0.19,0.21,0.19,0.18,0.21,0.2,0.19,0.19,0.17,0.25,0.18,0.2,0.17,0.19,0.19,0.17,0.15,0.16,0.14,0.18,0.15,0.15,0.16,0.17,0.18,0.1,0.15,0.13,0.14,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.14,0.13,0.14,0.14,0.12,0.15,0.15,0.13,0.13,0.15,0.0,0.13,0.12,0.15,0.13,0.15,0.11,0.15,0.14,0.14,0.14,0.13,0.1,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.0,0.11,0.13,0.13,0.12,0.11,0.11,0.11,0.0,0.11,0.1,0.12,0.0,0.1,0.11,0.1,0.12,0.13,0.11,0.0,0.11,0.12,0.0,0.11,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.1,0.0,0.11,0.1,0.1,0.12,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.88000000000001
09/06/2021,6.84,6.43,4.21,2.55,2.45,2.33,1.53,1.58,1.6,1.38,1.08,1.13,0.95,0.99,1.0,0.85,0.94,0.88,0.9,0.8,0.74,0.65,0.72,0.61,0.71,0.74,0.65,0.56,0.63,0.62,0.56,0.59,0.63,0.55,0.62,0.57,0.59,0.6,0.5,0.58,0.51,0.51,0.46,0.41,0.46,0.47,0.42,0.41,0.48,0.42,0.37,0.41,0.44,0.39,0.44,0.38,0.39,0.35,0.35,0.4,0.35,0.33,0.38,0.33,0.3,0.36,0.37,0.34,0.32,0.31,0.32,0.31,0.27,0.29,0.22,0.28,0.23,0.27,0.24,0.25,0.26,0.24,0.23,0.26,0.25,0.25,0.21,0.23,0.22,0.2,0.23,0.21,0.18,0.22,0.22,0.18,0.21,0.23,0.23,0.18,0.2,0.19,0.19,0.21,0.19,0.18,0.21,0.19,0.18,0.19,0.17,0.25,0.18,0.2,0.18,0.19,0.19,0.17,0.15,0.16,0.13,0.18,0.14,0.15,0.16,0.17,0.19,0.0,0.15,0.13,0.15,0.15,0.15,0.15,0.14,0.16,0.15,0.15,0.14,0.13,0.14,0.14,0.12,0.15,0.15,0.13,0.13,0.15,0.11,0.13,0.12,0.15,0.13,0.15,0.11,0.15,0.14,0.14,0.14,0.13,0.0,0.11,0.13,0.11,0.12,0.12,0.12,0.11,0.12,0.0,0.12,0.13,0.13,0.12,0.11,0.12,0.11,0.0,0.11,0.1,0.12,0.0,0.0,0.11,0.1,0.11,0.13,0.0,0.0,0.11,0.12,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.1,0.0,0.11,0.1,0.1,0.12,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.72000000000001
09/07/2021,6.87,6.44,4.23,2.56,2.45,2.34,1.52,1.62,1.6,1.37,1.08,1.13,0.96,1.0,1.0,0.84,0.93,0.88,0.91,0.8,0.74,0.65,0.73,0.61,0.71,0.74,0.65,0.56,0.62,0.62,0.56,0.59,0.63,0.55,0.62,0.58,0.59,0.6,0.5,0.58,0.51,0.51,0.46,0.41,0.46,0.46,0.42,0.4,0.48,0.42,0.37,0.41,0.44,0.39,0.44,0.38,0.39,0.35,0.35,0.4,0.34,0.33,0.38,0.33,0.29,0.36,0.38,0.34,0.33,0.31,0.32,0.31,0.26,0.29,0.22,0.28,0.23,0.27,0.25,0.25,0.26,0.24,0.23,0.26,0.25,0.24,0.21,0.23,0.22,0.2,0.23,0.21,0.18,0.22,0.22,0.18,0.21,0.23,0.23,0.18,0.2,0.19,0.19,0.21,0.19,0.18,0.21,0.19,0.18,0.19,0.17,0.25,0.18,0.2,0.18,0.19,0.19,0.17,0.15,0.17,0.13,0.18,0.14,0.15,0.16,0.17,0.19,0.11,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.16,0.14,0.15,0.14,0.13,0.14,0.14,0.11,0.15,0.15,0.13,0.13,0.15,0.11,0.13,0.12,0.15,0.14,0.15,0.11,0.15,0.14,0.14,0.14,0.13,0.0,0.11,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.13,0.13,0.12,0.11,0.11,0.11,0.0,0.11,0.1,0.12,0.0,0.0,0.11,0.0,0.11,0.13,0.11,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.11,0.1,0.0,0.11,0.1,0.1,0.12,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.83000000000001
09/08/2021,6.87,6.44,4.23,2.56,2.45,2.34,1.52,1.62,1.6,1.37,1.08,1.13,0.96,1.0,1.0,0.84,0.93,0.88,0.91,0.8,0.74,0.65,0.73,0.61,0.71,0.74,0.65,0.56,0.62,0.62,0.56,0.59,0.63,0.55,0.62,0.58,0.59,0.6,0.5,0.58,0.51,0.51,0.46,0.41,0.46,0.46,0.42,0.4,0.48,0.42,0.37,0.41,0.44,0.39,0.44,0.38,0.39,0.35,0.35,0.4,0.34,0.33,0.38,0.33,0.29,0.36,0.38,0.34,0.33,0.31,0.32,0.31,0.26,0.29,0.22,0.28,0.23,0.27,0.25,0.25,0.26,0.24,0.23,0.26,0.25,0.24,0.21,0.23,0.22,0.2,0.23,0.21,0.18,0.22,0.22,0.18,0.21,0.23,0.23,0.18,0.2,0.19,0.19,0.21,0.19,0.18,0.21,0.19,0.18,0.19,0.17,0.25,0.18,0.2,0.18,0.19,0.19,0.17,0.15,0.17,0.13,0.18,0.14,0.15,0.16,0.17,0.19,0.11,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.16,0.14,0.15,0.14,0.13,0.14,0.14,0.11,0.15,0.15,0.13,0.13,0.15,0.11,0.13,0.12,0.15,0.14,0.15,0.11,0.15,0.14,0.14,0.14,0.13,0.0,0.11,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.13,0.13,0.12,0.11,0.11,0.11,0.0,0.11,0.1,0.12,0.0,0.0,0.11,0.0,0.11,0.13,0.11,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.11,0.1,0.0,0.11,0.1,0.1,0.12,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.83000000000001
09/09/2021,6.87,6.44,4.23,2.56,2.46,2.34,1.52,1.62,1.61,1.37,1.08,1.13,0.96,1.0,1.0,0.84,0.93,0.88,0.91,0.8,0.74,0.65,0.73,0.61,0.71,0.74,0.65,0.56,0.63,0.62,0.56,0.59,0.63,0.56,0.62,0.58,0.59,0.6,0.5,0.58,0.51,0.51,0.46,0.41,0.46,0.46,0.42,0.41,0.48,0.42,0.37,0.41,0.44,0.39,0.44,0.38,0.39,0.35,0.35,0.4,0.34,0.33,0.38,0.33,0.29,0.36,0.38,0.34,0.33,0.31,0.32,0.31,0.26,0.29,0.22,0.28,0.23,0.27,0.25,0.25,0.26,0.24,0.23,0.26,0.25,0.24,0.21,0.23,0.22,0.2,0.23,0.21,0.18,0.22,0.22,0.18,0.21,0.23,0.23,0.18,0.2,0.19,0.19,0.21,0.19,0.18,0.21,0.19,0.18,0.19,0.17,0.25,0.18,0.2,0.18,0.19,0.19,0.17,0.15,0.17,0.13,0.18,0.14,0.15,0.16,0.17,0.19,0.11,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.16,0.15,0.15,0.14,0.13,0.14,0.14,0.11,0.15,0.15,0.13,0.13,0.15,0.11,0.13,0.12,0.15,0.14,0.15,0.11,0.15,0.14,0.14,0.14,0.13,0.0,0.11,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.13,0.13,0.12,0.11,0.11,0.11,0.0,0.11,0.1,0.12,0.0,0.0,0.11,0.0,0.11,0.13,0.11,0.0,0.11,0.12,0.0,0.11,0.0,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.11,0.1,0.1,0.12,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.90000000000002
09/10/2021,6.99,6.43,4.28,2.61,2.47,2.36,1.5,1.61,1.65,1.37,1.09,1.13,0.98,1.0,1.0,0.86,0.95,0.89,0.9,0.79,0.77,0.64,0.73,0.62,0.71,0.74,0.65,0.56,0.61,0.61,0.55,0.59,0.64,0.55,0.62,0.58,0.58,0.6,0.5,0.58,0.5,0.52,0.46,0.4,0.46,0.47,0.41,0.4,0.47,0.42,0.36,0.41,0.44,0.39,0.44,0.37,0.39,0.35,0.36,0.4,0.34,0.32,0.38,0.32,0.3,0.37,0.37,0.33,0.32,0.31,0.32,0.31,0.26,0.29,0.22,0.28,0.23,0.27,0.24,0.24,0.26,0.24,0.22,0.25,0.24,0.24,0.21,0.23,0.21,0.2,0.22,0.2,0.17,0.21,0.22,0.18,0.21,0.23,0.23,0.18,0.2,0.18,0.19,0.22,0.19,0.18,0.21,0.19,0.18,0.18,0.17,0.25,0.18,0.2,0.17,0.19,0.19,0.17,0.15,0.16,0.13,0.18,0.14,0.15,0.16,0.17,0.19,0.11,0.15,0.13,0.14,0.15,0.15,0.14,0.14,0.16,0.15,0.15,0.14,0.13,0.14,0.14,0.11,0.15,0.15,0.13,0.13,0.15,0.11,0.13,0.12,0.15,0.13,0.15,0.11,0.15,0.14,0.13,0.14,0.13,0.1,0.11,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.13,0.13,0.12,0.0,0.11,0.11,0.1,0.0,0.0,0.12,0.0,0.1,0.11,0.1,0.11,0.13,0.11,0.1,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.1,0.0,0.11,0.1,0.0,0.11,0.1,0.1,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.91
09/13/2021,6.92,6.41,4.28,2.59,2.47,2.36,1.51,1.58,1.67,1.38,1.1,1.12,0.96,1.01,1.01,0.88,0.97,0.88,0.91,0.78,0.76,0.64,0.72,0.62,0.71,0.74,0.65,0.56,0.62,0.62,0.54,0.6,0.64,0.54,0.62,0.58,0.55,0.6,0.5,0.59,0.51,0.51,0.46,0.39,0.47,0.47,0.41,0.4,0.48,0.42,0.35,0.41,0.45,0.4,0.44,0.37,0.39,0.35,0.35,0.39,0.35,0.32,0.37,0.32,0.3,0.36,0.37,0.33,0.32,0.31,0.31,0.31,0.26,0.29,0.23,0.28,0.23,0.27,0.24,0.24,0.26,0.24,0.22,0.25,0.25,0.24,0.21,0.23,0.22,0.2,0.23,0.2,0.17,0.21,0.22,0.18,0.22,0.23,0.23,0.18,0.2,0.19,0.19,0.22,0.19,0.18,0.2,0.2,0.18,0.18,0.17,0.26,0.18,0.19,0.18,0.18,0.19,0.17,0.14,0.16,0.15,0.17,0.14,0.15,0.16,0.17,0.19,0.13,0.15,0.13,0.14,0.15,0.15,0.14,0.13,0.16,0.15,0.15,0.14,0.13,0.14,0.14,0.11,0.15,0.15,0.13,0.13,0.15,0.0,0.13,0.12,0.15,0.13,0.15,0.11,0.15,0.13,0.13,0.14,0.13,0.0,0.11,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.0,0.0,0.1,0.12,0.0,0.1,0.11,0.0,0.11,0.13,0.0,0.1,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.11,0.1,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.11,0.1,0.0,0.12,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.85
09/14/2021,6.74,6.43,4.29,2.62,2.45,2.33,1.52,1.62,1.64,1.37,1.1,1.1,0.96,1.02,1.02,0.88,0.96,0.88,0.91,0.78,0.77,0.65,0.72,0.63,0.7,0.74,0.66,0.56,0.62,0.62,0.54,0.6,0.65,0.54,0.63,0.59,0.55,0.6,0.51,0.59,0.51,0.51,0.46,0.4,0.47,0.47,0.41,0.4,0.48,0.42,0.35,0.42,0.45,0.41,0.44,0.37,0.39,0.35,0.36,0.4,0.35,0.32,0.37,0.32,0.3,0.35,0.37,0.33,0.32,0.31,0.31,0.31,0.25,0.29,0.22,0.28,0.24,0.27,0.25,0.24,0.26,0.23,0.22,0.26,0.25,0.24,0.2,0.23,0.22,0.2,0.23,0.2,0.18,0.21,0.22,0.18,0.22,0.23,0.23,0.18,0.2,0.19,0.19,0.22,0.19,0.18,0.21,0.19,0.18,0.18,0.17,0.26,0.18,0.2,0.18,0.18,0.19,0.17,0.14,0.17,0.14,0.17,0.14,0.15,0.16,0.17,0.19,0.16,0.15,0.13,0.14,0.15,0.15,0.14,0.13,0.16,0.15,0.16,0.14,0.13,0.14,0.14,0.11,0.15,0.15,0.13,0.13,0.15,0.0,0.13,0.12,0.15,0.13,0.15,0.11,0.15,0.14,0.13,0.14,0.13,0.0,0.11,0.13,0.11,0.12,0.13,0.12,0.12,0.12,0.0,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.0,0.11,0.1,0.12,0.0,0.1,0.11,0.0,0.11,0.13,0.0,0.0,0.11,0.12,0.0,0.11,0.0,0.0,0.11,0.11,0.1,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.11,0.1,0.0,0.12,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.88
09/15/2021,6.74,6.43,4.29,2.62,2.45,2.33,1.52,1.62,1.64,1.37,1.1,1.1,0.96,1.02,1.02,0.88,0.96,0.88,0.91,0.78,0.77,0.65,0.72,0.63,0.7,0.74,0.66,0.56,0.62,0.62,0.54,0.6,0.65,0.54,0.63,0.59,0.55,0.6,0.51,0.59,0.51,0.51,0.46,0.4,0.47,0.47,0.41,0.4,0.48,0.42,0.35,0.42,0.45,0.41,0.44,0.37,0.39,0.35,0.36,0.4,0.35,0.32,0.37,0.32,0.3,0.35,0.37,0.33,0.32,0.31,0.31,0.31,0.25,0.29,0.22,0.28,0.24,0.27,0.25,0.24,0.26,0.23,0.22,0.26,0.25,0.24,0.2,0.23,0.22,0.2,0.23,0.2,0.18,0.21,0.22,0.18,0.22,0.23,0.23,0.18,0.2,0.19,0.19,0.22,0.19,0.18,0.21,0.19,0.18,0.18,0.17,0.26,0.18,0.2,0.18,0.18,0.19,0.17,0.14,0.17,0.14,0.17,0.14,0.15,0.16,0.17,0.19,0.16,0.15,0.13,0.14,0.15,0.15,0.14,0.13,0.16,0.15,0.16,0.14,0.13,0.14,0.14,0.11,0.15,0.15,0.13,0.13,0.15,0.0,0.13,0.12,0.15,0.13,0.15,0.11,0.15,0.14,0.13,0.14,0.13,0.0,0.11,0.13,0.11,0.12,0.13,0.12,0.12,0.12,0.0,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.0,0.11,0.1,0.12,0.0,0.1,0.11,0.0,0.11,0.13,0.0,0.0,0.11,0.12,0.0,0.11,0.0,0.0,0.11,0.11,0.1,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.11,0.1,0.0,0.12,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.88
