,ROKU,DIS,VIAC,CMCSA,FOXA,CHTR,LBRDK,ATVI,NFLX,TWTR,EA,DISCK,NXST,TTWO,HAS,FOX,DISH,NWSA,GOOG,ATUS,GOOGL,CABO,TGNA,SIRI,LBTYK,DISCA,MTCH,LYV,NYT,IAC,NLSN,QRTEA,ZNGA,WWE,DLB,LGF/B,AMCX,GTN,LBRDA,LAMR,XTSLA,VMEO,SBGI,NWS,SGMS,MAT,SSP,CHDN,CZR,LGF.A,MSGS,LBTYA,SIX,GHC,MDP,LVS,CNK,WMG,RHP,SEAS,T,AMC,IHRT,SHEN,PENN,IMAX,LSXMK,MSGN,LSXMA,LILAK,JW.A,AUD,XPER,SCHL,VIACA,CCL,CCO,GCI,MSGE,NCMI,HMTV,EVC,HLIT,VVI,DJCO,MCS,SGA,LILA,LTRPA,RDI,USD,127.HK,n/a,BISXX,LGF.B,EDR,DKNG,GME,FUBO,PLTK,SUM
11/22/2021,3.19,4.71,4.23,4.78,5.18,4.38,4.28,2.81,5.2,2.93,3.51,2.69,2.85,2.4,2.3,2.33,1.82,1.9,2.31,1.08,2.29,1.65,1.72,1.39,1.49,1.24,1.24,1.74,1.4,1.06,0.93,0.66,0.55,0.82,0.69,0.0,0.55,0.71,0.71,0.75,0.6,0.29,0.53,0.57,0.51,0.58,0.46,0.57,0.47,0.41,0.5,0.49,0.43,0.4,0.62,0.29,0.34,0.44,0.4,0.42,0.27,0.26,0.23,0.12,0.19,0.2,0.26,0.0,0.22,0.16,0.15,0.11,0.12,0.11,0.07,0.06,0.08,0.06,0.24,0.05,0.06,0.07,0.07,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.15,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,100.0
11/23/2021,3.19,4.71,4.23,4.78,5.18,4.38,4.28,2.81,5.2,2.93,3.51,2.69,2.85,2.4,2.3,2.33,1.82,1.9,2.31,1.08,2.29,1.65,1.72,1.39,1.49,1.24,1.24,1.74,1.4,1.06,0.93,0.66,0.55,0.82,0.69,0.0,0.55,0.71,0.71,0.75,0.6,0.29,0.53,0.57,0.51,0.58,0.46,0.57,0.47,0.41,0.5,0.49,0.43,0.4,0.62,0.29,0.34,0.44,0.4,0.42,0.27,0.26,0.23,0.12,0.19,0.2,0.26,0.0,0.22,0.16,0.15,0.11,0.12,0.11,0.07,0.06,0.08,0.06,0.24,0.05,0.06,0.07,0.07,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.15,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,100.0
11/24/2021,3.14,4.75,4.18,4.76,5.17,4.46,4.35,2.82,5.27,2.89,3.47,2.55,2.86,2.38,2.36,2.33,1.78,1.85,2.39,1.02,2.38,1.7,1.77,1.34,1.52,1.17,1.22,1.75,1.42,1.05,0.92,0.66,0.54,0.82,0.72,0.0,0.54,0.72,0.72,0.75,0.62,0.27,0.51,0.55,0.51,0.59,0.48,0.59,0.46,0.38,0.49,0.5,0.44,0.41,0.64,0.29,0.32,0.43,0.41,0.45,0.27,0.26,0.23,0.12,0.18,0.2,0.25,0.0,0.22,0.16,0.16,0.11,0.12,0.12,0.07,0.06,0.08,0.06,0.23,0.05,0.06,0.07,0.07,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.16,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,99.99
11/25/2021,3.12,4.8,4.2,4.76,5.18,4.4,4.29,2.83,5.16,2.85,3.34,2.62,2.9,2.32,2.38,2.33,1.79,1.9,2.37,1.04,2.35,1.72,1.8,1.33,1.57,1.2,1.2,1.76,1.44,1.07,0.93,0.64,0.53,0.81,0.71,0.0,0.55,0.71,0.7,0.76,0.62,0.27,0.51,0.57,0.52,0.59,0.5,0.59,0.46,0.38,0.49,0.51,0.43,0.41,0.65,0.31,0.32,0.43,0.41,0.45,0.28,0.26,0.23,0.12,0.19,0.21,0.25,0.0,0.22,0.16,0.16,0.11,0.12,0.12,0.07,0.06,0.09,0.07,0.23,0.05,0.05,0.07,0.08,0.05,0.04,0.03,0.04,0.03,0.01,0.01,0.16,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,100.01000000000002
11/26/2021,3.07,4.72,4.14,4.83,5.25,4.46,4.34,2.82,5.14,2.85,3.41,2.61,2.88,2.33,2.37,2.36,1.77,1.88,2.37,1.03,2.35,1.74,1.79,1.36,1.57,1.2,1.18,1.78,1.41,1.05,0.95,0.64,0.53,0.83,0.71,0.0,0.52,0.72,0.71,0.76,0.63,0.26,0.52,0.56,0.51,0.59,0.5,0.58,0.46,0.37,0.5,0.51,0.44,0.42,0.65,0.3,0.31,0.43,0.41,0.46,0.28,0.25,0.23,0.12,0.18,0.2,0.25,0.0,0.21,0.16,0.16,0.11,0.12,0.12,0.07,0.06,0.09,0.06,0.23,0.04,0.05,0.07,0.07,0.05,0.05,0.03,0.04,0.03,0.01,0.01,0.16,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,99.98000000000002
11/29/2021,3.15,4.74,4.19,4.82,5.18,4.46,4.33,2.79,5.18,2.88,3.37,2.58,2.84,2.33,2.37,2.33,1.81,1.87,2.37,1.0,2.36,1.71,1.81,1.36,1.56,1.19,1.21,1.78,1.42,1.05,0.94,0.65,0.52,0.84,0.71,0.0,0.52,0.72,0.71,0.77,0.75,0.27,0.52,0.56,0.51,0.59,0.49,0.59,0.46,0.36,0.5,0.51,0.44,0.42,0.65,0.3,0.31,0.44,0.42,0.46,0.28,0.25,0.23,0.12,0.19,0.21,0.25,0.0,0.21,0.16,0.16,0.11,0.12,0.12,0.07,0.06,0.09,0.06,0.24,0.04,0.05,0.07,0.08,0.04,0.05,0.03,0.04,0.03,0.01,0.01,0.04,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,100.02
11/30/2021,3.25,4.71,4.17,4.82,5.14,4.52,4.35,2.82,5.31,2.89,3.4,2.57,2.81,2.44,2.39,2.31,1.82,1.85,2.34,1.0,2.33,1.76,1.81,1.37,1.57,1.18,1.19,1.66,1.48,1.06,0.91,0.65,0.54,0.83,0.72,0.0,0.5,0.71,0.71,0.76,0.76,0.27,0.51,0.55,0.51,0.59,0.47,0.59,0.45,0.35,0.49,0.52,0.42,0.42,0.66,0.29,0.29,0.44,0.38,0.43,0.28,0.24,0.22,0.12,0.19,0.19,0.24,0.0,0.21,0.15,0.16,0.1,0.11,0.12,0.07,0.05,0.08,0.06,0.24,0.04,0.05,0.06,0.07,0.04,0.05,0.03,0.04,0.03,0.01,0.01,0.04,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,99.95
12/01/2021,3.25,4.71,4.17,4.82,5.14,4.52,4.35,2.82,5.31,2.89,3.4,2.57,2.81,2.44,2.39,2.31,1.82,1.85,2.34,1.0,2.33,1.76,1.81,1.37,1.57,1.18,1.19,1.66,1.48,1.06,0.91,0.65,0.54,0.83,0.72,0.0,0.5,0.71,0.71,0.76,0.76,0.27,0.51,0.55,0.51,0.59,0.47,0.59,0.45,0.35,0.49,0.52,0.42,0.42,0.66,0.29,0.29,0.44,0.38,0.43,0.28,0.24,0.22,0.12,0.19,0.19,0.24,0.0,0.21,0.15,0.16,0.1,0.11,0.12,0.07,0.05,0.08,0.06,0.24,0.04,0.05,0.06,0.07,0.04,0.05,0.03,0.04,0.03,0.01,0.01,0.04,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,99.95
12/02/2021,3.2,4.71,4.14,4.87,5.06,4.5,4.33,2.81,5.32,2.82,3.38,2.56,2.81,2.44,2.41,2.28,1.81,1.89,2.41,1.0,2.4,1.75,1.8,1.4,1.56,1.18,1.2,1.73,1.48,1.1,0.91,0.65,0.52,0.82,0.72,0.0,0.51,0.72,0.71,0.76,0.76,0.27,0.5,0.56,0.5,0.59,0.47,0.58,0.47,0.35,0.49,0.51,0.42,0.41,0.66,0.29,0.3,0.44,0.39,0.43,0.28,0.24,0.22,0.11,0.19,0.19,0.24,0.0,0.21,0.15,0.16,0.1,0.11,0.12,0.07,0.05,0.08,0.06,0.24,0.04,0.05,0.06,0.08,0.04,0.05,0.03,0.04,0.03,0.01,0.01,0.04,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,99.97
12/21/2021,3.39,4.91,3.92,4.77,5.24,4.54,4.36,2.96,4.87,2.75,3.57,2.47,2.74,2.62,2.48,2.34,1.88,1.91,2.43,1.02,2.42,1.67,1.69,1.48,1.59,1.16,1.17,1.75,1.48,1.09,0.96,0.64,0.57,0.8,0.79,0.0,0.47,0.68,0.72,0.81,0.72,0.26,0.59,0.57,0.49,0.58,0.47,0.58,0.45,0.38,0.48,0.52,0.46,0.42,0.0,0.28,0.31,0.43,0.4,0.45,0.29,0.2,0.22,0.12,0.18,0.21,0.25,0.0,0.21,0.16,0.17,0.11,0.13,0.13,0.07,0.05,0.09,0.07,0.24,0.04,0.05,0.06,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.07,0.0,0.66,0.0,0.0,0.0,0.0,0.0,100.01
12/22/2021,3.39,4.91,3.92,4.77,5.24,4.54,4.36,2.96,4.87,2.75,3.57,2.47,2.74,2.62,2.48,2.34,1.88,1.91,2.43,1.02,2.42,1.67,1.69,1.48,1.59,1.16,1.17,1.75,1.48,1.09,0.96,0.64,0.57,0.8,0.79,0.0,0.47,0.68,0.72,0.81,0.72,0.26,0.59,0.57,0.49,0.58,0.47,0.58,0.45,0.38,0.48,0.52,0.46,0.42,0.0,0.28,0.31,0.43,0.4,0.45,0.29,0.2,0.22,0.12,0.18,0.21,0.25,0.0,0.21,0.16,0.17,0.11,0.13,0.13,0.07,0.05,0.09,0.07,0.24,0.04,0.05,0.06,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.07,0.0,0.66,0.0,0.0,0.0,0.0,0.0,100.01
12/23/2021,3.3,4.88,3.85,4.79,5.21,4.56,4.41,3.01,4.97,2.77,3.68,2.45,2.71,2.69,2.44,2.34,1.79,1.89,2.45,1.0,2.44,1.71,1.67,1.48,1.59,1.15,1.18,1.79,1.48,1.11,0.94,0.58,0.57,0.81,0.79,0.0,0.45,0.67,0.73,0.81,0.73,0.26,0.59,0.56,0.48,0.57,0.47,0.58,0.45,0.37,0.49,0.52,0.47,0.42,0.0,0.28,0.32,0.46,0.4,0.45,0.3,0.2,0.22,0.12,0.18,0.21,0.25,0.0,0.22,0.15,0.17,0.1,0.13,0.13,0.07,0.06,0.09,0.07,0.24,0.04,0.05,0.06,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.07,0.0,0.66,0.0,0.0,0.0,0.0,0.0,100.08
12/24/2021,3.28,4.92,3.85,4.73,5.17,4.44,4.36,3.03,4.96,2.8,3.66,2.47,2.73,2.65,2.4,2.31,1.79,1.92,2.43,1.01,2.42,1.69,1.67,1.47,1.58,1.16,1.2,1.88,1.49,1.12,0.93,0.58,0.56,0.79,0.78,0.0,0.46,0.69,0.72,0.81,0.72,0.26,0.59,0.58,0.5,0.56,0.48,0.6,0.48,0.38,0.49,0.52,0.48,0.42,0.0,0.29,0.32,0.44,0.42,0.47,0.29,0.2,0.23,0.12,0.19,0.21,0.25,0.0,0.21,0.16,0.17,0.1,0.13,0.13,0.07,0.06,0.09,0.07,0.25,0.04,0.05,0.06,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.07,0.0,0.68,0.0,0.0,0.0,0.0,0.0,100.02
12/27/2021,3.25,4.92,3.94,4.76,5.13,4.39,4.32,3.05,4.94,2.73,3.6,2.52,2.77,2.58,2.39,2.29,1.8,1.94,2.43,1.02,2.43,1.68,1.65,1.44,1.6,1.18,1.2,1.91,1.49,1.11,0.95,0.62,0.56,0.78,0.78,0.0,0.46,0.69,0.72,0.81,0.7,0.25,0.57,0.58,0.53,0.56,0.48,0.6,0.48,0.39,0.5,0.52,0.48,0.42,0.0,0.3,0.32,0.45,0.43,0.47,0.29,0.19,0.23,0.12,0.19,0.21,0.25,0.0,0.21,0.16,0.17,0.1,0.12,0.13,0.07,0.06,0.09,0.07,0.25,0.04,0.05,0.06,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.07,0.0,0.69,0.0,0.0,0.0,0.0,0.0,99.96
12/28/2021,3.25,4.92,3.94,4.76,5.13,4.39,4.32,3.05,4.94,2.73,3.6,2.52,2.77,2.58,2.39,2.29,1.8,1.94,2.43,1.02,2.43,1.68,1.65,1.44,1.6,1.18,1.2,1.91,1.49,1.11,0.95,0.62,0.56,0.78,0.78,0.0,0.46,0.69,0.72,0.81,0.7,0.25,0.57,0.58,0.53,0.56,0.48,0.6,0.48,0.39,0.5,0.52,0.48,0.42,0.0,0.3,0.32,0.45,0.43,0.47,0.29,0.19,0.23,0.12,0.19,0.21,0.25,0.0,0.21,0.16,0.17,0.1,0.12,0.13,0.07,0.06,0.09,0.07,0.25,0.04,0.05,0.06,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.07,0.0,0.69,0.0,0.0,0.0,0.0,0.0,99.96
12/29/2021,3.25,4.92,3.94,4.76,5.13,4.39,4.32,3.05,4.94,2.73,3.6,2.52,2.77,2.58,2.39,2.29,1.8,1.94,2.43,1.02,2.43,1.68,1.65,1.44,1.6,1.18,1.2,1.91,1.49,1.11,0.95,0.62,0.56,0.78,0.78,0.0,0.46,0.69,0.72,0.81,0.7,0.25,0.57,0.58,0.53,0.56,0.48,0.6,0.48,0.39,0.5,0.52,0.48,0.42,0.0,0.3,0.32,0.45,0.43,0.47,0.29,0.19,0.23,0.12,0.19,0.21,0.25,0.0,0.21,0.16,0.17,0.1,0.12,0.13,0.07,0.06,0.09,0.07,0.25,0.04,0.05,0.06,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.07,0.0,0.69,0.0,0.0,0.0,0.0,0.0,99.96
12/30/2021,3.17,4.88,3.88,4.79,5.13,4.41,4.35,3.06,4.93,2.74,3.61,2.51,2.77,2.6,2.42,2.3,1.8,1.96,2.45,1.01,2.44,1.68,1.66,1.45,1.6,1.17,1.2,1.94,1.49,1.12,0.96,0.63,0.54,0.79,0.79,0.0,0.45,0.71,0.73,0.82,0.7,0.25,0.55,0.59,0.53,0.57,0.48,0.61,0.47,0.39,0.5,0.52,0.48,0.42,0.0,0.29,0.31,0.45,0.43,0.48,0.29,0.19,0.23,0.12,0.18,0.21,0.25,0.0,0.22,0.15,0.17,0.1,0.12,0.13,0.07,0.06,0.09,0.07,0.25,0.04,0.05,0.06,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.07,0.0,0.68,0.0,0.0,0.0,0.0,0.0,100.04
12/31/2021,3.21,4.96,3.87,4.79,5.15,4.43,4.39,3.12,4.9,2.68,3.62,2.51,2.76,2.59,2.4,2.3,1.8,1.96,2.42,1.02,2.42,1.68,1.65,1.44,1.62,1.17,1.19,1.93,1.5,1.09,0.96,0.62,0.54,0.79,0.79,0.0,0.45,0.71,0.73,0.82,0.7,0.24,0.56,0.59,0.52,0.57,0.48,0.61,0.46,0.38,0.5,0.53,0.48,0.42,0.0,0.29,0.31,0.45,0.43,0.46,0.29,0.18,0.23,0.12,0.18,0.21,0.25,0.0,0.22,0.15,0.17,0.1,0.12,0.13,0.07,0.06,0.09,0.07,0.25,0.04,0.05,0.06,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.07,0.0,0.67,0.0,0.0,0.0,0.0,0.0,100.02
01/03/2022,3.26,4.95,3.98,4.77,5.13,4.42,4.37,3.14,4.89,2.73,3.63,2.52,2.74,2.6,2.45,2.29,1.79,1.94,2.4,1.04,2.4,1.7,1.62,1.43,1.57,1.17,1.19,1.92,1.5,1.12,0.93,0.62,0.55,0.79,0.8,0.0,0.46,0.69,0.73,0.83,0.7,0.24,0.57,0.58,0.52,0.58,0.48,0.61,0.46,0.38,0.49,0.51,0.47,0.42,0.0,0.29,0.3,0.45,0.43,0.45,0.29,0.19,0.23,0.11,0.18,0.2,0.25,0.0,0.22,0.15,0.17,0.1,0.12,0.13,0.07,0.06,0.08,0.07,0.25,0.04,0.04,0.06,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.07,0.0,0.67,0.0,0.0,0.0,0.0,0.0,100.02
01/03/2022,3.19,4.98,3.9,4.8,5.1,4.43,4.4,3.13,4.86,2.68,3.6,2.46,2.75,2.58,2.49,2.28,1.79,1.95,2.4,1.02,2.41,1.71,1.63,1.43,1.58,1.14,1.19,1.94,1.52,1.11,0.93,0.61,0.54,0.8,0.8,0.0,0.44,0.69,0.74,0.83,0.7,0.25,0.57,0.58,0.53,0.59,0.48,0.62,0.47,0.4,0.5,0.52,0.48,0.45,0.0,0.29,0.3,0.45,0.44,0.46,0.29,0.18,0.23,0.11,0.19,0.2,0.25,0.0,0.22,0.16,0.17,0.1,0.12,0.13,0.07,0.06,0.09,0.07,0.25,0.04,0.04,0.06,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.07,0.0,0.7,0.0,0.0,0.0,0.0,0.0,99.99
01/03/2022,3.19,4.98,3.9,4.8,5.1,4.43,4.4,3.13,4.86,2.68,3.6,2.46,2.75,2.58,2.49,2.28,1.79,1.95,2.4,1.02,2.41,1.71,1.63,1.43,1.58,1.14,1.19,1.94,1.52,1.11,0.93,0.61,0.54,0.8,0.8,0.0,0.44,0.69,0.74,0.83,0.7,0.25,0.57,0.58,0.53,0.59,0.48,0.62,0.47,0.4,0.5,0.52,0.48,0.45,0.0,0.29,0.3,0.45,0.44,0.46,0.29,0.18,0.23,0.11,0.19,0.2,0.25,0.0,0.22,0.16,0.17,0.1,0.12,0.13,0.07,0.06,0.09,0.07,0.25,0.04,0.04,0.06,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.07,0.0,0.7,0.0,0.0,0.0,0.0,0.0,99.99
01/04/2022,3.19,4.98,3.9,4.8,5.1,4.43,4.4,3.13,4.86,2.68,3.6,2.46,2.75,2.58,2.49,2.28,1.79,1.95,2.4,1.02,2.41,1.71,1.63,1.43,1.58,1.14,1.19,1.94,1.52,1.11,0.93,0.61,0.54,0.8,0.8,0.0,0.44,0.69,0.74,0.83,0.7,0.25,0.57,0.58,0.53,0.59,0.48,0.62,0.47,0.4,0.5,0.52,0.48,0.45,0.0,0.29,0.3,0.45,0.44,0.46,0.29,0.18,0.23,0.11,0.19,0.2,0.25,0.0,0.22,0.16,0.17,0.1,0.12,0.13,0.07,0.06,0.09,0.07,0.25,0.04,0.04,0.06,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.07,0.0,0.7,0.0,0.0,0.0,0.0,0.0,99.99
01/05/2022,3.19,4.98,3.9,4.8,5.1,4.43,4.4,3.13,4.86,2.68,3.6,2.46,2.75,2.58,2.49,2.28,1.79,1.95,2.4,1.02,2.41,1.71,1.63,1.43,1.58,1.14,1.19,1.94,1.52,1.11,0.93,0.61,0.54,0.8,0.8,0.0,0.44,0.69,0.74,0.83,0.7,0.25,0.57,0.58,0.53,0.59,0.48,0.62,0.47,0.4,0.5,0.52,0.48,0.45,0.0,0.29,0.3,0.45,0.44,0.46,0.29,0.18,0.23,0.11,0.19,0.2,0.25,0.0,0.22,0.16,0.17,0.1,0.12,0.13,0.07,0.06,0.09,0.07,0.25,0.04,0.04,0.06,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.07,0.0,0.7,0.0,0.0,0.0,0.0,0.0,99.99
01/06/2022,3.2,4.96,4.1,4.76,5.12,4.33,4.34,3.12,4.75,2.61,3.62,2.6,2.75,2.55,2.46,2.3,1.8,1.95,2.37,1.05,2.37,1.66,1.67,1.41,1.56,1.21,1.19,1.93,1.5,1.14,0.95,0.62,0.55,0.8,0.79,0.0,0.47,0.73,0.72,0.82,0.69,0.24,0.57,0.58,0.52,0.58,0.49,0.6,0.46,0.4,0.5,0.51,0.48,0.46,0.0,0.3,0.31,0.44,0.44,0.46,0.29,0.17,0.23,0.12,0.18,0.21,0.25,0.0,0.22,0.16,0.17,0.11,0.12,0.13,0.07,0.06,0.09,0.07,0.26,0.04,0.05,0.06,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.06,0.0,0.71,0.0,0.0,0.0,0.0,0.0,99.97
01/07/2022,3.07,4.93,4.21,4.72,5.17,4.29,4.26,3.11,4.71,2.5,3.65,2.75,2.73,2.61,2.51,2.31,1.83,1.94,2.36,1.06,2.36,1.65,1.65,1.37,1.58,1.28,1.18,1.93,1.47,1.14,0.96,0.64,0.53,0.81,0.8,0.0,0.5,0.73,0.71,0.82,0.75,0.23,0.57,0.58,0.5,0.6,0.49,0.59,0.45,0.42,0.49,0.52,0.48,0.46,0.0,0.3,0.32,0.42,0.44,0.46,0.3,0.17,0.23,0.12,0.18,0.22,0.24,0.0,0.21,0.16,0.17,0.1,0.12,0.13,0.07,0.06,0.09,0.07,0.26,0.04,0.04,0.06,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.03,0.0,0.73,0.0,0.0,0.0,0.0,0.0,99.98
01/10/2022,2.74,5.1,4.28,4.88,5.37,4.35,4.31,3.04,4.52,2.49,3.58,2.73,2.78,2.42,2.56,2.39,1.84,1.99,2.31,1.03,2.32,1.64,1.64,1.41,1.57,1.26,1.15,1.96,1.53,1.14,0.94,0.65,0.52,0.81,0.79,0.0,0.5,0.74,0.71,0.81,0.77,0.22,0.59,0.59,0.5,0.62,0.49,0.59,0.44,0.41,0.49,0.52,0.49,0.46,0.0,0.3,0.32,0.42,0.44,0.49,0.31,0.15,0.23,0.12,0.17,0.21,0.25,0.0,0.21,0.16,0.17,0.1,0.12,0.14,0.07,0.06,0.08,0.07,0.25,0.04,0.04,0.06,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.03,0.0,0.72,0.0,0.0,0.0,0.0,0.0,99.99
01/11/2022,2.53,5.09,4.6,4.8,5.41,4.17,4.17,3.02,4.39,2.48,3.61,3.17,2.84,2.4,2.53,2.41,1.9,1.97,2.29,1.02,2.29,1.62,1.63,1.4,1.57,1.46,1.13,1.88,1.35,1.12,0.96,0.65,0.51,0.82,0.78,0.0,0.53,0.74,0.68,0.8,0.77,0.22,0.63,0.59,0.5,0.61,0.5,0.6,0.45,0.42,0.49,0.51,0.49,0.45,0.0,0.3,0.32,0.42,0.44,0.49,0.31,0.15,0.23,0.12,0.17,0.22,0.24,0.0,0.21,0.16,0.17,0.1,0.12,0.14,0.08,0.06,0.08,0.07,0.26,0.04,0.05,0.06,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.04,0.0,0.73,0.0,0.0,0.0,0.0,0.0,100.01
01/12/2022,2.53,5.09,4.6,4.8,5.41,4.17,4.17,3.02,4.39,2.48,3.61,3.17,2.84,2.4,2.53,2.41,1.9,1.97,2.29,1.02,2.29,1.62,1.63,1.4,1.57,1.46,1.13,1.88,1.35,1.12,0.96,0.65,0.51,0.82,0.78,0.0,0.53,0.74,0.68,0.8,0.77,0.22,0.63,0.59,0.5,0.61,0.5,0.6,0.45,0.42,0.49,0.51,0.49,0.45,0.0,0.3,0.32,0.42,0.44,0.49,0.31,0.15,0.23,0.12,0.17,0.22,0.24,0.0,0.21,0.16,0.17,0.1,0.12,0.14,0.08,0.06,0.08,0.07,0.26,0.04,0.05,0.06,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.04,0.0,0.73,0.0,0.0,0.0,0.0,0.0,100.01
01/13/2022,2.59,5.1,4.57,4.88,5.46,4.17,4.17,3.0,4.41,2.51,3.56,3.03,2.84,2.1,2.51,2.43,1.89,1.96,2.33,1.04,2.33,1.6,1.64,1.43,1.57,1.4,1.15,1.89,1.36,1.12,0.93,0.64,0.73,0.84,0.8,0.0,0.54,0.74,0.68,0.8,0.77,0.22,0.64,0.59,0.5,0.6,0.5,0.59,0.45,0.42,0.49,0.51,0.48,0.46,0.0,0.29,0.32,0.42,0.44,0.48,0.32,0.15,0.22,0.11,0.17,0.22,0.24,0.0,0.21,0.15,0.17,0.1,0.12,0.14,0.08,0.06,0.09,0.07,0.26,0.04,0.05,0.06,0.08,0.04,0.05,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.03,0.0,0.72,0.0,0.0,0.0,0.0,0.0,99.98
01/14/2022,2.6,5.08,4.53,4.89,5.39,4.17,4.17,3.1,4.38,2.53,3.58,3.0,2.82,2.16,2.48,2.4,1.95,1.96,2.33,1.02,2.33,1.57,1.6,1.43,1.58,1.39,1.14,1.88,1.4,1.14,0.95,0.65,0.75,0.84,0.79,0.0,0.54,0.72,0.69,0.8,0.77,0.22,0.63,0.59,0.51,0.6,0.49,0.57,0.45,0.44,0.49,0.51,0.48,0.45,0.0,0.3,0.32,0.43,0.44,0.48,0.31,0.15,0.23,0.11,0.17,0.22,0.24,0.0,0.21,0.15,0.17,0.1,0.12,0.14,0.08,0.06,0.09,0.07,0.26,0.04,0.05,0.06,0.08,0.04,0.05,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.03,0.0,0.75,0.0,0.0,0.0,0.0,0.0,100.0
01/17/2022,2.35,4.99,4.68,4.89,5.53,4.2,4.19,3.01,4.19,2.4,3.57,3.05,3.09,2.25,2.5,2.45,2.0,2.0,2.31,1.01,2.3,1.51,1.69,1.43,1.59,1.42,1.11,1.84,1.37,1.1,0.94,0.64,0.77,0.85,0.77,0.0,0.54,0.8,0.68,0.79,0.76,0.21,0.65,0.6,0.49,0.62,0.53,0.56,0.43,0.44,0.49,0.52,0.46,0.45,0.0,0.29,0.32,0.43,0.43,0.47,0.31,0.14,0.23,0.11,0.17,0.21,0.24,0.0,0.21,0.15,0.17,0.1,0.12,0.14,0.08,0.06,0.09,0.07,0.25,0.04,0.05,0.06,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.03,0.0,0.76,0.0,0.0,0.0,0.0,0.0,100.02
01/18/2022,2.33,4.87,4.75,4.91,5.65,4.12,4.11,3.06,4.23,2.38,3.55,3.26,3.08,2.21,2.44,2.5,1.99,1.97,2.31,0.99,2.31,1.5,1.7,1.39,1.61,1.5,1.09,1.85,1.35,1.11,0.93,0.64,0.76,0.86,0.77,0.0,0.54,0.78,0.67,0.77,0.76,0.2,0.65,0.59,0.48,0.61,0.53,0.54,0.42,0.44,0.48,0.52,0.45,0.45,0.0,0.33,0.32,0.42,0.43,0.45,0.32,0.13,0.22,0.11,0.16,0.21,0.24,0.0,0.21,0.15,0.17,0.1,0.12,0.14,0.08,0.06,0.09,0.07,0.26,0.04,0.04,0.06,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.03,0.0,0.76,0.0,0.0,0.0,0.0,0.0,99.96
