,CME E-Mini Standard & Poor's 500 Index Future,AGPXX,Cash/Receivables/Payables,AAPL,MSFT,AMZN,CBOE Volatility Index Future,FB,GOOGL,GOOG,CBOE Volatility Index Future.1,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,Micro E-mini S&P 500 futures,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,T,PEP,ABBV,NKE,TMO,CVX,MRK,WMT,ACN,AVGO,LLY,WFC,TXN,DHR,COST,MCD,MDT,QCOM,ORCL,PM,UPS,HON,LIN,BMY,UNP,NEE,C,AMGN,LOW,SBUX,INTU,MS,RTX,BA,GS,AMAT,AMT,BLK,IBM,TGT,CAT,ISRG,MMM,AMD,GE,AXP,DE,NOW,CVS,SCHW,CHTR,SPGI,ANTM,LMT,ZTS,MU,BKNG,FIS,PLD,MDLZ,LRCX,SYK,MO,ADP,TMUS,CCI,GILD,CI,COP,TJX,PNC,DUK,USB,EQIX,CME,CSX,TFC,ATVI,EL,CB,BDX,GM,MMC,COF,FDX,CL,NSC,ILMN,EW,ICE,SO,SHW,ADSK,FISV,ITW,APD,BSX,ADI,D,REGN,MCO,ETN,HUM,IDXX,NOC,PGR,EMR,GPN,HCA,F,TWTR,WM,NXPI,AON,BIIB,ECL,DG,FCX,VRTX,NEM,JCI,ROP,EOG,IQV,KLAC,PSA,MSCI,TROW,DOW,CMG,ROST,KMB,A,TEL,EBAY,LHX,MET,GD,SNPS,SLB,DLR,TT,EXC,CNC,DXCM,ALGN,AEP,APTV,INFO,SPG,EA,APH,DD,ALXN,ORLY,BAX,AIG,SRE,PPG,BK,PRU,ALL,CARR,PH,E-mini S&P 500 Future Sept 21,Futures Cash Collateral,Cboe Vix Future Aug21,Cboe Vix Future Jul21,Micro E-mini S&P 500 Index Future Sept 21,TRV,AZO,Cboe Vix Future Sep21,MRNA,Interest/Overdraft,CDNS,SUM
07/09/2021,25.4,21.4,5.45,2.76,2.59,1.95,1.12,1.05,0.94,0.92,0.73,0.65,0.64,0.63,0.58,0.55,0.5,0.48,0.43,0.43,0.42,0.42,0.41,0.39,0.38,0.36,0.33,0.32,0.29,0.29,0.28,0.28,0.28,0.27,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.42
07/14/2021,0.0,21.37,0.0,2.81,2.58,1.97,0.0,1.04,0.93,0.92,0.0,0.66,0.62,0.62,0.58,0.55,0.5,0.48,0.0,0.43,0.42,0.42,0.4,0.4,0.37,0.36,0.33,0.32,0.29,0.29,0.28,0.28,0.28,0.27,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.16,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,25.54,5.35,1.17,0.52,0.48,0.0,0.0,0.0,0.0,0.0,0.0,92.26000000000002
07/20/2021,0.0,21.82,0.0,2.85,2.62,1.9,0.0,1.01,0.95,0.94,0.0,0.66,0.56,0.61,0.57,0.55,0.52,0.49,0.0,0.43,0.42,0.43,0.42,0.4,0.36,0.36,0.33,0.3,0.29,0.29,0.27,0.28,0.28,0.28,0.26,0.27,0.25,0.27,0.26,0.25,0.25,0.23,0.24,0.24,0.24,0.23,0.23,0.23,0.21,0.22,0.22,0.22,0.21,0.2,0.2,0.19,0.19,0.2,0.19,0.19,0.18,0.19,0.17,0.18,0.17,0.17,0.17,0.17,0.16,0.15,0.15,0.15,0.16,0.15,0.15,0.16,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.1,0.11,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.09,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.0,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,25.33,5.23,1.69,0.22,0.42,0.05,0.0,0.0,0.0,0.0,0.0,92.44
07/21/2021,0.0,21.82,0.0,2.85,2.62,1.9,0.0,1.01,0.95,0.94,0.0,0.66,0.56,0.61,0.57,0.55,0.52,0.49,0.0,0.43,0.42,0.43,0.42,0.4,0.36,0.36,0.33,0.3,0.29,0.29,0.27,0.28,0.28,0.28,0.26,0.27,0.25,0.27,0.26,0.25,0.25,0.23,0.24,0.24,0.24,0.23,0.23,0.23,0.21,0.22,0.22,0.22,0.21,0.2,0.2,0.19,0.19,0.2,0.19,0.19,0.18,0.19,0.17,0.18,0.17,0.17,0.17,0.17,0.16,0.15,0.15,0.15,0.16,0.15,0.15,0.16,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.1,0.11,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.09,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.0,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,25.33,5.23,1.69,0.22,0.42,0.05,0.0,0.0,0.0,0.0,0.0,92.44
07/26/2021,0.0,21.65,0.0,2.85,2.61,1.9,0.0,1.02,0.94,0.93,0.0,0.65,0.58,0.63,0.56,0.55,0.51,0.48,0.0,0.43,0.43,0.43,0.41,0.4,0.35,0.36,0.32,0.29,0.29,0.29,0.27,0.28,0.28,0.28,0.26,0.27,0.25,0.27,0.25,0.25,0.26,0.23,0.24,0.24,0.24,0.23,0.23,0.23,0.21,0.22,0.23,0.22,0.21,0.2,0.2,0.18,0.19,0.2,0.19,0.19,0.18,0.19,0.17,0.18,0.17,0.17,0.17,0.17,0.16,0.15,0.15,0.15,0.16,0.15,0.15,0.16,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.1,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.1,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.06,0.06,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.0,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.05,0.05,0.05,0.05,0.05,25.61,5.23,1.58,0.06,0.55,0.05,0.05,0.0,0.0,0.0,0.0,92.39
07/27/2021,0.0,22.38,0.0,2.72,2.55,1.83,0.0,1.04,0.94,0.92,0.0,0.62,0.58,0.58,0.53,0.53,0.49,0.46,0.0,0.42,0.41,0.4,0.4,0.37,0.33,0.35,0.31,0.28,0.27,0.27,0.28,0.25,0.27,0.27,0.25,0.26,0.23,0.25,0.24,0.25,0.24,0.22,0.23,0.23,0.24,0.23,0.23,0.22,0.2,0.22,0.22,0.21,0.2,0.19,0.19,0.18,0.18,0.19,0.18,0.18,0.17,0.18,0.16,0.17,0.17,0.17,0.17,0.16,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.15,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.07,0.07,0.08,0.06,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.05,0.05,0.05,0.05,0.0,0.05,0.05,0.0,0.05,0.05,21.15,5.57,6.32,0.0,0.12,0.0,0.0,0.75,0.12,0.05,0.05,92.69
07/28/2021,0.0,22.38,0.0,2.72,2.55,1.83,0.0,1.04,0.94,0.92,0.0,0.62,0.58,0.58,0.53,0.53,0.49,0.46,0.0,0.42,0.41,0.4,0.4,0.37,0.33,0.35,0.31,0.28,0.27,0.27,0.28,0.25,0.27,0.27,0.25,0.26,0.23,0.25,0.24,0.25,0.24,0.22,0.23,0.23,0.24,0.23,0.23,0.22,0.2,0.22,0.22,0.21,0.2,0.19,0.19,0.18,0.18,0.19,0.18,0.18,0.17,0.18,0.16,0.17,0.17,0.17,0.17,0.16,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.15,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.07,0.07,0.08,0.06,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.05,0.05,0.05,0.05,0.0,0.05,0.05,0.0,0.05,0.05,21.15,5.57,6.32,0.0,0.12,0.0,0.0,0.75,0.12,0.05,0.05,92.69
07/29/2021,0.0,22.36,0.0,2.73,2.54,1.85,0.0,1.04,0.94,0.93,0.0,0.62,0.56,0.59,0.54,0.53,0.49,0.46,0.0,0.42,0.41,0.4,0.4,0.38,0.34,0.35,0.31,0.29,0.27,0.27,0.28,0.26,0.27,0.27,0.25,0.26,0.23,0.25,0.24,0.25,0.24,0.23,0.23,0.23,0.24,0.23,0.23,0.22,0.2,0.22,0.22,0.21,0.2,0.19,0.19,0.18,0.18,0.19,0.18,0.18,0.17,0.18,0.16,0.16,0.16,0.17,0.17,0.17,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.15,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.07,0.07,0.08,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.05,0.05,0.05,0.05,0.0,0.05,0.05,0.0,0.05,0.05,21.03,5.57,5.99,0.0,0.15,0.0,0.0,1.14,0.12,0.05,0.05,92.7
07/30/2021,0.0,22.38,0.0,2.69,2.52,1.82,0.0,1.03,0.93,0.91,0.0,0.62,0.56,0.58,0.54,0.53,0.5,0.46,0.0,0.41,0.41,0.4,0.4,0.38,0.33,0.35,0.31,0.29,0.27,0.27,0.27,0.25,0.27,0.28,0.25,0.26,0.24,0.26,0.24,0.25,0.24,0.23,0.23,0.23,0.24,0.23,0.23,0.22,0.2,0.22,0.22,0.21,0.2,0.19,0.19,0.18,0.16,0.19,0.18,0.18,0.17,0.18,0.16,0.16,0.16,0.17,0.17,0.17,0.16,0.14,0.15,0.14,0.15,0.14,0.15,0.15,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.08,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.05,0.05,0.05,0.0,0.05,0.05,0.05,0.05,0.05,20.95,5.58,5.85,0.0,0.08,0.0,0.0,1.56,0.12,0.05,0.05,92.71
