,OLN,UNH,MDT,JNJ,UPS,PG,LLY,ETN,ABBV,ADI,OKE,PM,XOM,MXIM,PEP,FE,PAYX,KLAC,EMR,BMY,KMI,AGNC,IP,MMM,CHTR,ABT,ROKU,HUBB,DUK,CSCO,UGI,CVS,CMCSA,EXC,EVRG,CC,NRG,WMB,KO,CF,QCOM,CVX,NLY,PKG,AES,HPE,AM,PGR,TMUS,T,DOW,HPQ,IVZ,PFE,KHC,STWD,IRM,MDLZ,CNP,PEG,STLD,VZ,EMN,SO,SPG,LYB,NI,AEP,NUE,PRU,LNT,NEE,DGX,CL,CMS,ORI,MRK,CLX,D,WRK,KMB,LBRDK,MO,HSY,WEC,LUMN,WPC,AMGN,CHD,WM,CMI,ETR,HRL,OHI,MDU,GIS,VST,ED,CPB,EIX,STZ,SRE,CTVA,K,MKC,KDP,GILD,IBM,TRGP,ABC,PK,ADM,XEL,PNW,KR,PEAK,DISH,INTC,ES,GLPI,AEE,SYY,TSN,JNPR,SJM,NRZ,OGE,SON,PPL,CAG,ANET,LMT,BDX,VER,VLO,BG,WBA,EPR,XRX,SRC,HUN,NNN,NYCB,SIX,KIM,PBCT,DTE,FLO,TAP,MPW,EHC,WELL,MCK,SCCO,NWL,PACW,CAH,ATO,LB,RYN,ATUS,LEG,MSI,BRX,RS,AGR,NFG,HBAN,LAZ,HE,R,LITE,GPC,CAT,HBI,IDA,HOG,WHR,PRGO,GRMN,FHN,PSX,NTAP,XLNX,HRB,CPA,FAST,OMF,BEN,TNL,PFG,CE,VNO,LW,APO,TKR,INGR,CMA,KSS,RPM,JPMORGAN US GOVT MMKT FUN,HAS,WTRG,BBWI WI,n/a,HFC,AMCR,BBWI,HTA,MCHP,AVGO,NEM,CABO,GLW,OMC,LBEUR,SPB,SUM
09/22/2021,0.72,0.61,0.6,0.58,0.58,0.62,0.38,0.59,0.6,0.65,0.64,0.59,0.55,0.0,0.61,0.57,0.59,0.67,0.57,0.57,0.52,0.57,0.56,0.55,0.58,0.61,0.46,0.57,0.58,0.59,0.54,0.6,0.57,0.62,0.58,0.51,0.57,0.57,0.58,0.57,0.56,0.54,0.55,0.57,0.52,0.53,0.53,0.54,0.5,0.62,0.54,0.52,0.57,0.58,0.63,0.53,0.56,0.55,0.53,0.6,0.57,0.61,0.52,0.6,0.56,0.5,0.59,0.57,0.57,0.56,0.55,0.0,0.6,0.5,0.54,0.54,0.49,0.5,0.58,0.52,0.53,0.43,0.59,0.52,0.52,0.66,0.52,0.47,0.51,0.0,0.51,0.61,0.51,0.56,0.49,0.63,0.53,0.59,0.56,0.61,0.48,0.62,0.48,0.62,0.5,0.52,0.55,0.51,0.52,0.53,0.39,0.53,0.47,0.58,0.54,0.52,0.36,0.52,0.52,0.5,0.37,0.51,0.51,0.53,0.53,0.53,0.49,0.45,0.59,0.51,0.48,0.44,0.5,0.48,0.52,0.49,0.6,0.39,0.41,0.47,0.46,0.43,0.52,0.34,0.47,0.43,0.58,0.43,0.25,0.41,0.4,0.44,0.0,0.48,0.41,0.45,0.38,0.37,0.0,0.37,0.0,0.35,0.6,0.38,0.37,0.37,0.36,0.4,0.37,0.36,0.38,0.23,0.33,0.3,0.5,0.33,0.26,0.29,0.26,0.32,0.27,0.49,0.29,0.29,0.28,0.28,0.26,0.32,0.24,0.21,0.24,0.22,0.0,0.25,0.21,0.0,0.22,0.23,0.21,0.0,0.0,0.2,0.0,0.37,0.35,0.23,0.0,0.0,0.0,0.0,0.52,0.46,0.3,0.25,0.21,0.0,0.0,96.32
09/24/2021,0.68,0.61,0.6,0.59,0.59,0.62,0.39,0.58,0.6,0.66,0.63,0.59,0.54,0.0,0.61,0.58,0.6,0.65,0.56,0.57,0.52,0.58,0.55,0.55,0.58,0.61,0.46,0.56,0.59,0.58,0.54,0.6,0.57,0.62,0.58,0.47,0.58,0.57,0.58,0.58,0.56,0.54,0.56,0.57,0.51,0.52,0.52,0.54,0.49,0.61,0.53,0.51,0.52,0.59,0.63,0.54,0.56,0.55,0.55,0.6,0.54,0.61,0.5,0.6,0.57,0.52,0.6,0.58,0.53,0.54,0.56,0.0,0.61,0.51,0.55,0.54,0.5,0.5,0.6,0.51,0.54,0.43,0.59,0.52,0.53,0.65,0.53,0.47,0.52,0.0,0.5,0.6,0.5,0.56,0.49,0.63,0.53,0.6,0.55,0.62,0.48,0.61,0.48,0.62,0.51,0.52,0.56,0.51,0.52,0.52,0.4,0.52,0.47,0.59,0.54,0.52,0.36,0.52,0.53,0.5,0.37,0.52,0.52,0.52,0.52,0.53,0.49,0.45,0.59,0.51,0.47,0.44,0.5,0.49,0.51,0.56,0.59,0.39,0.4,0.48,0.45,0.44,0.52,0.34,0.47,0.43,0.59,0.43,0.25,0.42,0.4,0.45,0.0,0.47,0.4,0.46,0.37,0.37,0.0,0.37,0.0,0.35,0.6,0.38,0.36,0.37,0.36,0.39,0.36,0.36,0.37,0.23,0.34,0.29,0.49,0.33,0.25,0.29,0.26,0.33,0.26,0.48,0.29,0.29,0.29,0.29,0.26,0.32,0.23,0.21,0.23,0.22,0.21,0.26,0.2,0.0,0.22,0.22,0.21,0.0,0.0,0.0,0.0,0.36,0.65,0.23,0.0,0.0,0.0,0.0,0.51,0.46,0.3,0.24,0.2,0.0,0.0,96.46
09/27/2021,0.78,0.65,0.66,0.65,0.58,0.66,0.65,0.66,0.62,0.61,0.57,0.62,0.57,0.59,0.64,0.61,0.63,0.67,0.63,0.61,0.56,0.55,0.56,0.59,0.59,0.59,0.58,0.64,0.62,0.61,0.58,0.58,0.59,0.59,0.59,0.55,0.57,0.54,0.6,0.54,0.6,0.56,0.53,0.58,0.5,0.56,0.51,0.54,0.55,0.54,0.56,0.54,0.51,0.59,0.53,0.54,0.56,0.56,0.56,0.57,0.61,0.54,0.55,0.57,0.54,0.54,0.53,0.55,0.6,0.53,0.55,0.54,0.55,0.51,0.54,0.52,0.52,0.53,0.52,0.51,0.54,0.53,0.53,0.52,0.53,0.48,0.55,0.51,0.52,0.54,0.51,0.53,0.49,0.49,0.51,0.49,0.53,0.51,0.48,0.48,0.49,0.5,0.49,0.5,0.48,0.51,0.51,0.52,0.49,0.52,0.47,0.5,0.5,0.49,0.54,0.54,0.5,0.48,0.53,0.51,0.5,0.48,0.47,0.5,0.49,0.46,0.49,0.47,0.49,0.46,0.48,0.47,0.49,0.49,0.42,0.47,0.45,0.44,0.46,0.47,0.45,0.46,0.47,0.43,0.45,0.41,0.46,0.42,0.4,0.44,0.44,0.43,0.45,0.44,0.39,0.42,0.43,0.4,0.0,0.38,0.34,0.36,0.38,0.38,0.39,0.37,0.36,0.37,0.37,0.36,0.36,0.34,0.34,0.31,0.32,0.33,0.26,0.3,0.29,0.3,0.26,0.24,0.26,0.28,0.27,0.25,0.26,0.24,0.22,0.19,0.22,0.22,0.21,0.0,0.19,0.21,0.2,0.2,0.19,0.19,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,95.81
09/28/2021,0.74,0.6,0.6,0.58,0.58,0.62,0.39,0.58,0.59,0.68,0.67,0.59,0.58,0.0,0.61,0.58,0.6,0.67,0.57,0.56,0.54,0.58,0.56,0.55,0.56,0.6,0.46,0.56,0.58,0.59,0.54,0.6,0.56,0.61,0.57,0.47,0.59,0.58,0.58,0.64,0.56,0.56,0.57,0.58,0.49,0.53,0.54,0.53,0.51,0.61,0.53,0.53,0.54,0.58,0.63,0.55,0.56,0.54,0.55,0.59,0.56,0.61,0.51,0.59,0.58,0.54,0.59,0.56,0.55,0.57,0.55,0.0,0.6,0.51,0.54,0.54,0.5,0.5,0.59,0.53,0.53,0.42,0.59,0.52,0.51,0.66,0.51,0.46,0.51,0.0,0.51,0.56,0.49,0.55,0.49,0.65,0.53,0.59,0.55,0.61,0.48,0.6,0.49,0.62,0.5,0.51,0.55,0.52,0.55,0.52,0.41,0.51,0.47,0.57,0.53,0.51,0.37,0.52,0.52,0.5,0.37,0.54,0.52,0.54,0.51,0.54,0.49,0.45,0.59,0.51,0.48,0.46,0.48,0.47,0.54,0.53,0.58,0.4,0.41,0.47,0.46,0.43,0.52,0.35,0.46,0.45,0.58,0.43,0.25,0.42,0.4,0.43,0.0,0.48,0.39,0.49,0.37,0.36,0.0,0.37,0.0,0.36,0.61,0.38,0.36,0.37,0.37,0.41,0.37,0.36,0.4,0.23,0.34,0.3,0.49,0.33,0.26,0.29,0.26,0.34,0.28,0.5,0.3,0.3,0.29,0.3,0.27,0.33,0.24,0.23,0.24,0.23,0.22,0.25,0.2,0.0,0.22,0.24,0.22,0.0,0.0,0.0,0.0,0.37,0.0,0.25,0.0,0.0,0.0,0.0,0.52,0.45,0.28,0.25,0.21,0.0,0.2,96.54
09/29/2021,0.74,0.6,0.6,0.58,0.58,0.62,0.39,0.58,0.59,0.68,0.67,0.59,0.58,0.0,0.61,0.58,0.6,0.67,0.57,0.56,0.54,0.58,0.56,0.55,0.56,0.6,0.46,0.56,0.58,0.59,0.54,0.6,0.56,0.61,0.57,0.47,0.59,0.58,0.58,0.64,0.56,0.56,0.57,0.58,0.49,0.53,0.54,0.53,0.51,0.61,0.53,0.53,0.54,0.58,0.63,0.55,0.56,0.54,0.55,0.59,0.56,0.61,0.51,0.59,0.58,0.54,0.59,0.56,0.55,0.57,0.55,0.0,0.6,0.51,0.54,0.54,0.5,0.5,0.59,0.53,0.53,0.42,0.59,0.52,0.51,0.66,0.51,0.46,0.51,0.0,0.51,0.56,0.49,0.55,0.49,0.65,0.53,0.59,0.55,0.61,0.48,0.6,0.49,0.62,0.5,0.51,0.55,0.52,0.55,0.52,0.41,0.51,0.47,0.57,0.53,0.51,0.37,0.52,0.52,0.5,0.37,0.54,0.52,0.54,0.51,0.54,0.49,0.45,0.59,0.51,0.48,0.46,0.48,0.47,0.54,0.53,0.58,0.4,0.41,0.47,0.46,0.43,0.52,0.35,0.46,0.45,0.58,0.43,0.25,0.42,0.4,0.43,0.0,0.48,0.39,0.49,0.37,0.36,0.0,0.37,0.0,0.36,0.61,0.38,0.36,0.37,0.37,0.41,0.37,0.36,0.4,0.23,0.34,0.3,0.49,0.33,0.26,0.29,0.26,0.34,0.28,0.5,0.3,0.3,0.29,0.3,0.27,0.33,0.24,0.23,0.24,0.23,0.22,0.25,0.2,0.0,0.22,0.24,0.22,0.0,0.0,0.0,0.0,0.37,0.0,0.25,0.0,0.0,0.0,0.0,0.52,0.45,0.28,0.25,0.21,0.0,0.2,96.54
09/30/2021,0.76,0.59,0.59,0.57,0.57,0.61,0.38,0.57,0.59,0.67,0.68,0.6,0.59,0.0,0.6,0.57,0.59,0.66,0.57,0.55,0.55,0.58,0.56,0.55,0.56,0.58,0.45,0.56,0.57,0.58,0.54,0.6,0.56,0.6,0.57,0.51,0.57,0.59,0.57,0.65,0.56,0.57,0.57,0.58,0.49,0.55,0.55,0.52,0.5,0.61,0.56,0.54,0.55,0.57,0.63,0.55,0.55,0.53,0.55,0.59,0.57,0.61,0.53,0.58,0.57,0.55,0.59,0.55,0.56,0.58,0.53,0.0,0.58,0.5,0.52,0.54,0.5,0.5,0.58,0.54,0.52,0.42,0.59,0.51,0.5,0.67,0.51,0.46,0.5,0.0,0.51,0.55,0.49,0.54,0.49,0.64,0.51,0.59,0.55,0.61,0.47,0.6,0.5,0.62,0.49,0.51,0.54,0.52,0.57,0.52,0.41,0.52,0.46,0.57,0.53,0.5,0.38,0.52,0.51,0.49,0.36,0.55,0.52,0.54,0.51,0.54,0.49,0.45,0.58,0.52,0.47,0.46,0.48,0.47,0.56,0.53,0.59,0.4,0.42,0.46,0.48,0.42,0.54,0.36,0.46,0.48,0.57,0.43,0.26,0.41,0.4,0.42,0.0,0.49,0.4,0.49,0.37,0.36,0.0,0.36,0.0,0.36,0.6,0.38,0.37,0.36,0.38,0.43,0.37,0.36,0.41,0.23,0.34,0.3,0.49,0.33,0.26,0.29,0.26,0.31,0.29,0.52,0.3,0.3,0.29,0.31,0.26,0.33,0.24,0.23,0.24,0.23,0.22,0.25,0.21,0.0,0.23,0.25,0.22,0.0,0.0,0.0,0.0,0.38,0.0,0.25,0.0,0.0,0.0,0.0,0.52,0.44,0.28,0.25,0.21,0.0,0.2,96.48
10/01/2021,0.75,0.59,0.58,0.58,0.58,0.61,0.37,0.58,0.6,0.66,0.68,0.58,0.6,0.0,0.6,0.57,0.58,0.63,0.56,0.56,0.55,0.58,0.56,0.55,0.56,0.57,0.44,0.57,0.57,0.58,0.53,0.61,0.55,0.6,0.57,0.5,0.57,0.6,0.56,0.66,0.55,0.58,0.57,0.58,0.49,0.56,0.55,0.53,0.5,0.61,0.56,0.54,0.55,0.57,0.64,0.55,0.55,0.53,0.54,0.59,0.58,0.61,0.53,0.58,0.58,0.56,0.59,0.56,0.56,0.58,0.53,0.0,0.57,0.5,0.52,0.54,0.5,0.51,0.58,0.55,0.53,0.42,0.59,0.5,0.5,0.67,0.51,0.46,0.51,0.0,0.51,0.55,0.5,0.54,0.5,0.64,0.51,0.59,0.55,0.61,0.47,0.58,0.5,0.63,0.49,0.51,0.54,0.52,0.57,0.52,0.41,0.52,0.46,0.57,0.54,0.5,0.38,0.52,0.51,0.49,0.36,0.55,0.53,0.54,0.52,0.53,0.48,0.45,0.58,0.52,0.46,0.46,0.48,0.46,0.57,0.54,0.58,0.4,0.42,0.45,0.52,0.42,0.54,0.36,0.46,0.48,0.57,0.44,0.26,0.41,0.4,0.43,0.0,0.48,0.4,0.49,0.37,0.36,0.0,0.36,0.0,0.36,0.59,0.38,0.37,0.35,0.39,0.43,0.36,0.36,0.41,0.22,0.34,0.31,0.5,0.33,0.26,0.29,0.26,0.31,0.29,0.53,0.3,0.29,0.29,0.29,0.26,0.33,0.24,0.22,0.24,0.23,0.22,0.25,0.2,0.0,0.23,0.25,0.22,0.0,0.0,0.0,0.0,0.37,0.0,0.25,0.0,0.0,0.0,0.0,0.51,0.45,0.28,0.24,0.21,0.0,0.2,96.47
10/04/2021,0.73,0.58,0.59,0.58,0.57,0.61,0.39,0.56,0.61,0.65,0.69,0.56,0.6,0.0,0.6,0.57,0.62,0.62,0.56,0.56,0.55,0.57,0.53,0.54,0.56,0.58,0.45,0.56,0.58,0.58,0.55,0.61,0.57,0.61,0.57,0.5,0.57,0.6,0.57,0.66,0.55,0.57,0.55,0.57,0.49,0.57,0.55,0.53,0.51,0.62,0.55,0.53,0.53,0.58,0.65,0.53,0.55,0.53,0.54,0.6,0.55,0.61,0.51,0.59,0.57,0.55,0.61,0.56,0.54,0.59,0.54,0.0,0.58,0.51,0.54,0.55,0.52,0.51,0.59,0.53,0.53,0.42,0.56,0.51,0.51,0.64,0.51,0.47,0.51,0.0,0.51,0.55,0.5,0.54,0.5,0.65,0.52,0.6,0.55,0.59,0.48,0.6,0.49,0.63,0.48,0.52,0.54,0.53,0.58,0.52,0.39,0.52,0.47,0.58,0.55,0.51,0.38,0.52,0.52,0.5,0.37,0.54,0.55,0.53,0.52,0.54,0.49,0.45,0.58,0.53,0.46,0.46,0.47,0.47,0.57,0.55,0.58,0.39,0.4,0.45,0.52,0.42,0.54,0.34,0.45,0.48,0.58,0.44,0.26,0.41,0.4,0.43,0.0,0.47,0.37,0.49,0.36,0.37,0.0,0.36,0.0,0.35,0.6,0.37,0.37,0.36,0.38,0.43,0.37,0.36,0.41,0.22,0.34,0.3,0.46,0.33,0.25,0.29,0.29,0.31,0.29,0.53,0.3,0.29,0.29,0.3,0.26,0.32,0.23,0.21,0.24,0.23,0.21,0.26,0.2,0.0,0.23,0.25,0.0,0.0,0.0,0.0,0.0,0.36,0.2,0.26,0.0,0.0,0.0,0.0,0.51,0.46,0.28,0.24,0.21,0.0,0.2,96.43
10/05/2021,0.74,0.58,0.59,0.57,0.56,0.6,0.39,0.56,0.61,0.64,0.7,0.56,0.61,0.0,0.6,0.56,0.63,0.61,0.56,0.55,0.55,0.57,0.53,0.54,0.57,0.57,0.45,0.55,0.58,0.58,0.55,0.6,0.58,0.6,0.56,0.51,0.56,0.6,0.57,0.72,0.54,0.58,0.55,0.57,0.48,0.58,0.56,0.53,0.5,0.61,0.55,0.53,0.54,0.57,0.64,0.54,0.55,0.53,0.54,0.59,0.54,0.61,0.52,0.58,0.57,0.55,0.6,0.56,0.53,0.59,0.53,0.0,0.56,0.5,0.53,0.55,0.56,0.5,0.57,0.53,0.52,0.42,0.56,0.51,0.5,0.65,0.51,0.46,0.51,0.0,0.51,0.55,0.5,0.54,0.5,0.65,0.51,0.58,0.54,0.58,0.48,0.59,0.5,0.63,0.47,0.5,0.53,0.54,0.59,0.51,0.41,0.52,0.47,0.57,0.52,0.51,0.39,0.52,0.51,0.5,0.36,0.55,0.53,0.53,0.51,0.53,0.49,0.45,0.58,0.52,0.47,0.45,0.47,0.47,0.59,0.55,0.57,0.41,0.41,0.46,0.53,0.43,0.55,0.36,0.47,0.48,0.58,0.44,0.26,0.41,0.39,0.43,0.0,0.47,0.38,0.5,0.36,0.37,0.0,0.35,0.0,0.35,0.6,0.39,0.37,0.36,0.39,0.43,0.38,0.36,0.4,0.23,0.34,0.3,0.46,0.33,0.25,0.28,0.29,0.3,0.29,0.54,0.3,0.29,0.29,0.31,0.25,0.33,0.23,0.22,0.24,0.23,0.21,0.26,0.2,0.0,0.23,0.26,0.0,0.0,0.0,0.0,0.0,0.36,0.23,0.26,0.0,0.0,0.0,0.0,0.51,0.45,0.28,0.24,0.21,0.0,0.21,96.38
10/06/2021,0.74,0.58,0.59,0.57,0.56,0.6,0.39,0.56,0.61,0.64,0.7,0.56,0.61,0.0,0.6,0.56,0.63,0.61,0.56,0.55,0.55,0.57,0.53,0.54,0.57,0.57,0.45,0.55,0.58,0.58,0.55,0.6,0.58,0.6,0.56,0.51,0.56,0.6,0.57,0.72,0.54,0.58,0.55,0.57,0.48,0.58,0.56,0.53,0.5,0.61,0.55,0.53,0.54,0.57,0.64,0.54,0.55,0.53,0.54,0.59,0.54,0.61,0.52,0.58,0.57,0.55,0.6,0.56,0.53,0.59,0.53,0.0,0.56,0.5,0.53,0.55,0.56,0.5,0.57,0.53,0.52,0.42,0.56,0.51,0.5,0.65,0.51,0.46,0.51,0.0,0.51,0.55,0.5,0.54,0.5,0.65,0.51,0.58,0.54,0.58,0.48,0.59,0.5,0.63,0.47,0.5,0.53,0.54,0.59,0.51,0.41,0.52,0.47,0.57,0.52,0.51,0.39,0.52,0.51,0.5,0.36,0.55,0.53,0.53,0.51,0.53,0.49,0.45,0.58,0.52,0.47,0.45,0.47,0.47,0.59,0.55,0.57,0.41,0.41,0.46,0.53,0.43,0.55,0.36,0.47,0.48,0.58,0.44,0.26,0.41,0.39,0.43,0.0,0.47,0.38,0.5,0.36,0.37,0.0,0.35,0.0,0.35,0.6,0.39,0.37,0.36,0.39,0.43,0.38,0.36,0.4,0.23,0.34,0.3,0.46,0.33,0.25,0.28,0.29,0.3,0.29,0.54,0.3,0.29,0.29,0.31,0.25,0.33,0.23,0.22,0.24,0.23,0.21,0.26,0.2,0.0,0.23,0.26,0.0,0.0,0.0,0.0,0.0,0.36,0.23,0.26,0.0,0.0,0.0,0.0,0.51,0.45,0.28,0.24,0.21,0.0,0.21,96.38
10/07/2021,0.73,0.57,0.58,0.57,0.55,0.6,0.38,0.55,0.61,0.63,0.7,0.56,0.62,0.0,0.59,0.57,0.63,0.6,0.55,0.55,0.55,0.58,0.53,0.54,0.57,0.56,0.42,0.55,0.59,0.57,0.56,0.6,0.57,0.6,0.57,0.5,0.55,0.62,0.57,0.71,0.53,0.59,0.55,0.57,0.48,0.59,0.57,0.53,0.49,0.61,0.55,0.53,0.53,0.56,0.64,0.54,0.56,0.52,0.55,0.59,0.54,0.61,0.51,0.59,0.57,0.55,0.61,0.57,0.53,0.58,0.54,0.0,0.55,0.5,0.54,0.55,0.57,0.5,0.58,0.54,0.52,0.43,0.57,0.51,0.51,0.66,0.51,0.46,0.5,0.0,0.51,0.56,0.5,0.54,0.51,0.66,0.51,0.6,0.55,0.6,0.48,0.59,0.49,0.63,0.47,0.49,0.52,0.54,0.6,0.51,0.39,0.53,0.48,0.59,0.53,0.51,0.39,0.52,0.53,0.5,0.36,0.55,0.53,0.53,0.52,0.52,0.49,0.45,0.58,0.53,0.46,0.45,0.46,0.47,0.6,0.55,0.57,0.41,0.41,0.46,0.53,0.43,0.56,0.35,0.47,0.49,0.58,0.44,0.26,0.41,0.39,0.43,0.0,0.47,0.37,0.5,0.36,0.37,0.0,0.35,0.0,0.35,0.59,0.39,0.37,0.36,0.4,0.43,0.38,0.37,0.4,0.22,0.34,0.29,0.46,0.33,0.25,0.28,0.29,0.3,0.29,0.56,0.29,0.28,0.29,0.31,0.25,0.33,0.23,0.21,0.24,0.23,0.21,0.26,0.0,0.0,0.23,0.26,0.2,0.0,0.0,0.0,0.0,0.35,0.24,0.26,0.0,0.0,0.0,0.0,0.49,0.45,0.28,0.24,0.21,0.0,0.21,96.42
10/08/2021,0.75,0.58,0.58,0.56,0.55,0.6,0.39,0.56,0.61,0.63,0.7,0.56,0.61,0.0,0.6,0.57,0.64,0.6,0.56,0.55,0.55,0.57,0.54,0.54,0.57,0.56,0.43,0.56,0.59,0.57,0.56,0.59,0.57,0.6,0.57,0.52,0.56,0.62,0.57,0.7,0.53,0.59,0.55,0.58,0.49,0.59,0.57,0.53,0.49,0.61,0.55,0.53,0.55,0.56,0.64,0.53,0.55,0.53,0.55,0.59,0.55,0.61,0.52,0.58,0.56,0.56,0.6,0.57,0.54,0.59,0.54,0.0,0.55,0.49,0.53,0.56,0.56,0.49,0.57,0.54,0.52,0.43,0.56,0.52,0.51,0.66,0.51,0.46,0.5,0.0,0.52,0.56,0.5,0.52,0.5,0.66,0.52,0.59,0.55,0.59,0.48,0.59,0.5,0.62,0.47,0.5,0.52,0.54,0.6,0.51,0.39,0.53,0.47,0.57,0.53,0.5,0.39,0.52,0.53,0.5,0.36,0.54,0.53,0.53,0.52,0.53,0.49,0.45,0.58,0.53,0.47,0.45,0.46,0.47,0.59,0.56,0.57,0.4,0.41,0.45,0.54,0.43,0.55,0.35,0.46,0.49,0.58,0.45,0.26,0.4,0.38,0.42,0.0,0.46,0.37,0.5,0.35,0.37,0.0,0.35,0.0,0.35,0.59,0.38,0.37,0.36,0.4,0.43,0.38,0.36,0.4,0.22,0.34,0.29,0.45,0.33,0.25,0.28,0.29,0.31,0.29,0.57,0.29,0.29,0.29,0.32,0.25,0.33,0.23,0.21,0.25,0.24,0.21,0.26,0.2,0.0,0.24,0.26,0.0,0.0,0.0,0.0,0.0,0.35,0.23,0.26,0.0,0.0,0.0,0.0,0.5,0.45,0.28,0.24,0.21,0.0,0.2,96.43
10/11/2021,0.74,0.59,0.58,0.57,0.55,0.61,0.39,0.57,0.61,0.63,0.7,0.55,0.6,0.0,0.61,0.57,0.64,0.59,0.57,0.54,0.55,0.57,0.53,0.54,0.56,0.56,0.46,0.56,0.59,0.57,0.56,0.59,0.57,0.6,0.56,0.52,0.56,0.62,0.57,0.7,0.53,0.59,0.54,0.58,0.5,0.58,0.57,0.53,0.48,0.6,0.54,0.53,0.55,0.56,0.64,0.53,0.55,0.54,0.55,0.58,0.55,0.6,0.52,0.58,0.57,0.56,0.6,0.57,0.53,0.59,0.54,0.0,0.56,0.5,0.53,0.57,0.56,0.5,0.58,0.53,0.52,0.42,0.56,0.53,0.51,0.64,0.51,0.45,0.5,0.0,0.52,0.57,0.49,0.52,0.51,0.65,0.54,0.6,0.54,0.6,0.48,0.58,0.49,0.61,0.47,0.52,0.52,0.53,0.6,0.5,0.39,0.54,0.47,0.54,0.52,0.5,0.38,0.52,0.53,0.5,0.36,0.56,0.53,0.54,0.52,0.53,0.49,0.46,0.58,0.52,0.48,0.45,0.46,0.48,0.6,0.56,0.57,0.41,0.41,0.45,0.54,0.43,0.55,0.35,0.47,0.48,0.59,0.45,0.25,0.4,0.37,0.42,0.0,0.48,0.37,0.5,0.35,0.37,0.0,0.36,0.0,0.35,0.59,0.38,0.36,0.37,0.4,0.43,0.38,0.35,0.4,0.22,0.34,0.3,0.45,0.32,0.25,0.28,0.28,0.3,0.29,0.58,0.29,0.3,0.29,0.31,0.26,0.32,0.23,0.21,0.25,0.24,0.21,0.24,0.21,0.0,0.24,0.26,0.0,0.0,0.0,0.0,0.0,0.35,0.29,0.26,0.0,0.0,0.0,0.0,0.51,0.45,0.28,0.24,0.21,0.0,0.2,96.49
10/12/2021,0.74,0.6,0.57,0.57,0.56,0.61,0.39,0.57,0.61,0.64,0.71,0.55,0.62,0.0,0.61,0.56,0.64,0.59,0.57,0.53,0.57,0.57,0.53,0.54,0.54,0.57,0.46,0.55,0.59,0.57,0.56,0.59,0.55,0.6,0.56,0.53,0.56,0.64,0.57,0.71,0.53,0.6,0.54,0.56,0.5,0.58,0.57,0.53,0.47,0.6,0.55,0.52,0.54,0.56,0.63,0.54,0.53,0.53,0.55,0.58,0.55,0.59,0.53,0.58,0.57,0.56,0.6,0.57,0.53,0.6,0.53,0.0,0.55,0.5,0.53,0.57,0.55,0.5,0.57,0.52,0.52,0.4,0.57,0.53,0.5,0.63,0.51,0.45,0.51,0.0,0.52,0.57,0.5,0.52,0.51,0.66,0.54,0.59,0.54,0.6,0.49,0.58,0.49,0.61,0.46,0.52,0.52,0.54,0.61,0.51,0.39,0.54,0.47,0.52,0.52,0.5,0.38,0.52,0.53,0.5,0.36,0.56,0.53,0.54,0.52,0.53,0.48,0.45,0.58,0.52,0.49,0.46,0.45,0.48,0.62,0.56,0.57,0.41,0.41,0.45,0.55,0.42,0.56,0.34,0.46,0.48,0.58,0.45,0.25,0.4,0.37,0.42,0.0,0.48,0.36,0.5,0.35,0.37,0.0,0.36,0.0,0.35,0.6,0.38,0.36,0.37,0.4,0.43,0.39,0.35,0.4,0.22,0.34,0.3,0.43,0.32,0.25,0.27,0.27,0.3,0.29,0.61,0.3,0.29,0.29,0.31,0.26,0.32,0.23,0.21,0.25,0.24,0.21,0.23,0.21,0.0,0.24,0.26,0.0,0.0,0.0,0.0,0.0,0.35,0.29,0.26,0.0,0.0,0.0,0.0,0.51,0.45,0.27,0.24,0.21,0.0,0.2,96.41
