,NESN.SW,ROG.SW,ASML.AS,MC.PA,NOVN.SW,NOVO B.CO,OR.PA,AZN.L,SAP.DE,ULVR.L,DPW.DE,SAN.PA,KNIN.SW,FERG.L,ADS.DE,GSK.L,HFG.DE,DGE.L,AD.AS,PGHN.SW,TTE.PA,ADM.L,SIE.DE,RMS.PA,SBRY.L,SU.PA,RIO.L,MT.AS,FDJ.PA,DAI.DE,ZAL.DE,ATO.PA,BATS.L,BNP.PA,VOE.VI,IBE.MC,ALV.DE,AUTO.L,ENEL.MI,SGO.PA,JD.L,IPN.PA,SGSN.SW,MNG.L,BRBY.L,PHIA.AS,BOL.PA,AI.PA,SWMA.ST,PUM.DE,HEI.DE,MAERSK B.CO,MONC.MI,HL.L,LOGN.SW,ACS.MC,RAND.AS,AV.L,MAERSKA.CO,FRE.DE,KER.PA,KINV B.ST,INVE B.ST,CAP.PA,ORNBV.HE,BN.PA,JMT.LS,KGF.L,CA.PA,WKL.AS,DIM.PA,UBSG.SW,RDSA.AS,MRK.DE,PUB.PA,RITN.,REL.L,HSBA.L,VOW3.DE,NEM.DE,FGR.PA,DTE.DE,JMAT.L,VOW.,COLO B.CO,EL.PA,ABBN.SW,RKT.L,RWE.DE,BMW.DE,DG.PA,LONN.SW,PNDORA.CO,SGE.L,STMN.SW,BAYN.DE,ADYEN.AS,DIA.MI,RBI.VI,BHP.L,GLEN.L,GIVN.SW,ERIC B.ST,DSV.CO,VOD.L,NHY.OL,BBVA.MC,FME.DE,RI.PA,UN01.DE,SIKA.SW,BNR.DE,BAS.DE,RO.SW,EQT.ST,BEI.DE,RYDBF,RACE.MI,SEV.PA,ITX.MC,RAA.DE,NN.AS,NXT.L,LR.PA,DSM.AS,EN.PA,STJ.L,EXPN.L,IMB.L,NG.L,BP.L,TEP.PA,ATCO A.ST,AHT.L,ISP.MI,ENGI.PA,INGA.AS,GJF.OL,DSY.PA,BIM.PA,SKA B.ST,GEBN.SW,SGRO.L,CRH.L,AAL.L,TIAJF,STM.PA,CLNX.MC,KBX.DE,CARL B.CO,UCB.BR,CNP.PA,BMW3.,REP.MC,ABI.BR,EVO.ST,DB1.DE,ZURN,TIT.MI,IFX.DE,PRX.AS,KNEBV.HE,HEXA B.ST,HOLN.SW,SRT3.,EVR.L,CRDA.L,CNHI.MI,STLA.MI,LISP.SW,VNA.DE,SN.L,VWS.CO,GMAB.CO,DWNI.DE,HM B.ST,AFX.DE,HIK.L,BARC.L,SK.PA,REC.MI,WPP.L,AKZA.AS,SCHB.OL,KESKOB.HE,CABK.MC,SPX.L,SAND.ST,NOKIA.HE,SY1.DE,PST.MI,G.MI,ORSTED.CO,DANSKE.CO,SECU B.ST,CSGN.SW,ENR.DE,ACA.PA,LSEG.L,CCEP,FPE3.DE,VIE.PA,VOLV B.ST,DSYA.,MRO.L,ERF.PA,VIV.PA,EOAN.DE,ELUX B.ST,EMSN.SW,AGS.BR,USD,1164.HK,ZURN.SW,UG,ADEN.SW,FPE3.,NIBE B.ST,CFR.SW,QGEN,LLOY.L,GLE.PA,COLR.BR,AIR.PA,DBK.DE,SAN.MC,INPST.AS,SHL.DE,GBP,TEF.MC,AGN.AS,FJLU1,n/a,ML.PA,ASM.AS,BVI.PA,SUM
07/26/2021,2.92,2.39,2.03,1.68,1.49,1.39,1.17,1.1,1.03,1.04,0.94,0.93,0.86,0.81,0.8,0.78,0.73,0.73,0.74,0.76,0.69,0.75,0.69,0.72,0.64,0.62,0.63,0.61,0.57,0.57,0.55,0.44,0.55,0.53,0.57,0.53,0.53,0.53,0.51,0.52,0.48,0.49,0.5,0.47,0.47,0.46,0.47,0.47,0.44,0.46,0.45,0.42,0.45,0.43,0.43,0.41,0.43,0.4,0.4,0.43,0.42,0.41,0.43,0.41,0.38,0.39,0.4,0.39,0.35,0.42,0.4,0.4,0.35,0.37,0.37,0.36,0.35,0.33,0.37,0.38,0.34,0.34,0.34,0.35,0.37,0.33,0.35,0.32,0.31,0.31,0.31,0.32,0.31,0.32,0.35,0.32,0.32,0.32,0.3,0.32,0.3,0.32,0.28,0.3,0.28,0.29,0.29,0.3,0.29,0.3,0.3,0.31,0.28,0.29,0.31,0.28,0.27,0.27,0.28,0.26,0.29,0.28,0.27,0.28,0.27,0.27,0.26,0.28,0.25,0.24,0.23,0.25,0.27,0.25,0.24,0.23,0.23,0.23,0.0,0.22,0.23,0.24,0.24,0.23,0.22,0.2,0.22,0.21,0.22,0.21,0.21,0.22,0.21,0.19,0.21,0.2,0.2,0.21,0.19,0.2,0.22,0.21,0.21,0.2,0.2,0.21,0.21,0.2,0.19,0.21,0.2,0.18,0.18,0.2,0.19,0.18,0.2,0.19,0.18,0.18,0.18,0.18,0.18,0.19,0.19,0.18,0.18,0.19,0.2,0.17,0.0,0.17,0.18,0.18,0.17,0.0,0.0,0.16,0.0,0.0,0.17,0.17,0.0,0.23,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.89
07/27/2021,2.86,2.29,2.13,1.69,1.49,1.4,1.17,1.09,1.0,0.99,0.94,0.93,0.84,0.81,0.81,0.77,0.75,0.73,0.73,0.77,0.68,0.75,0.7,0.72,0.63,0.63,0.62,0.62,0.57,0.59,0.56,0.44,0.55,0.52,0.57,0.53,0.53,0.53,0.52,0.53,0.47,0.48,0.5,0.46,0.48,0.47,0.47,0.47,0.46,0.46,0.45,0.42,0.46,0.44,0.42,0.41,0.44,0.39,0.39,0.43,0.42,0.42,0.44,0.41,0.38,0.38,0.4,0.39,0.35,0.42,0.42,0.4,0.34,0.38,0.37,0.37,0.35,0.33,0.36,0.39,0.34,0.33,0.34,0.34,0.37,0.33,0.35,0.31,0.31,0.31,0.31,0.34,0.31,0.33,0.35,0.31,0.33,0.32,0.3,0.31,0.3,0.31,0.27,0.3,0.29,0.29,0.29,0.3,0.29,0.3,0.31,0.31,0.28,0.28,0.35,0.27,0.26,0.27,0.27,0.26,0.31,0.28,0.27,0.28,0.27,0.27,0.26,0.28,0.25,0.24,0.23,0.25,0.27,0.25,0.24,0.24,0.23,0.23,0.0,0.22,0.25,0.24,0.24,0.22,0.22,0.2,0.22,0.22,0.22,0.2,0.21,0.22,0.21,0.19,0.21,0.21,0.21,0.0,0.19,0.2,0.21,0.21,0.22,0.2,0.21,0.21,0.21,0.2,0.0,0.21,0.2,0.18,0.17,0.2,0.19,0.17,0.21,0.19,0.18,0.17,0.18,0.18,0.18,0.19,0.2,0.18,0.19,0.19,0.19,0.17,0.0,0.17,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.17,0.17,0.17,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.32,0.21,0.18,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.02000000000001
07/28/2021,2.86,2.29,2.13,1.69,1.49,1.4,1.17,1.09,1.0,0.99,0.94,0.93,0.84,0.81,0.81,0.77,0.75,0.73,0.73,0.77,0.68,0.75,0.7,0.72,0.63,0.63,0.62,0.62,0.57,0.59,0.56,0.44,0.55,0.52,0.57,0.53,0.53,0.53,0.52,0.53,0.47,0.48,0.5,0.46,0.48,0.47,0.47,0.47,0.46,0.46,0.45,0.42,0.46,0.44,0.42,0.41,0.44,0.39,0.39,0.43,0.42,0.42,0.44,0.41,0.38,0.38,0.4,0.39,0.35,0.42,0.42,0.4,0.34,0.38,0.37,0.37,0.35,0.33,0.36,0.39,0.34,0.33,0.34,0.34,0.37,0.33,0.35,0.31,0.31,0.31,0.31,0.34,0.31,0.33,0.35,0.31,0.33,0.32,0.3,0.31,0.3,0.31,0.27,0.3,0.29,0.29,0.29,0.3,0.29,0.3,0.31,0.31,0.28,0.28,0.35,0.27,0.26,0.27,0.27,0.26,0.31,0.28,0.27,0.28,0.27,0.27,0.26,0.28,0.25,0.24,0.23,0.25,0.27,0.25,0.24,0.24,0.23,0.23,0.0,0.22,0.25,0.24,0.24,0.22,0.22,0.2,0.22,0.22,0.22,0.2,0.21,0.22,0.21,0.19,0.21,0.21,0.21,0.0,0.19,0.2,0.21,0.21,0.22,0.2,0.21,0.21,0.21,0.2,0.0,0.21,0.2,0.18,0.17,0.2,0.19,0.17,0.21,0.19,0.18,0.17,0.18,0.18,0.18,0.19,0.2,0.18,0.19,0.19,0.19,0.17,0.0,0.17,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.17,0.17,0.17,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.32,0.21,0.18,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.02000000000001
07/29/2021,2.83,2.28,2.13,1.69,1.48,1.37,1.17,1.07,1.0,0.97,0.94,0.92,0.84,0.81,0.79,0.77,0.75,0.72,0.74,0.77,0.7,0.75,0.7,0.72,0.64,0.63,0.64,0.65,0.55,0.59,0.56,0.44,0.55,0.54,0.59,0.53,0.53,0.52,0.52,0.53,0.47,0.48,0.5,0.47,0.48,0.45,0.47,0.46,0.46,0.46,0.46,0.42,0.46,0.44,0.42,0.41,0.44,0.4,0.4,0.43,0.42,0.42,0.44,0.41,0.38,0.38,0.4,0.39,0.35,0.42,0.41,0.4,0.35,0.38,0.37,0.38,0.35,0.33,0.36,0.38,0.34,0.33,0.34,0.34,0.37,0.33,0.35,0.31,0.31,0.31,0.31,0.33,0.31,0.33,0.35,0.31,0.33,0.32,0.31,0.33,0.31,0.31,0.27,0.3,0.28,0.29,0.3,0.29,0.28,0.31,0.3,0.31,0.28,0.28,0.36,0.27,0.27,0.27,0.27,0.26,0.32,0.28,0.27,0.28,0.27,0.27,0.26,0.28,0.25,0.24,0.23,0.25,0.27,0.25,0.24,0.24,0.23,0.23,0.0,0.22,0.24,0.24,0.24,0.23,0.23,0.2,0.22,0.21,0.22,0.2,0.21,0.22,0.21,0.19,0.21,0.22,0.2,0.21,0.19,0.2,0.19,0.21,0.21,0.2,0.21,0.21,0.21,0.2,0.18,0.21,0.19,0.18,0.0,0.2,0.19,0.17,0.21,0.19,0.18,0.17,0.18,0.18,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.17,0.17,0.17,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.17,0.17,0.17,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.22,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.88
07/30/2021,2.86,2.29,2.09,1.69,1.48,1.38,1.17,1.07,1.02,0.98,0.93,0.92,0.84,0.81,0.79,0.77,0.74,0.73,0.74,0.77,0.7,0.76,0.7,0.72,0.64,0.63,0.63,0.65,0.54,0.59,0.54,0.45,0.56,0.53,0.59,0.52,0.53,0.52,0.52,0.53,0.47,0.48,0.5,0.47,0.48,0.44,0.47,0.47,0.46,0.46,0.46,0.42,0.46,0.44,0.38,0.41,0.42,0.39,0.4,0.43,0.42,0.42,0.44,0.41,0.38,0.38,0.4,0.39,0.35,0.42,0.42,0.41,0.35,0.38,0.36,0.37,0.35,0.34,0.35,0.39,0.34,0.33,0.34,0.34,0.36,0.33,0.35,0.29,0.31,0.31,0.31,0.33,0.3,0.33,0.35,0.31,0.33,0.32,0.31,0.33,0.31,0.31,0.26,0.3,0.29,0.3,0.3,0.3,0.29,0.31,0.3,0.31,0.28,0.29,0.35,0.27,0.27,0.27,0.27,0.25,0.32,0.28,0.27,0.28,0.27,0.27,0.26,0.28,0.25,0.25,0.23,0.25,0.27,0.25,0.24,0.24,0.23,0.23,0.0,0.22,0.24,0.24,0.24,0.23,0.23,0.2,0.22,0.21,0.22,0.21,0.21,0.22,0.2,0.2,0.21,0.23,0.2,0.21,0.19,0.19,0.18,0.21,0.22,0.2,0.21,0.21,0.22,0.2,0.18,0.22,0.19,0.18,0.17,0.2,0.19,0.17,0.21,0.19,0.19,0.17,0.18,0.18,0.18,0.18,0.2,0.19,0.19,0.19,0.19,0.17,0.17,0.17,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.22,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.84
08/02/2021,2.82,2.3,2.14,1.71,1.48,1.39,1.16,1.07,1.03,0.99,0.92,0.91,0.83,0.79,0.78,0.77,0.71,0.74,0.74,0.79,0.71,0.76,0.69,0.72,0.65,0.62,0.66,0.68,0.54,0.6,0.54,0.44,0.54,0.54,0.6,0.52,0.53,0.52,0.51,0.52,0.46,0.49,0.5,0.47,0.48,0.44,0.47,0.45,0.45,0.45,0.46,0.41,0.44,0.44,0.37,0.42,0.41,0.4,0.38,0.43,0.43,0.43,0.43,0.43,0.38,0.4,0.41,0.38,0.36,0.43,0.43,0.41,0.36,0.38,0.36,0.38,0.36,0.33,0.35,0.39,0.34,0.33,0.33,0.34,0.37,0.33,0.35,0.28,0.31,0.31,0.31,0.33,0.3,0.32,0.36,0.31,0.34,0.32,0.31,0.33,0.32,0.31,0.26,0.29,0.28,0.31,0.29,0.3,0.29,0.31,0.3,0.31,0.28,0.29,0.35,0.27,0.28,0.28,0.27,0.25,0.32,0.28,0.26,0.27,0.27,0.27,0.27,0.29,0.25,0.24,0.24,0.25,0.27,0.24,0.24,0.24,0.23,0.23,0.0,0.23,0.24,0.24,0.24,0.23,0.25,0.2,0.23,0.21,0.22,0.2,0.21,0.22,0.2,0.19,0.19,0.22,0.2,0.21,0.18,0.2,0.2,0.2,0.22,0.2,0.21,0.21,0.22,0.2,0.19,0.22,0.19,0.17,0.17,0.2,0.19,0.17,0.21,0.19,0.19,0.0,0.18,0.18,0.18,0.18,0.2,0.19,0.19,0.19,0.2,0.17,0.0,0.17,0.17,0.17,0.18,0.0,0.0,0.0,0.0,0.16,0.17,0.18,0.0,0.24,0.17,0.0,0.16,0.0,0.0,0.17,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.87
08/03/2021,2.82,2.3,2.14,1.71,1.48,1.39,1.16,1.07,1.03,0.99,0.92,0.91,0.83,0.79,0.78,0.77,0.71,0.74,0.74,0.79,0.71,0.76,0.69,0.72,0.65,0.62,0.66,0.68,0.54,0.6,0.54,0.44,0.54,0.54,0.6,0.52,0.53,0.52,0.51,0.52,0.46,0.49,0.5,0.47,0.48,0.44,0.47,0.45,0.45,0.45,0.46,0.41,0.44,0.44,0.37,0.42,0.41,0.4,0.38,0.43,0.43,0.43,0.43,0.43,0.38,0.4,0.41,0.38,0.36,0.43,0.43,0.41,0.36,0.38,0.36,0.38,0.36,0.33,0.35,0.39,0.34,0.33,0.33,0.34,0.37,0.33,0.35,0.28,0.31,0.31,0.31,0.33,0.3,0.32,0.36,0.31,0.34,0.32,0.31,0.33,0.32,0.31,0.26,0.29,0.28,0.31,0.29,0.3,0.29,0.31,0.3,0.31,0.28,0.29,0.35,0.27,0.28,0.28,0.27,0.25,0.32,0.28,0.26,0.27,0.27,0.27,0.27,0.29,0.25,0.24,0.24,0.25,0.27,0.24,0.24,0.24,0.23,0.23,0.0,0.23,0.24,0.24,0.24,0.23,0.25,0.2,0.23,0.21,0.22,0.2,0.21,0.22,0.2,0.19,0.19,0.22,0.2,0.21,0.18,0.2,0.2,0.2,0.22,0.2,0.21,0.21,0.22,0.2,0.19,0.22,0.19,0.17,0.17,0.2,0.19,0.17,0.21,0.19,0.19,0.0,0.18,0.18,0.18,0.18,0.2,0.19,0.19,0.19,0.2,0.17,0.0,0.17,0.17,0.17,0.18,0.0,0.0,0.0,0.0,0.16,0.17,0.18,0.0,0.24,0.17,0.0,0.16,0.0,0.0,0.17,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.87
08/04/2021,2.86,2.33,2.13,1.69,1.49,1.42,1.17,1.07,1.03,1.0,0.9,0.91,0.84,0.79,0.78,0.78,0.7,0.74,0.74,0.79,0.7,0.76,0.69,0.72,0.64,0.64,0.64,0.67,0.52,0.59,0.52,0.43,0.53,0.53,0.59,0.52,0.52,0.52,0.5,0.54,0.46,0.5,0.5,0.47,0.48,0.45,0.48,0.45,0.45,0.45,0.45,0.42,0.44,0.44,0.38,0.41,0.4,0.39,0.39,0.42,0.43,0.42,0.43,0.43,0.38,0.41,0.41,0.38,0.35,0.43,0.44,0.41,0.36,0.38,0.36,0.38,0.36,0.33,0.35,0.39,0.34,0.33,0.33,0.34,0.37,0.34,0.35,0.28,0.31,0.31,0.31,0.34,0.3,0.33,0.36,0.31,0.33,0.32,0.32,0.32,0.31,0.32,0.26,0.3,0.28,0.3,0.29,0.28,0.29,0.31,0.31,0.31,0.28,0.29,0.34,0.27,0.28,0.28,0.27,0.25,0.32,0.28,0.26,0.28,0.27,0.27,0.27,0.29,0.25,0.24,0.23,0.25,0.27,0.24,0.24,0.23,0.23,0.23,0.0,0.24,0.23,0.24,0.24,0.23,0.24,0.2,0.23,0.21,0.22,0.2,0.21,0.21,0.2,0.19,0.19,0.21,0.2,0.21,0.18,0.2,0.2,0.2,0.22,0.2,0.21,0.21,0.23,0.2,0.19,0.22,0.19,0.17,0.17,0.2,0.19,0.17,0.21,0.19,0.19,0.17,0.18,0.17,0.18,0.18,0.2,0.18,0.19,0.19,0.2,0.18,0.0,0.17,0.17,0.17,0.18,0.0,0.0,0.0,0.0,0.17,0.17,0.18,0.0,0.25,0.0,0.0,0.0,0.16,0.0,0.17,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.83
08/05/2021,2.85,2.33,2.16,1.71,1.48,1.41,1.19,1.06,1.03,0.99,0.9,0.91,0.84,0.79,0.8,0.77,0.7,0.74,0.74,0.79,0.7,0.75,0.7,0.73,0.64,0.64,0.64,0.66,0.52,0.6,0.53,0.43,0.53,0.52,0.59,0.51,0.48,0.52,0.5,0.54,0.47,0.5,0.5,0.47,0.49,0.44,0.47,0.45,0.45,0.46,0.45,0.42,0.44,0.44,0.37,0.42,0.4,0.39,0.39,0.41,0.44,0.43,0.43,0.44,0.38,0.41,0.41,0.38,0.35,0.43,0.44,0.41,0.36,0.38,0.36,0.38,0.36,0.33,0.35,0.4,0.34,0.32,0.33,0.34,0.37,0.35,0.34,0.28,0.31,0.31,0.31,0.34,0.3,0.33,0.36,0.31,0.33,0.33,0.31,0.33,0.31,0.31,0.27,0.29,0.28,0.3,0.29,0.28,0.28,0.3,0.31,0.31,0.27,0.29,0.35,0.27,0.28,0.27,0.27,0.26,0.32,0.28,0.26,0.28,0.27,0.27,0.27,0.29,0.25,0.24,0.23,0.25,0.27,0.24,0.24,0.23,0.23,0.23,0.0,0.24,0.23,0.24,0.24,0.23,0.25,0.2,0.23,0.22,0.22,0.2,0.21,0.21,0.2,0.19,0.19,0.21,0.2,0.21,0.19,0.2,0.2,0.2,0.22,0.2,0.22,0.21,0.23,0.2,0.19,0.22,0.2,0.17,0.17,0.2,0.19,0.17,0.21,0.19,0.19,0.0,0.19,0.17,0.18,0.18,0.2,0.18,0.19,0.18,0.2,0.17,0.17,0.17,0.17,0.17,0.18,0.0,0.0,0.0,0.16,0.0,0.18,0.18,0.0,0.25,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.89000000000001
08/06/2021,2.83,2.33,2.15,1.73,1.48,1.41,1.19,1.06,1.03,0.99,0.9,0.9,0.83,0.79,0.81,0.78,0.69,0.74,0.75,0.8,0.71,0.76,0.7,0.74,0.66,0.64,0.65,0.67,0.51,0.59,0.53,0.42,0.53,0.53,0.58,0.52,0.48,0.52,0.49,0.55,0.47,0.5,0.5,0.48,0.49,0.44,0.47,0.45,0.45,0.46,0.45,0.41,0.45,0.43,0.37,0.41,0.4,0.39,0.39,0.42,0.44,0.43,0.43,0.44,0.38,0.41,0.42,0.38,0.36,0.43,0.43,0.41,0.36,0.38,0.36,0.38,0.36,0.33,0.35,0.39,0.34,0.33,0.33,0.34,0.38,0.35,0.35,0.28,0.31,0.29,0.31,0.35,0.3,0.33,0.36,0.3,0.33,0.32,0.31,0.33,0.31,0.31,0.26,0.29,0.28,0.3,0.3,0.29,0.28,0.3,0.31,0.31,0.28,0.29,0.36,0.27,0.28,0.27,0.27,0.25,0.32,0.28,0.26,0.28,0.27,0.27,0.27,0.29,0.25,0.24,0.24,0.25,0.27,0.23,0.24,0.24,0.23,0.23,0.0,0.23,0.23,0.24,0.24,0.23,0.25,0.2,0.23,0.22,0.21,0.19,0.21,0.21,0.19,0.2,0.18,0.2,0.19,0.21,0.18,0.2,0.19,0.2,0.22,0.2,0.22,0.21,0.23,0.2,0.2,0.22,0.2,0.16,0.17,0.2,0.19,0.17,0.21,0.19,0.19,0.0,0.18,0.17,0.18,0.18,0.2,0.18,0.19,0.18,0.2,0.17,0.0,0.17,0.17,0.17,0.18,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.25,0.17,0.16,0.0,0.16,0.0,0.17,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.87
08/10/2021,2.77,2.31,2.19,1.72,1.46,1.51,1.19,1.04,1.05,0.97,0.9,0.89,0.82,0.79,0.77,0.78,0.66,0.74,0.74,0.8,0.71,0.76,0.72,0.74,0.65,0.65,0.62,0.66,0.5,0.59,0.5,0.46,0.52,0.55,0.61,0.51,0.49,0.51,0.49,0.57,0.47,0.49,0.49,0.49,0.49,0.42,0.48,0.45,0.45,0.46,0.45,0.41,0.44,0.44,0.37,0.42,0.4,0.4,0.39,0.42,0.44,0.44,0.43,0.44,0.37,0.41,0.4,0.37,0.36,0.42,0.43,0.41,0.37,0.39,0.36,0.37,0.36,0.34,0.35,0.41,0.34,0.32,0.32,0.36,0.37,0.35,0.35,0.28,0.31,0.3,0.31,0.34,0.28,0.33,0.36,0.28,0.33,0.32,0.32,0.32,0.31,0.31,0.26,0.28,0.28,0.29,0.31,0.28,0.28,0.3,0.3,0.31,0.27,0.28,0.36,0.28,0.28,0.28,0.27,0.25,0.33,0.28,0.26,0.28,0.27,0.27,0.27,0.28,0.25,0.24,0.24,0.25,0.27,0.24,0.24,0.24,0.24,0.23,0.0,0.23,0.23,0.24,0.24,0.23,0.25,0.2,0.24,0.22,0.22,0.19,0.21,0.21,0.19,0.19,0.18,0.19,0.2,0.0,0.19,0.21,0.19,0.2,0.22,0.2,0.22,0.21,0.23,0.2,0.0,0.21,0.2,0.0,0.18,0.2,0.19,0.0,0.21,0.17,0.2,0.0,0.19,0.18,0.18,0.19,0.2,0.19,0.19,0.18,0.2,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.0,0.17,0.0,0.0,0.18,0.18,0.0,0.25,0.17,0.18,0.0,0.0,0.0,0.17,0.0,0.0,0.32,0.22,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.99000000000001
08/11/2021,2.77,2.31,2.19,1.72,1.46,1.51,1.19,1.04,1.05,0.97,0.9,0.89,0.82,0.79,0.77,0.78,0.66,0.74,0.74,0.8,0.71,0.76,0.72,0.74,0.65,0.65,0.62,0.66,0.5,0.59,0.5,0.46,0.52,0.55,0.61,0.51,0.49,0.51,0.49,0.57,0.47,0.49,0.49,0.49,0.49,0.42,0.48,0.45,0.45,0.46,0.45,0.41,0.44,0.44,0.37,0.42,0.4,0.4,0.39,0.42,0.44,0.44,0.43,0.44,0.37,0.4,0.4,0.37,0.36,0.42,0.43,0.41,0.37,0.39,0.36,0.37,0.36,0.34,0.35,0.41,0.34,0.32,0.32,0.36,0.37,0.35,0.35,0.28,0.31,0.3,0.31,0.34,0.28,0.33,0.36,0.28,0.33,0.32,0.32,0.32,0.31,0.31,0.26,0.28,0.28,0.29,0.31,0.28,0.28,0.3,0.3,0.31,0.27,0.28,0.36,0.28,0.28,0.28,0.27,0.25,0.33,0.28,0.26,0.28,0.27,0.27,0.27,0.28,0.25,0.24,0.24,0.25,0.27,0.24,0.24,0.24,0.24,0.23,0.0,0.23,0.23,0.24,0.24,0.23,0.25,0.2,0.24,0.22,0.22,0.19,0.21,0.21,0.19,0.19,0.18,0.19,0.2,0.22,0.19,0.21,0.19,0.2,0.22,0.2,0.22,0.21,0.23,0.2,0.2,0.21,0.2,0.0,0.18,0.2,0.19,0.0,0.21,0.17,0.2,0.0,0.19,0.18,0.18,0.19,0.2,0.19,0.19,0.18,0.2,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.0,0.17,0.0,0.0,0.18,0.18,0.0,0.25,0.17,0.18,0.0,0.0,0.0,0.17,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.87
