,NESN.SW,ROG.SW,ASML.AS,MC.PA,NOVN.SW,NOVO B.CO,OR.PA,AZN.L,SAP.DE,ULVR.L,DPW.DE,SAN.PA,KNIN.SW,FERG.L,ADS.DE,GSK.L,HFG.DE,DGE.L,AD.AS,PGHN.SW,TTE.PA,ADM.L,SIE.DE,RMS.PA,SBRY.L,SU.PA,RIO.L,MT.AS,FDJ.PA,DAI.DE,ZAL.DE,ATO.PA,BATS.L,BNP.PA,VOE.VI,IBE.MC,ALV.DE,AUTO.L,ENEL.MI,SGO.PA,JD.L,IPN.PA,SGSN.SW,MNG.L,BRBY.L,PHIA.AS,BOL.PA,AI.PA,SWMA.ST,PUM.DE,HEI.DE,MAERSK B.CO,MONC.MI,HL.L,LOGN.SW,ACS.MC,RAND.AS,AV.L,MAERSKA.CO,FRE.DE,KER.PA,KINV B.ST,INVE B.ST,CAP.PA,ORNBV.HE,BN.PA,JMT.LS,KGF.L,CA.PA,WKL.AS,DIM.PA,UBSG.SW,RDSA.AS,MRK.DE,PUB.PA,RITN.,REL.L,HSBA.L,VOW3.DE,NEM.DE,FGR.PA,DTE.DE,JMAT.L,VOW.,COLO B.CO,EL.PA,ABBN.SW,RKT.L,RWE.DE,BMW.DE,DG.PA,LONN.SW,PNDORA.CO,SGE.L,STMN.SW,BAYN.DE,ADYEN.AS,DIA.MI,RBI.VI,BHP.L,GLEN.L,GIVN.SW,ERIC B.ST,DSV.CO,VOD.L,NHY.OL,BBVA.MC,FME.DE,RI.PA,UN01.DE,SIKA.SW,BNR.DE,BAS.DE,RO.SW,EQT.ST,BEI.DE,RYDBF,RACE.MI,SEV.PA,ITX.MC,RAA.DE,NN.AS,NXT.L,LR.PA,DSM.AS,EN.PA,STJ.L,EXPN.L,IMB.L,NG.L,BP.L,TEP.PA,ATCO A.ST,AHT.L,ISP.MI,ENGI.PA,INGA.AS,GJF.OL,DSY.PA,BIM.PA,SKA B.ST,GEBN.SW,SGRO.L,CRH.L,AAL.L,TIAJF,STM.PA,CLNX.MC,KBX.DE,CARL B.CO,UCB.BR,CNP.PA,BMW3.,REP.MC,ABI.BR,EVO.ST,DB1.DE,ZURN,TIT.MI,IFX.DE,PRX.AS,KNEBV.HE,HEXA B.ST,HOLN.SW,SRT3.,EVR.L,CRDA.L,CNHI.MI,STLA.MI,LISP.SW,VNA.DE,SN.L,VWS.CO,GMAB.CO,DWNI.DE,HM B.ST,AFX.DE,HIK.L,BARC.L,SK.PA,REC.MI,WPP.L,AKZA.AS,SCHB.OL,KESKOB.HE,CABK.MC,SPX.L,SAND.ST,NOKIA.HE,SY1.DE,PST.MI,G.MI,ORSTED.CO,DANSKE.CO,SECU B.ST,CSGN.SW,ENR.DE,ACA.PA,LSEG.L,CCEP,FPE3.DE,VIE.PA,VOLV B.ST,DSYA.,MRO.L,ERF.PA,VIV.PA,EOAN.DE,ELUX B.ST,EMSN.SW,AGS.BR,USD,1164.HK,ZURN.SW,UG,ADEN.SW,FPE3.,NIBE B.ST,CFR.SW,QGEN,LLOY.L,GLE.PA,COLR.BR,AIR.PA,DBK.DE,SAN.MC,INPST.AS,SHL.DE,GBP,TEF.MC,AGN.AS,FJLU1,n/a,ML.PA,ASM.AS,BVI.PA,SUM
09/03/2021,2.81,2.39,2.34,1.55,1.47,1.51,1.18,1.08,1.07,0.95,0.93,0.91,0.82,0.81,0.75,0.78,0.68,0.71,0.8,0.7,0.7,0.79,0.72,0.69,0.68,0.67,0.76,0.64,0.6,0.55,0.51,0.63,0.53,0.45,0.6,0.52,0.49,0.39,0.49,0.54,0.5,0.46,0.48,0.0,0.42,0.44,0.47,0.46,0.46,0.44,0.44,0.42,0.41,0.39,0.35,0.41,0.4,0.38,0.39,0.29,0.37,0.37,0.41,0.45,0.38,0.4,0.42,0.36,0.37,0.43,0.37,0.41,0.48,0.43,0.37,0.0,0.37,0.31,0.34,0.43,0.35,0.33,0.0,0.32,0.35,0.35,0.35,0.27,0.38,0.29,0.31,0.37,0.27,0.34,0.37,0.28,0.37,0.33,0.21,0.31,0.44,0.31,0.27,0.31,0.29,0.26,0.29,0.28,0.27,0.2,0.31,0.31,0.27,0.3,0.36,0.25,0.45,0.28,0.27,0.36,0.33,0.29,0.26,0.28,0.28,0.0,0.27,0.28,0.24,0.24,0.23,0.26,0.27,0.27,0.0,0.25,0.2,0.23,0.25,0.24,0.24,0.26,0.25,0.24,0.24,0.2,0.25,0.18,0.23,0.19,0.22,0.21,0.19,0.4,0.18,0.18,0.0,0.23,0.19,0.22,0.18,0.0,0.23,0.19,0.19,0.28,0.24,0.23,0.27,0.34,0.0,0.0,0.0,0.21,0.0,0.19,0.21,0.18,0.2,0.16,0.19,0.18,0.18,0.0,0.19,0.19,0.2,0.18,0.19,0.0,0.17,0.17,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.17,0.19,0.0,0.0,0.0,0.19,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.33,0.17,0.35,0.29,0.27,0.25,0.22,0.22,0.22,0.2,0.18,0.18,0.17,0.0,0.0,0.0,0.0,0.0,82.47
09/06/2021,2.77,2.35,2.38,1.58,1.45,1.52,1.18,1.09,1.05,0.92,0.92,0.9,0.82,0.81,0.75,0.78,0.69,0.72,0.79,0.69,0.7,0.76,0.72,0.7,0.67,0.68,0.76,0.64,0.61,0.54,0.51,0.65,0.53,0.45,0.59,0.53,0.48,0.39,0.49,0.54,0.51,0.46,0.48,0.0,0.43,0.45,0.47,0.46,0.46,0.44,0.43,0.43,0.41,0.39,0.34,0.42,0.4,0.38,0.39,0.29,0.38,0.38,0.41,0.45,0.38,0.39,0.43,0.35,0.34,0.42,0.38,0.4,0.48,0.44,0.37,0.0,0.37,0.31,0.34,0.43,0.36,0.33,0.0,0.33,0.35,0.35,0.35,0.27,0.38,0.28,0.31,0.36,0.28,0.33,0.38,0.28,0.36,0.34,0.21,0.28,0.44,0.31,0.27,0.31,0.28,0.26,0.3,0.28,0.28,0.2,0.31,0.31,0.26,0.29,0.34,0.25,0.45,0.28,0.26,0.37,0.32,0.29,0.25,0.28,0.28,0.0,0.27,0.28,0.24,0.24,0.23,0.26,0.27,0.27,0.0,0.24,0.2,0.23,0.25,0.25,0.24,0.26,0.25,0.24,0.23,0.19,0.25,0.18,0.23,0.19,0.22,0.21,0.19,0.4,0.18,0.2,0.0,0.23,0.18,0.22,0.19,0.0,0.23,0.19,0.19,0.28,0.24,0.23,0.26,0.33,0.0,0.16,0.0,0.21,0.0,0.19,0.21,0.18,0.19,0.0,0.19,0.18,0.17,0.0,0.18,0.19,0.21,0.18,0.19,0.0,0.17,0.17,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.18,0.19,0.0,0.0,0.16,0.19,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.34,0.17,0.35,0.29,0.27,0.25,0.22,0.22,0.21,0.2,0.23,0.18,0.17,0.0,0.0,0.0,0.0,0.0,82.32999999999998
09/07/2021,2.78,2.36,2.39,1.56,1.44,1.51,1.18,1.08,1.05,0.93,0.92,0.91,0.82,0.81,0.74,0.79,0.7,0.72,0.79,0.69,0.7,0.77,0.73,0.69,0.67,0.68,0.77,0.63,0.61,0.54,0.51,0.65,0.53,0.45,0.59,0.53,0.48,0.39,0.49,0.54,0.51,0.45,0.48,0.0,0.42,0.45,0.47,0.46,0.46,0.44,0.43,0.44,0.4,0.39,0.35,0.42,0.4,0.39,0.4,0.29,0.38,0.38,0.41,0.45,0.39,0.4,0.43,0.35,0.34,0.43,0.38,0.41,0.48,0.44,0.37,0.0,0.37,0.31,0.34,0.44,0.36,0.32,0.0,0.32,0.35,0.35,0.35,0.28,0.38,0.28,0.31,0.36,0.28,0.34,0.37,0.28,0.36,0.34,0.22,0.29,0.45,0.31,0.27,0.31,0.29,0.26,0.29,0.28,0.28,0.2,0.31,0.31,0.26,0.29,0.34,0.25,0.45,0.28,0.26,0.36,0.33,0.29,0.26,0.28,0.28,0.0,0.28,0.29,0.24,0.24,0.23,0.26,0.27,0.27,0.0,0.24,0.2,0.23,0.25,0.26,0.24,0.26,0.25,0.24,0.24,0.19,0.25,0.18,0.23,0.19,0.22,0.21,0.19,0.4,0.17,0.19,0.0,0.0,0.18,0.22,0.19,0.0,0.23,0.19,0.19,0.28,0.24,0.23,0.0,0.34,0.0,0.0,0.0,0.21,0.0,0.19,0.21,0.18,0.2,0.0,0.19,0.18,0.17,0.0,0.19,0.19,0.21,0.18,0.19,0.0,0.16,0.17,0.0,0.0,0.17,0.0,0.0,0.16,0.0,0.0,0.18,0.19,0.0,0.0,0.17,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.27,0.0,0.0,0.18,0.33,0.17,0.35,0.29,0.27,0.25,0.22,0.22,0.21,0.2,0.0,0.18,0.17,0.32,0.17,0.16,0.0,0.0,82.56
09/08/2021,2.78,2.36,2.39,1.56,1.44,1.51,1.18,1.08,1.05,0.93,0.92,0.91,0.82,0.81,0.74,0.79,0.7,0.72,0.79,0.69,0.7,0.77,0.73,0.69,0.67,0.68,0.77,0.63,0.61,0.54,0.51,0.65,0.53,0.45,0.59,0.53,0.48,0.39,0.49,0.54,0.51,0.45,0.48,0.0,0.42,0.45,0.47,0.46,0.46,0.44,0.43,0.44,0.4,0.39,0.35,0.42,0.4,0.39,0.4,0.29,0.38,0.38,0.41,0.45,0.39,0.4,0.43,0.35,0.34,0.43,0.38,0.41,0.48,0.44,0.37,0.0,0.37,0.31,0.34,0.44,0.36,0.32,0.0,0.32,0.35,0.35,0.35,0.28,0.38,0.28,0.31,0.36,0.28,0.34,0.37,0.28,0.36,0.34,0.22,0.29,0.45,0.31,0.27,0.31,0.29,0.26,0.29,0.28,0.28,0.2,0.31,0.31,0.26,0.29,0.34,0.25,0.45,0.28,0.26,0.36,0.33,0.29,0.26,0.28,0.28,0.0,0.28,0.29,0.24,0.24,0.23,0.26,0.27,0.27,0.0,0.24,0.2,0.23,0.25,0.26,0.24,0.26,0.25,0.24,0.24,0.19,0.25,0.18,0.23,0.19,0.22,0.21,0.19,0.4,0.17,0.19,0.0,0.0,0.18,0.22,0.19,0.0,0.23,0.19,0.19,0.28,0.24,0.23,0.0,0.34,0.0,0.0,0.0,0.21,0.0,0.19,0.21,0.18,0.2,0.0,0.19,0.18,0.17,0.0,0.19,0.19,0.21,0.18,0.19,0.0,0.16,0.17,0.0,0.0,0.17,0.0,0.0,0.16,0.0,0.0,0.18,0.19,0.0,0.0,0.17,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.27,0.0,0.0,0.18,0.33,0.17,0.35,0.29,0.27,0.25,0.22,0.22,0.21,0.2,0.0,0.18,0.17,0.32,0.17,0.16,0.0,0.0,82.56
09/09/2021,2.78,2.36,2.39,1.56,1.44,1.51,1.18,1.08,1.05,0.93,0.92,0.91,0.82,0.81,0.74,0.79,0.7,0.72,0.79,0.69,0.7,0.77,0.73,0.69,0.67,0.68,0.77,0.63,0.61,0.54,0.51,0.65,0.53,0.45,0.59,0.53,0.48,0.39,0.49,0.54,0.51,0.45,0.48,0.0,0.42,0.45,0.47,0.46,0.46,0.44,0.43,0.44,0.4,0.39,0.35,0.42,0.4,0.39,0.4,0.29,0.38,0.38,0.41,0.45,0.39,0.4,0.43,0.35,0.34,0.43,0.38,0.41,0.48,0.44,0.37,0.0,0.37,0.31,0.34,0.43,0.36,0.32,0.0,0.32,0.35,0.35,0.35,0.28,0.38,0.28,0.31,0.36,0.28,0.34,0.37,0.28,0.36,0.34,0.22,0.29,0.45,0.31,0.27,0.31,0.29,0.26,0.29,0.28,0.28,0.2,0.31,0.31,0.26,0.29,0.34,0.25,0.45,0.28,0.26,0.36,0.33,0.29,0.26,0.28,0.28,0.0,0.28,0.29,0.24,0.24,0.23,0.26,0.27,0.27,0.0,0.24,0.2,0.23,0.25,0.26,0.24,0.26,0.25,0.24,0.24,0.19,0.25,0.18,0.23,0.19,0.22,0.21,0.19,0.4,0.17,0.19,0.0,0.0,0.18,0.22,0.19,0.0,0.23,0.19,0.19,0.28,0.24,0.23,0.27,0.34,0.0,0.0,0.0,0.21,0.0,0.19,0.21,0.18,0.2,0.0,0.19,0.18,0.17,0.0,0.19,0.19,0.21,0.18,0.19,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.16,0.18,0.19,0.0,0.0,0.17,0.19,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.18,0.33,0.17,0.35,0.29,0.27,0.25,0.22,0.22,0.21,0.2,0.24,0.18,0.17,0.0,0.0,0.16,0.16,0.0,82.47
09/10/2021,2.77,2.33,2.41,1.6,1.42,1.53,1.17,1.07,1.06,0.93,0.92,0.89,0.84,0.82,0.75,0.78,0.69,0.71,0.78,0.69,0.7,0.76,0.74,0.71,0.66,0.68,0.76,0.64,0.6,0.54,0.52,0.64,0.53,0.45,0.59,0.52,0.48,0.39,0.48,0.54,0.51,0.45,0.48,0.0,0.43,0.46,0.47,0.46,0.46,0.45,0.42,0.46,0.41,0.39,0.35,0.42,0.4,0.38,0.42,0.29,0.39,0.38,0.41,0.45,0.39,0.39,0.42,0.35,0.34,0.43,0.39,0.41,0.48,0.43,0.37,0.0,0.37,0.31,0.34,0.44,0.36,0.33,0.0,0.32,0.35,0.36,0.34,0.29,0.37,0.29,0.31,0.36,0.29,0.34,0.37,0.28,0.36,0.34,0.22,0.29,0.45,0.31,0.27,0.32,0.29,0.27,0.3,0.28,0.28,0.21,0.31,0.31,0.27,0.29,0.32,0.25,0.45,0.28,0.26,0.37,0.32,0.29,0.26,0.28,0.28,0.0,0.27,0.29,0.24,0.24,0.23,0.26,0.27,0.27,0.0,0.24,0.2,0.23,0.25,0.25,0.23,0.26,0.25,0.23,0.24,0.19,0.25,0.18,0.23,0.19,0.22,0.21,0.19,0.4,0.17,0.19,0.0,0.0,0.18,0.22,0.19,0.0,0.23,0.18,0.2,0.28,0.24,0.23,0.26,0.33,0.0,0.0,0.0,0.2,0.0,0.19,0.22,0.18,0.19,0.0,0.19,0.18,0.17,0.0,0.18,0.19,0.21,0.18,0.19,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.18,0.19,0.0,0.0,0.17,0.19,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.19,0.34,0.17,0.35,0.29,0.27,0.25,0.23,0.22,0.2,0.2,0.23,0.18,0.17,0.0,0.0,0.17,0.17,0.0,82.52
09/13/2021,2.79,2.27,2.41,1.63,1.39,1.52,1.19,1.06,1.04,0.94,0.91,0.87,0.84,0.82,0.75,0.77,0.69,0.72,0.79,0.68,0.7,0.77,0.74,0.72,0.67,0.68,0.74,0.63,0.62,0.53,0.53,0.61,0.52,0.45,0.58,0.52,0.48,0.4,0.48,0.55,0.52,0.45,0.48,0.0,0.43,0.45,0.48,0.46,0.46,0.45,0.42,0.46,0.42,0.38,0.35,0.42,0.4,0.38,0.42,0.28,0.39,0.38,0.41,0.45,0.38,0.39,0.42,0.36,0.34,0.43,0.4,0.41,0.48,0.44,0.37,0.0,0.37,0.31,0.33,0.45,0.36,0.33,0.0,0.31,0.36,0.36,0.34,0.28,0.38,0.28,0.31,0.36,0.29,0.34,0.38,0.28,0.37,0.35,0.22,0.28,0.45,0.31,0.27,0.31,0.28,0.28,0.29,0.28,0.28,0.21,0.31,0.31,0.27,0.29,0.32,0.26,0.45,0.28,0.27,0.37,0.32,0.29,0.26,0.28,0.28,0.0,0.27,0.29,0.24,0.24,0.23,0.26,0.27,0.27,0.0,0.24,0.2,0.23,0.26,0.26,0.23,0.26,0.25,0.23,0.24,0.19,0.25,0.18,0.23,0.19,0.21,0.21,0.18,0.39,0.17,0.19,0.0,0.0,0.18,0.22,0.18,0.0,0.23,0.18,0.2,0.28,0.24,0.22,0.26,0.33,0.0,0.0,0.0,0.2,0.0,0.19,0.22,0.18,0.19,0.0,0.19,0.18,0.0,0.0,0.18,0.19,0.21,0.18,0.19,0.0,0.17,0.18,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.18,0.19,0.0,0.0,0.0,0.19,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.19,0.34,0.17,0.35,0.29,0.27,0.25,0.23,0.22,0.2,0.19,0.23,0.18,0.17,0.0,0.0,0.17,0.17,0.0,82.44
09/14/2021,2.8,2.25,2.45,1.65,1.37,1.52,1.2,1.05,1.04,0.94,0.91,0.85,0.83,0.82,0.75,0.77,0.69,0.72,0.79,0.68,0.69,0.78,0.75,0.73,0.66,0.68,0.76,0.63,0.61,0.54,0.54,0.65,0.52,0.44,0.57,0.51,0.48,0.4,0.47,0.55,0.53,0.44,0.48,0.0,0.44,0.45,0.48,0.46,0.46,0.46,0.41,0.46,0.42,0.38,0.35,0.41,0.39,0.38,0.42,0.28,0.39,0.38,0.41,0.45,0.38,0.39,0.42,0.36,0.33,0.43,0.4,0.41,0.48,0.44,0.37,0.0,0.37,0.31,0.33,0.46,0.35,0.32,0.0,0.32,0.36,0.36,0.35,0.28,0.38,0.29,0.3,0.36,0.29,0.34,0.38,0.28,0.37,0.35,0.22,0.29,0.46,0.31,0.27,0.31,0.28,0.29,0.29,0.27,0.29,0.21,0.31,0.31,0.27,0.28,0.33,0.25,0.45,0.28,0.27,0.37,0.33,0.29,0.26,0.29,0.28,0.0,0.28,0.3,0.24,0.24,0.23,0.26,0.27,0.28,0.0,0.24,0.2,0.23,0.25,0.26,0.23,0.26,0.25,0.23,0.24,0.19,0.25,0.18,0.24,0.18,0.21,0.2,0.18,0.39,0.17,0.19,0.0,0.0,0.18,0.23,0.18,0.0,0.23,0.18,0.2,0.29,0.24,0.22,0.0,0.33,0.0,0.0,0.0,0.19,0.0,0.19,0.22,0.18,0.19,0.0,0.19,0.18,0.17,0.0,0.18,0.18,0.21,0.18,0.19,0.0,0.17,0.18,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.18,0.19,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.23,0.26,0.0,0.0,0.19,0.35,0.17,0.35,0.29,0.27,0.25,0.23,0.22,0.2,0.19,0.0,0.18,0.17,0.32,0.17,0.17,0.18,0.0,82.63
09/15/2021,2.8,2.24,2.45,1.65,1.37,1.52,1.2,1.05,1.04,0.94,0.91,0.85,0.83,0.82,0.75,0.77,0.69,0.72,0.78,0.68,0.69,0.78,0.75,0.73,0.66,0.68,0.76,0.63,0.61,0.54,0.54,0.65,0.52,0.44,0.57,0.51,0.48,0.4,0.47,0.55,0.53,0.44,0.48,0.0,0.44,0.45,0.48,0.46,0.46,0.46,0.41,0.46,0.42,0.38,0.35,0.41,0.39,0.38,0.42,0.28,0.39,0.38,0.41,0.45,0.38,0.39,0.42,0.36,0.33,0.43,0.4,0.41,0.48,0.44,0.37,0.0,0.37,0.31,0.33,0.46,0.35,0.32,0.0,0.32,0.36,0.36,0.35,0.28,0.37,0.29,0.3,0.36,0.29,0.34,0.38,0.28,0.37,0.35,0.22,0.29,0.46,0.31,0.27,0.31,0.28,0.29,0.29,0.27,0.29,0.21,0.31,0.31,0.27,0.28,0.33,0.25,0.45,0.28,0.27,0.37,0.33,0.29,0.26,0.29,0.28,0.0,0.28,0.3,0.24,0.24,0.23,0.26,0.27,0.28,0.0,0.24,0.2,0.23,0.25,0.26,0.23,0.26,0.25,0.23,0.24,0.19,0.25,0.18,0.24,0.18,0.21,0.2,0.18,0.39,0.17,0.19,0.0,0.0,0.18,0.23,0.18,0.0,0.23,0.18,0.2,0.29,0.24,0.22,0.26,0.33,0.0,0.0,0.0,0.19,0.0,0.19,0.22,0.18,0.19,0.16,0.19,0.18,0.17,0.0,0.18,0.18,0.21,0.18,0.19,0.0,0.17,0.18,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.18,0.19,0.0,0.0,0.0,0.2,0.0,0.17,0.0,0.16,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.19,0.35,0.17,0.35,0.29,0.27,0.25,0.23,0.22,0.2,0.19,0.21,0.18,0.17,0.0,0.0,0.0,0.18,0.0,82.48
09/16/2021,2.79,2.22,2.46,1.63,1.37,1.53,1.19,1.04,1.04,0.95,0.91,0.85,0.83,0.83,0.75,0.77,0.67,0.73,0.79,0.68,0.71,0.78,0.76,0.71,0.65,0.69,0.76,0.63,0.61,0.56,0.52,0.66,0.52,0.45,0.57,0.52,0.48,0.39,0.48,0.55,0.53,0.44,0.48,0.0,0.43,0.45,0.48,0.46,0.46,0.45,0.42,0.45,0.41,0.38,0.34,0.42,0.4,0.39,0.42,0.28,0.38,0.37,0.4,0.45,0.38,0.39,0.42,0.37,0.33,0.42,0.38,0.41,0.49,0.44,0.37,0.0,0.37,0.31,0.34,0.45,0.36,0.32,0.0,0.32,0.35,0.36,0.35,0.29,0.38,0.3,0.3,0.36,0.29,0.34,0.38,0.28,0.36,0.34,0.22,0.29,0.46,0.31,0.27,0.31,0.28,0.28,0.3,0.27,0.29,0.21,0.31,0.31,0.27,0.28,0.32,0.26,0.46,0.28,0.27,0.37,0.32,0.29,0.26,0.29,0.28,0.0,0.28,0.3,0.24,0.25,0.24,0.26,0.27,0.28,0.0,0.24,0.21,0.23,0.25,0.25,0.23,0.26,0.25,0.23,0.24,0.19,0.25,0.18,0.24,0.18,0.21,0.21,0.19,0.41,0.17,0.18,0.0,0.0,0.18,0.23,0.17,0.0,0.23,0.18,0.19,0.29,0.24,0.23,0.27,0.33,0.0,0.0,0.0,0.19,0.0,0.19,0.22,0.18,0.2,0.0,0.18,0.18,0.17,0.0,0.17,0.19,0.21,0.18,0.19,0.0,0.17,0.18,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.18,0.19,0.0,0.0,0.0,0.19,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.19,0.35,0.0,0.36,0.29,0.27,0.25,0.24,0.22,0.21,0.19,0.21,0.18,0.17,0.0,0.0,0.17,0.18,0.16,82.53
