,Us Dollar,Teva Pharmaceutical Finance Netherlands III B.V. 3.15%,Teva Pharmaceutical Finance Netherlands III B.V. 2.8%,SB Capital SA 5.12%,Southern Gas Corridor 6.88%,Tullow Oil 10.25%,CEMEX S.A.B. de C.V. 3.88%,First Quantum Minerals Ltd. 6.88%,VCTR,Sasol Financing USA LLC 5.88%,Petroleos Mexicanos 7.69%,BBVA Bancomer SA Institucion de Banca Multiple Grupo Financiero BBVA Bancom,First Quantum Minerals Ltd. 7.25%,Teva Pharmaceutical Finance Netherlands III B.V. 4.1%,JSC National Company KazMunayGas 5.75%,VTB Capital S.A. 6.95%,Wynn Macau Ltd 5.62%,Eskom Holdings SOC Limited 7.12%,First Quantum Minerals Ltd. 7.5%,Turkiye Is Bankasi A.S. 6.12%,Gazprombank Joint Stock Company 4.6%,Veon Holdings B.V. 3.38%,Kazakhstan Temir Zholy Finance B.V. 6.95%,Melco Resorts Finance Limited 5.38%,JSC National Company KazMunayGas 4.75%,Studio City Finance Limited 5%,Teva Pharmaceutical Finance Netherlands III B.V. 6.75%,Banco de Bogota SA 6.25%,Petroleos Mexicanos 6.5%,Veon Holdings B.V. 4%,Bangkok Bank Public Company Limited (Hong Kong Branch) 3.73%,Vedanta Resources Finance II PLC 8.95%,ABJA Investment Co. Pte. Ltd. 5.95%,Teva Pharmaceutical Finance Netherlands III B.V. 6%,Emirates Nbd Bk 6.12%,Wynn Macau Ltd 5.5%,Bank Of Communications Jr Subordina Regs 12/99 Var,OIL & GAS HLDG CO B S C 7.5%,PEMEX 6.75 09/21/47,Grupo Aval Limited 4.75%,State Oil Co Of Azerbaijan 4.75%,ABJA Investment Co. Pte. Ltd. 5.45%,CEMEX S.A.B. de C.V. 5.12%,Yapi Ve Kredi Bankasi A.S. 5.5%,China Evergrande Grp 8.75%,CEMEX S.A.B. de C.V. 7.38%,Sasol Financing International PLC 4.5%,First Quantum Minerals Ltd. 6.88%,Wynn Macau Ltd 5.12%,Transnet SOC Limited 4%,Eskom Holdings SOC Limited 6.35%,Vedanta Resources plc 6.38%,CEMEX S.A.B. de C.V. 5.2%,ESKOM 6.75 08/06/23 144A,IHS Netherlands Holdco BV 8%,CEMEX S.A.B. de C.V. 5.45%,Vedanta Resources Finance II PLC 13.88%,Greenko Dutch BV 3.85%,Turkiye Is Bankasi A.S. 6%,Melco Resorts Finance Limited 4.88%,Network I2I Limited 5.65%,State Oil Company of the Azerbaijan Republic 6.95%,Braskem Idesa SAPI 7.45%,Oztel Holdings Spc Limited 6.62%,Teva Pharmaceutical Finance Netherlands III B.V. 7.12%,Sasol Financing USA LLC 5.5%,Grupo Aval Limited 4.38%,YPF Sociedad Anonima 8.5%,Petroleos Mexicanos 6.84%,GEMS MENASA (Cayman) Limited & GEMS Education (Delaware) LLC 7.12%,Lamar Funding Limited 3.96%,Kaisa Grp Hldgs 9.38%,DIB Tier 1 Sukuk (3) Ltd 6.25%,"Aeropuerto Internacional de Tocumen, S.A. 6%",Turkiye Sise ve Cam Fabrikalari A.S. 6.95%,Melco Resorts Finance Limited 5.75%,Evraz Group SA Luxembourg 5.38%,Sasol Financing USA LLC 6.5%,Kasikornbank Public Company Limited (Hong Kong Branch) 3.34%,First Quantum Minerals Ltd. 6.5%,OIL & GAS HLDG CO B S C 7.62%,Cas Capital No1 Ltd Company Guar Regs Var,Periama Holdings LLC 5.95%,Turkiye Is Bankasi A.S. 7.75%,YPF Sociedad Anonima 8.75%,The Bank Of East Asia Limited 5.82%,Turkiye Vakiflar Bankasi T.A.O. 5.25%,KOC Holdings AG 6.5%,AngloGold Ashanti Holdings plc. 5.12%,Emaar Sukuk Limited 3.64%,Banco do Brasil S.A. (Grand Cayman Branch) 3.88%,Vedanta Resources plc 6.12%,Shriram Transport Finance Company Limited 5.95%,Ocp S.A 4.5%,Polyus Gold International Limited 5.25%,Jsw Hydro Energy Limited 4.12%,Turkiye Vakiflar Bankasi T.A.O. 6.5%,MTN Mauritius Investments LTD 4.76%,Turkiye Garanti Bankasi A.S. 5.25%,Evraz Plc 5.25%,State Road Agency Ukraine Ukravtodor 6.25%,Eurochem Finance Designated Activity Company 5.5%,Enfragen Energia Sur S A U / Prime Energia S P A / Enfragen Spain S A U 5.3,QNB Finansbank A.S. 6.88%,VistaJet Malta Finance P.L.C. and VistaJet Co Finance LLC 10.5%,Itau Unibanco Holding SA Cayman Branch 5.12%,Ocp S.A 3.75%,Buenos Aires (City Of) 7.5%,Wynn Macau Ltd 5.5%,Indika Energy Capital IV Pte Ltd 8.25%,Ocp S.A 6.88%,Teva Pharmaceutical Finance Company LLC 6.15%,TEVA 2.95 12/18/22,OQ Saoc 5.12%,Petroleos Mexicanos 5.95%,VCTR,Shriram Transport Finance Company Limited 4.4%,PT Adaro Indonesia 4.25%,Mercadolibre Inc 3.12%,BCOLO 5.125 09/11/22,The Bank Of East Asia Limited 5.88%,Sasol Financing USA LLC 4.38%,"Shelf Drilling International Holdings, Ltd. 8.25%",Digicel Limited 6.75%,Bank Muscat 4.88%,Ocp S.A 5.12%,Cemig Geracao e Transmissao S.A. 9.25%,Tullow Oil 7%,Braskem Netherlands Finance B V 4.5%,Petroleos Mexicanos 6.95%,Trinidad Petroleum Holdings Limited 9.75%,Investment Energy Resources Limited 6.25%,Metinvest B.V. 8.5%,Leviathan Bond Limited 6.12%,Dar Al-Arkan Sukuk Company Ltd. 6.75%,Nogaholding Sukuk Limited 5.25%,Rail Capital Markets Plc 8.25%,YPF Sociedad Anonima 4%,Liquid Telecommunications Financing plc 5.5%,Turkiye Vakiflar Bankasi T.A.O. 6%,"Hunt Oil Co of Peru LLC, Sucursal del Peru 6.38%",Metalloinvest Finance Designated Activity Company 4.85%,Veon Holdings B.V. 7.25%,Canara Bank London Branch 3.25%,Petrobras Global Finance B.V. 5.6%,Nautilus Inkia Holdings SCS 5.88%,Mumtalakat Sukuk Holding Company 5.62%,Oztel Holdings Spc Limited 5.62%,Medco Bell Pte Ltd 6.38%,Leviathan Bond Limited 6.5%,VCTR,Energean Israel Finance Limited 5.38%,Energean Israel Finance Limited 4.5%,Energean Israel Finance Limited 4.88%,Digicel Holdings Bermuda Ltd / Digicel International Finance Ltd 8.75%,Medco Oak Tree Pte Ltd 7.38%,The Central American Bottling Corporation 5.75%,Ulker Biskuvi Sanayi A S 6.95%,Mong Duong Finance Holdings B V 5.12%,Gruposura Finance 5.5%,Greenko Solar (Mauritius) Limited 5.95%,Digicel Holdings Bermuda Ltd / Digicel International Finance Ltd 8.75%,Leviathan Bond Limited 6.75%,Petroleos Mexicanos 6.88%,Sierracol Energy Andina Llc 6%,Petrobras Global Finance B.V. 5.09%,Georgian Railway LLC 4%,Turkiye Cumhuriyeti Ziraat Bankasi A.S. 5.38%,Turkiye Vakiflar Bankasi T.A.O. 8.12%,KOC Holdings AG 5.25%,Gtlk Europe Capital Dac Company Guar Regs 03/27 4.65,Pt Saka Energi Indonesia 4.45%,Seplat Energy Plc 7.75%,Melco Resorts Finance Limited 5.62%,Petrobras Global Finance B.V. 6.85%,Arabian Centres Sukuk II Limited 5.62%,Bancolombia S.A. 4.62%,MARB BondCo PLC 3.95%,Turkiye Petrol Rafinerileri A.S. 4.5%,Turkiye Vakiflar Bankasi T.A.O. 5.75%,Kosmos Energy Ltd 7.12%,Mersin Uluslararasi Liman Isletmeciligi A.S. 5.38%,Peru Lng S.R.L. 5.38%,Renew Wind Energy Ap 2 Private Ltd / Ostro Jaisalmer Private Ltd / Ostro Ur,Braskem Netherlands Finance B V 4.5%,GTLK Europe Capital Designated Activity Company 5.95%,Gtlk Europe Capital Dac Company Guar Regs 02/26 4.949,Termocandelaria Power Ltd. 7.88%,Kenbourne Invest S.A. 6.88%,Scenery Journey Ltd 11.5%,MTN Mauritius Investments LTD 6.5%,Navios South American Logistics Inc./ Navios Logistics Finance (US) Inc 10.,Oryx Funding Limited 5.8%,Trinidad Generation Unlimited 5.25%,Continuum Energy Levanter Pte Ltd 4.5%,Gold Fields Orogen Holding (BVI) Limited 6.12%,Renew Clean Energy Private Limited 6.67%,Gtlk Europe Capital Dac Company Guar Regs 02/28 4.8,Veon Holdings B.V. 4.95%,VTR Finance N.V. 6.38%,SUM
07/09/2021,1.05,0.74,0.66,0.57,0.55,0.51,0.46,0.44,0.44,0.43,0.41,0.4,0.39,0.38,0.38,0.38,0.38,0.34,0.34,0.33,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,46.95
