,Change Healthcare Holdings LLC 03/01/2024,Finastra USA Inc aka Misys/Almonde Inc. 06/13/2024,Crown Finance US Inc aka Cineworld 02/28/2025,Alphabet Holding Co Inc aka Nature's Bounty 09/26/2024,"United Airlines, Inc. aka Continental 04/21/2028",AMC Entertainment Holdings Inc 04/22/2026,Michaels Cos Inc/The 04/15/2028,"Surgery Centers Holdings, Inc. aka Surgery Partners 08/31/2026",Envision Healthcare Corp 10/10/2025,PetSmart Inc. 02/11/2028,"Endurance International Group Holdings, Inc. aka Endure Digital Inc 02/10/2028",Team Health Holdings Inc. 02/06/2024,Asurion LLC aka Asurion Corporation/Lonestar 01/31/2028,"BCP Raptor, LLC aka Eagleclaw 06/24/2024",Golden Nugget LLC aka Landry's Restaurant 10/04/2023,Vision Solutions Inc aka Syncsort/Precisely 04/24/2028,Deerfield Dakota Holding LLC aka Duff & Phelps 04/09/2027,LBM Acquisition LLC aka US LBM 12/17/2027,"HS Purchaser, LLC aka HelpSystems 11/19/2026","American Airlines, Inc aka AAdvantage 04/20/2028",Cengage Learning Inc aka Thomson Learning 06/30/2026,Radiate Holdco LLC aka RCN/Grande/RCN Grande Wave 09/25/2026,"Advisor Group Holdings, Inc. 07/31/2026",White Cap Buyer LLC aka CGS/HD Supply 10/19/2027,Bright Bidco BV aka Lumileds 06/30/2024,Motion Finco LLC aka Merlin/Merlin Entertainments 11/12/2026,Veritas US INC. 09/01/2025,Sunshine Luxembourg VII Sarl aka Nestle Skin Health/Galderma 10/01/2026,SCIH Salt Holdings Inc aka Kissner 03/16/2027,"American Airlines, Inc aka AAdvantage 06/27/2025","Ivanti Software, Inc. aka LANDesk Group, Inc. 12/01/2027",Radiology Partners Inc 07/09/2025,athenahealth Inc 02/11/2026,SRS Distribution Inc. 06/02/2028,Gainwell Acquisition Corp. aka Milano 10/01/2027,Team Health Holdings Inc. 6.375% 02/01/2025,Spin Holdco Inc. aka Coinmach Corporation/CSC Serviceworks 03/04/2028,Lower Cadence Holdings LLC aka Oryx Midstream 05/22/2026,KUEHG Corp. aka Knowledge Universe/KinderCare 02/21/2025,Travelport Finance Luxembourg Sarl 05/29/2026,Edelman Financial Engines Center LLC/The aka Edelman Financial Center 04/07/2028,Travelport Finance Luxembourg Sarl 02/28/2025,"U.S. Anesthesia Partners, Inc. aka US Anesthesia Partners 06/23/2024",AP Gaming I LLC aka American Gaming Systems 02/15/2024,"Greeneden U.S. Holdings II, LLC aka Genesys/Genesys Telecommunications 12/01/2027",AMC Entertainment Holdings Inc 12% 06/15/2026,Kestrel Bidco Inc aka WestJet/WestJet Airlines 12/11/2026,"CoreLogic, Inc. 06/02/2028","National Mentor Holdings, Inc. aka Civitas 03/02/2028",West Corporation aka West Corp 10/10/2024,Mauser Packaging Solutions Holding Co aka Bway Corp 04/03/2024,Allied Universal Holdco LLC aka USAGM 05/12/2028,Amneal Pharmaceuticals LLC 05/04/2025,Learning Care Group aka US No. 2 Inc. 03/13/2025,Global Medical Response Inc aka Air Medical Group 03/14/2025,"CCC Information Services Inc aka Cypress Intermediate Holdings III, Inc 04/29/2024",Genuine Financial Holdings LLC aka HireRight 07/11/2025,Shutterfly LLC 09/25/2026,Crown Finance US Inc aka Cineworld 09/30/2026,Peraton Corp 02/01/2028,Apex Tool Group LLC 08/01/2024,"Cambium Learning Group, Inc. 12/18/2025",Global Medical Response Inc aka Air Medical Group 10/02/2025,"William Morris Endeavor Entertainment, LLC aka IMG Worldwide 05/18/2025",Kenan Advantage Group Inc/The 03/24/2026,"ExamWorks Group aka Gold Merger Co, Inc. 07/27/2023",Ahead DB Holdings LLC 10/18/2027,Shutterfly LLC 8.5% 10/01/2026,IRB Holding Corp. aka Arby's/Inspire Brands 12/15/2027,"MH Sub I, LLC aka Internet Brands, Inc./Micro Holdings Corp. 09/13/2024",AI Aqua Merger Sub Inc. aka Culligan 06/30/2028,Robertshaw US Holding Corp. 02/28/2025,Dcert Buyer Inc aka DigiCert Holdings 02/19/2029,Drive Chassis Holdco LLC aka DCLI 04/10/2026,Boxer Parent Company Inc aka BMC Software 10/02/2025,"Solera, LLC 06/02/2028",CP Atlas Buyer Inc aka American Bath Group 11/23/2027,Ensono Holdings LLC 05/26/2028,Project Leopard Holdings Inc. aka Kofax 07/05/2024,Virtusa Corp 02/11/2028,EG Global Finance PLC aka EG Group/EG Finco 6.75% 02/07/2025,EG America LLC aka EG Group 02/07/2025,LTI Holdings Inc aka Boyd Corp 09/06/2025,Champ Acquisition Corp aka Jostens 12/19/2025,"The Hillman Group, Inc. 05/30/2025","CT Technologies Intermediate Holdings, Inc. aka Smart Document Solutions, Inc./HealthPort/Ciox Healt 12/01/2025","American Airlines, Inc aka AAdvantage 5.5% 04/20/2026","Mitchell International, Inc. 11/29/2024","Minotaur Acquisition, Inc. aka Millennium Trust/MTC 03/27/2026",Verscend Holding Corp aka Cotiviti 08/27/2025,"Lucid Energy Group II Borrower, LLC 02/17/2025",Triton Water Holdings Inc 03/31/2028,Asurion LLC aka Asurion Corporation/Lonestar 11/03/2023,"Hyland Software, Inc. 07/01/2024",Dynasty Acquisition Co Inc aka StandardAero 04/06/2026,"Brand Industrial Services Inc aka Brand Energy & Infrastructure Services, Inc 06/21/2024",Ultimate Software Group Inc/The aka Ultimate Kronos 05/03/2027,"Idera, Inc. 03/02/2028","Endurance International Group Holdings, Inc. aka Endure Digital Inc 6% 02/15/2029",Unified Women's Healthcare LLC aka Unified Women's Health 12/20/2027,"Recess Holdings, Inc. aka Playcore 09/30/2024",Veritas US Inc / Veritas Bermuda Ltd 7.5% 09/01/2025,"GI Consilio Parent, LLC 05/12/2028",ConvergeOne Holdings Inc 01/04/2026,Carestream Health Inc aka Onex Carestream Finance LP 08/08/2023,"IG Investments Holdings, LLC aka Insight Global 05/23/2025","Cast & Crew Payroll, LLC 02/09/2026","Flexera Software LLC aka Flexera Software, Inc. 03/03/2028","Sophia LP aka Datatel, Inc. Ellucian 10/07/2027",Symphony Technology Group aka Magenta Buyer LLC/McAfee/McAfee Enterprise 04/09/2029,"WideOpenWest Finance, LLC 08/18/2023",Dcert Buyer Inc aka DigiCert Holdings 10/16/2026,FCG Acquisitions Inc aka Flow Control Group 03/31/2028,Univision Communications Inc. 6.625% 06/01/2027,Virgin Pulse Inc 04/06/2028,Garda World Security Corp 10/30/2026,Delta Topco Inc aka Infoblox 12/01/2027,Varsity Brands Holding Co Inc aka Varsity Brands Holding Co. Inc. 12/16/2024,Imperva Inc 01/12/2026,Weld North Education LLC 12/21/2027,AqGen Ascensus Inc 12/03/2026,Foundation Building Materials Inc 6% 03/01/2029,"MH Sub I, LLC aka Internet Brands, Inc./Micro Holdings Corp. 02/23/2029",Cyxtera DC Holdings Inc aka Colorado Buyer Inc/Cyxtera Technologies 05/01/2024,Tailwind Smith Cooper Intermediate Corp aka Anvil International LLC 05/28/2026,LBM Acquisition LLC aka US LBM 12/17/2027,Travelport Finance Luxembourg Sarl 05/30/2026,Padagis LLC aka Perrigo Rx 06/10/2028,Aegion Corporation 05/17/2028,"Prime Security Services Borrower, LLC aka Protection One/ADT/ADT/Prime Security 6.25% 01/15/2028",Chobani LLC 10/25/2027,Spring Education Group Inc aka Spring Education 07/30/2025,Tacala Investment Corp. 02/05/2027,Quest Software US Holdings Inc. 05/16/2025,Plantronics Inc 4.75% 03/01/2029,"Travel Leaders Group, LLC 01/25/2024",ECI Macola/Max Holding LLC aka ECI Software Solutions 11/09/2027,Nmsc Holdings Inc. aka Napa Management Services 04/19/2023,APX Group Inc aka Vivint/Vivint/APX 07/09/2028,Recorded Books Inc. aka RBmedia 08/29/2025,"Rocket Software, Inc. 11/28/2025",Dynasty Acquisition Co Inc aka StandardAero 04/06/2026,"Access CIG, LLC aka Access Information 02/27/2025",Numericable US LLC aka SFR Group SA/Altice 08/14/2026,Alliant Holdings Intermediate LLC 11/05/2027,eResearchTechnology Inc 02/04/2027,Sabre GLBL Inc. 12/17/2027,"DiversiTech Holdings, Inc 12/02/2024",PetSmart Inc / PetSmart Finance Corp 7.75% 02/15/2029,NFP Corp. aka NFP Patriot 6.875% 08/15/2028,"Arbor Pharmaceuticals, LLC 07/05/2023",ION Trading Finance Ltd 04/01/2028,Mi Windows And Doors LLC aka MI Windows & Doors 12/18/2027,CommScope Technologies LLC 6% 06/15/2025,S&S Holdings LLC 03/11/2028,"TierPoint, LLC 05/05/2026",Park River Holdings Inc aka PrimeSource 12/28/2027,Atlas CC Acquisition Corp aka Cubic Corp 05/25/2028,Alterra Mountain Company 08/01/2026,Vantage Specialty Chemicals Inc 10/28/2024,DISH DBS Corp aka Dish DBS 5.125% 06/01/2029,"Rocket Software, Inc. 11/28/2025",Shutterfly LLC 09/25/2026,Univision Communications Inc. 03/15/2026,Petco Health & Wellness Co Inc 03/03/2028,Proofpoint Inc 05/30/2028,Charter NEX US Inc aka Charter Next 12/01/2027,Cambrex Corp 12/04/2026,Imprivata Inc 12/01/2027,SRS Distribution Inc. 6.125% 07/01/2029,Motion Finco LLC aka Merlin/Merlin Entertainments 11/12/2026,"Trident TPI Holdings, Inc. aka Tekni-Plex Inc./ASP TPI Holdings, Inc. 10/17/2024",TransDigm Inc 6.25% 03/15/2026,"iHeartCommunications, Inc. aka Clear Channel Communications, Inc./iHeart 5.25% 08/15/2027",Apttus Corp aka Conga Solutions/Conga 05/08/2028,"SMG US Midco 2, Inc. aka Stadium Management Group 01/23/2025",Project Ruby Ultimate Parent Corp aka Mediware Information Systems/WellSky 03/10/2028,"Blount International, Inc. 04/12/2023","Albertsons Cos, Inc. aka American Stores 5.875% 02/15/2028",Sabre GLBL Inc. 12/17/2027,Univision Communications Inc. 03/15/2026,Edelman Financial Center LLC /The 07/20/2026,DISH DBS Corp aka Dish DBS 7.375% 07/01/2028,AOC LLC aka AOC/Aliancys 08/01/2025,Epicor Software Corporation aka Eagle Parent/Activant 07/30/2027,LBM Acquisition LLC aka US LBM 12/28/2027,Ascend Performance Materials Operations LLC 08/27/2026,Ypso Finance Bis SA 6% 02/15/2028,CHG Healthcare Services Inc aka CHG Buyer Corp. 06/07/2023,Excelitas Technologies Corp. aka IDS Acquisition 12/02/2024,"Project Boost Purchaser, LLC aka JD Power/Autodata 05/01/2026",Quest Software US Holdings Inc. 05/18/2026,Cinemark USA Inc 03/31/2025,Mic Glen LLC aka K-MAC 07/01/2028,Guidehouse LLP aka Eton/Pricewaterhousecoopers Public Sector LLP 05/01/2025,LCPR Senior Secured Financing DAC 6.75% 10/15/2027,"USS Ultimate Holdings, Inc. aka United Site Services 08/25/2024",Phoenix Services Merger Sub LLC 03/01/2025,LBM Acquisition LLC aka US LBM 12/28/2027,PetVet Care Centers LLC aka Pearl Intermediate Parent LLC 02/14/2025,SUM
07/09/2021,2.08,1.85,1.81,1.78,1.75,1.73,1.63,1.55,1.54,1.38,1.34,1.29,1.2,1.19,1.19,1.09,1.08,1.07,1.04,1.02,1.01,1.0,0.99,0.99,0.97,0.97,0.93,0.92,0.89,0.88,0.86,0.84,0.82,0.81,0.79,0.79,0.78,0.75,0.75,0.74,0.73,0.73,0.72,0.7,0.7,0.7,0.69,0.66,0.66,0.66,0.66,0.66,0.66,0.64,0.64,0.64,0.64,0.62,0.61,0.6,0.6,0.59,0.57,0.56,0.56,0.53,0.53,0.52,0.51,0.51,0.51,0.5,0.49,0.48,0.48,0.47,0.46,0.46,0.45,0.43,0.43,0.42,0.42,0.42,0.41,0.41,0.41,0.4,0.4,0.39,0.38,0.38,0.37,0.36,0.35,0.34,0.34,0.34,0.33,0.33,0.32,0.32,0.32,0.3,0.3,0.3,0.3,0.29,0.29,0.28,0.28,0.28,0.27,0.27,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,95.53
