,CAN,NB2.DE,RIOT,MARA,SQ,HUT.TO,ARBK,HIVE.V,CLSK,BITF.TO,SI,IREN,COIN,MIGI,GLXY.TO,EBON,CIFR,BTBT,CORZ,WULF,BTCM,DMGI.V,GREE,VOYG.TO,SDIG,n/a,SUM
06/21/2022,8.8,7.79,7.58,7.21,6.51,6.0,5.32,5.19,4.83,4.54,4.31,4.01,3.61,3.11,2.69,2.58,2.33,2.2,2.1,2.07,1.99,1.51,1.51,1.15,0.98,0.09,100.01
