,AAL,TDG,EQT,ALIANT,UAL,CSCHLD,CHTR,OXY,CSCHLD.1,IEP,TMUS,LNG,S,NGLS,CQP,CHTR.1,CHTR.2,UNSEAM,S.1,AM,S.2,JBSSBZ,IHRT,XPO,SPLS,X,CQP.1,TERP,IRM,PRSESE,HCA,BHCCN,WFTLF,BHCCN.1,CHTR.3,TEP,F,CSCHLD.2,F 3.087 01/09/23,GT,IM,NFLX,SSNC,APLP,IRM.1,DISH,THC,F.1,THC.1,MCHP,WES,HBI,STX,FGTXX,PKICN,THC.2,NFP,RIG,POWSOL,HRI,THC.3,NXST,NFE,CYH,HWM,CLR,ENLK,BMC,ZAYO,GTN,HNDLIN,VICI,CYH.1,BHCCN.2,S.3,VGR,CAR,HILCRP,CSCHLD.3,TDG.1,COMM,QBRCN,VAC,BHCCN.3,JBSSBZ.1,BHCCN.4,POST,HNDLIN.1,APU,HCA.1,ENDP 7.5 04/01/27 144A,ENDENR,OXY.1,PPD,F.2,RGCARE,NRG,NEWLSQ,QUICKN,URI,DISH.1,MSCI,FCX 4.625 08/01/30,NFLX.1,CHTR.4,WMG,APA,TGNA,CPN 5 02/01/31 144A,TEP.1,CMLP,RCL,NCX,FYBR,NWL,WAIR,HCA.2,BCULC,DCP,F.3,FE,S.4,AAL.1,BLDR,CMLP.1,CHTR 5.125 05/01/27 144A,LB,OXY.2,TEN 5.125 04/15/29 144A,SBAC,POST.1,OMF,ZAYO.1,PCG,OXY.3,FCX,RRC,NFLX.2,LVLT,KAR,SCI 3.375 08/15/30,HBGCN,OMF.1,LUMN,CPN,AXL,DISH.2,AXTA,COMM.1,USAC,EM,NCR,NCLH,CCK,TMHC,TDG.2,HCA.3,FE.1,FE.2,FMCN,UNIT,OXY.4,MTCHII,ARMK,BHCCN.5,NSUS,CHTR.5,ST,HOLX,UVN,BGS,UNSHFI,AMCX,BWY,LUMN.1,ACRISU,ENDENR.1,CPN.1,CRROCK,TDG.3,URI.1,AAL.2,CHTR.6,F.4,COMM.2,BCULC.1,EHC,NLSN,BLL,ABCSUP,LAMR,GEL,SGMS,CC,OTEXCN,MIK,LUMN.2,OUT,IQV,NSM,TDG 6.25 03.15.26 144A,SIRI 4 07.15.28 144A,MEDIND 3.875 04.01.29 144A,AAL 5.5 04.20.26 144A,WCC 7.25 06.15.28 144A,CCL 4 08.01.28 144A,HWM 5.125 10.01.24,ALIANT 4.25 10.15.27 144A,F 3.815 11.02.27,AAL 11.75 07.15.25 144A,EQT 3.9 10.01.27,WFRD 6.5 09.15.28 144A,CCL 5.75 03.01.27 144A,DBD 9.375 07.15.25 144A,DTV 5.875 08.15.27 144A,OXY 3.4 04.15.26,S 7.875 09.15.23,S 6.875 11.15.28,VENTGL 3.875 08.15.29 144A,HWM 6.875 05.01.25,LVLT 4.25 07.01.28 144A,LUMN 5.125 12.15.26 144A,BCULC 4 10.15.30 144A,BHCCN 8.5 01.31.27 144A,CCL 7.625 03.01.26 144A,LNG 4.625 10.15.28,LYV 4.75 10.15.27 144A,OMF 7.125 03.15.26,S 8.75 03.15.32,UNSEAM 6 06.01.29 144A,IEP 5.25 05.15.27,IM 4.75 05.15.29 144A,IQV 5 05.15.27 144A,ACI 3.5 03.15.29 144A,SSNC 5.5 09.30.27 144A,HBI 4.625 05.15.24 144A,IHRT 4.75 01.15.28 144A,NSM 5.5 08.15.28 144A,SPGI 4 03.01.26 144A,THC 5.125 11.01.27 144A,FTAI 6.5 10.01.25 144A,ARGIHC 7 06.15.25 144A,AAL 5.75 04.20.29 144A,CZR 6.25 07.01.25 144A,THC 4.875 01.01.26 144A,WIN 7.75 08.15.28 144A,CDK 5.25 05.15.29 144A,FE 2.65 03.01.30,FYBR 5 05.01.28 144A,NEWLSQ 15.5 11.01.23 144A,NFE 6.5 09.30.26 144A,NXST 5.625 07.15.27 144A,NLSN 5.625 10.01.28 144A,RKTRM 3.875 03.01.31 144A,ARMK 5 02.01.28 144A,FE 3.9 07.15.27 B,HRI 5.5 07.15.27 144A,IEP 6.375 12.15.25,MAT 5.875 12.15.27 144A,TMUS 3.375 04.15.29 144A,TLN 7.25 05.15.27 144A,TGNA 5 09.15.29,CAR 5.375 03.01.29 144A,CQP 4.5 10.01.29,F 5.125 06.16.25,GTN 7 05.15.27 144A,SIRI 3.875 09.01.31 144A,TMUS 4.75 02.01.28,TEP 5.5 01.15.28 144A,TERP 4.75 01.15.30 144A,TNL 6.625 07.31.26 144A,UBER 7.5 09.15.27 144A,UAL 4.625 04.15.29 144A,BBDBCN 7.875 04.15.27 144A,CZR 8.125 07.01.27 144A,COIN 3.625 10.01.31 144A,F 4.375 08.06.23,GFLCN 4.25 06.01.25 144A,GT 4.875 03.15.27,S 7.625 03.01.26,THC 4.625 06.15.28 144A,RIG 11.5 01.30.27 144A,XPO 6.25 05.01.25 144A,YUM 4.75 01.15.30 144A,ABCSUP 4 01.15.28 144A,APLP 6.875 04.01.27 144A,BLKCQP 5.5 06.15.31,CC 5.75 11.15.28 144A,CCO 5.125 08.15.27 144A,DISH 7.75 07.01.26,IRM 5.25 07.15.30 144A,HNDLIN 4.75 01.30.30 144A,OXY 6.45 09.15.36,OGN 4.125 04.30.28 144a,OGN 5.125 04.30.31 144A,TMUS 3.5 04.15.31 144A,NGLS 4 01.15.32,CYH 8 03.15.26 144A,GFLCN 4.75 06.15.29 144A,IRM 4.5 02.15.31 144A,LVLT 4.625 09.15.27 144A,BWY 5.5 04.15.24 144A,MIK 7.875 05.01.29 144A,MEDIND 5.25 10.01.29 144A,RCL 5.5 04.01.28 144A,URI 3.875 02.15.31,QBRCN 5.125 04.15.27 144A,AVTR 4.625 07.15.28 144A,DISH 5.875 11.15.24,LUMN 7.995 06.01.36,GT 5.25 04.30.31,HLT 3.625 02.15.32 144A,JEFFIN 5 08.15.28,LADR 4.75 06.15.29 144A,NCR 5 10.01.28 144A,NFP 6.875 08.15.28 144A,NRG 3.625 02.15.31 144A,PK 4.875 05.15.29 144A,SPLS 7.5 04.15.26 144A,TDG 5.5 11.15.27,UBER 7.5 05.15.25 144A,URI 4.875 01.15.28,USAC 6.875 04.01.26,WYNNLV 5.25 05.15.27 144A,UNSEAM 6.625 07.15.26 144A,AM 5.75 01.15.28 144A,ABG 4.625 11.15.29 144A,CTLT 3.125 02.15.29 144A,CLVTSC 3.875 07.01.28 144A,CWENA 3.75 02.15.31 144A,ENDENR 5.75 01.30.28 144A,FMCN 7.5 04.01.25 144A,F 5.113 05.03.29,HEES 3.875 12.15.28 144A,HBGCN 7 05.01.26 144A,RGCARE 9.75 12.01.26 144A,ST 3.75 02.15.31 144A,UWMLLC 5.5 04.15.29 144A,UVN 6.625 06.01.27 144A,AMCX 4.75 08.01.25,BLL 3.125 09.15.31,BBDBCN 7.125 06.15.26 144A,CYH 6.875 04.15.29 144A,CRROCK 5.625 10.15.25 144A,DISH 5.125 06.01.29,IT 4.5 07.01.28 144A,HHC 4.375 02.01.31 144A,NCLH 3.625 12.15.24 144A,NRG 5.25 06.15.29 144A,OXY 6.625 09.01.30,OMF 6.125 03.15.24,ENDP 7.5 04.01.27 144A,RCL 11.5 06.01.25 144A,SBGI 4.125 12.01.30 144A,URI 5.25 01.15.30,ZAYO 4 03.01.27 144A,AR 7.625 02.01.29 144A,CPN 5 02.01.31 144A,F 4.271 01.09.27,HILCRP 6.25 11.01.28 144A,LPI 10.125 01.15.28,MATHOM 5.25 12.15.27 144A,PRSESE 6.25 01.15.28 144A,STX 4.75 06.01.23,TEN 5.125 04.15.29 144A,ARGID 5.25 08.15.27 144a,BLL 4.875 03.15.26,BHCCN 6.25 02.15.29 144A,BHCCN 6.125 04.15.25 144A,CQP 4 03.01.31,DISH 5 03.15.23,DTMINC 4.375 06.15.31 144A,F 6.625 10.01.28,F 5.584 03.18.24,FYBR 6.75 05.01.29 144A,GEL 8 01.15.27,OUT 6.25 06.15.25 144A,PRSESE 3.375 08.31.27 144A,SCI 3.375 08.15.30,SPR 4.6 06.15.28,APU 5.5 05.20.25,ARDFIN 6.5 06.30.27 144A,BBWI 6.625 10.01.30 144A,BRPCN 6.25 09.15.27 144A,EM 5.75 03.01.25 144A,CYH 6.875 04.01.28 144A,FMCN 6.5 03.01.24 144A,F 7.45 07.16.31,F 2.7 08.10.26,LAMR 4 02.15.30,RRC 8.25 01.15.29,BMCAUS 3.375 01.15.31 144A,UAL 4.375 04.15.26 144a,ALSN 3.75 01.30.31 144A,BHCCN 5.75 08.15.27 144A,BHCCN 5.25 01.30.30 144A,F 9 04.22.25,FREMOR 7.625 05.01.26 144A,FREMOR 8.25 04.15.25 144A,SUM
07/09/2021,0.81,0.79,0.6,0.56,0.55,0.54,0.54,0.52,0.5,0.49,0.48,0.46,0.45,0.42,0.42,0.42,0.42,0.41,0.41,0.41,0.4,0.4,0.4,0.4,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.37,0.37,0.36,0.35,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.760000000000005
03/28/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.57,0.53,0.52,0.51,0.49,0.47,0.47,0.46,0.45,0.45,0.44,0.44,0.44,0.44,0.42,0.41,0.4,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.36,0.35,0.35,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,61.61
