,T,JPM,VZ,PM,MO,KO,C,ABBV,PFE,CSCO,AVGO,IBM,MMM,COP,NOVN.SW,SBRCY,939.HK,USB,RIO.L,GILD,PNC,VALE3.SA,GSK.L,FMG.AX,RDSA.AS,CBA.AX,DUK,TFC,BHP.AX,D,BATS.L,SO,DOW,SAN.PA,WMB,ENB.TO,MET,KHC,9434.T,TD.TO,RY.TO,1398.HK,ALV.DE,BX,2317.TW,BNS.TO,EOG,WELL,SIE.DE,GIS,9433.T,PSA,EXC,8306.T,DTE.DE,EQNR.OL,9432.T,BAS.DE,IBE.MC,HPQ,NILSY,BK,LUMN,ENEL.MI,BAYN.DE,VOD.L,ZURN.SW,NAB.AX,PCAR,BMO.TO,AEP,EQR,BHP.L,ANZ.AX,FITB,PPL,8316.T,D05.SI,AVB,CM.TO,RIO.AX,CNQ.TO,OJS1.,IRM,2914.T,CS.PA,2881.TW,PEG,IP,2891.TW,BMW.DE,GLPI,EIX,BCE.TO,O,8058.T,FE,8001.T,TRP.TO,WES.AX,2388.HK,STT,NG.L,4502.T,SYF,ABBN.SW,WPC,4338.SR,PEAK,8411.T,BXP,ED,O39.SI,NUE,11.HK,MTB,MFC.TO,16.HK,BKR,OMC,7751.T,HAL,NTRS,5108.T,U11.SI,ESS,005490.KS,TEL.OL,NTGY.MC,1301.TW,NTAP,VICI,KIM,APO,OMF,TLS.AX,K,BEN,DTE,IPG,AD.AS,MPW,2882.TW,ETR,HOLN.SW,BN.PA,086790.KS,EXR,1101.TW,REG,GWO.TO,2886.TW,EQC,CAH,MUV2.DE,2.HK,T.TO,8725.T,2357.TW,Z74.SI,ELE.MC,UDR,NTR.TO,2412.TW,POWERGRID.NS,1326.TW,ORA.PA,FORTUM.HE,12.HK,OMV.VI,8766.T,ATAD.L,6.HK,NWL,GPC,GMEXICOB.MX,1288.HK,2382.TW,MAA,2890.TW,POW.TO,CUBE,EVRG,CNP,MQG.AX,SAMPO.HE,BBRI.JK,688.HK,MBT,BBAS3.SA,AGR,G.MI,FRT,5876.TW,PBCT,SSE.L,SLF.TO,AM,EMN,FNF,E.ON SE,TSCO.L,NNN,CPT,TELIA.ST,STLD,Tatneft PJSC ADR,BA.L,SCMN.SW,2301.TW,n/a,LSI,DTH,BIDI11.SA,TLKM.JK,DHS,APA,CF,NYCB,992.HK,ONGC.NS,PEP,MRK,005930.KS,BMY,AMGN,CCI,KMI,PGR,LMT,OKE,CME,SPG,ULVR.L,NDA SE.ST,PRU,HSBA.L,NEM,MPC,SBER,KMB,BP.L,DLR,SRE,BNP.PA,3988.HK,DVN,WEC,2454.TW,ISP.MI,AAL.L,XEL,ACA.PA,ENI.MI,IMB.L,PETR3.SA,2318.HK,EOAN.DE,ES,INGA.AS,WBC.AX,VFC,AFG,CMS,KEY,MNOD,7267.T,VTR,7974.T,RF,CFG,HPE,CNA,PFG,AV.L,MAYBANK.KL,FHN,BHGE,SEB A.ST,AEE,ENGI.PA,CLX,CAG,6178.T,DNB.OL,SRG.MI,LGEN.L,FSR.JO,SUM
07/23/2021,5.03,3.59,3.23,3.01,2.47,2.57,2.23,2.08,1.98,1.8,1.42,1.38,1.3,0.96,1.09,0.94,0.79,0.81,0.78,0.82,0.72,0.73,0.73,0.78,0.66,0.7,0.69,0.59,0.64,0.64,0.6,0.64,0.55,0.59,0.54,0.53,0.53,0.54,0.56,0.49,0.51,0.48,0.46,0.48,0.46,0.39,0.34,0.41,0.38,0.4,0.4,0.4,0.37,0.36,0.36,0.32,0.37,0.35,0.34,0.32,0.34,0.32,0.31,0.32,0.31,0.29,0.3,0.28,0.29,0.27,0.29,0.3,0.28,0.26,0.25,0.27,0.26,0.26,0.28,0.25,0.26,0.22,0.24,0.25,0.25,0.23,0.27,0.24,0.23,0.24,0.21,0.23,0.23,0.22,0.23,0.22,0.22,0.22,0.2,0.21,0.2,0.2,0.21,0.21,0.19,0.21,0.21,0.0,0.21,0.2,0.19,0.2,0.19,0.18,0.18,0.17,0.18,0.19,0.16,0.18,0.19,0.15,0.17,0.17,0.17,0.19,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.14,0.15,0.16,0.16,0.14,0.16,0.15,0.16,0.16,0.17,0.16,0.14,0.15,0.14,0.15,0.16,0.15,0.14,0.15,0.15,0.14,0.14,0.15,0.14,0.15,0.14,0.14,0.14,0.15,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.11,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.21,0.0,0.11,0.11,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.94000000000001
07/26/2021,4.97,3.68,3.19,2.92,2.46,2.57,2.3,2.07,1.99,1.81,1.44,1.4,1.3,1.01,1.06,0.95,0.77,0.84,0.79,0.81,0.74,0.72,0.72,0.76,0.67,0.69,0.68,0.62,0.63,0.62,0.59,0.63,0.56,0.58,0.54,0.54,0.55,0.53,0.55,0.5,0.51,0.47,0.47,0.51,0.44,0.4,0.35,0.42,0.38,0.38,0.39,0.39,0.37,0.35,0.36,0.33,0.36,0.35,0.34,0.32,0.34,0.33,0.31,0.32,0.32,0.29,0.31,0.28,0.29,0.27,0.28,0.3,0.29,0.26,0.26,0.27,0.25,0.26,0.28,0.26,0.25,0.23,0.24,0.25,0.25,0.24,0.27,0.24,0.23,0.23,0.21,0.23,0.22,0.22,0.23,0.22,0.22,0.22,0.21,0.21,0.19,0.21,0.2,0.2,0.2,0.21,0.21,0.0,0.21,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.18,0.18,0.16,0.17,0.19,0.16,0.17,0.16,0.17,0.19,0.16,0.17,0.17,0.16,0.16,0.17,0.17,0.15,0.16,0.15,0.16,0.15,0.16,0.17,0.16,0.16,0.17,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.15,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.0,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.21,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.95
07/27/2021,5.0,3.61,3.17,2.97,2.46,2.58,2.25,2.09,2.02,1.84,1.44,1.39,1.29,0.97,1.08,0.96,0.77,0.81,0.79,0.82,0.73,0.73,0.72,0.76,0.66,0.7,0.69,0.61,0.64,0.63,0.6,0.64,0.56,0.59,0.54,0.54,0.53,0.53,0.54,0.5,0.5,0.47,0.47,0.53,0.43,0.4,0.34,0.42,0.39,0.38,0.39,0.4,0.38,0.34,0.36,0.32,0.35,0.35,0.35,0.32,0.34,0.33,0.3,0.33,0.32,0.3,0.31,0.28,0.28,0.27,0.28,0.3,0.29,0.26,0.25,0.27,0.25,0.26,0.28,0.26,0.25,0.22,0.24,0.24,0.25,0.24,0.27,0.24,0.22,0.23,0.22,0.23,0.22,0.22,0.23,0.21,0.22,0.22,0.21,0.22,0.2,0.21,0.2,0.2,0.19,0.21,0.21,0.0,0.21,0.19,0.19,0.19,0.19,0.18,0.18,0.16,0.18,0.18,0.16,0.16,0.19,0.15,0.17,0.16,0.17,0.19,0.17,0.17,0.17,0.16,0.16,0.17,0.16,0.15,0.16,0.16,0.16,0.14,0.16,0.17,0.16,0.16,0.17,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.11,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.21,0.0,0.11,0.11,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.92
07/28/2021,5.0,3.61,3.17,2.97,2.46,2.58,2.25,2.09,2.02,1.84,1.44,1.39,1.29,0.97,1.08,0.96,0.77,0.81,0.79,0.82,0.73,0.73,0.72,0.76,0.66,0.7,0.69,0.61,0.64,0.63,0.6,0.64,0.56,0.59,0.54,0.54,0.53,0.53,0.54,0.5,0.5,0.47,0.47,0.53,0.43,0.4,0.34,0.42,0.39,0.38,0.39,0.4,0.38,0.34,0.36,0.32,0.35,0.35,0.35,0.32,0.34,0.33,0.3,0.33,0.32,0.3,0.31,0.28,0.28,0.27,0.28,0.3,0.29,0.26,0.25,0.27,0.25,0.26,0.28,0.26,0.25,0.22,0.24,0.24,0.25,0.24,0.27,0.24,0.22,0.23,0.22,0.23,0.22,0.22,0.23,0.21,0.22,0.22,0.21,0.22,0.2,0.21,0.2,0.2,0.19,0.21,0.21,0.0,0.21,0.19,0.19,0.19,0.19,0.18,0.18,0.16,0.18,0.18,0.16,0.16,0.19,0.15,0.17,0.16,0.17,0.19,0.17,0.17,0.17,0.16,0.16,0.17,0.16,0.15,0.16,0.16,0.16,0.14,0.16,0.17,0.16,0.16,0.17,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.11,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.21,0.0,0.11,0.11,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.92
07/29/2021,5.0,3.61,3.17,2.97,2.46,2.58,2.25,2.09,2.02,1.84,1.44,1.39,1.29,0.97,1.08,0.96,0.77,0.81,0.79,0.82,0.73,0.73,0.72,0.76,0.66,0.7,0.69,0.61,0.64,0.63,0.6,0.64,0.56,0.59,0.54,0.54,0.53,0.53,0.54,0.5,0.5,0.47,0.47,0.53,0.43,0.4,0.34,0.42,0.39,0.38,0.39,0.4,0.38,0.34,0.36,0.32,0.35,0.35,0.35,0.32,0.34,0.33,0.3,0.33,0.32,0.3,0.31,0.28,0.28,0.27,0.28,0.3,0.29,0.26,0.25,0.27,0.25,0.26,0.28,0.26,0.25,0.22,0.24,0.24,0.25,0.24,0.27,0.24,0.22,0.23,0.22,0.23,0.22,0.22,0.23,0.21,0.22,0.22,0.21,0.22,0.2,0.21,0.2,0.2,0.19,0.21,0.21,0.0,0.21,0.19,0.19,0.19,0.19,0.18,0.18,0.16,0.18,0.18,0.16,0.16,0.19,0.15,0.17,0.16,0.17,0.19,0.17,0.17,0.17,0.16,0.16,0.17,0.16,0.15,0.16,0.16,0.16,0.14,0.16,0.17,0.16,0.16,0.17,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.11,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.21,0.0,0.11,0.11,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.92
07/30/2021,4.98,3.62,3.15,2.97,2.45,2.57,2.27,2.07,2.01,1.84,1.43,1.4,1.29,1.0,1.07,0.98,0.76,0.82,0.81,0.81,0.73,0.74,0.71,0.76,0.68,0.7,0.68,0.61,0.65,0.62,0.6,0.63,0.57,0.58,0.55,0.54,0.54,0.53,0.54,0.5,0.5,0.46,0.47,0.54,0.42,0.4,0.35,0.41,0.39,0.38,0.39,0.4,0.38,0.35,0.35,0.34,0.35,0.35,0.34,0.32,0.34,0.33,0.31,0.33,0.32,0.3,0.31,0.28,0.28,0.27,0.29,0.3,0.3,0.26,0.25,0.27,0.25,0.26,0.28,0.26,0.26,0.23,0.24,0.24,0.25,0.24,0.25,0.24,0.22,0.23,0.21,0.23,0.22,0.22,0.23,0.22,0.22,0.22,0.21,0.22,0.19,0.21,0.2,0.2,0.19,0.21,0.21,0.0,0.21,0.19,0.19,0.19,0.19,0.19,0.18,0.17,0.18,0.18,0.16,0.17,0.19,0.16,0.17,0.16,0.17,0.19,0.17,0.17,0.17,0.16,0.16,0.17,0.16,0.15,0.16,0.15,0.16,0.15,0.16,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.14,0.14,0.13,0.13,0.14,0.15,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.11,0.13,0.13,0.12,0.12,0.12,0.11,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.21,0.0,0.11,0.11,0.12,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.93
08/02/2021,4.95,3.62,3.15,2.97,2.46,2.56,2.28,2.08,2.09,1.82,1.42,1.39,1.27,0.99,1.08,0.97,0.78,0.82,0.82,0.83,0.73,0.75,0.72,0.77,0.68,0.69,0.69,0.61,0.65,0.63,0.6,0.64,0.57,0.58,0.54,0.54,0.53,0.52,0.54,0.5,0.51,0.47,0.47,0.54,0.43,0.4,0.34,0.41,0.39,0.38,0.39,0.4,0.38,0.35,0.35,0.32,0.35,0.35,0.34,0.32,0.35,0.33,0.3,0.33,0.31,0.29,0.31,0.28,0.27,0.27,0.29,0.3,0.3,0.26,0.25,0.27,0.26,0.26,0.28,0.26,0.26,0.22,0.24,0.24,0.25,0.24,0.24,0.24,0.22,0.23,0.21,0.23,0.22,0.22,0.23,0.22,0.22,0.22,0.21,0.21,0.19,0.21,0.21,0.2,0.19,0.21,0.21,0.0,0.21,0.19,0.19,0.2,0.19,0.19,0.18,0.17,0.18,0.18,0.16,0.16,0.19,0.16,0.17,0.16,0.17,0.19,0.18,0.17,0.17,0.16,0.16,0.17,0.16,0.15,0.16,0.15,0.16,0.14,0.16,0.17,0.16,0.16,0.15,0.16,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.13,0.13,0.14,0.15,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.11,0.13,0.12,0.12,0.12,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.21,0.0,0.11,0.11,0.12,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.94000000000001
08/03/2021,4.95,3.62,3.15,2.97,2.46,2.56,2.28,2.08,2.09,1.82,1.42,1.39,1.27,0.99,1.08,0.97,0.78,0.82,0.82,0.83,0.73,0.75,0.72,0.77,0.68,0.69,0.69,0.61,0.65,0.63,0.6,0.64,0.57,0.58,0.54,0.54,0.53,0.52,0.54,0.5,0.51,0.47,0.47,0.54,0.43,0.4,0.34,0.41,0.39,0.38,0.39,0.4,0.38,0.35,0.35,0.32,0.35,0.35,0.34,0.32,0.35,0.33,0.3,0.33,0.31,0.29,0.31,0.28,0.27,0.27,0.29,0.3,0.3,0.26,0.25,0.27,0.26,0.26,0.28,0.26,0.26,0.22,0.24,0.24,0.25,0.24,0.24,0.24,0.22,0.23,0.21,0.23,0.22,0.22,0.23,0.22,0.22,0.22,0.21,0.21,0.19,0.21,0.21,0.2,0.19,0.21,0.21,0.0,0.21,0.19,0.19,0.2,0.19,0.19,0.18,0.17,0.18,0.18,0.16,0.16,0.19,0.16,0.17,0.16,0.17,0.19,0.18,0.17,0.17,0.16,0.16,0.17,0.16,0.15,0.16,0.15,0.16,0.14,0.16,0.17,0.16,0.16,0.15,0.16,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.13,0.13,0.14,0.15,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.11,0.13,0.12,0.12,0.12,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.21,0.0,0.11,0.11,0.12,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.94000000000001
08/04/2021,4.95,3.62,3.15,2.97,2.46,2.56,2.28,2.08,2.09,1.82,1.42,1.39,1.27,0.99,1.08,0.97,0.78,0.82,0.82,0.83,0.73,0.75,0.72,0.77,0.68,0.69,0.69,0.61,0.65,0.63,0.6,0.64,0.57,0.58,0.54,0.54,0.53,0.52,0.54,0.5,0.51,0.47,0.47,0.54,0.43,0.4,0.34,0.41,0.39,0.38,0.39,0.4,0.38,0.35,0.35,0.32,0.35,0.35,0.34,0.32,0.35,0.33,0.3,0.33,0.31,0.29,0.31,0.28,0.27,0.27,0.29,0.3,0.3,0.26,0.25,0.27,0.26,0.26,0.28,0.26,0.26,0.22,0.24,0.24,0.25,0.24,0.24,0.24,0.22,0.23,0.21,0.23,0.22,0.22,0.23,0.22,0.22,0.22,0.21,0.21,0.19,0.21,0.21,0.2,0.19,0.21,0.21,0.0,0.21,0.19,0.19,0.2,0.19,0.19,0.18,0.17,0.18,0.18,0.16,0.16,0.19,0.16,0.17,0.16,0.17,0.19,0.18,0.17,0.17,0.16,0.16,0.17,0.16,0.15,0.16,0.15,0.16,0.14,0.16,0.17,0.16,0.16,0.15,0.16,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.13,0.13,0.14,0.15,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.11,0.13,0.12,0.12,0.12,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.21,0.0,0.11,0.11,0.12,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.94000000000001
08/05/2021,4.95,3.62,3.15,2.97,2.46,2.56,2.28,2.08,2.09,1.82,1.42,1.39,1.27,0.99,1.08,0.97,0.78,0.82,0.82,0.83,0.73,0.75,0.72,0.77,0.68,0.69,0.69,0.61,0.65,0.63,0.6,0.64,0.57,0.58,0.54,0.54,0.53,0.52,0.54,0.5,0.51,0.47,0.47,0.54,0.43,0.4,0.34,0.41,0.39,0.38,0.39,0.4,0.38,0.35,0.35,0.32,0.35,0.35,0.34,0.32,0.35,0.33,0.3,0.33,0.31,0.29,0.31,0.28,0.27,0.27,0.29,0.3,0.3,0.26,0.25,0.27,0.26,0.26,0.28,0.26,0.26,0.22,0.24,0.24,0.25,0.24,0.24,0.24,0.22,0.23,0.21,0.23,0.22,0.22,0.23,0.22,0.22,0.22,0.21,0.21,0.19,0.21,0.21,0.2,0.19,0.21,0.21,0.0,0.21,0.19,0.19,0.2,0.19,0.19,0.18,0.17,0.18,0.18,0.16,0.16,0.19,0.16,0.17,0.16,0.17,0.19,0.18,0.17,0.17,0.16,0.16,0.17,0.16,0.15,0.16,0.15,0.16,0.14,0.16,0.17,0.16,0.16,0.15,0.16,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.13,0.13,0.14,0.15,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.11,0.13,0.12,0.12,0.12,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.21,0.0,0.11,0.11,0.12,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.94000000000001
