,n/a,BAC V0.981 09.25.25 MTN,JPM V1.04 02.04.27,C V3.106 04.08.26,MS V1.164 10.21.25 MTN,WFC V2.164 02.11.26 MTN,GS V1.093 12.09.26 VAR,PVOXX,NFLX 4.375 11.15.26,BA 4.875 05.01.25,ET 4.05 03.15.25,CMCSA 3.15 03.01.26,HD 3.75 02.15.24,AAPL 3.45 05.06.24,HES 3.5 07.15.24,CNA 3.95 05.15.24,VRSK 4 06.15.25,PNC 3.5 01.23.24,GM 3.95 04.13.24,MSFT 2.875 02.06.24,AXP 3.4 02.22.24,ABIBB 3.65 02.01.26 *,MU 4.185 02.15.27,ARE 3.45 04.30.25,VW 3.35 05.13.25 144A,AIG 2.5 06.30.25,UNH 0.55 05.15.24,BK 1.6 04.24.25 MTN,VMW 1 08.15.24,AER 1.75 10.29.24 3NC1,T 1.7 03.25.26,CDWC 2.67 12.01.26,DTRGR 2 12.14.26 144A,AEE 1.95 03.15.27,NI 0.95 08.15.25,TFC V1.267 03.02.27 MTN,CVECN 5.375 07.15.25,OKE 4.9 03.15.25,MPLX 4.875 12.01.24,MPC 4.7 05.01.25,TACHEM 4.4 11.26.23,MO 4 01.31.24,CHTR 4.5 02.01.24 USD,BPLN 3.814 02.10.24,DUK 3.75 04.15.24,CNQCN 3.8 04.15.24,WMB 3.9 01.15.25,D 3.071 08.15.24,AVGO 3.125 01.15.25,FISV 2.75 07.01.24,SUCN 3.1 05.15.25,ABBV 2.6 11.21.24,BATSLN 2.789 09.06.24,SYY 3.3 07.15.26,GPN 2.65 02.15.25,CNC 4.25 12.15.27,KHC 3 06.01.26,AL 0.7 02.15.24 MTN,ORCL 1.65 03.25.26,WBD 4.9 03.11.26,KEYS 4.55 10.30.24,LUV 4.75 05.04.23,CNHI 4.2 01.15.24,BIMBOA 3.875 06.27.24 144A,FEMSA 2.875 05.10.23,KSU 3 05.15.23 *,BDX 3.363 06.06.24,LDOS 3.625 05.15.25,BAYNGR 3.375 10.08.24 144A,TMUS 3.5 04.15.25,ES 2.9 10.01.24 L,KO 1.75 09.06.24,AMT 2.95 01.15.25,ENELIM 2.65 09.10.24 144A,SWKS 0.9 06.01.23,PENSKE 2.7 11.01.24 144A,DIS 1.75 08.30.24,R 2.5 09.01.24 MTN,RCICN 3.2 03.15.27 144A,ZTS 3 09.12.27,TMO 1.215 10.18.24,ALCSW 2.75 09.23.26 144A,PKI 0.85 09.15.24,JDEPNA 0.8 09.24.24 144A,GLENLN 1.625 09.01.25 144A,WEIRLN 2.2 05.13.26 144A,VNT 1.8 04.01.26,AHTLN 1.5 08.12.26 144A,GXO 1.65 07.15.26 144A,EXPE 4.5 08.15.24,ORLY 3.85 06.15.23,WELL 4 06.01.25,AIA 3.2 03.11.25 144A,SCCO 3.875 04.23.25,AN 3.5 11.15.24,BXP 3.2 01.15.25,OGS 0.85 03.11.23,STLD 2.8 12.15.24,EMACN 3.55 06.15.26,OGE 0.703 05.26.23 *,UDR 2.95 09.01.26 MTN,IFF 1.23 10.01.25 144A,TELVIS 6.625 03.18.25,STLA 5.25 04.15.23,ROP 3.85 12.15.25,ALLE 3.2 10.01.24,CARR 2.242 02.15.25,GXO 1.65 07.15.26,SUM
05/24/2022,6.72,3.81,3.65,2.88,2.87,2.43,2.29,1.48,1.4,1.23,1.22,1.21,1.04,1.04,1.04,1.03,1.03,1.03,1.03,1.03,1.03,1.02,1.02,1.01,1.01,0.98,0.98,0.97,0.96,0.95,0.95,0.94,0.94,0.93,0.93,0.93,0.85,0.84,0.83,0.83,0.83,0.83,0.83,0.83,0.82,0.82,0.82,0.81,0.81,0.8,0.8,0.8,0.8,0.8,0.79,0.79,0.78,0.77,0.74,0.63,0.62,0.62,0.62,0.62,0.61,0.61,0.61,0.61,0.61,0.61,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.59,0.58,0.58,0.57,0.57,0.57,0.55,0.55,0.55,0.54,0.53,0.52,0.51,0.51,0.51,0.51,0.5,0.5,0.5,0.5,0.5,0.49,0.47,0.43,0.41,0.41,0.4,0.39,0.0,100.02
05/26/2022,6.72,3.82,3.65,2.88,2.87,2.43,2.29,1.49,1.41,1.23,1.22,1.21,1.04,1.04,1.04,1.03,1.03,1.03,1.03,1.03,1.03,1.02,1.01,1.02,1.0,0.98,0.98,0.97,0.96,0.95,0.95,0.94,0.93,0.93,0.93,0.93,0.85,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.82,0.82,0.82,0.81,0.8,0.81,0.8,0.8,0.8,0.8,0.79,0.79,0.78,0.77,0.74,0.63,0.62,0.62,0.62,0.62,0.61,0.61,0.61,0.61,0.61,0.6,0.61,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.58,0.58,0.57,0.57,0.57,0.55,0.55,0.54,0.54,0.53,0.52,0.51,0.51,0.51,0.51,0.5,0.5,0.5,0.5,0.5,0.49,0.47,0.44,0.41,0.41,0.4,0.39,0.0,100.03
06/07/2022,6.76,3.82,3.66,2.88,2.88,2.43,2.3,1.43,1.42,1.23,1.22,1.21,1.04,1.03,1.03,1.03,1.02,1.03,1.03,1.02,1.03,1.02,1.02,1.01,1.0,0.98,0.98,0.97,0.96,0.95,0.95,0.93,0.93,0.93,0.93,0.93,0.85,0.83,0.83,0.84,0.83,0.83,0.83,0.83,0.82,0.82,0.82,0.81,0.8,0.8,0.82,0.8,0.8,0.8,0.79,0.8,0.79,0.77,0.74,0.63,0.62,0.62,0.62,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.59,0.59,0.58,0.57,0.57,0.57,0.55,0.54,0.54,0.54,0.52,0.51,0.51,0.51,0.51,0.51,0.5,0.5,0.5,0.49,0.5,0.49,0.47,0.43,0.41,0.41,0.4,0.39,0.0,99.99
07/07/2022,6.58,3.83,3.66,2.88,2.88,2.43,2.3,3.67,1.39,1.24,1.22,1.21,1.04,1.04,1.04,1.03,1.03,1.03,1.02,1.03,1.03,1.02,1.01,1.02,1.0,0.99,0.98,0.98,0.97,0.96,0.95,0.93,0.93,0.93,0.93,0.93,0.85,0.83,0.83,0.84,0.83,0.83,0.83,0.0,0.83,0.82,0.82,0.8,0.82,0.81,0.0,0.8,0.8,0.8,0.79,0.77,0.78,0.78,0.74,0.62,0.62,0.62,0.62,0.61,0.61,0.62,0.61,0.61,0.61,0.61,0.61,0.6,0.6,0.6,0.6,0.59,0.6,0.6,0.59,0.59,0.59,0.58,0.57,0.57,0.57,0.54,0.54,0.54,0.0,0.0,0.51,0.51,0.51,0.51,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.47,0.44,0.41,0.41,0.4,0.39,0.54,99.94
