,2022-03-18 iShares MSCI EAFE ETF C 0.76,2022-03-18 iShares MSCI EAFE ETF P 76.43,US Dollar,2022-03-18 iShares MSCI EAFE ETF C 87.27,2022-03-18 iShares MSCI EAFE ETF P 68.79,SUM
07/09/2021,98.0,4.24,0.98,-1.23,-1.99,100.0
