,AAPL,MSFT,GOOGL,GOOG,NVDA,JNJ,HD,PG,V,BAC,MA,PFE,DIS,PEP,AVGO,ABBV,ABT,ACN,CSCO,ADBE,KO,CVX,CMCSA,PYPL,CRM,WFC,INTC,LLY,VZ,QCOM,MCD,NKE,MRK,DHR,T,LOW,TXN,AMD,UPS,INTU,MS,HON,AMAT,SCHW,BMY,CVS,GS,BLK,C,SBUX,BA,AMT,PLD,TGT,SPGI,ISRG,ANTM,DE,NOW,MU,COP,MMM,AXP,ADP,ZTS,ADI,PNC,SYK,MO,GILD,LRCX,TJX,SHW,MMC,TFC,GM,CCI,USB,CI,NSC,EL,ICE,KLAC,COF,WM,TMUS,FDX,ETN,ILMN,PSA,AON,BSX,UBER,SNPS,JCI,VRTX,EXC,TEL,REGN,NOC,TT,BK,KMB,ALGN,MSCI,NEM,AEP,PANW,MET,GPN,CTSH,MPC,DOW,APTV,HPQ,A,BAX,AZO,PPG,PRU,WDAY,EBAY,MAR,DD,STZ,GIS,YUM,SRE,TROW,BIIB,FTNT,TEAM,AFL,EA,ADM,WBA,XEL,WELL,DFS,ALL,OTIS,CBRE,EQR,NUE,CMG,VLO,STT,PEG,FITB,SWK,MTCH,KR,TWTR,ANSS,BLL,RMD,DOCU,ES,ALB,CMI,GLW,OXY,ED,WEC,RSG,URI,SYF,ANET,ZBH,O,TSN,NTRS,MKL,CDW,KEY,HBAN,NDAQ,EIX,FTV,MKC,LH,HIG,RF,PCG,PPL,BURL,CLX,EXPE,AEE,HPE,HUBS,BR,BBY,GWW,LCID,TTWO,YUMC,LYV,NTAP,SPLK,VIAC,WDC,PFG,AKAM,CMS,DLX,MAPS,ASB,RLGY,DKS,BOH,WEX,DVA,SYNA,KBR,HALO,ABM,PD,CYH,PING,KSS,UTHR,FLEX,FCN,HBI,KRTX,VSAT,DIOD,AAWW,CVBF,OI,ALEX,XNCR,GBT,ARQT,VMW,ATR,FFIV,GWRE,CLF,PLNT,THC,NVT,NTNX,TDC,MRTX,SNX,HI,SPB,OPEN,RHP,ENR,WAFD,ECPG,SEAS,HOPE,OSH,SC,GVA,FSR,FDP,PRA,ACCD,IBRX,JNPR,BAH,AAL,NDSN,LYFT,PEN,G,SAFM,M,OC,LEA,ALK,SNV,NLSN,GT,HOG,VG,GH,IIVI,CBRL,JBLU,BHF,FWRD,ACIW,MATX,UPST,PNM,HRB,CATY,FHB,BKU,TNET,AVT,NJR,DBRG,FATE,FBP,ENV,JWN,VIR,IHRT,FGXXX,MGM,RJF,ALNY,SUM
01/25/2022,10.73,8.81,3.1,2.88,2.28,1.73,1.45,1.53,1.42,1.34,1.27,1.19,1.05,0.95,0.82,0.93,0.87,0.85,0.9,0.93,0.93,0.96,0.9,0.81,0.85,0.89,0.84,0.81,0.84,0.75,0.76,0.71,0.8,0.7,0.76,0.59,0.63,0.59,0.57,0.54,0.56,0.55,0.48,0.55,0.56,0.53,0.46,0.48,0.51,0.44,0.5,0.45,0.46,0.44,0.42,0.39,0.45,0.43,0.38,0.38,0.45,0.4,0.37,0.37,0.37,0.34,0.34,0.34,0.37,0.34,0.31,0.3,0.3,0.32,0.32,0.28,0.3,0.3,0.32,0.28,0.25,0.27,0.25,0.27,0.25,0.24,0.25,0.24,0.25,0.23,0.22,0.25,0.21,0.21,0.21,0.23,0.22,0.2,0.2,0.2,0.17,0.19,0.19,0.16,0.17,0.2,0.18,0.17,0.18,0.17,0.17,0.18,0.17,0.14,0.16,0.16,0.17,0.16,0.16,0.17,0.17,0.15,0.16,0.16,0.16,0.16,0.14,0.16,0.14,0.15,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.12,0.14,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.11,0.12,0.12,0.1,0.12,0.11,0.11,0.1,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.0,0.09,0.09,0.09,0.09,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.0,0.08,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.63
01/26/2022,10.76,8.79,3.08,2.85,2.25,1.75,1.47,1.56,1.39,1.33,1.26,1.18,1.0,0.97,0.81,0.93,0.89,0.85,0.89,0.93,0.94,0.96,0.91,0.77,0.85,0.89,0.85,0.82,0.85,0.75,0.77,0.72,0.81,0.71,0.76,0.61,0.65,0.58,0.58,0.53,0.57,0.55,0.48,0.54,0.56,0.53,0.46,0.47,0.51,0.45,0.49,0.45,0.47,0.44,0.42,0.36,0.45,0.43,0.39,0.37,0.45,0.41,0.37,0.37,0.37,0.35,0.34,0.34,0.37,0.35,0.31,0.31,0.3,0.32,0.32,0.28,0.31,0.3,0.32,0.28,0.25,0.28,0.25,0.27,0.26,0.24,0.25,0.24,0.25,0.24,0.22,0.25,0.21,0.2,0.21,0.23,0.22,0.2,0.21,0.2,0.18,0.18,0.19,0.16,0.17,0.2,0.18,0.16,0.18,0.17,0.17,0.18,0.17,0.14,0.16,0.16,0.17,0.16,0.16,0.17,0.17,0.15,0.16,0.16,0.16,0.16,0.15,0.16,0.13,0.15,0.15,0.14,0.15,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.11,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.11,0.11,0.12,0.12,0.1,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.09,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.0,0.09,0.09,0.09,0.08,0.0,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.0,0.08,0.07,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.65
01/27/2022,10.76,8.79,3.08,2.85,2.25,1.75,1.47,1.56,1.39,1.33,1.26,1.18,1.0,0.97,0.81,0.93,0.89,0.85,0.89,0.93,0.94,0.96,0.91,0.77,0.85,0.89,0.85,0.82,0.85,0.75,0.77,0.72,0.81,0.71,0.76,0.61,0.65,0.58,0.58,0.53,0.57,0.55,0.48,0.54,0.56,0.53,0.46,0.47,0.51,0.45,0.49,0.45,0.47,0.44,0.42,0.36,0.45,0.43,0.39,0.37,0.45,0.41,0.37,0.37,0.37,0.35,0.34,0.34,0.37,0.35,0.31,0.31,0.3,0.32,0.32,0.28,0.31,0.3,0.32,0.28,0.25,0.28,0.25,0.27,0.26,0.24,0.25,0.24,0.25,0.24,0.22,0.25,0.21,0.2,0.21,0.23,0.22,0.2,0.21,0.2,0.18,0.18,0.19,0.16,0.17,0.2,0.18,0.16,0.18,0.17,0.17,0.18,0.17,0.14,0.16,0.16,0.17,0.16,0.16,0.17,0.17,0.15,0.16,0.16,0.16,0.16,0.15,0.16,0.13,0.15,0.15,0.14,0.15,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.11,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.11,0.11,0.12,0.12,0.1,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.09,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.0,0.09,0.09,0.09,0.08,0.0,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.0,0.08,0.07,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.65
01/28/2022,10.76,8.79,3.08,2.85,2.25,1.75,1.47,1.56,1.39,1.33,1.26,1.18,1.0,0.97,0.81,0.93,0.89,0.85,0.89,0.93,0.94,0.96,0.91,0.77,0.85,0.89,0.85,0.82,0.85,0.75,0.77,0.72,0.81,0.71,0.76,0.61,0.65,0.58,0.58,0.53,0.57,0.55,0.48,0.54,0.56,0.53,0.46,0.47,0.51,0.45,0.49,0.45,0.47,0.44,0.42,0.36,0.45,0.43,0.39,0.37,0.45,0.41,0.37,0.37,0.37,0.35,0.34,0.34,0.37,0.35,0.31,0.31,0.3,0.32,0.32,0.28,0.31,0.3,0.32,0.28,0.25,0.28,0.25,0.27,0.26,0.24,0.25,0.24,0.25,0.24,0.22,0.25,0.21,0.2,0.21,0.23,0.22,0.2,0.21,0.2,0.18,0.18,0.19,0.16,0.17,0.2,0.18,0.16,0.18,0.17,0.17,0.18,0.17,0.14,0.16,0.16,0.17,0.16,0.16,0.17,0.17,0.15,0.16,0.16,0.16,0.16,0.15,0.16,0.13,0.15,0.15,0.14,0.15,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.11,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.11,0.11,0.12,0.12,0.1,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.09,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.0,0.09,0.09,0.09,0.08,0.0,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.0,0.08,0.07,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.65
01/31/2022,10.69,9.02,3.09,2.87,2.14,1.84,1.52,1.55,1.41,1.37,1.26,1.21,0.99,0.95,0.83,0.98,0.86,0.85,0.87,0.93,0.94,1.04,0.89,0.76,0.84,0.9,0.8,0.81,0.83,0.74,0.76,0.74,0.83,0.69,0.7,0.62,0.66,0.51,0.57,0.53,0.59,0.55,0.47,0.55,0.57,0.57,0.47,0.47,0.53,0.46,0.45,0.44,0.46,0.44,0.4,0.36,0.45,0.45,0.41,0.36,0.49,0.41,0.41,0.34,0.35,0.34,0.35,0.34,0.38,0.34,0.28,0.32,0.29,0.3,0.33,0.27,0.29,0.31,0.31,0.28,0.25,0.27,0.25,0.27,0.25,0.25,0.25,0.24,0.22,0.24,0.22,0.25,0.2,0.2,0.21,0.23,0.22,0.19,0.21,0.19,0.17,0.19,0.19,0.16,0.17,0.2,0.18,0.17,0.18,0.17,0.17,0.18,0.19,0.14,0.16,0.16,0.17,0.16,0.16,0.17,0.15,0.15,0.16,0.16,0.16,0.16,0.14,0.16,0.13,0.15,0.14,0.15,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.11,0.14,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.11,0.13,0.12,0.09,0.12,0.11,0.11,0.12,0.13,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.08,0.08,0.09,0.09,0.08,0.0,0.08,0.08,0.08,0.0,0.08,0.08,0.0,0.0,0.07,0.08,0.0,0.07,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.76
02/01/2022,0.0,0.0,3.09,2.87,2.14,1.84,1.52,1.55,1.41,1.37,1.26,1.21,0.99,0.95,0.83,0.98,0.86,0.85,0.87,0.93,0.94,1.04,0.89,0.76,0.84,0.9,0.8,0.81,0.83,0.74,0.76,0.74,0.83,0.69,0.7,0.62,0.66,0.51,0.57,0.53,0.59,0.55,0.47,0.55,0.57,0.57,0.47,0.47,0.53,0.46,0.45,0.44,0.46,0.44,0.4,0.36,0.45,0.45,0.41,0.36,0.49,0.41,0.41,0.34,0.35,0.34,0.35,0.34,0.38,0.34,0.28,0.32,0.29,0.3,0.33,0.27,0.29,0.31,0.31,0.28,0.25,0.27,0.25,0.27,0.25,0.25,0.25,0.24,0.22,0.24,0.22,0.25,0.2,0.2,0.21,0.23,0.22,0.0,0.21,0.19,0.0,0.19,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.03,0.04,0.03,0.02,0.02,0.01,0.01,0.01,0.0,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,63.56
02/02/2022,10.69,9.02,3.09,2.87,2.14,1.84,1.52,1.55,1.41,1.37,1.26,1.21,0.99,0.95,0.83,0.98,0.86,0.85,0.87,0.93,0.94,1.04,0.89,0.76,0.84,0.9,0.8,0.81,0.83,0.74,0.76,0.74,0.83,0.69,0.7,0.62,0.66,0.51,0.57,0.53,0.59,0.55,0.47,0.55,0.57,0.57,0.47,0.47,0.53,0.46,0.45,0.44,0.46,0.44,0.4,0.36,0.45,0.45,0.41,0.36,0.49,0.41,0.41,0.34,0.35,0.34,0.35,0.34,0.38,0.34,0.28,0.32,0.29,0.3,0.33,0.27,0.29,0.31,0.31,0.28,0.25,0.27,0.25,0.27,0.25,0.25,0.25,0.24,0.22,0.24,0.22,0.25,0.2,0.2,0.21,0.23,0.22,0.19,0.21,0.19,0.17,0.19,0.19,0.16,0.17,0.2,0.18,0.17,0.18,0.17,0.17,0.18,0.19,0.14,0.16,0.16,0.17,0.16,0.16,0.17,0.15,0.15,0.16,0.16,0.16,0.16,0.14,0.16,0.13,0.15,0.14,0.15,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.11,0.14,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.11,0.13,0.12,0.09,0.12,0.11,0.11,0.12,0.13,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.08,0.08,0.09,0.09,0.08,0.0,0.08,0.08,0.08,0.0,0.08,0.08,0.0,0.0,0.07,0.08,0.0,0.07,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.76
02/03/2022,11.12,9.01,3.1,2.88,2.16,1.8,1.52,1.52,1.52,1.34,1.33,1.2,0.99,0.95,0.84,0.96,0.87,0.85,0.86,0.95,0.93,0.98,0.89,0.76,0.85,0.88,0.77,0.81,0.83,0.75,0.77,0.73,0.81,0.7,0.71,0.62,0.65,0.51,0.56,0.53,0.57,0.54,0.46,0.53,0.56,0.56,0.46,0.47,0.52,0.45,0.44,0.45,0.46,0.43,0.41,0.36,0.44,0.43,0.42,0.36,0.47,0.38,0.41,0.33,0.36,0.34,0.35,0.33,0.37,0.34,0.28,0.32,0.29,0.3,0.32,0.26,0.3,0.31,0.31,0.27,0.25,0.27,0.24,0.26,0.25,0.25,0.24,0.23,0.22,0.24,0.22,0.24,0.2,0.2,0.2,0.24,0.22,0.19,0.21,0.19,0.17,0.18,0.18,0.15,0.17,0.19,0.18,0.16,0.18,0.17,0.17,0.18,0.18,0.13,0.16,0.16,0.17,0.16,0.15,0.16,0.16,0.14,0.16,0.15,0.16,0.16,0.14,0.16,0.12,0.15,0.14,0.16,0.16,0.15,0.16,0.14,0.15,0.14,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.14,0.12,0.13,0.12,0.11,0.11,0.12,0.11,0.11,0.12,0.11,0.1,0.12,0.1,0.11,0.13,0.13,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.08,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.0,0.08,0.08,0.0,0.0,0.08,0.08,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.74
02/04/2022,11.22,8.94,3.09,2.88,2.28,1.77,1.5,1.49,1.48,1.33,1.33,1.14,1.0,0.94,0.86,0.94,0.87,0.87,0.85,0.96,0.92,0.97,0.88,0.79,0.87,0.86,0.77,0.8,0.83,0.78,0.76,0.73,0.8,0.7,0.71,0.62,0.65,0.54,0.56,0.54,0.57,0.53,0.47,0.52,0.55,0.54,0.46,0.47,0.51,0.45,0.46,0.45,0.46,0.43,0.41,0.37,0.43,0.43,0.43,0.36,0.46,0.38,0.41,0.34,0.36,0.35,0.34,0.32,0.37,0.34,0.29,0.32,0.28,0.3,0.32,0.27,0.3,0.3,0.3,0.27,0.25,0.27,0.25,0.26,0.25,0.25,0.24,0.23,0.23,0.23,0.23,0.24,0.21,0.2,0.2,0.24,0.22,0.19,0.2,0.18,0.17,0.18,0.18,0.16,0.18,0.19,0.18,0.17,0.18,0.17,0.17,0.18,0.18,0.13,0.16,0.16,0.17,0.16,0.15,0.16,0.17,0.15,0.16,0.15,0.16,0.16,0.14,0.16,0.13,0.15,0.15,0.16,0.15,0.15,0.16,0.14,0.15,0.14,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.14,0.12,0.13,0.12,0.11,0.11,0.11,0.12,0.11,0.13,0.11,0.1,0.12,0.11,0.11,0.12,0.13,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.08,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.0,0.08,0.08,0.0,0.0,0.08,0.08,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.75
02/07/2022,11.15,8.7,3.29,3.04,2.24,1.79,1.5,1.53,1.52,1.34,1.34,1.16,0.99,0.95,0.86,0.97,0.9,0.85,0.84,0.92,0.93,0.99,0.88,0.57,0.8,0.89,0.77,0.8,0.84,0.79,0.77,0.72,0.78,0.71,0.68,0.61,0.63,0.57,0.64,0.53,0.57,0.5,0.47,0.52,0.55,0.55,0.47,0.46,0.51,0.44,0.47,0.45,0.46,0.42,0.41,0.37,0.44,0.43,0.41,0.36,0.48,0.38,0.42,0.34,0.36,0.35,0.34,0.33,0.36,0.32,0.29,0.31,0.28,0.3,0.32,0.27,0.3,0.31,0.29,0.27,0.25,0.27,0.25,0.27,0.24,0.28,0.24,0.23,0.23,0.24,0.23,0.24,0.19,0.2,0.19,0.24,0.17,0.19,0.2,0.18,0.16,0.19,0.18,0.17,0.18,0.19,0.18,0.16,0.18,0.17,0.17,0.19,0.18,0.13,0.17,0.16,0.17,0.17,0.15,0.17,0.15,0.14,0.16,0.15,0.16,0.16,0.14,0.16,0.12,0.14,0.15,0.15,0.16,0.16,0.16,0.14,0.15,0.14,0.13,0.14,0.13,0.13,0.14,0.13,0.12,0.14,0.13,0.13,0.12,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.09,0.12,0.11,0.11,0.13,0.14,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.09,0.07,0.0,0.08,0.08,0.0,0.08,0.08,0.0,0.0,0.08,0.08,0.0,0.0,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,93.71
