,MSFT,AAPL,FB,TSLA,NVDA,JPM,GOOGL,GOOG,V,UNH,HD,PYPL,MA,BAC,VZ,PFE,CRM,INTC,KO,T,ABT,ABBV,PEP,TMO,MRK,NKE,ENPH,ACN,MCD,MDT,QCOM,SEDG,HON,BMY,UPS,UNP,C,NEE,LOW,MS,BA,AMZN,BDX,TGT,GE,MMM,DE,CVS,AXP,SCHW,AGPXX,SPGI,MDLZ,FSLR,GILD,CI,ADP,CCI,PNC,TJX,DUK,CSX,UBER,FDX,MELI,GM,EQIX,ILMN,ITW,SO,EW,HASI,BSX,D,AY,ETN,MCO,EMR,F,BIIB,AON,TWTR,ECL,FCX,NEM,DD,KMB,MET,CSCO,A,EBAY,EXC,AEP,WDAY,INFO,APTV,PRU,BK,BAX,ALXN,EA,SRE,PPG,CARR,HLT,STZ,SYY,TRV,HPQ,RMD,MAR,XEL,CMI,WELL,YUM,WBA,ADM,IFF,SWK,ROK,AME,LUV,DHI,PEG,AVB,KR,WEC,AWK,LH,ES,DAL,EQR,KHC,SYF,KSU,VFC,ED,DELL,URI,VMC,DLTR,CLX,VTR,TSN,PPL,EIX,MLM,EXPD,DTE,XYL,FE,ETR,NDAQ,GWW,RF,TFX,DGX,PEAK,RCL,CMS,AES,LVS,ALB,K,UAL,EMN,HBAN,SJM,JBHT,LNT,FMC,NVR,HWM,HRL,IRM,BAH,NDSN,CF,BG,MOS,FND,REG,TAP,NRG,NI,CPB,LEA,ALV,OGN,GPS,OGE,PRGO,DTM WI,AGR,Cash,Invesco Shrt-Trm Inv Gov&Agcy Instl,AZN,DTM,n/a,VMW,SUM
10/06/2021,5.43,5.39,4.9,2.88,5.44,2.36,2.75,2.6,1.76,1.72,1.65,1.42,1.42,1.54,1.34,1.14,2.65,2.31,0.96,1.16,0.97,0.89,0.97,1.04,0.89,0.86,1.46,2.16,0.84,0.79,1.56,0.99,0.7,0.62,0.62,0.61,0.7,0.71,0.67,0.69,0.57,0.52,0.33,0.53,0.54,0.48,0.49,0.53,0.51,0.52,0.77,0.47,0.38,0.73,0.41,0.32,0.4,0.34,0.4,0.37,0.35,0.32,0.71,0.25,0.36,0.32,0.32,0.28,0.28,0.3,0.33,0.3,0.29,0.27,0.27,0.28,0.26,0.27,0.27,0.2,0.3,0.28,0.24,0.23,0.2,0.17,0.21,0.22,0.5,0.22,0.21,0.22,0.19,0.5,0.2,0.19,0.2,0.2,0.19,0.0,0.24,0.19,0.16,0.2,0.17,0.16,0.19,0.18,0.35,0.18,0.18,0.15,0.16,0.16,0.17,0.16,0.16,0.16,0.13,0.16,0.13,0.14,0.13,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.11,0.12,0.11,0.1,0.11,0.28,0.12,0.1,0.1,0.09,0.09,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.08,0.1,0.08,0.09,0.08,0.09,0.08,0.07,0.06,0.1,0.07,0.07,0.06,0.11,0.06,0.06,0.06,0.05,0.07,0.06,0.05,0.06,0.05,0.06,0.05,0.05,0.06,0.06,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.02,0.03,0.03,0.0,0.01,0.0,0.0,0.13,0.03,0.01,0.0,100.08
10/07/2021,5.5,5.37,4.89,2.84,5.37,2.38,2.77,2.63,1.79,1.71,1.64,1.43,1.45,1.54,1.33,1.12,2.65,2.31,0.95,1.15,0.95,0.88,0.96,1.03,0.96,0.86,1.49,2.16,0.84,0.79,1.54,1.0,0.7,0.62,0.61,0.62,0.7,0.71,0.67,0.69,0.57,0.51,0.32,0.52,0.55,0.48,0.5,0.52,0.52,0.53,0.78,0.47,0.38,0.72,0.4,0.32,0.4,0.34,0.4,0.37,0.35,0.32,0.74,0.25,0.35,0.32,0.31,0.27,0.28,0.3,0.32,0.3,0.29,0.26,0.27,0.28,0.26,0.27,0.26,0.2,0.3,0.29,0.24,0.23,0.19,0.17,0.2,0.22,0.5,0.22,0.21,0.21,0.19,0.5,0.2,0.19,0.2,0.2,0.19,0.0,0.24,0.18,0.16,0.2,0.18,0.17,0.19,0.17,0.36,0.18,0.19,0.15,0.16,0.16,0.17,0.15,0.16,0.16,0.13,0.15,0.13,0.15,0.13,0.14,0.14,0.14,0.12,0.14,0.12,0.13,0.13,0.13,0.11,0.12,0.11,0.1,0.11,0.28,0.12,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.08,0.1,0.08,0.08,0.08,0.09,0.08,0.07,0.06,0.09,0.07,0.08,0.06,0.11,0.06,0.06,0.06,0.05,0.07,0.06,0.05,0.06,0.05,0.06,0.06,0.05,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.02,0.03,0.03,0.0,0.01,0.0,0.0,0.13,0.03,0.01,0.0,100.02
10/08/2021,5.47,5.32,4.73,2.91,5.19,2.41,2.76,2.61,1.78,1.71,1.65,1.4,1.41,1.58,1.36,1.13,2.65,2.33,0.97,1.18,0.96,0.9,0.97,1.04,0.99,0.88,1.41,2.16,0.85,0.79,1.54,0.95,0.71,0.62,0.61,0.64,0.71,0.72,0.68,0.69,0.58,0.51,0.32,0.53,0.56,0.48,0.5,0.52,0.52,0.53,0.79,0.47,0.38,0.72,0.4,0.32,0.4,0.35,0.4,0.37,0.36,0.32,0.73,0.25,0.34,0.33,0.32,0.26,0.28,0.31,0.31,0.3,0.28,0.27,0.27,0.28,0.26,0.27,0.27,0.2,0.3,0.27,0.25,0.23,0.2,0.18,0.21,0.22,0.5,0.21,0.21,0.22,0.19,0.5,0.2,0.2,0.2,0.2,0.19,0.0,0.24,0.19,0.16,0.2,0.18,0.17,0.2,0.18,0.36,0.17,0.19,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.13,0.16,0.13,0.15,0.13,0.14,0.14,0.14,0.13,0.14,0.12,0.13,0.13,0.13,0.11,0.13,0.12,0.1,0.11,0.28,0.12,0.1,0.1,0.09,0.1,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.08,0.1,0.08,0.08,0.08,0.09,0.08,0.07,0.06,0.09,0.07,0.08,0.06,0.11,0.06,0.06,0.06,0.05,0.07,0.06,0.05,0.06,0.05,0.06,0.06,0.05,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.02,0.03,0.03,0.0,0.01,0.0,0.0,0.13,0.03,0.01,0.0,99.99
10/11/2021,4.93,4.86,3.36,2.84,3.64,2.28,2.51,2.35,1.76,1.7,1.6,1.45,1.43,1.47,2.33,1.07,3.67,2.98,0.94,2.01,0.94,0.87,0.97,1.03,0.9,0.85,1.59,2.83,0.83,0.77,1.98,1.05,0.68,0.6,0.6,0.61,0.66,0.71,0.65,0.66,0.56,0.54,0.32,0.51,0.52,0.46,0.44,0.49,0.5,0.52,0.72,0.48,0.38,0.78,0.38,0.31,0.39,0.34,0.38,0.35,0.34,0.33,1.06,0.25,0.33,0.34,0.31,0.27,0.27,0.29,0.32,0.32,0.28,0.26,0.29,0.27,0.27,0.26,0.24,0.19,0.3,0.54,0.24,0.21,0.19,0.16,0.2,0.21,0.63,0.21,0.21,0.21,0.18,0.67,0.22,0.18,0.19,0.19,0.18,0.0,0.39,0.18,0.15,0.2,0.17,0.16,0.18,0.17,0.45,0.17,0.19,0.15,0.15,0.16,0.16,0.15,0.15,0.15,0.13,0.15,0.13,0.14,0.12,0.13,0.14,0.12,0.12,0.14,0.12,0.13,0.13,0.12,0.11,0.13,0.11,0.1,0.11,0.4,0.11,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.08,0.09,0.08,0.08,0.08,0.09,0.08,0.07,0.06,0.1,0.07,0.07,0.06,0.1,0.06,0.06,0.06,0.05,0.07,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.02,0.03,0.03,0.0,0.01,0.0,0.0,0.0,0.03,0.01,0.0,99.95000000000002
10/12/2021,4.93,4.86,3.36,2.84,3.64,2.28,2.51,2.35,1.76,1.7,1.6,1.45,1.43,1.47,2.33,1.07,3.67,2.98,0.94,2.01,0.94,0.87,0.97,1.03,0.9,0.85,1.59,2.83,0.83,0.77,1.98,1.05,0.68,0.6,0.6,0.61,0.66,0.71,0.65,0.66,0.56,0.54,0.32,0.51,0.52,0.46,0.44,0.49,0.5,0.52,0.72,0.48,0.38,0.78,0.38,0.31,0.39,0.34,0.38,0.35,0.34,0.33,1.06,0.25,0.33,0.34,0.31,0.27,0.27,0.29,0.32,0.32,0.28,0.26,0.29,0.27,0.27,0.26,0.24,0.19,0.3,0.54,0.24,0.21,0.19,0.16,0.2,0.21,0.63,0.21,0.21,0.21,0.18,0.67,0.22,0.18,0.19,0.19,0.18,0.0,0.39,0.18,0.15,0.2,0.17,0.16,0.18,0.17,0.45,0.17,0.19,0.15,0.15,0.16,0.16,0.15,0.15,0.15,0.13,0.15,0.13,0.14,0.12,0.13,0.14,0.12,0.12,0.14,0.12,0.13,0.13,0.12,0.11,0.13,0.11,0.1,0.11,0.4,0.11,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.08,0.09,0.08,0.08,0.08,0.09,0.08,0.07,0.06,0.1,0.07,0.07,0.06,0.1,0.06,0.06,0.06,0.05,0.07,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.02,0.03,0.03,0.0,0.01,0.0,0.0,0.0,0.03,0.01,0.0,99.95000000000002
10/13/2021,4.93,4.86,3.36,2.84,3.64,2.28,2.51,2.35,1.76,1.7,1.6,1.45,1.43,1.47,2.33,1.07,3.67,2.98,0.94,2.01,0.94,0.87,0.97,1.03,0.9,0.85,1.59,2.83,0.83,0.77,1.98,1.05,0.68,0.6,0.6,0.61,0.66,0.71,0.65,0.66,0.56,0.54,0.32,0.51,0.52,0.46,0.44,0.49,0.5,0.52,0.72,0.48,0.38,0.78,0.38,0.31,0.39,0.34,0.38,0.35,0.34,0.33,1.06,0.25,0.33,0.34,0.31,0.27,0.27,0.29,0.32,0.32,0.28,0.26,0.29,0.27,0.27,0.26,0.24,0.19,0.3,0.54,0.24,0.21,0.19,0.16,0.2,0.21,0.63,0.21,0.21,0.21,0.18,0.67,0.22,0.18,0.19,0.19,0.18,0.0,0.39,0.18,0.15,0.2,0.17,0.16,0.18,0.17,0.45,0.17,0.19,0.15,0.15,0.16,0.16,0.15,0.15,0.15,0.13,0.15,0.13,0.14,0.12,0.13,0.14,0.12,0.12,0.14,0.12,0.13,0.13,0.12,0.11,0.13,0.11,0.1,0.11,0.4,0.11,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.08,0.09,0.08,0.08,0.08,0.09,0.08,0.07,0.06,0.1,0.07,0.07,0.06,0.1,0.06,0.06,0.06,0.05,0.07,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.02,0.03,0.03,0.0,0.01,0.0,0.0,0.0,0.03,0.01,0.0,99.95000000000002
10/14/2021,4.95,4.88,3.32,2.84,3.66,2.29,2.55,2.39,1.79,1.75,1.61,1.42,1.45,1.47,2.27,1.08,3.62,2.97,0.94,1.97,0.95,0.88,0.97,1.04,0.9,0.87,1.6,2.83,0.83,0.77,1.95,1.05,0.68,0.58,0.61,0.62,0.66,0.7,0.65,0.67,0.56,0.55,0.31,0.51,0.52,0.46,0.44,0.5,0.51,0.53,0.53,0.48,0.37,0.81,0.39,0.32,0.39,0.33,0.39,0.35,0.34,0.33,1.07,0.25,0.32,0.37,0.3,0.28,0.27,0.29,0.32,0.33,0.28,0.26,0.29,0.28,0.27,0.26,0.26,0.19,0.3,0.55,0.24,0.22,0.19,0.16,0.2,0.21,0.64,0.21,0.22,0.21,0.18,0.66,0.22,0.19,0.19,0.2,0.18,0.0,0.41,0.18,0.16,0.2,0.17,0.16,0.19,0.18,0.45,0.17,0.19,0.15,0.15,0.15,0.16,0.15,0.16,0.16,0.13,0.16,0.13,0.14,0.12,0.13,0.14,0.12,0.12,0.14,0.12,0.12,0.12,0.12,0.11,0.13,0.11,0.1,0.11,0.39,0.11,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.08,0.09,0.08,0.08,0.08,0.09,0.07,0.07,0.06,0.09,0.07,0.07,0.06,0.1,0.06,0.06,0.06,0.05,0.07,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.02,0.03,0.03,0.0,0.01,0.0,0.0,0.0,0.03,0.01,0.0,100.03
10/15/2021,4.97,4.9,3.29,2.88,3.66,2.25,2.55,2.39,1.76,1.75,1.64,1.4,1.43,1.46,2.24,1.08,3.66,2.96,0.95,1.92,0.95,0.88,0.98,1.03,0.89,0.87,1.68,2.85,0.83,0.76,1.94,1.12,0.67,0.58,0.61,0.62,0.65,0.69,0.66,0.65,0.57,0.54,0.31,0.52,0.52,0.46,0.43,0.5,0.51,0.53,0.53,0.48,0.37,0.84,0.39,0.32,0.39,0.33,0.39,0.35,0.34,0.33,1.04,0.25,0.32,0.37,0.3,0.28,0.27,0.29,0.32,0.33,0.28,0.26,0.29,0.28,0.27,0.26,0.26,0.19,0.31,0.54,0.24,0.23,0.19,0.16,0.2,0.21,0.64,0.21,0.22,0.21,0.18,0.66,0.22,0.19,0.19,0.2,0.18,0.0,0.41,0.17,0.16,0.2,0.18,0.16,0.19,0.17,0.45,0.17,0.19,0.15,0.15,0.16,0.16,0.15,0.16,0.16,0.13,0.16,0.13,0.13,0.12,0.13,0.14,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.1,0.11,0.4,0.11,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.1,0.09,0.09,0.1,0.09,0.09,0.1,0.08,0.09,0.07,0.08,0.08,0.09,0.07,0.07,0.06,0.09,0.07,0.07,0.06,0.1,0.06,0.06,0.06,0.05,0.07,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.06,0.06,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.02,0.03,0.03,0.0,0.01,0.0,0.0,0.0,0.03,0.01,0.0,100.03
10/18/2021,4.95,4.86,3.27,2.93,3.65,2.24,2.5,2.35,1.75,1.74,1.64,1.41,1.42,1.45,2.2,1.07,3.73,2.89,0.95,1.88,0.95,0.87,0.98,1.03,0.89,0.88,1.77,2.87,0.82,0.76,1.91,1.21,0.67,0.58,0.61,0.62,0.65,0.7,0.67,0.66,0.56,0.54,0.31,0.52,0.51,0.46,0.43,0.5,0.51,0.53,0.53,0.48,0.38,0.86,0.39,0.31,0.39,0.33,0.39,0.35,0.34,0.32,1.05,0.25,0.32,0.38,0.31,0.28,0.27,0.29,0.32,0.34,0.28,0.26,0.3,0.28,0.27,0.25,0.27,0.19,0.31,0.54,0.24,0.23,0.19,0.16,0.2,0.21,0.64,0.21,0.22,0.21,0.18,0.67,0.22,0.19,0.19,0.2,0.18,0.0,0.4,0.18,0.16,0.2,0.18,0.16,0.19,0.18,0.43,0.17,0.19,0.15,0.15,0.16,0.16,0.15,0.16,0.16,0.13,0.15,0.13,0.14,0.12,0.13,0.14,0.12,0.12,0.14,0.12,0.13,0.12,0.12,0.11,0.13,0.11,0.1,0.12,0.39,0.11,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.08,0.09,0.07,0.08,0.08,0.09,0.07,0.07,0.06,0.09,0.07,0.07,0.06,0.1,0.06,0.06,0.06,0.05,0.07,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.06,0.06,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.02,0.03,0.03,0.0,0.01,0.0,0.0,0.0,0.03,0.01,0.0,100.04
10/19/2021,5.0,4.83,3.25,2.91,3.76,2.17,2.54,2.38,1.72,1.78,1.64,1.44,1.39,1.47,2.18,1.05,3.8,2.93,0.94,1.86,0.93,0.85,0.98,1.01,0.86,0.89,1.77,2.9,0.81,0.75,1.96,1.21,0.67,0.57,0.63,0.63,0.63,0.7,0.67,0.66,0.53,0.54,0.31,0.53,0.5,0.46,0.42,0.49,0.49,0.53,0.52,0.48,0.37,0.85,0.38,0.31,0.39,0.32,0.38,0.34,0.34,0.33,1.04,0.25,0.32,0.36,0.3,0.27,0.28,0.29,0.32,0.35,0.28,0.26,0.3,0.28,0.27,0.25,0.26,0.19,0.31,0.54,0.24,0.24,0.2,0.16,0.2,0.21,0.64,0.21,0.22,0.21,0.18,0.69,0.22,0.19,0.19,0.2,0.18,0.0,0.39,0.18,0.16,0.2,0.17,0.16,0.18,0.17,0.44,0.17,0.19,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.13,0.16,0.13,0.13,0.12,0.13,0.14,0.11,0.12,0.13,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.1,0.11,0.39,0.11,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.1,0.09,0.09,0.1,0.09,0.09,0.1,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.06,0.1,0.07,0.07,0.06,0.1,0.06,0.06,0.06,0.05,0.07,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.06,0.06,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.03,0.01,0.0,99.95
10/20/2021,5.0,4.83,3.25,2.91,3.76,2.17,2.54,2.38,1.72,1.78,1.64,1.44,1.39,1.47,2.18,1.05,3.8,2.93,0.94,1.86,0.93,0.85,0.98,1.01,0.86,0.89,1.77,2.9,0.81,0.75,1.96,1.21,0.67,0.57,0.63,0.63,0.63,0.7,0.67,0.66,0.53,0.54,0.31,0.53,0.5,0.46,0.42,0.49,0.49,0.53,0.52,0.48,0.37,0.85,0.38,0.31,0.39,0.32,0.38,0.34,0.34,0.33,1.04,0.25,0.32,0.36,0.3,0.27,0.28,0.29,0.32,0.35,0.28,0.26,0.3,0.28,0.27,0.25,0.26,0.19,0.31,0.54,0.24,0.24,0.2,0.16,0.2,0.21,0.64,0.21,0.22,0.21,0.18,0.69,0.22,0.19,0.19,0.2,0.18,0.0,0.39,0.18,0.16,0.2,0.17,0.16,0.18,0.17,0.44,0.17,0.19,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.13,0.16,0.13,0.13,0.12,0.13,0.14,0.11,0.12,0.13,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.1,0.11,0.39,0.11,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.1,0.09,0.09,0.1,0.09,0.09,0.1,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.06,0.1,0.07,0.07,0.06,0.1,0.06,0.06,0.06,0.05,0.07,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.06,0.06,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.03,0.01,0.0,99.95
10/21/2021,4.99,4.83,3.19,2.98,3.75,2.19,2.52,2.37,1.75,1.8,1.65,1.44,1.42,1.5,2.18,1.03,3.79,2.93,0.93,1.85,0.93,0.85,0.97,1.01,0.85,0.89,1.75,2.91,0.79,0.77,1.97,1.18,0.67,0.57,0.63,0.63,0.64,0.7,0.68,0.67,0.53,0.55,0.31,0.54,0.51,0.46,0.42,0.5,0.5,0.54,0.52,0.48,0.37,0.84,0.38,0.31,0.4,0.32,0.37,0.34,0.33,0.33,1.06,0.25,0.33,0.36,0.31,0.27,0.28,0.29,0.32,0.34,0.28,0.25,0.3,0.28,0.27,0.25,0.26,0.19,0.31,0.53,0.24,0.25,0.19,0.16,0.2,0.21,0.63,0.21,0.22,0.21,0.18,0.69,0.22,0.19,0.19,0.2,0.17,0.0,0.39,0.18,0.16,0.2,0.17,0.16,0.18,0.17,0.45,0.17,0.19,0.15,0.15,0.15,0.16,0.15,0.15,0.16,0.13,0.16,0.13,0.13,0.12,0.13,0.14,0.11,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.1,0.11,0.39,0.11,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.1,0.09,0.09,0.1,0.08,0.09,0.1,0.08,0.09,0.07,0.08,0.08,0.08,0.07,0.07,0.06,0.1,0.07,0.07,0.06,0.1,0.06,0.07,0.06,0.05,0.07,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.06,0.06,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.03,0.01,0.0,99.97
10/22/2021,5.03,4.87,3.29,3.07,3.8,2.18,2.54,2.38,1.75,1.78,1.67,1.44,1.43,1.49,2.16,1.03,3.78,2.93,0.92,1.82,0.92,0.83,0.96,1.02,0.84,0.89,1.82,2.91,0.79,0.72,1.96,1.2,0.67,0.56,0.63,0.63,0.63,0.69,0.68,0.66,0.53,0.56,0.3,0.55,0.5,0.46,0.42,0.49,0.5,0.54,0.53,0.48,0.36,0.83,0.37,0.31,0.4,0.31,0.37,0.34,0.33,0.33,1.03,0.25,0.33,0.35,0.3,0.27,0.27,0.28,0.32,0.33,0.27,0.25,0.29,0.28,0.27,0.25,0.26,0.18,0.31,0.55,0.24,0.25,0.19,0.16,0.19,0.21,0.63,0.21,0.21,0.21,0.18,0.69,0.22,0.19,0.19,0.2,0.17,0.0,0.39,0.17,0.16,0.2,0.17,0.16,0.18,0.17,0.45,0.17,0.19,0.15,0.15,0.15,0.16,0.15,0.15,0.16,0.13,0.16,0.13,0.13,0.12,0.13,0.14,0.11,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.13,0.12,0.1,0.11,0.4,0.11,0.1,0.1,0.08,0.09,0.1,0.09,0.09,0.1,0.09,0.09,0.1,0.08,0.09,0.1,0.08,0.09,0.07,0.08,0.08,0.08,0.07,0.07,0.06,0.1,0.07,0.06,0.06,0.1,0.05,0.07,0.06,0.05,0.07,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.06,0.06,0.05,0.03,0.04,0.04,0.03,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.03,0.01,0.0,100.03
10/25/2021,4.98,4.91,3.31,3.02,3.75,2.22,2.49,2.35,1.73,1.8,1.67,1.36,1.41,1.5,2.2,1.05,3.72,2.94,0.92,1.84,0.96,0.83,0.97,1.04,0.87,0.88,1.8,2.9,0.77,0.72,1.97,1.19,0.67,0.56,0.63,0.63,0.63,0.71,0.68,0.65,0.52,0.55,0.31,0.54,0.51,0.46,0.43,0.5,0.5,0.54,0.52,0.47,0.36,0.81,0.37,0.32,0.39,0.32,0.39,0.34,0.33,0.33,0.99,0.25,0.33,0.35,0.31,0.27,0.27,0.29,0.33,0.34,0.28,0.26,0.3,0.28,0.27,0.25,0.27,0.17,0.31,0.55,0.24,0.25,0.19,0.16,0.19,0.21,0.63,0.21,0.22,0.21,0.18,0.69,0.22,0.19,0.19,0.2,0.18,0.0,0.39,0.18,0.16,0.2,0.17,0.16,0.17,0.17,0.44,0.17,0.18,0.15,0.15,0.15,0.16,0.15,0.15,0.16,0.13,0.16,0.13,0.12,0.13,0.14,0.14,0.11,0.12,0.13,0.12,0.12,0.11,0.12,0.1,0.13,0.12,0.1,0.11,0.4,0.12,0.11,0.1,0.08,0.09,0.1,0.09,0.09,0.1,0.09,0.09,0.1,0.09,0.09,0.1,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.06,0.1,0.07,0.06,0.06,0.1,0.05,0.07,0.06,0.05,0.07,0.05,0.05,0.05,0.04,0.06,0.05,0.05,0.06,0.06,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.03,0.01,0.0,99.93
10/26/2021,5.01,4.9,3.3,3.11,3.83,2.19,2.49,2.34,1.72,1.82,1.69,1.28,1.4,1.49,2.19,1.05,3.7,2.97,0.91,1.82,0.97,0.83,0.95,1.04,0.87,0.89,1.79,2.9,0.78,0.72,1.97,1.19,0.67,0.56,0.64,0.64,0.62,0.71,0.69,0.64,0.51,0.55,0.31,0.55,0.49,0.45,0.42,0.49,0.49,0.54,0.52,0.48,0.36,0.83,0.37,0.32,0.39,0.33,0.39,0.34,0.33,0.34,1.0,0.25,0.33,0.36,0.31,0.27,0.27,0.29,0.33,0.35,0.28,0.26,0.3,0.28,0.27,0.25,0.27,0.18,0.32,0.55,0.24,0.24,0.19,0.16,0.19,0.21,0.62,0.21,0.22,0.21,0.18,0.7,0.22,0.19,0.19,0.2,0.18,0.0,0.4,0.18,0.17,0.2,0.17,0.16,0.17,0.17,0.47,0.17,0.18,0.15,0.15,0.15,0.16,0.15,0.15,0.16,0.13,0.16,0.13,0.12,0.12,0.13,0.14,0.11,0.12,0.13,0.12,0.12,0.11,0.12,0.1,0.12,0.12,0.1,0.11,0.41,0.11,0.1,0.1,0.08,0.09,0.1,0.09,0.09,0.1,0.09,0.09,0.1,0.08,0.09,0.1,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.06,0.1,0.07,0.06,0.06,0.1,0.05,0.07,0.06,0.05,0.07,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.06,0.06,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.03,0.01,0.0,100.01999999999998
10/27/2021,5.01,4.9,3.3,3.11,3.83,2.19,2.49,2.34,1.72,1.82,1.69,1.28,1.4,1.49,2.19,1.05,3.7,2.97,0.91,1.82,0.97,0.83,0.95,1.04,0.87,0.89,1.79,2.9,0.78,0.72,1.97,1.19,0.67,0.56,0.64,0.64,0.62,0.71,0.69,0.64,0.51,0.55,0.31,0.55,0.49,0.45,0.42,0.49,0.49,0.54,0.52,0.48,0.36,0.83,0.37,0.32,0.39,0.33,0.39,0.34,0.33,0.34,1.0,0.25,0.33,0.36,0.31,0.27,0.27,0.29,0.33,0.35,0.28,0.26,0.3,0.28,0.27,0.25,0.27,0.18,0.32,0.55,0.24,0.24,0.19,0.16,0.19,0.21,0.62,0.21,0.22,0.21,0.18,0.7,0.22,0.19,0.19,0.2,0.18,0.0,0.4,0.18,0.17,0.2,0.17,0.16,0.17,0.17,0.47,0.17,0.18,0.15,0.15,0.15,0.16,0.15,0.15,0.16,0.13,0.16,0.13,0.12,0.12,0.13,0.14,0.11,0.12,0.13,0.12,0.12,0.11,0.12,0.1,0.12,0.12,0.1,0.11,0.41,0.11,0.1,0.1,0.08,0.09,0.1,0.09,0.09,0.1,0.09,0.09,0.1,0.08,0.09,0.1,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.06,0.1,0.07,0.06,0.06,0.1,0.05,0.07,0.06,0.05,0.07,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.06,0.06,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.03,0.01,0.0,100.01999999999998
