,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,NVDA,JPM,JNJ,V,UNH,PYPL,HD,MA,PG,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,INTC,CSCO,CRM,PFE,KO,TMO,ABBV,ABT,PEP,T,CVX,WMT,LLY,MRK,NKE,ACN,AVGO,WFC,TXN,DHR,COST,MCD,MDT,QCOM,PM,UPS,HON,BMY,UNP,NEE,ORCL,C,AMGN,LOW,SBUX,RTX,INTU,BLK,IBM,AMT,MS,AMAT,BA,GS,TGT,CAT,AMD,MMM,GE,ISRG,SCHW,AXP,NOW,CVS,SQ,SPGI,DE,CHTR,ANTM,LMT,ZTS,SYK,BKNG,MU,PLD,FIS,LRCX,CCI,ZM,ADP,GILD,MDLZ,MO,TMUS,TJX,UBER,COP,CI,PNC,GM,MRNA,DUK,USB,CME,CB,ILMN,COF,ITW,BDX,ATVI,FDX,TFC,EQIX,EL,CSX,MMC,ICE,FISV,ADSK,SO,SHW,EW,BX,NSC,CL,D,WM,TWLO,ADI,APD,BSX,PGR,HCA,GPN,F,EMR,REGN,HUM,XTSLA,ETN,MCO,FCX,BIIB,ECL,VRTX,DG,AON,DOCU,IDXX,NOC,NXPI,TWTR,IQV,GD,ALGN,KLAC,EOG,JCI,ROP,ROKU,NEM,TT,DXCM,CNC,DLR,MET,MTCH,EXC,CMG,PINS,WDAY,EBAY,SLB,MSCI,ROST,LHX,KMB,A,TROW,DOW,MRVL,PSA,VEEV,ORLY,AIG,APH,PPG,CDNS,BK,PRU,PH,ALL,MPC,PLTR,SPG,BAX,AEP,LULU,SNPS,INFO,EA,APTV,DD,TRV,MAR,CRWD,ALXN,CARR,DFS,SRE,PANW,GIS,RMD,YUM,CTSH,TEAM,GE.,OTIS,FTNT,IFF,MSI,SBAC,USD,MCHP,SNOW,SYY,PXD,NET,XLNX,KKR,DDOG,TTD,n/a,HPQ,SUM
08/31/2021,5.06,4.9,3.16,1.94,1.88,1.78,1.17,1.2,1.18,1.06,0.99,0.86,0.86,0.71,0.76,0.68,0.75,0.71,0.69,0.68,0.59,0.51,0.52,0.49,0.47,0.54,0.53,0.56,0.47,0.47,0.46,0.47,0.46,0.42,0.41,0.46,0.48,0.42,0.45,0.46,0.43,0.45,0.38,0.44,0.43,0.39,0.39,0.35,0.34,0.3,0.35,0.32,0.32,0.35,0.34,0.33,0.28,0.32,0.29,0.28,0.31,0.3,0.27,0.28,0.32,0.27,0.26,0.3,0.27,0.25,0.29,0.25,0.25,0.27,0.26,0.24,0.27,0.24,0.23,0.23,0.23,0.23,0.2,0.19,0.21,0.21,0.2,0.18,0.21,0.17,0.19,0.18,0.16,0.19,0.19,0.19,0.2,0.18,0.19,0.14,0.17,0.16,0.18,0.15,0.28,0.17,0.17,0.15,0.18,0.15,0.17,0.16,0.16,0.14,0.14,0.17,0.16,0.17,0.16,0.17,0.14,0.15,0.15,0.15,0.16,0.16,0.18,0.14,0.14,0.14,0.14,0.13,0.19,0.13,0.14,0.12,0.14,0.1,0.11,0.14,0.14,0.11,0.12,0.15,0.13,0.12,0.11,0.12,0.11,0.12,0.14,0.12,0.12,0.12,0.14,0.11,0.11,0.11,0.12,0.11,0.09,0.12,0.11,0.0,0.1,0.1,0.11,0.0,0.1,0.1,0.0,0.1,0.12,0.0,0.11,0.11,0.0,0.11,0.0,0.1,0.1,0.12,0.11,0.11,0.11,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.1,0.11,0.1,0.0,0.0,0.09,0.09,0.0,0.1,0.0,0.11,0.09,0.0,0.1,0.0,0.0,0.0,0.09,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.66
09/01/2021,5.06,4.9,3.16,1.94,1.88,1.78,1.17,1.2,1.18,1.06,0.99,0.86,0.86,0.71,0.76,0.68,0.75,0.71,0.69,0.68,0.59,0.51,0.52,0.49,0.47,0.54,0.53,0.56,0.47,0.47,0.46,0.47,0.46,0.42,0.41,0.46,0.48,0.42,0.45,0.46,0.43,0.45,0.38,0.44,0.43,0.39,0.39,0.35,0.34,0.3,0.35,0.32,0.32,0.35,0.34,0.33,0.28,0.32,0.29,0.28,0.31,0.3,0.27,0.28,0.32,0.27,0.26,0.3,0.27,0.25,0.29,0.25,0.25,0.27,0.26,0.24,0.27,0.24,0.23,0.23,0.23,0.23,0.2,0.19,0.21,0.21,0.2,0.18,0.21,0.17,0.19,0.18,0.16,0.19,0.19,0.19,0.2,0.18,0.19,0.14,0.17,0.16,0.18,0.15,0.28,0.17,0.17,0.15,0.18,0.15,0.17,0.16,0.16,0.14,0.14,0.17,0.16,0.17,0.16,0.17,0.14,0.15,0.15,0.15,0.16,0.16,0.18,0.14,0.14,0.14,0.14,0.13,0.19,0.13,0.14,0.12,0.14,0.1,0.11,0.14,0.14,0.11,0.12,0.15,0.13,0.12,0.11,0.12,0.11,0.12,0.14,0.12,0.12,0.12,0.14,0.11,0.11,0.11,0.12,0.11,0.09,0.12,0.11,0.0,0.1,0.1,0.11,0.0,0.1,0.1,0.0,0.1,0.12,0.0,0.11,0.11,0.0,0.11,0.0,0.1,0.1,0.12,0.11,0.11,0.11,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.1,0.11,0.1,0.0,0.0,0.09,0.09,0.0,0.1,0.0,0.11,0.09,0.0,0.1,0.0,0.0,0.0,0.09,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.66
09/02/2021,5.2,4.95,3.21,1.97,1.88,1.79,1.16,1.23,1.17,1.04,0.99,0.85,0.85,0.73,0.76,0.67,0.75,0.71,0.68,0.69,0.59,0.51,0.53,0.49,0.47,0.54,0.53,0.56,0.47,0.47,0.46,0.47,0.47,0.42,0.41,0.46,0.48,0.42,0.45,0.46,0.43,0.43,0.38,0.45,0.43,0.38,0.39,0.36,0.35,0.3,0.35,0.32,0.31,0.36,0.34,0.32,0.28,0.32,0.29,0.28,0.31,0.29,0.27,0.28,0.31,0.27,0.25,0.29,0.27,0.25,0.29,0.25,0.25,0.27,0.25,0.23,0.27,0.24,0.23,0.23,0.23,0.23,0.2,0.19,0.21,0.21,0.2,0.18,0.21,0.17,0.19,0.18,0.16,0.19,0.2,0.19,0.2,0.17,0.19,0.14,0.16,0.15,0.17,0.15,0.27,0.17,0.17,0.15,0.18,0.14,0.16,0.16,0.16,0.14,0.14,0.16,0.16,0.17,0.16,0.17,0.14,0.15,0.15,0.15,0.16,0.16,0.18,0.14,0.14,0.14,0.14,0.13,0.19,0.13,0.14,0.12,0.14,0.1,0.11,0.14,0.15,0.11,0.12,0.15,0.13,0.12,0.11,0.12,0.11,0.12,0.14,0.12,0.13,0.12,0.14,0.11,0.11,0.11,0.12,0.11,0.0,0.12,0.11,0.09,0.1,0.1,0.11,0.0,0.1,0.1,0.0,0.1,0.12,0.0,0.11,0.11,0.09,0.11,0.0,0.1,0.1,0.12,0.11,0.1,0.11,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.1,0.1,0.11,0.1,0.0,0.0,0.0,0.09,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.1,0.0,0.09,0.0,0.0,0.09,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.81
09/03/2021,5.16,4.93,3.26,1.97,1.88,1.79,1.16,1.24,1.16,1.04,0.99,0.84,0.85,0.74,0.76,0.66,0.75,0.71,0.68,0.69,0.6,0.5,0.53,0.49,0.47,0.54,0.53,0.56,0.47,0.47,0.46,0.47,0.47,0.42,0.4,0.46,0.47,0.42,0.44,0.46,0.43,0.41,0.38,0.44,0.44,0.38,0.39,0.36,0.35,0.31,0.35,0.32,0.31,0.36,0.34,0.32,0.28,0.32,0.3,0.28,0.31,0.29,0.27,0.29,0.31,0.27,0.26,0.29,0.27,0.25,0.29,0.24,0.25,0.27,0.25,0.23,0.27,0.25,0.23,0.23,0.23,0.23,0.2,0.19,0.21,0.21,0.2,0.18,0.21,0.17,0.19,0.18,0.13,0.19,0.2,0.19,0.2,0.17,0.19,0.14,0.16,0.16,0.18,0.15,0.28,0.17,0.17,0.16,0.18,0.14,0.16,0.16,0.16,0.14,0.14,0.17,0.16,0.17,0.16,0.17,0.14,0.15,0.15,0.15,0.16,0.16,0.19,0.14,0.14,0.14,0.14,0.12,0.19,0.13,0.14,0.12,0.14,0.1,0.11,0.14,0.15,0.11,0.13,0.14,0.13,0.12,0.11,0.12,0.11,0.11,0.14,0.12,0.12,0.12,0.13,0.11,0.11,0.11,0.12,0.11,0.0,0.12,0.11,0.09,0.1,0.1,0.11,0.0,0.1,0.1,0.0,0.1,0.12,0.0,0.11,0.11,0.09,0.11,0.0,0.1,0.1,0.12,0.11,0.1,0.11,0.11,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.1,0.1,0.11,0.1,0.0,0.0,0.0,0.09,0.0,0.1,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.09,0.1,0.0,0.09,0.0,0.0,0.0,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.79
09/06/2021,5.2,4.89,3.24,1.94,1.86,1.77,1.15,1.23,1.16,1.04,0.99,0.82,0.86,0.72,0.76,0.64,0.75,0.71,0.67,0.68,0.61,0.5,0.55,0.49,0.47,0.54,0.53,0.56,0.47,0.48,0.43,0.48,0.47,0.42,0.41,0.46,0.47,0.42,0.44,0.47,0.42,0.4,0.38,0.45,0.44,0.39,0.39,0.35,0.35,0.31,0.35,0.32,0.31,0.37,0.34,0.32,0.28,0.32,0.3,0.28,0.31,0.29,0.27,0.29,0.31,0.27,0.26,0.29,0.26,0.25,0.28,0.24,0.25,0.27,0.25,0.23,0.28,0.25,0.22,0.23,0.23,0.23,0.2,0.19,0.21,0.21,0.2,0.18,0.22,0.17,0.19,0.18,0.14,0.19,0.2,0.19,0.2,0.17,0.19,0.14,0.16,0.16,0.17,0.14,0.29,0.18,0.16,0.15,0.18,0.15,0.15,0.16,0.16,0.14,0.14,0.16,0.17,0.17,0.16,0.17,0.14,0.15,0.14,0.15,0.16,0.16,0.19,0.14,0.14,0.14,0.14,0.12,0.19,0.13,0.14,0.12,0.14,0.1,0.11,0.14,0.15,0.12,0.15,0.14,0.13,0.11,0.11,0.12,0.11,0.12,0.14,0.12,0.12,0.12,0.13,0.11,0.11,0.11,0.12,0.11,0.09,0.12,0.11,0.09,0.1,0.1,0.11,0.0,0.1,0.1,0.09,0.11,0.11,0.0,0.11,0.11,0.09,0.11,0.0,0.1,0.1,0.12,0.11,0.1,0.11,0.11,0.0,0.09,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.09,0.1,0.0,0.11,0.1,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.09,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.67
09/07/2021,5.22,4.9,3.26,1.94,1.86,1.77,1.14,1.23,1.18,1.03,1.0,0.82,0.86,0.73,0.77,0.64,0.76,0.71,0.67,0.69,0.61,0.5,0.55,0.49,0.47,0.54,0.53,0.56,0.47,0.48,0.42,0.48,0.47,0.42,0.41,0.46,0.47,0.42,0.44,0.47,0.43,0.39,0.38,0.45,0.44,0.39,0.39,0.35,0.36,0.31,0.34,0.32,0.31,0.36,0.34,0.32,0.28,0.32,0.3,0.27,0.31,0.29,0.27,0.29,0.31,0.27,0.25,0.29,0.26,0.25,0.29,0.24,0.25,0.27,0.24,0.22,0.29,0.25,0.23,0.23,0.24,0.23,0.2,0.19,0.21,0.21,0.2,0.18,0.22,0.17,0.19,0.18,0.14,0.19,0.19,0.19,0.2,0.17,0.18,0.14,0.16,0.16,0.17,0.14,0.3,0.17,0.16,0.15,0.18,0.15,0.15,0.15,0.16,0.14,0.14,0.16,0.17,0.17,0.16,0.17,0.14,0.15,0.14,0.15,0.16,0.16,0.19,0.13,0.14,0.14,0.14,0.13,0.19,0.13,0.14,0.12,0.14,0.1,0.11,0.14,0.15,0.12,0.19,0.14,0.13,0.11,0.11,0.12,0.11,0.11,0.14,0.13,0.12,0.12,0.13,0.11,0.11,0.11,0.12,0.11,0.09,0.12,0.11,0.0,0.1,0.1,0.11,0.0,0.1,0.1,0.09,0.1,0.12,0.0,0.11,0.11,0.09,0.11,0.09,0.1,0.1,0.12,0.11,0.1,0.11,0.11,0.0,0.09,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.09,0.0,0.09,0.0,0.1,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.09,0.11,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.72
09/08/2021,5.22,4.9,3.26,1.94,1.86,1.77,1.14,1.23,1.18,1.03,1.0,0.82,0.86,0.73,0.77,0.64,0.76,0.71,0.67,0.69,0.61,0.5,0.55,0.49,0.47,0.54,0.53,0.56,0.47,0.48,0.42,0.48,0.47,0.42,0.41,0.46,0.47,0.42,0.44,0.47,0.43,0.39,0.38,0.45,0.44,0.39,0.39,0.35,0.36,0.31,0.34,0.32,0.31,0.36,0.34,0.32,0.28,0.32,0.3,0.27,0.31,0.29,0.27,0.29,0.31,0.27,0.25,0.29,0.26,0.25,0.29,0.24,0.25,0.27,0.24,0.22,0.29,0.25,0.23,0.23,0.24,0.23,0.2,0.19,0.21,0.21,0.2,0.18,0.22,0.17,0.19,0.18,0.14,0.19,0.19,0.19,0.2,0.17,0.18,0.14,0.16,0.16,0.17,0.14,0.3,0.17,0.16,0.15,0.18,0.15,0.15,0.15,0.16,0.14,0.14,0.16,0.17,0.17,0.16,0.17,0.14,0.15,0.14,0.15,0.16,0.16,0.19,0.13,0.14,0.14,0.14,0.13,0.19,0.13,0.14,0.12,0.14,0.1,0.11,0.14,0.15,0.12,0.19,0.14,0.13,0.11,0.11,0.12,0.11,0.11,0.14,0.13,0.12,0.12,0.13,0.11,0.11,0.11,0.12,0.11,0.09,0.12,0.11,0.0,0.1,0.1,0.11,0.0,0.1,0.1,0.09,0.1,0.12,0.0,0.11,0.11,0.09,0.11,0.09,0.1,0.1,0.12,0.11,0.1,0.11,0.11,0.0,0.09,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.09,0.0,0.09,0.0,0.1,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.09,0.11,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.72
09/09/2021,5.23,4.9,3.26,1.94,1.86,1.78,1.14,1.23,1.18,1.03,1.0,0.82,0.86,0.73,0.77,0.64,0.76,0.71,0.67,0.69,0.61,0.5,0.55,0.5,0.47,0.54,0.53,0.56,0.48,0.48,0.42,0.48,0.47,0.42,0.41,0.46,0.47,0.42,0.44,0.47,0.43,0.39,0.38,0.45,0.44,0.39,0.39,0.35,0.36,0.31,0.34,0.32,0.31,0.36,0.34,0.32,0.28,0.32,0.3,0.27,0.31,0.29,0.27,0.29,0.31,0.27,0.25,0.29,0.26,0.25,0.29,0.24,0.25,0.27,0.24,0.22,0.29,0.25,0.23,0.23,0.24,0.23,0.2,0.19,0.21,0.21,0.2,0.18,0.22,0.17,0.19,0.18,0.14,0.19,0.2,0.19,0.2,0.17,0.18,0.14,0.16,0.16,0.17,0.14,0.3,0.18,0.16,0.15,0.18,0.15,0.15,0.15,0.16,0.14,0.14,0.16,0.17,0.17,0.16,0.17,0.14,0.15,0.14,0.15,0.16,0.16,0.19,0.13,0.14,0.14,0.14,0.13,0.19,0.13,0.14,0.12,0.14,0.1,0.11,0.14,0.15,0.12,0.19,0.14,0.13,0.11,0.11,0.12,0.11,0.11,0.14,0.13,0.13,0.12,0.13,0.11,0.11,0.11,0.12,0.11,0.09,0.12,0.11,0.0,0.1,0.1,0.11,0.0,0.1,0.1,0.09,0.1,0.12,0.0,0.11,0.11,0.09,0.11,0.09,0.1,0.1,0.12,0.11,0.1,0.11,0.11,0.0,0.09,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.0,0.1,0.0,0.11,0.1,0.0,0.09,0.0,0.09,0.0,0.1,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.09,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.80000000000001
09/10/2021,5.33,4.9,3.3,1.98,1.88,1.79,1.13,1.27,1.17,1.04,0.98,0.83,0.86,0.75,0.77,0.65,0.76,0.73,0.67,0.69,0.6,0.5,0.57,0.49,0.47,0.54,0.53,0.57,0.47,0.48,0.42,0.48,0.46,0.42,0.41,0.46,0.47,0.42,0.44,0.47,0.43,0.4,0.38,0.45,0.44,0.38,0.39,0.35,0.36,0.31,0.34,0.32,0.31,0.36,0.33,0.32,0.27,0.32,0.3,0.27,0.31,0.29,0.27,0.29,0.31,0.27,0.25,0.29,0.26,0.25,0.29,0.23,0.24,0.28,0.25,0.22,0.28,0.25,0.23,0.23,0.23,0.23,0.2,0.19,0.21,0.21,0.21,0.18,0.22,0.17,0.18,0.18,0.14,0.19,0.19,0.18,0.2,0.17,0.18,0.14,0.16,0.16,0.18,0.14,0.32,0.17,0.16,0.15,0.18,0.15,0.15,0.15,0.16,0.13,0.14,0.16,0.17,0.17,0.16,0.17,0.14,0.15,0.14,0.15,0.16,0.16,0.19,0.13,0.14,0.13,0.14,0.13,0.19,0.13,0.14,0.12,0.14,0.1,0.11,0.13,0.14,0.12,0.2,0.14,0.14,0.11,0.11,0.12,0.11,0.11,0.14,0.12,0.12,0.12,0.13,0.11,0.11,0.11,0.12,0.11,0.09,0.11,0.11,0.09,0.1,0.1,0.11,0.0,0.1,0.1,0.0,0.1,0.11,0.0,0.11,0.11,0.0,0.11,0.09,0.1,0.1,0.12,0.1,0.1,0.11,0.11,0.09,0.09,0.1,0.1,0.0,0.1,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.11,0.1,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.09,0.11,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.94000000000001
09/13/2021,5.28,4.89,3.3,1.97,1.88,1.79,1.14,1.28,1.16,1.04,0.97,0.84,0.85,0.74,0.78,0.67,0.76,0.74,0.67,0.69,0.59,0.5,0.56,0.49,0.47,0.54,0.53,0.56,0.47,0.49,0.41,0.48,0.47,0.43,0.4,0.46,0.44,0.41,0.44,0.47,0.43,0.4,0.38,0.45,0.45,0.39,0.39,0.35,0.35,0.3,0.34,0.31,0.31,0.37,0.34,0.32,0.27,0.32,0.31,0.28,0.32,0.29,0.27,0.29,0.31,0.27,0.25,0.29,0.27,0.25,0.28,0.23,0.25,0.28,0.25,0.23,0.28,0.24,0.21,0.24,0.22,0.22,0.2,0.19,0.21,0.21,0.21,0.18,0.22,0.17,0.18,0.18,0.14,0.19,0.19,0.18,0.2,0.17,0.18,0.14,0.16,0.16,0.18,0.14,0.34,0.18,0.16,0.15,0.18,0.15,0.15,0.15,0.16,0.13,0.14,0.16,0.17,0.17,0.16,0.18,0.15,0.15,0.14,0.15,0.16,0.16,0.19,0.13,0.14,0.14,0.14,0.12,0.2,0.13,0.14,0.12,0.15,0.11,0.11,0.13,0.14,0.12,0.2,0.14,0.14,0.11,0.1,0.12,0.11,0.11,0.14,0.12,0.12,0.12,0.13,0.11,0.11,0.11,0.12,0.12,0.09,0.12,0.11,0.0,0.1,0.1,0.12,0.0,0.1,0.1,0.0,0.11,0.12,0.0,0.11,0.11,0.0,0.11,0.09,0.1,0.1,0.12,0.11,0.1,0.11,0.11,0.09,0.09,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.1,0.1,0.11,0.1,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.09,0.11,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.99000000000001
09/14/2021,5.14,4.9,3.31,1.99,1.86,1.77,1.14,1.26,1.18,1.04,0.97,0.84,0.84,0.73,0.79,0.67,0.77,0.74,0.67,0.69,0.59,0.5,0.57,0.49,0.48,0.54,0.52,0.56,0.47,0.49,0.42,0.49,0.47,0.43,0.41,0.46,0.45,0.41,0.45,0.48,0.44,0.4,0.39,0.46,0.45,0.39,0.39,0.35,0.36,0.31,0.34,0.31,0.3,0.37,0.34,0.32,0.27,0.32,0.31,0.28,0.32,0.29,0.27,0.29,0.32,0.28,0.25,0.29,0.27,0.25,0.28,0.23,0.25,0.27,0.25,0.23,0.28,0.24,0.21,0.24,0.23,0.23,0.19,0.19,0.22,0.21,0.21,0.18,0.22,0.17,0.19,0.18,0.14,0.19,0.2,0.18,0.21,0.17,0.18,0.14,0.16,0.15,0.18,0.15,0.33,0.18,0.16,0.15,0.18,0.15,0.15,0.15,0.16,0.14,0.14,0.16,0.17,0.17,0.15,0.18,0.15,0.14,0.14,0.15,0.16,0.16,0.19,0.14,0.14,0.14,0.14,0.12,0.2,0.13,0.14,0.12,0.15,0.11,0.11,0.13,0.14,0.11,0.14,0.14,0.14,0.11,0.1,0.12,0.11,0.11,0.14,0.12,0.13,0.12,0.13,0.11,0.11,0.11,0.12,0.12,0.09,0.12,0.11,0.0,0.1,0.1,0.12,0.0,0.1,0.1,0.1,0.11,0.12,0.0,0.11,0.11,0.0,0.11,0.09,0.1,0.1,0.12,0.11,0.1,0.11,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.1,0.11,0.11,0.1,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.09,0.11,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.97000000000001
09/15/2021,5.14,4.9,3.31,1.99,1.86,1.77,1.14,1.26,1.18,1.04,0.97,0.84,0.84,0.73,0.79,0.67,0.77,0.74,0.67,0.69,0.59,0.5,0.57,0.49,0.48,0.54,0.52,0.56,0.47,0.49,0.42,0.49,0.47,0.43,0.41,0.46,0.45,0.41,0.45,0.48,0.44,0.4,0.39,0.46,0.45,0.39,0.39,0.35,0.36,0.31,0.34,0.31,0.3,0.37,0.34,0.32,0.27,0.32,0.31,0.28,0.32,0.29,0.27,0.29,0.32,0.28,0.25,0.29,0.27,0.25,0.28,0.23,0.25,0.27,0.25,0.23,0.28,0.24,0.21,0.24,0.23,0.23,0.19,0.19,0.22,0.21,0.21,0.18,0.22,0.17,0.19,0.18,0.14,0.19,0.2,0.18,0.21,0.17,0.18,0.14,0.16,0.15,0.18,0.15,0.33,0.18,0.16,0.15,0.18,0.15,0.15,0.15,0.16,0.14,0.14,0.16,0.17,0.17,0.15,0.18,0.15,0.14,0.14,0.15,0.16,0.16,0.19,0.14,0.14,0.14,0.14,0.12,0.2,0.13,0.14,0.12,0.15,0.11,0.11,0.13,0.14,0.11,0.14,0.14,0.14,0.11,0.1,0.12,0.11,0.11,0.14,0.12,0.13,0.12,0.13,0.11,0.11,0.11,0.12,0.12,0.09,0.12,0.11,0.0,0.1,0.1,0.12,0.0,0.1,0.1,0.1,0.11,0.12,0.0,0.11,0.11,0.0,0.11,0.09,0.1,0.1,0.12,0.11,0.1,0.11,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.1,0.11,0.11,0.1,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.09,0.11,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.97000000000001
09/16/2021,5.15,4.91,3.29,1.98,1.88,1.79,1.15,1.26,1.16,1.05,0.96,0.83,0.86,0.72,0.79,0.67,0.78,0.74,0.68,0.68,0.6,0.51,0.56,0.5,0.49,0.54,0.52,0.55,0.48,0.48,0.42,0.48,0.47,0.43,0.41,0.46,0.44,0.41,0.43,0.47,0.44,0.42,0.39,0.45,0.44,0.4,0.38,0.36,0.35,0.31,0.34,0.31,0.3,0.36,0.34,0.32,0.27,0.32,0.31,0.28,0.31,0.29,0.27,0.29,0.32,0.28,0.25,0.3,0.26,0.25,0.28,0.24,0.25,0.27,0.25,0.23,0.28,0.24,0.21,0.24,0.22,0.23,0.2,0.19,0.21,0.21,0.21,0.18,0.21,0.17,0.19,0.18,0.14,0.19,0.2,0.19,0.2,0.17,0.18,0.14,0.17,0.16,0.18,0.15,0.31,0.17,0.17,0.15,0.18,0.14,0.16,0.15,0.16,0.13,0.14,0.16,0.16,0.17,0.15,0.18,0.15,0.14,0.14,0.15,0.16,0.16,0.19,0.13,0.14,0.14,0.14,0.12,0.2,0.13,0.14,0.12,0.15,0.11,0.11,0.13,0.14,0.12,0.14,0.14,0.14,0.11,0.1,0.12,0.11,0.11,0.14,0.11,0.12,0.12,0.13,0.1,0.11,0.11,0.12,0.12,0.0,0.12,0.11,0.0,0.1,0.1,0.11,0.0,0.0,0.1,0.1,0.11,0.11,0.0,0.11,0.11,0.09,0.11,0.09,0.1,0.1,0.12,0.11,0.1,0.11,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.1,0.11,0.11,0.1,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.09,0.11,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.86000000000001
