,EFA,XTSLA,EUR,SEK,AUD,DKK,NOK,GBP,NZD,SEK.1,CHF,SGD,HKD,AUD.1,AUD.2,ILS,HKD.1,AUD.3,SGD.1,SEK.2,SGD.2,GBP.1,ILS.1,NZD.1,ILS.2,HKD.2,SGD.3,NZD.2,CHF.1,CHF.2,CHF.3,JPY,EUR.1,JPY.1,NZD.3,CHF.4,AUD.4,GBP.2,JPY.2,CHF.5,JPY.3,SEK.3,JPY.4,GBP.3,DKK.1,NOK.1,AUD.5,EUR.2,DKK.2,GBP.4,NOK.2,SGD.4,NZD.4,NOK.3,JPY.5,CHF.6,DKK.3,GBP.5,GBP.6,SEK.4,SEK.5,AUD.6,EUR.3,ILS.3,EUR.4,EUR.5,DKK.4,HKD.3,EUR.6,JPY.6,EUR.7,ILS.4,SGD.5,AUD.7,GBP.7,SEK.6,SEK.7,HKD.4,SGD.6,HKD.5,ILS.5,NZD.5,ILS.6,SGD.7,ILS.7,HKD.6,HKD.7,NZD.6,NZD.7,DKK.5,NOK.4,NOK.5,DKK.6,NOK.6,DKK.7,NOK.7,CHF.7,USD,JPY.7,NESN.SW,ASML.AS,ROG.SW,MC.PA,NOVN.SW,7203.T,AZN.L,ULVR.L,SAP.DE,NOVO B.CO,1299.HK,CBA.AX,6758.T,SIE.DE,SAN.PA,HSBA.L,DGE.L,OR.PA,TTE.PA,BHP.AX,ALV.DE,GSK.L,6861.T,RIO.L,CSL.AX,SU.PA,BP.L,BATS.L,9984.T,RDSA.AS,AI.PA,AIR.PA,ENEL.MI,388.HK,BAS.DE,DAI.DE,RYDBF,ADS.DE,DTE.DE,IBE.MC,WBC.AX,DPW.DE,BNP.PA,6098.T,BHP.L,8306.T,KER.PA,SAN.MC,NAB.AX,7974.T,RKT.L,RITN.,ABBN.SW,8035.T,ZURN.SW,ANZ.AX,BAYN.DE,DG.PA,6501.T,4063.T,UBSG.SW,LONN.SW,REL.L,AAL.L,ABI.BR,EL.PA,4502.T,IFX.DE,7267.T,6594.T,9433.T,INGA.AS,7741.T,DSV.CO,CS.PA,PRU.L,ADYEN.AS,WES.AX,SAF.PA,6367.T,SIKA.SW,VOW3.DE,RMS.PA,6981.T,NG.L,BN.PA,LLOY.L,6954.T,RI.PA,ISP.MI,PRX.AS,GLEN.L,8316.T,VOD.L,GIVN.SW,INVE B.ST,ATCO A.ST,PHIA.AS,9983.T,BARC.L,BBVA.MC,STLA.MI,MQG.AX,D05.SI,CRH.L,VWS.CO,ITX.MC,MUV2.DE,ERIC B.ST,9434.T,6702.T,CPG.L,EXPN.L,APGN.SW,VNA.DE,WOW.AX,NDA SE.ST,LSEG.L,8031.T,VOLV B.ST,PGHN.SW,ALC.SW,8058.T,RIO.AX,SGO.PA,4568.T,BMW.DE,AHT.L,8001.T,3382.T,8411.T,6273.T,DSYA.,9432.T,CLNX.MC,DB1.DE,DSM.AS,FERG.L,CAP.PA,4503.T,AD.AS,ASSA B.ST,AMS.MC,HOLN.SW,2413.T,HEIA.AS,FMG.AX,ENI.MI,HEXA B.ST,FLTR.L,NOKIA.HE,O39.SI,TCL.AX,SAND.ST,4452.T,8766.T,6902.T,LR.PA,GEBN.SW,4661.T,4911.T,EVO.ST,KNEBV.HE,GMAB.CO,ORSTED.CO,SREN.SW,ML.PA,WKL.AS,EOAN.DE,4901.T,GMG.AX,RACE.MI,NESTE.HE,STM.PA,MRK.DE,6752.T,4543.T,DBK.DE,ZAL.DE,5108.T,TSCO.L,ENGI.PA,4519.T,CSGN.SW,UCG.MI,TEF.MC,TEP.PA,6503.T,BA.L,VIV.PA,GLE.PA,RWE.DE,AKZA.AS,SAMPO.HE,7733.T,669.HK,BT.A.L,4523.T,WLN.PA,2914.T,CFR.SW,DSY.PA,n/a,EQNR.OL,7751.T,G.MI,SEB A.ST,KBC.BR,LGEN.L,8591.T,SUM
07/09/2021,99.92,0.32,0.08,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.03,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.24
07/15/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,1.7,1.59,1.28,1.21,1.09,0.92,0.92,0.91,0.88,0.86,0.77,0.74,0.71,0.69,0.68,0.65,0.65,0.65,0.64,0.61,0.59,0.58,0.56,0.55,0.51,0.51,0.49,0.49,0.49,0.49,0.46,0.45,0.44,0.43,0.43,0.43,0.42,0.42,0.41,0.41,0.4,0.4,0.4,0.39,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.36,0.36,0.35,0.35,0.35,0.34,0.34,0.33,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.86
10/15/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,1.83,1.62,1.2,1.09,1.08,1.11,0.82,0.84,0.98,0.83,0.8,0.79,0.72,0.66,0.69,0.67,0.62,0.74,0.48,0.56,0.57,0.66,0.45,0.57,0.52,0.58,0.45,0.39,0.57,0.45,0.46,0.39,0.43,0.4,0.47,0.51,0.34,0.38,0.38,0.41,0.36,0.44,0.49,0.33,0.42,0.32,0.4,0.41,0.3,0.32,0.0,0.34,0.37,0.37,0.35,0.32,0.33,0.33,0.35,0.36,0.33,0.34,0.28,0.25,0.32,0.27,0.32,0.29,0.28,0.31,0.34,0.32,0.28,0.32,0.32,0.33,0.27,0.27,0.32,0.27,0.24,0.26,0.26,0.26,0.26,0.27,0.23,0.28,0.29,0.46,0.29,0.27,0.25,0.25,0.23,0.24,0.23,0.22,0.27,0.27,0.23,0.27,0.24,0.22,0.21,0.23,0.23,0.2,0.23,0.2,0.22,0.23,0.0,0.19,0.22,0.23,0.2,0.2,0.19,0.21,0.23,0.23,0.16,0.21,0.27,0.19,0.2,0.2,0.19,0.2,0.19,0.0,0.21,0.18,0.19,0.21,0.19,0.19,0.19,0.21,0.17,0.18,0.15,0.17,0.16,0.0,0.21,0.17,0.19,0.19,0.17,0.18,0.16,0.17,0.2,0.17,0.17,0.16,0.19,0.17,0.15,0.14,0.17,0.15,0.16,0.16,0.17,0.17,0.17,0.15,0.16,0.14,0.17,0.17,0.15,0.17,0.16,0.0,0.16,0.17,0.15,0.14,0.16,0.18,0.14,0.14,0.15,0.15,0.0,0.16,0.14,0.0,0.15,0.14,0.16,0.0,0.0,0.0,0.14,0.33,0.2,0.19,0.15,0.14,0.14,0.14,0.14,0.14,0.14,66.02
10/18/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,1.83,1.62,1.2,1.09,1.08,1.11,0.82,0.84,0.98,0.83,0.8,0.79,0.72,0.66,0.69,0.67,0.62,0.74,0.48,0.56,0.57,0.66,0.45,0.57,0.52,0.58,0.45,0.39,0.57,0.45,0.46,0.39,0.43,0.4,0.47,0.51,0.34,0.38,0.38,0.41,0.36,0.44,0.49,0.33,0.42,0.32,0.4,0.41,0.3,0.32,0.0,0.34,0.37,0.37,0.35,0.32,0.33,0.33,0.35,0.36,0.33,0.34,0.28,0.25,0.32,0.27,0.32,0.29,0.28,0.31,0.34,0.32,0.28,0.32,0.32,0.33,0.27,0.27,0.32,0.27,0.24,0.26,0.26,0.26,0.26,0.27,0.23,0.28,0.29,0.46,0.29,0.27,0.25,0.25,0.23,0.24,0.23,0.22,0.27,0.27,0.23,0.27,0.24,0.22,0.21,0.23,0.23,0.2,0.23,0.2,0.22,0.23,0.0,0.19,0.22,0.23,0.2,0.2,0.19,0.21,0.23,0.23,0.16,0.21,0.27,0.19,0.2,0.2,0.19,0.2,0.19,0.0,0.21,0.18,0.19,0.21,0.19,0.19,0.19,0.21,0.17,0.18,0.15,0.17,0.16,0.0,0.21,0.17,0.19,0.19,0.17,0.18,0.16,0.17,0.2,0.17,0.17,0.16,0.19,0.17,0.15,0.14,0.17,0.15,0.16,0.16,0.17,0.17,0.17,0.15,0.16,0.14,0.17,0.17,0.15,0.17,0.16,0.0,0.16,0.17,0.15,0.14,0.16,0.18,0.14,0.14,0.15,0.15,0.0,0.16,0.14,0.0,0.15,0.14,0.16,0.0,0.0,0.0,0.14,0.33,0.2,0.19,0.15,0.14,0.14,0.14,0.14,0.14,0.14,66.02
