,ISHARES CHINA LARGECAP ETF SWAP,ISHARES CHINA LARGECAP ETF SWAP,FXI,ISHARES CHINA LARGECAP ETF SWAP,DREYFUS GOVT CASH MGMT,GOLDMAN FINL SQ TRSRY INST 506,BANK OF NEW YORK CASH RESERVE,DREYFUS GOVT CASH MGMT,GOLDMAN FINL SQ TRSRY INST 506,DREYFUS GOVT CASH MGMT,GOLDMAN FINL SQ TRSRY INS,SUM
07/09/2021,28.95,28.32,19.89,10.06,7.58,4.5,0.69,0.0,0.0,0.0,0.0,99.99
