,PANW,ENPH,CDNS,CMG,KEYS,MANH,ESI,J,TT,MRVL,MSCI,APTV,VEEV,TECH,ABNB,DXCM,IQV,GNRC,AVNT,SRPT,HZNP,ZWS,SGEN,n/a,DOCU,EE,ALB,CAE.TO,LYFT,PLUG,ALNY,SUM
08/18/2022,8.29,7.3,6.57,5.01,4.83,4.58,4.23,4.0,3.86,3.71,3.68,3.67,3.61,3.42,3.3,3.1,2.89,2.8,2.64,2.48,2.4,2.3,2.07,1.85,1.56,1.35,1.22,1.03,0.95,0.67,0.61,99.98
