,MSFT,NVDA,ACN,DIS,ADBE,ANTM,NDAQ,CRM,BAC,INTU,PYPL,AZN,C,FSS,HUBS,PGR,PLLDA.AX,AAPL,CDW,CI,LLY,AMZN,AME,AXP,MORN,V,NEM,GPS,HOLX,MA,GSK,TMHC,LOW,MDP,MAN,TWLO,WSM,STOR,IPG,MAR,SNAP,ZTS,EL,LDOS,WEX,ULTA,SIG,OTIS,AMD,FB,SBUX,NMIH,KSS,RPD,RUN,ANET,AWK,ELS,ETSY,VRTX,BMBL,GM,TPR,SAIC,BURL,HIG,NVT,SQ,AMN,HSY,RMD,MRK,VIAC,OLED,UPS,KO,ATGE,ABBV,NSIT,ALE,BFAM,G,LUV,ZLAB,TRIP,SCHN,BBY,CABO,PD,VTR,JPM,ONEM,CMC,CDAY,FHN,NEE,LSF,REGI,n/a,CLX,REAL,MSCI,VCYT,VVV,ABNB,ROST,INNV,FUNC,NAPA,MTCH,VMEO,COIN,SRCL,PVH,UL,CURV,ACI,LHDX,FIGS,HNST,OLPX,SUM
09/29/2021,3.43,1.94,2.14,1.47,1.91,1.85,1.92,1.73,1.52,1.86,1.63,1.51,1.41,1.49,1.45,1.37,0.0,1.45,1.31,1.24,1.14,1.14,1.25,0.0,1.16,1.12,1.02,0.94,1.26,1.13,1.1,1.06,0.93,0.98,0.87,0.91,0.89,1.02,1.01,0.93,1.0,1.03,0.94,0.98,0.94,0.57,0.0,0.92,0.94,0.83,0.83,0.8,0.68,0.95,0.8,0.82,0.85,0.89,0.66,0.76,0.62,0.67,0.68,0.69,0.72,0.7,0.74,0.69,0.7,0.68,0.78,0.84,0.58,0.67,0.68,0.67,0.65,0.75,0.63,0.62,0.63,0.73,0.0,0.49,0.66,0.63,0.55,0.55,0.53,0.58,0.53,0.44,0.57,0.54,0.55,0.84,0.55,0.54,1.55,0.48,0.37,0.49,0.0,0.37,0.37,0.31,0.47,0.32,0.32,0.31,0.28,0.28,0.27,0.52,0.48,0.43,0.0,0.0,0.0,0.0,0.0,99.96999999999998
09/30/2021,3.43,1.94,2.14,1.47,1.91,1.85,1.92,1.73,1.52,1.86,1.63,1.51,1.41,1.49,1.45,1.37,0.0,1.45,1.31,1.24,1.14,1.14,1.25,0.0,1.16,1.12,1.02,0.94,1.26,1.13,1.1,1.06,0.93,0.98,0.87,0.91,0.89,1.02,1.01,0.93,1.0,1.03,0.94,0.98,0.94,0.57,0.0,0.92,0.94,0.83,0.83,0.8,0.68,0.95,0.8,0.82,0.85,0.89,0.66,0.76,0.62,0.67,0.68,0.69,0.72,0.7,0.74,0.69,0.7,0.68,0.78,0.84,0.58,0.67,0.68,0.67,0.65,0.75,0.63,0.62,0.63,0.73,0.0,0.49,0.66,0.63,0.55,0.55,0.53,0.58,0.53,0.44,0.57,0.54,0.55,0.84,0.55,0.54,1.55,0.48,0.37,0.49,0.0,0.37,0.37,0.31,0.47,0.32,0.32,0.31,0.28,0.28,0.27,0.52,0.48,0.43,0.0,0.0,0.0,0.0,0.0,99.96999999999998
10/01/2021,3.43,1.94,2.14,1.47,1.91,1.85,1.92,1.73,1.52,1.86,1.63,1.51,1.41,1.49,1.45,1.37,0.0,1.45,1.31,1.24,1.14,1.14,1.25,0.0,1.16,1.12,1.02,0.94,1.26,1.13,1.1,1.06,0.93,0.98,0.87,0.91,0.89,1.02,1.01,0.93,1.0,1.03,0.94,0.98,0.94,0.57,0.0,0.92,0.94,0.83,0.83,0.8,0.68,0.95,0.8,0.82,0.85,0.89,0.66,0.76,0.62,0.67,0.68,0.69,0.72,0.7,0.74,0.69,0.7,0.68,0.78,0.84,0.58,0.67,0.68,0.67,0.65,0.75,0.63,0.62,0.63,0.73,0.0,0.49,0.66,0.63,0.55,0.55,0.53,0.58,0.53,0.44,0.57,0.54,0.55,0.84,0.55,0.54,1.55,0.48,0.37,0.49,0.0,0.37,0.37,0.31,0.47,0.32,0.32,0.31,0.28,0.28,0.27,0.52,0.48,0.43,0.0,0.0,0.0,0.0,0.0,99.96999999999998
10/04/2021,3.43,1.94,2.14,1.47,1.91,1.85,1.92,1.73,1.52,1.86,1.63,1.51,1.41,1.49,1.45,1.37,0.0,1.45,1.31,1.24,1.14,1.14,1.25,0.0,1.16,1.12,1.02,0.94,1.26,1.13,1.1,1.06,0.93,0.98,0.87,0.91,0.89,1.02,1.01,0.93,1.0,1.03,0.94,0.98,0.94,0.57,0.0,0.92,0.94,0.83,0.83,0.8,0.68,0.95,0.8,0.82,0.85,0.89,0.66,0.76,0.62,0.67,0.68,0.69,0.72,0.7,0.74,0.69,0.7,0.68,0.78,0.84,0.58,0.67,0.68,0.67,0.65,0.75,0.63,0.62,0.63,0.73,0.0,0.49,0.66,0.63,0.55,0.55,0.53,0.58,0.53,0.44,0.57,0.54,0.55,0.84,0.55,0.54,1.55,0.48,0.37,0.49,0.0,0.37,0.37,0.31,0.47,0.32,0.32,0.31,0.28,0.28,0.27,0.52,0.48,0.43,0.0,0.0,0.0,0.0,0.0,99.96999999999998
10/05/2021,3.43,1.94,2.14,1.47,1.91,1.85,1.92,1.73,1.52,1.86,1.63,1.51,1.41,1.49,1.45,1.37,0.0,1.45,1.31,1.24,1.14,1.14,1.25,0.0,1.16,1.12,1.02,0.94,1.26,1.13,1.1,1.06,0.93,0.98,0.87,0.91,0.89,1.02,1.01,0.93,1.0,1.03,0.94,0.98,0.94,0.57,0.0,0.92,0.94,0.83,0.83,0.8,0.68,0.95,0.8,0.82,0.85,0.89,0.66,0.76,0.62,0.67,0.68,0.69,0.72,0.7,0.74,0.69,0.7,0.68,0.78,0.84,0.58,0.67,0.68,0.67,0.65,0.75,0.63,0.62,0.63,0.73,0.0,0.49,0.66,0.63,0.55,0.55,0.53,0.58,0.53,0.44,0.57,0.54,0.55,0.84,0.55,0.54,1.55,0.48,0.37,0.49,0.0,0.37,0.37,0.31,0.47,0.32,0.32,0.31,0.28,0.28,0.27,0.52,0.48,0.43,0.0,0.0,0.0,0.0,0.0,99.96999999999998
10/06/2021,3.56,2.18,2.22,1.48,1.99,1.77,1.97,1.86,1.62,1.94,1.67,1.55,1.46,1.55,1.63,1.36,0.0,1.48,1.45,1.17,1.18,1.16,1.2,0.0,1.2,0.0,0.92,0.84,1.35,1.09,1.09,1.09,0.96,0.94,0.87,0.85,1.07,1.0,1.04,0.84,1.0,1.01,0.94,0.88,0.89,0.65,0.0,0.93,0.96,0.87,0.79,0.8,0.76,1.0,0.65,0.78,0.9,0.89,0.76,0.78,0.65,0.7,0.63,0.65,0.63,0.72,0.79,0.82,0.77,0.66,0.87,0.87,0.58,0.59,0.73,0.65,0.65,0.87,0.63,0.58,0.6,0.74,0.0,0.48,0.6,0.55,0.56,0.6,0.55,0.53,0.55,0.0,0.56,0.6,0.57,0.88,0.39,0.42,1.49,0.43,0.28,0.45,0.0,0.35,0.38,0.29,0.41,0.34,0.31,0.26,0.38,0.3,0.26,0.51,0.0,0.41,0.37,0.28,0.22,0.21,0.0,99.99
10/07/2021,3.56,2.18,2.22,1.48,1.99,1.77,1.97,1.86,1.62,1.94,1.67,1.55,1.46,1.55,1.63,1.36,0.0,1.48,1.45,1.17,1.18,1.16,1.2,0.0,1.2,0.0,0.92,0.84,1.35,1.09,1.09,1.09,0.96,0.94,0.87,0.85,1.07,1.0,1.04,0.84,1.0,1.01,0.94,0.88,0.89,0.65,0.0,0.93,0.96,0.87,0.79,0.8,0.76,1.0,0.65,0.78,0.9,0.89,0.76,0.78,0.65,0.7,0.63,0.65,0.63,0.72,0.79,0.82,0.77,0.66,0.87,0.87,0.58,0.59,0.73,0.65,0.65,0.87,0.63,0.58,0.6,0.74,0.0,0.48,0.6,0.55,0.56,0.6,0.55,0.53,0.55,0.0,0.56,0.6,0.57,0.88,0.39,0.42,1.49,0.43,0.28,0.45,0.0,0.35,0.38,0.29,0.41,0.34,0.31,0.26,0.38,0.3,0.26,0.51,0.0,0.41,0.37,0.28,0.22,0.21,0.0,99.99
10/08/2021,3.56,2.18,2.22,1.48,1.99,1.77,1.97,1.86,1.62,1.94,1.67,1.55,1.46,1.55,1.63,1.36,0.0,1.48,1.45,1.17,1.18,1.16,1.2,0.0,1.2,0.0,0.92,0.84,1.35,1.09,1.09,1.09,0.96,0.94,0.87,0.85,1.07,1.0,1.04,0.84,1.0,1.01,0.94,0.88,0.89,0.65,0.0,0.93,0.96,0.87,0.79,0.8,0.76,1.0,0.65,0.78,0.9,0.89,0.76,0.78,0.65,0.7,0.63,0.65,0.63,0.72,0.79,0.82,0.77,0.66,0.87,0.87,0.58,0.59,0.73,0.65,0.65,0.87,0.63,0.58,0.6,0.74,0.0,0.48,0.6,0.55,0.56,0.6,0.55,0.53,0.55,0.0,0.56,0.6,0.57,0.88,0.39,0.42,1.49,0.43,0.28,0.45,0.0,0.35,0.38,0.29,0.41,0.34,0.31,0.26,0.38,0.3,0.26,0.51,0.0,0.41,0.37,0.28,0.22,0.21,0.0,99.99
10/11/2021,3.56,2.18,2.22,1.48,1.99,1.77,1.97,1.86,1.62,1.94,1.67,1.55,1.46,1.55,1.63,1.36,0.0,1.48,1.45,1.17,1.18,1.16,1.2,0.0,1.2,0.0,0.92,0.84,1.35,1.09,1.09,1.09,0.96,0.94,0.87,0.85,1.07,1.0,1.04,0.84,1.0,1.01,0.94,0.88,0.89,0.65,0.0,0.93,0.96,0.87,0.79,0.8,0.76,1.0,0.65,0.78,0.9,0.89,0.76,0.78,0.65,0.7,0.63,0.65,0.63,0.72,0.79,0.82,0.77,0.66,0.87,0.87,0.58,0.59,0.73,0.65,0.65,0.87,0.63,0.58,0.6,0.74,0.0,0.48,0.6,0.55,0.56,0.6,0.55,0.53,0.55,0.0,0.56,0.6,0.57,0.88,0.39,0.42,1.49,0.43,0.28,0.45,0.0,0.35,0.38,0.29,0.41,0.34,0.31,0.26,0.38,0.3,0.26,0.51,0.0,0.41,0.37,0.28,0.22,0.21,0.0,99.99
10/12/2021,3.56,2.18,2.22,1.48,1.99,1.77,1.97,1.86,1.62,1.94,1.67,1.55,1.46,1.55,1.63,1.36,0.0,1.48,1.45,1.17,1.18,1.16,1.2,0.0,1.2,0.0,0.92,0.84,1.35,1.09,1.09,1.09,0.96,0.94,0.87,0.85,1.07,1.0,1.04,0.84,1.0,1.01,0.94,0.88,0.89,0.65,0.0,0.93,0.96,0.87,0.79,0.8,0.76,1.0,0.65,0.78,0.9,0.89,0.76,0.78,0.65,0.7,0.63,0.65,0.63,0.72,0.79,0.82,0.77,0.66,0.87,0.87,0.58,0.59,0.73,0.65,0.65,0.87,0.63,0.58,0.6,0.74,0.0,0.48,0.6,0.55,0.56,0.6,0.55,0.53,0.55,0.0,0.56,0.6,0.57,0.88,0.39,0.42,1.49,0.43,0.28,0.45,0.0,0.35,0.38,0.29,0.41,0.34,0.31,0.26,0.38,0.3,0.26,0.51,0.0,0.41,0.37,0.28,0.22,0.21,0.0,99.99
10/13/2021,3.56,2.18,2.22,1.48,1.99,1.77,1.97,1.86,1.62,1.94,1.67,1.55,1.46,1.55,1.63,1.36,0.0,1.48,1.45,1.17,1.18,1.16,1.2,0.0,1.2,0.0,0.92,0.84,1.35,1.09,1.09,1.09,0.96,0.94,0.87,0.85,1.07,1.0,1.04,0.84,1.0,1.01,0.94,0.88,0.89,0.65,0.0,0.93,0.96,0.87,0.79,0.8,0.76,1.0,0.65,0.78,0.9,0.89,0.76,0.78,0.65,0.7,0.63,0.65,0.63,0.72,0.79,0.82,0.77,0.66,0.87,0.87,0.58,0.59,0.73,0.65,0.65,0.87,0.63,0.58,0.6,0.74,0.0,0.48,0.6,0.55,0.56,0.6,0.55,0.53,0.55,0.0,0.56,0.6,0.57,0.88,0.39,0.42,1.49,0.43,0.28,0.45,0.0,0.35,0.38,0.29,0.41,0.34,0.31,0.26,0.38,0.3,0.26,0.51,0.0,0.41,0.37,0.28,0.22,0.21,0.0,99.99
10/14/2021,3.56,2.18,2.22,1.48,1.99,1.77,1.97,1.86,1.62,1.94,1.67,1.55,1.46,1.55,1.63,1.36,0.0,1.48,1.45,1.17,1.18,1.16,1.2,0.0,1.2,0.0,0.92,0.84,1.35,1.09,1.09,1.09,0.96,0.94,0.87,0.85,1.07,1.0,1.04,0.84,1.0,1.01,0.94,0.88,0.89,0.65,0.0,0.93,0.96,0.87,0.79,0.8,0.76,1.0,0.65,0.78,0.9,0.89,0.76,0.78,0.65,0.7,0.63,0.65,0.63,0.72,0.79,0.82,0.77,0.66,0.87,0.87,0.58,0.59,0.73,0.65,0.65,0.87,0.63,0.58,0.6,0.74,0.0,0.48,0.6,0.55,0.56,0.6,0.55,0.53,0.55,0.0,0.56,0.6,0.57,0.88,0.39,0.42,1.49,0.43,0.28,0.45,0.0,0.35,0.38,0.29,0.41,0.34,0.31,0.26,0.38,0.3,0.26,0.51,0.0,0.41,0.37,0.28,0.22,0.21,0.0,99.99
10/15/2021,3.56,2.18,2.22,1.48,1.99,1.77,1.97,1.86,1.62,1.94,1.67,1.55,1.46,1.55,1.63,1.36,0.0,1.48,1.45,1.17,1.18,1.16,1.2,0.0,1.2,0.0,0.92,0.84,1.35,1.09,1.09,1.09,0.96,0.94,0.87,0.85,1.07,1.0,1.04,0.84,1.0,1.01,0.94,0.88,0.89,0.65,0.0,0.93,0.96,0.87,0.79,0.8,0.76,1.0,0.65,0.78,0.9,0.89,0.76,0.78,0.65,0.7,0.63,0.65,0.63,0.72,0.79,0.82,0.77,0.66,0.87,0.87,0.58,0.59,0.73,0.65,0.65,0.87,0.63,0.58,0.6,0.74,0.0,0.48,0.6,0.55,0.56,0.6,0.55,0.53,0.55,0.0,0.56,0.6,0.57,0.88,0.39,0.42,1.49,0.43,0.28,0.45,0.0,0.35,0.38,0.29,0.41,0.34,0.31,0.26,0.38,0.3,0.26,0.51,0.0,0.41,0.37,0.28,0.22,0.21,0.0,99.99
10/18/2021,3.56,2.18,2.22,1.48,1.99,1.77,1.97,1.86,1.62,1.94,1.67,1.55,1.46,1.55,1.63,1.36,0.0,1.48,1.45,1.17,1.18,1.16,1.2,0.0,1.2,0.0,0.92,0.84,1.35,1.09,1.09,1.09,0.96,0.94,0.87,0.85,1.07,1.0,1.04,0.84,1.0,1.01,0.94,0.88,0.89,0.65,0.0,0.93,0.96,0.87,0.79,0.8,0.76,1.0,0.65,0.78,0.9,0.89,0.76,0.78,0.65,0.7,0.63,0.65,0.63,0.72,0.79,0.82,0.77,0.66,0.87,0.87,0.58,0.59,0.73,0.65,0.65,0.87,0.63,0.58,0.6,0.74,0.0,0.48,0.6,0.55,0.56,0.6,0.55,0.53,0.55,0.0,0.56,0.6,0.57,0.88,0.39,0.42,1.49,0.43,0.28,0.45,0.0,0.35,0.38,0.29,0.41,0.34,0.31,0.26,0.38,0.3,0.26,0.51,0.0,0.41,0.37,0.28,0.22,0.21,0.0,99.99
10/19/2021,3.56,2.18,2.22,1.48,1.99,1.77,1.97,1.86,1.62,1.94,1.67,1.55,1.46,1.55,1.63,1.36,0.0,1.48,1.45,1.17,1.18,1.16,1.2,0.0,1.2,0.0,0.92,0.84,1.35,1.09,1.09,1.09,0.96,0.94,0.87,0.85,1.07,1.0,1.04,0.84,1.0,1.01,0.94,0.88,0.89,0.65,0.0,0.93,0.96,0.87,0.79,0.8,0.76,1.0,0.65,0.78,0.9,0.89,0.76,0.78,0.65,0.7,0.63,0.65,0.63,0.72,0.79,0.82,0.77,0.66,0.87,0.87,0.58,0.59,0.73,0.65,0.65,0.87,0.63,0.58,0.6,0.74,0.0,0.48,0.6,0.55,0.56,0.6,0.55,0.53,0.55,0.0,0.56,0.6,0.57,0.88,0.39,0.42,1.49,0.43,0.28,0.45,0.0,0.35,0.38,0.29,0.41,0.34,0.31,0.26,0.38,0.3,0.26,0.51,0.0,0.41,0.37,0.28,0.22,0.21,0.0,99.99
10/20/2021,3.56,2.18,2.22,1.48,1.99,1.77,1.97,1.86,1.62,1.94,1.67,1.55,1.46,1.55,1.63,1.36,0.0,1.48,1.45,1.17,1.18,1.16,1.2,0.0,1.2,0.0,0.92,0.84,1.35,1.09,1.09,1.09,0.96,0.94,0.87,0.85,1.07,1.0,1.04,0.84,1.0,1.01,0.94,0.88,0.89,0.65,0.0,0.93,0.96,0.87,0.79,0.8,0.76,1.0,0.65,0.78,0.9,0.89,0.76,0.78,0.65,0.7,0.63,0.65,0.63,0.72,0.79,0.82,0.77,0.66,0.87,0.87,0.58,0.59,0.73,0.65,0.65,0.87,0.63,0.58,0.6,0.74,0.0,0.48,0.6,0.55,0.56,0.6,0.55,0.53,0.55,0.0,0.56,0.6,0.57,0.88,0.39,0.42,1.49,0.43,0.28,0.45,0.0,0.35,0.38,0.29,0.41,0.34,0.31,0.26,0.38,0.3,0.26,0.51,0.0,0.41,0.37,0.28,0.22,0.21,0.0,99.99
10/21/2021,3.56,2.18,2.22,1.48,1.99,1.77,1.97,1.86,1.62,1.94,1.67,1.55,1.46,1.55,1.63,1.36,0.0,1.48,1.45,1.17,1.18,1.16,1.2,0.0,1.2,0.0,0.92,0.84,1.35,1.09,1.09,1.09,0.96,0.94,0.87,0.85,1.07,1.0,1.04,0.84,1.0,1.01,0.94,0.88,0.89,0.65,0.0,0.93,0.96,0.87,0.79,0.8,0.76,1.0,0.65,0.78,0.9,0.89,0.76,0.78,0.65,0.7,0.63,0.65,0.63,0.72,0.79,0.82,0.77,0.66,0.87,0.87,0.58,0.59,0.73,0.65,0.65,0.87,0.63,0.58,0.6,0.74,0.0,0.48,0.6,0.55,0.56,0.6,0.55,0.53,0.55,0.0,0.56,0.6,0.57,0.88,0.39,0.42,1.49,0.43,0.28,0.45,0.0,0.35,0.38,0.29,0.41,0.34,0.31,0.26,0.38,0.3,0.26,0.51,0.0,0.41,0.37,0.28,0.22,0.21,0.0,99.99
10/22/2021,3.56,2.18,2.22,1.48,1.99,1.77,1.97,1.86,1.62,1.94,1.67,1.55,1.46,1.55,1.63,1.36,0.0,1.48,1.45,1.17,1.18,1.16,1.2,0.0,1.2,0.0,0.92,0.84,1.35,1.09,1.09,1.09,0.96,0.94,0.87,0.85,1.07,1.0,1.04,0.84,1.0,1.01,0.94,0.88,0.89,0.65,0.0,0.93,0.96,0.87,0.79,0.8,0.76,1.0,0.65,0.78,0.9,0.89,0.76,0.78,0.65,0.7,0.63,0.65,0.63,0.72,0.79,0.82,0.77,0.66,0.87,0.87,0.58,0.59,0.73,0.65,0.65,0.87,0.63,0.58,0.6,0.74,0.0,0.48,0.6,0.55,0.56,0.6,0.55,0.53,0.55,0.0,0.56,0.6,0.57,0.88,0.39,0.42,1.49,0.43,0.28,0.45,0.0,0.35,0.38,0.29,0.41,0.34,0.31,0.26,0.38,0.3,0.26,0.51,0.0,0.41,0.37,0.28,0.22,0.21,0.0,99.99
10/25/2021,3.56,2.18,2.22,1.48,1.99,1.77,1.97,1.86,1.62,1.94,1.67,1.55,1.46,1.55,1.63,1.36,0.0,1.48,1.45,1.17,1.18,1.16,1.2,0.0,1.2,0.0,0.92,0.84,1.35,1.09,1.09,1.09,0.96,0.94,0.87,0.85,1.07,1.0,1.04,0.84,1.0,1.01,0.94,0.88,0.89,0.65,0.0,0.93,0.96,0.87,0.79,0.8,0.76,1.0,0.65,0.78,0.9,0.89,0.76,0.78,0.65,0.7,0.63,0.65,0.63,0.72,0.79,0.82,0.77,0.66,0.87,0.87,0.58,0.59,0.73,0.65,0.65,0.87,0.63,0.58,0.6,0.74,0.0,0.48,0.6,0.55,0.56,0.6,0.55,0.53,0.55,0.0,0.56,0.6,0.57,0.88,0.39,0.42,1.49,0.43,0.28,0.45,0.0,0.35,0.38,0.29,0.41,0.34,0.31,0.26,0.38,0.3,0.26,0.51,0.0,0.41,0.37,0.28,0.22,0.21,0.0,99.99
10/26/2021,3.56,2.18,2.22,1.48,1.99,1.77,1.97,1.86,1.62,1.94,1.67,1.55,1.46,1.55,1.63,1.36,0.0,1.48,1.45,1.17,1.18,1.16,1.2,0.0,1.2,0.0,0.92,0.84,1.35,1.09,1.09,1.09,0.96,0.94,0.87,0.85,1.07,1.0,1.04,0.84,1.0,1.01,0.94,0.88,0.89,0.65,0.0,0.93,0.96,0.87,0.79,0.8,0.76,1.0,0.65,0.78,0.9,0.89,0.76,0.78,0.65,0.7,0.63,0.65,0.63,0.72,0.79,0.82,0.77,0.66,0.87,0.87,0.58,0.59,0.73,0.65,0.65,0.87,0.63,0.58,0.6,0.74,0.0,0.48,0.6,0.55,0.56,0.6,0.55,0.53,0.55,0.0,0.56,0.6,0.57,0.88,0.39,0.42,1.49,0.43,0.28,0.45,0.0,0.35,0.38,0.29,0.41,0.34,0.31,0.26,0.38,0.3,0.26,0.51,0.0,0.41,0.37,0.28,0.22,0.21,0.0,99.99
10/27/2021,3.56,2.18,2.22,1.48,1.99,1.77,1.97,1.86,1.62,1.94,1.67,1.55,1.46,1.55,1.63,1.36,0.0,1.48,1.45,1.17,1.18,1.16,1.2,0.0,1.2,0.0,0.92,0.84,1.35,1.09,1.09,1.09,0.96,0.94,0.87,0.85,1.07,1.0,1.04,0.84,1.0,1.01,0.94,0.88,0.89,0.65,0.0,0.93,0.96,0.87,0.79,0.8,0.76,1.0,0.65,0.78,0.9,0.89,0.76,0.78,0.65,0.7,0.63,0.65,0.63,0.72,0.79,0.82,0.77,0.66,0.87,0.87,0.58,0.59,0.73,0.65,0.65,0.87,0.63,0.58,0.6,0.74,0.0,0.48,0.6,0.55,0.56,0.6,0.55,0.53,0.55,0.0,0.56,0.6,0.57,0.88,0.39,0.42,1.49,0.43,0.28,0.45,0.0,0.35,0.38,0.29,0.41,0.34,0.31,0.26,0.38,0.3,0.26,0.51,0.0,0.41,0.37,0.28,0.22,0.21,0.0,99.99
10/28/2021,3.56,2.18,2.22,1.48,1.99,1.77,1.97,1.86,1.62,1.94,1.67,1.55,1.46,1.55,1.63,1.36,0.0,1.48,1.45,1.17,1.18,1.16,1.2,0.0,1.2,0.0,0.92,0.84,1.35,1.09,1.09,1.09,0.96,0.94,0.87,0.85,1.07,1.0,1.04,0.84,1.0,1.01,0.94,0.88,0.89,0.65,0.0,0.93,0.96,0.87,0.79,0.8,0.76,1.0,0.65,0.78,0.9,0.89,0.76,0.78,0.65,0.7,0.63,0.65,0.63,0.72,0.79,0.82,0.77,0.66,0.87,0.87,0.58,0.59,0.73,0.65,0.65,0.87,0.63,0.58,0.6,0.74,0.0,0.48,0.6,0.55,0.56,0.6,0.55,0.53,0.55,0.0,0.56,0.6,0.57,0.88,0.39,0.42,1.49,0.43,0.28,0.45,0.0,0.35,0.38,0.29,0.41,0.34,0.31,0.26,0.38,0.3,0.26,0.51,0.0,0.41,0.37,0.28,0.22,0.21,0.0,99.99
10/29/2021,3.56,2.18,2.22,1.48,1.99,1.77,1.97,1.86,1.62,1.94,1.67,1.55,1.46,1.55,1.63,1.36,0.0,1.48,1.45,1.17,1.18,1.16,1.2,0.0,1.2,0.0,0.92,0.84,1.35,1.09,1.09,1.09,0.96,0.94,0.87,0.85,1.07,1.0,1.04,0.84,1.0,1.01,0.94,0.88,0.89,0.65,0.0,0.93,0.96,0.87,0.79,0.8,0.76,1.0,0.65,0.78,0.9,0.89,0.76,0.78,0.65,0.7,0.63,0.65,0.63,0.72,0.79,0.82,0.77,0.66,0.87,0.87,0.58,0.59,0.73,0.65,0.65,0.87,0.63,0.58,0.6,0.74,0.0,0.48,0.6,0.55,0.56,0.6,0.55,0.53,0.55,0.0,0.56,0.6,0.57,0.88,0.39,0.42,1.49,0.43,0.28,0.45,0.0,0.35,0.38,0.29,0.41,0.34,0.31,0.26,0.38,0.3,0.26,0.51,0.0,0.41,0.37,0.28,0.22,0.21,0.0,99.99
11/01/2021,3.56,2.18,2.22,1.48,1.99,1.77,1.97,1.86,1.62,1.94,1.67,1.55,1.46,1.55,1.63,1.36,0.0,1.48,1.45,1.17,1.18,1.16,1.2,0.0,1.2,0.0,0.92,0.84,1.35,1.09,1.09,1.09,0.96,0.94,0.87,0.85,1.07,1.0,1.04,0.84,1.0,1.01,0.94,0.88,0.89,0.65,0.0,0.93,0.96,0.87,0.79,0.8,0.76,1.0,0.65,0.78,0.9,0.89,0.76,0.78,0.65,0.7,0.63,0.65,0.63,0.72,0.79,0.82,0.77,0.66,0.87,0.87,0.58,0.59,0.73,0.65,0.65,0.87,0.63,0.58,0.6,0.74,0.0,0.48,0.6,0.55,0.56,0.6,0.55,0.53,0.55,0.0,0.56,0.6,0.57,0.88,0.39,0.42,1.49,0.43,0.28,0.45,0.0,0.35,0.38,0.29,0.41,0.34,0.31,0.26,0.38,0.3,0.26,0.51,0.0,0.41,0.37,0.28,0.22,0.21,0.0,99.99
11/02/2021,3.56,2.18,2.22,1.48,1.99,1.77,1.97,1.86,1.62,1.94,1.67,1.55,1.46,1.55,1.63,1.36,0.0,1.48,1.45,1.17,1.18,1.16,1.2,0.0,1.2,0.0,0.92,0.84,1.35,1.09,1.09,1.09,0.96,0.94,0.87,0.85,1.07,1.0,1.04,0.84,1.0,1.01,0.94,0.88,0.89,0.65,0.0,0.93,0.96,0.87,0.79,0.8,0.76,1.0,0.65,0.78,0.9,0.89,0.76,0.78,0.65,0.7,0.63,0.65,0.63,0.72,0.79,0.82,0.77,0.66,0.87,0.87,0.58,0.59,0.73,0.65,0.65,0.87,0.63,0.58,0.6,0.74,0.0,0.48,0.6,0.55,0.56,0.6,0.55,0.53,0.55,0.0,0.56,0.6,0.57,0.88,0.39,0.42,1.49,0.43,0.28,0.45,0.0,0.35,0.38,0.29,0.41,0.34,0.31,0.26,0.38,0.3,0.26,0.51,0.0,0.41,0.37,0.28,0.22,0.21,0.0,99.99
11/03/2021,3.51,2.13,1.84,1.46,1.83,1.86,2.05,2.01,1.74,1.57,1.58,1.69,1.51,1.55,1.69,1.35,0.0,1.45,1.39,1.17,1.12,1.19,1.15,0.0,1.23,0.0,0.91,0.75,1.33,1.15,1.08,1.05,1.01,1.29,0.82,0.8,1.07,0.94,1.08,0.98,1.03,1.02,0.87,0.91,0.91,0.64,0.0,0.88,0.95,0.16,0.78,0.84,0.65,0.98,0.68,0.76,0.88,0.86,0.73,0.75,0.63,0.79,0.61,0.7,0.63,0.8,0.78,0.77,0.82,0.67,0.84,0.9,0.58,0.51,0.79,0.64,0.66,0.82,0.58,0.54,0.61,0.72,0.0,0.37,0.12,0.54,0.54,0.51,0.56,0.55,0.59,0.0,0.55,0.64,0.6,0.87,0.5,0.46,2.86,0.45,0.47,0.47,0.0,0.39,0.44,0.29,0.0,0.36,0.34,0.32,0.31,0.27,0.27,0.53,0.0,0.38,0.4,0.29,0.21,0.22,0.3,99.97
11/04/2021,3.51,2.13,1.84,1.46,1.83,1.86,2.05,2.01,1.74,1.57,1.58,1.69,1.51,1.55,1.69,1.35,0.0,1.45,1.39,1.17,1.12,1.19,1.15,0.0,1.23,0.0,0.91,0.75,1.33,1.15,1.08,1.05,1.01,1.29,0.82,0.8,1.07,0.94,1.08,0.98,1.03,1.02,0.87,0.91,0.91,0.64,0.0,0.88,0.95,0.16,0.78,0.84,0.65,0.98,0.68,0.76,0.88,0.86,0.73,0.75,0.63,0.79,0.61,0.7,0.63,0.8,0.78,0.77,0.82,0.67,0.84,0.9,0.58,0.51,0.79,0.64,0.66,0.82,0.58,0.54,0.61,0.72,0.0,0.37,0.12,0.54,0.54,0.51,0.56,0.55,0.59,0.0,0.55,0.64,0.6,0.87,0.5,0.46,2.86,0.45,0.47,0.47,0.0,0.39,0.44,0.29,0.0,0.36,0.34,0.32,0.31,0.27,0.27,0.53,0.0,0.38,0.4,0.29,0.21,0.22,0.3,99.97
