,005930.KS,2330.TW,700.HK,BABA,VALE3.SA,NTES,2318.HK,RELIANCE.NS,BIDU,4338.SR,3690.HK,HDFCBANK.NS,INFY.NS,939.HK,2454.TW,YUMC,000660.KS,HDFC.NS,LUKOY,M4B.,NPN.JO,NIO,1398.HK,2317.TW,OGZD.L,SBRCY,175.HK,066570.KS,4338.SR.1,TCS.NS,PETR4.SA,2303.TW,JD,2319.HK,2020.HK,ICICIBANK.NS,NILSY,2313.HK,005380.KS,PETR3.SA,035420.KS,2688.HK,ZTO,005490.KS,1109.HK,HINDUNILVR.NS,1180.SR,3988.HK,1120.SR,2382.HK,PDD,035720.KS,MTN.JO,2881.TW,BY6.,FSR.JO,105560.KS,3711.TW,000270.KS,JSWSTEEL.NS,2002.TW,AXISBANK.NS,2308.TW,291.HK,055550.KS,2010.SR,2333.HK,BBDC4.SA,GMEXICOB.MX,SBK.JO,006400.KS,1177.HK,2007.HK,AMXL.MX,1303.TW,4338.SR.2,096770.KS,051910.KS,1216.TW,3328.HK,2882.TW,BHARTIARTL.NS,2885.TW,068270.KS,1918.HK,6098.HK,1093.HK,086790.KS,HCLTECH.NS,CEMEXCPO.MX,WALMEX.MX,2891.TW,PBBANK.KL,TCOM,960.HK,003550.KS,BBCA.JK,600519.SS,TECHM.NS,1301.TW,2601.HK,012330.KS,GFNORTEO.MX,IMP.JO,2603.TW,CHL.,1288.HK,5871.TW,051900.KS,SLM.JO,BBRI.JK,ASIANPAINT.NS,7010.SR,POWERGRID.NS,SNPMF,1088.HK,AQE.,2331.HK,2886.TW,TLKM.JK,2899.HK,GFI.JO,2884.TW,WIPRO.NS,6488,1101.TW,1326.TW,2892.TW,036570.KS,3034.TW,384.HK,017670.KS,2357.TW,B3SA3.SA,NTPC.NS,2202.HK,2412.TW,BID.JO,4338.SR.3,4338.SR.4,BPCL.NS,TENAGA.KL,BAJFINANCE.NS,KOTAKBANK.NS,CPI.JO,TATASTEEL.NS,992.HK,1919.HK,028260.KS,PTT-R.BK,VEDL.NS,NVTK.L,SBIN.NS,FEMSAUBD.MX,968.HK,UPL.NS,CIPLA.NS,5880.TW,2382.TW,ANG.JO,TATAMOTORS.NS,2409.TW,3008.TW,2883.TW,2338.HK,MAYBANK.KL,2880.TW,034730.KS,M&M.NS,2887.TW,SUNPHARMA.NS,3481.TW,PTTEP-R.BK,OJS1.,ABG.JO,PAGS,TITAN.NS,000810.KS,ITC.NS,JBSS3.SA,ULTRACEMCO.NS,EDU,LT.NS,TLEVISACPO.MX,009150.KS,BGNE,PKN.WA,4938.TW,4338.SR.5,000858.SZ,SOL.JO,2379.TW,SGLEUR,6969.HK,MARUTI.NS,HEROMOTOCO.NS,SUZB3.SA,ABEV3.SA,2890.TW,VOD.JO,KTC-R,BRIT,BIMBOA,NCB,CLS,3481,VEDL,SCB-R,TRUE-R,BJC-R,KTB-R,BAY-R,1326,1301,5269,KBANK-R,TOWR IJ,TMB-R,2474,300760,AOT-R,300750,ENKAI,247540 KS,6099,CIFC IN,GAPB,6185 HK,BTS-R6,NTCO3,NESZ,8454 TT,GFINBURO,6186,INDF,HDFCB,600436,HDFC,WPRO,021240,SIIG AB,033780,PGE,DSY,2331 HK,010140,RENT3,ROSN LI,KNPL,SMGR,6098,SHP,CSAN3,SHTF IN,ENELAM,019170,GGBR4,SMPH,1211,T,SPL,1101,FUNO11,2330,300122,HWA IN,ASII,TNB,006800,2049,034020 KS,2020,PIDI,KAYAN AB,018260,AP,035720,096770,8046 TT,PWGR,CLGT,MER,2899,097950,600276,ADSEZ,PCHEM,SIME,BH-R,3529 TT,SUZB3,009830,PKO,CPF-R,HYPE3,DRRD,CMIG4 BZ,MGLU3,2345,ADANIGR,2881,HDFCAMC IN,2880,HAPV3,601225 C1,TRP,1055 HK,002475,ADVANC-R,ELET3,2207,PE&OLES*,011790 KS,OR-R TB,ARI SJ,601166,2357,MAY,2379,000100,ANTM IJ,NPN,ALI,PZU,HMPRO-R,300274 C2,EXX,KLBF,1102,SQM/B,AEV,RADL3,DELTA-R,2196,003670,6669,BRPT,036570,BPI,3045,CIMB,ACEM,914,300450 C2,9904,002352,NVTK LI,601100 C1,1216,PMAH,1093,DIGI,BJHI,2492,TOTS3 BZ,NLMKL IX,JARIR,ARBP,SABB AB,RIL,STC,BPCL,LPC,BVT SJ,ALE PW,MM,2338,SRCM,916 HK,GGRM,ENGI11,BBL-R,BDO,EGCO-R,ICICIBC,PTG,2319,2912,078930,9921 TT,NTPC,2454,TCELL,2328,SM,BBRI,BJFIN,NMDC,011070 KS,2333,998,002027 C2,DLFU,MPHL IN,HDFCLIFE,000810,BIDI4 BZ,SRF IN,SUM
07/09/2021,3.78,3.73,3.34,2.55,1.41,1.19,1.13,1.0,0.95,0.93,0.92,0.9,0.9,0.9,0.82,0.78,0.74,0.74,0.72,0.71,0.68,0.67,0.64,0.61,0.59,0.59,0.56,0.55,0.54,0.52,0.52,0.51,0.51,0.5,0.49,0.49,0.47,0.43,0.43,0.42,0.41,0.4,0.4,0.39,0.39,0.38,0.38,0.38,0.38,0.38,0.36,0.35,0.35,0.35,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.32,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.64999999999999
02/01/2022,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.11,0.48,0.08,0.13,0.2,0.06,0.04,0.03,0.03,0.02,0.2,0.28,0.02,0.05,0.03,0.01,0.1,0.06,0.08,0.15,0.02,0.02,0.04,0.07,0.06,0.01,0.0,0.06,0.03,0.05,0.05,0.08,0.05,1.01,0.04,0.89,0.2,0.09,0.02,0.13,0.04,0.11,0.31,0.08,0.08,0.27,0.01,0.04,0.21,0.12,0.03,0.06,0.05,0.01,0.12,0.11,0.45,0.04,0.05,0.2,0.04,3.95,0.04,0.02,0.14,0.19,0.06,0.04,0.02,0.34,0.08,0.09,0.06,0.04,0.28,0.18,0.05,0.25,0.04,0.04,0.2,0.08,0.04,0.1,0.05,0.04,0.02,0.03,0.1,0.08,0.15,0.08,0.03,0.1,0.04,0.05,0.07,0.05,0.43,0.03,0.18,0.03,0.02,0.03,0.01,0.04,0.1,0.05,0.13,0.03,0.01,0.01,0.03,0.08,0.2,0.17,0.15,0.02,0.01,0.54,0.07,0.05,0.03,0.04,0.05,0.05,0.1,0.08,0.04,0.1,0.05,0.03,0.04,0.07,0.03,0.13,0.1,0.11,0.11,0.09,0.19,0.01,0.08,0.04,0.21,0.01,0.27,0.07,0.19,0.05,0.04,0.03,0.01,0.03,0.05,0.08,0.03,1.24,0.22,0.17,0.05,0.02,0.04,0.2,0.14,0.06,0.1,0.03,0.02,0.03,0.09,0.03,0.65,0.04,0.41,0.13,0.04,0.03,0.24,0.68,0.03,0.16,0.09,0.39,0.09,0.03,0.04,0.36,0.12,0.02,0.06,0.03,0.07,0.16,0.02,0.03,27.18
