,NESN.SW,NOVN.SW,ROG.SW,GSK.L,FMG.AX,BATS.L,SAN.PA,ULVR.L,RIO.L,AZN.L,ALV.DE,9434.T,CBA.AX,7203.T,SIE.DE,BAS.DE,BHP.AX,OR.PA,EQNR.OL,DTE.DE,MC.PA,IBE.MC,NOVO B.CO,9433.T,SAP.DE,ENEL.MI,9432.T,8306.T,BAYN.DE,DPW.DE,1299.HK,VOD.L,BHP.L,ZURN.SW,ASML.AS,VOW.,NAB.AX,SU.PA,ANZ.AX,DGE.L,CS.PA,RIO.AX,D05.SI,8316.T,RO.SW,2914.T,BMW.DE,4502.T,LIN,7974.T,8035.T,ABBN.SW,AI.PA,NG.L,WES.AX,2388.HK,E.ON SE,8001.T,11.HK,8058.T,ITX.MC,16.HK,DAI.DE,NTGY.MC,BN.PA,388.HK,TLS.AX,OMV.VI,8411.T,SCMN.SW,AD.AS,MUV2.DE,7751.T,AAL.L,UBSG.SW,HOLN.SW,O39.SI,U11.SI,PGHN.SW,ORA.PA,KER.PA,7267.T,RKT.L,ELE.MC,FORTUM.HE,REL.L,Z74.SI,2.HK,VNA.DE,6501.T,6902.T,TEL.OL,12.HK,NESTE.HE,BA.L,KNEBV.HE,KNIN.SW,SHL.DE,6.HK,SSE.L,688.HK,4519.T,MQG.AX,RMS.PA,RI.PA,8725.T,G.MI,PST.MI,992.HK,8766.T,ATCO A.ST,3382.T,SGSN.SW,NN.AS,SAMPO.HE,WPL.AX,SRG.MI,4063.T,5108.T,CRH.L,RITN.,TELIA.ST,6981.T,6702.T,UPM.HE,ADM.L,8TRA.DE,CON.DE,SLHN.SW,US.MI,CSL.AX,TSCO.L,823.HK,ASM.AS,GIVN.SW,8750.T,MB.MI,TCL.AX,ERIC B.ST,SLA.L,66.HK,8053.T,VIV.PA,HLAG.DE,COLO B.CO,HNR1.DE,DSM.AS,AKZA.AS,COL.AX,4523.T,9984.T,EDP.LS,WOW.AX,6758.T,EVK.DE,SA.SW,4578.T,EMSN.SW,DWNI.DE,6752.T,COV.PA,DB1.DE,FER.MC,4503.T,GMG.AX,FRE.DE,ESSITY B.ST,5020.T,ACS.MC,IFX.DE,LUNE.ST,SIKA.SW,SK3.IR,F34.SI,1605.T,WKL.AS,TEL2 B.ST,GEBN.SW,MIN.AX,2502.T,EPI A.ST,669.HK,KPN.AS,3.HK,1925.T,8604.T,PROX.BR,1972.HK,SDR.L,17.HK,6503.T,6367.T,ADEN.SW,FME.DE,4901.T,KESKOB.HE,YAR.OL,8593.T,8002.T,GJF.OL,2810.T,9020.T,ELISA.HE,AHT.L,O2D.DE,REE.MC,WisdomTree Intl Div ex-Fincls ETF,BNR.DE,n/a,CAP.PA,TLX.DE,EQT.ST,836.HK,TRN.MI,ORSTED.CO,4568.T,LONN.SW,BIDI11.SA,CFR.SW,ABDN.L,SOLB.BR,DOO,6861.T,6098.T,UMG.AS,UN01.DE,SUM
08/13/2021,2.23,2.25,1.97,1.54,1.34,1.21,1.22,1.16,1.16,0.98,0.95,1.04,0.95,0.89,0.86,0.81,0.85,0.85,0.73,0.74,0.79,0.71,0.86,0.69,0.73,0.68,0.67,0.65,0.6,0.62,0.61,0.6,0.65,0.62,0.65,0.6,0.56,0.59,0.54,0.56,0.57,0.51,0.5,0.45,0.5,0.45,0.39,0.41,0.44,0.33,0.41,0.42,0.39,0.41,0.4,0.36,0.0,0.39,0.34,0.38,0.33,0.33,0.33,0.33,0.35,0.38,0.32,0.31,0.32,0.33,0.32,0.31,0.32,0.34,0.33,0.28,0.3,0.29,0.33,0.27,0.29,0.27,0.23,0.26,0.27,0.28,0.25,0.25,0.25,0.23,0.24,0.24,0.22,0.21,0.24,0.22,0.21,0.25,0.23,0.23,0.2,0.19,0.21,0.23,0.21,0.22,0.21,0.21,0.17,0.21,0.22,0.18,0.2,0.21,0.2,0.17,0.19,0.17,0.17,0.18,0.19,0.17,0.19,0.16,0.18,0.18,0.16,0.15,0.18,0.17,0.16,0.16,0.15,0.18,0.16,0.16,0.15,0.15,0.14,0.16,0.15,0.15,0.15,0.15,0.16,0.15,0.16,0.14,0.15,0.12,0.13,0.14,0.14,0.14,0.14,0.14,0.13,0.15,0.13,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.14,0.0,0.13,0.13,0.12,0.11,0.14,0.13,0.13,0.13,0.12,0.12,0.13,0.13,0.13,0.12,0.11,0.12,0.12,0.13,0.0,0.11,0.14,0.0,0.0,0.0,0.13,0.0,0.12,0.0,0.12,0.41,0.0,0.12,0.11,0.0,0.12,0.0,0.11,0.23,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.67
08/16/2021,2.21,2.24,1.98,1.55,1.32,1.21,1.21,1.15,1.15,0.97,0.95,1.04,0.97,0.89,0.87,0.81,0.86,0.85,0.74,0.74,0.79,0.7,0.85,0.69,0.72,0.67,0.67,0.68,0.6,0.61,0.6,0.6,0.65,0.62,0.65,0.6,0.56,0.61,0.55,0.55,0.57,0.51,0.5,0.46,0.5,0.45,0.39,0.41,0.44,0.33,0.39,0.43,0.39,0.41,0.4,0.36,0.0,0.38,0.33,0.39,0.34,0.32,0.33,0.33,0.35,0.37,0.32,0.31,0.33,0.33,0.33,0.32,0.32,0.35,0.33,0.29,0.3,0.29,0.32,0.27,0.29,0.27,0.23,0.26,0.27,0.28,0.25,0.24,0.25,0.23,0.24,0.24,0.21,0.21,0.24,0.22,0.21,0.24,0.22,0.23,0.22,0.2,0.21,0.23,0.2,0.22,0.21,0.21,0.18,0.21,0.23,0.19,0.19,0.21,0.2,0.17,0.19,0.17,0.18,0.19,0.18,0.17,0.19,0.16,0.18,0.19,0.16,0.15,0.18,0.17,0.16,0.17,0.15,0.17,0.16,0.16,0.15,0.14,0.14,0.16,0.15,0.15,0.15,0.16,0.16,0.15,0.16,0.15,0.15,0.12,0.12,0.14,0.15,0.13,0.14,0.14,0.14,0.15,0.13,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.0,0.14,0.13,0.12,0.11,0.14,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.13,0.0,0.11,0.14,0.0,0.11,0.0,0.13,0.0,0.12,0.0,0.12,0.41,0.0,0.12,0.11,0.0,0.12,0.0,0.0,0.23,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.66
08/17/2021,2.22,2.25,1.98,1.56,1.3,1.21,1.21,1.15,1.06,0.99,0.95,1.03,0.93,0.89,0.87,0.82,0.86,0.85,0.75,0.77,0.79,0.7,0.86,0.69,0.73,0.68,0.68,0.67,0.6,0.62,0.59,0.6,0.65,0.65,0.64,0.62,0.57,0.61,0.55,0.56,0.58,0.47,0.49,0.46,0.5,0.45,0.39,0.41,0.44,0.33,0.38,0.43,0.39,0.41,0.4,0.35,0.0,0.38,0.33,0.39,0.34,0.32,0.33,0.33,0.35,0.36,0.33,0.31,0.33,0.33,0.33,0.33,0.32,0.34,0.33,0.29,0.29,0.29,0.32,0.27,0.29,0.27,0.23,0.26,0.27,0.28,0.26,0.24,0.25,0.23,0.24,0.24,0.22,0.21,0.24,0.22,0.22,0.25,0.22,0.23,0.22,0.2,0.21,0.23,0.2,0.22,0.22,0.21,0.18,0.21,0.22,0.19,0.19,0.21,0.21,0.17,0.19,0.17,0.18,0.18,0.18,0.17,0.19,0.16,0.18,0.19,0.16,0.15,0.18,0.17,0.16,0.17,0.15,0.17,0.16,0.16,0.15,0.14,0.13,0.16,0.15,0.15,0.15,0.16,0.16,0.15,0.16,0.15,0.15,0.12,0.12,0.14,0.15,0.13,0.14,0.15,0.14,0.15,0.13,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.12,0.12,0.13,0.13,0.0,0.14,0.13,0.12,0.12,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.12,0.13,0.12,0.12,0.12,0.0,0.13,0.0,0.11,0.14,0.0,0.11,0.0,0.13,0.0,0.12,0.0,0.12,0.41,0.0,0.12,0.11,0.0,0.12,0.0,0.11,0.23,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.7
08/18/2021,2.22,2.25,1.98,1.56,1.3,1.21,1.21,1.15,1.06,0.99,0.95,1.03,0.93,0.89,0.87,0.82,0.86,0.85,0.75,0.77,0.79,0.7,0.86,0.69,0.73,0.68,0.68,0.67,0.6,0.62,0.59,0.6,0.65,0.65,0.64,0.62,0.57,0.61,0.55,0.56,0.58,0.47,0.49,0.46,0.5,0.45,0.39,0.41,0.44,0.33,0.38,0.43,0.39,0.41,0.4,0.35,0.0,0.38,0.33,0.39,0.34,0.32,0.33,0.33,0.35,0.36,0.33,0.31,0.33,0.33,0.33,0.33,0.32,0.34,0.33,0.29,0.29,0.29,0.32,0.27,0.29,0.27,0.23,0.26,0.27,0.28,0.26,0.24,0.25,0.23,0.24,0.24,0.22,0.21,0.24,0.22,0.22,0.25,0.22,0.23,0.22,0.2,0.21,0.23,0.2,0.22,0.22,0.21,0.18,0.21,0.22,0.19,0.19,0.21,0.21,0.17,0.19,0.17,0.18,0.18,0.18,0.17,0.19,0.16,0.18,0.19,0.16,0.15,0.18,0.17,0.16,0.17,0.15,0.17,0.16,0.16,0.15,0.14,0.13,0.16,0.15,0.15,0.15,0.16,0.16,0.15,0.16,0.15,0.15,0.12,0.12,0.14,0.15,0.13,0.14,0.15,0.14,0.15,0.13,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.12,0.12,0.13,0.13,0.0,0.14,0.13,0.12,0.12,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.12,0.13,0.12,0.12,0.12,0.0,0.13,0.0,0.11,0.14,0.0,0.11,0.0,0.13,0.0,0.12,0.0,0.12,0.41,0.0,0.12,0.11,0.0,0.12,0.0,0.11,0.23,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.7
08/19/2021,2.22,2.25,1.98,1.56,1.3,1.21,1.21,1.15,1.06,0.99,0.95,1.03,0.93,0.89,0.87,0.82,0.86,0.85,0.75,0.77,0.79,0.7,0.86,0.69,0.73,0.68,0.68,0.67,0.6,0.62,0.59,0.6,0.65,0.65,0.64,0.62,0.57,0.61,0.55,0.56,0.58,0.47,0.49,0.46,0.5,0.45,0.39,0.41,0.44,0.33,0.38,0.43,0.39,0.41,0.4,0.35,0.0,0.38,0.33,0.39,0.34,0.32,0.33,0.33,0.35,0.36,0.33,0.31,0.33,0.33,0.33,0.33,0.32,0.34,0.33,0.29,0.29,0.29,0.32,0.27,0.29,0.27,0.23,0.26,0.27,0.28,0.26,0.24,0.25,0.23,0.24,0.24,0.22,0.21,0.24,0.22,0.22,0.25,0.22,0.23,0.22,0.2,0.21,0.23,0.2,0.22,0.22,0.21,0.18,0.21,0.22,0.19,0.19,0.21,0.21,0.17,0.19,0.17,0.18,0.18,0.18,0.17,0.19,0.16,0.18,0.19,0.16,0.15,0.18,0.17,0.16,0.17,0.15,0.17,0.16,0.16,0.15,0.14,0.13,0.16,0.15,0.15,0.15,0.16,0.16,0.15,0.16,0.15,0.15,0.12,0.12,0.14,0.15,0.13,0.14,0.15,0.14,0.15,0.13,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.12,0.12,0.13,0.13,0.0,0.14,0.13,0.12,0.12,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.12,0.13,0.12,0.12,0.12,0.0,0.13,0.0,0.11,0.14,0.0,0.11,0.0,0.13,0.0,0.12,0.0,0.12,0.41,0.0,0.12,0.11,0.0,0.12,0.0,0.11,0.23,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.7
08/20/2021,2.24,2.28,2.0,1.58,1.28,1.21,1.23,1.15,1.04,1.0,0.95,1.04,0.92,0.89,0.87,0.82,0.85,0.85,0.75,0.77,0.78,0.71,0.87,0.69,0.73,0.68,0.68,0.67,0.6,0.62,0.6,0.6,0.64,0.65,0.64,0.6,0.57,0.61,0.54,0.56,0.58,0.47,0.49,0.46,0.51,0.45,0.39,0.41,0.45,0.33,0.38,0.43,0.39,0.41,0.4,0.36,0.0,0.38,0.33,0.39,0.34,0.32,0.32,0.33,0.36,0.35,0.33,0.31,0.32,0.33,0.34,0.33,0.32,0.34,0.33,0.29,0.29,0.29,0.32,0.27,0.27,0.27,0.23,0.26,0.27,0.28,0.26,0.25,0.25,0.23,0.24,0.24,0.22,0.21,0.24,0.22,0.22,0.25,0.22,0.23,0.22,0.2,0.21,0.23,0.21,0.22,0.22,0.21,0.19,0.21,0.22,0.18,0.19,0.21,0.21,0.17,0.2,0.17,0.18,0.18,0.18,0.18,0.19,0.16,0.18,0.19,0.16,0.15,0.18,0.16,0.16,0.17,0.15,0.17,0.16,0.16,0.15,0.14,0.13,0.15,0.15,0.15,0.15,0.16,0.16,0.15,0.16,0.15,0.15,0.12,0.12,0.14,0.15,0.13,0.14,0.14,0.14,0.15,0.13,0.13,0.14,0.13,0.13,0.13,0.14,0.13,0.12,0.12,0.13,0.13,0.0,0.14,0.13,0.12,0.11,0.14,0.13,0.13,0.13,0.12,0.12,0.15,0.12,0.13,0.12,0.12,0.12,0.0,0.13,0.0,0.0,0.14,0.0,0.11,0.12,0.13,0.0,0.0,0.0,0.12,0.42,0.0,0.12,0.11,0.0,0.12,0.0,0.11,0.23,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.76
08/23/2021,2.27,2.3,2.02,1.6,1.24,1.21,1.25,1.14,1.0,1.03,0.94,1.03,0.89,0.88,0.87,0.81,0.77,0.83,0.76,0.78,0.73,0.72,0.89,0.69,0.74,0.68,0.67,0.67,0.61,0.64,0.63,0.61,0.62,0.65,0.64,0.59,0.56,0.62,0.53,0.56,0.58,0.44,0.49,0.46,0.51,0.45,0.38,0.42,0.45,0.33,0.38,0.44,0.4,0.41,0.4,0.36,0.0,0.39,0.33,0.39,0.34,0.33,0.31,0.33,0.35,0.35,0.33,0.31,0.32,0.33,0.34,0.33,0.32,0.33,0.33,0.28,0.28,0.29,0.33,0.27,0.26,0.26,0.23,0.25,0.28,0.28,0.26,0.25,0.25,0.23,0.24,0.24,0.22,0.21,0.24,0.22,0.23,0.26,0.22,0.23,0.22,0.2,0.21,0.22,0.2,0.22,0.22,0.21,0.19,0.21,0.22,0.18,0.19,0.21,0.21,0.16,0.2,0.17,0.18,0.18,0.17,0.18,0.19,0.16,0.18,0.19,0.15,0.15,0.18,0.17,0.16,0.17,0.15,0.17,0.16,0.16,0.15,0.14,0.13,0.15,0.15,0.15,0.16,0.16,0.15,0.16,0.16,0.14,0.15,0.12,0.12,0.14,0.15,0.13,0.14,0.14,0.14,0.15,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.14,0.12,0.12,0.13,0.13,0.0,0.14,0.13,0.12,0.0,0.14,0.13,0.13,0.12,0.12,0.11,0.14,0.12,0.13,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.14,0.0,0.11,0.13,0.13,0.0,0.0,0.0,0.12,0.43,0.0,0.12,0.11,0.11,0.12,0.0,0.11,0.22,0.0,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.57
08/24/2021,2.31,2.3,2.03,1.6,1.18,1.23,1.28,1.16,0.99,1.04,0.95,1.05,0.88,0.82,0.86,0.79,0.72,0.84,0.73,0.79,0.7,0.75,0.92,0.71,0.75,0.7,0.69,0.67,0.61,0.64,0.63,0.61,0.61,0.66,0.66,0.57,0.56,0.62,0.52,0.54,0.58,0.42,0.49,0.46,0.51,0.46,0.37,0.42,0.46,0.34,0.37,0.44,0.41,0.43,0.41,0.36,0.0,0.37,0.33,0.38,0.35,0.34,0.31,0.33,0.35,0.34,0.33,0.3,0.32,0.33,0.35,0.34,0.32,0.29,0.33,0.28,0.29,0.29,0.33,0.28,0.24,0.25,0.23,0.26,0.28,0.28,0.26,0.25,0.26,0.22,0.21,0.24,0.22,0.21,0.24,0.22,0.23,0.25,0.23,0.24,0.22,0.21,0.21,0.21,0.2,0.22,0.22,0.21,0.19,0.21,0.22,0.19,0.2,0.21,0.21,0.15,0.2,0.17,0.18,0.18,0.16,0.18,0.19,0.16,0.18,0.2,0.15,0.15,0.18,0.17,0.17,0.17,0.16,0.18,0.17,0.16,0.15,0.14,0.14,0.15,0.16,0.15,0.16,0.15,0.16,0.16,0.16,0.14,0.15,0.12,0.12,0.15,0.15,0.13,0.14,0.14,0.14,0.15,0.14,0.13,0.14,0.13,0.13,0.14,0.14,0.13,0.13,0.12,0.13,0.13,0.0,0.14,0.13,0.12,0.0,0.14,0.13,0.14,0.0,0.12,0.0,0.14,0.12,0.13,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.14,0.0,0.11,0.12,0.14,0.0,0.0,0.0,0.12,0.44,0.0,0.12,0.0,0.12,0.12,0.0,0.0,0.23,0.11,0.12,0.0,0.12,0.12,0.12,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.71000000000001
08/25/2021,2.31,2.3,2.03,1.6,1.18,1.23,1.28,1.16,0.99,1.04,0.95,1.05,0.88,0.82,0.86,0.79,0.72,0.84,0.73,0.79,0.7,0.75,0.92,0.71,0.75,0.7,0.69,0.67,0.61,0.64,0.63,0.61,0.61,0.66,0.66,0.57,0.56,0.62,0.52,0.54,0.58,0.42,0.49,0.46,0.51,0.46,0.37,0.42,0.46,0.34,0.37,0.44,0.41,0.43,0.41,0.36,0.0,0.37,0.33,0.38,0.35,0.34,0.31,0.33,0.35,0.34,0.33,0.3,0.32,0.33,0.35,0.34,0.32,0.29,0.33,0.28,0.29,0.29,0.33,0.28,0.24,0.25,0.23,0.26,0.28,0.28,0.26,0.25,0.26,0.22,0.21,0.24,0.22,0.21,0.24,0.22,0.23,0.25,0.23,0.24,0.22,0.21,0.21,0.21,0.2,0.22,0.22,0.21,0.19,0.21,0.22,0.19,0.2,0.21,0.21,0.15,0.2,0.17,0.18,0.18,0.0,0.18,0.19,0.16,0.18,0.2,0.15,0.15,0.18,0.17,0.17,0.17,0.16,0.18,0.17,0.16,0.15,0.14,0.14,0.0,0.16,0.15,0.16,0.15,0.16,0.16,0.16,0.14,0.15,0.12,0.12,0.15,0.15,0.13,0.14,0.0,0.14,0.15,0.14,0.13,0.14,0.13,0.13,0.14,0.14,0.13,0.13,0.12,0.13,0.13,0.0,0.14,0.13,0.12,0.0,0.14,0.13,0.14,0.0,0.12,0.0,0.14,0.12,0.13,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.14,0.0,0.11,0.12,0.14,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.12,0.12,0.0,0.0,0.23,0.11,0.12,0.0,0.12,0.12,0.12,0.12,0.11,0.44,0.16,0.15,0.14,0.0,0.0,0.0,0.0,0.0,71.71000000000001
08/26/2021,2.31,2.3,2.03,1.6,1.18,1.23,1.28,1.16,0.99,1.04,0.95,1.05,0.88,0.82,0.86,0.79,0.72,0.84,0.73,0.79,0.7,0.75,0.92,0.71,0.75,0.7,0.69,0.67,0.61,0.64,0.63,0.61,0.61,0.66,0.66,0.57,0.56,0.62,0.52,0.54,0.58,0.42,0.49,0.46,0.51,0.46,0.37,0.42,0.46,0.34,0.37,0.44,0.41,0.43,0.41,0.36,0.0,0.37,0.33,0.38,0.35,0.34,0.31,0.33,0.35,0.34,0.33,0.3,0.32,0.33,0.35,0.34,0.32,0.29,0.33,0.28,0.29,0.29,0.33,0.28,0.24,0.25,0.23,0.26,0.28,0.28,0.26,0.25,0.26,0.22,0.21,0.24,0.22,0.21,0.24,0.22,0.23,0.25,0.23,0.24,0.22,0.21,0.21,0.21,0.2,0.22,0.22,0.21,0.19,0.21,0.22,0.19,0.2,0.21,0.21,0.15,0.2,0.17,0.18,0.18,0.0,0.18,0.19,0.16,0.18,0.2,0.15,0.15,0.18,0.17,0.17,0.17,0.16,0.18,0.17,0.16,0.15,0.14,0.14,0.0,0.16,0.15,0.16,0.15,0.16,0.16,0.16,0.14,0.15,0.12,0.12,0.15,0.15,0.13,0.14,0.0,0.14,0.15,0.14,0.13,0.14,0.13,0.13,0.14,0.14,0.13,0.13,0.12,0.13,0.13,0.0,0.14,0.13,0.12,0.0,0.14,0.13,0.14,0.0,0.12,0.0,0.14,0.12,0.13,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.14,0.0,0.11,0.12,0.14,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.12,0.12,0.0,0.0,0.23,0.11,0.12,0.0,0.12,0.12,0.12,0.12,0.11,0.44,0.16,0.15,0.14,0.0,0.0,0.0,0.0,0.0,71.71000000000001
08/27/2021,2.3,2.3,2.02,1.59,1.13,1.22,1.26,1.15,0.99,1.02,0.95,1.04,0.89,0.84,0.86,0.79,0.72,0.85,0.75,0.79,0.72,0.74,0.91,0.71,0.74,0.68,0.69,0.67,0.61,0.65,0.62,0.61,0.62,0.66,0.67,0.56,0.56,0.61,0.52,0.54,0.58,0.42,0.49,0.46,0.51,0.46,0.37,0.43,0.46,0.34,0.38,0.44,0.4,0.43,0.4,0.35,0.0,0.37,0.33,0.38,0.34,0.33,0.31,0.34,0.35,0.35,0.33,0.31,0.32,0.33,0.35,0.34,0.32,0.3,0.33,0.28,0.28,0.29,0.33,0.28,0.25,0.25,0.23,0.26,0.28,0.28,0.26,0.25,0.25,0.23,0.22,0.24,0.22,0.21,0.24,0.23,0.23,0.26,0.23,0.23,0.21,0.21,0.21,0.22,0.2,0.22,0.22,0.21,0.19,0.21,0.22,0.19,0.2,0.21,0.21,0.15,0.2,0.17,0.18,0.18,0.0,0.18,0.19,0.16,0.18,0.2,0.15,0.15,0.18,0.17,0.17,0.18,0.15,0.18,0.17,0.16,0.15,0.14,0.14,0.0,0.15,0.15,0.16,0.15,0.16,0.16,0.16,0.14,0.16,0.12,0.11,0.14,0.15,0.13,0.14,0.0,0.14,0.15,0.13,0.13,0.14,0.13,0.13,0.14,0.14,0.13,0.12,0.12,0.13,0.13,0.0,0.14,0.13,0.12,0.0,0.14,0.13,0.14,0.0,0.12,0.0,0.15,0.12,0.13,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.15,0.0,0.11,0.13,0.14,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.12,0.13,0.0,0.11,0.22,0.11,0.12,0.0,0.13,0.12,0.12,0.12,0.12,0.44,0.17,0.14,0.14,0.0,0.0,0.0,0.0,0.0,71.62
08/30/2021,2.27,2.24,1.98,1.57,1.19,1.22,1.24,1.13,1.03,1.01,0.96,1.04,0.9,0.86,0.86,0.8,0.74,0.84,0.76,0.78,0.7,0.73,0.88,0.71,0.74,0.68,0.69,0.66,0.61,0.64,0.62,0.61,0.64,0.65,0.67,0.57,0.57,0.61,0.53,0.54,0.58,0.44,0.49,0.46,0.53,0.45,0.37,0.42,0.46,0.34,0.38,0.43,0.4,0.42,0.39,0.35,0.0,0.37,0.32,0.38,0.34,0.33,0.31,0.33,0.34,0.36,0.32,0.31,0.31,0.33,0.35,0.33,0.32,0.31,0.33,0.28,0.28,0.29,0.33,0.28,0.25,0.25,0.23,0.26,0.28,0.28,0.26,0.25,0.25,0.25,0.26,0.24,0.22,0.21,0.24,0.23,0.23,0.25,0.23,0.23,0.21,0.21,0.22,0.22,0.2,0.22,0.22,0.21,0.19,0.21,0.23,0.19,0.19,0.21,0.21,0.16,0.19,0.17,0.18,0.18,0.0,0.17,0.19,0.16,0.18,0.19,0.15,0.15,0.18,0.17,0.17,0.18,0.15,0.18,0.16,0.16,0.15,0.15,0.14,0.0,0.15,0.15,0.16,0.14,0.15,0.16,0.16,0.14,0.15,0.12,0.12,0.14,0.15,0.14,0.14,0.0,0.14,0.15,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.12,0.12,0.13,0.14,0.0,0.14,0.13,0.12,0.0,0.14,0.13,0.13,0.11,0.12,0.12,0.15,0.12,0.13,0.12,0.0,0.12,0.0,0.13,0.0,0.0,0.15,0.0,0.0,0.13,0.13,0.0,0.0,0.12,0.12,0.0,0.0,0.12,0.0,0.12,0.12,0.0,0.11,0.22,0.0,0.12,0.0,0.13,0.0,0.12,0.12,0.12,0.43,0.17,0.15,0.14,0.0,0.0,0.0,0.0,0.0,71.5
08/31/2021,2.3,2.25,2.0,1.56,1.17,1.22,1.24,1.13,1.02,1.02,0.95,1.04,0.91,0.86,0.87,0.81,0.73,0.84,0.78,0.77,0.71,0.73,0.87,0.71,0.74,0.67,0.7,0.66,0.61,0.64,0.62,0.61,0.64,0.65,0.69,0.57,0.57,0.61,0.53,0.54,0.58,0.43,0.49,0.46,0.54,0.45,0.38,0.42,0.46,0.33,0.4,0.43,0.4,0.42,0.39,0.34,0.0,0.37,0.32,0.38,0.34,0.32,0.31,0.33,0.34,0.35,0.32,0.31,0.31,0.33,0.35,0.33,0.31,0.31,0.33,0.29,0.28,0.29,0.33,0.28,0.25,0.25,0.23,0.25,0.28,0.28,0.26,0.25,0.25,0.24,0.26,0.24,0.22,0.21,0.24,0.23,0.23,0.25,0.22,0.23,0.21,0.21,0.22,0.21,0.2,0.23,0.22,0.21,0.18,0.21,0.23,0.18,0.2,0.21,0.21,0.16,0.19,0.17,0.18,0.19,0.0,0.17,0.19,0.17,0.18,0.19,0.16,0.15,0.18,0.17,0.17,0.18,0.15,0.19,0.17,0.17,0.15,0.15,0.14,0.0,0.15,0.15,0.17,0.15,0.15,0.16,0.16,0.14,0.15,0.12,0.12,0.14,0.15,0.14,0.14,0.0,0.14,0.15,0.13,0.13,0.14,0.13,0.12,0.14,0.14,0.13,0.12,0.12,0.13,0.14,0.0,0.14,0.13,0.12,0.0,0.14,0.13,0.14,0.0,0.12,0.12,0.15,0.12,0.13,0.12,0.0,0.12,0.0,0.13,0.0,0.0,0.15,0.0,0.0,0.12,0.13,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.11,0.12,0.12,0.0,0.12,0.22,0.11,0.12,0.0,0.13,0.0,0.11,0.12,0.12,0.43,0.17,0.15,0.14,0.0,0.0,0.0,0.0,0.0,71.60000000000001
