,NVAX,DDOG,CHGG,PTC,NUAN,HZNP,MPW,ENPH,NET,CLF,MTN,AVTR,MDB,GNRC,DNLI,NI,UPST,NLSN,CVNA,LB,MPWR,DT,PPD,MRTX,FATE,QDEL,ZEN,VICI,NBIX,EEFT,EQH,APPS,AXON,APO,ESTC,CDAY,IIVI,TRMB,ON,POOL,AVLR,HOG,WTRG,XPO,OSH,CRL,RGEN,TECH,ENTG,POST,RPRX,BSY,AFRM,QTS,VIR,CHDN,CGNX,FICO,AVY,BILL,DNB,SLAB,ALLY,BPMC,RH,SAM,MTB,LITE,RARE,NCR,COLD,FNF,BC,PEGA,UTHR,FSLR,CG,WSC,IBRX,WSM,MAN,NFE,FRPT,FHN,CFX,CCK,FBHS,CHWY,MKSI,LNC,SMG,FOXA,SBNY,AMG,MOS,PCTY,GH,LPX,GME,JAZZ,ELS,RCM,CPT,TREX,ARW,AGCO,FND,GRA,GGG,AZPN,NDSN,CHNG,TTC,SHC,LEA,IVZ,TWST,GWRE,SMAR,VRT,ATUS,BG,SWI,BRKS,PEN,BFAM,LII,WMS,MHK,HALO,ALLE,DAR,RPM,BWA,AMH,TW,PWR,NXST,ACI,FIVE,IPG,ARES,JBL,VER,DECK,REG,YETI,HAIN,PRAH,WLK,NTRA,BRKR,STLD,SYNH,NVST,ATH,PLUG,LW,OLED,BLDR,PNR,ABNB,GLPI,PII,BERY,TPX,AFG,DOX,HWM,AMED,LAD,HBI,JEF,BYND,LPLA,PLAN,SC,HPP,CF,OPEN,AI,OC,NRG,WAL,STOR,LSCC,PFPT,HSIC,TPR,DBX,ST,TMX,CNXC,ERIE,CREE,AIZ,PNW,CLR,UGI,WSO,FGXXX,RGLD,CUBE,FIVN,NCNO,ACM,CIEN,STAG,SCI,MIDD,JNPR,HUBB,OHI,TNDM,ATR,HRC,G,BL,JLL,DXC,AA,LSI,BBWI WI,MAT,n/a,GXO WI,EXP,RHI,GXO,BJ,COMP,KSS,NEP,NYT,CACC,TDC,CONE,CZR,SITE,INSP,KIM,XLRN,SRPT,PPC,ZION,EWBC,AN,COG,PLNT,CTRA,VST,RRX,CSL,REXR,MANH,WOLF,MEDP,O,DVN,AOS,TTEK,SAIA,ITT,PSTG,HTA,CMA,KNX,AZTA,ZNGA,EGP,SUM
09/09/2021,1.45,1.24,0.91,0.79,0.85,0.83,0.77,0.68,0.86,0.74,0.61,0.75,0.67,0.63,0.4,0.56,1.03,0.46,0.55,0.0,0.67,0.57,0.49,0.51,0.38,0.48,0.37,0.44,0.42,0.42,0.43,0.34,0.43,0.4,0.45,0.46,0.32,0.43,0.44,0.4,0.43,0.31,0.4,0.23,0.31,0.44,0.53,0.4,0.36,0.36,0.33,0.36,0.5,0.0,0.38,0.35,0.34,0.3,0.35,0.51,0.28,0.33,0.32,0.35,0.3,0.0,0.29,0.32,0.32,0.27,0.29,0.32,0.28,0.29,0.33,0.3,0.29,0.29,0.22,0.31,0.27,0.2,0.22,0.24,0.28,0.28,0.26,0.25,0.22,0.27,0.21,0.25,0.27,0.27,0.26,0.36,0.26,0.26,0.26,0.18,0.29,0.21,0.28,0.27,0.25,0.25,0.28,0.24,0.24,0.22,0.26,0.22,0.23,0.24,0.21,0.22,0.21,0.24,0.26,0.24,0.19,0.22,0.0,0.21,0.23,0.22,0.22,0.22,0.22,0.2,0.23,0.24,0.2,0.19,0.24,0.22,0.27,0.22,0.36,0.21,0.24,0.27,0.23,0.24,0.22,0.23,0.23,0.2,0.0,0.2,0.22,0.25,0.23,0.22,0.21,0.21,0.0,0.0,0.2,0.25,0.24,0.21,0.22,0.0,0.21,0.22,0.22,0.2,0.18,0.0,0.18,0.2,0.21,0.0,0.2,0.24,0.22,0.18,0.0,0.2,0.0,0.18,0.21,0.19,0.19,0.21,0.0,0.19,0.0,0.19,0.0,0.0,0.2,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.67,0.0,0.2,0.0,0.2,0.18,0.0,0.19,0.2,0.0,0.18,0.18,0.0,0.2,0.0,0.22,0.18,0.0,0.2,0.0,0.21,0.19,0.46,0.0,0.0,0.0,0.18,0.0,0.22,0.0,0.18,0.0,0.18,0.18,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.66
09/10/2021,1.53,1.26,0.89,0.79,0.86,0.83,0.78,0.66,0.89,0.74,0.63,0.78,0.83,0.62,0.39,0.55,1.15,0.45,0.57,0.0,0.68,0.59,0.5,0.5,0.38,0.48,0.38,0.44,0.42,0.41,0.43,0.34,0.44,0.41,0.47,0.47,0.33,0.43,0.45,0.4,0.44,0.31,0.4,0.23,0.33,0.45,0.55,0.41,0.37,0.35,0.33,0.38,0.46,0.0,0.38,0.37,0.34,0.3,0.35,0.53,0.28,0.31,0.31,0.34,0.3,0.18,0.29,0.32,0.33,0.27,0.29,0.31,0.28,0.29,0.32,0.3,0.29,0.29,0.22,0.29,0.27,0.2,0.21,0.24,0.27,0.28,0.25,0.24,0.23,0.27,0.21,0.25,0.27,0.27,0.26,0.36,0.26,0.26,0.25,0.19,0.29,0.22,0.28,0.27,0.25,0.25,0.29,0.24,0.24,0.22,0.26,0.23,0.23,0.25,0.21,0.22,0.2,0.25,0.27,0.24,0.18,0.22,0.0,0.22,0.22,0.22,0.21,0.23,0.22,0.21,0.23,0.25,0.2,0.2,0.23,0.22,0.28,0.21,0.37,0.21,0.24,0.27,0.24,0.24,0.23,0.23,0.22,0.2,0.0,0.2,0.23,0.25,0.23,0.22,0.21,0.21,0.0,0.0,0.19,0.26,0.23,0.22,0.22,0.0,0.2,0.22,0.22,0.2,0.18,0.0,0.18,0.2,0.22,0.0,0.2,0.25,0.22,0.19,0.0,0.22,0.0,0.0,0.21,0.19,0.19,0.21,0.0,0.19,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.21,0.18,0.0,0.19,0.2,0.0,0.18,0.18,0.0,0.23,0.0,0.22,0.18,0.18,0.21,0.0,0.21,0.19,0.46,0.0,0.0,0.0,0.0,0.0,0.22,0.18,0.18,0.0,0.0,0.0,0.19,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.85
09/13/2021,1.52,1.29,0.88,0.79,0.86,0.83,0.79,0.64,0.87,0.72,0.62,0.78,0.8,0.62,0.39,0.57,1.21,0.46,0.57,0.0,0.68,0.58,0.5,0.5,0.36,0.49,0.37,0.45,0.42,0.41,0.43,0.33,0.44,0.41,0.45,0.46,0.32,0.43,0.45,0.41,0.44,0.3,0.41,0.23,0.33,0.45,0.55,0.41,0.37,0.36,0.33,0.38,0.45,0.0,0.38,0.37,0.34,0.3,0.35,0.54,0.28,0.31,0.31,0.34,0.3,0.18,0.29,0.32,0.33,0.26,0.29,0.32,0.28,0.29,0.33,0.3,0.3,0.29,0.2,0.3,0.27,0.2,0.22,0.24,0.27,0.28,0.25,0.25,0.22,0.27,0.21,0.25,0.27,0.27,0.25,0.36,0.26,0.27,0.25,0.19,0.29,0.22,0.29,0.27,0.25,0.24,0.28,0.24,0.25,0.22,0.27,0.23,0.23,0.25,0.21,0.22,0.2,0.26,0.23,0.22,0.19,0.22,0.0,0.22,0.23,0.22,0.22,0.23,0.22,0.2,0.23,0.25,0.2,0.19,0.24,0.23,0.28,0.21,0.36,0.2,0.25,0.27,0.23,0.24,0.22,0.23,0.22,0.21,0.0,0.2,0.22,0.25,0.23,0.22,0.21,0.21,0.0,0.0,0.19,0.26,0.24,0.22,0.23,0.0,0.2,0.23,0.23,0.2,0.18,0.0,0.18,0.2,0.22,0.0,0.2,0.24,0.22,0.19,0.0,0.21,0.0,0.0,0.21,0.19,0.19,0.21,0.0,0.19,0.0,0.19,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.2,0.18,0.0,0.2,0.2,0.0,0.18,0.18,0.0,0.22,0.0,0.22,0.18,0.19,0.21,0.0,0.21,0.19,0.46,0.0,0.0,0.0,0.0,0.0,0.22,0.18,0.0,0.0,0.0,0.0,0.19,0.18,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.84
09/14/2021,1.48,1.3,0.88,0.78,0.86,0.82,0.78,0.63,0.87,0.73,0.64,0.78,0.81,0.64,0.39,0.56,1.28,0.45,0.57,0.0,0.67,0.59,0.5,0.49,0.36,0.49,0.37,0.42,0.42,0.41,0.43,0.35,0.44,0.41,0.46,0.46,0.33,0.43,0.45,0.4,0.43,0.3,0.41,0.23,0.33,0.44,0.55,0.41,0.37,0.36,0.33,0.39,0.47,0.0,0.39,0.37,0.34,0.3,0.35,0.53,0.28,0.31,0.32,0.34,0.33,0.0,0.29,0.33,0.33,0.27,0.29,0.31,0.28,0.29,0.33,0.32,0.3,0.29,0.19,0.31,0.27,0.2,0.22,0.24,0.27,0.27,0.25,0.25,0.23,0.27,0.21,0.25,0.27,0.27,0.26,0.36,0.26,0.26,0.25,0.19,0.29,0.22,0.28,0.27,0.25,0.24,0.29,0.25,0.24,0.22,0.26,0.23,0.23,0.24,0.21,0.22,0.21,0.25,0.24,0.21,0.18,0.22,0.0,0.22,0.23,0.22,0.22,0.23,0.22,0.2,0.23,0.24,0.2,0.2,0.23,0.23,0.28,0.21,0.36,0.21,0.25,0.27,0.23,0.23,0.23,0.23,0.23,0.2,0.0,0.2,0.22,0.25,0.23,0.22,0.21,0.21,0.0,0.0,0.19,0.26,0.23,0.22,0.22,0.18,0.2,0.23,0.22,0.2,0.18,0.0,0.19,0.2,0.22,0.0,0.2,0.24,0.22,0.18,0.0,0.21,0.0,0.18,0.21,0.19,0.18,0.21,0.0,0.19,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.21,0.18,0.0,0.19,0.2,0.0,0.18,0.0,0.0,0.22,0.0,0.22,0.18,0.18,0.21,0.0,0.21,0.19,0.46,0.0,0.0,0.0,0.0,0.18,0.22,0.18,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.86
09/15/2021,1.39,1.28,0.87,0.77,0.87,0.83,0.77,0.63,0.87,0.73,0.64,0.8,0.84,0.64,0.38,0.56,1.2,0.44,0.58,0.0,0.69,0.59,0.51,0.49,0.36,0.52,0.37,0.42,0.44,0.41,0.42,0.34,0.44,0.41,0.45,0.45,0.33,0.44,0.47,0.41,0.43,0.3,0.4,0.23,0.34,0.44,0.55,0.42,0.37,0.35,0.33,0.39,0.64,0.0,0.41,0.37,0.35,0.3,0.35,0.51,0.28,0.31,0.32,0.36,0.32,0.0,0.29,0.32,0.33,0.26,0.28,0.31,0.29,0.28,0.33,0.32,0.3,0.29,0.19,0.31,0.27,0.19,0.22,0.24,0.27,0.27,0.26,0.25,0.23,0.27,0.21,0.25,0.27,0.27,0.26,0.36,0.26,0.27,0.24,0.19,0.29,0.23,0.28,0.28,0.25,0.24,0.3,0.25,0.25,0.22,0.26,0.23,0.23,0.24,0.21,0.22,0.22,0.26,0.24,0.21,0.18,0.22,0.0,0.23,0.24,0.22,0.21,0.23,0.22,0.2,0.23,0.24,0.2,0.2,0.23,0.22,0.29,0.21,0.34,0.21,0.24,0.27,0.24,0.23,0.23,0.22,0.23,0.21,0.0,0.21,0.22,0.25,0.23,0.23,0.21,0.21,0.0,0.0,0.19,0.26,0.24,0.22,0.22,0.19,0.2,0.24,0.22,0.2,0.18,0.0,0.19,0.2,0.22,0.0,0.2,0.24,0.22,0.18,0.0,0.21,0.0,0.18,0.2,0.19,0.18,0.21,0.0,0.19,0.0,0.19,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.21,0.18,0.0,0.19,0.2,0.0,0.18,0.0,0.0,0.22,0.0,0.23,0.18,0.18,0.2,0.0,0.23,0.19,0.46,0.0,0.0,0.0,0.0,0.18,0.22,0.18,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.05000000000001
09/16/2021,1.39,1.28,0.87,0.77,0.87,0.83,0.77,0.63,0.87,0.73,0.64,0.8,0.84,0.64,0.38,0.56,1.2,0.44,0.58,0.0,0.69,0.59,0.51,0.49,0.36,0.52,0.37,0.42,0.44,0.41,0.42,0.34,0.44,0.41,0.45,0.45,0.33,0.44,0.47,0.41,0.43,0.3,0.4,0.23,0.34,0.44,0.55,0.42,0.37,0.35,0.33,0.39,0.64,0.0,0.41,0.37,0.35,0.3,0.35,0.51,0.28,0.31,0.32,0.36,0.32,0.0,0.29,0.32,0.33,0.26,0.28,0.31,0.29,0.28,0.33,0.32,0.3,0.29,0.19,0.31,0.27,0.19,0.22,0.24,0.27,0.27,0.26,0.25,0.23,0.27,0.21,0.25,0.27,0.27,0.26,0.36,0.26,0.27,0.24,0.19,0.29,0.23,0.28,0.28,0.25,0.24,0.3,0.25,0.25,0.22,0.26,0.23,0.23,0.24,0.21,0.22,0.22,0.26,0.24,0.21,0.18,0.22,0.0,0.23,0.24,0.22,0.21,0.23,0.22,0.2,0.23,0.24,0.2,0.2,0.23,0.22,0.29,0.21,0.34,0.21,0.24,0.27,0.24,0.23,0.23,0.22,0.23,0.21,0.0,0.21,0.22,0.25,0.23,0.23,0.21,0.21,0.0,0.0,0.19,0.26,0.24,0.22,0.22,0.19,0.2,0.24,0.22,0.2,0.18,0.0,0.19,0.2,0.22,0.0,0.2,0.24,0.22,0.18,0.0,0.21,0.0,0.18,0.2,0.19,0.18,0.21,0.0,0.19,0.0,0.19,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.21,0.18,0.0,0.19,0.2,0.0,0.18,0.0,0.0,0.22,0.0,0.23,0.18,0.18,0.2,0.0,0.23,0.19,0.46,0.0,0.0,0.0,0.0,0.18,0.22,0.18,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.05000000000001
09/17/2021,1.34,1.26,0.85,0.76,0.87,0.81,0.76,0.63,0.85,0.71,0.64,0.8,0.83,0.62,0.38,0.56,1.23,0.45,0.57,0.0,0.68,0.58,0.51,0.49,0.34,0.5,0.36,0.43,0.44,0.41,0.42,0.34,0.43,0.41,0.45,0.45,0.33,0.43,0.48,0.39,0.43,0.3,0.39,0.23,0.34,0.43,0.54,0.41,0.38,0.36,0.33,0.39,0.56,0.0,0.39,0.37,0.35,0.29,0.35,0.51,0.28,0.31,0.34,0.36,0.32,0.0,0.29,0.32,0.33,0.26,0.28,0.32,0.29,0.28,0.33,0.34,0.3,0.29,0.19,0.31,0.27,0.2,0.22,0.24,0.27,0.27,0.26,0.24,0.23,0.27,0.21,0.25,0.28,0.27,0.26,0.35,0.26,0.26,0.25,0.19,0.28,0.23,0.28,0.28,0.25,0.24,0.3,0.25,0.24,0.22,0.26,0.23,0.23,0.24,0.21,0.22,0.21,0.25,0.23,0.21,0.19,0.23,0.0,0.23,0.23,0.22,0.21,0.23,0.22,0.2,0.23,0.25,0.2,0.2,0.23,0.22,0.28,0.22,0.34,0.21,0.25,0.27,0.24,0.23,0.24,0.23,0.23,0.2,0.0,0.21,0.22,0.24,0.23,0.23,0.21,0.22,0.0,0.0,0.19,0.26,0.23,0.22,0.22,0.19,0.2,0.24,0.22,0.2,0.19,0.0,0.18,0.21,0.22,0.0,0.2,0.24,0.22,0.18,0.0,0.2,0.0,0.18,0.21,0.2,0.19,0.22,0.0,0.19,0.0,0.19,0.18,0.0,0.19,0.0,0.0,0.19,0.0,0.18,0.0,0.0,0.0,0.0,0.2,0.0,0.21,0.19,0.0,0.19,0.2,0.0,0.18,0.0,0.0,0.21,0.0,0.23,0.0,0.18,0.21,0.0,0.22,0.19,0.46,0.0,0.0,0.0,0.0,0.18,0.22,0.18,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.7
09/20/2021,1.33,1.29,0.82,0.77,0.87,0.82,0.74,0.61,0.88,0.72,0.62,0.8,0.86,0.62,0.38,0.55,1.24,0.45,0.58,0.0,0.69,0.6,0.51,0.5,0.35,0.51,0.38,0.43,0.43,0.41,0.42,0.34,0.43,0.42,0.45,0.44,0.33,0.43,0.49,0.39,0.43,0.31,0.39,0.22,0.33,0.44,0.56,0.43,0.41,0.36,0.33,0.4,0.56,0.0,0.41,0.37,0.36,0.29,0.35,0.53,0.27,0.31,0.33,0.37,0.31,0.0,0.29,0.32,0.32,0.26,0.28,0.31,0.29,0.28,0.32,0.34,0.31,0.32,0.19,0.32,0.27,0.2,0.23,0.24,0.27,0.28,0.25,0.24,0.23,0.27,0.2,0.25,0.27,0.27,0.27,0.37,0.26,0.26,0.26,0.19,0.28,0.23,0.29,0.27,0.24,0.24,0.3,0.25,0.24,0.22,0.27,0.22,0.23,0.24,0.22,0.23,0.2,0.25,0.24,0.2,0.0,0.24,0.0,0.23,0.24,0.22,0.21,0.21,0.22,0.2,0.23,0.26,0.2,0.2,0.23,0.22,0.29,0.22,0.35,0.21,0.25,0.27,0.24,0.23,0.25,0.23,0.24,0.21,0.0,0.21,0.22,0.24,0.23,0.22,0.21,0.22,0.0,0.0,0.19,0.25,0.24,0.23,0.22,0.19,0.2,0.24,0.22,0.2,0.19,0.0,0.18,0.21,0.22,0.0,0.2,0.24,0.22,0.18,0.0,0.19,0.0,0.18,0.21,0.2,0.18,0.22,0.0,0.19,0.0,0.19,0.18,0.0,0.2,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.2,0.0,0.21,0.19,0.0,0.19,0.2,0.0,0.18,0.0,0.0,0.22,0.0,0.23,0.18,0.19,0.21,0.0,0.23,0.18,0.47,0.0,0.0,0.0,0.0,0.18,0.21,0.18,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.04
09/21/2021,1.35,1.34,0.83,0.77,0.86,0.83,0.74,0.62,0.91,0.72,0.64,0.81,0.87,0.62,0.39,0.54,1.29,0.44,0.6,0.0,0.69,0.61,0.5,0.5,0.35,0.5,0.39,0.42,0.43,0.41,0.41,0.34,0.43,0.42,0.46,0.45,0.33,0.43,0.49,0.38,0.44,0.31,0.38,0.22,0.33,0.44,0.56,0.43,0.41,0.36,0.33,0.39,0.6,0.0,0.41,0.38,0.36,0.29,0.35,0.54,0.27,0.31,0.33,0.37,0.31,0.0,0.29,0.32,0.31,0.26,0.28,0.31,0.29,0.28,0.32,0.33,0.31,0.32,0.19,0.32,0.26,0.2,0.24,0.24,0.27,0.28,0.25,0.24,0.23,0.27,0.2,0.26,0.27,0.26,0.27,0.37,0.25,0.26,0.26,0.18,0.28,0.24,0.28,0.27,0.25,0.24,0.3,0.25,0.24,0.22,0.26,0.22,0.22,0.25,0.21,0.22,0.2,0.25,0.24,0.21,0.0,0.24,0.0,0.23,0.24,0.22,0.2,0.21,0.21,0.21,0.23,0.26,0.2,0.2,0.23,0.22,0.29,0.22,0.34,0.21,0.25,0.28,0.24,0.23,0.25,0.23,0.23,0.21,0.0,0.21,0.22,0.23,0.22,0.22,0.21,0.22,0.0,0.0,0.19,0.25,0.24,0.23,0.22,0.19,0.2,0.24,0.22,0.2,0.18,0.0,0.19,0.21,0.22,0.0,0.2,0.24,0.22,0.18,0.0,0.2,0.0,0.18,0.2,0.19,0.18,0.22,0.0,0.19,0.0,0.19,0.0,0.0,0.2,0.0,0.0,0.19,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.22,0.19,0.0,0.19,0.2,0.0,0.18,0.0,0.0,0.22,0.0,0.22,0.0,0.19,0.21,0.0,0.22,0.18,0.48,0.0,0.0,0.0,0.0,0.0,0.22,0.18,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.18,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.22
09/22/2021,1.35,1.34,0.83,0.77,0.86,0.83,0.74,0.62,0.91,0.72,0.64,0.81,0.87,0.62,0.39,0.54,1.29,0.44,0.6,0.0,0.69,0.61,0.5,0.5,0.35,0.5,0.39,0.42,0.43,0.41,0.41,0.34,0.43,0.42,0.46,0.45,0.33,0.43,0.49,0.38,0.44,0.31,0.38,0.22,0.33,0.44,0.56,0.43,0.41,0.36,0.33,0.39,0.6,0.0,0.41,0.38,0.36,0.29,0.35,0.54,0.27,0.31,0.33,0.37,0.31,0.0,0.29,0.32,0.31,0.26,0.28,0.31,0.29,0.28,0.32,0.33,0.31,0.32,0.19,0.32,0.26,0.2,0.24,0.24,0.27,0.28,0.25,0.24,0.23,0.27,0.2,0.26,0.27,0.26,0.27,0.37,0.25,0.26,0.26,0.18,0.28,0.24,0.28,0.27,0.25,0.24,0.3,0.25,0.24,0.22,0.26,0.22,0.22,0.25,0.21,0.22,0.2,0.25,0.24,0.21,0.0,0.24,0.0,0.23,0.24,0.22,0.2,0.21,0.21,0.21,0.23,0.26,0.2,0.2,0.23,0.22,0.29,0.22,0.34,0.21,0.25,0.28,0.24,0.23,0.25,0.23,0.23,0.21,0.0,0.21,0.22,0.23,0.22,0.22,0.21,0.22,0.0,0.0,0.19,0.25,0.24,0.23,0.22,0.19,0.2,0.24,0.22,0.2,0.18,0.0,0.19,0.21,0.22,0.0,0.2,0.24,0.22,0.18,0.0,0.2,0.0,0.18,0.2,0.19,0.18,0.22,0.0,0.19,0.0,0.19,0.0,0.0,0.2,0.0,0.0,0.19,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.22,0.19,0.0,0.19,0.2,0.0,0.18,0.0,0.0,0.22,0.0,0.22,0.0,0.19,0.21,0.0,0.22,0.18,0.48,0.0,0.0,0.0,0.0,0.0,0.22,0.18,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.18,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.22
09/23/2021,1.36,1.33,0.86,0.76,0.86,0.84,0.73,0.63,0.9,0.68,0.66,0.81,0.87,0.62,0.39,0.54,1.34,0.44,0.58,0.0,0.69,0.6,0.51,0.51,0.37,0.53,0.39,0.42,0.43,0.4,0.41,0.36,0.42,0.42,0.46,0.45,0.32,0.42,0.49,0.38,0.44,0.3,0.38,0.22,0.34,0.44,0.57,0.43,0.41,0.35,0.33,0.38,0.6,0.0,0.43,0.38,0.35,0.28,0.34,0.54,0.27,0.31,0.33,0.38,0.31,0.0,0.29,0.32,0.32,0.25,0.28,0.31,0.29,0.28,0.31,0.33,0.31,0.32,0.2,0.32,0.25,0.19,0.25,0.24,0.26,0.27,0.25,0.25,0.23,0.28,0.19,0.26,0.27,0.27,0.27,0.37,0.27,0.26,0.26,0.19,0.28,0.24,0.28,0.27,0.24,0.24,0.3,0.25,0.24,0.22,0.26,0.23,0.22,0.25,0.2,0.23,0.22,0.25,0.24,0.2,0.0,0.24,0.0,0.23,0.24,0.22,0.2,0.21,0.21,0.21,0.22,0.25,0.2,0.2,0.23,0.22,0.29,0.22,0.34,0.22,0.25,0.27,0.23,0.23,0.24,0.23,0.23,0.21,0.0,0.2,0.24,0.23,0.22,0.22,0.21,0.22,0.0,0.0,0.19,0.25,0.23,0.23,0.21,0.19,0.19,0.24,0.22,0.2,0.18,0.0,0.19,0.2,0.22,0.0,0.21,0.24,0.22,0.18,0.18,0.2,0.0,0.0,0.2,0.19,0.18,0.22,0.0,0.19,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.2,0.0,0.22,0.18,0.0,0.19,0.2,0.0,0.18,0.0,0.0,0.22,0.0,0.22,0.0,0.19,0.21,0.0,0.22,0.18,0.48,0.0,0.0,0.0,0.0,0.0,0.22,0.18,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.18,0.19,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.23
