,IFF,GNRC,HUBS,ENPH,URI,WORK,BURL,ABNB,IT,WDC,CZR,HBAN,CCL,TRMB,STE,NET,ALB,TDY,MDB,TYL,CRL,ALLY,POOL,PODD,NTAP,AVTR,VTRS,FANG,MGM,TECH,PKI,AES,AVY,DVN,LB,ZEN,J,UAL,IEX,VICI,PLUG,ELAN,ON,MPWR,RJF,LYFT,ENTG,EMN,NVCR,NUAN,TXT,PTC,MOH,GDDY,CGNX,NVAX,UDR,SNOW,XPO,PHM,FICO,WAB,BIO,ABMD,SBNY,TXG,LNT,WRK,LKQ,FMC,XRAY,AVLR,WHR,CCK,AAP,AAL,FBHS,LDOS,APO,HWM,CPT,MTN,IPG,PKG,GGG,CDAY,FDS,WYNN,MASI,ELS,ATO,FNF,ALLE,IAC,CBOE,FIVN,BRO,PWR,BKI,NLY,HAS,TPL,IRM,WSM,L,STLD,HST,MPW,SNA,CHGG,LII,TTC,TPR,NDSN,EQH,BWA,UHS,BAH,LW,RPM,RH,BILL,LNC,AXON,MHK,PNR,BG,FFIV,LPLA,PENN,FND,CREE,CF,FIVE,ZNGA,DT,DECK,MRO,JAZZ,DAR,MOS,AMH,HSIC,GH,VER,WRB,DISH,WTRG,CABO,LAD,DXC,RGEN,NWL,EWBC,OC,TRGP,FWONK,REG,GLPI,NRG,TAP,RE,HUBB,NWSA,CMA,IVZ,RHI,CSL,JLL,PFPT,WAL,NI,UGI,AZPN,RS,LEA,MIDD,COLD,AOS,WU,FHN,WSO,AIZ,GWRE,Y,ARMK,CUBE,OLED,MANH,PNW,NTRA,MKSI,NBIX,ESTC,PEN,ATR,ST,VST,ACM,SCI,BFAM,UKCM.L,SYNH,DBX,LAMR,KIM,JNPR,CONE,TW,GL,CRM,WEX,LSI,HRC,CIEN,UTHR,DVA,AFG,PCTY,BBWI WI,SEE,ZION,G,KSS,SMAR,SUM
08/13/2021,0.86,0.59,0.65,0.56,0.54,0.0,0.5,0.49,0.56,0.46,0.42,0.48,0.41,0.5,0.47,0.53,0.6,0.47,0.46,0.45,0.46,0.43,0.44,0.43,0.41,0.45,0.41,0.31,0.36,0.42,0.47,0.36,0.4,0.36,0.0,0.34,0.38,0.34,0.38,0.36,0.32,0.31,0.43,0.44,0.37,0.3,0.37,0.35,0.29,0.35,0.37,0.32,0.34,0.28,0.34,0.33,0.36,0.39,0.0,0.31,0.3,0.35,0.37,0.35,0.33,0.29,0.34,0.29,0.31,0.28,0.29,0.33,0.31,0.31,0.3,0.3,0.3,0.28,0.29,0.28,0.32,0.27,0.32,0.3,0.3,0.31,0.31,0.23,0.31,0.32,0.3,0.31,0.28,0.24,0.29,0.3,0.29,0.29,0.27,0.26,0.28,0.26,0.29,0.26,0.28,0.29,0.25,0.27,0.27,0.25,0.26,0.27,0.27,0.27,0.28,0.25,0.26,0.25,0.21,0.25,0.26,0.28,0.27,0.28,0.26,0.29,0.25,0.28,0.26,0.24,0.28,0.25,0.23,0.26,0.0,0.27,0.27,0.21,0.2,0.26,0.25,0.26,0.24,0.22,0.25,0.23,0.24,0.25,0.24,0.24,0.23,0.29,0.21,0.24,0.22,0.22,0.22,0.23,0.23,0.24,0.21,0.24,0.24,0.21,0.23,0.21,0.25,0.24,0.29,0.22,0.23,0.22,0.22,0.23,0.22,0.0,0.24,0.21,0.22,0.21,0.0,0.2,0.22,0.22,0.21,0.0,0.23,0.0,0.23,0.2,0.22,0.0,0.0,0.22,0.0,0.0,0.21,0.2,0.21,0.24,0.0,0.0,0.0,0.22,0.21,0.29,0.21,0.21,0.21,0.0,0.0,0.0,0.21,0.0,0.0,0.21,0.21,0.21,0.21,0.36,0.0,0.0,0.0,0.0,0.0,60.93
08/16/2021,0.86,0.59,0.65,0.55,0.58,0.0,0.51,0.49,0.58,0.42,0.43,0.5,0.41,0.49,0.47,0.52,0.61,0.47,0.44,0.43,0.46,0.45,0.43,0.41,0.41,0.44,0.4,0.32,0.37,0.4,0.45,0.37,0.4,0.38,0.0,0.33,0.4,0.34,0.38,0.36,0.3,0.32,0.41,0.44,0.38,0.31,0.34,0.35,0.27,0.35,0.37,0.31,0.32,0.26,0.32,0.37,0.35,0.4,0.0,0.32,0.29,0.35,0.37,0.32,0.33,0.27,0.34,0.31,0.31,0.27,0.29,0.32,0.32,0.32,0.3,0.29,0.31,0.28,0.28,0.28,0.31,0.27,0.33,0.31,0.29,0.31,0.31,0.23,0.3,0.31,0.29,0.31,0.27,0.24,0.3,0.29,0.29,0.3,0.27,0.27,0.28,0.26,0.3,0.28,0.28,0.33,0.25,0.26,0.27,0.26,0.26,0.27,0.28,0.27,0.28,0.25,0.26,0.25,0.21,0.25,0.28,0.28,0.28,0.27,0.27,0.29,0.25,0.27,0.26,0.24,0.27,0.24,0.23,0.28,0.0,0.26,0.27,0.22,0.0,0.28,0.26,0.25,0.24,0.2,0.25,0.23,0.24,0.24,0.25,0.25,0.24,0.29,0.21,0.24,0.23,0.23,0.22,0.23,0.23,0.23,0.21,0.24,0.25,0.21,0.23,0.21,0.26,0.24,0.29,0.22,0.23,0.22,0.22,0.0,0.22,0.2,0.23,0.21,0.21,0.2,0.2,0.2,0.22,0.21,0.21,0.0,0.23,0.0,0.22,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.21,0.0,0.21,0.24,0.0,0.0,0.0,0.21,0.21,0.29,0.21,0.21,0.2,0.2,0.0,0.0,0.21,0.0,0.0,0.2,0.2,0.21,0.21,0.37,0.2,0.2,0.0,0.0,0.0,60.78999999999999
08/17/2021,0.87,0.58,0.65,0.53,0.57,0.0,0.51,0.5,0.58,0.43,0.42,0.5,0.41,0.5,0.48,0.52,0.61,0.47,0.45,0.43,0.46,0.45,0.43,0.42,0.41,0.45,0.4,0.3,0.37,0.4,0.46,0.37,0.4,0.37,0.0,0.33,0.4,0.33,0.38,0.36,0.28,0.33,0.41,0.45,0.38,0.3,0.35,0.35,0.27,0.35,0.37,0.31,0.32,0.27,0.32,0.39,0.35,0.4,0.2,0.32,0.29,0.35,0.37,0.32,0.33,0.26,0.34,0.3,0.31,0.27,0.29,0.32,0.32,0.33,0.3,0.28,0.32,0.28,0.28,0.28,0.32,0.27,0.33,0.31,0.29,0.31,0.31,0.22,0.3,0.31,0.29,0.32,0.28,0.23,0.3,0.28,0.29,0.3,0.27,0.27,0.29,0.26,0.3,0.27,0.28,0.33,0.25,0.26,0.28,0.26,0.26,0.27,0.27,0.28,0.28,0.24,0.26,0.24,0.22,0.25,0.27,0.29,0.28,0.27,0.27,0.29,0.25,0.27,0.26,0.23,0.27,0.23,0.23,0.28,0.0,0.26,0.27,0.21,0.0,0.29,0.26,0.25,0.24,0.0,0.26,0.23,0.24,0.25,0.25,0.25,0.23,0.29,0.22,0.24,0.22,0.22,0.22,0.23,0.24,0.24,0.21,0.24,0.25,0.2,0.23,0.21,0.26,0.24,0.29,0.22,0.23,0.22,0.22,0.0,0.22,0.21,0.22,0.21,0.22,0.21,0.0,0.2,0.22,0.21,0.21,0.0,0.23,0.0,0.22,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.21,0.0,0.21,0.24,0.0,0.0,0.0,0.21,0.21,0.29,0.21,0.21,0.21,0.2,0.0,0.0,0.21,0.0,0.0,0.2,0.2,0.21,0.21,0.36,0.2,0.2,0.2,0.0,0.0,60.82000000000001
08/18/2021,0.87,0.58,0.65,0.53,0.57,0.0,0.51,0.5,0.58,0.43,0.42,0.5,0.41,0.5,0.48,0.52,0.61,0.47,0.45,0.43,0.46,0.45,0.43,0.42,0.41,0.45,0.4,0.3,0.37,0.4,0.46,0.37,0.4,0.37,0.0,0.33,0.4,0.33,0.38,0.36,0.28,0.33,0.41,0.45,0.38,0.3,0.35,0.35,0.27,0.35,0.37,0.31,0.32,0.27,0.32,0.39,0.35,0.4,0.2,0.32,0.29,0.35,0.37,0.32,0.33,0.26,0.34,0.3,0.31,0.27,0.29,0.32,0.32,0.33,0.3,0.28,0.32,0.28,0.28,0.28,0.32,0.27,0.33,0.31,0.29,0.31,0.31,0.22,0.3,0.31,0.29,0.32,0.28,0.23,0.3,0.28,0.29,0.3,0.27,0.27,0.29,0.26,0.3,0.27,0.28,0.33,0.25,0.26,0.28,0.26,0.26,0.27,0.27,0.28,0.28,0.24,0.26,0.24,0.22,0.25,0.27,0.29,0.28,0.27,0.27,0.29,0.25,0.27,0.26,0.23,0.27,0.23,0.23,0.28,0.0,0.26,0.27,0.21,0.0,0.29,0.26,0.25,0.24,0.0,0.26,0.23,0.24,0.25,0.25,0.25,0.23,0.29,0.22,0.24,0.22,0.22,0.22,0.23,0.24,0.24,0.21,0.24,0.25,0.2,0.23,0.21,0.26,0.24,0.29,0.22,0.23,0.22,0.22,0.0,0.22,0.21,0.22,0.21,0.22,0.21,0.0,0.2,0.22,0.21,0.21,0.0,0.23,0.0,0.22,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.21,0.0,0.21,0.24,0.0,0.0,0.0,0.21,0.21,0.29,0.21,0.21,0.21,0.2,0.0,0.0,0.21,0.0,0.0,0.2,0.2,0.21,0.21,0.36,0.2,0.2,0.2,0.0,0.0,60.82000000000001
08/19/2021,0.87,0.58,0.65,0.53,0.57,0.0,0.51,0.5,0.58,0.43,0.42,0.5,0.41,0.5,0.48,0.52,0.61,0.47,0.45,0.43,0.46,0.45,0.43,0.42,0.41,0.45,0.4,0.3,0.37,0.4,0.46,0.37,0.4,0.37,0.0,0.33,0.4,0.33,0.38,0.36,0.28,0.33,0.41,0.45,0.38,0.3,0.35,0.35,0.27,0.35,0.37,0.31,0.32,0.27,0.32,0.39,0.35,0.4,0.2,0.32,0.29,0.35,0.37,0.32,0.33,0.26,0.34,0.3,0.31,0.27,0.29,0.32,0.32,0.33,0.3,0.28,0.32,0.28,0.28,0.28,0.32,0.27,0.33,0.31,0.29,0.31,0.31,0.22,0.3,0.31,0.29,0.32,0.28,0.23,0.3,0.28,0.29,0.3,0.27,0.27,0.29,0.26,0.3,0.27,0.28,0.33,0.25,0.26,0.28,0.26,0.26,0.27,0.27,0.28,0.28,0.24,0.26,0.24,0.22,0.25,0.27,0.29,0.28,0.27,0.27,0.29,0.25,0.27,0.26,0.23,0.27,0.23,0.23,0.28,0.0,0.26,0.27,0.21,0.0,0.29,0.26,0.25,0.24,0.0,0.26,0.23,0.24,0.25,0.25,0.25,0.23,0.29,0.22,0.24,0.22,0.22,0.22,0.23,0.24,0.24,0.21,0.24,0.25,0.2,0.23,0.21,0.26,0.24,0.29,0.22,0.23,0.22,0.22,0.0,0.22,0.21,0.22,0.21,0.22,0.21,0.0,0.2,0.22,0.21,0.21,0.0,0.23,0.0,0.22,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.21,0.0,0.21,0.24,0.0,0.0,0.0,0.21,0.21,0.29,0.21,0.21,0.21,0.2,0.0,0.0,0.21,0.0,0.0,0.2,0.2,0.21,0.21,0.36,0.2,0.2,0.2,0.0,0.0,60.82000000000001
08/20/2021,0.87,0.58,0.64,0.51,0.57,0.0,0.51,0.49,0.59,0.42,0.41,0.49,0.41,0.51,0.48,0.52,0.59,0.47,0.44,0.43,0.47,0.45,0.44,0.43,0.41,0.45,0.4,0.29,0.36,0.42,0.46,0.36,0.41,0.36,0.0,0.32,0.4,0.34,0.39,0.36,0.29,0.33,0.41,0.44,0.38,0.29,0.35,0.35,0.26,0.35,0.37,0.31,0.33,0.26,0.33,0.35,0.35,0.39,0.21,0.32,0.29,0.35,0.38,0.33,0.33,0.27,0.34,0.31,0.31,0.27,0.3,0.32,0.33,0.32,0.31,0.28,0.32,0.29,0.28,0.28,0.32,0.27,0.33,0.31,0.3,0.31,0.32,0.22,0.31,0.31,0.29,0.32,0.28,0.23,0.3,0.28,0.3,0.3,0.27,0.27,0.29,0.25,0.3,0.28,0.28,0.32,0.25,0.26,0.28,0.25,0.26,0.27,0.27,0.28,0.27,0.24,0.26,0.25,0.22,0.25,0.27,0.28,0.28,0.27,0.27,0.3,0.25,0.27,0.26,0.23,0.28,0.23,0.22,0.29,0.0,0.26,0.27,0.21,0.0,0.29,0.25,0.25,0.24,0.0,0.26,0.23,0.24,0.25,0.25,0.25,0.24,0.29,0.22,0.24,0.23,0.22,0.22,0.23,0.24,0.24,0.21,0.24,0.25,0.21,0.23,0.21,0.26,0.24,0.28,0.22,0.23,0.22,0.22,0.0,0.22,0.21,0.22,0.21,0.22,0.21,0.0,0.21,0.23,0.21,0.21,0.0,0.23,0.0,0.23,0.2,0.0,0.0,0.0,0.21,0.0,0.0,0.21,0.0,0.21,0.25,0.0,0.0,0.0,0.21,0.21,0.29,0.21,0.21,0.21,0.2,0.0,0.0,0.21,0.0,0.0,0.0,0.21,0.21,0.21,0.37,0.21,0.2,0.2,0.0,0.0,60.89
08/23/2021,0.85,0.57,0.65,0.51,0.55,0.0,0.53,0.48,0.6,0.42,0.4,0.5,0.4,0.51,0.48,0.52,0.57,0.48,0.45,0.44,0.49,0.44,0.45,0.45,0.41,0.46,0.41,0.28,0.35,0.43,0.47,0.36,0.41,0.35,0.0,0.33,0.39,0.33,0.38,0.36,0.28,0.34,0.4,0.46,0.37,0.28,0.35,0.34,0.25,0.36,0.36,0.31,0.35,0.27,0.34,0.34,0.36,0.4,0.0,0.31,0.3,0.35,0.38,0.35,0.32,0.26,0.35,0.3,0.32,0.26,0.3,0.33,0.32,0.33,0.31,0.28,0.31,0.3,0.27,0.29,0.33,0.26,0.33,0.32,0.3,0.32,0.32,0.21,0.32,0.32,0.3,0.32,0.29,0.24,0.31,0.27,0.31,0.31,0.27,0.27,0.28,0.24,0.3,0.28,0.28,0.31,0.24,0.27,0.27,0.25,0.26,0.27,0.26,0.28,0.26,0.23,0.27,0.25,0.22,0.25,0.26,0.3,0.27,0.27,0.26,0.3,0.24,0.27,0.26,0.22,0.27,0.21,0.21,0.28,0.0,0.26,0.27,0.0,0.0,0.28,0.23,0.26,0.24,0.0,0.26,0.24,0.24,0.25,0.25,0.23,0.21,0.3,0.21,0.23,0.22,0.22,0.22,0.23,0.24,0.24,0.21,0.25,0.25,0.0,0.23,0.2,0.26,0.25,0.28,0.23,0.22,0.23,0.22,0.0,0.22,0.0,0.23,0.22,0.22,0.2,0.0,0.21,0.23,0.21,0.22,0.0,0.24,0.2,0.23,0.21,0.0,0.0,0.0,0.22,0.0,0.0,0.21,0.0,0.21,0.25,0.0,0.0,0.2,0.2,0.21,0.29,0.22,0.21,0.21,0.21,0.0,0.0,0.21,0.2,0.0,0.21,0.21,0.21,0.21,0.4,0.21,0.2,0.21,0.0,0.0,60.88
08/24/2021,0.85,0.57,0.66,0.51,0.54,0.0,0.53,0.48,0.59,0.42,0.41,0.5,0.4,0.52,0.48,0.52,0.58,0.48,0.45,0.44,0.49,0.43,0.44,0.44,0.41,0.46,0.4,0.28,0.36,0.42,0.46,0.37,0.41,0.35,0.0,0.32,0.39,0.32,0.38,0.36,0.28,0.34,0.4,0.47,0.38,0.27,0.35,0.34,0.26,0.36,0.36,0.31,0.35,0.27,0.34,0.36,0.36,0.38,0.0,0.32,0.29,0.35,0.38,0.36,0.32,0.26,0.35,0.3,0.32,0.26,0.3,0.33,0.31,0.33,0.31,0.27,0.31,0.29,0.27,0.28,0.33,0.26,0.33,0.32,0.3,0.32,0.32,0.21,0.32,0.32,0.29,0.32,0.28,0.24,0.31,0.27,0.31,0.31,0.27,0.27,0.28,0.24,0.3,0.28,0.28,0.31,0.24,0.27,0.27,0.25,0.26,0.27,0.26,0.28,0.26,0.23,0.27,0.25,0.22,0.25,0.26,0.3,0.27,0.27,0.27,0.3,0.24,0.27,0.26,0.23,0.28,0.22,0.22,0.29,0.0,0.26,0.27,0.0,0.0,0.26,0.24,0.26,0.24,0.0,0.26,0.24,0.24,0.25,0.25,0.22,0.21,0.3,0.21,0.23,0.22,0.22,0.22,0.23,0.24,0.24,0.2,0.25,0.25,0.0,0.23,0.21,0.26,0.25,0.28,0.23,0.22,0.23,0.22,0.0,0.22,0.0,0.23,0.21,0.22,0.0,0.0,0.21,0.23,0.22,0.22,0.0,0.24,0.0,0.23,0.21,0.21,0.0,0.0,0.22,0.2,0.0,0.21,0.0,0.21,0.24,0.0,0.0,0.2,0.21,0.22,0.29,0.22,0.21,0.21,0.2,0.0,0.0,0.21,0.2,0.0,0.21,0.21,0.21,0.22,0.4,0.21,0.0,0.21,0.2,0.0,60.870000000000005
08/25/2021,0.85,0.57,0.66,0.51,0.54,0.0,0.53,0.48,0.59,0.42,0.41,0.5,0.4,0.52,0.48,0.52,0.58,0.48,0.45,0.44,0.49,0.43,0.44,0.44,0.41,0.46,0.4,0.28,0.36,0.42,0.46,0.37,0.41,0.35,0.0,0.32,0.39,0.32,0.38,0.36,0.28,0.34,0.4,0.47,0.38,0.27,0.35,0.34,0.26,0.36,0.36,0.31,0.35,0.27,0.34,0.36,0.36,0.38,0.0,0.32,0.29,0.35,0.38,0.36,0.32,0.26,0.35,0.3,0.32,0.26,0.3,0.33,0.31,0.33,0.31,0.27,0.31,0.29,0.27,0.28,0.33,0.26,0.33,0.32,0.3,0.32,0.32,0.21,0.32,0.32,0.29,0.32,0.28,0.24,0.31,0.27,0.31,0.31,0.27,0.27,0.28,0.24,0.3,0.28,0.28,0.31,0.24,0.27,0.27,0.25,0.26,0.27,0.26,0.28,0.26,0.23,0.27,0.25,0.22,0.25,0.26,0.3,0.27,0.27,0.27,0.3,0.24,0.27,0.26,0.23,0.28,0.22,0.22,0.29,0.0,0.26,0.27,0.0,0.0,0.26,0.24,0.26,0.24,0.0,0.26,0.24,0.24,0.25,0.25,0.22,0.21,0.3,0.21,0.23,0.22,0.22,0.22,0.23,0.24,0.24,0.2,0.25,0.25,0.0,0.23,0.21,0.26,0.25,0.28,0.23,0.22,0.23,0.22,0.0,0.22,0.0,0.23,0.21,0.22,0.0,0.0,0.21,0.23,0.22,0.22,0.0,0.24,0.0,0.23,0.21,0.21,0.0,0.0,0.22,0.2,0.0,0.21,0.0,0.21,0.24,0.0,0.0,0.2,0.21,0.22,0.29,0.22,0.21,0.21,0.2,0.0,0.0,0.21,0.2,0.0,0.21,0.21,0.21,0.22,0.4,0.21,0.0,0.21,0.2,0.0,60.870000000000005
08/26/2021,0.84,0.59,0.67,0.53,0.55,0.0,0.51,0.48,0.59,0.43,0.42,0.5,0.41,0.52,0.47,0.54,0.6,0.47,0.45,0.43,0.48,0.43,0.43,0.44,0.4,0.45,0.4,0.29,0.36,0.42,0.46,0.36,0.41,0.37,0.0,0.32,0.39,0.33,0.38,0.35,0.29,0.34,0.41,0.47,0.38,0.27,0.35,0.34,0.26,0.35,0.36,0.31,0.35,0.27,0.34,0.38,0.35,0.39,0.0,0.31,0.29,0.35,0.38,0.36,0.33,0.27,0.34,0.3,0.32,0.26,0.29,0.33,0.31,0.33,0.31,0.28,0.31,0.29,0.27,0.28,0.32,0.26,0.33,0.31,0.29,0.32,0.31,0.22,0.32,0.31,0.29,0.32,0.28,0.25,0.3,0.28,0.3,0.31,0.27,0.27,0.28,0.24,0.3,0.28,0.28,0.31,0.25,0.26,0.27,0.26,0.26,0.26,0.27,0.28,0.26,0.23,0.27,0.25,0.22,0.25,0.26,0.31,0.27,0.27,0.26,0.29,0.24,0.27,0.26,0.23,0.28,0.22,0.22,0.29,0.0,0.27,0.27,0.0,0.0,0.27,0.24,0.25,0.24,0.21,0.26,0.24,0.24,0.24,0.25,0.22,0.21,0.31,0.21,0.23,0.22,0.22,0.22,0.23,0.24,0.24,0.2,0.25,0.25,0.0,0.23,0.21,0.26,0.24,0.28,0.23,0.22,0.22,0.22,0.0,0.22,0.0,0.22,0.21,0.22,0.0,0.0,0.2,0.23,0.22,0.21,0.0,0.23,0.0,0.23,0.0,0.21,0.0,0.0,0.22,0.2,0.0,0.21,0.0,0.21,0.24,0.0,0.0,0.2,0.21,0.22,0.29,0.22,0.21,0.21,0.2,0.0,0.0,0.21,0.0,0.0,0.21,0.21,0.21,0.22,0.4,0.2,0.2,0.2,0.2,0.0,60.84
08/27/2021,0.84,0.59,0.67,0.53,0.55,0.0,0.51,0.48,0.59,0.43,0.42,0.5,0.41,0.52,0.47,0.54,0.6,0.47,0.45,0.43,0.48,0.43,0.43,0.44,0.4,0.45,0.4,0.29,0.36,0.42,0.46,0.36,0.41,0.37,0.0,0.32,0.39,0.33,0.38,0.35,0.29,0.34,0.41,0.47,0.38,0.27,0.35,0.34,0.26,0.35,0.36,0.31,0.35,0.27,0.34,0.38,0.35,0.39,0.0,0.31,0.29,0.35,0.38,0.36,0.33,0.27,0.34,0.3,0.32,0.26,0.29,0.33,0.31,0.33,0.31,0.28,0.31,0.29,0.27,0.28,0.32,0.26,0.33,0.31,0.29,0.32,0.31,0.22,0.32,0.31,0.29,0.32,0.28,0.25,0.3,0.28,0.3,0.31,0.27,0.27,0.28,0.24,0.3,0.28,0.28,0.31,0.25,0.26,0.27,0.26,0.26,0.26,0.27,0.28,0.26,0.23,0.27,0.25,0.22,0.25,0.26,0.31,0.27,0.27,0.26,0.29,0.24,0.27,0.26,0.23,0.28,0.22,0.22,0.29,0.0,0.27,0.27,0.0,0.0,0.27,0.24,0.25,0.24,0.21,0.26,0.24,0.24,0.24,0.25,0.22,0.21,0.31,0.21,0.23,0.22,0.22,0.22,0.23,0.24,0.24,0.2,0.25,0.25,0.0,0.23,0.21,0.26,0.24,0.28,0.23,0.22,0.22,0.22,0.0,0.22,0.0,0.22,0.21,0.22,0.0,0.0,0.2,0.23,0.22,0.21,0.0,0.23,0.0,0.23,0.0,0.21,0.0,0.0,0.22,0.2,0.0,0.21,0.0,0.21,0.24,0.0,0.0,0.2,0.21,0.22,0.29,0.22,0.21,0.21,0.2,0.0,0.0,0.21,0.0,0.0,0.21,0.21,0.21,0.22,0.4,0.2,0.2,0.2,0.2,0.0,60.84
08/30/2021,0.84,0.6,0.67,0.52,0.56,0.0,0.47,0.5,0.59,0.43,0.47,0.51,0.42,0.53,0.46,0.52,0.6,0.47,0.46,0.43,0.49,0.43,0.43,0.43,0.43,0.45,0.38,0.29,0.38,0.43,0.46,0.35,0.42,0.39,0.0,0.33,0.39,0.34,0.38,0.36,0.3,0.35,0.42,0.47,0.38,0.28,0.35,0.34,0.25,0.35,0.36,0.31,0.34,0.27,0.34,0.35,0.35,0.42,0.0,0.32,0.29,0.35,0.38,0.36,0.33,0.26,0.34,0.3,0.32,0.27,0.29,0.33,0.31,0.33,0.3,0.28,0.31,0.29,0.27,0.28,0.32,0.27,0.32,0.32,0.29,0.32,0.32,0.23,0.31,0.31,0.28,0.31,0.28,0.24,0.3,0.27,0.3,0.32,0.26,0.27,0.28,0.24,0.29,0.32,0.28,0.31,0.25,0.26,0.27,0.26,0.25,0.26,0.26,0.28,0.26,0.23,0.27,0.24,0.21,0.24,0.27,0.3,0.27,0.27,0.26,0.29,0.24,0.27,0.26,0.27,0.27,0.22,0.21,0.28,0.0,0.27,0.26,0.2,0.0,0.27,0.24,0.25,0.23,0.23,0.25,0.23,0.24,0.24,0.25,0.22,0.21,0.31,0.21,0.23,0.22,0.22,0.22,0.24,0.23,0.25,0.0,0.24,0.25,0.0,0.23,0.21,0.26,0.25,0.27,0.22,0.22,0.22,0.21,0.0,0.21,0.0,0.23,0.21,0.22,0.0,0.2,0.2,0.23,0.22,0.21,0.0,0.23,0.0,0.23,0.0,0.22,0.0,0.0,0.22,0.2,0.0,0.21,0.0,0.21,0.23,0.0,0.0,0.21,0.2,0.22,0.29,0.21,0.2,0.2,0.2,0.0,0.0,0.21,0.0,0.0,0.21,0.2,0.21,0.22,0.4,0.21,0.2,0.0,0.2,0.0,60.900000000000006
08/31/2021,0.83,0.6,0.68,0.52,0.56,0.0,0.45,0.5,0.58,0.43,0.48,0.51,0.43,0.53,0.46,0.52,0.61,0.47,0.46,0.43,0.48,0.44,0.42,0.43,0.43,0.45,0.38,0.3,0.39,0.42,0.45,0.35,0.41,0.4,0.0,0.32,0.39,0.34,0.38,0.36,0.3,0.35,0.43,0.47,0.38,0.27,0.36,0.35,0.25,0.34,0.36,0.3,0.34,0.27,0.35,0.34,0.34,0.41,0.0,0.32,0.29,0.35,0.37,0.36,0.33,0.27,0.33,0.3,0.32,0.26,0.3,0.34,0.31,0.32,0.29,0.28,0.31,0.29,0.27,0.28,0.31,0.27,0.32,0.32,0.29,0.32,0.31,0.23,0.31,0.31,0.28,0.31,0.28,0.24,0.29,0.27,0.3,0.32,0.26,0.27,0.28,0.24,0.29,0.31,0.28,0.31,0.25,0.26,0.27,0.25,0.25,0.26,0.26,0.28,0.27,0.23,0.27,0.24,0.21,0.24,0.26,0.39,0.28,0.27,0.26,0.28,0.24,0.27,0.26,0.27,0.27,0.22,0.21,0.26,0.0,0.27,0.26,0.21,0.0,0.28,0.25,0.24,0.23,0.23,0.25,0.23,0.24,0.24,0.25,0.22,0.21,0.31,0.21,0.23,0.23,0.23,0.22,0.24,0.23,0.24,0.0,0.24,0.25,0.0,0.23,0.21,0.26,0.24,0.28,0.22,0.23,0.21,0.21,0.0,0.21,0.0,0.23,0.2,0.21,0.0,0.2,0.0,0.23,0.22,0.21,0.0,0.23,0.0,0.23,0.0,0.22,0.0,0.0,0.22,0.2,0.0,0.21,0.0,0.21,0.23,0.0,0.0,0.2,0.2,0.22,0.29,0.21,0.2,0.2,0.2,0.0,0.0,0.21,0.0,0.0,0.21,0.2,0.21,0.22,0.4,0.2,0.21,0.0,0.2,0.2,60.86
09/01/2021,0.83,0.6,0.68,0.52,0.56,0.0,0.45,0.5,0.58,0.43,0.48,0.51,0.43,0.53,0.46,0.52,0.61,0.47,0.46,0.43,0.48,0.44,0.42,0.43,0.43,0.45,0.38,0.3,0.39,0.42,0.45,0.35,0.41,0.4,0.0,0.32,0.39,0.34,0.38,0.36,0.3,0.35,0.43,0.47,0.38,0.27,0.36,0.35,0.25,0.34,0.36,0.3,0.34,0.27,0.35,0.34,0.34,0.41,0.0,0.32,0.29,0.35,0.37,0.36,0.33,0.27,0.33,0.3,0.32,0.26,0.3,0.34,0.31,0.32,0.29,0.28,0.31,0.29,0.27,0.28,0.31,0.27,0.32,0.32,0.29,0.32,0.31,0.23,0.31,0.31,0.28,0.31,0.28,0.24,0.29,0.27,0.3,0.32,0.26,0.27,0.28,0.24,0.29,0.31,0.28,0.31,0.25,0.26,0.27,0.25,0.25,0.26,0.26,0.28,0.27,0.23,0.27,0.24,0.21,0.24,0.26,0.39,0.28,0.27,0.26,0.28,0.24,0.27,0.26,0.27,0.27,0.22,0.21,0.26,0.0,0.27,0.26,0.21,0.0,0.28,0.25,0.24,0.23,0.23,0.25,0.23,0.24,0.24,0.25,0.22,0.21,0.31,0.21,0.23,0.23,0.23,0.22,0.24,0.23,0.24,0.0,0.24,0.25,0.0,0.23,0.21,0.26,0.24,0.28,0.22,0.23,0.21,0.21,0.0,0.21,0.0,0.23,0.2,0.21,0.0,0.2,0.0,0.23,0.22,0.21,0.0,0.23,0.0,0.23,0.0,0.22,0.0,0.0,0.22,0.2,0.0,0.21,0.0,0.21,0.23,0.0,0.0,0.2,0.2,0.22,0.29,0.21,0.2,0.2,0.2,0.0,0.0,0.21,0.0,0.0,0.21,0.2,0.21,0.22,0.4,0.2,0.21,0.0,0.2,0.2,60.86
