,MRNA,GNRC,BIIB,COF,LNG,NVAX,CNC,OXY,ALL,CINF,ZBRA,ALLY,DELL,SIVB,VICI,PINS,PNC,ROKU,LH,FTNT,CVS,HUM,BRK.B,LRCX,CMCSA,ENTG,BEN,GME,HUBS,PTC,SNAP,BK,TSCO,LOW,EXC,DGX,PGR,GD,KR,ETR,AFL,AMAT,CRL,ADM,AGR,PEG,TRV,SJM,SRE,DHI,CFG,CE,ACGL,AEP,GM,LEN,W,TSN,SO,TGT,STT,PPL,GIS,ETSY,EIX,ED,CI,GOOGL,FTV,MET,VZ,VIAC,CAG,TECH,BBY,AVB,C,NET,DE,F,KLAC,MS,SYF,TMUS,NOC,GS,NUE,HIG,NTAP,FRC,EBAY,BXP,MU,EL,TWTR,WFC,NVR,EQR,CERN,AZO,ANTM,FE,INTC,MKL,PFE,SQ,QRVO,WDC,TRMB,TER,SWKS,HZNP,MDLZ,TXG,IT,FDX,DTE,LDOS,PFG,XEL,WAB,VTRS,UI,FOXA,PKG,JPM,EMN,DUK,STZ,CB,KEY,LUMN,BX,FITB,CMS,AEE,EPAM,T,IQV,LYB,RF,URI,WEC,PCAR,TFC,MTB,KKR,ES,CAH,AVTR,BLK,CMI,HPE,HBAN,NDAQ,PYPL,PCG,TROW,EOG,TWLO,ORLY,EXPD,APTV,ENPH,DLTR,DISCA,CARR,UNH,WMB,STX,RSG,OKE,KMI,IP,GRMN,DVA,CZR,AJG,ALGN,VTR,O,MOH,OMC,NTRS,RJF,LHX,DOV,CBRE,PEAK,EMR,GH,MMM,BDX,IBM,JNJ,LMT,MLM,NVDA,ODFL,SWK,WAT,POOL,CRWD,DD,NVCR,EFX,IDXX,MTD,WST,WY,INTU,OTIS,FB,A,DHR,DOCU,DPZ,LLY,PKI,CTSH,ORCL,CVNA,ZS,MSCI,KMX,ALNY,ANET,MCO,MSI,PH,PSA,HD,GLW,DFS,CHTR,HAS,JBHT,NSC,USB,HRL,K,CSX,AMD,ZM,PRU,CTVA,BAC,DOW,n/a,COP,MDB,MISXX,CG,PANW,BILL,BBWI WI,DT,NEM,HCA,CTLT,BIO,MPWR,HOLX,U,AIG,LKQ,CNP,AON,TMO,PAYC,TSLA,WBA,CMG,AVY,EVRG,DDOG,KEYS,ALB,ON,CDW,DXCM,REGN,CVX,SNOW,NFLX,MMC,APH,TXT,SSNC,MAA,WPC,BR,JCI,SUI,CPRT,IR,KHC,NOW,SNPS,XPO,AKAM,BUWA.,ZBH,VRTX,ISRG,RMD,EW,VMW,LNT,GILD,SUM
09/06/2021,0.71,0.46,0.33,0.44,0.44,0.51,0.3,0.36,0.43,0.44,0.37,0.44,0.41,0.43,0.43,0.0,0.34,0.32,0.47,0.56,0.44,0.32,0.43,0.39,0.37,0.33,0.43,0.42,0.5,0.0,0.46,0.36,0.35,0.36,0.38,0.5,0.41,0.36,0.42,0.48,0.44,0.4,0.51,0.42,0.36,0.46,0.36,0.4,0.43,0.45,0.4,0.44,0.43,0.36,0.35,0.46,0.37,0.45,0.37,0.26,0.38,0.28,0.32,0.26,0.35,0.45,0.39,0.49,0.45,0.0,0.42,0.39,0.39,0.38,0.34,0.28,0.43,0.51,0.28,0.3,0.0,0.39,0.25,0.0,0.34,0.37,0.51,0.47,0.37,0.27,0.37,0.0,0.37,0.0,0.0,0.33,0.35,0.0,0.33,0.34,0.25,0.36,0.4,0.45,0.4,0.37,0.32,0.0,0.0,0.0,0.0,0.3,0.25,0.0,0.54,0.38,0.32,0.0,0.35,0.36,0.28,0.27,0.0,0.42,0.29,0.35,0.0,0.27,0.0,0.49,0.33,0.31,0.56,0.34,0.37,0.38,0.52,0.32,0.46,0.4,0.34,0.37,0.28,0.32,0.34,0.32,0.46,0.39,0.0,0.48,0.37,0.33,0.45,0.27,0.47,0.33,0.31,0.38,0.0,0.0,0.35,0.0,0.0,0.0,0.39,0.4,0.3,0.27,0.0,0.26,0.29,0.0,0.38,0.0,0.31,0.28,0.34,0.0,0.3,0.0,0.0,0.27,0.0,0.0,0.27,0.27,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.47,0.0,0.32,0.51,0.46,0.46,0.4,0.27,0.39,0.37,0.38,0.43,0.36,0.39,0.38,0.36,0.41,0.42,0.36,0.37,0.38,0.41,0.38,0.29,0.27,0.33,0.31,0.0,0.3,0.25,0.27,0.29,0.0,0.28,0.26,0.0,0.27,0.29,0.26,0.28,0.0,0.25,0.0,0.25,0.26,0.29,0.0,0.26,0.26,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.72
09/07/2021,0.75,0.46,0.33,0.43,0.44,0.5,0.3,0.35,0.43,0.44,0.38,0.43,0.41,0.43,0.44,0.0,0.34,0.31,0.47,0.57,0.44,0.32,0.43,0.4,0.37,0.33,0.42,0.4,0.51,0.0,0.46,0.36,0.36,0.36,0.38,0.5,0.41,0.36,0.41,0.48,0.44,0.4,0.51,0.42,0.36,0.45,0.36,0.39,0.43,0.44,0.4,0.43,0.43,0.36,0.35,0.45,0.37,0.45,0.37,0.26,0.38,0.27,0.32,0.27,0.34,0.45,0.39,0.5,0.46,0.0,0.42,0.39,0.39,0.38,0.33,0.28,0.42,0.52,0.28,0.29,0.0,0.38,0.25,0.0,0.34,0.37,0.5,0.46,0.38,0.27,0.37,0.0,0.37,0.0,0.0,0.33,0.35,0.0,0.33,0.35,0.0,0.36,0.4,0.45,0.4,0.37,0.32,0.0,0.0,0.0,0.0,0.3,0.25,0.0,0.55,0.38,0.31,0.25,0.35,0.36,0.28,0.26,0.0,0.42,0.29,0.35,0.0,0.27,0.0,0.49,0.33,0.3,0.56,0.34,0.37,0.37,0.53,0.32,0.46,0.39,0.33,0.37,0.27,0.32,0.34,0.32,0.46,0.39,0.0,0.48,0.36,0.33,0.45,0.27,0.48,0.33,0.3,0.37,0.0,0.0,0.35,0.25,0.0,0.0,0.39,0.39,0.3,0.27,0.0,0.26,0.29,0.0,0.38,0.25,0.31,0.28,0.34,0.0,0.3,0.0,0.0,0.27,0.0,0.0,0.27,0.27,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.48,0.0,0.31,0.52,0.46,0.47,0.39,0.26,0.39,0.37,0.38,0.44,0.36,0.39,0.38,0.37,0.41,0.42,0.37,0.37,0.38,0.42,0.37,0.29,0.28,0.34,0.31,0.0,0.29,0.0,0.27,0.29,0.0,0.28,0.26,0.0,0.26,0.28,0.27,0.28,0.0,0.25,0.0,0.25,0.0,0.3,0.0,0.26,0.26,0.0,0.25,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.62
09/08/2021,0.75,0.46,0.33,0.43,0.44,0.5,0.3,0.35,0.43,0.44,0.38,0.43,0.41,0.43,0.44,0.0,0.34,0.31,0.47,0.57,0.44,0.32,0.43,0.4,0.37,0.33,0.42,0.4,0.51,0.0,0.46,0.36,0.36,0.36,0.38,0.5,0.41,0.36,0.41,0.48,0.44,0.4,0.51,0.42,0.36,0.45,0.36,0.39,0.43,0.44,0.4,0.43,0.43,0.36,0.35,0.45,0.37,0.45,0.37,0.26,0.38,0.27,0.32,0.27,0.34,0.45,0.39,0.5,0.46,0.0,0.42,0.39,0.39,0.38,0.33,0.28,0.42,0.52,0.28,0.29,0.0,0.38,0.25,0.0,0.34,0.37,0.5,0.46,0.38,0.27,0.37,0.0,0.37,0.0,0.0,0.33,0.35,0.0,0.33,0.35,0.0,0.36,0.4,0.45,0.4,0.37,0.32,0.0,0.0,0.0,0.0,0.3,0.25,0.0,0.55,0.38,0.31,0.25,0.35,0.36,0.28,0.26,0.0,0.42,0.29,0.35,0.0,0.27,0.0,0.49,0.33,0.3,0.56,0.34,0.37,0.37,0.53,0.32,0.46,0.39,0.33,0.37,0.27,0.32,0.34,0.32,0.46,0.39,0.0,0.48,0.36,0.33,0.45,0.27,0.48,0.33,0.3,0.37,0.0,0.0,0.35,0.25,0.0,0.0,0.39,0.39,0.3,0.27,0.0,0.26,0.29,0.0,0.38,0.25,0.31,0.28,0.34,0.0,0.3,0.0,0.0,0.27,0.0,0.0,0.27,0.27,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.48,0.0,0.31,0.52,0.46,0.47,0.39,0.26,0.39,0.37,0.38,0.44,0.36,0.39,0.38,0.37,0.41,0.42,0.37,0.37,0.38,0.42,0.37,0.29,0.28,0.34,0.31,0.0,0.29,0.0,0.27,0.29,0.0,0.28,0.26,0.0,0.26,0.28,0.27,0.28,0.0,0.25,0.0,0.25,0.0,0.3,0.0,0.26,0.26,0.0,0.25,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.62
09/09/2021,0.75,0.46,0.33,0.43,0.44,0.5,0.3,0.35,0.43,0.44,0.38,0.43,0.41,0.43,0.44,0.0,0.34,0.31,0.47,0.57,0.44,0.32,0.43,0.4,0.37,0.33,0.42,0.4,0.51,0.0,0.47,0.36,0.36,0.36,0.38,0.5,0.41,0.36,0.41,0.48,0.44,0.4,0.51,0.42,0.36,0.45,0.36,0.39,0.43,0.44,0.4,0.43,0.43,0.36,0.35,0.45,0.37,0.45,0.37,0.26,0.38,0.27,0.32,0.27,0.34,0.45,0.39,0.5,0.46,0.0,0.42,0.39,0.39,0.39,0.34,0.28,0.42,0.52,0.28,0.29,0.0,0.38,0.0,0.0,0.34,0.37,0.5,0.46,0.38,0.27,0.37,0.0,0.37,0.0,0.0,0.33,0.35,0.0,0.33,0.35,0.25,0.36,0.4,0.45,0.4,0.37,0.32,0.0,0.0,0.0,0.0,0.3,0.25,0.0,0.55,0.38,0.31,0.0,0.35,0.36,0.28,0.26,0.0,0.42,0.29,0.35,0.0,0.27,0.0,0.49,0.33,0.3,0.56,0.34,0.37,0.37,0.53,0.32,0.46,0.39,0.33,0.37,0.27,0.32,0.34,0.32,0.46,0.39,0.0,0.48,0.36,0.33,0.45,0.27,0.48,0.34,0.3,0.37,0.0,0.0,0.35,0.0,0.0,0.0,0.39,0.39,0.3,0.27,0.0,0.26,0.29,0.0,0.38,0.0,0.31,0.28,0.34,0.0,0.3,0.0,0.0,0.28,0.0,0.0,0.27,0.27,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.48,0.0,0.32,0.52,0.46,0.47,0.39,0.26,0.39,0.37,0.38,0.44,0.36,0.39,0.38,0.37,0.41,0.42,0.37,0.37,0.38,0.42,0.37,0.29,0.28,0.34,0.31,0.25,0.3,0.25,0.27,0.29,0.0,0.28,0.26,0.0,0.26,0.28,0.27,0.28,0.0,0.25,0.0,0.25,0.25,0.3,0.0,0.26,0.26,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.68
09/10/2021,0.79,0.46,0.32,0.43,0.44,0.54,0.3,0.35,0.43,0.44,0.37,0.43,0.41,0.45,0.43,0.0,0.34,0.32,0.47,0.56,0.44,0.32,0.43,0.39,0.36,0.34,0.42,0.4,0.5,0.0,0.48,0.35,0.36,0.36,0.38,0.5,0.41,0.37,0.41,0.48,0.44,0.41,0.52,0.42,0.35,0.45,0.36,0.39,0.43,0.44,0.4,0.43,0.43,0.36,0.35,0.45,0.36,0.45,0.37,0.26,0.37,0.28,0.32,0.27,0.35,0.45,0.39,0.5,0.45,0.0,0.42,0.39,0.39,0.39,0.33,0.28,0.43,0.53,0.27,0.3,0.0,0.39,0.0,0.0,0.34,0.37,0.51,0.46,0.38,0.27,0.36,0.0,0.37,0.0,0.0,0.33,0.35,0.0,0.33,0.35,0.25,0.35,0.41,0.44,0.41,0.37,0.32,0.0,0.0,0.0,0.0,0.3,0.0,0.25,0.55,0.38,0.31,0.0,0.35,0.35,0.28,0.26,0.0,0.42,0.29,0.35,0.0,0.27,0.0,0.49,0.33,0.3,0.56,0.34,0.37,0.37,0.52,0.32,0.47,0.39,0.33,0.37,0.27,0.32,0.34,0.32,0.45,0.38,0.0,0.5,0.36,0.33,0.44,0.27,0.48,0.34,0.32,0.37,0.0,0.0,0.35,0.25,0.0,0.0,0.4,0.39,0.3,0.27,0.0,0.26,0.29,0.0,0.38,0.0,0.31,0.28,0.35,0.0,0.3,0.0,0.0,0.27,0.0,0.0,0.27,0.27,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.48,0.0,0.3,0.52,0.46,0.46,0.39,0.27,0.39,0.37,0.39,0.44,0.36,0.39,0.37,0.37,0.41,0.42,0.36,0.38,0.38,0.42,0.38,0.29,0.28,0.33,0.31,0.25,0.28,0.25,0.27,0.29,0.0,0.28,0.26,0.0,0.26,0.28,0.27,0.28,0.0,0.25,0.0,0.0,0.25,0.3,0.0,0.26,0.26,0.26,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.74
09/13/2021,0.83,0.47,0.3,0.43,0.43,0.52,0.29,0.34,0.43,0.44,0.37,0.44,0.41,0.45,0.41,0.0,0.35,0.32,0.47,0.56,0.44,0.32,0.43,0.39,0.36,0.33,0.42,0.4,0.5,0.0,0.47,0.35,0.37,0.36,0.39,0.51,0.41,0.37,0.41,0.49,0.44,0.41,0.51,0.42,0.36,0.45,0.36,0.4,0.43,0.43,0.4,0.43,0.43,0.37,0.35,0.43,0.36,0.44,0.38,0.26,0.37,0.27,0.33,0.27,0.35,0.46,0.39,0.5,0.47,0.0,0.42,0.38,0.39,0.39,0.33,0.28,0.43,0.52,0.27,0.29,0.0,0.39,0.0,0.0,0.34,0.37,0.5,0.47,0.39,0.27,0.36,0.0,0.37,0.0,0.0,0.34,0.35,0.0,0.33,0.36,0.25,0.35,0.41,0.45,0.4,0.35,0.31,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.56,0.37,0.32,0.25,0.35,0.36,0.28,0.26,0.0,0.42,0.29,0.35,0.0,0.27,0.0,0.49,0.33,0.31,0.57,0.35,0.37,0.38,0.53,0.33,0.46,0.38,0.33,0.37,0.28,0.32,0.34,0.33,0.45,0.38,0.0,0.5,0.36,0.33,0.43,0.28,0.48,0.34,0.32,0.38,0.0,0.0,0.36,0.25,0.0,0.0,0.39,0.37,0.3,0.27,0.0,0.26,0.29,0.0,0.38,0.0,0.31,0.28,0.35,0.0,0.31,0.0,0.0,0.26,0.0,0.0,0.27,0.28,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.47,0.0,0.32,0.52,0.46,0.45,0.39,0.27,0.39,0.37,0.39,0.44,0.35,0.4,0.38,0.37,0.41,0.42,0.34,0.38,0.36,0.41,0.38,0.3,0.28,0.33,0.31,0.27,0.29,0.25,0.27,0.29,0.0,0.28,0.27,0.0,0.26,0.28,0.27,0.27,0.0,0.25,0.0,0.25,0.25,0.29,0.0,0.26,0.25,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.75999999999999
09/14/2021,0.82,0.47,0.3,0.43,0.44,0.49,0.28,0.34,0.43,0.43,0.38,0.44,0.41,0.46,0.41,0.0,0.35,0.31,0.47,0.56,0.43,0.31,0.43,0.4,0.36,0.34,0.42,0.38,0.5,0.0,0.47,0.35,0.38,0.36,0.39,0.51,0.41,0.37,0.38,0.48,0.44,0.41,0.51,0.43,0.35,0.45,0.36,0.4,0.43,0.43,0.4,0.44,0.43,0.36,0.36,0.43,0.36,0.44,0.38,0.26,0.37,0.27,0.33,0.27,0.35,0.45,0.37,0.5,0.46,0.0,0.42,0.38,0.39,0.4,0.33,0.28,0.42,0.52,0.27,0.29,0.0,0.39,0.25,0.0,0.34,0.37,0.5,0.48,0.39,0.27,0.36,0.0,0.37,0.0,0.0,0.34,0.36,0.0,0.33,0.36,0.0,0.35,0.41,0.45,0.4,0.35,0.32,0.0,0.0,0.0,0.0,0.3,0.25,0.0,0.56,0.37,0.32,0.25,0.35,0.35,0.28,0.25,0.0,0.42,0.29,0.35,0.0,0.27,0.0,0.49,0.33,0.3,0.57,0.35,0.37,0.37,0.53,0.33,0.46,0.39,0.33,0.37,0.28,0.32,0.34,0.32,0.46,0.38,0.0,0.51,0.36,0.33,0.42,0.28,0.48,0.34,0.32,0.38,0.0,0.0,0.36,0.26,0.0,0.0,0.39,0.37,0.3,0.26,0.0,0.25,0.29,0.0,0.38,0.25,0.31,0.26,0.35,0.0,0.3,0.0,0.0,0.26,0.0,0.0,0.27,0.28,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.48,0.0,0.31,0.52,0.46,0.45,0.39,0.26,0.39,0.37,0.4,0.44,0.35,0.4,0.38,0.38,0.41,0.42,0.34,0.38,0.36,0.42,0.38,0.3,0.28,0.32,0.32,0.27,0.29,0.0,0.27,0.29,0.0,0.28,0.27,0.0,0.26,0.28,0.27,0.28,0.0,0.25,0.0,0.25,0.0,0.29,0.0,0.26,0.0,0.0,0.25,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.67
09/15/2021,0.82,0.47,0.3,0.43,0.44,0.49,0.28,0.34,0.43,0.43,0.38,0.44,0.41,0.46,0.41,0.0,0.35,0.31,0.47,0.56,0.43,0.31,0.43,0.4,0.36,0.34,0.42,0.38,0.5,0.0,0.47,0.35,0.38,0.36,0.39,0.51,0.41,0.37,0.38,0.48,0.44,0.41,0.51,0.43,0.35,0.45,0.36,0.4,0.43,0.43,0.4,0.44,0.43,0.36,0.36,0.43,0.36,0.44,0.38,0.26,0.37,0.27,0.33,0.27,0.35,0.45,0.37,0.5,0.46,0.0,0.42,0.38,0.39,0.4,0.33,0.28,0.42,0.52,0.27,0.29,0.0,0.39,0.25,0.0,0.34,0.37,0.5,0.48,0.39,0.27,0.36,0.0,0.37,0.0,0.0,0.34,0.36,0.0,0.33,0.36,0.0,0.35,0.41,0.45,0.4,0.35,0.32,0.0,0.0,0.0,0.0,0.3,0.25,0.0,0.56,0.37,0.32,0.25,0.35,0.35,0.28,0.25,0.0,0.42,0.29,0.35,0.0,0.27,0.0,0.49,0.33,0.3,0.57,0.35,0.37,0.37,0.53,0.33,0.46,0.39,0.33,0.37,0.28,0.32,0.34,0.32,0.46,0.38,0.0,0.51,0.36,0.33,0.42,0.28,0.48,0.34,0.32,0.38,0.0,0.0,0.36,0.26,0.0,0.0,0.39,0.37,0.3,0.26,0.0,0.25,0.29,0.0,0.38,0.25,0.31,0.26,0.35,0.0,0.3,0.0,0.0,0.26,0.0,0.0,0.27,0.28,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.48,0.0,0.31,0.52,0.46,0.45,0.39,0.26,0.39,0.37,0.4,0.44,0.35,0.4,0.38,0.38,0.41,0.42,0.34,0.38,0.36,0.42,0.38,0.3,0.28,0.32,0.32,0.27,0.29,0.0,0.27,0.29,0.0,0.28,0.27,0.0,0.26,0.28,0.27,0.28,0.0,0.25,0.0,0.25,0.0,0.29,0.0,0.26,0.0,0.0,0.25,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.67
09/16/2021,0.77,0.45,0.3,0.44,0.45,0.47,0.3,0.37,0.44,0.44,0.38,0.46,0.43,0.47,0.42,0.0,0.35,0.3,0.46,0.54,0.44,0.32,0.43,0.4,0.36,0.35,0.43,0.41,0.49,0.0,0.45,0.35,0.37,0.37,0.39,0.5,0.41,0.36,0.39,0.49,0.44,0.42,0.5,0.43,0.35,0.45,0.37,0.41,0.44,0.42,0.41,0.44,0.44,0.36,0.37,0.43,0.37,0.45,0.38,0.26,0.37,0.27,0.33,0.27,0.35,0.45,0.38,0.5,0.46,0.0,0.42,0.38,0.4,0.38,0.34,0.28,0.43,0.51,0.26,0.3,0.0,0.39,0.26,0.0,0.34,0.37,0.49,0.49,0.39,0.28,0.36,0.0,0.38,0.0,0.0,0.35,0.35,0.0,0.33,0.36,0.25,0.35,0.42,0.45,0.39,0.35,0.32,0.0,0.0,0.0,0.0,0.29,0.25,0.0,0.55,0.38,0.31,0.25,0.36,0.35,0.28,0.25,0.0,0.42,0.29,0.35,0.0,0.27,0.0,0.5,0.35,0.32,0.57,0.36,0.37,0.37,0.52,0.33,0.45,0.4,0.34,0.37,0.27,0.33,0.35,0.33,0.46,0.38,0.0,0.51,0.36,0.33,0.42,0.28,0.48,0.33,0.33,0.38,0.0,0.0,0.36,0.26,0.0,0.0,0.39,0.38,0.3,0.27,0.0,0.0,0.29,0.0,0.38,0.0,0.31,0.27,0.35,0.0,0.3,0.0,0.0,0.27,0.0,0.0,0.27,0.27,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.48,0.0,0.31,0.5,0.45,0.44,0.39,0.25,0.39,0.36,0.39,0.42,0.35,0.39,0.38,0.37,0.4,0.41,0.33,0.38,0.36,0.41,0.38,0.29,0.28,0.32,0.31,0.27,0.28,0.26,0.27,0.29,0.0,0.28,0.27,0.0,0.27,0.28,0.27,0.27,0.0,0.26,0.0,0.25,0.0,0.29,0.0,0.27,0.25,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.76
09/17/2021,0.79,0.45,0.3,0.43,0.44,0.48,0.29,0.36,0.44,0.44,0.38,0.45,0.42,0.46,0.42,0.0,0.34,0.3,0.47,0.55,0.44,0.31,0.43,0.4,0.34,0.36,0.42,0.4,0.5,0.0,0.45,0.35,0.38,0.37,0.39,0.51,0.41,0.36,0.38,0.5,0.44,0.43,0.51,0.43,0.35,0.45,0.36,0.41,0.44,0.42,0.4,0.43,0.44,0.36,0.37,0.43,0.37,0.44,0.38,0.26,0.36,0.27,0.33,0.27,0.35,0.45,0.37,0.51,0.47,0.0,0.42,0.37,0.4,0.39,0.33,0.28,0.42,0.52,0.26,0.3,0.0,0.39,0.26,0.0,0.34,0.37,0.48,0.49,0.39,0.28,0.35,0.0,0.37,0.0,0.0,0.35,0.35,0.0,0.33,0.36,0.25,0.35,0.42,0.45,0.4,0.35,0.32,0.0,0.0,0.0,0.0,0.29,0.25,0.0,0.56,0.37,0.31,0.0,0.36,0.35,0.28,0.25,0.0,0.41,0.28,0.35,0.0,0.27,0.0,0.49,0.35,0.32,0.58,0.35,0.37,0.37,0.53,0.33,0.46,0.4,0.33,0.36,0.27,0.33,0.34,0.32,0.46,0.38,0.0,0.51,0.36,0.33,0.41,0.27,0.48,0.34,0.33,0.37,0.0,0.0,0.36,0.26,0.25,0.0,0.39,0.37,0.29,0.27,0.0,0.0,0.3,0.25,0.38,0.0,0.3,0.26,0.34,0.0,0.3,0.0,0.0,0.27,0.0,0.0,0.27,0.27,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.48,0.0,0.31,0.51,0.45,0.44,0.38,0.0,0.4,0.36,0.39,0.44,0.34,0.4,0.38,0.38,0.4,0.42,0.33,0.38,0.35,0.41,0.38,0.29,0.28,0.33,0.32,0.27,0.29,0.26,0.27,0.29,0.0,0.27,0.27,0.0,0.26,0.27,0.27,0.27,0.0,0.26,0.0,0.26,0.0,0.29,0.0,0.26,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.58
