,MARYLAND ST 5%,Us Dollar,NORTH CAROLINA TPK AUTH TRIANGLE EXPWY SYS REV 5%,CENTRAL PLAINS ENERGY PROJ NEB GAS SUPPLY REV 4%,TENNESSEE ENERGY ACQUISITION CORP GAS REV 4%,PATRIOTS ENERGY GROUP FING AGY S C GAS SUPPLY REV 4%,PEFA INC IOWA GAS PROJ REV 5%,GEORGIA ST 5%,CALIFORNIA ST 5%,METROPOLITAN TRANSN AUTH N Y REV 5%,LOWER ALA GAS DIST GAS PROJ REV 4%,ENERGY NORTHWEST WASH ELEC REV 5%,ILLINOIS ST 5%,NEW YORK ST DORM AUTH ST PERS INCOME TAX REV 5%,OHIO ST HOSP FAC REV 5%,LOS ANGELES CALIF UNI SCH DIST 5%,DELAWARE RIV PORT AUTH PA & NJ REV 5%,MINNESOTA ST 5%,NEW MEXICO MUN ENERGY ACQUISITION AUTH GAS SUPPLY REV 5%,BALTIMORE CNTY MD CTFS PARTN 5%,CALIFORNIA ST PUB WKS BRD LEASE REV 5%,CALIFORNIA HEALTH FACS FING AUTH REV 5%,TUSCALOOSA ALA CITY BRD ED SCH TAX WTS 5%,MICHIGAN ST 5%,GEORGIA ST 5%,CONNECTICUT ST 5%,MASSACHUSETTS ST DEV FIN AGY REV 5%,WISCONSIN ST 5%,KENTUCKY INC KY PUB ENERGY AUTH GAS SUPLLY REV 4%,METROPOLITAN COUNCIL MINN MINNEAPOLIS-ST PAUL MET AREA 5%,JACKSONVILLE FLA SPL REV 5%,KENTUCKY INC KY PUB ENERGY AUTH GAS SUPLLY REV 4%,UNIVERSITY HOUSTON TEX UNIV REVS 5%,NEW JERSEY ST EDL FACS AUTH REV 5%,CONNECTICUT ST HEALTH & EDL FACS AUTH REV 5%,NEW YORK ST DORM AUTH ST PERS INCOME TAX REV 5%,DOUGLAS CNTY COLO SCH DIST NO RE-1 DOUGLAS & ELBERT CNTYS 5%,NEW YORK ST DORM AUTH ST PERS INCOME TAX REV 5%,KENTUCKY INC KY PUB ENERGY AUTH GAS SUPLLY REV 4%,CALIFORNIA ST 5%,NORTH CAROLINA ST 5%,UTAH CNTY UTAH HOSP REV 5%,CENTRAL UTAH WTR CONSERVANCY DIST WTR REV 5%,CALIFORNIA ST 5%,WASHINGTON ST HEALTH CARE FACS AUTH REV 5%,CALIFORNIA ST 3%,MAIN STR NAT GAS INC GA GAS SUPPLY REV 4%,NEW YORK N Y 5%,CALIFORNIA ST 5%,NORTHERN CALIF ENERGY AUTH COMMODITY SUPPLY REV 4%,ST LOUIS MO ARPT REV 5%,GOLDEN ST TOB SECURITIZATION CORP CALIF TOB SETTLEMENT REV 5%,OHIO ST 5%,NEW YORK ST DORM AUTH ST PERS INCOME TAX REV 5%,RHODE IS ST HEALTH & EDL BLDG CORP REV 5%,BRAZOSPORT TEX INDPT SCH DIST 5%,MASSACHUSETTS ST DEV FIN AGY REV 5%,NEW YORK N Y CITY TRANSITIONAL FIN AUTH REV 5%,METROPOLITAN TRANSN AUTH N Y REV 5%,TENNERGY CORP TENN GAS REV 5%,DELAWARE ST ECONOMIC DEV AUTH REV 1.05%,CENTRAL PLAINS ENERGY PROJ NEB GAS SUPPLY REV 2.5%,NEW JERSEY SPORTS & EXPOSITION AUTH ST CONTRACT 5%,MOBILE ALA INDL DEV BRD POLLUTN CTL REV 1%,TUSCALOOSA ALA CITY BRD ED SCH TAX WTS 5%,NEW JERSEY ST TRANSN TR FD AUTH 5%,NEW YORK N Y 5%,CALIFORNIA ST 5%,MASSACHUSETTS ST 5%,LOS ANGELES CALIF UNI SCH DIST 5%,AUSTIN TEX ELEC UTIL SYS REV 5%,NEW YORK ST DORM AUTH ST PERS INCOME TAX REV 5%,UNIVERSITY WASH UNIV REVS 5%,ILLINOIS ST 5%,DISTRICT COLUMBIA INCOME TAX REV 5%,SAN FRANCISCO CALIF CITY & CNTY PUB UTILS COMMN WASTEWATER REV 2.12%,BLACK BELT ENERGY GAS DIST ALA GAS PREPAY REV 5%,AUSTIN TEX WTR & WASTEWATER SYS REV 5%,MASSACHUSETTS ST FED HWY 5%,COMAL TEX INDPT SCH DIST 5%,NEW YORK N Y CITY INDL DEV AGY REV 5%,NEW YORK ST DORM AUTH SALES TAX REV ST SUPPORTED DEBT 5%,MILWAUKEE WIS 5%,WASHINGTON ST 5%,GEORGIA ST 5%,NEW YORK N Y 5%,NEW YORK ST DORM AUTH REVS NON ST SUPPORTED DEBT 5%,LOS ANGELES CALIF UNI SCH DIST 5%,NEW YORK ST URBAN DEV CORP REV 5%,MILWAUKEE WIS 4%,METROPOLITAN TRANSN AUTH N Y REV 5%,MARICOPA CNTY ARIZ INDL DEV AUTH REV 5%,NEW JERSEY ST 5%,MASSACHUSETTS ST 3%,MARYLAND ST 5%,MARYLAND ST TRANSN AUTH TRANSN FACS PRJS REV 5%,BEXAR CNTY TEX HOSP DIST 5%,SOUTHERN CALIF PUB PWR AUTH REV 5%,FAIRFAX CNTY VA 4%,MIAMI BEACH FLA REDEV AGY TAX INCREMENT REV 5%,CALIFORNIA ST PUB WKS BRD LEASE REV 5%,NEW YORK N Y CITY MUN WTR FIN AUTH WTR & SWR SYS REV 5%,PHILADELPHIA PA SCH DIST 5%,SAN ANTONIO TEX ELEC & GAS REV 5%,NEW JERSEY ST 5%,NEW YORK ST HSG FIN AGY REV 1.75%,FLORIDA ST BRD ED LOTTERY REV 5%,MARYLAND ST DEPT TRANSN CONS TRANSN 5%,MICHIGAN ST 5%,LEHIGH CNTY PA GEN PURP HOSP REV 5%,SAN FRANCISCO CALIF CITY & CNTY PUB UTILS COMMN WTR REV 5%,OHIO ST 5%,NEW YORK N Y 5%,HOUSTON TEX INDPT SCH DIST 5%,ILLINOIS FIN AUTH REV 5%,ROUND ROCK TEX INDPT SCH DIST 5%,CHICAGO ILL O HARE INTL ARPT REV 5%,CALIFORNIA ST 4%,KING CNTY WASH SWR REV 5%,PENNSYLVANIA ST 5%,INDIANA FIN AUTH HWY REV 5%,UNIVERSITY CONN 5%,LOUISIANA ST CITIZENS PPTY INS CORP ASSMT REV 5%,METROPOLITAN GOVT NASHVILLE & DAVIDSON CNTY TENN 5%,GAINESVILLE FLA UTILS SYS REV 5%,DENVER COLO CITY & CNTY ARPT REV 5%,MARYLAND ST 5%,NORTH CAROLINA ST 5%,VIRGINIA COMMLTH TRANSN BRD FED TRANSN GRNT ANTIC REV 5%,PENNSYLVANIA ST 5%,OHIO ST HIGHER EDL FAC COMMN REV 5%,CALIFORNIA ST DEPT WTR RES CENT VY PROJ REV 5%,MASSACHUSETTS ST DEV FIN AGY REV 5%,AUSTIN TEX INDPT SCH DIST 5%,METROPOLITAN TRANSN AUTH N Y REV 5%,DELAWARE TRANSN AUTH TRANSN SYS REV 5%,UTAH ST 5%,LOS ANGELES CALIF DEPT ARPTS REV 5%,CHICAGO ILL 5%,NEW JERSEY HEALTH CARE FACS FING AUTH ST CONTRACT 5%,MARYLAND ST STAD AUTH REV 5%,RICHLAND CNTY S C 5%,LOS ANGELES CALIF DEPT WTR & PWR REV 5%,PORTLAND ORE SWR SYS REV 5%,MILWAUKEE WIS 5%,SALT RIV PROJ AGRIC IMPT & PWR DIST ARIZ ELEC SYS REV 5%,NEW YORK ST DORM AUTH SALES TAX REV ST SUPPORTED DEBT 5%,COLORADO SPRINGS COLO UTILS REV 5%,CHICAGO ILL O HARE INTL ARPT REV 5%,CLARK CNTY WASH PUB UTIL DIST NO 001 ELEC REV 5%,CALIFORNIA ST 5%,MISSOURI ST HWYS & TRANS COMMN ST RD REV 5%,HAMILTON CNTY OHIO SALES TAX 5%,PORT HOUSTON AUTH TEX HARRIS CNTY 5%,TENNESSEE ENERGY ACQUISITION CORP GAS REV 4%,COLORADO HEALTH FACS AUTH REV 5%,MARYLAND ST 5%,MARYLAND ST 5%,OYSTER BAY N Y 3.25%,INDIANAPOLIS IND WTR SYS REV 5%,TEXAS ST 5%,SAN ANTONIO TEX 5%,MISSOURI ST ENVIRONMENTAL IMPT & ENERGY RES AUTH WTR POLLUTN CTL & DRINKING,DISTRICT COLUMBIA 5%,MULTNOMAH CNTY ORE SCH DIST NO 1J PORTLAND 5%,COLORADO HEALTH FACS AUTH REV 5%,CHARLESTON CNTY S C 5%,LOUISIANA PUB FACS AUTH REV 5%,NEW YORK ST URBAN DEV CORP REV 5%,NEW YORK ST DORM AUTH REVS NON ST SUPPORTED DEBT 5%,CALIFORNIA ST 5%,MINNEAPOLIS & ST PAUL MINN MET ARPTS COMMN ARPT REV 5%,ATLANTA GA WTR & WASTEWTR REV 5%,FAIRFAX CNTY VA 4%,PORT HOUSTON AUTH TEX HARRIS CNTY 5%,HARRIS CNTY TEX CULTURAL ED FACS FIN CORP REV 5%,MADISON WIS 4%,AMERICAN MUN PWR OHIO INC REV 5%,ILLINOIS FIN AUTH REV 5%,SACRAMENTO CALIF MUN UTIL DIST ELEC REV 5%,INDIANA ST FIN AUTH REV 5%,REGIONAL TRANSN AUTH ILL 5%,HAYS TEX CONS INDPT SCH DIST 3%,NEW JERSEY ST HIGHER ED ASSISTANCE AUTH STUD LN 5%,HOUSTON TEX INDPT SCH DIST 5%,OHIO ST TPK COMMN TPK REV 5%,METROPOLITAN TRANSN AUTH N Y REV 5%,CENTRAL PLAINS ENERGY PROJ NEB GAS PROJ REV 5%,ILLINOIS ST 5%,CALIFORNIA ST 5%,UTAH ST 5%,MONTGOMERY CNTY PA HIGHER ED & HEALTH AUTH REV 5%,ARIZONA ST LOTTERY REV 5%,HOUSTON TEX ARPT SYS REV 5%,OYSTER BAY N Y 4%,KENTUCKY INC KY PUB ENERGY AUTH GAS SUPLLY REV 4%,MASSACHUSETTS ST DEV FIN AGY REV 5%,MARYLAND ST DEPT TRANSN CONS TRANSN 5%,NEW MEXICO ST SEVERANCE TAX 4%,UNIVERSITY MICH UNIV REVS 5%,SUM
07/09/2021,1.02,0.82,0.78,0.75,0.66,0.63,0.6,0.59,0.59,0.57,0.56,0.54,0.52,0.51,0.51,0.49,0.46,0.45,0.45,0.45,0.44,0.43,0.43,0.42,0.42,0.42,0.41,0.41,0.41,0.41,0.4,0.4,0.4,0.39,0.39,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.3,0.3,0.3,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,59.7
