,CM.TO,6.HK,2.HK,SCMN.SW,688208.SS,FTS.TO,3.HK,EMA.TO,L.TO,MRU.TO,H.TO,WCN.TO,NA.TO,SGSN.SW,GEBN.SW,BARN.SW,RMS.PA,O39.SI,U11.SI,POW.TO,GIVN.SW,AI.PA,EMSN.SW,GWO.TO,LISP.SW,66.HK,WKL.AS,688208.SS.1,INVE B.ST,JMT.LS,ASX.AX,ABBN.SW,LEG.DE,SY1.DE,4901.T,8001.T,KNIN.SW,TRN.MI,9434.T,IFC.TO,SRG.MI,1038.HK,GBLB.BR,PGHN.SW,WES.AX,BEI.DE,AQN.TO,SOF.BR,DPW.DE,SIKA.SW,8058.T,12.HK,IBE.MC,SCHP.SW,KESKOB.HE,OTEX.TO,LUND B.ST,D05.SI,SPX.L,CBA.AX,ORK.OL,4503.T,AKZA.AS,BXB.AX,NZYM B.CO,4151.T,LR.PA,DSM.AS,9432.T,ENB.TO,CRDA.L,83.HK,DWNI.DE,TLS.AX,KNEBV.HE,CP.TO,ICA.ST,ESSITY B.ST,DOL.TO,Z74.SI,BNZL.L,11.HK,DSV.CO,ATD/A.NE,REC.MI,SAP.TO,ELE.MC,BVI.PA,SHL.AX,KRZ.IR,HLMA.L,COL.AX,4578.T,CNR.TO,8725.T,INDUC.ST,16.HK,ADM.L,AHT.L,HOLN.SW,FERG.L,8630.T,ML.PA,ZAL.DE,TRYG.CO,8411.T,GIB.A.TO,9433.T,6702.T,DSY.PA,G.MI,1113.HK,VNA.DE,TRP.TO,FME.DE,6971.T,BOL.PA,4543.T,SOON.SW,WSP.TO,NDA SE.ST,COLO B.CO,POLI.TA,STMN.SW,SU.PA,SLHN.SW,7182.T,FORTUM.HE,6501.T,RITN.,FBK.MI,WOW.AX,4452.T,4507.T,HEXA B.ST,8316.T,VIE.PA,EVK.DE,6869.T,DB1.DE,TEL.OL,9735.T,035720.KS,NIBE B.ST,YAR.OL,BNR.DE,TEP.PA,CCL/A.NE,6201.T,6503.T,1928.T,17.HK,SEB A.ST,AMUN.PA,UPM.HE,3382.T,INW.MI,ALFA.ST,017670.KS,SWED A.ST,AFX.DE,CHR.CO,EDEN.PA,VER.VI,PST.MI,8113.T,6273.T,9843.T,CA.PA,SHB A.ST,RTO.L,SK3.IR,NN.AS,6178.T,CSL.AX,7741.T,SCA B.ST,ASSA B.ST,WBC.AX,NTR.TO,051900.KS,NEXI.MI,GMAB.CO,CSU.TO,SSE.L,4684.T,PUM.DE,9983.T,8309.T,MONC.MI,8015.T,1.HK,NICE.TA,SKA B.ST,4063.T,055550.KS,688208.SS.2,PHNX.L,ATCO A.ST,ISP.MI,EOAN.DE,ATD.B.TO,DASTF,CFR.SW,CCL.B.TO,FFH.TO,4528.T,NAB.AX,n/a,ATD.A.NE,6645.T,8766.T,EBS.VI,6861.T,8750.T,CCL.A.NE,9613.T,SUN.AX,III.L,4307.T,1925.T,HNR1.DE,GJF.OL,ASML.AS,6981.T,8591.T,BAER.SW,EN.PA,DNB.OL,6502.T,TLX.DE,7532.T,7309.T,MB.MI,SUM
07/09/2021,0.55,0.54,0.53,0.53,0.52,0.51,0.5,0.49,0.47,0.46,0.46,0.46,0.43,0.43,0.43,0.43,0.41,0.41,0.41,0.4,0.4,0.39,0.39,0.38,0.38,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.33
08/31/2021,0.55,0.54,0.53,0.53,0.0,0.51,0.5,0.49,0.47,0.46,0.46,0.46,0.43,0.43,0.43,0.42,0.42,0.42,0.41,0.4,0.4,0.39,0.39,0.38,0.37,0.38,0.37,0.0,0.36,0.35,0.37,0.36,0.35,0.36,0.36,0.35,0.35,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.32,0.31,0.31,0.31,0.0,0.31,0.31,0.3,0.31,0.31,0.31,0.3,0.31,0.31,0.3,0.29,0.3,0.31,0.3,0.3,0.3,0.3,0.29,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.3,0.3,0.29,0.29,0.3,0.29,0.29,0.3,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.0,0.28,0.29,0.28,0.28,0.28,0.28,0.27,0.28,0.28,0.28,0.27,0.28,0.29,0.28,0.27,0.28,0.27,0.0,0.27,0.28,0.27,0.28,0.27,0.27,0.27,0.28,0.27,0.26,0.27,0.27,0.27,0.26,0.26,0.26,0.27,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.0,0.25,0.25,0.25,0.0,0.25,0.25,0.25,0.37,0.3,0.29,0.28,0.27,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.03999999999999
09/01/2021,0.55,0.54,0.53,0.53,0.0,0.51,0.5,0.49,0.47,0.46,0.46,0.46,0.43,0.43,0.43,0.42,0.42,0.42,0.41,0.4,0.4,0.39,0.39,0.38,0.37,0.38,0.37,0.0,0.36,0.35,0.37,0.36,0.35,0.36,0.36,0.35,0.35,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.32,0.31,0.31,0.31,0.0,0.31,0.31,0.3,0.31,0.31,0.31,0.3,0.31,0.31,0.3,0.29,0.3,0.31,0.3,0.3,0.3,0.3,0.29,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.3,0.3,0.29,0.29,0.3,0.29,0.29,0.3,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.0,0.28,0.29,0.28,0.28,0.28,0.28,0.27,0.28,0.28,0.28,0.27,0.28,0.29,0.28,0.27,0.28,0.27,0.0,0.27,0.28,0.27,0.28,0.27,0.27,0.27,0.28,0.27,0.26,0.27,0.27,0.27,0.26,0.26,0.26,0.27,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.0,0.25,0.25,0.25,0.0,0.25,0.25,0.25,0.37,0.3,0.29,0.28,0.27,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.03999999999999
09/02/2021,0.55,0.54,0.53,0.53,0.0,0.51,0.5,0.49,0.47,0.46,0.46,0.46,0.43,0.43,0.43,0.42,0.42,0.42,0.41,0.4,0.4,0.39,0.39,0.38,0.37,0.38,0.37,0.0,0.36,0.35,0.37,0.36,0.35,0.36,0.36,0.35,0.35,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.32,0.31,0.31,0.31,0.0,0.31,0.31,0.3,0.31,0.31,0.31,0.3,0.31,0.31,0.3,0.29,0.3,0.31,0.3,0.3,0.3,0.3,0.29,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.3,0.3,0.29,0.29,0.3,0.29,0.29,0.3,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.0,0.28,0.29,0.28,0.28,0.28,0.28,0.27,0.28,0.28,0.28,0.27,0.28,0.29,0.28,0.27,0.28,0.27,0.0,0.27,0.28,0.27,0.28,0.27,0.27,0.27,0.28,0.27,0.26,0.27,0.27,0.27,0.26,0.26,0.26,0.27,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.0,0.25,0.25,0.25,0.0,0.25,0.25,0.25,0.37,0.3,0.29,0.28,0.27,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.03999999999999
10/15/2021,0.6,0.53,0.54,0.56,0.0,0.54,0.5,0.53,0.58,0.51,0.48,0.48,0.48,0.42,0.44,0.44,0.43,0.42,0.43,0.44,0.4,0.37,0.39,0.41,0.48,0.38,0.39,0.0,0.35,0.42,0.38,0.36,0.36,0.34,0.41,0.36,0.34,0.35,0.38,0.33,0.34,0.34,0.36,0.37,0.32,0.32,0.35,0.34,0.31,0.35,0.41,0.31,0.31,0.31,0.32,0.33,0.3,0.35,0.36,0.35,0.3,0.34,0.3,0.3,0.3,0.32,0.33,0.37,0.35,0.36,0.38,0.29,0.33,0.33,0.28,0.27,0.32,0.3,0.34,0.35,0.32,0.3,0.32,0.0,0.32,0.28,0.27,0.31,0.32,0.31,0.32,0.32,0.33,0.32,0.36,0.26,0.27,0.3,0.31,0.0,0.31,0.36,0.29,0.0,0.28,0.3,0.32,0.33,0.26,0.32,0.34,0.26,0.28,0.31,0.26,0.3,0.33,0.33,0.3,0.31,0.32,0.28,0.33,0.33,0.3,0.31,0.29,0.33,0.3,0.0,0.31,0.31,0.29,0.38,0.29,0.29,0.29,0.28,0.28,0.28,0.27,0.28,0.0,0.33,0.27,0.29,0.27,0.0,0.28,0.27,0.29,0.0,0.31,0.27,0.26,0.0,0.27,0.28,0.25,0.31,0.26,0.0,0.26,0.31,0.3,0.28,0.0,0.0,0.0,0.28,0.32,0.25,0.3,0.27,0.27,0.27,0.0,0.25,0.26,0.32,0.0,0.0,0.27,0.27,0.27,0.25,0.0,0.0,0.28,0.25,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.25,0.27,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.27,0.39,0.34,0.31,0.3,0.29,0.28,0.28,0.28,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.0,0.0,65.09
11/30/2021,0.56,0.53,0.53,0.54,0.0,0.53,0.5,0.51,0.54,0.49,0.46,0.46,0.45,0.41,0.43,0.43,0.41,0.41,0.42,0.42,0.4,0.37,0.38,0.39,0.46,0.37,0.4,0.0,0.34,0.39,0.37,0.36,0.35,0.34,0.44,0.36,0.36,0.35,0.38,0.32,0.34,0.34,0.35,0.37,0.32,0.32,0.34,0.32,0.32,0.34,0.4,0.28,0.28,0.3,0.32,0.32,0.29,0.34,0.36,0.34,0.3,0.32,0.3,0.3,0.3,0.35,0.33,0.36,0.35,0.34,0.37,0.28,0.33,0.33,0.28,0.26,0.32,0.3,0.33,0.35,0.32,0.28,0.32,0.0,0.32,0.28,0.26,0.31,0.32,0.3,0.32,0.31,0.33,0.32,0.36,0.26,0.26,0.3,0.31,0.25,0.3,0.35,0.29,0.0,0.28,0.3,0.31,0.34,0.27,0.33,0.32,0.26,0.28,0.29,0.26,0.31,0.32,0.36,0.3,0.28,0.34,0.28,0.31,0.32,0.31,0.3,0.3,0.32,0.31,0.0,0.3,0.29,0.29,0.39,0.3,0.29,0.28,0.27,0.29,0.26,0.28,0.28,0.0,0.34,0.26,0.28,0.27,0.0,0.29,0.28,0.28,0.0,0.3,0.26,0.26,0.27,0.27,0.28,0.27,0.3,0.27,0.0,0.26,0.29,0.28,0.3,0.0,0.26,0.0,0.27,0.31,0.26,0.29,0.27,0.26,0.29,0.0,0.25,0.26,0.29,0.0,0.0,0.28,0.26,0.26,0.26,0.0,0.0,0.28,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.25,0.26,0.39,0.34,0.0,0.25,0.27,0.0,0.26,0.26,0.0,0.0,0.34,0.29,0.27,0.29,0.28,0.0,0.27,0.25,0.26,0.27,0.26,0.26,0.0,0.27,0.3,0.25,0.25,0.27,0.0,0.0,0.0,0.0,0.25,0.25,64.35
12/01/2021,0.56,0.53,0.53,0.54,0.0,0.53,0.5,0.51,0.54,0.49,0.46,0.46,0.45,0.41,0.43,0.43,0.41,0.41,0.42,0.42,0.4,0.37,0.38,0.39,0.46,0.37,0.4,0.0,0.34,0.39,0.37,0.36,0.35,0.34,0.44,0.36,0.36,0.35,0.38,0.32,0.34,0.34,0.35,0.37,0.32,0.32,0.34,0.32,0.32,0.34,0.4,0.28,0.28,0.3,0.32,0.32,0.29,0.34,0.36,0.34,0.3,0.32,0.3,0.3,0.3,0.35,0.33,0.36,0.35,0.34,0.37,0.28,0.33,0.33,0.28,0.26,0.32,0.3,0.33,0.35,0.32,0.28,0.32,0.0,0.32,0.28,0.26,0.31,0.32,0.3,0.32,0.31,0.33,0.32,0.36,0.26,0.26,0.3,0.31,0.25,0.3,0.35,0.29,0.0,0.28,0.3,0.31,0.34,0.27,0.33,0.32,0.26,0.28,0.29,0.26,0.31,0.32,0.36,0.3,0.28,0.34,0.28,0.31,0.32,0.31,0.3,0.3,0.32,0.31,0.0,0.3,0.29,0.29,0.39,0.3,0.29,0.28,0.27,0.29,0.26,0.28,0.28,0.0,0.34,0.26,0.28,0.27,0.0,0.29,0.28,0.28,0.0,0.3,0.26,0.26,0.27,0.27,0.28,0.27,0.3,0.27,0.0,0.26,0.29,0.28,0.3,0.0,0.26,0.0,0.27,0.31,0.26,0.29,0.27,0.26,0.29,0.0,0.25,0.26,0.29,0.0,0.0,0.28,0.26,0.26,0.26,0.0,0.0,0.28,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.25,0.26,0.39,0.34,0.0,0.25,0.27,0.0,0.26,0.26,0.0,0.0,0.34,0.29,0.27,0.29,0.28,0.0,0.27,0.25,0.26,0.27,0.26,0.26,0.0,0.27,0.3,0.25,0.25,0.27,0.0,0.0,0.0,0.0,0.25,0.25,64.35
