,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,NVDA,JPM,JNJ,V,UNH,HD,PYPL,PG,MA,DIS,BAC,ADBE,XOM,CMCSA,NFLX,VZ,INTC,CSCO,CRM,PFE,KO,T,ABT,CVX,PEP,ABBV,TMO,NKE,MRK,WMT,AVGO,ACN,WFC,LLY,TXN,COST,MCD,DHR,MDT,QCOM,PM,HON,LIN,UPS,UNP,BMY,C,ORCL,NEE,AMGN,LOW,MS,INTU,SBUX,BA,IBM,RTX,GS,AMAT,BLK,TGT,AMT,CAT,GE,MMM,AMD,DE,SCHW,ISRG,AXP,CVS,NOW,CHTR,SPGI,ANTM,LMT,BKNG,LRCX,ZTS,MU,FIS,MO,PLD,MDLZ,GILD,SYK,ADP,COP,TMUS,CI,CCI,TJX,PNC,USB,CME,DUK,TFC,GM,CSX,FDX,CB,ATVI,MMC,COF,EL,BDX,EQIX,CL,ILMN,NSC,SHW,ICE,EW,SO,ADSK,ITW,FISV,APD,ADI,BSX,REGN,ETN,D,MCO,F,EMR,PGR,HUM,NOC,GPN,HCA,NXPI,WM,IDXX,FCX,TWTR,AON,DG,BIIB,VRTX,ECL,NEM,ROP,EOG,4338.SR,KLAC,DOW,SLB,PSA,IQV,JCI,TROW,MET,TEL,KMB,EBAY,A,ALGN,LHX,ROST,TT,MSCI,CMG,EXC,GD,SPG,SNPS,APTV,CNC,BK,DD,AEP,INFO,DLR,APH,AIG,BAX,PRU,DXCM,EA,ALXN,CARR,SRE,PPG,PH,ALL,ORLY,STZ,MPC,MCHP,SYY,PXD,CDNS,TRV,HPQ,DFS,ELPE.AT,MSI,WELL,GIS,RMD,MRNA,MAR,FTNT,YUM,CTSH,GE.,IFF,BEZQ.TA,SBAC,BIDI11.SA,n/a,HLT,PAYX,XLNX,AZO,SUM
08/12/2021,6.11,5.78,3.81,2.31,2.19,2.1,1.46,1.47,1.35,1.27,1.21,1.08,1.03,0.94,0.87,0.93,0.86,0.85,0.82,0.8,0.65,0.71,0.61,0.61,0.58,0.62,0.61,0.68,0.58,0.53,0.58,0.52,0.57,0.54,0.57,0.58,0.51,0.54,0.53,0.54,0.53,0.56,0.47,0.52,0.47,0.52,0.46,0.44,0.41,0.42,0.42,0.37,0.39,0.4,0.4,0.44,0.42,0.35,0.35,0.4,0.39,0.37,0.34,0.34,0.35,0.37,0.35,0.34,0.35,0.33,0.3,0.0,0.3,0.34,0.31,0.29,0.32,0.3,0.28,0.31,0.29,0.28,0.24,0.24,0.24,0.24,0.25,0.24,0.22,0.23,0.26,0.23,0.23,0.22,0.24,0.2,0.22,0.2,0.22,0.22,0.21,0.21,0.2,0.22,0.2,0.18,0.2,0.18,0.21,0.17,0.2,0.2,0.2,0.18,0.19,0.18,0.2,0.17,0.19,0.18,0.19,0.18,0.19,0.17,0.18,0.16,0.17,0.17,0.17,0.17,0.16,0.16,0.14,0.16,0.15,0.14,0.15,0.14,0.17,0.16,0.15,0.16,0.14,0.14,0.16,0.15,0.14,0.14,0.14,0.13,0.14,0.11,0.0,0.14,0.12,0.11,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.11,0.13,0.13,0.12,0.12,0.12,0.14,0.14,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.13,0.1,0.0,0.12,0.11,0.1,0.1,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.24,0.0,0.11,0.11,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.56
08/13/2021,6.08,5.74,3.78,2.31,2.19,2.1,1.46,1.46,1.32,1.28,1.21,1.07,1.03,0.95,0.85,0.93,0.86,0.85,0.84,0.79,0.66,0.71,0.61,0.61,0.58,0.62,0.59,0.71,0.58,0.53,0.58,0.53,0.57,0.54,0.57,0.58,0.51,0.55,0.52,0.54,0.54,0.57,0.46,0.52,0.46,0.52,0.45,0.44,0.41,0.43,0.42,0.36,0.39,0.4,0.4,0.44,0.42,0.35,0.36,0.41,0.39,0.36,0.35,0.34,0.35,0.37,0.34,0.34,0.35,0.32,0.31,0.0,0.31,0.34,0.31,0.3,0.31,0.29,0.29,0.3,0.29,0.28,0.24,0.24,0.24,0.23,0.25,0.23,0.22,0.24,0.25,0.23,0.23,0.22,0.25,0.2,0.22,0.2,0.22,0.23,0.22,0.21,0.2,0.22,0.21,0.18,0.2,0.18,0.21,0.17,0.2,0.21,0.2,0.18,0.19,0.18,0.2,0.17,0.19,0.18,0.19,0.18,0.19,0.18,0.18,0.17,0.17,0.16,0.17,0.18,0.16,0.16,0.14,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.15,0.15,0.15,0.14,0.16,0.15,0.14,0.14,0.14,0.12,0.14,0.11,0.0,0.14,0.12,0.11,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.12,0.12,0.14,0.14,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.13,0.1,0.0,0.13,0.11,0.11,0.1,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.23,0.0,0.11,0.11,0.0,0.31,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.53
08/16/2021,6.19,5.77,3.74,2.3,2.18,2.09,1.46,1.47,1.32,1.3,1.22,1.04,1.01,0.95,0.85,0.93,0.84,0.86,0.85,0.8,0.64,0.71,0.6,0.61,0.57,0.63,0.6,0.7,0.58,0.53,0.57,0.53,0.56,0.54,0.56,0.57,0.51,0.55,0.52,0.54,0.56,0.55,0.46,0.52,0.47,0.52,0.45,0.44,0.41,0.43,0.42,0.37,0.4,0.4,0.41,0.44,0.43,0.35,0.36,0.41,0.39,0.36,0.35,0.34,0.35,0.38,0.31,0.35,0.35,0.33,0.32,0.0,0.31,0.34,0.32,0.3,0.31,0.29,0.29,0.3,0.29,0.28,0.24,0.23,0.24,0.22,0.25,0.21,0.22,0.24,0.25,0.23,0.24,0.23,0.24,0.2,0.22,0.19,0.22,0.23,0.22,0.21,0.2,0.21,0.21,0.18,0.21,0.18,0.22,0.17,0.2,0.21,0.2,0.19,0.19,0.18,0.2,0.18,0.19,0.18,0.18,0.18,0.19,0.18,0.17,0.16,0.16,0.17,0.17,0.18,0.16,0.16,0.14,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.15,0.15,0.15,0.14,0.16,0.15,0.14,0.13,0.14,0.12,0.14,0.11,0.0,0.13,0.13,0.11,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.14,0.12,0.12,0.12,0.14,0.14,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.13,0.11,0.0,0.12,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.19,0.0,0.11,0.11,0.11,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.52
08/17/2021,6.19,5.77,3.74,2.3,2.18,2.09,1.46,1.47,1.32,1.3,1.22,1.04,1.01,0.95,0.85,0.93,0.84,0.86,0.85,0.8,0.64,0.71,0.6,0.61,0.57,0.63,0.6,0.7,0.58,0.53,0.57,0.53,0.56,0.54,0.56,0.57,0.51,0.55,0.52,0.54,0.56,0.55,0.46,0.52,0.47,0.52,0.45,0.44,0.41,0.43,0.42,0.37,0.4,0.4,0.41,0.44,0.43,0.35,0.36,0.41,0.39,0.36,0.35,0.34,0.35,0.38,0.31,0.35,0.35,0.33,0.32,0.0,0.31,0.34,0.32,0.3,0.31,0.29,0.29,0.3,0.29,0.28,0.24,0.23,0.24,0.22,0.25,0.21,0.22,0.24,0.25,0.23,0.24,0.23,0.24,0.2,0.22,0.19,0.22,0.23,0.22,0.21,0.2,0.21,0.21,0.18,0.21,0.18,0.22,0.17,0.2,0.21,0.2,0.19,0.19,0.18,0.2,0.18,0.19,0.18,0.18,0.18,0.19,0.18,0.17,0.16,0.16,0.17,0.17,0.18,0.16,0.16,0.14,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.15,0.15,0.15,0.14,0.16,0.15,0.14,0.13,0.14,0.12,0.14,0.11,0.0,0.13,0.13,0.11,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.14,0.12,0.12,0.12,0.14,0.14,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.13,0.11,0.0,0.12,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.19,0.0,0.11,0.11,0.11,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.52
08/18/2021,6.18,5.82,3.73,2.3,2.18,2.09,1.45,1.46,1.33,1.28,1.22,1.04,1.02,0.94,0.85,0.93,0.84,0.87,0.83,0.8,0.64,0.71,0.6,0.61,0.57,0.63,0.61,0.71,0.59,0.53,0.57,0.52,0.57,0.54,0.57,0.58,0.51,0.55,0.52,0.54,0.55,0.55,0.46,0.52,0.47,0.53,0.46,0.44,0.42,0.42,0.43,0.37,0.4,0.4,0.4,0.44,0.43,0.35,0.36,0.41,0.39,0.36,0.34,0.34,0.35,0.37,0.31,0.34,0.35,0.33,0.31,0.0,0.31,0.35,0.32,0.29,0.31,0.29,0.29,0.3,0.29,0.28,0.24,0.23,0.24,0.22,0.25,0.21,0.22,0.24,0.26,0.24,0.24,0.23,0.24,0.2,0.22,0.2,0.22,0.22,0.21,0.21,0.2,0.21,0.2,0.18,0.2,0.18,0.22,0.17,0.2,0.21,0.2,0.19,0.19,0.18,0.2,0.18,0.2,0.17,0.19,0.18,0.19,0.18,0.18,0.16,0.17,0.17,0.18,0.18,0.16,0.16,0.14,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.15,0.15,0.15,0.14,0.16,0.15,0.14,0.13,0.15,0.12,0.14,0.1,0.0,0.13,0.13,0.11,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.14,0.14,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.12,0.11,0.0,0.12,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.11,0.19,0.0,0.11,0.11,0.11,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.54
08/19/2021,6.18,5.82,3.73,2.3,2.18,2.09,1.45,1.46,1.33,1.28,1.22,1.04,1.02,0.94,0.85,0.93,0.84,0.87,0.83,0.8,0.64,0.71,0.6,0.61,0.57,0.63,0.61,0.71,0.59,0.53,0.57,0.52,0.57,0.54,0.57,0.58,0.51,0.55,0.52,0.54,0.55,0.55,0.46,0.52,0.47,0.53,0.46,0.44,0.42,0.42,0.43,0.37,0.4,0.4,0.4,0.44,0.43,0.35,0.36,0.41,0.39,0.36,0.34,0.34,0.35,0.37,0.31,0.34,0.35,0.33,0.31,0.0,0.31,0.35,0.32,0.29,0.31,0.29,0.29,0.3,0.29,0.28,0.24,0.23,0.24,0.22,0.25,0.21,0.22,0.24,0.26,0.24,0.24,0.23,0.24,0.2,0.22,0.2,0.22,0.22,0.21,0.21,0.2,0.21,0.2,0.18,0.2,0.18,0.22,0.17,0.2,0.21,0.2,0.19,0.19,0.18,0.2,0.18,0.2,0.17,0.19,0.18,0.19,0.18,0.18,0.16,0.17,0.17,0.18,0.18,0.16,0.16,0.14,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.15,0.15,0.15,0.14,0.16,0.15,0.14,0.13,0.15,0.12,0.14,0.1,0.0,0.13,0.13,0.11,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.14,0.14,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.12,0.11,0.0,0.12,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.19,0.0,0.11,0.11,0.11,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.54
08/20/2021,6.26,5.85,3.68,2.28,2.18,2.08,1.46,1.36,1.29,1.26,1.25,1.05,1.06,0.91,0.84,0.94,0.84,0.85,0.83,0.81,0.62,0.72,0.61,0.62,0.57,0.63,0.6,0.74,0.59,0.53,0.59,0.52,0.58,0.56,0.58,0.57,0.53,0.55,0.52,0.55,0.53,0.57,0.45,0.53,0.47,0.54,0.47,0.43,0.42,0.43,0.43,0.38,0.4,0.41,0.4,0.45,0.44,0.35,0.34,0.41,0.39,0.36,0.32,0.34,0.35,0.37,0.31,0.34,0.34,0.34,0.31,0.0,0.31,0.34,0.31,0.29,0.32,0.28,0.3,0.3,0.3,0.28,0.25,0.24,0.23,0.22,0.26,0.21,0.22,0.24,0.26,0.24,0.24,0.23,0.24,0.2,0.22,0.2,0.22,0.22,0.21,0.21,0.2,0.22,0.2,0.17,0.2,0.18,0.22,0.17,0.21,0.21,0.19,0.19,0.19,0.18,0.2,0.18,0.2,0.17,0.19,0.19,0.19,0.18,0.18,0.17,0.16,0.17,0.18,0.18,0.17,0.16,0.13,0.16,0.15,0.14,0.15,0.13,0.17,0.15,0.16,0.15,0.13,0.13,0.17,0.15,0.14,0.14,0.15,0.12,0.14,0.0,0.0,0.13,0.12,0.0,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.13,0.11,0.12,0.14,0.14,0.13,0.12,0.11,0.12,0.11,0.0,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.13,0.11,0.0,0.12,0.11,0.1,0.0,0.11,0.11,0.0,0.0,0.1,0.11,0.0,0.11,0.11,0.0,0.11,0.13,0.1,0.0,0.0,0.11,0.2,0.0,0.11,0.11,0.11,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.61
08/23/2021,6.17,5.98,3.66,2.28,2.18,2.09,1.45,1.39,1.32,1.25,1.25,1.05,1.08,0.93,0.85,0.95,0.84,0.84,0.82,0.82,0.6,0.72,0.64,0.61,0.57,0.65,0.62,0.73,0.59,0.52,0.6,0.49,0.59,0.56,0.58,0.56,0.53,0.56,0.52,0.56,0.52,0.57,0.46,0.54,0.47,0.54,0.46,0.43,0.42,0.42,0.43,0.37,0.4,0.41,0.39,0.44,0.44,0.35,0.38,0.4,0.4,0.36,0.31,0.33,0.34,0.36,0.32,0.34,0.33,0.34,0.3,0.0,0.3,0.33,0.3,0.28,0.33,0.28,0.3,0.31,0.3,0.28,0.25,0.23,0.23,0.22,0.26,0.21,0.21,0.24,0.26,0.24,0.24,0.23,0.24,0.19,0.22,0.19,0.23,0.24,0.21,0.2,0.19,0.22,0.2,0.17,0.21,0.17,0.22,0.17,0.21,0.21,0.2,0.19,0.2,0.18,0.18,0.18,0.2,0.17,0.2,0.19,0.19,0.18,0.19,0.16,0.16,0.17,0.19,0.18,0.17,0.16,0.13,0.16,0.15,0.14,0.15,0.13,0.17,0.15,0.16,0.16,0.13,0.13,0.17,0.15,0.14,0.14,0.15,0.12,0.14,0.0,0.0,0.13,0.12,0.0,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.14,0.13,0.13,0.12,0.12,0.14,0.14,0.13,0.12,0.11,0.13,0.11,0.0,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.13,0.11,0.0,0.12,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.1,0.1,0.0,0.11,0.11,0.0,0.1,0.13,0.11,0.0,0.0,0.11,0.19,0.0,0.11,0.11,0.11,0.29,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,83.71000000000001
08/24/2021,6.17,5.98,3.66,2.28,2.18,2.09,1.45,1.39,1.32,1.25,1.25,1.05,1.08,0.93,0.85,0.95,0.84,0.84,0.82,0.82,0.6,0.72,0.64,0.61,0.57,0.65,0.62,0.73,0.59,0.52,0.6,0.49,0.59,0.56,0.58,0.56,0.53,0.56,0.52,0.56,0.52,0.57,0.46,0.54,0.47,0.54,0.46,0.43,0.42,0.42,0.43,0.37,0.4,0.41,0.39,0.44,0.44,0.35,0.38,0.4,0.4,0.36,0.31,0.33,0.34,0.36,0.32,0.34,0.33,0.34,0.3,0.0,0.3,0.33,0.3,0.28,0.33,0.28,0.3,0.31,0.3,0.28,0.25,0.23,0.23,0.22,0.26,0.21,0.21,0.24,0.26,0.24,0.24,0.23,0.24,0.19,0.22,0.19,0.23,0.24,0.21,0.2,0.19,0.22,0.2,0.17,0.21,0.17,0.22,0.17,0.21,0.21,0.2,0.19,0.2,0.18,0.18,0.18,0.2,0.17,0.2,0.19,0.19,0.18,0.19,0.16,0.16,0.17,0.19,0.18,0.17,0.16,0.13,0.16,0.15,0.14,0.15,0.13,0.17,0.15,0.16,0.16,0.13,0.13,0.17,0.15,0.14,0.14,0.15,0.12,0.14,0.0,0.0,0.13,0.12,0.0,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.14,0.13,0.13,0.12,0.12,0.14,0.14,0.13,0.12,0.11,0.13,0.11,0.0,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.13,0.11,0.0,0.12,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.1,0.1,0.0,0.11,0.11,0.0,0.1,0.13,0.11,0.0,0.0,0.11,0.19,0.0,0.11,0.11,0.11,0.29,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,83.71000000000001
08/25/2021,6.18,6.09,3.64,2.29,2.19,2.1,1.44,1.39,1.38,1.24,1.25,1.04,1.08,0.94,0.85,0.95,0.83,0.84,0.81,0.82,0.59,0.72,0.64,0.61,0.56,0.65,0.62,0.72,0.58,0.52,0.59,0.48,0.58,0.56,0.58,0.57,0.53,0.56,0.51,0.56,0.52,0.57,0.45,0.54,0.47,0.54,0.46,0.43,0.42,0.42,0.43,0.37,0.4,0.41,0.39,0.44,0.45,0.34,0.39,0.4,0.4,0.36,0.31,0.33,0.34,0.36,0.31,0.35,0.34,0.34,0.3,0.29,0.3,0.33,0.29,0.29,0.33,0.28,0.29,0.31,0.3,0.28,0.24,0.23,0.23,0.22,0.26,0.21,0.21,0.24,0.26,0.24,0.24,0.23,0.24,0.19,0.22,0.19,0.22,0.24,0.21,0.2,0.19,0.22,0.2,0.16,0.2,0.17,0.22,0.17,0.21,0.2,0.2,0.19,0.19,0.18,0.19,0.18,0.2,0.17,0.2,0.19,0.2,0.18,0.18,0.16,0.16,0.17,0.19,0.18,0.17,0.16,0.13,0.16,0.15,0.14,0.15,0.13,0.17,0.15,0.16,0.16,0.13,0.13,0.17,0.15,0.14,0.14,0.15,0.12,0.14,0.0,0.0,0.13,0.12,0.0,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.14,0.13,0.13,0.12,0.12,0.14,0.14,0.13,0.12,0.11,0.13,0.11,0.0,0.12,0.1,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.13,0.11,0.0,0.12,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.1,0.1,0.0,0.12,0.11,0.0,0.1,0.0,0.11,0.0,0.0,0.11,0.19,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.1,0.13,0.0,0.0,0.0,0.0,0.0,83.73
08/26/2021,6.19,6.04,3.68,2.3,2.21,2.12,1.43,1.44,1.44,1.25,1.23,1.04,1.06,0.93,0.85,0.93,0.83,0.85,0.82,0.83,0.61,0.72,0.64,0.6,0.57,0.65,0.63,0.73,0.58,0.52,0.59,0.49,0.57,0.55,0.57,0.57,0.52,0.55,0.52,0.55,0.52,0.56,0.45,0.53,0.47,0.53,0.46,0.43,0.41,0.42,0.43,0.37,0.39,0.41,0.39,0.43,0.43,0.34,0.38,0.4,0.4,0.36,0.32,0.33,0.34,0.36,0.32,0.35,0.33,0.34,0.3,0.29,0.3,0.34,0.3,0.28,0.32,0.28,0.29,0.32,0.3,0.28,0.24,0.23,0.23,0.22,0.26,0.21,0.21,0.24,0.26,0.23,0.24,0.23,0.24,0.2,0.22,0.19,0.22,0.24,0.21,0.2,0.19,0.21,0.2,0.16,0.2,0.17,0.22,0.17,0.21,0.2,0.2,0.19,0.19,0.17,0.18,0.17,0.19,0.17,0.19,0.19,0.2,0.17,0.18,0.16,0.16,0.16,0.19,0.18,0.17,0.16,0.13,0.16,0.15,0.14,0.15,0.13,0.17,0.15,0.16,0.15,0.13,0.13,0.17,0.15,0.14,0.14,0.15,0.12,0.14,0.1,0.0,0.13,0.12,0.0,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.12,0.14,0.13,0.13,0.12,0.12,0.14,0.14,0.13,0.12,0.11,0.13,0.11,0.0,0.12,0.1,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.13,0.11,0.0,0.12,0.1,0.0,0.0,0.11,0.11,0.0,0.0,0.1,0.1,0.0,0.12,0.11,0.0,0.1,0.0,0.11,0.0,0.0,0.11,0.2,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,83.67
08/27/2021,6.18,5.99,3.72,2.31,2.23,2.14,1.43,1.44,1.43,1.26,1.21,1.04,1.05,0.92,0.86,0.93,0.83,0.85,0.83,0.83,0.62,0.71,0.64,0.6,0.57,0.66,0.63,0.71,0.57,0.51,0.58,0.5,0.56,0.55,0.57,0.57,0.52,0.54,0.52,0.55,0.52,0.55,0.45,0.52,0.47,0.53,0.47,0.43,0.41,0.42,0.43,0.37,0.39,0.4,0.39,0.43,0.43,0.34,0.38,0.41,0.4,0.36,0.32,0.33,0.34,0.37,0.32,0.35,0.33,0.33,0.3,0.3,0.3,0.34,0.3,0.29,0.32,0.28,0.29,0.32,0.29,0.28,0.24,0.23,0.24,0.22,0.26,0.21,0.21,0.24,0.25,0.23,0.24,0.23,0.23,0.2,0.22,0.2,0.22,0.24,0.21,0.2,0.19,0.21,0.2,0.17,0.2,0.17,0.22,0.17,0.21,0.2,0.2,0.19,0.19,0.17,0.18,0.17,0.19,0.17,0.19,0.18,0.2,0.17,0.19,0.16,0.16,0.17,0.19,0.18,0.17,0.16,0.13,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.16,0.15,0.13,0.13,0.17,0.15,0.14,0.14,0.14,0.12,0.13,0.1,0.0,0.13,0.12,0.11,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.14,0.14,0.13,0.12,0.12,0.13,0.14,0.13,0.12,0.11,0.13,0.11,0.0,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.13,0.11,0.0,0.12,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.1,0.11,0.0,0.12,0.11,0.0,0.1,0.0,0.11,0.0,0.0,0.11,0.19,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,83.67
08/30/2021,6.11,5.94,3.75,2.31,2.24,2.14,1.43,1.43,1.45,1.29,1.2,1.03,1.04,0.91,0.84,0.92,0.82,0.85,0.84,0.82,0.61,0.71,0.64,0.6,0.57,0.66,0.65,0.7,0.57,0.51,0.59,0.5,0.56,0.56,0.57,0.56,0.51,0.54,0.52,0.56,0.53,0.55,0.46,0.52,0.47,0.53,0.47,0.43,0.42,0.42,0.43,0.37,0.39,0.4,0.4,0.43,0.43,0.34,0.38,0.41,0.4,0.35,0.31,0.33,0.34,0.37,0.32,0.35,0.33,0.33,0.3,0.3,0.3,0.34,0.31,0.29,0.32,0.28,0.29,0.32,0.3,0.28,0.24,0.23,0.25,0.22,0.26,0.21,0.21,0.24,0.25,0.23,0.24,0.23,0.23,0.2,0.21,0.19,0.21,0.23,0.21,0.21,0.19,0.21,0.2,0.16,0.2,0.17,0.22,0.17,0.21,0.21,0.2,0.19,0.19,0.17,0.18,0.17,0.19,0.17,0.19,0.18,0.18,0.17,0.18,0.16,0.16,0.17,0.19,0.18,0.17,0.16,0.13,0.16,0.15,0.14,0.15,0.13,0.18,0.16,0.16,0.15,0.13,0.13,0.17,0.15,0.14,0.14,0.15,0.12,0.13,0.0,0.0,0.14,0.13,0.11,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.14,0.13,0.13,0.11,0.13,0.14,0.14,0.13,0.12,0.11,0.13,0.11,0.0,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.13,0.11,0.0,0.13,0.1,0.0,0.1,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.2,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,83.63000000000002
08/31/2021,6.11,5.94,3.75,2.31,2.24,2.14,1.43,1.43,1.45,1.29,1.2,1.03,1.04,0.91,0.84,0.92,0.82,0.85,0.84,0.82,0.61,0.71,0.64,0.6,0.57,0.66,0.65,0.7,0.57,0.51,0.59,0.5,0.56,0.56,0.57,0.56,0.51,0.54,0.52,0.56,0.53,0.55,0.46,0.52,0.47,0.53,0.47,0.43,0.42,0.42,0.43,0.37,0.39,0.4,0.4,0.43,0.43,0.34,0.38,0.41,0.4,0.35,0.31,0.33,0.34,0.37,0.32,0.35,0.33,0.33,0.3,0.3,0.3,0.34,0.31,0.29,0.32,0.28,0.29,0.32,0.3,0.28,0.24,0.23,0.25,0.22,0.26,0.21,0.21,0.24,0.25,0.23,0.24,0.23,0.23,0.2,0.21,0.19,0.21,0.23,0.21,0.21,0.19,0.21,0.2,0.16,0.2,0.17,0.22,0.17,0.21,0.21,0.2,0.19,0.19,0.17,0.18,0.17,0.19,0.17,0.19,0.18,0.18,0.17,0.18,0.16,0.16,0.17,0.19,0.18,0.17,0.16,0.13,0.16,0.15,0.14,0.15,0.13,0.18,0.16,0.16,0.15,0.13,0.13,0.17,0.15,0.14,0.14,0.15,0.12,0.13,0.0,0.0,0.14,0.13,0.11,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.14,0.13,0.13,0.11,0.13,0.14,0.14,0.13,0.12,0.11,0.13,0.11,0.0,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.13,0.11,0.0,0.13,0.1,0.0,0.1,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.2,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,83.63000000000002
