,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,HD,PYPL,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,PEP,ABT,CVX,KO,NKE,T,ABBV,TMO,MRK,WMT,ACN,AVGO,LLY,COST,WFC,DHR,TXN,MDT,MCD,QCOM,HON,ORCL,LIN,PM,UPS,UNP,NEE,BMY,LOW,AMGN,C,INTU,BLK,SBUX,BA,MS,GS,RTX,IBM,AMAT,AMT,TGT,CAT,MMM,GE,DE,AMD,AXP,ISRG,NOW,SCHW,CVS,SPGI,CHTR,ANTM,ZTS,BKNG,LMT,MU,SYK,MDLZ,PLD,CCI,GILD,FIS,MO,LRCX,ADP,TMUS,PNC,TJX,CI,COP,DUK,USB,CB,GM,MMC,CASH,ATVI,BDX,EQIX,CME,COF,TFC,EL,ICE,CSX,FDX,NSC,CL,SO,EW,ADSK,SHW,ILMN,ADI,REGN,FISV,ITW,APD,ETN,HUM,TWTR,AON,F,EMR,PGR,D,MCO,BSX,HCA,NEM,ROP,DG,IQV,GPN,IDXX,NXPI,WM,FCX,BIIB,NOC,VRTX,LHX,TEL,KLAC,DOW,PSA,MSCI,TROW,KMB,CMG,DXCM,EOG,JCI,ECL,A,CNC,TT,APTV,APH,AEP,SRE,SLB,ALGN,INFO,EXC,SPG,MET,GD,ROST,STZ,PXD,DD,CARR,MPC,SBAC,CTAS,XEL,PRU,PPG,HPQ,ALL,SNPS,WELL,EBAY,ALXN,AIG,BK,DLR,YUM,BAX,ORLY,PSX,TRV,DFS,ANSS,MCHP,CDNS,SYY,ROK,AZO,IFF,MTD,PAYX,WBA,MRNA,FTNT,GIS,TDG,Cash,MSI,KMI,RMD,GENERAL ELECTRIC CO,AFL,GEN.,MAR,EA,n/a,PH,CTSH,GE.,AWK,XLNX,KR,WST,GNRC,MLM,URI,KEYS,TECH,ADM,MTCH,AJG,SIVB,CBRE,WMB,HLT,CPRT,DHI,SUM
07/09/2021,6.17,5.8,4.39,2.33,2.11,2.04,1.46,1.42,1.4,1.29,1.22,1.12,1.08,0.96,0.94,0.92,0.91,0.87,0.83,0.78,0.72,0.71,0.67,0.65,0.63,0.62,0.61,0.61,0.58,0.58,0.57,0.57,0.57,0.56,0.56,0.56,0.55,0.55,0.53,0.53,0.53,0.5,0.49,0.49,0.49,0.47,0.47,0.45,0.43,0.43,0.42,0.42,0.42,0.41,0.41,0.41,0.39,0.39,0.38,0.38,0.37,0.37,0.37,0.37,0.36,0.36,0.35,0.34,0.34,0.34,0.33,0.32,0.32,0.31,0.31,0.31,0.31,0.3,0.3,0.29,0.28,0.27,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.22,0.22,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.15
07/12/2021,6.25,5.81,4.47,2.29,2.09,2.04,1.45,1.37,1.39,1.27,1.24,1.11,1.08,0.96,0.95,0.93,0.9,0.87,0.81,0.8,0.73,0.7,0.66,0.64,0.63,0.61,0.62,0.61,0.58,0.58,0.56,0.58,0.57,0.55,0.56,0.56,0.55,0.55,0.54,0.53,0.54,0.51,0.48,0.49,0.48,0.47,0.47,0.45,0.43,0.44,0.42,0.42,0.42,0.4,0.41,0.41,0.39,0.39,0.38,0.38,0.36,0.37,0.37,0.36,0.35,0.36,0.35,0.34,0.35,0.34,0.33,0.33,0.32,0.31,0.3,0.31,0.31,0.3,0.29,0.28,0.28,0.28,0.26,0.26,0.25,0.26,0.24,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.25,0.25,0.23,0.23,0.22,0.21,0.22,0.21,0.21,0.2,0.2,0.21,0.19,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.18,0.19,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.18,0.17,0.16,0.16,0.15,0.15,0.15,0.16,0.16,0.17,0.17,0.16,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.12,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.09
07/13/2021,6.25,5.81,4.47,2.29,2.09,2.04,1.45,1.37,1.39,1.27,1.24,1.11,1.08,0.96,0.95,0.93,0.9,0.87,0.81,0.8,0.73,0.7,0.66,0.64,0.63,0.61,0.62,0.61,0.58,0.58,0.56,0.58,0.57,0.55,0.56,0.56,0.55,0.55,0.54,0.53,0.54,0.51,0.48,0.49,0.48,0.47,0.47,0.45,0.43,0.44,0.42,0.42,0.42,0.4,0.41,0.41,0.39,0.39,0.38,0.38,0.36,0.37,0.37,0.36,0.35,0.36,0.35,0.34,0.35,0.34,0.33,0.33,0.32,0.31,0.3,0.31,0.31,0.3,0.29,0.28,0.28,0.28,0.26,0.26,0.25,0.26,0.24,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.25,0.25,0.23,0.23,0.22,0.21,0.22,0.21,0.21,0.2,0.2,0.21,0.19,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.18,0.19,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.18,0.17,0.16,0.16,0.15,0.15,0.15,0.16,0.16,0.17,0.17,0.16,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.12,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.09
07/14/2021,6.28,5.78,4.43,2.31,2.09,2.03,1.47,1.37,1.39,1.3,1.23,1.11,1.08,0.96,0.96,0.93,0.9,0.89,0.83,0.79,0.72,0.71,0.66,0.64,0.62,0.62,0.62,0.61,0.58,0.58,0.56,0.58,0.57,0.55,0.56,0.56,0.54,0.54,0.55,0.54,0.53,0.51,0.49,0.48,0.48,0.47,0.48,0.45,0.44,0.45,0.43,0.42,0.43,0.4,0.41,0.41,0.39,0.39,0.38,0.38,0.37,0.38,0.38,0.37,0.36,0.36,0.35,0.34,0.35,0.34,0.33,0.33,0.32,0.31,0.3,0.31,0.31,0.3,0.3,0.29,0.28,0.28,0.26,0.26,0.25,0.26,0.24,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.25,0.24,0.24,0.23,0.22,0.21,0.22,0.21,0.21,0.21,0.2,0.21,0.19,0.2,0.2,0.2,0.21,0.21,0.2,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.18,0.18,0.16,0.16,0.15,0.15,0.16,0.16,0.17,0.16,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.36999999999999
07/15/2021,6.25,5.76,4.42,2.32,2.11,2.04,1.47,1.4,1.45,1.32,1.23,1.11,1.09,0.96,0.97,0.92,0.9,0.92,0.84,0.78,0.72,0.71,0.66,0.64,0.61,0.62,0.61,0.61,0.58,0.57,0.56,0.58,0.57,0.55,0.56,0.55,0.54,0.54,0.54,0.55,0.53,0.5,0.5,0.48,0.48,0.47,0.48,0.45,0.44,0.45,0.43,0.42,0.42,0.4,0.41,0.41,0.39,0.39,0.39,0.38,0.37,0.38,0.37,0.38,0.37,0.36,0.35,0.34,0.35,0.34,0.33,0.33,0.32,0.32,0.3,0.32,0.31,0.3,0.3,0.29,0.27,0.27,0.26,0.26,0.25,0.25,0.24,0.25,0.25,0.26,0.25,0.24,0.24,0.24,0.24,0.25,0.24,0.24,0.23,0.22,0.21,0.22,0.22,0.21,0.21,0.19,0.21,0.19,0.2,0.2,0.2,0.21,0.21,0.2,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.18,0.18,0.16,0.16,0.15,0.15,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.46999999999998
07/16/2021,6.31,5.85,4.38,2.32,2.12,2.05,1.47,1.39,1.42,1.3,1.23,1.13,1.1,0.95,0.97,0.92,0.93,0.92,0.83,0.79,0.72,0.7,0.67,0.64,0.62,0.63,0.61,0.61,0.59,0.57,0.56,0.58,0.57,0.55,0.56,0.55,0.54,0.55,0.54,0.54,0.53,0.5,0.49,0.48,0.48,0.47,0.48,0.45,0.44,0.44,0.43,0.42,0.42,0.4,0.41,0.41,0.39,0.39,0.38,0.38,0.37,0.38,0.36,0.38,0.37,0.36,0.35,0.34,0.35,0.34,0.33,0.33,0.32,0.31,0.3,0.32,0.31,0.3,0.31,0.29,0.27,0.27,0.27,0.26,0.25,0.25,0.24,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.25,0.25,0.23,0.23,0.22,0.21,0.22,0.21,0.21,0.21,0.19,0.22,0.19,0.2,0.2,0.2,0.21,0.2,0.2,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.18,0.18,0.17,0.16,0.16,0.15,0.15,0.16,0.16,0.16,0.16,0.17,0.16,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.53999999999999
07/19/2021,6.44,5.85,4.33,2.27,2.11,2.06,1.47,1.3,1.38,1.3,1.22,1.16,1.1,0.96,0.95,0.94,0.94,0.92,0.8,0.79,0.72,0.68,0.67,0.65,0.6,0.62,0.62,0.62,0.6,0.56,0.55,0.6,0.57,0.55,0.56,0.55,0.54,0.55,0.55,0.54,0.52,0.51,0.51,0.49,0.48,0.46,0.48,0.45,0.46,0.44,0.43,0.42,0.42,0.4,0.42,0.41,0.39,0.39,0.38,0.38,0.36,0.38,0.35,0.38,0.37,0.36,0.35,0.33,0.35,0.35,0.32,0.33,0.31,0.31,0.29,0.32,0.31,0.3,0.3,0.29,0.28,0.26,0.27,0.26,0.25,0.25,0.24,0.24,0.26,0.26,0.25,0.25,0.24,0.24,0.24,0.25,0.25,0.24,0.23,0.22,0.2,0.22,0.22,0.22,0.2,0.19,0.23,0.19,0.2,0.2,0.2,0.21,0.21,0.21,0.19,0.19,0.19,0.18,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.18,0.18,0.17,0.16,0.16,0.15,0.15,0.15,0.16,0.16,0.17,0.17,0.16,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.15,0.16,0.14,0.13,0.14,0.14,0.14,0.14,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.14,0.14,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.43
07/20/2021,6.44,5.85,4.33,2.27,2.11,2.06,1.47,1.3,1.38,1.3,1.22,1.16,1.1,0.96,0.95,0.94,0.94,0.92,0.8,0.79,0.72,0.68,0.67,0.65,0.6,0.62,0.62,0.62,0.6,0.56,0.55,0.6,0.57,0.55,0.56,0.55,0.54,0.55,0.55,0.54,0.52,0.51,0.51,0.49,0.48,0.46,0.48,0.45,0.46,0.44,0.43,0.42,0.42,0.4,0.42,0.41,0.39,0.39,0.38,0.38,0.36,0.38,0.35,0.38,0.37,0.36,0.35,0.33,0.35,0.35,0.32,0.33,0.31,0.31,0.29,0.32,0.31,0.3,0.3,0.29,0.28,0.26,0.27,0.26,0.25,0.25,0.24,0.24,0.26,0.26,0.25,0.25,0.24,0.24,0.24,0.25,0.25,0.24,0.23,0.22,0.2,0.22,0.22,0.22,0.2,0.19,0.23,0.19,0.2,0.2,0.2,0.21,0.21,0.21,0.19,0.19,0.19,0.18,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.18,0.18,0.17,0.16,0.16,0.15,0.15,0.15,0.16,0.16,0.17,0.17,0.16,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.15,0.16,0.14,0.13,0.14,0.14,0.14,0.14,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.14,0.14,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.43
07/21/2021,6.33,5.82,4.2,2.24,2.1,2.05,1.45,1.24,1.36,1.26,1.21,1.15,1.08,0.93,0.96,0.94,0.92,0.89,0.8,0.8,0.73,0.67,0.64,0.64,0.61,0.62,0.63,0.63,0.59,0.58,0.52,0.61,0.55,0.56,0.57,0.57,0.55,0.53,0.55,0.54,0.5,0.49,0.51,0.5,0.48,0.47,0.48,0.43,0.43,0.43,0.41,0.43,0.43,0.41,0.43,0.42,0.37,0.4,0.38,0.38,0.33,0.39,0.32,0.38,0.33,0.36,0.35,0.33,0.36,0.35,0.32,0.33,0.31,0.28,0.29,0.32,0.31,0.3,0.28,0.29,0.28,0.27,0.27,0.27,0.25,0.26,0.23,0.22,0.24,0.26,0.23,0.23,0.25,0.24,0.23,0.25,0.25,0.21,0.23,0.22,0.2,0.23,0.22,0.2,0.2,0.2,0.24,0.19,0.2,0.21,0.2,0.21,0.21,0.21,0.17,0.19,0.19,0.18,0.19,0.19,0.18,0.18,0.19,0.18,0.16,0.17,0.18,0.18,0.18,0.16,0.16,0.15,0.15,0.15,0.16,0.16,0.17,0.17,0.16,0.15,0.14,0.13,0.15,0.12,0.15,0.15,0.14,0.16,0.14,0.13,0.14,0.14,0.12,0.11,0.12,0.12,0.13,0.13,0.13,0.14,0.13,0.11,0.12,0.14,0.14,0.13,0.12,0.12,0.11,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.48
07/22/2021,6.22,5.81,4.22,2.24,2.09,2.04,1.43,1.3,1.37,1.23,1.22,1.12,1.07,0.93,0.97,0.95,0.88,0.87,0.79,0.81,0.72,0.66,0.65,0.64,0.62,0.62,0.63,0.64,0.59,0.59,0.51,0.61,0.55,0.55,0.57,0.58,0.55,0.53,0.55,0.54,0.51,0.5,0.5,0.51,0.48,0.46,0.48,0.43,0.42,0.43,0.41,0.43,0.43,0.4,0.43,0.41,0.37,0.4,0.38,0.38,0.33,0.38,0.31,0.38,0.33,0.35,0.35,0.33,0.36,0.35,0.32,0.33,0.3,0.28,0.29,0.31,0.31,0.31,0.27,0.29,0.28,0.27,0.26,0.27,0.24,0.26,0.24,0.22,0.24,0.26,0.23,0.23,0.24,0.24,0.24,0.25,0.25,0.2,0.22,0.22,0.2,0.23,0.21,0.19,0.2,0.2,0.24,0.19,0.2,0.21,0.2,0.2,0.2,0.21,0.17,0.19,0.19,0.18,0.19,0.19,0.18,0.18,0.19,0.18,0.17,0.18,0.18,0.18,0.17,0.16,0.16,0.15,0.15,0.15,0.16,0.16,0.17,0.17,0.16,0.15,0.14,0.13,0.15,0.12,0.15,0.16,0.15,0.16,0.13,0.14,0.14,0.14,0.12,0.11,0.12,0.12,0.13,0.13,0.13,0.14,0.13,0.11,0.11,0.14,0.14,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.0,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.12,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.17000000000002
