,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,NVDA,JPM,JNJ,V,UNH,HD,PYPL,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,KO,ABT,T,PEP,CVX,NKE,ABBV,TMO,MRK,ACN,WMT,AVGO,LLY,WFC,TXN,COST,MCD,DHR,MDT,QCOM,PM,HON,UPS,LIN,BMY,UNP,ORCL,NEE,C,AMGN,LOW,MS,INTU,SBUX,RTX,BA,GS,AMAT,BLK,IBM,AMT,TGT,CAT,GE,MMM,AMD,ISRG,DE,AXP,NOW,SCHW,CVS,CHTR,SPGI,ANTM,SQ,LMT,BKNG,ZTS,FIS,MU,LRCX,PLD,MO,MDLZ,GILD,SYK,TMUS,ADP,CCI,COP,ZM,TJX,PNC,CI,USB,LWB.WA,CME,UBER,DUK,GM,TFC,CSX,EL,ATVI,FDX,CB,MMC,BDX,EQIX,MRNA,COF,ILMN,CL,NSC,ICE,BX,EW,SHW,ADSK,FISV,SO,ITW,APD,SNAP,TWLO,ADI,BSX,REGN,ETN,D,MCO,F,EMR,HUM,PGR,GPN,HCA,NXPI,TWTR,IDXX,NOC,WM,FCX,DOCU,AON,BIIB,ECL,VRTX,DG,NEM,CRWD,EOG,ROP,JCI,ROKU,KLAC,IQV,DOW,MRVL,TROW,PSA,SLB,TEL,LWB.WA.1,EBAY,KMB,A,WDAY,ROST,ALGN,MET,LHX,TT,MSCI,CMG,EXC,VEEV,LULU,MTCH,PINS,APTV,GD,CNC,SPG,SNPS,INFO,AEP,SRE,DLR,DD,DXCM,UKCM.L,APH,ORLY,AIG,BAX,EA,CARR,BK,CDNS,MCHP,PRU,GE.,FTNT,RMD,SNI.OL,PLLDA.AX,PANW,n/a,SNOW,ABNB,PLTR,MAR,SYY,PXD,NET,SIVB,XLNX,KKR,DDOG,SUM
07/28/2021,5.17,4.84,3.48,1.97,1.78,1.74,1.17,1.1,1.08,1.01,1.0,0.94,0.88,0.79,0.81,0.76,0.76,0.71,0.63,0.66,0.59,0.54,0.51,0.51,0.53,0.48,0.52,0.52,0.49,0.48,0.45,0.48,0.42,0.47,0.46,0.46,0.44,0.45,0.43,0.44,0.43,0.41,0.38,0.42,0.4,0.41,0.38,0.36,0.34,0.35,0.34,0.35,0.34,0.32,0.35,0.34,0.31,0.32,0.32,0.31,0.32,0.33,0.29,0.27,0.28,0.28,0.27,0.28,0.29,0.29,0.26,0.25,0.26,0.25,0.26,0.25,0.25,0.26,0.23,0.24,0.22,0.22,0.21,0.23,0.21,0.2,0.21,0.21,0.19,0.2,0.21,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.17,0.17,0.18,0.17,0.18,0.17,0.0,0.17,0.16,0.18,0.16,0.16,0.17,0.17,0.16,0.16,0.17,0.17,0.16,0.17,0.24,0.16,0.16,0.16,0.15,0.15,0.17,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.16,0.15,0.13,0.14,0.14,0.14,0.13,0.14,0.12,0.13,0.14,0.12,0.13,0.14,0.12,0.13,0.13,0.12,0.13,0.11,0.13,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.09,0.12,0.11,0.12,0.11,0.11,0.1,0.11,0.1,0.11,0.0,0.1,0.0,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.09,0.09,0.1,0.1,0.0,0.1,0.1,0.1,0.09,0.1,0.0,0.1,0.15,0.09,0.1,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.44
07/29/2021,5.18,4.82,3.52,1.98,1.79,1.76,1.17,1.12,1.07,1.02,1.0,0.94,0.86,0.78,0.8,0.76,0.76,0.72,0.64,0.66,0.6,0.55,0.51,0.51,0.53,0.49,0.52,0.52,0.49,0.47,0.45,0.48,0.43,0.47,0.46,0.46,0.43,0.45,0.43,0.44,0.43,0.41,0.39,0.41,0.4,0.41,0.38,0.36,0.34,0.35,0.34,0.34,0.34,0.32,0.35,0.33,0.31,0.31,0.31,0.32,0.32,0.33,0.29,0.28,0.28,0.28,0.27,0.28,0.29,0.29,0.26,0.25,0.26,0.25,0.25,0.25,0.25,0.26,0.23,0.24,0.22,0.22,0.21,0.23,0.2,0.2,0.21,0.2,0.19,0.2,0.21,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.17,0.18,0.18,0.17,0.17,0.17,0.0,0.17,0.15,0.18,0.16,0.16,0.17,0.17,0.16,0.16,0.17,0.17,0.16,0.16,0.23,0.16,0.16,0.16,0.15,0.15,0.17,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.16,0.14,0.13,0.14,0.13,0.14,0.13,0.14,0.12,0.13,0.13,0.12,0.12,0.14,0.12,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.12,0.11,0.12,0.11,0.12,0.1,0.11,0.11,0.12,0.11,0.1,0.1,0.11,0.1,0.11,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.09,0.1,0.0,0.1,0.0,0.1,0.15,0.09,0.1,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.36
07/30/2021,5.13,4.81,3.46,1.96,1.77,1.74,1.19,1.11,1.07,1.02,1.01,0.95,0.87,0.78,0.79,0.77,0.76,0.73,0.64,0.66,0.6,0.55,0.51,0.52,0.52,0.48,0.52,0.53,0.5,0.47,0.45,0.49,0.43,0.47,0.46,0.46,0.44,0.45,0.44,0.43,0.43,0.42,0.38,0.42,0.41,0.41,0.39,0.35,0.35,0.36,0.31,0.35,0.34,0.32,0.36,0.34,0.31,0.31,0.3,0.32,0.32,0.33,0.3,0.27,0.28,0.28,0.27,0.28,0.29,0.28,0.26,0.26,0.26,0.25,0.26,0.25,0.25,0.26,0.22,0.25,0.22,0.22,0.21,0.22,0.2,0.21,0.21,0.21,0.19,0.2,0.21,0.2,0.2,0.19,0.2,0.19,0.2,0.19,0.17,0.17,0.18,0.17,0.18,0.17,0.0,0.17,0.15,0.18,0.16,0.16,0.16,0.17,0.15,0.15,0.17,0.17,0.17,0.17,0.22,0.16,0.16,0.16,0.15,0.15,0.17,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.12,0.13,0.13,0.13,0.13,0.14,0.12,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.12,0.11,0.11,0.09,0.12,0.11,0.12,0.11,0.1,0.1,0.11,0.1,0.11,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.09,0.09,0.1,0.09,0.1,0.09,0.1,0.0,0.1,0.15,0.09,0.1,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.36
08/02/2021,5.06,4.79,3.46,1.99,1.82,1.73,1.17,1.11,1.08,1.02,1.01,0.93,0.86,0.77,0.79,0.76,0.75,0.72,0.64,0.66,0.59,0.55,0.51,0.51,0.52,0.48,0.51,0.54,0.49,0.48,0.44,0.48,0.44,0.47,0.47,0.46,0.44,0.45,0.43,0.43,0.44,0.42,0.38,0.42,0.4,0.41,0.39,0.36,0.34,0.36,0.31,0.34,0.34,0.32,0.35,0.34,0.31,0.31,0.3,0.32,0.32,0.32,0.29,0.28,0.28,0.28,0.27,0.28,0.29,0.28,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.26,0.23,0.24,0.22,0.22,0.21,0.23,0.2,0.2,0.21,0.21,0.19,0.2,0.21,0.2,0.2,0.2,0.2,0.19,0.2,0.19,0.17,0.18,0.18,0.17,0.17,0.17,0.0,0.17,0.15,0.18,0.16,0.16,0.16,0.17,0.15,0.15,0.17,0.16,0.16,0.17,0.24,0.16,0.16,0.16,0.14,0.15,0.17,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.16,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.12,0.13,0.13,0.12,0.13,0.14,0.12,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.12,0.11,0.12,0.09,0.11,0.11,0.12,0.11,0.1,0.1,0.11,0.1,0.11,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.0,0.0,0.1,0.09,0.1,0.09,0.1,0.0,0.1,0.15,0.09,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.19
08/03/2021,5.06,4.79,3.46,1.99,1.82,1.73,1.17,1.11,1.08,1.02,1.01,0.93,0.86,0.77,0.79,0.76,0.75,0.72,0.64,0.66,0.59,0.55,0.51,0.51,0.52,0.48,0.51,0.54,0.49,0.48,0.44,0.48,0.44,0.47,0.47,0.46,0.44,0.45,0.43,0.43,0.44,0.42,0.38,0.42,0.4,0.41,0.39,0.36,0.34,0.36,0.31,0.34,0.34,0.32,0.35,0.34,0.31,0.31,0.3,0.32,0.32,0.32,0.29,0.28,0.28,0.28,0.27,0.28,0.29,0.28,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.26,0.23,0.24,0.22,0.22,0.21,0.23,0.2,0.2,0.21,0.21,0.19,0.2,0.21,0.2,0.2,0.2,0.2,0.19,0.2,0.19,0.17,0.18,0.18,0.17,0.17,0.17,0.0,0.17,0.15,0.18,0.16,0.16,0.16,0.17,0.15,0.15,0.17,0.16,0.16,0.17,0.24,0.16,0.16,0.16,0.14,0.15,0.17,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.16,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.12,0.13,0.13,0.12,0.13,0.14,0.12,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.12,0.11,0.12,0.09,0.11,0.11,0.12,0.11,0.1,0.1,0.11,0.1,0.11,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.0,0.0,0.1,0.09,0.1,0.09,0.1,0.0,0.1,0.15,0.09,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.19
08/04/2021,5.06,4.79,3.46,1.99,1.82,1.73,1.17,1.11,1.08,1.02,1.01,0.93,0.86,0.77,0.79,0.76,0.75,0.72,0.64,0.66,0.59,0.55,0.51,0.51,0.52,0.48,0.51,0.54,0.49,0.48,0.44,0.48,0.44,0.47,0.47,0.46,0.44,0.45,0.43,0.43,0.44,0.42,0.38,0.42,0.4,0.41,0.39,0.36,0.34,0.36,0.31,0.34,0.34,0.32,0.35,0.34,0.31,0.31,0.3,0.32,0.32,0.32,0.29,0.28,0.28,0.28,0.27,0.28,0.29,0.28,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.26,0.23,0.24,0.22,0.22,0.21,0.23,0.2,0.2,0.21,0.21,0.19,0.2,0.21,0.2,0.2,0.2,0.2,0.19,0.2,0.19,0.17,0.18,0.18,0.17,0.17,0.17,0.0,0.17,0.15,0.18,0.16,0.16,0.16,0.17,0.15,0.15,0.17,0.16,0.16,0.17,0.24,0.16,0.16,0.16,0.14,0.15,0.17,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.16,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.12,0.13,0.13,0.12,0.13,0.14,0.12,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.12,0.11,0.12,0.09,0.11,0.11,0.12,0.11,0.1,0.1,0.11,0.1,0.11,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.0,0.0,0.1,0.09,0.1,0.09,0.1,0.0,0.1,0.15,0.09,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.19
08/05/2021,5.06,4.79,3.46,1.99,1.82,1.73,1.17,1.11,1.08,1.02,1.01,0.93,0.86,0.77,0.79,0.76,0.75,0.72,0.64,0.66,0.59,0.55,0.51,0.51,0.52,0.48,0.51,0.54,0.49,0.48,0.44,0.48,0.44,0.47,0.47,0.46,0.44,0.45,0.43,0.43,0.44,0.42,0.38,0.42,0.4,0.41,0.39,0.36,0.34,0.36,0.31,0.34,0.34,0.32,0.35,0.34,0.31,0.31,0.3,0.32,0.32,0.32,0.29,0.28,0.28,0.28,0.27,0.28,0.29,0.28,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.26,0.23,0.24,0.22,0.22,0.21,0.23,0.2,0.2,0.21,0.21,0.19,0.2,0.21,0.2,0.2,0.2,0.2,0.19,0.2,0.19,0.17,0.18,0.18,0.17,0.17,0.17,0.0,0.17,0.15,0.18,0.16,0.16,0.16,0.17,0.15,0.15,0.17,0.16,0.16,0.17,0.24,0.16,0.16,0.16,0.14,0.15,0.17,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.16,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.12,0.13,0.13,0.12,0.13,0.14,0.12,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.12,0.11,0.12,0.09,0.11,0.11,0.12,0.11,0.1,0.1,0.11,0.1,0.11,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.0,0.0,0.1,0.09,0.1,0.09,0.1,0.0,0.1,0.15,0.09,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.19
08/06/2021,5.13,4.8,3.2,1.87,1.81,1.72,1.18,1.21,1.1,1.03,1.02,0.89,0.88,0.78,0.71,0.78,0.71,0.7,0.64,0.66,0.59,0.55,0.5,0.51,0.52,0.48,0.53,0.57,0.49,0.48,0.45,0.48,0.44,0.48,0.46,0.47,0.43,0.45,0.44,0.44,0.45,0.43,0.39,0.43,0.39,0.43,0.39,0.37,0.35,0.36,0.31,0.35,0.34,0.32,0.36,0.35,0.32,0.31,0.3,0.32,0.32,0.31,0.3,0.28,0.29,0.29,0.28,0.29,0.29,0.29,0.25,0.25,0.26,0.3,0.26,0.25,0.24,0.26,0.22,0.25,0.24,0.23,0.21,0.23,0.2,0.19,0.21,0.18,0.2,0.2,0.21,0.2,0.2,0.19,0.19,0.19,0.2,0.19,0.17,0.18,0.18,0.18,0.18,0.17,0.0,0.17,0.14,0.18,0.16,0.17,0.16,0.17,0.14,0.15,0.17,0.17,0.16,0.16,0.26,0.16,0.16,0.15,0.14,0.15,0.17,0.16,0.16,0.16,0.14,0.15,0.15,0.14,0.15,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.12,0.13,0.12,0.13,0.11,0.15,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.12,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.11,0.1,0.0,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.11,0.11,0.11,0.12,0.1,0.1,0.11,0.1,0.0,0.1,0.1,0.0,0.09,0.1,0.1,0.1,0.09,0.1,0.0,0.11,0.0,0.1,0.09,0.09,0.0,0.0,0.1,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.18
08/09/2021,5.1,4.82,3.2,1.92,1.81,1.73,1.17,1.22,1.14,1.03,1.01,0.9,0.86,0.78,0.73,0.77,0.72,0.71,0.65,0.67,0.59,0.54,0.52,0.51,0.54,0.48,0.52,0.56,0.48,0.48,0.44,0.47,0.43,0.49,0.45,0.47,0.42,0.45,0.44,0.44,0.47,0.43,0.39,0.43,0.39,0.43,0.38,0.37,0.34,0.35,0.3,0.35,0.34,0.32,0.36,0.35,0.32,0.3,0.3,0.32,0.33,0.31,0.29,0.28,0.29,0.29,0.28,0.28,0.28,0.29,0.25,0.25,0.25,0.3,0.27,0.25,0.24,0.26,0.23,0.23,0.23,0.24,0.2,0.24,0.2,0.2,0.21,0.18,0.2,0.2,0.21,0.19,0.19,0.19,0.19,0.18,0.2,0.19,0.17,0.19,0.18,0.18,0.16,0.17,0.0,0.17,0.14,0.18,0.15,0.17,0.16,0.17,0.14,0.15,0.17,0.17,0.16,0.16,0.28,0.16,0.17,0.15,0.14,0.15,0.18,0.16,0.16,0.16,0.14,0.15,0.14,0.14,0.16,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.12,0.13,0.12,0.12,0.11,0.15,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.12,0.11,0.12,0.09,0.11,0.11,0.1,0.12,0.11,0.1,0.11,0.11,0.1,0.0,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.12,0.1,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.09,0.1,0.0,0.11,0.0,0.1,0.09,0.09,0.0,0.0,0.1,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.18
08/10/2021,5.07,4.82,3.17,1.92,1.8,1.72,1.2,1.19,1.12,1.05,1.01,0.9,0.87,0.77,0.73,0.76,0.72,0.71,0.67,0.67,0.59,0.54,0.51,0.5,0.54,0.48,0.52,0.56,0.49,0.48,0.44,0.47,0.44,0.49,0.45,0.47,0.42,0.45,0.44,0.44,0.46,0.45,0.39,0.43,0.39,0.43,0.38,0.36,0.34,0.35,0.31,0.35,0.34,0.32,0.36,0.35,0.32,0.29,0.3,0.33,0.32,0.31,0.29,0.28,0.3,0.29,0.28,0.28,0.28,0.28,0.25,0.25,0.25,0.3,0.27,0.25,0.25,0.26,0.24,0.24,0.23,0.24,0.21,0.24,0.2,0.2,0.21,0.18,0.2,0.2,0.21,0.19,0.19,0.19,0.19,0.18,0.2,0.19,0.17,0.18,0.18,0.18,0.16,0.17,0.0,0.17,0.14,0.18,0.16,0.17,0.16,0.17,0.14,0.15,0.17,0.17,0.15,0.16,0.28,0.17,0.16,0.15,0.14,0.15,0.17,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.16,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.12,0.13,0.12,0.13,0.12,0.15,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.12,0.11,0.12,0.11,0.11,0.09,0.11,0.11,0.1,0.12,0.11,0.1,0.11,0.11,0.1,0.0,0.11,0.0,0.09,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.12,0.1,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.09,0.1,0.0,0.11,0.0,0.1,0.09,0.1,0.0,0.0,0.1,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.13
08/11/2021,5.07,4.82,3.17,1.92,1.8,1.72,1.2,1.19,1.12,1.05,1.01,0.9,0.87,0.77,0.73,0.76,0.72,0.71,0.67,0.67,0.59,0.54,0.51,0.5,0.54,0.48,0.52,0.56,0.49,0.48,0.44,0.47,0.44,0.49,0.45,0.47,0.42,0.45,0.44,0.44,0.46,0.45,0.39,0.43,0.39,0.43,0.38,0.36,0.34,0.35,0.31,0.35,0.34,0.32,0.36,0.35,0.32,0.29,0.3,0.33,0.32,0.31,0.29,0.28,0.3,0.29,0.28,0.28,0.28,0.28,0.25,0.25,0.25,0.3,0.27,0.25,0.25,0.26,0.24,0.24,0.23,0.24,0.21,0.24,0.2,0.2,0.21,0.18,0.2,0.2,0.21,0.19,0.19,0.19,0.19,0.18,0.2,0.19,0.17,0.18,0.18,0.18,0.16,0.17,0.0,0.17,0.14,0.18,0.16,0.17,0.16,0.17,0.14,0.15,0.17,0.17,0.15,0.16,0.28,0.17,0.16,0.15,0.14,0.15,0.17,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.16,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.12,0.13,0.12,0.13,0.12,0.15,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.12,0.11,0.12,0.11,0.11,0.09,0.11,0.11,0.1,0.12,0.11,0.1,0.11,0.11,0.1,0.0,0.11,0.0,0.09,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.12,0.1,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.09,0.1,0.0,0.11,0.0,0.1,0.09,0.1,0.0,0.0,0.1,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.13
08/13/2021,5.07,4.8,3.17,1.92,1.82,1.74,1.2,1.22,1.12,1.05,1.01,0.9,0.86,0.77,0.72,0.77,0.72,0.71,0.68,0.67,0.59,0.54,0.51,0.5,0.53,0.48,0.52,0.57,0.49,0.48,0.44,0.47,0.43,0.48,0.45,0.47,0.42,0.45,0.44,0.44,0.47,0.45,0.39,0.43,0.39,0.43,0.38,0.37,0.34,0.35,0.31,0.35,0.33,0.32,0.36,0.35,0.33,0.29,0.29,0.33,0.32,0.31,0.29,0.28,0.3,0.29,0.28,0.28,0.28,0.29,0.25,0.0,0.25,0.29,0.27,0.25,0.25,0.26,0.24,0.24,0.23,0.23,0.2,0.24,0.2,0.2,0.21,0.18,0.2,0.2,0.21,0.19,0.19,0.19,0.19,0.19,0.2,0.19,0.17,0.18,0.18,0.18,0.16,0.17,0.0,0.17,0.14,0.18,0.15,0.17,0.16,0.17,0.14,0.15,0.17,0.17,0.15,0.16,0.33,0.17,0.16,0.15,0.14,0.15,0.17,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.16,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.12,0.13,0.12,0.13,0.11,0.14,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.11,0.12,0.11,0.12,0.1,0.12,0.0,0.11,0.11,0.1,0.12,0.1,0.1,0.11,0.11,0.1,0.0,0.11,0.0,0.09,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.12,0.1,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.09,0.1,0.0,0.11,0.0,0.1,0.09,0.1,0.0,0.0,0.1,0.1,0.09,0.09,0.09,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.19
08/16/2021,5.14,4.8,3.11,1.91,1.81,1.73,1.21,1.22,1.09,1.08,1.01,0.86,0.84,0.78,0.71,0.77,0.7,0.72,0.7,0.67,0.6,0.53,0.5,0.51,0.53,0.48,0.52,0.58,0.48,0.48,0.44,0.47,0.44,0.48,0.45,0.47,0.42,0.45,0.45,0.44,0.46,0.47,0.38,0.43,0.39,0.44,0.38,0.37,0.34,0.35,0.31,0.35,0.33,0.33,0.36,0.36,0.34,0.29,0.3,0.34,0.32,0.3,0.29,0.29,0.31,0.26,0.29,0.28,0.28,0.29,0.27,0.0,0.26,0.28,0.26,0.26,0.24,0.25,0.25,0.25,0.23,0.23,0.2,0.23,0.19,0.2,0.21,0.18,0.17,0.18,0.21,0.2,0.19,0.2,0.19,0.19,0.2,0.18,0.17,0.17,0.19,0.18,0.16,0.18,0.0,0.16,0.14,0.18,0.15,0.17,0.17,0.17,0.15,0.15,0.18,0.17,0.16,0.16,0.26,0.18,0.16,0.15,0.15,0.15,0.17,0.15,0.16,0.16,0.15,0.15,0.15,0.14,0.16,0.13,0.14,0.14,0.14,0.15,0.14,0.13,0.12,0.14,0.12,0.12,0.11,0.14,0.13,0.11,0.13,0.12,0.13,0.12,0.13,0.14,0.11,0.12,0.11,0.12,0.1,0.11,0.0,0.11,0.12,0.09,0.11,0.1,0.1,0.11,0.11,0.11,0.0,0.11,0.0,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.12,0.1,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.09,0.1,0.0,0.1,0.09,0.1,0.09,0.1,0.0,0.0,0.1,0.1,0.09,0.0,0.09,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.15
08/17/2021,5.14,4.85,3.1,1.91,1.82,1.73,1.2,1.22,1.11,1.06,1.02,0.86,0.85,0.77,0.71,0.77,0.7,0.72,0.69,0.67,0.6,0.53,0.5,0.51,0.53,0.47,0.52,0.6,0.49,0.48,0.44,0.48,0.43,0.48,0.45,0.47,0.43,0.45,0.45,0.44,0.46,0.46,0.38,0.44,0.39,0.44,0.38,0.37,0.35,0.35,0.31,0.35,0.33,0.33,0.36,0.36,0.33,0.29,0.3,0.34,0.32,0.3,0.29,0.28,0.31,0.26,0.29,0.28,0.28,0.28,0.26,0.0,0.26,0.3,0.26,0.26,0.24,0.26,0.24,0.24,0.23,0.23,0.2,0.23,0.19,0.2,0.21,0.18,0.17,0.18,0.21,0.2,0.2,0.2,0.19,0.19,0.2,0.19,0.17,0.17,0.19,0.18,0.16,0.17,0.0,0.16,0.14,0.18,0.15,0.17,0.17,0.17,0.14,0.15,0.18,0.17,0.16,0.16,0.26,0.18,0.17,0.15,0.15,0.14,0.17,0.15,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.13,0.14,0.14,0.14,0.15,0.14,0.13,0.12,0.14,0.12,0.12,0.11,0.14,0.13,0.11,0.13,0.12,0.13,0.12,0.13,0.14,0.11,0.12,0.11,0.12,0.1,0.11,0.0,0.11,0.11,0.0,0.11,0.1,0.1,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.12,0.1,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.09,0.1,0.0,0.1,0.09,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.09,0.09,0.09,0.25,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.18
