,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,NVDA,JPM,JNJ,V,UNH,HD,PYPL,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,KO,ABT,T,PEP,CVX,NKE,ABBV,TMO,MRK,ACN,WMT,AVGO,LLY,WFC,TXN,COST,MCD,DHR,MDT,QCOM,PM,HON,UPS,LIN,BMY,UNP,ORCL,NEE,C,AMGN,LOW,MS,INTU,SBUX,RTX,BA,GS,AMAT,BLK,IBM,AMT,TGT,CAT,GE,MMM,AMD,ISRG,DE,AXP,NOW,SCHW,CVS,CHTR,SPGI,ANTM,SQ,LMT,BKNG,ZTS,FIS,MU,LRCX,PLD,MO,MDLZ,GILD,SYK,TMUS,ADP,CCI,COP,ZM,TJX,PNC,CI,USB,LWB.WA,CME,UBER,DUK,GM,TFC,CSX,EL,ATVI,FDX,CB,MMC,BDX,EQIX,MRNA,COF,ILMN,CL,NSC,ICE,BX,EW,SHW,ADSK,FISV,SO,ITW,APD,SNAP,TWLO,ADI,BSX,REGN,ETN,D,MCO,F,EMR,HUM,PGR,GPN,HCA,NXPI,TWTR,IDXX,NOC,WM,FCX,DOCU,AON,BIIB,ECL,VRTX,DG,NEM,CRWD,EOG,ROP,JCI,ROKU,KLAC,IQV,DOW,MRVL,TROW,PSA,SLB,TEL,LWB.WA.1,EBAY,KMB,A,WDAY,ROST,ALGN,MET,LHX,TT,MSCI,CMG,EXC,VEEV,LULU,MTCH,PINS,APTV,GD,CNC,SPG,SNPS,INFO,AEP,SRE,DLR,DD,DXCM,UKCM.L,APH,ORLY,AIG,BAX,EA,CARR,BK,CDNS,MCHP,PRU,GE.,FTNT,RMD,SNI.OL,PLLDA.AX,PANW,n/a,SNOW,ABNB,PLTR,MAR,SYY,PXD,NET,SIVB,XLNX,KKR,DDOG,SUM
09/14/2021,5.14,4.9,3.27,2.0,1.87,1.78,1.16,1.25,1.23,1.05,0.97,0.84,0.84,0.78,0.74,0.78,0.67,0.74,0.67,0.69,0.6,0.5,0.58,0.49,0.55,0.48,0.54,0.56,0.47,0.5,0.43,0.47,0.41,0.46,0.41,0.49,0.41,0.48,0.44,0.45,0.42,0.4,0.39,0.45,0.39,0.46,0.39,0.35,0.36,0.34,0.31,0.36,0.31,0.3,0.36,0.37,0.32,0.27,0.32,0.34,0.34,0.31,0.28,0.25,0.3,0.28,0.29,0.27,0.29,0.27,0.25,0.25,0.24,0.28,0.27,0.25,0.23,0.28,0.24,0.24,0.24,0.24,0.19,0.21,0.19,0.21,0.22,0.17,0.18,0.19,0.22,0.21,0.19,0.2,0.2,0.17,0.19,0.18,0.17,0.14,0.18,0.18,0.15,0.17,0.0,0.15,0.13,0.17,0.14,0.16,0.15,0.17,0.14,0.14,0.18,0.18,0.17,0.17,0.3,0.15,0.15,0.14,0.14,0.15,0.19,0.17,0.16,0.14,0.15,0.15,0.14,0.13,0.15,0.12,0.2,0.14,0.15,0.14,0.14,0.14,0.11,0.13,0.11,0.12,0.11,0.15,0.13,0.11,0.13,0.12,0.13,0.11,0.12,0.15,0.1,0.12,0.11,0.11,0.1,0.11,0.0,0.11,0.12,0.0,0.12,0.11,0.1,0.11,0.11,0.11,0.0,0.11,0.0,0.1,0.1,0.12,0.11,0.0,0.11,0.1,0.1,0.1,0.12,0.12,0.11,0.09,0.11,0.1,0.0,0.0,0.1,0.0,0.09,0.11,0.1,0.1,0.09,0.1,0.0,0.12,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.09,0.1,0.09,0.0,0.0,0.09,0.09,0.0,0.0,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.48
09/15/2021,5.14,4.9,3.27,2.0,1.87,1.78,1.16,1.25,1.23,1.05,0.97,0.84,0.84,0.78,0.74,0.78,0.67,0.74,0.67,0.69,0.6,0.5,0.58,0.49,0.55,0.48,0.54,0.56,0.47,0.5,0.43,0.47,0.41,0.46,0.41,0.49,0.41,0.48,0.44,0.45,0.42,0.4,0.39,0.45,0.39,0.46,0.39,0.35,0.36,0.34,0.31,0.36,0.31,0.3,0.36,0.37,0.32,0.27,0.32,0.34,0.34,0.31,0.28,0.25,0.3,0.28,0.29,0.27,0.29,0.27,0.25,0.25,0.24,0.28,0.27,0.25,0.23,0.28,0.24,0.24,0.24,0.24,0.19,0.21,0.19,0.21,0.22,0.17,0.18,0.19,0.22,0.21,0.19,0.2,0.2,0.17,0.19,0.18,0.17,0.14,0.18,0.18,0.15,0.17,0.0,0.15,0.13,0.17,0.14,0.16,0.15,0.17,0.14,0.14,0.18,0.18,0.17,0.17,0.3,0.15,0.15,0.14,0.14,0.15,0.19,0.17,0.16,0.14,0.15,0.15,0.14,0.13,0.15,0.12,0.2,0.14,0.15,0.14,0.14,0.14,0.11,0.13,0.11,0.12,0.11,0.15,0.13,0.11,0.13,0.12,0.13,0.11,0.12,0.15,0.1,0.12,0.11,0.11,0.1,0.11,0.0,0.11,0.12,0.0,0.12,0.11,0.1,0.11,0.11,0.11,0.0,0.11,0.0,0.1,0.1,0.12,0.11,0.0,0.11,0.1,0.1,0.1,0.12,0.12,0.11,0.09,0.11,0.1,0.0,0.0,0.1,0.0,0.09,0.11,0.1,0.1,0.09,0.1,0.0,0.12,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.09,0.1,0.09,0.0,0.0,0.09,0.09,0.0,0.0,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.48
09/16/2021,5.14,4.9,3.27,2.0,1.87,1.78,1.16,1.25,1.23,1.05,0.97,0.84,0.84,0.78,0.74,0.78,0.67,0.74,0.67,0.69,0.6,0.5,0.58,0.49,0.55,0.48,0.54,0.56,0.47,0.5,0.43,0.47,0.41,0.46,0.41,0.49,0.41,0.48,0.44,0.45,0.42,0.4,0.39,0.45,0.39,0.46,0.39,0.35,0.36,0.34,0.31,0.36,0.31,0.3,0.36,0.37,0.32,0.27,0.32,0.34,0.34,0.31,0.28,0.25,0.3,0.28,0.29,0.27,0.29,0.27,0.25,0.25,0.24,0.28,0.27,0.25,0.23,0.28,0.24,0.24,0.24,0.24,0.19,0.21,0.19,0.21,0.22,0.17,0.18,0.19,0.22,0.21,0.19,0.2,0.2,0.17,0.19,0.18,0.17,0.14,0.18,0.18,0.15,0.17,0.0,0.15,0.13,0.17,0.14,0.16,0.15,0.17,0.14,0.14,0.18,0.18,0.17,0.17,0.3,0.15,0.15,0.14,0.14,0.15,0.19,0.17,0.16,0.14,0.15,0.15,0.14,0.13,0.15,0.12,0.2,0.14,0.15,0.14,0.14,0.14,0.11,0.13,0.11,0.12,0.11,0.15,0.13,0.11,0.13,0.12,0.13,0.11,0.12,0.15,0.1,0.12,0.11,0.11,0.1,0.11,0.0,0.11,0.12,0.0,0.12,0.11,0.1,0.11,0.11,0.11,0.0,0.11,0.0,0.1,0.1,0.12,0.11,0.0,0.11,0.1,0.1,0.1,0.12,0.12,0.11,0.09,0.11,0.1,0.0,0.0,0.1,0.0,0.09,0.11,0.1,0.1,0.09,0.1,0.0,0.12,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.09,0.1,0.09,0.0,0.0,0.09,0.09,0.0,0.0,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.48
09/17/2021,5.15,4.91,3.25,1.98,1.88,1.79,1.16,1.26,1.21,1.06,0.96,0.83,0.86,0.78,0.72,0.78,0.67,0.74,0.68,0.68,0.6,0.51,0.57,0.5,0.54,0.49,0.54,0.55,0.48,0.49,0.43,0.47,0.42,0.45,0.42,0.48,0.41,0.47,0.44,0.45,0.42,0.42,0.39,0.45,0.4,0.45,0.38,0.36,0.35,0.34,0.31,0.36,0.31,0.3,0.35,0.36,0.32,0.27,0.32,0.34,0.33,0.31,0.28,0.26,0.31,0.28,0.29,0.27,0.29,0.26,0.25,0.25,0.24,0.28,0.27,0.25,0.23,0.28,0.24,0.24,0.24,0.24,0.2,0.21,0.19,0.21,0.21,0.17,0.18,0.19,0.22,0.2,0.19,0.2,0.2,0.17,0.19,0.18,0.17,0.14,0.18,0.18,0.16,0.17,0.0,0.15,0.13,0.17,0.14,0.17,0.15,0.17,0.13,0.14,0.18,0.18,0.17,0.17,0.28,0.16,0.15,0.14,0.13,0.15,0.19,0.16,0.16,0.14,0.14,0.15,0.14,0.13,0.15,0.12,0.2,0.14,0.15,0.14,0.14,0.13,0.11,0.13,0.12,0.12,0.11,0.15,0.13,0.1,0.12,0.12,0.13,0.11,0.12,0.15,0.1,0.12,0.11,0.11,0.1,0.11,0.0,0.11,0.12,0.0,0.12,0.11,0.1,0.11,0.11,0.11,0.0,0.11,0.0,0.1,0.1,0.11,0.11,0.0,0.11,0.1,0.1,0.1,0.12,0.12,0.11,0.09,0.11,0.1,0.0,0.0,0.1,0.0,0.09,0.11,0.1,0.1,0.09,0.1,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.09,0.1,0.1,0.09,0.0,0.0,0.09,0.0,0.0,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.37
09/24/2021,5.01,4.92,3.24,1.89,1.86,1.75,1.13,1.33,1.18,1.02,0.96,0.83,0.86,0.79,0.7,0.77,0.65,0.69,0.64,0.68,0.57,0.51,0.56,0.5,0.56,0.48,0.52,0.55,0.47,0.49,0.43,0.47,0.41,0.44,0.42,0.52,0.41,0.47,0.45,0.45,0.41,0.42,0.4,0.44,0.4,0.46,0.38,0.33,0.35,0.33,0.31,0.35,0.3,0.28,0.32,0.36,0.3,0.27,0.32,0.32,0.34,0.29,0.28,0.26,0.28,0.27,0.27,0.26,0.3,0.27,0.23,0.24,0.23,0.28,0.27,0.21,0.23,0.29,0.23,0.25,0.21,0.24,0.21,0.22,0.18,0.21,0.21,0.17,0.18,0.19,0.21,0.2,0.19,0.2,0.2,0.16,0.19,0.18,0.18,0.13,0.19,0.17,0.15,0.17,0.0,0.15,0.16,0.17,0.16,0.16,0.15,0.16,0.13,0.14,0.17,0.17,0.17,0.17,0.34,0.15,0.14,0.14,0.13,0.15,0.19,0.16,0.16,0.14,0.14,0.15,0.14,0.13,0.18,0.13,0.2,0.14,0.15,0.14,0.13,0.13,0.11,0.12,0.11,0.12,0.1,0.14,0.12,0.11,0.13,0.12,0.13,0.1,0.12,0.15,0.1,0.12,0.11,0.12,0.1,0.11,0.09,0.11,0.11,0.0,0.12,0.11,0.0,0.11,0.1,0.11,0.0,0.1,0.0,0.1,0.1,0.12,0.11,0.0,0.12,0.09,0.1,0.1,0.12,0.12,0.11,0.0,0.11,0.09,0.0,0.0,0.1,0.0,0.1,0.11,0.11,0.0,0.09,0.1,0.0,0.12,0.0,0.1,0.09,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.16,0.16,0.13,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.71000000000001
09/28/2021,5.0,4.88,3.23,1.82,1.86,1.74,1.12,1.36,1.19,1.06,0.94,0.85,0.83,0.78,0.71,0.76,0.68,0.69,0.68,0.64,0.56,0.53,0.57,0.49,0.6,0.48,0.52,0.53,0.45,0.48,0.42,0.46,0.42,0.41,0.41,0.52,0.4,0.47,0.44,0.45,0.4,0.43,0.4,0.45,0.4,0.45,0.38,0.33,0.34,0.33,0.3,0.35,0.29,0.29,0.32,0.34,0.31,0.26,0.32,0.33,0.34,0.29,0.28,0.26,0.29,0.28,0.27,0.27,0.28,0.26,0.23,0.25,0.23,0.28,0.27,0.21,0.25,0.29,0.24,0.24,0.2,0.24,0.2,0.23,0.19,0.22,0.21,0.16,0.18,0.19,0.21,0.19,0.18,0.19,0.2,0.16,0.19,0.17,0.19,0.13,0.19,0.18,0.15,0.17,0.0,0.15,0.16,0.16,0.16,0.17,0.15,0.16,0.13,0.12,0.17,0.18,0.16,0.16,0.33,0.16,0.14,0.14,0.13,0.15,0.19,0.16,0.15,0.14,0.14,0.14,0.13,0.12,0.19,0.12,0.21,0.14,0.15,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.1,0.14,0.12,0.12,0.13,0.12,0.13,0.1,0.12,0.15,0.09,0.12,0.1,0.11,0.09,0.11,0.1,0.11,0.11,0.0,0.12,0.11,0.09,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.11,0.11,0.0,0.12,0.1,0.1,0.09,0.12,0.12,0.1,0.0,0.11,0.1,0.0,0.0,0.1,0.0,0.1,0.11,0.11,0.0,0.0,0.09,0.0,0.12,0.0,0.1,0.09,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.09,0.0,0.0,0.0,0.1,0.37,0.16,0.13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.65
09/29/2021,5.0,4.88,3.23,1.82,1.86,1.74,1.12,1.36,1.19,1.06,0.94,0.85,0.83,0.78,0.71,0.76,0.68,0.69,0.68,0.64,0.56,0.53,0.57,0.49,0.6,0.48,0.52,0.53,0.45,0.48,0.42,0.46,0.42,0.41,0.41,0.52,0.4,0.47,0.44,0.45,0.4,0.43,0.4,0.45,0.4,0.45,0.38,0.33,0.34,0.33,0.3,0.35,0.29,0.29,0.32,0.34,0.31,0.26,0.32,0.33,0.34,0.29,0.28,0.26,0.29,0.28,0.27,0.27,0.28,0.26,0.23,0.25,0.23,0.28,0.27,0.21,0.25,0.29,0.24,0.24,0.2,0.24,0.2,0.23,0.19,0.22,0.21,0.16,0.18,0.19,0.21,0.19,0.18,0.19,0.2,0.16,0.19,0.17,0.19,0.13,0.19,0.18,0.15,0.17,0.0,0.15,0.16,0.16,0.16,0.17,0.15,0.16,0.13,0.12,0.17,0.18,0.16,0.16,0.33,0.16,0.14,0.14,0.13,0.15,0.19,0.16,0.15,0.14,0.14,0.14,0.13,0.12,0.19,0.12,0.21,0.14,0.15,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.1,0.14,0.12,0.12,0.13,0.12,0.13,0.1,0.12,0.15,0.09,0.12,0.1,0.11,0.09,0.11,0.1,0.11,0.11,0.0,0.12,0.11,0.09,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.11,0.11,0.0,0.12,0.1,0.1,0.09,0.12,0.12,0.1,0.0,0.11,0.1,0.0,0.0,0.1,0.0,0.1,0.11,0.11,0.0,0.0,0.09,0.0,0.12,0.0,0.1,0.09,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.09,0.0,0.0,0.0,0.1,0.37,0.16,0.13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.65
09/30/2021,4.97,4.81,3.23,1.84,1.85,1.74,1.13,1.4,1.18,1.09,0.94,0.84,0.83,0.79,0.7,0.75,0.68,0.71,0.7,0.63,0.56,0.55,0.57,0.49,0.59,0.48,0.52,0.53,0.45,0.47,0.43,0.46,0.43,0.41,0.41,0.51,0.4,0.46,0.44,0.45,0.39,0.43,0.4,0.44,0.4,0.44,0.38,0.33,0.35,0.33,0.3,0.35,0.29,0.29,0.33,0.34,0.32,0.26,0.32,0.33,0.34,0.29,0.29,0.27,0.29,0.28,0.27,0.27,0.27,0.26,0.24,0.25,0.23,0.29,0.26,0.22,0.25,0.28,0.25,0.25,0.2,0.23,0.21,0.22,0.19,0.22,0.2,0.17,0.18,0.19,0.2,0.2,0.18,0.19,0.2,0.16,0.19,0.17,0.19,0.13,0.19,0.18,0.15,0.18,0.0,0.16,0.17,0.16,0.17,0.17,0.15,0.16,0.13,0.12,0.17,0.17,0.16,0.16,0.31,0.16,0.14,0.14,0.13,0.15,0.18,0.16,0.15,0.14,0.14,0.14,0.13,0.13,0.18,0.13,0.21,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.11,0.12,0.1,0.14,0.13,0.11,0.12,0.12,0.13,0.11,0.11,0.14,0.09,0.12,0.1,0.11,0.09,0.11,0.1,0.11,0.11,0.0,0.12,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.0,0.1,0.1,0.11,0.11,0.0,0.11,0.1,0.1,0.09,0.11,0.12,0.1,0.0,0.11,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.1,0.09,0.11,0.0,0.0,0.1,0.09,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.15,0.13,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.35000000000001
10/01/2021,4.97,4.81,3.23,1.84,1.85,1.74,1.13,1.4,1.18,1.09,0.94,0.84,0.83,0.79,0.7,0.75,0.68,0.71,0.7,0.63,0.56,0.55,0.57,0.49,0.59,0.48,0.52,0.53,0.45,0.47,0.43,0.46,0.43,0.41,0.41,0.51,0.4,0.46,0.44,0.45,0.39,0.43,0.4,0.44,0.4,0.44,0.38,0.33,0.35,0.33,0.3,0.35,0.29,0.29,0.33,0.34,0.32,0.26,0.32,0.33,0.34,0.29,0.29,0.27,0.29,0.28,0.27,0.27,0.27,0.26,0.24,0.25,0.23,0.29,0.26,0.22,0.25,0.28,0.25,0.25,0.2,0.23,0.21,0.22,0.19,0.22,0.2,0.17,0.18,0.19,0.2,0.2,0.18,0.19,0.2,0.16,0.19,0.17,0.19,0.13,0.19,0.18,0.15,0.18,0.0,0.16,0.17,0.16,0.17,0.17,0.15,0.16,0.13,0.12,0.17,0.17,0.16,0.16,0.31,0.16,0.14,0.14,0.13,0.15,0.18,0.16,0.15,0.14,0.14,0.14,0.13,0.13,0.18,0.13,0.21,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.11,0.12,0.1,0.14,0.13,0.11,0.12,0.12,0.13,0.11,0.11,0.14,0.09,0.12,0.1,0.11,0.09,0.11,0.1,0.11,0.11,0.0,0.12,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.0,0.1,0.1,0.11,0.11,0.0,0.11,0.1,0.1,0.09,0.11,0.12,0.1,0.0,0.11,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.1,0.09,0.11,0.0,0.0,0.1,0.09,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.15,0.13,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.35000000000001
10/04/2021,4.99,4.75,3.2,1.8,1.8,1.68,1.14,1.41,1.14,1.1,0.96,0.85,0.84,0.8,0.68,0.77,0.68,0.7,0.71,0.61,0.57,0.56,0.59,0.5,0.58,0.48,0.52,0.54,0.46,0.47,0.43,0.47,0.44,0.41,0.43,0.51,0.42,0.46,0.45,0.45,0.41,0.43,0.4,0.44,0.41,0.43,0.38,0.32,0.34,0.33,0.3,0.34,0.3,0.29,0.33,0.34,0.32,0.27,0.33,0.32,0.33,0.29,0.29,0.28,0.29,0.26,0.27,0.28,0.27,0.26,0.24,0.26,0.23,0.27,0.26,0.22,0.25,0.27,0.25,0.25,0.21,0.23,0.21,0.21,0.19,0.22,0.21,0.17,0.18,0.18,0.21,0.2,0.18,0.2,0.2,0.17,0.19,0.17,0.2,0.12,0.19,0.19,0.15,0.18,0.0,0.16,0.16,0.17,0.17,0.18,0.15,0.16,0.13,0.12,0.17,0.17,0.16,0.16,0.3,0.16,0.13,0.14,0.13,0.15,0.18,0.16,0.15,0.14,0.15,0.15,0.14,0.13,0.17,0.12,0.2,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.11,0.12,0.11,0.14,0.12,0.11,0.12,0.12,0.13,0.11,0.11,0.15,0.09,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.0,0.11,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.0,0.1,0.1,0.11,0.1,0.0,0.11,0.1,0.1,0.09,0.11,0.12,0.11,0.0,0.11,0.09,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.09,0.0,0.12,0.0,0.1,0.1,0.11,0.0,0.0,0.1,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.11,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.32000000000001
10/05/2021,4.97,4.82,3.17,1.82,1.83,1.71,1.13,1.4,1.15,1.11,0.94,0.86,0.82,0.78,0.69,0.75,0.7,0.71,0.71,0.61,0.58,0.57,0.6,0.5,0.59,0.49,0.52,0.53,0.46,0.46,0.43,0.46,0.45,0.42,0.43,0.5,0.46,0.46,0.43,0.44,0.4,0.43,0.4,0.44,0.4,0.43,0.38,0.32,0.33,0.33,0.29,0.34,0.29,0.29,0.33,0.35,0.32,0.27,0.32,0.32,0.33,0.3,0.29,0.28,0.28,0.26,0.27,0.29,0.27,0.25,0.24,0.26,0.23,0.28,0.27,0.22,0.25,0.28,0.25,0.25,0.21,0.23,0.2,0.21,0.19,0.22,0.21,0.17,0.18,0.18,0.21,0.19,0.18,0.19,0.2,0.17,0.19,0.17,0.21,0.13,0.18,0.19,0.15,0.18,0.0,0.16,0.17,0.17,0.17,0.18,0.15,0.16,0.14,0.12,0.17,0.17,0.16,0.16,0.27,0.16,0.13,0.14,0.13,0.14,0.18,0.16,0.15,0.14,0.15,0.14,0.13,0.13,0.17,0.12,0.2,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.11,0.12,0.1,0.14,0.11,0.11,0.12,0.12,0.13,0.11,0.11,0.15,0.09,0.12,0.1,0.11,0.1,0.11,0.11,0.1,0.11,0.0,0.11,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.0,0.1,0.1,0.1,0.11,0.0,0.11,0.1,0.1,0.09,0.11,0.11,0.1,0.0,0.11,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.1,0.09,0.11,0.0,0.0,0.1,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.15,0.15,0.13,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.31
10/06/2021,4.97,4.82,3.17,1.82,1.83,1.71,1.13,1.4,1.15,1.11,0.94,0.86,0.82,0.78,0.69,0.75,0.7,0.71,0.71,0.61,0.58,0.57,0.6,0.5,0.59,0.49,0.52,0.53,0.46,0.46,0.43,0.46,0.45,0.42,0.43,0.5,0.46,0.46,0.43,0.44,0.4,0.43,0.4,0.44,0.4,0.43,0.38,0.32,0.33,0.33,0.29,0.34,0.29,0.29,0.33,0.35,0.32,0.27,0.32,0.32,0.33,0.3,0.29,0.28,0.28,0.26,0.27,0.29,0.27,0.25,0.24,0.26,0.23,0.28,0.27,0.22,0.25,0.28,0.25,0.25,0.21,0.23,0.2,0.21,0.19,0.22,0.21,0.17,0.18,0.18,0.21,0.19,0.18,0.19,0.2,0.17,0.19,0.17,0.21,0.13,0.18,0.19,0.15,0.18,0.0,0.16,0.17,0.17,0.17,0.18,0.15,0.16,0.14,0.12,0.17,0.17,0.16,0.16,0.27,0.16,0.13,0.14,0.13,0.14,0.18,0.16,0.15,0.14,0.15,0.14,0.13,0.13,0.17,0.12,0.2,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.11,0.12,0.1,0.14,0.11,0.11,0.12,0.12,0.13,0.11,0.11,0.15,0.09,0.12,0.1,0.11,0.1,0.11,0.11,0.1,0.11,0.0,0.11,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.0,0.1,0.1,0.1,0.11,0.0,0.11,0.1,0.1,0.09,0.11,0.11,0.1,0.0,0.11,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.1,0.09,0.11,0.0,0.0,0.1,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.15,0.15,0.13,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.31
10/07/2021,4.97,4.82,3.17,1.82,1.83,1.71,1.13,1.4,1.15,1.11,0.94,0.86,0.82,0.78,0.69,0.75,0.7,0.71,0.71,0.61,0.58,0.57,0.6,0.5,0.59,0.49,0.52,0.53,0.46,0.46,0.43,0.46,0.45,0.42,0.43,0.5,0.46,0.46,0.43,0.44,0.4,0.43,0.4,0.44,0.4,0.43,0.38,0.32,0.33,0.33,0.29,0.34,0.29,0.29,0.33,0.35,0.32,0.27,0.32,0.32,0.33,0.3,0.29,0.28,0.28,0.26,0.27,0.29,0.27,0.25,0.24,0.26,0.23,0.28,0.27,0.22,0.25,0.28,0.25,0.25,0.21,0.23,0.2,0.21,0.19,0.22,0.21,0.17,0.18,0.18,0.21,0.19,0.18,0.19,0.2,0.17,0.19,0.17,0.21,0.13,0.18,0.19,0.15,0.18,0.0,0.16,0.17,0.17,0.17,0.18,0.15,0.16,0.14,0.12,0.17,0.17,0.16,0.16,0.27,0.16,0.13,0.14,0.13,0.14,0.18,0.16,0.15,0.14,0.15,0.14,0.13,0.13,0.17,0.12,0.2,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.11,0.12,0.1,0.14,0.11,0.11,0.12,0.12,0.13,0.11,0.11,0.15,0.09,0.12,0.1,0.11,0.1,0.11,0.11,0.1,0.11,0.0,0.11,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.0,0.1,0.1,0.1,0.11,0.0,0.11,0.1,0.1,0.09,0.11,0.11,0.1,0.0,0.11,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.1,0.09,0.11,0.0,0.0,0.1,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.15,0.15,0.13,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.31
10/08/2021,4.92,4.79,3.13,1.75,1.81,1.7,1.14,1.43,1.11,1.12,0.94,0.85,0.82,0.78,0.67,0.76,0.67,0.71,0.72,0.6,0.59,0.59,0.6,0.51,0.59,0.49,0.51,0.54,0.46,0.46,0.44,0.47,0.46,0.42,0.43,0.5,0.47,0.46,0.44,0.44,0.4,0.43,0.4,0.44,0.41,0.43,0.38,0.32,0.34,0.33,0.29,0.34,0.29,0.3,0.33,0.35,0.33,0.27,0.33,0.32,0.32,0.3,0.3,0.28,0.28,0.26,0.27,0.29,0.27,0.25,0.24,0.26,0.23,0.27,0.26,0.22,0.25,0.28,0.25,0.25,0.21,0.23,0.2,0.2,0.19,0.23,0.21,0.17,0.18,0.18,0.21,0.19,0.18,0.19,0.2,0.17,0.19,0.17,0.22,0.13,0.18,0.19,0.15,0.18,0.0,0.16,0.17,0.17,0.18,0.18,0.15,0.16,0.14,0.12,0.17,0.17,0.16,0.16,0.26,0.17,0.13,0.14,0.14,0.15,0.17,0.15,0.16,0.14,0.15,0.15,0.13,0.13,0.17,0.12,0.2,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.11,0.12,0.1,0.14,0.11,0.1,0.12,0.12,0.13,0.11,0.11,0.15,0.09,0.12,0.1,0.11,0.1,0.11,0.11,0.11,0.11,0.0,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.11,0.0,0.11,0.1,0.1,0.09,0.11,0.11,0.11,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.09,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.11,0.0,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.16,0.15,0.12,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,69.23
