,ISHARES 7-10 YEAR TREASURY BOND ETF SWAP,ISHARES 7-10 YEAR TREASURY BOND ETF SWAP,ISHARES 7-10 YEAR TREASURY BOND ETF SWAP,IEF,DREYFUS GOVT CASH MGMT,ISHARES 7-10 YEAR TREASURY BOND ETF SWAP,DREYFUS GOVT CASH MGMT,GOLDMAN FINL SQ TRSRY INST 506,GOLDMAN FS GOVT INST,GOLDMAN FINL SQ TRSRY INS,GOLDMAN FINL SQ TRSRY INST 506,GOLDMAN FINL SQ TRSRY INS,SUM
07/09/2021,23.33,21.61,20.99,20.17,4.49,4.16,2.15,1.87,0.7,0.49,0.05,0.0,100.00999999999999
