,EZU,XTSLA,EUR,EUR.1,EUR.2,EUR.3,EUR.4,EUR.5,EUR.6,EUR.7,USD,ASML.AS,MC.PA,SAP.DE,SIE.DE,SAN.PA,OR.PA,TTE.PA,ALV.DE,SU.PA,AI.PA,AIR.PA,ENEL.MI,BAS.DE,DAI.DE,ADS.DE,DTE.DE,IBE.MC,DPW.DE,BNP.PA,KER.PA,SAN.MC,BAYN.DE,DG.PA,ABI.BR,EL.PA,IFX.DE,INGA.AS,CS.PA,ADYEN.AS,SAF.PA,VOW3.DE,RMS.PA,BN.PA,RI.PA,ISP.MI,PRX.AS,PHIA.AS,BBVA.MC,STLA.MI,CRH.L,ITX.MC,MUV2.DE,VNA.DE,SGO.PA,BMW.DE,DSYA.,CLNX.MC,DB1.DE,DSM.AS,CAP.PA,AD.AS,AMS.MC,HEIA.AS,ENI.MI,NOKIA.HE,FLTR.L,LR.PA,KNEBV.HE,ML.PA,WKL.AS,EOAN.DE,RACE.MI,NESTE.HE,STM.PA,MRK.DE,DBK.DE,ENGI.PA,UCG.MI,TEP.PA,VIV.PA,AKZA.AS,RWE.DE,GLE.PA,TEF.MC,SAMPO.HE,KRZ.IR,WLN.PA,ORA.PA,MT.AS,DHER.DE,G.MI,FRE.DE,127.HK,UPM.HE,DWNI.DE,ZAL.DE,KBC.BR,HEN3.DE,SY1.DE,REP.MC,SHL.DE,PAH3.DE,FME.DE,CNHI.MI,VIE.PA,ACA.PA,ERF.PA,HFG.DE,TKWY.AS,ASM.AS,KRX.IR,CON.DE,EDP.LS,BNR.DE,SRT3.,FER.MC,DIM.PA,ARGX.BR,EDEN.PA,PUB.PA,CABK.MC,NN.AS,SK3.IR,UCB.BR,MTX.DE,HEI.DE,MONC.MI,PUM.DE,1COV.DE,GBLB.BR,AENA.MC,CCEP,ALO.PA,FORTUM.HE,BEI.DE,ENR.DE,UMI.BR,CA.PA,SRG.MI,QGEN,HEIO.AS,HO.PA,URW.AS,LEG.DE,STERV.HE,VOW.,TRN.MI,KPN.AS,HNR1.DE,FBK.MI,KESKOB.HE,EBS.VI,AGS.BR,SA.SW,NEXI.MI,HEK.SW,BVI.PA,PRY.MI,RAND.AS,ATL.MI,ELISA.HE,EN.PA,FGR.PA,EXO.MI,KBX.DE,OMV.VI,ELE.MC,SEV.PA,SW.PA,AFX.DE,AT1.DE,GRF.MC,KGX.DE,SGRE.MC,NTGY.MC,AKE.PA,RNO.PA,G24.DE,AGN.AS,GFC.PA,GET.PA,MB.MI,WRT1V.HE,EVK.DE,EDPR.LS,CPR.MI,PST.MI,FR.PA,CBK.DE,SOF.BR,UBI.PA,ORP.PA,VER.VI,EDF.PA,G1A.DE,AC.PA,REC.MI,ATO.PA,ACS.MC,LXS.DE,EO.PA,AMP.MI,FDJ.PA,AMUN.PA,LI.PA,GALP.LS,TMV.DE,BC8.DE,REE.MC,RAA.DE,DIA.MI,DSY.PA,n/a,UMG.AS,SOLB.BR,777.DE,ABN.AS,NEM.DE,JMT.LS,SUM
07/09/2021,99.7,0.38,0.22,0.02,0.01,0.0,0.0,0.0,0.0,0.0,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.29
07/15/2021,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,3.83,2.71,2.12,2.06,1.95,1.95,1.82,1.54,1.46,1.38,1.34,1.3,1.3,1.26,1.25,1.24,1.2,1.19,1.14,1.13,1.04,1.02,0.94,0.92,0.9,0.88,0.88,0.87,0.85,0.82,0.82,0.81,0.79,0.79,0.79,0.74,0.73,0.7,0.69,0.68,0.67,0.65,0.61,0.61,0.59,0.58,0.57,0.57,0.56,0.55,0.54,0.54,0.53,0.52,0.52,0.51,0.49,0.48,0.48,0.47,0.46,0.46,0.46,0.46,0.45,0.44,0.43,0.43,0.42,0.42,0.42,0.42,0.41,0.41,0.4,0.4,0.39,0.39,0.39,0.39,0.39,0.38,0.37,0.37,0.35,0.34,0.33,0.32,0.31,0.3,0.3,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.5
07/28/2021,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.49,3.83,2.52,2.11,2.04,2.0,1.82,1.78,1.55,1.46,1.34,1.34,1.26,1.32,1.24,1.22,1.23,1.21,1.17,1.15,1.12,1.03,0.98,0.91,0.91,0.86,0.84,0.86,0.93,0.82,0.79,0.84,0.78,0.8,0.77,0.8,0.76,0.73,0.65,0.67,0.64,0.66,0.63,0.61,0.58,0.6,0.58,0.58,0.6,0.57,0.55,0.52,0.53,0.5,0.55,0.51,0.51,0.5,0.48,0.52,0.48,0.46,0.48,0.46,0.46,0.45,0.43,0.42,0.43,0.42,0.4,0.4,0.41,0.4,0.42,0.41,0.41,0.39,0.4,0.42,0.38,0.39,0.86,0.38,0.36,0.45,0.34,0.31,0.32,0.28,0.3,0.29,0.29,0.29,0.29,0.28,0.28,0.29,0.26,0.3,0.28,0.27,0.26,0.27,0.27,0.25,0.26,0.25,0.25,0.25,0.23,0.24,0.24,0.23,0.23,0.23,0.24,0.23,0.22,0.22,0.21,0.22,0.21,0.21,0.21,0.19,0.22,0.2,0.21,0.21,0.2,0.19,0.18,0.2,0.2,0.18,0.19,0.19,0.18,0.18,0.2,0.18,0.16,0.17,0.17,0.16,0.17,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.13,0.13,0.12,0.14,0.13,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.13,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.1,0.1,0.11,0.1,0.1,0.09,0.0,0.1,0.1,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.58
10/11/2021,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.52,3.63,2.54,2.16,1.97,1.89,2.24,1.69,1.58,1.37,1.4,1.15,1.19,1.35,1.04,1.16,1.09,1.1,1.32,0.97,1.18,0.95,0.99,0.76,0.99,0.97,1.01,0.96,1.01,0.79,0.72,0.79,0.79,0.86,0.85,1.32,0.7,0.83,0.68,0.65,0.71,0.7,0.59,0.6,0.56,0.0,0.55,0.57,0.63,0.59,0.63,0.54,0.49,0.62,0.55,0.59,0.5,0.42,0.47,0.51,0.52,0.47,0.42,0.52,0.5,0.47,0.45,0.53,0.41,0.16,0.36,0.43,0.47,0.43,0.46,0.39,0.33,0.39,0.36,0.35,0.43,0.34,0.0,0.34,0.38,0.36,0.42,0.29,0.3,0.35,0.33,0.26,0.26,0.3,0.3,0.3,0.3,0.28,0.25,0.32,0.28,0.21,0.26,0.26,0.28,0.26,0.26,0.24,0.24,0.27,0.25,0.25,0.23,0.26,0.22,0.2,0.24,0.21,0.22,0.22,0.23,0.2,0.2,0.25,0.2,0.18,0.2,0.21,0.2,0.21,0.18,0.19,0.16,0.18,0.17,0.17,0.18,0.19,0.19,0.2,0.17,0.23,0.15,0.0,0.15,0.16,0.16,0.16,0.15,0.17,0.16,0.17,0.15,0.16,0.14,0.17,0.12,0.14,0.14,0.14,0.0,0.14,0.12,0.1,0.14,0.14,0.12,0.11,0.17,0.11,0.12,0.13,0.1,0.12,0.13,0.13,0.13,0.11,0.13,0.11,0.1,0.1,0.13,0.12,0.12,0.11,0.11,0.09,0.12,0.1,0.1,0.11,0.0,0.0,0.0,0.1,0.0,0.1,0.11,0.0,0.0,0.62,0.42,0.37,0.16,0.12,0.11,0.11,0.1,97.6
