,XTSLA,GME,M,PDCE,REZI,SIG,FHB,PPBI,NSIT,BKU,HP,ABG,BBBY,ABCB,SJI,ABM,ANF,AVA,SFNC,UFS,IBTX,SM,AGO,ISBC,ATI,ONB,CPE,GPI,PBH,OI,SITC,AEL,SANM,ADC,SBH,MYGN,ODP,RPAI,UCBI,DDD,BDN,COLB,B,EPC,HUBG,CADE,BCC,MGLN,LXP,UFPI,BLMN,KFY,SEM,TSE,IDCC,MTDR,SKYW,SYKE,ITRI,RLGY,MNRO,ROIC,XHR,PMT,AJRD,WRE,SHOO,DRH,ARI,FFBC,FBP,GMS,CORE,FMBI,NPO,RNST,AAT,KALU,AMCX,LNTH,ATGE,KRG,KN,CRS,GVA,SVC,HNI,PLAY,AAWW,ITGR,CBU,DLX,KLIC,WSFS,GNL,CNMD,AKR,ROG,PTEN,RRC,SMPL,AMN,FLOW,MTOR,MHO,WWW,JBT,NYMT,MDP,FUL,BRC,SBCF,BANR,OXM,UNF,NWN,PFS,EGBN,MD,HSC,ALGT,CAKE,GNW,RMBS,NWBI,VBTX,OII,HOPE,OMI,WIRE,ARNC,CLI,HTH,MOG.A,SWN,JJSF,KTB,TWO,ECPG,ARCB,AWR,GIII,CVBF,UVV,STAR,WTS,PLCE,OPI,MLI,HMN,TTMI,KAMN,PBF,STC,ALEX,AIN,IOSP,AIT,INDB,CFFN,GBX,GKOS,NBTB,FN,EAT,PBI,CXW,FBK,RAVN,HA,SKT,SWM,ACA,AXL,AIR,ENVA,SPXC,SXI,PLUS,FOE,PSMT,FCF,SSP,SCL,CWT,USCR,CCOI,KRA,HI,PLXS,WGO,AROC,BJRI,DRQ,GFF,SCHL,NTGR,MDC,DCOM,CVET,EIG,MATW,CUBI,PRA,STBA,SBSI,GWB,GPRE,FBNC,MEI,SAH,OFG,CTRE,SAFT,COKE,BRKL,CPK,DEA,DNOW,ADTN,VREX,INT,STRA,MSEX,UNIT,APOG,IRT,USD,CNK,TRMK,VRTV,HCC,THS,LGND,ASIX,HCSG,AMEH,SGH,BOOT,LPI,UNFI,FBC,TR5.,TBI,CHEF,NTCT,n/a,KAR,COOP,ESE,REGI,MTH,EBS,PRAA,BGS,MANT,GDOT,TDS,NEO,ENSG,CENTA,NMIH,GCP,LZB,EPRT,ASTE,AVNS,VIAV,RCII,PRLB,NKTR,MDRX,TREE,BIG,WDFC,CALM,LTC,MMSI,SHEN,AZZ,WABC,KWR,SHAK,LCII,BHLB,FORM,ANDE,ROCK,FELE,FCPT,AAON,BMI,PLAB,VRE,SUM
07/09/2021,2.76,1.05,0.91,0.81,0.76,0.73,0.67,0.64,0.63,0.62,0.62,0.61,0.58,0.55,0.53,0.52,0.5,0.49,0.49,0.49,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.42,0.42,0.42,0.42,0.41,0.4,0.4,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.30000000000001
07/12/2021,2.8,1.03,1.01,0.8,0.75,0.71,0.67,0.67,0.63,0.69,0.61,0.63,0.56,0.59,0.54,0.52,0.49,0.53,0.52,0.52,0.47,0.46,0.5,0.52,0.49,0.49,0.44,0.51,0.47,0.46,0.45,0.5,0.45,0.45,0.43,0.45,0.44,0.44,0.46,0.42,0.43,0.45,0.42,0.42,0.41,0.45,0.41,0.42,0.39,0.4,0.38,0.4,0.39,0.4,0.39,0.39,0.38,0.39,0.38,0.38,0.38,0.38,0.38,0.36,0.36,0.37,0.36,0.36,0.35,0.38,0.43,0.36,0.36,0.37,0.35,0.37,0.34,0.34,0.33,0.35,0.33,0.32,0.33,0.33,0.33,0.36,0.33,0.32,0.33,0.33,0.36,0.33,0.29,0.37,0.32,0.32,0.35,0.31,0.31,0.34,0.31,0.31,0.3,0.29,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.32,0.32,0.29,0.29,0.29,0.3,0.31,0.28,0.28,0.28,0.27,0.3,0.27,0.3,0.29,0.27,0.29,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.27,0.26,0.24,0.26,0.25,0.29,0.25,0.24,0.25,0.25,0.27,0.26,0.24,0.23,0.26,0.24,0.24,0.25,0.24,0.26,0.27,0.24,0.23,0.26,0.23,0.23,0.25,0.23,0.22,0.22,0.21,0.22,0.22,0.22,0.21,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.22,0.2,0.22,0.22,0.22,0.22,0.23,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,0.21,0.2,0.0,0.0,0.21,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.69
07/13/2021,2.8,1.03,1.01,0.8,0.75,0.71,0.67,0.67,0.63,0.69,0.61,0.63,0.56,0.59,0.54,0.52,0.49,0.53,0.52,0.52,0.47,0.46,0.5,0.52,0.49,0.49,0.44,0.51,0.47,0.46,0.45,0.5,0.45,0.45,0.43,0.45,0.44,0.44,0.46,0.42,0.43,0.45,0.42,0.42,0.41,0.45,0.41,0.42,0.39,0.4,0.38,0.4,0.39,0.4,0.39,0.39,0.38,0.39,0.38,0.38,0.38,0.38,0.38,0.36,0.36,0.37,0.36,0.36,0.35,0.38,0.43,0.36,0.36,0.37,0.35,0.37,0.34,0.34,0.33,0.35,0.33,0.32,0.33,0.33,0.33,0.36,0.33,0.32,0.33,0.33,0.36,0.33,0.29,0.37,0.32,0.32,0.35,0.31,0.31,0.34,0.31,0.31,0.3,0.29,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.32,0.32,0.29,0.29,0.29,0.3,0.31,0.28,0.28,0.28,0.27,0.3,0.27,0.3,0.29,0.27,0.29,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.27,0.26,0.24,0.26,0.25,0.29,0.25,0.24,0.25,0.25,0.27,0.26,0.24,0.23,0.26,0.24,0.24,0.25,0.24,0.26,0.27,0.24,0.23,0.26,0.23,0.23,0.25,0.23,0.22,0.22,0.21,0.22,0.22,0.22,0.21,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.22,0.2,0.22,0.22,0.22,0.22,0.23,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,0.21,0.2,0.0,0.0,0.21,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.69
07/14/2021,2.04,1.0,1.04,0.79,0.75,0.71,0.68,0.68,0.62,0.71,0.61,0.63,0.56,0.6,0.53,0.51,0.49,0.52,0.53,0.49,0.48,0.46,0.51,0.55,0.5,0.49,0.45,0.53,0.46,0.46,0.45,0.47,0.45,0.44,0.43,0.45,0.45,0.44,0.47,0.4,0.42,0.46,0.42,0.41,0.4,0.46,0.41,0.39,0.39,0.4,0.39,0.4,0.39,0.4,0.39,0.39,0.38,0.38,0.37,0.38,0.38,0.37,0.37,0.36,0.35,0.37,0.36,0.35,0.36,0.39,0.43,0.35,0.36,0.38,0.35,0.38,0.34,0.34,0.33,0.32,0.33,0.32,0.32,0.34,0.32,0.37,0.33,0.33,0.33,0.33,0.36,0.33,0.3,0.38,0.31,0.31,0.34,0.31,0.31,0.34,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.31,0.3,0.29,0.29,0.32,0.33,0.3,0.29,0.28,0.29,0.31,0.28,0.28,0.28,0.27,0.32,0.27,0.29,0.29,0.27,0.29,0.29,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.27,0.25,0.26,0.27,0.25,0.25,0.26,0.24,0.3,0.25,0.25,0.25,0.25,0.27,0.25,0.24,0.23,0.26,0.24,0.24,0.24,0.24,0.26,0.27,0.25,0.22,0.26,0.23,0.23,0.27,0.22,0.22,0.21,0.21,0.22,0.22,0.22,0.21,0.22,0.22,0.21,0.2,0.21,0.2,0.21,0.23,0.0,0.21,0.21,0.21,0.21,0.23,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.2,0.0,0.0,0.0,0.0,0.21,0.2,0.0,0.21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.82000000000001
07/15/2021,2.04,1.0,1.04,0.79,0.75,0.71,0.68,0.68,0.62,0.71,0.61,0.63,0.56,0.62,0.53,0.51,0.49,0.53,0.55,0.49,0.48,0.46,0.63,0.55,0.5,0.51,0.45,0.53,0.46,0.46,0.45,0.47,0.45,0.44,0.43,0.45,0.45,0.44,0.49,0.4,0.42,0.46,0.42,0.41,0.4,0.46,0.41,0.39,0.39,0.4,0.39,0.4,0.39,0.4,0.39,0.39,0.38,0.38,0.37,0.38,0.38,0.37,0.37,0.36,0.35,0.37,0.36,0.35,0.36,0.4,0.46,0.35,0.36,0.39,0.35,0.39,0.34,0.34,0.33,0.32,0.33,0.32,0.32,0.34,0.32,0.37,0.33,0.33,0.33,0.33,0.38,0.33,0.3,0.38,0.31,0.31,0.34,0.31,0.31,0.34,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.31,0.3,0.29,0.29,0.33,0.33,0.3,0.29,0.28,0.29,0.32,0.28,0.28,0.28,0.27,0.33,0.27,0.31,0.3,0.27,0.3,0.29,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.27,0.25,0.26,0.27,0.25,0.25,0.27,0.24,0.3,0.25,0.25,0.25,0.25,0.28,0.25,0.24,0.23,0.27,0.24,0.24,0.24,0.24,0.27,0.27,0.25,0.22,0.27,0.23,0.23,0.3,0.22,0.22,0.21,0.21,0.22,0.22,0.22,0.21,0.22,0.22,0.21,0.2,0.21,0.2,0.21,0.24,0.2,0.21,0.21,0.21,0.21,0.23,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.21,0.0,0.2,0.0,0.22,0.0,0.21,0.21,0.21,0.21,0.21,0.26,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.38
07/16/2021,1.02,0.96,1.05,0.79,0.74,0.71,0.67,0.68,0.62,0.69,0.61,0.66,0.57,0.6,0.53,0.53,0.49,0.52,0.53,0.5,0.48,0.45,0.54,0.54,0.49,0.49,0.44,0.52,0.47,0.46,0.46,0.48,0.45,0.44,0.43,0.46,0.45,0.45,0.47,0.35,0.43,0.46,0.42,0.41,0.4,0.45,0.4,0.4,0.4,0.4,0.41,0.4,0.39,0.4,0.38,0.4,0.38,0.38,0.38,0.37,0.38,0.37,0.37,0.35,0.35,0.37,0.36,0.35,0.36,0.38,0.43,0.35,0.36,0.38,0.35,0.38,0.34,0.34,0.33,0.32,0.34,0.33,0.33,0.33,0.33,0.36,0.33,0.33,0.33,0.32,0.36,0.33,0.31,0.38,0.32,0.31,0.34,0.31,0.31,0.34,0.31,0.31,0.3,0.3,0.29,0.3,0.3,0.3,0.31,0.29,0.29,0.32,0.33,0.31,0.28,0.29,0.29,0.31,0.27,0.28,0.28,0.29,0.31,0.27,0.3,0.29,0.27,0.29,0.28,0.26,0.27,0.27,0.26,0.27,0.27,0.26,0.27,0.23,0.27,0.28,0.25,0.25,0.27,0.24,0.31,0.26,0.25,0.25,0.26,0.27,0.25,0.24,0.21,0.26,0.25,0.24,0.25,0.24,0.26,0.26,0.26,0.22,0.26,0.24,0.24,0.27,0.22,0.22,0.22,0.21,0.22,0.22,0.22,0.0,0.22,0.22,0.22,0.0,0.21,0.0,0.21,0.23,0.21,0.21,0.22,0.21,0.22,0.23,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.21,0.2,0.2,0.0,0.21,0.2,0.2,0.2,0.21,0.21,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.92000000000002
07/19/2021,1.01,0.9,1.0,0.76,0.73,0.67,0.69,0.68,0.63,0.69,0.58,0.66,0.54,0.61,0.53,0.57,0.46,0.54,0.54,0.51,0.49,0.41,0.55,0.55,0.49,0.51,0.39,0.51,0.47,0.45,0.47,0.49,0.45,0.46,0.44,0.44,0.44,0.46,0.47,0.33,0.44,0.47,0.42,0.41,0.41,0.46,0.37,0.4,0.41,0.4,0.39,0.4,0.38,0.39,0.37,0.37,0.38,0.39,0.38,0.37,0.38,0.38,0.38,0.35,0.36,0.38,0.35,0.36,0.36,0.39,0.44,0.36,0.36,0.39,0.35,0.39,0.34,0.34,0.31,0.32,0.32,0.33,0.34,0.34,0.32,0.36,0.33,0.32,0.33,0.32,0.37,0.34,0.31,0.39,0.32,0.3,0.34,0.31,0.29,0.32,0.31,0.31,0.3,0.31,0.3,0.3,0.3,0.3,0.31,0.3,0.29,0.33,0.34,0.29,0.28,0.3,0.29,0.32,0.27,0.28,0.28,0.28,0.32,0.27,0.31,0.3,0.24,0.3,0.28,0.26,0.26,0.28,0.27,0.26,0.26,0.26,0.27,0.26,0.27,0.28,0.26,0.24,0.28,0.24,0.31,0.25,0.23,0.26,0.26,0.28,0.26,0.23,0.0,0.27,0.25,0.23,0.25,0.24,0.27,0.27,0.26,0.0,0.27,0.23,0.23,0.26,0.22,0.23,0.22,0.0,0.22,0.22,0.22,0.2,0.22,0.22,0.22,0.0,0.22,0.21,0.21,0.23,0.21,0.21,0.22,0.22,0.22,0.22,0.0,0.2,0.0,0.2,0.0,0.0,0.21,0.0,0.21,0.2,0.0,0.0,0.21,0.0,0.2,0.21,0.21,0.21,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.76
07/20/2021,1.01,0.9,1.0,0.76,0.73,0.67,0.69,0.68,0.63,0.69,0.58,0.66,0.54,0.61,0.53,0.57,0.46,0.54,0.54,0.51,0.49,0.41,0.55,0.55,0.49,0.51,0.39,0.51,0.47,0.45,0.47,0.49,0.45,0.46,0.44,0.44,0.44,0.46,0.47,0.33,0.44,0.47,0.42,0.41,0.41,0.46,0.37,0.4,0.41,0.4,0.39,0.4,0.38,0.39,0.37,0.37,0.38,0.39,0.38,0.37,0.38,0.38,0.38,0.35,0.36,0.38,0.35,0.36,0.36,0.39,0.44,0.36,0.36,0.39,0.35,0.39,0.34,0.34,0.31,0.32,0.32,0.33,0.34,0.34,0.32,0.36,0.33,0.32,0.33,0.32,0.37,0.34,0.31,0.39,0.32,0.3,0.34,0.31,0.29,0.32,0.31,0.31,0.3,0.31,0.3,0.3,0.3,0.3,0.31,0.3,0.29,0.33,0.34,0.29,0.28,0.3,0.29,0.32,0.27,0.28,0.28,0.28,0.32,0.27,0.31,0.3,0.24,0.3,0.28,0.26,0.26,0.28,0.27,0.26,0.26,0.26,0.27,0.26,0.27,0.28,0.26,0.24,0.28,0.24,0.31,0.25,0.23,0.26,0.26,0.28,0.26,0.23,0.0,0.27,0.25,0.23,0.25,0.24,0.27,0.27,0.26,0.0,0.27,0.23,0.23,0.26,0.22,0.23,0.22,0.0,0.22,0.22,0.22,0.2,0.22,0.22,0.22,0.0,0.22,0.21,0.21,0.23,0.21,0.21,0.22,0.22,0.22,0.22,0.0,0.2,0.0,0.2,0.0,0.0,0.21,0.0,0.21,0.2,0.0,0.0,0.21,0.0,0.2,0.21,0.21,0.21,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.76
07/21/2021,0.97,0.93,0.99,0.72,0.72,0.66,0.68,0.68,0.63,0.68,0.58,0.66,0.54,0.62,0.54,0.58,0.46,0.56,0.55,0.52,0.48,0.39,0.65,0.55,0.48,0.52,0.36,0.52,0.48,0.44,0.47,0.5,0.45,0.47,0.43,0.44,0.44,0.46,0.49,0.31,0.44,0.47,0.42,0.41,0.41,0.46,0.36,0.41,0.42,0.39,0.39,0.4,0.38,0.37,0.38,0.37,0.37,0.4,0.36,0.37,0.38,0.39,0.38,0.36,0.37,0.39,0.35,0.36,0.37,0.41,0.46,0.36,0.36,0.4,0.35,0.4,0.35,0.34,0.31,0.32,0.33,0.33,0.34,0.33,0.32,0.36,0.33,0.31,0.33,0.33,0.39,0.34,0.3,0.4,0.33,0.31,0.34,0.32,0.29,0.31,0.32,0.31,0.3,0.31,0.3,0.3,0.31,0.31,0.31,0.3,0.29,0.33,0.34,0.28,0.29,0.3,0.3,0.34,0.27,0.28,0.28,0.28,0.33,0.28,0.32,0.3,0.24,0.31,0.29,0.26,0.26,0.28,0.27,0.27,0.25,0.27,0.27,0.26,0.27,0.27,0.27,0.23,0.28,0.24,0.32,0.26,0.23,0.26,0.26,0.3,0.26,0.23,0.0,0.28,0.25,0.23,0.25,0.24,0.28,0.28,0.25,0.0,0.28,0.24,0.23,0.28,0.22,0.23,0.22,0.0,0.22,0.22,0.22,0.0,0.23,0.22,0.22,0.2,0.22,0.21,0.22,0.24,0.21,0.22,0.24,0.22,0.23,0.22,0.21,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.2,0.0,0.0,0.22,0.0,0.2,0.22,0.22,0.21,0.0,0.25,0.21,0.0,0.2,0.0,0.21,0.21,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.32000000000001
07/22/2021,0.95,0.98,0.97,0.68,0.72,0.63,0.67,0.66,0.64,0.67,0.58,0.68,0.55,0.6,0.54,0.57,0.46,0.57,0.53,0.53,0.47,0.38,0.55,0.55,0.46,0.5,0.34,0.53,0.5,0.44,0.46,0.49,0.45,0.47,0.44,0.44,0.45,0.47,0.46,0.33,0.44,0.47,0.43,0.42,0.41,0.45,0.36,0.43,0.42,0.4,0.37,0.4,0.38,0.37,0.38,0.34,0.36,0.41,0.37,0.37,0.39,0.38,0.37,0.36,0.38,0.39,0.35,0.34,0.37,0.39,0.44,0.36,0.36,0.38,0.34,0.39,0.34,0.33,0.31,0.33,0.33,0.3,0.34,0.33,0.32,0.35,0.33,0.3,0.33,0.33,0.37,0.35,0.31,0.4,0.32,0.31,0.34,0.32,0.28,0.31,0.32,0.32,0.38,0.31,0.3,0.3,0.31,0.31,0.31,0.3,0.3,0.32,0.33,0.28,0.29,0.3,0.29,0.33,0.28,0.28,0.27,0.27,0.32,0.28,0.31,0.29,0.23,0.29,0.31,0.26,0.26,0.28,0.26,0.27,0.24,0.27,0.27,0.26,0.27,0.26,0.28,0.23,0.28,0.24,0.31,0.26,0.22,0.26,0.26,0.3,0.26,0.23,0.0,0.27,0.25,0.23,0.25,0.25,0.27,0.28,0.25,0.0,0.27,0.24,0.22,0.26,0.22,0.23,0.23,0.0,0.21,0.22,0.22,0.2,0.22,0.21,0.22,0.21,0.22,0.21,0.22,0.23,0.0,0.22,0.24,0.22,0.23,0.21,0.21,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.0,0.22,0.0,0.2,0.21,0.21,0.21,0.0,0.2,0.0,0.0,0.0,0.0,0.21,0.21,0.21,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.71000000000001
