,Cash,688202.SS,688202.SS,688202.SS,688202.SS,688202.SS,688202.SS,688202.SS,688202.SS,688202.SS,688202.SS,688202.SS,688202.SS,SUM
07/09/2021,100.0,68.09,55.39,52.98,19.37,3.72,1.2,-1.2,-3.72,-19.37,-52.98,-55.39,-68.09,99.99999999999997
