,MSFT,AAPL,State Street Instl US Govt MMkt Premier,V,JPM,DHR,UNH,ACN,CMCSA,TXN,TMO,MDLZ,MMC,HON,GE,MS,ABBV,ROP,CB,PEP,ROST,DIS,DG,HD,WFC,SCHW,SYK,UNP,AMT,BLL,EQR,AMAT,KO,WCN.TO,JNJ,FIS,A,NEE,ZTS,UPS,BDX,MCD,MDT,AON,LIN,AVY,BR,LLY,CI,HLT,MCHP,TEL,CCI,BAC,SRE,APD,PM,JBHT,NOC,SPGI,EOG,EFX,APH,ADP,ITW,PNC,ATO,TTE,WLTW,MKC,AEP,YUM,SHW,COST,CME,MAR,SEE,RPM,NKE,FTV,AZN,AEE,LVS,TSCO,DE,CMI,AXP,PGR,AWK,QCOM,CL,PCAR,DGE$.L,ES,ROK,HWM,CTAS,PPG,CAT,T,CHG.BK,ECL,PFE,CVS,TRP.TO,KMB,MRK,GVMXX,SDA.AX,002810.KS,CMS,Cash,n/a,603121.SS,GS,WTW,OTIS,WEC,WMT,DGED.L,KDP,BALL,SUM
12/08/2021,6.05,3.57,0.0,2.29,2.06,2.73,2.09,1.97,1.69,1.46,1.76,1.52,1.79,1.33,1.52,1.4,1.17,1.42,1.37,1.28,1.18,1.16,1.25,1.28,1.39,1.29,1.19,1.12,1.26,1.2,1.35,0.91,1.08,1.2,1.01,1.03,1.19,1.04,1.13,1.04,0.93,1.03,1.01,0.93,0.91,0.93,0.9,0.92,0.72,0.92,0.7,0.75,0.72,1.13,0.5,0.5,0.51,0.54,0.73,0.69,0.65,0.6,0.72,0.63,0.67,0.18,0.46,0.58,0.4,0.59,0.01,0.58,0.7,0.67,0.46,0.46,0.58,0.46,0.49,0.5,0.67,0.6,0.3,0.38,0.24,0.43,0.49,0.37,0.43,0.36,0.31,0.03,0.29,0.45,0.35,0.37,0.3,0.01,0.16,0.02,0.0,0.09,0.0,0.0,0.0,0.51,0.0,3.61,0.0,0.0,0.51,0.0,0.11,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/09/2021,6.05,3.57,0.0,2.29,2.06,2.73,2.09,1.97,1.69,1.46,1.76,1.52,1.79,1.33,1.52,1.4,1.17,1.42,1.37,1.28,1.18,1.16,1.25,1.28,1.39,1.29,1.19,1.12,1.26,1.2,1.35,0.91,1.08,1.2,1.01,1.03,1.19,1.04,1.13,1.04,0.93,1.03,1.01,0.93,0.91,0.93,0.9,0.92,0.72,0.92,0.7,0.75,0.72,1.13,0.5,0.5,0.51,0.54,0.73,0.69,0.65,0.6,0.72,0.63,0.67,0.18,0.46,0.58,0.4,0.59,0.01,0.58,0.7,0.67,0.46,0.46,0.58,0.46,0.49,0.5,0.67,0.6,0.3,0.38,0.24,0.43,0.49,0.37,0.43,0.36,0.31,0.03,0.29,0.45,0.35,0.37,0.3,0.01,0.16,0.02,0.0,0.09,0.0,0.0,0.0,0.51,0.0,3.61,0.0,0.0,0.51,0.0,0.11,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/10/2021,6.05,3.57,0.0,2.29,2.06,2.73,2.09,1.97,1.69,1.46,1.76,1.52,1.79,1.33,1.52,1.4,1.17,1.42,1.37,1.28,1.18,1.16,1.25,1.28,1.39,1.29,1.19,1.12,1.26,1.2,1.35,0.91,1.08,1.2,1.01,1.03,1.19,1.04,1.13,1.04,0.93,1.03,1.01,0.93,0.91,0.93,0.9,0.92,0.72,0.92,0.7,0.75,0.72,1.13,0.5,0.5,0.51,0.54,0.73,0.69,0.65,0.6,0.72,0.63,0.67,0.18,0.46,0.58,0.4,0.59,0.01,0.58,0.7,0.67,0.46,0.46,0.58,0.46,0.49,0.5,0.67,0.6,0.3,0.38,0.24,0.43,0.49,0.37,0.43,0.36,0.31,0.03,0.29,0.45,0.35,0.37,0.3,0.01,0.16,0.02,0.0,0.09,0.0,0.0,0.0,0.51,0.0,3.61,0.0,0.0,0.51,0.0,0.11,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/13/2021,6.05,3.57,0.0,2.29,2.06,2.73,2.09,1.97,1.69,1.46,1.76,1.52,1.79,1.33,1.52,1.4,1.17,1.42,1.37,1.28,1.18,1.16,1.25,1.28,1.39,1.29,1.19,1.12,1.26,1.2,1.35,0.91,1.08,1.2,1.01,1.03,1.19,1.04,1.13,1.04,0.93,1.03,1.01,0.93,0.91,0.93,0.9,0.92,0.72,0.92,0.7,0.75,0.72,1.13,0.5,0.5,0.51,0.54,0.73,0.69,0.65,0.6,0.72,0.63,0.67,0.18,0.46,0.58,0.4,0.59,0.01,0.58,0.7,0.67,0.46,0.46,0.58,0.46,0.49,0.5,0.67,0.6,0.3,0.38,0.24,0.43,0.49,0.37,0.43,0.36,0.31,0.03,0.29,0.45,0.35,0.37,0.3,0.01,0.16,0.02,0.0,0.09,0.0,0.0,0.0,0.51,0.0,3.61,0.0,0.0,0.51,0.0,0.11,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/14/2021,6.05,3.57,0.0,2.29,2.06,2.73,2.09,1.97,1.69,1.46,1.76,1.52,1.79,1.33,1.52,1.4,1.17,1.42,1.37,1.28,1.18,1.16,1.25,1.28,1.39,1.29,1.19,1.12,1.26,1.2,1.35,0.91,1.08,1.2,1.01,1.03,1.19,1.04,1.13,1.04,0.93,1.03,1.01,0.93,0.91,0.93,0.9,0.92,0.72,0.92,0.7,0.75,0.72,1.13,0.5,0.5,0.51,0.54,0.73,0.69,0.65,0.6,0.72,0.63,0.67,0.18,0.46,0.58,0.4,0.59,0.01,0.58,0.7,0.67,0.46,0.46,0.58,0.46,0.49,0.5,0.67,0.6,0.3,0.38,0.24,0.43,0.49,0.37,0.43,0.36,0.31,0.03,0.29,0.45,0.35,0.37,0.3,0.01,0.16,0.02,0.0,0.09,0.0,0.0,0.0,0.51,0.0,3.61,0.0,0.0,0.51,0.0,0.11,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/15/2021,6.05,3.57,0.0,2.29,2.06,2.73,2.09,1.97,1.69,1.46,1.76,1.52,1.79,1.33,1.52,1.4,1.17,1.42,1.37,1.28,1.18,1.16,1.25,1.28,1.39,1.29,1.19,1.12,1.26,1.2,1.35,0.91,1.08,1.2,1.01,1.03,1.19,1.04,1.13,1.04,0.93,1.03,1.01,0.93,0.91,0.93,0.9,0.92,0.72,0.92,0.7,0.75,0.72,1.13,0.5,0.5,0.51,0.54,0.73,0.69,0.65,0.6,0.72,0.63,0.67,0.18,0.46,0.58,0.4,0.59,0.01,0.58,0.7,0.67,0.46,0.46,0.58,0.46,0.49,0.5,0.67,0.6,0.3,0.38,0.24,0.43,0.49,0.37,0.43,0.36,0.31,0.03,0.29,0.45,0.35,0.37,0.3,0.01,0.16,0.02,0.0,0.09,0.0,0.0,0.0,0.51,0.0,3.61,0.0,0.0,0.51,0.0,0.11,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/16/2021,6.05,3.57,0.0,2.29,2.06,2.73,2.09,1.97,1.69,1.46,1.76,1.52,1.79,1.33,1.52,1.4,1.17,1.42,1.37,1.28,1.18,1.16,1.25,1.28,1.39,1.29,1.19,1.12,1.26,1.2,1.35,0.91,1.08,1.2,1.01,1.03,1.19,1.04,1.13,1.04,0.93,1.03,1.01,0.93,0.91,0.93,0.9,0.92,0.72,0.92,0.7,0.75,0.72,1.13,0.5,0.5,0.51,0.54,0.73,0.69,0.65,0.6,0.72,0.63,0.67,0.18,0.46,0.58,0.4,0.59,0.01,0.58,0.7,0.67,0.46,0.46,0.58,0.46,0.49,0.5,0.67,0.6,0.3,0.38,0.24,0.43,0.49,0.37,0.43,0.36,0.31,0.03,0.29,0.45,0.35,0.37,0.3,0.01,0.16,0.02,0.0,0.09,0.0,0.0,0.0,0.51,0.0,3.61,0.0,0.0,0.51,0.0,0.11,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/17/2021,6.05,3.57,0.0,2.29,2.06,2.73,2.09,1.97,1.69,1.46,1.76,1.52,1.79,1.33,1.52,1.4,1.17,1.42,1.37,1.28,1.18,1.16,1.25,1.28,1.39,1.29,1.19,1.12,1.26,1.2,1.35,0.91,1.08,1.2,1.01,1.03,1.19,1.04,1.13,1.04,0.93,1.03,1.01,0.93,0.91,0.93,0.9,0.92,0.72,0.92,0.7,0.75,0.72,1.13,0.5,0.5,0.51,0.54,0.73,0.69,0.65,0.6,0.72,0.63,0.67,0.18,0.46,0.58,0.4,0.59,0.01,0.58,0.7,0.67,0.46,0.46,0.58,0.46,0.49,0.5,0.67,0.6,0.3,0.38,0.24,0.43,0.49,0.37,0.43,0.36,0.31,0.03,0.29,0.45,0.35,0.37,0.3,0.01,0.16,0.02,0.0,0.09,0.0,0.0,0.0,0.51,0.0,3.61,0.0,0.0,0.51,0.0,0.11,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/20/2021,6.05,3.57,0.0,2.29,2.06,2.73,2.09,1.97,1.69,1.46,1.76,1.52,1.79,1.33,1.52,1.4,1.17,1.42,1.37,1.28,1.18,1.16,1.25,1.28,1.39,1.29,1.19,1.12,1.26,1.2,1.35,0.91,1.08,1.2,1.01,1.03,1.19,1.04,1.13,1.04,0.93,1.03,1.01,0.93,0.91,0.93,0.9,0.92,0.72,0.92,0.7,0.75,0.72,1.13,0.5,0.5,0.51,0.54,0.73,0.69,0.65,0.6,0.72,0.63,0.67,0.18,0.46,0.58,0.4,0.59,0.01,0.58,0.7,0.67,0.46,0.46,0.58,0.46,0.49,0.5,0.67,0.6,0.3,0.38,0.24,0.43,0.49,0.37,0.43,0.36,0.31,0.03,0.29,0.45,0.35,0.37,0.3,0.01,0.16,0.02,0.0,0.09,0.0,0.0,0.0,0.51,0.0,3.61,0.0,0.0,0.51,0.0,0.11,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/21/2021,6.05,3.57,0.0,2.29,2.06,2.73,2.09,1.97,1.69,1.46,1.76,1.52,1.79,1.33,1.52,1.4,1.17,1.42,1.37,1.28,1.18,1.16,1.25,1.28,1.39,1.29,1.19,1.12,1.26,1.2,1.35,0.91,1.08,1.2,1.01,1.03,1.19,1.04,1.13,1.04,0.93,1.03,1.01,0.93,0.91,0.93,0.9,0.92,0.72,0.92,0.7,0.75,0.72,1.13,0.5,0.5,0.51,0.54,0.73,0.69,0.65,0.6,0.72,0.63,0.67,0.18,0.46,0.58,0.4,0.59,0.01,0.58,0.7,0.67,0.46,0.46,0.58,0.46,0.49,0.5,0.67,0.6,0.3,0.38,0.24,0.43,0.49,0.37,0.43,0.36,0.31,0.03,0.29,0.45,0.35,0.37,0.3,0.01,0.16,0.02,0.0,0.09,0.0,0.0,0.0,0.51,0.0,3.61,0.0,0.0,0.51,0.0,0.11,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/22/2021,6.05,3.57,0.0,2.29,2.06,2.73,2.09,1.97,1.69,1.46,1.76,1.52,1.79,1.33,1.52,1.4,1.17,1.42,1.37,1.28,1.18,1.16,1.25,1.28,1.39,1.29,1.19,1.12,1.26,1.2,1.35,0.91,1.08,1.2,1.01,1.03,1.19,1.04,1.13,1.04,0.93,1.03,1.01,0.93,0.91,0.93,0.9,0.92,0.72,0.92,0.7,0.75,0.72,1.13,0.5,0.5,0.51,0.54,0.73,0.69,0.65,0.6,0.72,0.63,0.67,0.18,0.46,0.58,0.4,0.59,0.01,0.58,0.7,0.67,0.46,0.46,0.58,0.46,0.49,0.5,0.67,0.6,0.3,0.38,0.24,0.43,0.49,0.37,0.43,0.36,0.31,0.03,0.29,0.45,0.35,0.37,0.3,0.01,0.16,0.02,0.0,0.09,0.0,0.0,0.0,0.51,0.0,3.61,0.0,0.0,0.51,0.0,0.11,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/23/2021,6.05,3.57,0.0,2.29,2.06,2.73,2.09,1.97,1.69,1.46,1.76,1.52,1.79,1.33,1.52,1.4,1.17,1.42,1.37,1.28,1.18,1.16,1.25,1.28,1.39,1.29,1.19,1.12,1.26,1.2,1.35,0.91,1.08,1.2,1.01,1.03,1.19,1.04,1.13,1.04,0.93,1.03,1.01,0.93,0.91,0.93,0.9,0.92,0.72,0.92,0.7,0.75,0.72,1.13,0.5,0.5,0.51,0.54,0.73,0.69,0.65,0.6,0.72,0.63,0.67,0.18,0.46,0.58,0.4,0.59,0.01,0.58,0.7,0.67,0.46,0.46,0.58,0.46,0.49,0.5,0.67,0.6,0.3,0.38,0.24,0.43,0.49,0.37,0.43,0.36,0.31,0.03,0.29,0.45,0.35,0.37,0.3,0.01,0.16,0.02,0.0,0.09,0.0,0.0,0.0,0.51,0.0,3.61,0.0,0.0,0.51,0.0,0.11,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/24/2021,6.05,3.57,0.0,2.29,2.06,2.73,2.09,1.97,1.69,1.46,1.76,1.52,1.79,1.33,1.52,1.4,1.17,1.42,1.37,1.28,1.18,1.16,1.25,1.28,1.39,1.29,1.19,1.12,1.26,1.2,1.35,0.91,1.08,1.2,1.01,1.03,1.19,1.04,1.13,1.04,0.93,1.03,1.01,0.93,0.91,0.93,0.9,0.92,0.72,0.92,0.7,0.75,0.72,1.13,0.5,0.5,0.51,0.54,0.73,0.69,0.65,0.6,0.72,0.63,0.67,0.18,0.46,0.58,0.4,0.59,0.01,0.58,0.7,0.67,0.46,0.46,0.58,0.46,0.49,0.5,0.67,0.6,0.3,0.38,0.24,0.43,0.49,0.37,0.43,0.36,0.31,0.03,0.29,0.45,0.35,0.37,0.3,0.01,0.16,0.02,0.0,0.09,0.0,0.0,0.0,0.51,0.0,3.61,0.0,0.0,0.51,0.0,0.11,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/27/2021,6.05,3.57,0.0,2.29,2.06,2.73,2.09,1.97,1.69,1.46,1.76,1.52,1.79,1.33,1.52,1.4,1.17,1.42,1.37,1.28,1.18,1.16,1.25,1.28,1.39,1.29,1.19,1.12,1.26,1.2,1.35,0.91,1.08,1.2,1.01,1.03,1.19,1.04,1.13,1.04,0.93,1.03,1.01,0.93,0.91,0.93,0.9,0.92,0.72,0.92,0.7,0.75,0.72,1.13,0.5,0.5,0.51,0.54,0.73,0.69,0.65,0.6,0.72,0.63,0.67,0.18,0.46,0.58,0.4,0.59,0.01,0.58,0.7,0.67,0.46,0.46,0.58,0.46,0.49,0.5,0.67,0.6,0.3,0.38,0.24,0.43,0.49,0.37,0.43,0.36,0.31,0.03,0.29,0.45,0.35,0.37,0.3,0.01,0.16,0.02,0.0,0.09,0.0,0.0,0.0,0.51,0.0,3.61,0.0,0.0,0.51,0.0,0.11,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/28/2021,6.05,3.57,0.0,2.29,2.06,2.73,2.09,1.97,1.69,1.46,1.76,1.52,1.79,1.33,1.52,1.4,1.17,1.42,1.37,1.28,1.18,1.16,1.25,1.28,1.39,1.29,1.19,1.12,1.26,1.2,1.35,0.91,1.08,1.2,1.01,1.03,1.19,1.04,1.13,1.04,0.93,1.03,1.01,0.93,0.91,0.93,0.9,0.92,0.72,0.92,0.7,0.75,0.72,1.13,0.5,0.5,0.51,0.54,0.73,0.69,0.65,0.6,0.72,0.63,0.67,0.18,0.46,0.58,0.4,0.59,0.01,0.58,0.7,0.67,0.46,0.46,0.58,0.46,0.49,0.5,0.67,0.6,0.3,0.38,0.24,0.43,0.49,0.37,0.43,0.36,0.31,0.03,0.29,0.45,0.35,0.37,0.3,0.01,0.16,0.02,0.0,0.09,0.0,0.0,0.0,0.51,0.0,3.61,0.0,0.0,0.51,0.0,0.11,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/29/2021,6.05,3.57,0.0,2.29,2.06,2.73,2.09,1.97,1.69,1.46,1.76,1.52,1.79,1.33,1.52,1.4,1.17,1.42,1.37,1.28,1.18,1.16,1.25,1.28,1.39,1.29,1.19,1.12,1.26,1.2,1.35,0.91,1.08,1.2,1.01,1.03,1.19,1.04,1.13,1.04,0.93,1.03,1.01,0.93,0.91,0.93,0.9,0.92,0.72,0.92,0.7,0.75,0.72,1.13,0.5,0.5,0.51,0.54,0.73,0.69,0.65,0.6,0.72,0.63,0.67,0.18,0.46,0.58,0.4,0.59,0.01,0.58,0.7,0.67,0.46,0.46,0.58,0.46,0.49,0.5,0.67,0.6,0.3,0.38,0.24,0.43,0.49,0.37,0.43,0.36,0.31,0.03,0.29,0.45,0.35,0.37,0.3,0.01,0.16,0.02,0.0,0.09,0.0,0.0,0.0,0.51,0.0,3.61,0.0,0.0,0.51,0.0,0.11,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/30/2021,6.05,3.57,0.0,2.29,2.06,2.73,2.09,1.97,1.69,1.46,1.76,1.52,1.79,1.33,1.52,1.4,1.17,1.42,1.37,1.28,1.18,1.16,1.25,1.28,1.39,1.29,1.19,1.12,1.26,1.2,1.35,0.91,1.08,1.2,1.01,1.03,1.19,1.04,1.13,1.04,0.93,1.03,1.01,0.93,0.91,0.93,0.9,0.92,0.72,0.92,0.7,0.75,0.72,1.13,0.5,0.5,0.51,0.54,0.73,0.69,0.65,0.6,0.72,0.63,0.67,0.18,0.46,0.58,0.4,0.59,0.01,0.58,0.7,0.67,0.46,0.46,0.58,0.46,0.49,0.5,0.67,0.6,0.3,0.38,0.24,0.43,0.49,0.37,0.43,0.36,0.31,0.03,0.29,0.45,0.35,0.37,0.3,0.01,0.16,0.02,0.0,0.09,0.0,0.0,0.0,0.51,0.0,3.61,0.0,0.0,0.51,0.0,0.11,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/31/2021,6.05,3.57,0.0,2.29,2.06,2.73,2.09,1.97,1.69,1.46,1.76,1.52,1.79,1.33,1.52,1.4,1.17,1.42,1.37,1.28,1.18,1.16,1.25,1.28,1.39,1.29,1.19,1.12,1.26,1.2,1.35,0.91,1.08,1.2,1.01,1.03,1.19,1.04,1.13,1.04,0.93,1.03,1.01,0.93,0.91,0.93,0.9,0.92,0.72,0.92,0.7,0.75,0.72,1.13,0.5,0.5,0.51,0.54,0.73,0.69,0.65,0.6,0.72,0.63,0.67,0.18,0.46,0.58,0.4,0.59,0.01,0.58,0.7,0.67,0.46,0.46,0.58,0.46,0.49,0.5,0.67,0.6,0.3,0.38,0.24,0.43,0.49,0.37,0.43,0.36,0.31,0.03,0.29,0.45,0.35,0.37,0.3,0.01,0.16,0.02,0.0,0.09,0.0,0.0,0.0,0.51,0.0,3.61,0.0,0.0,0.51,0.0,0.11,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/03/2022,6.05,3.57,0.0,2.29,2.06,2.73,2.09,1.97,1.69,1.46,1.76,1.52,1.79,1.33,1.52,1.4,1.17,1.42,1.37,1.28,1.18,1.16,1.25,1.28,1.39,1.29,1.19,1.12,1.26,1.2,1.35,0.91,1.08,1.2,1.01,1.03,1.19,1.04,1.13,1.04,0.93,1.03,1.01,0.93,0.91,0.93,0.9,0.92,0.72,0.92,0.7,0.75,0.72,1.13,0.5,0.5,0.51,0.54,0.73,0.69,0.65,0.6,0.72,0.63,0.67,0.18,0.46,0.58,0.4,0.59,0.01,0.58,0.7,0.67,0.46,0.46,0.58,0.46,0.49,0.5,0.67,0.6,0.3,0.38,0.24,0.43,0.49,0.37,0.43,0.36,0.31,0.03,0.29,0.45,0.35,0.37,0.3,0.01,0.16,0.02,0.0,0.09,0.0,0.0,0.0,0.51,0.0,3.61,0.0,0.0,0.51,0.0,0.11,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/03/2022,6.05,3.57,0.0,2.29,2.06,2.73,2.09,1.97,1.69,1.46,1.76,1.52,1.79,1.33,1.52,1.4,1.17,1.42,1.37,1.28,1.18,1.16,1.25,1.28,1.39,1.29,1.19,1.12,1.26,1.2,1.35,0.91,1.08,1.2,1.01,1.03,1.19,1.04,1.13,1.04,0.93,1.03,1.01,0.93,0.91,0.93,0.9,0.92,0.72,0.92,0.7,0.75,0.72,1.13,0.5,0.5,0.51,0.54,0.73,0.69,0.65,0.6,0.72,0.63,0.67,0.18,0.46,0.58,0.4,0.59,0.01,0.58,0.7,0.67,0.46,0.46,0.58,0.46,0.49,0.5,0.67,0.6,0.3,0.38,0.24,0.43,0.49,0.37,0.43,0.36,0.31,0.03,0.29,0.45,0.35,0.37,0.3,0.01,0.16,0.02,0.0,0.09,0.0,0.0,0.0,0.51,0.0,3.61,0.0,0.0,0.51,0.0,0.11,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/03/2022,6.05,3.57,0.0,2.29,2.06,2.73,2.09,1.97,1.69,1.46,1.76,1.52,1.79,1.33,1.52,1.4,1.17,1.42,1.37,1.28,1.18,1.16,1.25,1.28,1.39,1.29,1.19,1.12,1.26,1.2,1.35,0.91,1.08,1.2,1.01,1.03,1.19,1.04,1.13,1.04,0.93,1.03,1.01,0.93,0.91,0.93,0.9,0.92,0.72,0.92,0.7,0.75,0.72,1.13,0.5,0.5,0.51,0.54,0.73,0.69,0.65,0.6,0.72,0.63,0.67,0.18,0.46,0.58,0.4,0.59,0.01,0.58,0.7,0.67,0.46,0.46,0.58,0.46,0.49,0.5,0.67,0.6,0.3,0.38,0.24,0.43,0.49,0.37,0.43,0.36,0.31,0.03,0.29,0.45,0.35,0.37,0.3,0.01,0.16,0.02,0.0,0.09,0.0,0.0,0.0,0.51,0.0,3.61,0.0,0.0,0.51,0.0,0.11,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/04/2022,6.05,3.57,0.0,2.29,2.06,2.73,2.09,1.97,1.69,1.46,1.76,1.52,1.79,1.33,1.52,1.4,1.17,1.42,1.37,1.28,1.18,1.16,1.25,1.28,1.39,1.29,1.19,1.12,1.26,1.2,1.35,0.91,1.08,1.2,1.01,1.03,1.19,1.04,1.13,1.04,0.93,1.03,1.01,0.93,0.91,0.93,0.9,0.92,0.72,0.92,0.7,0.75,0.72,1.13,0.5,0.5,0.51,0.54,0.73,0.69,0.65,0.6,0.72,0.63,0.67,0.18,0.46,0.58,0.4,0.59,0.01,0.58,0.7,0.67,0.46,0.46,0.58,0.46,0.49,0.5,0.67,0.6,0.3,0.38,0.24,0.43,0.49,0.37,0.43,0.36,0.31,0.03,0.29,0.45,0.35,0.37,0.3,0.01,0.16,0.02,0.0,0.09,0.0,0.0,0.0,0.51,0.0,3.61,0.0,0.0,0.51,0.0,0.11,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/05/2022,6.05,3.57,0.0,2.29,2.06,2.73,2.09,1.97,1.69,1.46,1.76,1.52,1.79,1.33,1.52,1.4,1.17,1.42,1.37,1.28,1.18,1.16,1.25,1.28,1.39,1.29,1.19,1.12,1.26,1.2,1.35,0.91,1.08,1.2,1.01,1.03,1.19,1.04,1.13,1.04,0.93,1.03,1.01,0.93,0.91,0.93,0.9,0.92,0.72,0.92,0.7,0.75,0.72,1.13,0.5,0.5,0.51,0.54,0.73,0.69,0.65,0.6,0.72,0.63,0.67,0.18,0.46,0.58,0.4,0.59,0.01,0.58,0.7,0.67,0.46,0.46,0.58,0.46,0.49,0.5,0.67,0.6,0.3,0.38,0.24,0.43,0.49,0.37,0.43,0.36,0.31,0.03,0.29,0.45,0.35,0.37,0.3,0.01,0.16,0.02,0.0,0.09,0.0,0.0,0.0,0.51,0.0,3.61,0.0,0.0,0.51,0.0,0.11,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/06/2022,6.05,3.57,0.0,2.29,2.06,2.73,2.09,1.97,1.69,1.46,1.76,1.52,1.79,1.33,1.52,1.4,1.17,1.42,1.37,1.28,1.18,1.16,1.25,1.28,1.39,1.29,1.19,1.12,1.26,1.2,1.35,0.91,1.08,1.2,1.01,1.03,1.19,1.04,1.13,1.04,0.93,1.03,1.01,0.93,0.91,0.93,0.9,0.92,0.72,0.92,0.7,0.75,0.72,1.13,0.5,0.5,0.51,0.54,0.73,0.69,0.65,0.6,0.72,0.63,0.67,0.18,0.46,0.58,0.4,0.59,0.01,0.58,0.7,0.67,0.46,0.46,0.58,0.46,0.49,0.5,0.67,0.6,0.3,0.38,0.24,0.43,0.49,0.37,0.43,0.36,0.31,0.03,0.29,0.45,0.35,0.37,0.3,0.01,0.16,0.02,0.0,0.09,0.0,0.0,0.0,0.51,0.0,3.61,0.0,0.0,0.51,0.0,0.11,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/07/2022,6.05,3.57,0.0,2.29,2.06,2.73,2.09,1.97,1.69,1.46,1.76,1.52,1.79,1.33,1.52,1.4,1.17,1.42,1.37,1.28,1.18,1.16,1.25,1.28,1.39,1.29,1.19,1.12,1.26,1.2,1.35,0.91,1.08,1.2,1.01,1.03,1.19,1.04,1.13,1.04,0.93,1.03,1.01,0.93,0.91,0.93,0.9,0.92,0.72,0.92,0.7,0.75,0.72,1.13,0.5,0.5,0.51,0.54,0.73,0.69,0.65,0.6,0.72,0.63,0.67,0.18,0.46,0.58,0.4,0.59,0.01,0.58,0.7,0.67,0.46,0.46,0.58,0.46,0.49,0.5,0.67,0.6,0.3,0.38,0.24,0.43,0.49,0.37,0.43,0.36,0.31,0.03,0.29,0.45,0.35,0.37,0.3,0.01,0.16,0.02,0.0,0.09,0.0,0.0,0.0,0.51,0.0,3.61,0.0,0.0,0.51,0.0,0.11,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/10/2022,6.05,3.57,0.0,2.29,2.06,2.73,2.09,1.97,1.69,1.46,1.76,1.52,1.79,1.33,1.52,1.4,1.17,1.42,1.37,1.28,1.18,1.16,1.25,1.28,1.39,1.29,1.19,1.12,1.26,1.2,1.35,0.91,1.08,1.2,1.01,1.03,1.19,1.04,1.13,1.04,0.93,1.03,1.01,0.93,0.91,0.93,0.9,0.92,0.72,0.92,0.7,0.75,0.72,1.13,0.5,0.5,0.51,0.54,0.73,0.69,0.65,0.6,0.72,0.63,0.67,0.18,0.46,0.58,0.4,0.59,0.01,0.58,0.7,0.67,0.46,0.46,0.58,0.46,0.49,0.5,0.67,0.6,0.3,0.38,0.24,0.43,0.49,0.37,0.43,0.36,0.31,0.03,0.29,0.45,0.35,0.37,0.3,0.01,0.16,0.02,0.0,0.09,0.0,0.0,0.0,0.51,0.0,3.61,0.0,0.0,0.51,0.0,0.11,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/11/2022,6.05,3.57,0.0,2.29,2.06,2.73,2.09,1.97,1.69,1.46,1.76,1.52,1.79,1.33,1.52,1.4,1.17,1.42,1.37,1.28,1.18,1.16,1.25,1.28,1.39,1.29,1.19,1.12,1.26,1.2,1.35,0.91,1.08,1.2,1.01,1.03,1.19,1.04,1.13,1.04,0.93,1.03,1.01,0.93,0.91,0.93,0.9,0.92,0.72,0.92,0.7,0.75,0.72,1.13,0.5,0.5,0.51,0.54,0.73,0.69,0.65,0.6,0.72,0.63,0.67,0.18,0.46,0.58,0.4,0.59,0.01,0.58,0.7,0.67,0.46,0.46,0.58,0.46,0.49,0.5,0.67,0.6,0.3,0.38,0.24,0.43,0.49,0.37,0.43,0.36,0.31,0.03,0.29,0.45,0.35,0.37,0.3,0.01,0.16,0.02,0.0,0.09,0.0,0.0,0.0,0.51,0.0,3.61,0.0,0.0,0.51,0.0,0.11,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
