,ITW,MNST,WM,APH,MMC,MCO,EW,GD,TROW,A,SYK,ETN,EMR,PGR,ZTS,COF,ROP,SNPS,TFC,HCA,IDXX,IQV,CTSH,MSCI,CDNS,BK,CB,BAX,DOW,APD,CSGP,ALL,ICE,BF.A,NSC,AON,TRV,CNC,SON,ADP,SYY,FLO,DE,USB,KMI,CL,DAR,KMB,ACN,GIS,CME,PNC,CSX,FCNCA,BLK,LANC,CI,SCCO,EXPO,NATI,LSXMK,DCI,KMPR,ATR,BCPC,PM,NEOG,RLI,ADI,ROST,MET,CBU,UHAL,JCI,EWBC,TEL,ERIE,MSA,HLIO,GBCI,SF,TKR,NVT,PRTA,LBRDA,PNFP,ECL,AIG,SPGI,CBSH,ROLL,BWXT,LIN,BRO,LOB,ORLY,SLAB,DLB,NOVT,TTEK,IART,PFC,RUBY,SIGI,HEI.A,TRMK,TECH,FFIN,HAFC,HVT,AGCO,CCOI,CDMO,PEGA,DFIN,LECO,UFPI,MORN,BPOP,CHDN,LFUS,ARCB,ICUI,JOUT,TTEC,CNR,MMS,ANGO,NHC,PRI,MORF,VLY,LHX,PCTY,LAZ,RGP,NDSN,VRA,PPC,NGM,BRKR,GGG,CR,APOG,UBSI,ASGN,RS,JBT,ESGR,COHU,CNOB,RBC,NKTR,ACM,BHLB,STZ,MRCY,MANH,CTLT,CHE,VRTX,CWK,THG,GDEN,TRMB,ORBC,RILY,NG,AGYS,KDP,WMK,JOE,Y,HY,FBNC,POOL,FOX,VEEV,UNF,ENSG,SEB,CW,RARE,CCMP,SYNH,MKSI,IRDM,REVG,HRI,BLBD,CUBI,SRCL,LBRT,CCRN,NOC,ENS,CVLG,TFSL,RCKT,LORL,BX,TT,PB,ATNI,AVID,RCEL,HCKT,NVCR,CRNX,UVE,RMAX,GNK,CEIX,GTS,TRST,EBF,CLVT,HMHC,MYRG,CCF,CHH,LE,AMSWA,CRL,KBAL,WOW,NMRK,VVV,TGH,TMP,SSTI,FTDR,SLM,QADA,AXS,DNB,HWAU1,-,KRO,RECN,HFWA,SSB,NFE,PPG,AVNT.UN,UFPIZZZZ,MPLN,RDNT,EPAM,MPWR,GMED,PFC.UW,GTES,EME,TG,SUM
08/27/2021,1.26,0.0,1.0,1.05,1.04,1.03,1.03,0.74,0.83,0.82,0.75,0.75,0.73,0.67,0.76,0.78,0.74,0.7,0.59,0.67,0.79,0.7,0.19,0.26,0.52,0.46,0.51,0.35,0.49,0.5,0.33,0.0,0.51,0.28,0.46,0.48,0.46,0.5,0.44,0.43,0.7,0.45,0.35,0.37,0.0,0.37,0.32,0.17,0.35,0.32,0.31,0.32,0.19,0.29,0.33,0.0,0.19,0.27,0.26,0.23,0.33,0.3,0.0,0.27,0.28,0.3,0.27,0.24,0.29,0.27,0.25,0.25,0.24,0.28,0.23,0.25,0.16,0.29,0.24,0.21,0.22,0.21,0.23,0.27,0.4,0.2,0.77,0.21,0.23,0.19,0.2,0.19,0.2,0.22,0.16,0.21,0.2,0.19,0.29,0.17,0.18,0.16,0.0,0.21,0.24,0.17,0.21,0.19,0.18,0.21,0.16,0.0,0.25,0.21,0.21,0.19,0.17,0.2,0.19,0.15,0.17,0.0,0.17,0.0,0.17,0.22,0.17,0.2,0.22,0.17,0.15,0.16,0.17,0.17,0.15,0.17,0.18,0.2,0.15,0.0,0.19,0.17,0.15,0.16,0.38,0.21,0.15,0.17,0.15,0.0,0.16,0.15,0.0,0.15,0.19,0.0,0.0,0.19,0.16,0.16,0.0,0.16,0.16,0.27,0.16,0.0,0.2,0.0,0.17,0.15,0.0,0.15,0.15,0.0,0.0,0.19,0.16,0.17,0.0,0.0,0.15,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.15,0.0,0.17,0.15,0.17,0.18,0.15,0.0,0.0,0.0,0.0,0.0,0.68,0.42,0.33,0.24,0.22,0.21,0.2,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.74
08/30/2021,1.26,0.0,1.0,1.05,1.04,1.03,1.03,0.74,0.83,0.82,0.75,0.75,0.73,0.67,0.76,0.78,0.74,0.7,0.59,0.67,0.79,0.7,0.19,0.26,0.52,0.46,0.51,0.35,0.49,0.5,0.33,0.0,0.51,0.28,0.46,0.48,0.46,0.5,0.44,0.43,0.7,0.45,0.35,0.37,0.0,0.37,0.32,0.17,0.35,0.32,0.31,0.32,0.19,0.29,0.33,0.0,0.19,0.27,0.26,0.23,0.33,0.3,0.0,0.27,0.28,0.3,0.27,0.24,0.29,0.27,0.25,0.25,0.24,0.28,0.23,0.25,0.16,0.29,0.24,0.21,0.22,0.21,0.23,0.27,0.4,0.2,0.77,0.21,0.23,0.19,0.2,0.19,0.2,0.22,0.16,0.21,0.2,0.19,0.29,0.17,0.18,0.16,0.0,0.21,0.24,0.17,0.21,0.19,0.18,0.21,0.16,0.0,0.25,0.21,0.21,0.19,0.17,0.2,0.19,0.15,0.17,0.0,0.17,0.0,0.17,0.22,0.17,0.2,0.22,0.17,0.15,0.16,0.17,0.17,0.15,0.17,0.18,0.2,0.15,0.0,0.19,0.17,0.15,0.16,0.38,0.21,0.15,0.17,0.15,0.0,0.16,0.15,0.0,0.15,0.19,0.0,0.0,0.19,0.16,0.16,0.0,0.16,0.16,0.27,0.16,0.0,0.2,0.0,0.17,0.15,0.0,0.15,0.15,0.0,0.0,0.19,0.16,0.17,0.0,0.0,0.15,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.15,0.0,0.17,0.15,0.17,0.18,0.15,0.0,0.0,0.0,0.0,0.0,0.68,0.42,0.33,0.24,0.22,0.21,0.2,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.74
08/31/2021,1.26,0.0,1.0,1.05,1.04,1.03,1.03,0.74,0.83,0.82,0.75,0.75,0.73,0.67,0.76,0.78,0.74,0.7,0.59,0.67,0.79,0.7,0.19,0.26,0.52,0.46,0.51,0.35,0.49,0.5,0.33,0.0,0.51,0.28,0.46,0.48,0.46,0.5,0.44,0.43,0.7,0.45,0.35,0.37,0.0,0.37,0.32,0.17,0.35,0.32,0.31,0.32,0.19,0.29,0.33,0.0,0.19,0.27,0.26,0.23,0.33,0.3,0.0,0.27,0.28,0.3,0.27,0.24,0.29,0.27,0.25,0.25,0.24,0.28,0.23,0.25,0.16,0.29,0.24,0.21,0.22,0.21,0.23,0.27,0.4,0.2,0.77,0.21,0.23,0.19,0.2,0.19,0.2,0.22,0.16,0.21,0.2,0.19,0.29,0.17,0.18,0.16,0.0,0.21,0.24,0.17,0.21,0.19,0.18,0.21,0.16,0.0,0.25,0.21,0.21,0.19,0.17,0.2,0.19,0.15,0.17,0.0,0.17,0.0,0.17,0.22,0.17,0.2,0.22,0.17,0.15,0.16,0.17,0.17,0.15,0.17,0.18,0.2,0.15,0.0,0.19,0.17,0.15,0.16,0.38,0.21,0.15,0.17,0.15,0.0,0.16,0.15,0.0,0.15,0.19,0.0,0.0,0.19,0.16,0.16,0.0,0.16,0.16,0.27,0.16,0.0,0.2,0.0,0.17,0.15,0.0,0.15,0.15,0.0,0.0,0.19,0.16,0.17,0.0,0.0,0.15,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.15,0.0,0.17,0.15,0.17,0.18,0.15,0.0,0.0,0.0,0.0,0.0,0.68,0.42,0.33,0.24,0.22,0.21,0.2,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.74
09/01/2021,1.26,0.0,1.0,1.05,1.04,1.03,1.03,0.74,0.83,0.82,0.75,0.75,0.73,0.67,0.76,0.78,0.74,0.7,0.59,0.67,0.79,0.7,0.19,0.26,0.52,0.46,0.51,0.35,0.49,0.5,0.33,0.0,0.51,0.28,0.46,0.48,0.46,0.5,0.44,0.43,0.7,0.45,0.35,0.37,0.0,0.37,0.32,0.17,0.35,0.32,0.31,0.32,0.19,0.29,0.33,0.0,0.19,0.27,0.26,0.23,0.33,0.3,0.0,0.27,0.28,0.3,0.27,0.24,0.29,0.27,0.25,0.25,0.24,0.28,0.23,0.25,0.16,0.29,0.24,0.21,0.22,0.21,0.23,0.27,0.4,0.2,0.77,0.21,0.23,0.19,0.2,0.19,0.2,0.22,0.16,0.21,0.2,0.19,0.29,0.17,0.18,0.16,0.0,0.21,0.24,0.17,0.21,0.19,0.18,0.21,0.16,0.0,0.25,0.21,0.21,0.19,0.17,0.2,0.19,0.15,0.17,0.0,0.17,0.0,0.17,0.22,0.17,0.2,0.22,0.17,0.15,0.16,0.17,0.17,0.15,0.17,0.18,0.2,0.15,0.0,0.19,0.17,0.15,0.16,0.38,0.21,0.15,0.17,0.15,0.0,0.16,0.15,0.0,0.15,0.19,0.0,0.0,0.19,0.16,0.16,0.0,0.16,0.16,0.27,0.16,0.0,0.2,0.0,0.17,0.15,0.0,0.15,0.15,0.0,0.0,0.19,0.16,0.17,0.0,0.0,0.15,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.15,0.0,0.17,0.15,0.17,0.18,0.15,0.0,0.0,0.0,0.0,0.0,0.68,0.42,0.33,0.24,0.22,0.21,0.2,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.74
09/02/2021,1.26,0.0,1.0,1.05,1.04,1.03,1.03,0.74,0.83,0.82,0.75,0.75,0.73,0.67,0.76,0.78,0.74,0.7,0.59,0.67,0.79,0.7,0.19,0.26,0.52,0.46,0.51,0.35,0.49,0.5,0.33,0.0,0.51,0.28,0.46,0.48,0.46,0.5,0.44,0.43,0.7,0.45,0.35,0.37,0.0,0.37,0.32,0.17,0.35,0.32,0.31,0.32,0.19,0.29,0.33,0.0,0.19,0.27,0.26,0.23,0.33,0.3,0.0,0.27,0.28,0.3,0.27,0.24,0.29,0.27,0.25,0.25,0.24,0.28,0.23,0.25,0.16,0.29,0.24,0.21,0.22,0.21,0.23,0.27,0.4,0.2,0.77,0.21,0.23,0.19,0.2,0.19,0.2,0.22,0.16,0.21,0.2,0.19,0.29,0.17,0.18,0.16,0.0,0.21,0.24,0.17,0.21,0.19,0.18,0.21,0.16,0.0,0.25,0.21,0.21,0.19,0.17,0.2,0.19,0.15,0.17,0.0,0.17,0.0,0.17,0.22,0.17,0.2,0.22,0.17,0.15,0.16,0.17,0.17,0.15,0.17,0.18,0.2,0.15,0.0,0.19,0.17,0.15,0.16,0.38,0.21,0.15,0.17,0.15,0.0,0.16,0.15,0.0,0.15,0.19,0.0,0.0,0.19,0.16,0.16,0.0,0.16,0.16,0.27,0.16,0.0,0.2,0.0,0.17,0.15,0.0,0.15,0.15,0.0,0.0,0.19,0.16,0.17,0.0,0.0,0.15,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.15,0.0,0.17,0.15,0.17,0.18,0.15,0.0,0.0,0.0,0.0,0.0,0.68,0.42,0.33,0.24,0.22,0.21,0.2,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.74
09/03/2021,1.19,0.0,1.03,1.03,1.08,1.06,1.08,0.77,0.85,0.73,0.77,0.79,0.75,0.51,0.83,0.82,0.77,0.71,0.58,0.79,0.87,0.72,0.2,0.29,0.55,0.43,0.54,0.29,0.48,0.5,0.35,0.0,0.51,0.0,0.21,0.28,0.45,0.47,0.27,0.44,0.67,0.44,0.35,0.37,0.0,0.38,0.31,0.17,0.38,0.3,0.31,0.31,0.19,0.28,0.33,0.14,0.0,0.28,0.29,0.23,0.28,0.31,0.0,0.0,0.29,0.3,0.25,0.25,0.27,0.28,0.24,0.24,0.24,0.29,0.23,0.27,0.0,0.25,0.25,0.2,0.22,0.2,0.23,0.0,0.31,0.21,0.81,0.21,0.23,0.18,0.23,0.18,0.2,0.23,0.14,0.22,0.19,0.18,0.2,0.18,0.19,0.0,0.0,0.2,0.24,0.16,0.23,0.19,0.17,0.16,0.16,0.0,0.2,0.2,0.18,0.2,0.0,0.19,0.18,0.0,0.17,0.0,0.0,0.14,0.17,0.2,0.17,0.19,0.23,0.28,0.15,0.16,0.18,0.18,0.15,0.0,0.18,0.17,0.15,0.0,0.2,0.17,0.16,0.15,0.37,0.22,0.16,0.17,0.16,0.0,0.16,0.16,0.0,0.15,0.18,0.0,0.0,0.21,0.17,0.15,0.0,0.17,0.16,0.25,0.16,0.0,0.0,0.0,0.17,0.15,0.14,0.15,0.0,0.0,0.0,0.2,0.14,0.23,0.0,0.0,0.16,0.14,0.0,0.0,0.16,0.0,0.14,0.0,0.17,0.0,0.16,0.0,0.0,0.17,0.15,0.14,0.0,0.0,0.0,0.0,0.8,0.46,0.32,0.0,0.16,0.2,0.0,0.0,0.0,0.18,0.19,0.0,0.19,0.18,0.17,0.16,0.0,0.0,0.17,0.18,0.16,0.0,0.0,0.17,0.15,0.17,0.17,0.14,0.0,0.15,0.0,0.15,0.0,0.0,0.29,0.27,0.26,0.24,0.2,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,59.150000000000006
09/06/2021,1.19,0.0,1.03,1.03,1.08,1.06,1.08,0.77,0.85,0.73,0.77,0.79,0.75,0.51,0.83,0.82,0.77,0.71,0.58,0.79,0.87,0.72,0.2,0.29,0.55,0.43,0.54,0.29,0.48,0.5,0.35,0.0,0.51,0.0,0.21,0.28,0.45,0.47,0.27,0.44,0.67,0.44,0.35,0.37,0.0,0.38,0.31,0.17,0.38,0.3,0.31,0.31,0.19,0.28,0.33,0.14,0.0,0.28,0.29,0.23,0.28,0.31,0.0,0.0,0.29,0.3,0.25,0.25,0.27,0.28,0.24,0.24,0.24,0.29,0.23,0.27,0.0,0.25,0.25,0.2,0.22,0.2,0.23,0.0,0.31,0.21,0.81,0.21,0.23,0.18,0.23,0.18,0.2,0.23,0.14,0.22,0.19,0.18,0.2,0.18,0.19,0.0,0.0,0.2,0.24,0.16,0.23,0.19,0.17,0.16,0.16,0.0,0.2,0.2,0.18,0.2,0.0,0.19,0.18,0.0,0.17,0.0,0.0,0.14,0.17,0.2,0.17,0.19,0.23,0.28,0.15,0.16,0.18,0.18,0.15,0.0,0.18,0.17,0.15,0.0,0.2,0.17,0.16,0.15,0.37,0.22,0.16,0.17,0.16,0.0,0.16,0.16,0.0,0.15,0.18,0.0,0.0,0.21,0.17,0.15,0.0,0.17,0.16,0.25,0.16,0.0,0.0,0.0,0.17,0.15,0.14,0.15,0.0,0.0,0.0,0.2,0.14,0.23,0.0,0.0,0.16,0.14,0.0,0.0,0.16,0.0,0.14,0.0,0.17,0.0,0.16,0.0,0.0,0.17,0.15,0.14,0.0,0.0,0.0,0.0,0.8,0.46,0.32,0.0,0.16,0.2,0.0,0.0,0.0,0.18,0.19,0.0,0.19,0.18,0.17,0.16,0.0,0.0,0.17,0.18,0.16,0.0,0.0,0.17,0.15,0.17,0.17,0.14,0.0,0.15,0.0,0.15,0.0,0.0,0.29,0.27,0.26,0.24,0.2,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,59.150000000000006
09/07/2021,1.19,0.0,1.03,1.03,1.08,1.06,1.08,0.77,0.85,0.73,0.77,0.79,0.75,0.51,0.83,0.82,0.77,0.71,0.58,0.79,0.87,0.72,0.2,0.29,0.55,0.43,0.54,0.29,0.48,0.5,0.35,0.0,0.51,0.0,0.21,0.28,0.45,0.47,0.27,0.44,0.67,0.44,0.35,0.37,0.0,0.38,0.31,0.17,0.38,0.3,0.31,0.31,0.19,0.28,0.33,0.14,0.0,0.28,0.29,0.23,0.28,0.31,0.0,0.0,0.29,0.3,0.25,0.25,0.27,0.28,0.24,0.24,0.24,0.29,0.23,0.27,0.0,0.25,0.25,0.2,0.22,0.2,0.23,0.0,0.31,0.21,0.81,0.21,0.23,0.18,0.23,0.18,0.2,0.23,0.14,0.22,0.19,0.18,0.2,0.18,0.19,0.0,0.0,0.2,0.24,0.16,0.23,0.19,0.17,0.16,0.16,0.0,0.2,0.2,0.18,0.2,0.0,0.19,0.18,0.0,0.17,0.0,0.0,0.14,0.17,0.2,0.17,0.19,0.23,0.28,0.15,0.16,0.18,0.18,0.15,0.0,0.18,0.17,0.15,0.0,0.2,0.17,0.16,0.15,0.37,0.22,0.16,0.17,0.16,0.0,0.16,0.16,0.0,0.15,0.18,0.0,0.0,0.21,0.17,0.15,0.0,0.17,0.16,0.25,0.16,0.0,0.0,0.0,0.17,0.15,0.14,0.15,0.0,0.0,0.0,0.2,0.14,0.23,0.0,0.0,0.16,0.14,0.0,0.0,0.16,0.0,0.14,0.0,0.17,0.0,0.16,0.0,0.0,0.17,0.15,0.14,0.0,0.0,0.0,0.0,0.8,0.46,0.32,0.0,0.16,0.2,0.0,0.0,0.0,0.18,0.19,0.0,0.19,0.18,0.17,0.16,0.0,0.0,0.17,0.18,0.16,0.0,0.0,0.17,0.15,0.17,0.17,0.14,0.0,0.15,0.0,0.15,0.0,0.0,0.29,0.27,0.26,0.24,0.2,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,59.150000000000006
09/08/2021,1.19,0.0,1.03,1.03,1.08,1.06,1.08,0.77,0.85,0.73,0.77,0.79,0.75,0.51,0.83,0.82,0.77,0.71,0.58,0.79,0.87,0.72,0.2,0.29,0.55,0.43,0.54,0.29,0.48,0.5,0.35,0.0,0.51,0.0,0.21,0.28,0.45,0.47,0.27,0.44,0.67,0.44,0.35,0.37,0.0,0.38,0.31,0.17,0.38,0.3,0.31,0.31,0.19,0.28,0.33,0.14,0.0,0.28,0.29,0.23,0.28,0.31,0.0,0.0,0.29,0.3,0.25,0.25,0.27,0.28,0.24,0.24,0.24,0.29,0.23,0.27,0.0,0.25,0.25,0.2,0.22,0.2,0.23,0.0,0.31,0.21,0.81,0.21,0.23,0.18,0.23,0.18,0.2,0.23,0.14,0.22,0.19,0.18,0.2,0.18,0.19,0.0,0.0,0.2,0.24,0.16,0.23,0.19,0.17,0.16,0.16,0.0,0.2,0.2,0.18,0.2,0.0,0.19,0.18,0.0,0.17,0.0,0.0,0.14,0.17,0.2,0.17,0.19,0.23,0.28,0.15,0.16,0.18,0.18,0.15,0.0,0.18,0.17,0.15,0.0,0.2,0.17,0.16,0.15,0.37,0.22,0.16,0.17,0.16,0.0,0.16,0.16,0.0,0.15,0.18,0.0,0.0,0.21,0.17,0.15,0.0,0.17,0.16,0.25,0.16,0.0,0.0,0.0,0.17,0.15,0.14,0.15,0.0,0.0,0.0,0.2,0.14,0.23,0.0,0.0,0.16,0.14,0.0,0.0,0.16,0.0,0.14,0.0,0.17,0.0,0.16,0.0,0.0,0.17,0.15,0.14,0.0,0.0,0.0,0.0,0.8,0.46,0.32,0.0,0.16,0.2,0.0,0.0,0.0,0.18,0.19,0.0,0.19,0.18,0.17,0.16,0.0,0.0,0.17,0.18,0.16,0.0,0.0,0.17,0.15,0.17,0.17,0.14,0.0,0.15,0.0,0.15,0.0,0.0,0.29,0.27,0.26,0.24,0.2,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,59.150000000000006
09/09/2021,1.19,0.0,1.03,1.03,1.08,1.06,1.08,0.77,0.85,0.73,0.77,0.79,0.75,0.51,0.83,0.82,0.77,0.71,0.58,0.79,0.87,0.72,0.2,0.29,0.55,0.43,0.54,0.29,0.48,0.5,0.35,0.0,0.51,0.0,0.21,0.28,0.45,0.47,0.27,0.44,0.67,0.44,0.35,0.37,0.0,0.38,0.31,0.17,0.38,0.3,0.31,0.31,0.19,0.28,0.33,0.14,0.0,0.28,0.29,0.23,0.28,0.31,0.0,0.0,0.29,0.3,0.25,0.25,0.27,0.28,0.24,0.24,0.24,0.29,0.23,0.27,0.0,0.25,0.25,0.2,0.22,0.2,0.23,0.0,0.31,0.21,0.81,0.21,0.23,0.18,0.23,0.18,0.2,0.23,0.14,0.22,0.19,0.18,0.2,0.18,0.19,0.0,0.0,0.2,0.24,0.16,0.23,0.19,0.17,0.16,0.16,0.0,0.2,0.2,0.18,0.2,0.0,0.19,0.18,0.0,0.17,0.0,0.0,0.14,0.17,0.2,0.17,0.19,0.23,0.28,0.15,0.16,0.18,0.18,0.15,0.0,0.18,0.17,0.15,0.0,0.2,0.17,0.16,0.15,0.37,0.22,0.16,0.17,0.16,0.0,0.16,0.16,0.0,0.15,0.18,0.0,0.0,0.21,0.17,0.15,0.0,0.17,0.16,0.25,0.16,0.0,0.0,0.0,0.17,0.15,0.14,0.15,0.0,0.0,0.0,0.2,0.14,0.23,0.0,0.0,0.16,0.14,0.0,0.0,0.16,0.0,0.14,0.0,0.17,0.0,0.16,0.0,0.0,0.17,0.15,0.14,0.0,0.0,0.0,0.0,0.8,0.46,0.32,0.0,0.16,0.2,0.0,0.0,0.0,0.18,0.19,0.0,0.19,0.18,0.17,0.16,0.0,0.0,0.17,0.18,0.16,0.0,0.0,0.17,0.15,0.17,0.17,0.14,0.0,0.15,0.0,0.15,0.0,0.0,0.29,0.27,0.26,0.24,0.2,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,59.150000000000006
09/10/2021,1.19,0.0,1.03,1.03,1.08,1.06,1.08,0.77,0.85,0.73,0.77,0.79,0.75,0.51,0.83,0.82,0.77,0.71,0.58,0.79,0.87,0.72,0.2,0.29,0.55,0.43,0.54,0.29,0.48,0.5,0.35,0.0,0.51,0.0,0.21,0.28,0.45,0.47,0.27,0.44,0.67,0.44,0.35,0.37,0.0,0.38,0.31,0.17,0.38,0.3,0.31,0.31,0.19,0.28,0.33,0.14,0.0,0.28,0.29,0.23,0.28,0.31,0.0,0.0,0.29,0.3,0.25,0.25,0.27,0.28,0.24,0.24,0.24,0.29,0.23,0.27,0.0,0.25,0.25,0.2,0.22,0.2,0.23,0.0,0.31,0.21,0.81,0.21,0.23,0.18,0.23,0.18,0.2,0.23,0.14,0.22,0.19,0.18,0.2,0.18,0.19,0.0,0.0,0.2,0.24,0.16,0.23,0.19,0.17,0.16,0.16,0.0,0.2,0.2,0.18,0.2,0.0,0.19,0.18,0.0,0.17,0.0,0.0,0.14,0.17,0.2,0.17,0.19,0.23,0.28,0.15,0.16,0.18,0.18,0.15,0.0,0.18,0.17,0.15,0.0,0.2,0.17,0.16,0.15,0.37,0.22,0.16,0.17,0.16,0.0,0.16,0.16,0.0,0.15,0.18,0.0,0.0,0.21,0.17,0.15,0.0,0.17,0.16,0.25,0.16,0.0,0.0,0.0,0.17,0.15,0.14,0.15,0.0,0.0,0.0,0.2,0.14,0.23,0.0,0.0,0.16,0.14,0.0,0.0,0.16,0.0,0.14,0.0,0.17,0.0,0.16,0.0,0.0,0.17,0.15,0.14,0.0,0.0,0.0,0.0,0.8,0.46,0.32,0.0,0.16,0.2,0.0,0.0,0.0,0.18,0.19,0.0,0.19,0.18,0.17,0.16,0.0,0.0,0.17,0.18,0.16,0.0,0.0,0.17,0.15,0.17,0.17,0.14,0.0,0.15,0.0,0.15,0.0,0.0,0.29,0.27,0.26,0.24,0.2,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,59.150000000000006
09/13/2021,1.19,0.0,1.03,1.03,1.08,1.06,1.08,0.77,0.85,0.73,0.77,0.79,0.75,0.51,0.83,0.82,0.77,0.71,0.58,0.79,0.87,0.72,0.2,0.29,0.55,0.43,0.54,0.29,0.48,0.5,0.35,0.0,0.51,0.0,0.21,0.28,0.45,0.47,0.27,0.44,0.67,0.44,0.35,0.37,0.0,0.38,0.31,0.17,0.38,0.3,0.31,0.31,0.19,0.28,0.33,0.14,0.0,0.28,0.29,0.23,0.28,0.31,0.0,0.0,0.29,0.3,0.25,0.25,0.27,0.28,0.24,0.24,0.24,0.29,0.23,0.27,0.0,0.25,0.25,0.2,0.22,0.2,0.23,0.0,0.31,0.21,0.81,0.21,0.23,0.18,0.23,0.18,0.2,0.23,0.14,0.22,0.19,0.18,0.2,0.18,0.19,0.0,0.0,0.2,0.24,0.16,0.23,0.19,0.17,0.16,0.16,0.0,0.2,0.2,0.18,0.2,0.0,0.19,0.18,0.0,0.17,0.0,0.0,0.14,0.17,0.2,0.17,0.19,0.23,0.28,0.15,0.16,0.18,0.18,0.15,0.0,0.18,0.17,0.15,0.0,0.2,0.17,0.16,0.15,0.37,0.22,0.16,0.17,0.16,0.0,0.16,0.16,0.0,0.15,0.18,0.0,0.0,0.21,0.17,0.15,0.0,0.17,0.16,0.25,0.16,0.0,0.0,0.0,0.17,0.15,0.14,0.15,0.0,0.0,0.0,0.2,0.14,0.23,0.0,0.0,0.16,0.14,0.0,0.0,0.16,0.0,0.14,0.0,0.17,0.0,0.16,0.0,0.0,0.17,0.15,0.14,0.0,0.0,0.0,0.0,0.8,0.46,0.32,0.0,0.16,0.2,0.0,0.0,0.0,0.18,0.19,0.0,0.19,0.18,0.17,0.16,0.0,0.0,0.17,0.18,0.16,0.0,0.0,0.17,0.15,0.17,0.17,0.14,0.0,0.15,0.0,0.15,0.0,0.0,0.29,0.27,0.26,0.24,0.2,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,59.150000000000006
