,XHB,SCHG,FXR,QQQ,MGK,ANGL,JNK,Vanguard S&P Small-Cap 600 Value ETF,FGXXX,XRT,IVV,FXD,DON,PEY,XSVM,First American Government Obligs X,IWP,SPHQ,SPGP,USHY,n/a,VIOV,IWY,RPG,FDIS,SMH,QTEC,FNX,FXO,VFH,DWAS,HYG,IAI,SPYG,KIE,PWB,HYD,HYMB,SUM
11/04/2021,0.0,15.36,0.0,0.0,10.16,9.32,9.23,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.22,0.0,0.0,20.34,15.32,9.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/05/2021,0.0,15.3,0.0,0.0,10.12,9.24,9.15,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.17,0.0,0.0,20.49,15.33,9.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/08/2021,0.0,0.0,0.0,0.0,9.92,9.87,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,10.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.89,0.0,0.0,0.0,0.0,0.0,19.99,14.86,10.03,9.87,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/09/2021,0.0,0.0,0.0,0.0,10.05,9.91,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,10.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.09,0.0,0.0,0.0,0.0,0.0,19.73,14.7,10.06,9.91,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/10/2021,0.0,0.0,0.0,0.0,10.05,9.91,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,10.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.09,0.0,0.0,0.0,0.0,0.0,19.73,14.7,10.06,9.91,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/11/2021,0.0,0.0,0.0,0.0,9.99,9.89,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,10.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.01,0.0,0.0,0.0,0.0,0.0,19.66,14.62,10.11,9.87,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/12/2021,0.0,0.0,0.0,0.0,9.97,9.86,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.97,0.0,0.0,0.0,0.0,0.0,19.64,14.66,10.14,9.84,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/15/2021,0.0,0.0,0.0,0.0,9.86,9.92,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,10.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.83,0.0,0.0,0.0,0.0,0.0,19.78,14.74,10.07,9.87,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/16/2021,0.0,0.0,0.0,0.0,9.86,9.92,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,10.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.83,0.0,0.0,0.0,0.0,0.0,19.78,14.74,10.07,9.87,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/17/2021,0.0,0.0,0.0,0.0,9.86,9.92,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,10.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.83,0.0,0.0,0.0,0.0,0.0,19.78,14.74,10.07,9.87,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/18/2021,0.0,0.0,0.0,0.0,9.96,9.87,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.96,0.0,0.0,0.0,0.0,0.0,19.74,14.71,10.08,9.84,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/19/2021,0.0,0.0,0.0,0.0,9.97,9.85,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,10.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.98,0.0,0.0,0.0,0.0,0.0,19.76,14.74,10.01,9.84,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/22/2021,0.0,0.0,0.0,0.0,9.97,9.85,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,10.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.98,0.0,0.0,0.0,0.0,0.0,19.76,14.74,10.01,9.84,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/23/2021,0.0,0.0,0.0,0.0,9.97,9.85,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,10.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.98,0.0,0.0,0.0,0.0,0.0,19.76,14.74,10.01,9.84,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/24/2021,0.0,0.0,0.0,0.0,10.27,9.93,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,10.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.48,0.0,0.0,0.0,0.0,0.0,19.48,14.46,9.8,9.9,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/25/2021,0.0,0.0,0.0,0.0,10.27,9.93,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,10.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.48,0.0,0.0,0.0,0.0,0.0,19.48,14.46,9.8,9.9,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/26/2021,0.0,0.0,0.0,0.0,10.14,9.87,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,10.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,0.0,0.0,0.0,0.0,0.0,19.64,14.64,9.72,9.86,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/29/2021,0.0,0.0,0.0,0.0,10.11,9.81,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,10.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.28,0.0,0.0,0.0,0.0,0.0,19.73,14.77,9.76,9.81,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/30/2021,0.0,0.0,0.0,0.0,10.11,9.81,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,10.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.28,0.0,0.0,0.0,0.0,0.0,19.73,14.77,9.76,9.81,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/01/2021,0.0,0.0,0.0,0.0,10.11,9.81,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,10.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.28,0.0,0.0,0.0,0.0,0.0,19.73,14.77,9.76,9.81,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/02/2021,0.0,0.0,0.0,0.0,10.16,9.98,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,10.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.34,0.0,0.0,0.0,0.0,0.0,19.61,14.65,9.64,10.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/06/2021,0.0,0.0,0.0,0.0,10.29,10.21,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,9.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.59,0.0,0.0,0.0,0.0,0.0,19.37,14.51,9.37,10.24,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/07/2021,0.0,0.0,0.0,0.0,10.29,10.21,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,9.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.59,0.0,0.0,0.0,0.0,0.0,19.37,14.51,9.37,10.24,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/08/2021,0.0,0.0,0.0,0.0,10.29,10.21,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,9.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.59,0.0,0.0,0.0,0.0,0.0,19.37,14.51,9.37,10.24,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/09/2021,0.0,0.0,0.0,0.0,10.29,10.21,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,9.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.59,0.0,0.0,0.0,0.0,0.0,19.37,14.51,9.37,10.24,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/10/2021,0.0,0.0,0.0,0.0,10.29,10.21,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,9.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.59,0.0,0.0,0.0,0.0,0.0,19.37,14.51,9.37,10.24,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/13/2021,0.0,0.0,0.0,0.0,10.29,10.21,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,9.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.59,0.0,0.0,0.0,0.0,0.0,19.37,14.51,9.37,10.24,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/14/2021,0.0,0.0,0.0,0.0,10.29,10.21,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,9.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.59,0.0,0.0,0.0,0.0,0.0,19.37,14.51,9.37,10.24,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/15/2021,0.0,0.0,0.0,0.0,10.29,10.21,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,9.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.59,0.0,0.0,0.0,0.0,0.0,19.37,14.51,9.37,10.24,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/16/2021,0.0,0.0,0.0,0.0,10.29,10.21,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,9.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.59,0.0,0.0,0.0,0.0,0.0,19.37,14.51,9.37,10.24,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/17/2021,0.0,0.0,0.0,0.0,10.29,10.21,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,9.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.59,0.0,0.0,0.0,0.0,0.0,19.37,14.51,9.37,10.24,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/20/2021,0.0,0.0,0.0,0.0,10.29,10.21,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,9.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.59,0.0,0.0,0.0,0.0,0.0,19.37,14.51,9.37,10.24,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/21/2021,0.0,10.03,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.77,15.19,15.16,9.98,9.82,9.8,100.01
12/22/2021,0.0,9.86,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,15.0,15.29,9.87,9.89,9.89,100.0
12/23/2021,0.0,9.92,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,15.01,15.21,9.9,9.98,9.94,100.0
12/24/2021,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.76,15.04,15.1,9.98,9.94,9.89,100.0
12/27/2021,0.0,10.04,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.73,15.12,15.06,10.04,9.87,9.81,99.99
12/28/2021,0.0,10.04,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.73,15.12,15.06,10.04,9.87,9.81,99.99
12/29/2021,0.0,10.04,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.78,15.11,15.09,10.06,9.8,9.73,99.99
12/30/2021,0.0,10.07,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.77,15.19,15.06,10.13,9.68,9.62,100.02
12/31/2021,0.0,10.04,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,15.16,15.1,10.06,9.7,9.64,99.99
01/03/2022,0.0,10.04,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.71,15.14,15.16,10.07,9.72,9.69,100.0
