,CSL.AX,ASML.AS,7203.T,MC.PA,DGE.L,OR.PA,4502.T,7741.T,SAP.DE,1299.HK,PHIA.AS,6758.T,CBA.AX,HSBA.L,ALC.SW,TTE.PA,BHP.AX,2413.T,ALV.DE,ABI.BR,6098.T,SU.PA,SE,4543.T,6861.T,9984.T,RIO.L,BP.L,AI.PA,BN.PA,RDSA LN,DPW.DE,7974.T,ADYEN.AS,ABBN.SW,4578.T,BAS.DE,6594.T,RI.PA,4063.T,IBE.MC,388.HK,DAI.DE,RDSB LN,3382.T,ENEL.MI,BNP.PA,8306.T,8035.T,WBC.AX,6869.T,ADS.DE,DTE.DE,COLO B.CO,NAB.AX,SAN.MC,REL.L,SN.L,BHP.L,KER.PA,CFR SW,6367.T,SHL.DE,ZURN.SW,DG.PA,WOW.AX,ANZ.AX,UBSG.SW,7267.T,DSV.CO,AAL.L,9433.T,FME.DE,6981.T,CS.PA,AD.AS,EL.PA,RMS.PA,4452.T,IFX.DE,6954.T,INGA.AS,WES.AX,PRU.L,4507.T,4911.T,ISP.MI,NG.L,8316.T,GLEN.L,VWS.CO,8001.T,9983.T,ATCO A.ST,8058.T,HEIA.AS,LLOY.L,UCB.BR,EXPN.L,VOW3.DE,SHL.AX,6273.T,VOD.L,STLA.MI,VOLV B.ST,D05.SI,8267.T,BBVA.MC,TSCO.L,GIVN.SW,8031.T,INVE B.ST,FPH.NZ,AHT.L,CRH ID,MQG.AX,PRX.AS,FERG.L,ITX.MC,CPG.L,KNEBV.HE,BARC.L,VNA.DE,NDA SE.ST,2502.T,MUV2.DE,COH.AX,ASSA B.ST,O39.SI,8411.T,TEAM,TCL.AX,KRZ.IR,6902.T,9022.T,DSY FP,RIO.AX,LSEG.L,ERIC B.ST,6503.T,669.HK,6702.T,ESSITY B.ST,SAND.ST,BMW.DE,DB1.DE,4661.T,IMB.L,CLNX.MC,8766.T,AMS.MC,HEN3.DE,NOKIA.HE,CARL B.CO,4151.T,9020.T,6752.T,ENI.MI,HEXA B.ST,SPOT,FMG.AX,5108.T,8113.T,U11.SI,241.HK,6301.T,NESTE.HE,9432.T,COL.AX,6326.T,VIV.PA,FLTR ID,ORSTED.CO,2503.T,CASH,EVO.ST,7751.T,KBC.BR,MAERSK B.CO,RACE.MI,GMG.AX,2802.T,EOAN.DE,G.MI,SWMA.ST,UCG.MI,ENGI.PA,1.HK,STM IM,708.HK,4612.T,8591.T,SAMPO.HE,EQNR.OL,TEF.MC,6971.T,7309.T,SSE.L,LGEN.L,8801.T,DSY.PA,ATCOB SS,APT.AX,J36.SI,BT.A.L,AV.L,MT.AS,CCEP,823.HK,SEB A.ST,16.HK,ORA.PA,8802.T,RDSA.AS,RYDBF,RITN.,UG,CRH.L,DSYA.,FLTR.L,7342.T,STM.PA,ATCOB.ST,NIBE B.ST,n/a,REC.MI,CFR.SW,CRH.IR,ALL.AX,1925.T,7269.T,6645.T,9434.T,OCDO.L,6502.T,8750.T,KRX.IR,FLTR.IR,UMG.AS,RDSA.L,RDSB.L,CNHI.MI,6586.T,UMG NA,DNB.OL,ACA.PA,SUM
09/16/2021,2.22,2.42,1.56,1.37,1.29,1.27,1.2,1.42,1.06,0.99,0.93,0.98,0.87,0.72,0.92,0.73,0.61,0.72,0.63,0.56,0.83,0.75,0.78,0.77,0.86,0.58,0.53,0.55,0.56,0.54,0.54,0.52,0.44,0.68,0.54,0.55,0.48,0.5,0.5,0.53,0.46,0.47,0.47,0.48,0.47,0.44,0.48,0.48,0.55,0.46,0.5,0.43,0.44,0.45,0.45,0.42,0.47,0.36,0.41,0.39,0.0,0.56,0.41,0.42,0.4,0.41,0.38,0.42,0.37,0.4,0.39,0.4,0.32,0.41,0.38,0.39,0.39,0.37,0.33,0.38,0.33,0.36,0.32,0.35,0.43,0.33,0.33,0.33,0.33,0.35,0.33,0.34,0.28,0.35,0.36,0.28,0.28,0.29,0.33,0.28,0.32,0.34,0.28,0.29,0.26,0.27,0.29,0.29,0.3,0.27,0.28,0.28,0.29,0.29,0.27,0.29,0.48,0.27,0.26,0.24,0.25,0.27,0.23,0.27,0.27,0.27,0.24,0.25,0.23,0.25,0.34,0.22,0.24,0.25,0.22,0.0,0.19,0.23,0.21,0.24,0.26,0.24,0.22,0.22,0.21,0.21,0.22,0.22,0.23,0.24,0.19,0.19,0.22,0.19,0.2,0.17,0.22,0.21,0.23,0.19,0.0,0.2,0.22,0.18,0.0,0.18,0.18,0.21,0.18,0.2,0.21,0.2,0.19,0.18,0.0,0.17,0.19,0.19,0.16,0.18,0.18,0.21,0.19,0.17,0.17,0.18,0.17,0.16,0.2,0.0,0.0,0.18,0.17,0.17,0.16,0.16,0.18,0.16,0.0,0.15,0.27,0.16,0.0,0.0,0.0,0.15,0.16,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.37,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.51
09/17/2021,2.18,2.48,1.58,1.34,1.27,1.27,1.19,1.46,1.06,0.98,0.93,0.99,0.87,0.7,0.94,0.73,0.6,0.73,0.62,0.54,0.85,0.76,0.8,0.77,0.86,0.58,0.52,0.54,0.56,0.54,0.53,0.53,0.43,0.68,0.54,0.54,0.48,0.52,0.5,0.54,0.45,0.46,0.47,0.48,0.46,0.44,0.48,0.49,0.55,0.45,0.51,0.42,0.43,0.45,0.45,0.41,0.47,0.35,0.4,0.38,0.0,0.56,0.42,0.42,0.4,0.4,0.38,0.42,0.37,0.4,0.38,0.41,0.32,0.41,0.38,0.39,0.39,0.36,0.33,0.38,0.34,0.35,0.31,0.34,0.43,0.33,0.33,0.33,0.33,0.34,0.32,0.34,0.28,0.35,0.37,0.28,0.28,0.29,0.33,0.28,0.32,0.35,0.28,0.29,0.26,0.27,0.28,0.29,0.3,0.27,0.28,0.28,0.28,0.29,0.27,0.29,0.48,0.27,0.26,0.24,0.24,0.27,0.23,0.27,0.28,0.26,0.24,0.25,0.23,0.25,0.35,0.22,0.24,0.25,0.22,0.0,0.19,0.23,0.2,0.24,0.26,0.24,0.22,0.22,0.21,0.21,0.23,0.22,0.23,0.26,0.18,0.19,0.22,0.18,0.2,0.17,0.22,0.21,0.23,0.19,0.0,0.2,0.22,0.18,0.0,0.18,0.18,0.21,0.18,0.2,0.21,0.2,0.19,0.18,0.0,0.17,0.19,0.19,0.17,0.19,0.18,0.21,0.19,0.17,0.16,0.18,0.17,0.16,0.21,0.0,0.15,0.18,0.17,0.17,0.16,0.16,0.19,0.16,0.0,0.0,0.27,0.17,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.36,0.0,0.39,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.44
09/20/2021,2.24,2.47,1.6,1.31,1.26,1.23,1.23,1.45,1.06,0.93,0.94,0.99,0.88,0.7,0.94,0.75,0.59,0.75,0.62,0.54,0.84,0.77,0.83,0.8,0.84,0.54,0.5,0.55,0.56,0.54,0.54,0.55,0.42,0.7,0.54,0.55,0.48,0.53,0.49,0.54,0.42,0.45,0.47,0.48,0.48,0.42,0.49,0.49,0.54,0.46,0.51,0.41,0.43,0.45,0.45,0.42,0.47,0.36,0.39,0.36,0.0,0.55,0.43,0.42,0.4,0.41,0.38,0.43,0.37,0.41,0.36,0.41,0.31,0.41,0.38,0.39,0.39,0.36,0.33,0.38,0.33,0.36,0.32,0.35,0.43,0.32,0.33,0.33,0.33,0.34,0.32,0.34,0.29,0.35,0.37,0.28,0.29,0.3,0.34,0.27,0.32,0.35,0.28,0.3,0.26,0.27,0.28,0.3,0.3,0.27,0.28,0.28,0.28,0.3,0.28,0.3,0.47,0.27,0.27,0.24,0.24,0.27,0.23,0.28,0.27,0.27,0.25,0.25,0.23,0.25,0.36,0.22,0.24,0.25,0.21,0.0,0.19,0.24,0.2,0.24,0.25,0.24,0.22,0.22,0.21,0.21,0.23,0.22,0.23,0.26,0.19,0.19,0.22,0.18,0.21,0.17,0.22,0.22,0.23,0.19,0.0,0.2,0.22,0.18,0.0,0.19,0.18,0.21,0.18,0.2,0.21,0.2,0.18,0.18,0.0,0.18,0.19,0.19,0.17,0.19,0.18,0.21,0.19,0.17,0.17,0.18,0.17,0.0,0.21,0.0,0.0,0.18,0.17,0.17,0.16,0.16,0.19,0.16,0.0,0.0,0.28,0.17,0.0,0.0,0.0,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.37,0.0,0.37,0.0,0.15,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.59
09/21/2021,2.24,2.47,1.6,1.31,1.26,1.23,1.23,1.45,1.06,0.93,0.94,0.99,0.88,0.7,0.94,0.75,0.59,0.75,0.62,0.54,0.84,0.77,0.83,0.8,0.84,0.54,0.5,0.55,0.56,0.54,0.54,0.55,0.42,0.7,0.54,0.55,0.48,0.53,0.49,0.54,0.42,0.45,0.47,0.48,0.48,0.42,0.49,0.49,0.54,0.46,0.51,0.41,0.43,0.45,0.45,0.42,0.47,0.36,0.39,0.36,0.0,0.55,0.43,0.42,0.4,0.41,0.38,0.43,0.37,0.41,0.36,0.41,0.31,0.41,0.38,0.39,0.39,0.36,0.33,0.38,0.33,0.36,0.32,0.35,0.43,0.32,0.33,0.33,0.33,0.34,0.32,0.34,0.29,0.35,0.37,0.28,0.29,0.3,0.34,0.27,0.32,0.35,0.28,0.3,0.26,0.27,0.28,0.3,0.3,0.27,0.28,0.28,0.28,0.3,0.28,0.3,0.47,0.27,0.27,0.24,0.24,0.27,0.23,0.28,0.27,0.27,0.25,0.25,0.23,0.25,0.36,0.22,0.24,0.25,0.21,0.0,0.19,0.24,0.2,0.24,0.25,0.24,0.22,0.22,0.21,0.21,0.23,0.22,0.23,0.26,0.19,0.19,0.22,0.18,0.21,0.17,0.22,0.22,0.23,0.19,0.0,0.2,0.22,0.18,0.0,0.19,0.18,0.21,0.18,0.2,0.21,0.2,0.18,0.18,0.0,0.18,0.19,0.19,0.17,0.19,0.18,0.21,0.19,0.17,0.17,0.18,0.17,0.0,0.21,0.0,0.0,0.18,0.17,0.17,0.16,0.16,0.19,0.16,0.0,0.0,0.28,0.17,0.0,0.0,0.0,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.37,0.0,0.37,0.0,0.15,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.59
09/22/2021,2.69,2.42,1.68,1.42,1.31,1.3,0.0,1.64,1.06,0.92,1.13,0.0,0.88,0.71,1.11,0.75,0.6,0.91,0.62,0.58,0.89,0.84,0.72,1.0,0.88,0.53,0.49,0.58,0.57,0.57,0.54,0.57,0.4,0.7,0.53,0.66,0.49,0.57,0.52,0.55,0.42,0.51,0.51,0.48,0.45,0.41,0.48,0.49,0.55,0.46,0.61,0.45,0.46,0.54,0.45,0.41,0.49,0.43,0.37,0.41,0.0,0.61,0.51,0.41,0.44,0.43,0.38,0.42,0.38,0.46,0.33,0.42,0.38,0.41,0.38,0.39,0.43,0.37,0.34,0.38,0.38,0.36,0.34,0.34,0.51,0.34,0.33,0.33,0.33,0.34,0.31,0.4,0.32,0.35,0.41,0.28,0.29,0.37,0.37,0.3,0.39,0.36,0.28,0.32,0.29,0.27,0.28,0.3,0.3,0.26,0.31,0.28,0.35,0.3,0.27,0.3,0.51,0.27,0.31,0.26,0.24,0.27,0.23,0.3,0.31,0.26,0.3,0.25,0.23,0.25,0.37,0.23,0.26,0.25,0.25,0.0,0.18,0.23,0.23,0.24,0.3,0.24,0.21,0.21,0.2,0.21,0.26,0.22,0.27,0.26,0.19,0.19,0.21,0.18,0.25,0.2,0.22,0.21,0.23,0.24,0.0,0.2,0.25,0.19,0.0,0.21,0.17,0.27,0.18,0.21,0.21,0.24,0.17,0.18,0.0,0.22,0.19,0.19,0.17,0.18,0.19,0.0,0.19,0.17,0.17,0.18,0.17,0.0,0.2,0.0,0.0,0.18,0.17,0.17,0.19,0.16,0.19,0.16,0.0,0.0,0.28,0.19,0.0,0.0,0.0,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.18,0.0,0.4,0.0,0.0,0.0,0.17,0.0,0.28,0.18,0.17,0.17,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.74
09/23/2021,2.7,2.41,1.71,1.41,1.31,1.29,0.0,1.67,1.05,0.89,1.15,0.0,0.88,0.69,1.12,0.74,0.58,0.93,0.61,0.58,0.91,0.82,0.71,1.01,0.9,0.54,0.48,0.58,0.57,0.57,0.54,0.56,0.41,0.7,0.52,0.67,0.48,0.58,0.53,0.56,0.42,0.5,0.5,0.48,0.46,0.41,0.47,0.5,0.56,0.45,0.62,0.45,0.46,0.54,0.44,0.4,0.5,0.43,0.37,0.41,0.0,0.63,0.52,0.41,0.44,0.44,0.38,0.4,0.38,0.45,0.32,0.42,0.38,0.41,0.37,0.4,0.43,0.37,0.34,0.37,0.39,0.35,0.35,0.32,0.52,0.35,0.32,0.33,0.34,0.33,0.32,0.41,0.33,0.34,0.41,0.28,0.28,0.38,0.37,0.29,0.39,0.36,0.28,0.31,0.29,0.27,0.29,0.28,0.31,0.27,0.32,0.27,0.36,0.28,0.0,0.29,0.51,0.27,0.31,0.27,0.23,0.26,0.23,0.31,0.31,0.25,0.3,0.25,0.23,0.25,0.37,0.23,0.27,0.25,0.25,0.0,0.18,0.23,0.23,0.25,0.3,0.24,0.22,0.21,0.2,0.21,0.27,0.22,0.28,0.26,0.2,0.19,0.21,0.18,0.26,0.2,0.22,0.21,0.22,0.23,0.0,0.21,0.25,0.19,0.0,0.22,0.17,0.28,0.18,0.21,0.21,0.0,0.18,0.19,0.0,0.22,0.2,0.19,0.16,0.18,0.18,0.0,0.19,0.17,0.17,0.17,0.17,0.0,0.2,0.0,0.0,0.18,0.17,0.17,0.19,0.16,0.2,0.16,0.15,0.0,0.28,0.18,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.21,0.0,0.39,0.27,0.0,0.16,0.18,0.0,0.29,0.18,0.17,0.17,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.84
09/24/2021,2.71,2.45,1.7,1.45,1.32,1.32,0.0,1.66,1.07,0.94,1.15,0.0,0.87,0.69,1.13,0.75,0.58,0.9,0.62,0.59,0.9,0.82,0.7,0.99,0.87,0.51,0.48,0.59,0.58,0.58,0.55,0.56,0.4,0.7,0.53,0.66,0.48,0.56,0.54,0.55,0.43,0.51,0.5,0.5,0.45,0.42,0.47,0.5,0.55,0.45,0.61,0.45,0.46,0.54,0.44,0.4,0.5,0.43,0.37,0.41,0.0,0.6,0.53,0.41,0.45,0.43,0.38,0.4,0.37,0.47,0.32,0.42,0.39,0.41,0.37,0.4,0.44,0.38,0.34,0.38,0.38,0.35,0.35,0.33,0.51,0.34,0.33,0.33,0.33,0.32,0.32,0.39,0.32,0.33,0.4,0.28,0.28,0.38,0.37,0.29,0.39,0.35,0.28,0.31,0.28,0.27,0.29,0.28,0.31,0.27,0.31,0.27,0.36,0.29,0.0,0.29,0.51,0.27,0.31,0.26,0.24,0.26,0.24,0.3,0.31,0.26,0.3,0.24,0.23,0.25,0.37,0.23,0.26,0.25,0.26,0.0,0.18,0.23,0.22,0.25,0.29,0.24,0.22,0.21,0.2,0.22,0.27,0.22,0.28,0.26,0.21,0.19,0.21,0.18,0.26,0.21,0.22,0.21,0.23,0.23,0.0,0.2,0.25,0.19,0.0,0.21,0.18,0.27,0.18,0.2,0.0,0.0,0.18,0.18,0.0,0.22,0.19,0.19,0.17,0.19,0.18,0.0,0.19,0.17,0.17,0.17,0.17,0.0,0.21,0.0,0.0,0.18,0.17,0.17,0.18,0.16,0.19,0.16,0.15,0.0,0.29,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.22,0.0,0.4,0.27,0.0,0.0,0.17,0.15,0.28,0.19,0.17,0.17,0.0,0.24,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.84
09/27/2021,2.74,2.5,1.65,1.48,1.33,1.32,0.0,1.62,1.07,0.92,1.13,0.0,0.87,0.72,1.13,0.78,0.59,0.88,0.62,0.59,0.88,0.83,0.72,0.97,0.84,0.51,0.49,0.6,0.58,0.57,0.0,0.56,0.4,0.71,0.53,0.65,0.49,0.53,0.54,0.53,0.42,0.5,0.52,0.0,0.44,0.42,0.49,0.49,0.54,0.45,0.59,0.46,0.47,0.54,0.44,0.42,0.5,0.43,0.38,0.42,0.0,0.57,0.52,0.42,0.45,0.43,0.38,0.41,0.36,0.47,0.33,0.4,0.38,0.4,0.38,0.4,0.44,0.38,0.33,0.39,0.36,0.36,0.35,0.33,0.5,0.33,0.34,0.32,0.32,0.34,0.34,0.37,0.32,0.34,0.39,0.28,0.29,0.38,0.37,0.3,0.39,0.34,0.28,0.32,0.3,0.26,0.28,0.29,0.31,0.27,0.29,0.28,0.36,0.29,0.0,0.29,0.52,0.27,0.31,0.26,0.24,0.27,0.24,0.31,0.3,0.26,0.3,0.25,0.23,0.24,0.37,0.23,0.26,0.24,0.25,0.0,0.18,0.23,0.23,0.24,0.29,0.23,0.22,0.21,0.21,0.22,0.26,0.22,0.27,0.25,0.2,0.19,0.22,0.19,0.25,0.2,0.21,0.22,0.23,0.23,0.0,0.2,0.24,0.18,0.0,0.2,0.18,0.26,0.18,0.2,0.0,0.0,0.18,0.18,0.0,0.23,0.19,0.19,0.17,0.18,0.19,0.0,0.19,0.17,0.17,0.18,0.17,0.0,0.21,0.0,0.0,0.17,0.17,0.18,0.18,0.0,0.18,0.16,0.15,0.0,0.29,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.22,0.0,0.41,0.27,0.15,0.0,0.17,0.0,0.27,0.19,0.17,0.17,0.15,0.24,0.0,0.57,0.51,0.15,0.0,0.0,0.0,0.0,82.74000000000001
09/28/2021,2.74,2.5,1.65,1.48,1.33,1.32,0.0,1.62,1.07,0.92,1.13,0.0,0.87,0.72,1.13,0.78,0.59,0.88,0.62,0.59,0.88,0.83,0.72,0.97,0.84,0.51,0.49,0.6,0.58,0.57,0.57,0.56,0.4,0.71,0.53,0.65,0.49,0.53,0.54,0.53,0.42,0.5,0.52,0.51,0.44,0.42,0.49,0.49,0.54,0.45,0.59,0.46,0.47,0.54,0.44,0.42,0.5,0.43,0.38,0.42,0.0,0.57,0.52,0.42,0.45,0.43,0.38,0.41,0.36,0.47,0.33,0.4,0.38,0.4,0.38,0.4,0.44,0.38,0.33,0.39,0.36,0.36,0.35,0.33,0.5,0.33,0.34,0.32,0.32,0.34,0.34,0.37,0.32,0.34,0.39,0.28,0.29,0.38,0.37,0.3,0.39,0.34,0.28,0.32,0.3,0.26,0.28,0.29,0.31,0.27,0.29,0.28,0.36,0.29,0.27,0.29,0.52,0.27,0.31,0.26,0.24,0.27,0.24,0.31,0.3,0.26,0.3,0.25,0.23,0.24,0.37,0.23,0.26,0.24,0.25,0.0,0.18,0.23,0.23,0.24,0.29,0.23,0.22,0.21,0.21,0.22,0.26,0.22,0.27,0.25,0.2,0.19,0.22,0.19,0.25,0.2,0.21,0.22,0.23,0.23,0.0,0.2,0.24,0.18,0.0,0.2,0.18,0.26,0.18,0.2,0.0,0.24,0.18,0.18,0.0,0.23,0.19,0.19,0.17,0.18,0.19,0.0,0.19,0.17,0.17,0.18,0.17,0.0,0.21,0.0,0.0,0.17,0.17,0.18,0.18,0.0,0.18,0.16,0.15,0.0,0.29,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.22,0.0,0.41,0.0,0.15,0.0,0.17,0.0,0.27,0.19,0.17,0.17,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,82.74000000000001
09/29/2021,2.72,2.46,1.69,1.45,1.32,1.29,0.0,1.65,1.06,0.91,1.11,0.0,0.88,0.71,1.12,0.78,0.58,0.88,0.63,0.59,0.9,0.82,0.77,1.0,0.85,0.53,0.49,0.61,0.57,0.57,0.57,0.55,0.4,0.69,0.52,0.66,0.49,0.54,0.54,0.53,0.42,0.5,0.53,0.51,0.45,0.42,0.5,0.51,0.54,0.45,0.61,0.45,0.46,0.54,0.44,0.42,0.49,0.43,0.37,0.41,0.0,0.57,0.53,0.41,0.45,0.43,0.38,0.41,0.37,0.45,0.33,0.41,0.38,0.4,0.38,0.4,0.43,0.37,0.33,0.39,0.37,0.36,0.34,0.33,0.51,0.34,0.34,0.32,0.33,0.34,0.33,0.37,0.33,0.33,0.4,0.28,0.3,0.37,0.36,0.3,0.38,0.35,0.27,0.32,0.3,0.26,0.28,0.3,0.31,0.26,0.3,0.27,0.35,0.29,0.27,0.3,0.52,0.27,0.31,0.27,0.24,0.27,0.24,0.31,0.3,0.26,0.29,0.24,0.23,0.25,0.38,0.23,0.26,0.25,0.26,0.0,0.18,0.23,0.23,0.25,0.29,0.24,0.22,0.21,0.21,0.21,0.27,0.22,0.27,0.26,0.21,0.19,0.22,0.19,0.26,0.21,0.22,0.22,0.22,0.22,0.0,0.2,0.24,0.18,0.0,0.2,0.18,0.27,0.18,0.2,0.0,0.24,0.18,0.18,0.0,0.23,0.19,0.2,0.17,0.18,0.18,0.0,0.19,0.18,0.17,0.18,0.17,0.0,0.21,0.0,0.0,0.17,0.17,0.18,0.18,0.0,0.19,0.16,0.0,0.15,0.28,0.18,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.41,0.0,0.0,0.0,0.17,0.15,0.28,0.19,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,82.78
09/30/2021,2.68,2.38,1.73,1.44,1.33,1.27,0.0,1.63,1.06,0.91,1.1,0.0,0.91,0.74,1.1,0.8,0.58,0.87,0.64,0.6,0.89,0.81,0.76,1.0,0.83,0.53,0.48,0.63,0.57,0.57,0.59,0.54,0.4,0.68,0.52,0.65,0.5,0.54,0.54,0.52,0.42,0.49,0.54,0.53,0.45,0.42,0.5,0.52,0.54,0.45,0.6,0.44,0.47,0.52,0.44,0.43,0.48,0.43,0.37,0.4,0.0,0.55,0.51,0.42,0.47,0.43,0.39,0.41,0.38,0.44,0.33,0.41,0.38,0.4,0.39,0.4,0.43,0.36,0.33,0.39,0.36,0.38,0.35,0.34,0.5,0.34,0.35,0.31,0.34,0.35,0.33,0.37,0.33,0.33,0.4,0.28,0.3,0.38,0.35,0.3,0.38,0.34,0.28,0.32,0.3,0.27,0.28,0.3,0.31,0.25,0.31,0.27,0.35,0.28,0.0,0.3,0.52,0.27,0.31,0.28,0.23,0.28,0.24,0.32,0.3,0.26,0.29,0.24,0.23,0.25,0.36,0.23,0.25,0.25,0.27,0.0,0.19,0.22,0.24,0.24,0.29,0.23,0.22,0.21,0.21,0.21,0.27,0.22,0.26,0.26,0.21,0.2,0.22,0.19,0.26,0.21,0.22,0.22,0.22,0.22,0.0,0.2,0.24,0.19,0.0,0.2,0.17,0.26,0.18,0.2,0.0,0.0,0.18,0.18,0.0,0.21,0.19,0.2,0.16,0.18,0.18,0.0,0.19,0.18,0.17,0.19,0.17,0.15,0.21,0.0,0.0,0.18,0.17,0.18,0.19,0.16,0.18,0.16,0.0,0.0,0.27,0.18,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.18,0.0,0.41,0.27,0.0,0.0,0.17,0.0,0.28,0.19,0.17,0.17,0.0,0.24,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,82.68
10/01/2021,2.61,2.25,1.75,1.42,1.35,1.26,0.0,1.64,1.05,0.93,1.14,0.0,0.91,0.74,1.1,0.83,0.57,0.85,0.64,0.61,0.9,0.8,0.73,0.99,0.82,0.55,0.49,0.65,0.57,0.57,0.62,0.54,0.4,0.66,0.52,0.65,0.51,0.54,0.54,0.52,0.41,0.5,0.55,0.55,0.45,0.42,0.5,0.53,0.54,0.46,0.58,0.43,0.47,0.52,0.45,0.42,0.48,0.43,0.37,0.4,0.0,0.56,0.51,0.42,0.46,0.43,0.39,0.42,0.39,0.43,0.32,0.41,0.39,0.4,0.39,0.41,0.43,0.35,0.33,0.37,0.37,0.38,0.34,0.34,0.5,0.33,0.35,0.31,0.34,0.36,0.33,0.38,0.34,0.32,0.4,0.28,0.3,0.38,0.35,0.31,0.37,0.33,0.28,0.32,0.3,0.27,0.28,0.3,0.31,0.25,0.31,0.27,0.34,0.28,0.0,0.31,0.52,0.26,0.31,0.27,0.23,0.28,0.24,0.32,0.31,0.26,0.29,0.24,0.24,0.25,0.35,0.23,0.25,0.25,0.27,0.0,0.18,0.22,0.24,0.25,0.29,0.23,0.22,0.21,0.21,0.21,0.27,0.23,0.25,0.26,0.21,0.2,0.22,0.19,0.26,0.21,0.22,0.23,0.22,0.22,0.0,0.21,0.24,0.19,0.0,0.21,0.17,0.26,0.18,0.2,0.0,0.0,0.18,0.19,0.0,0.21,0.2,0.21,0.16,0.18,0.18,0.0,0.19,0.18,0.16,0.19,0.17,0.0,0.2,0.0,0.0,0.18,0.17,0.19,0.19,0.16,0.18,0.0,0.0,0.0,0.26,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.16,0.32,0.0,0.4,0.26,0.15,0.0,0.17,0.15,0.28,0.18,0.17,0.18,0.0,0.24,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,82.72
